GROUP,CONAME,DIST,DISTNAME,SSRAT0017,RK0017,SALS0017,RKSAL0017,SSRAT0117,RK0117,SALS0117,RKSAL0117
A. K-6,Statewide,N.A.,1. State Average - Operating Type K-6,66.0,N.A.,72144,N.A.,64.3,N.A.,73494,N.A.
A. K-6,Statewide,N.A.,2. State Median - Operating Type K-6,62.1,N.A.,72148,N.A.,64.7,N.A.,73603,N.A.
A. K-6,Statewide,N.A.,5. State Average - All Operating Types,67.0,N.A.,83393,N.A.,65.8,N.A.,85278,N.A.
A. K-6,Statewide,N.A.,6. State Median - All Operating Types,66.5,N.A.,82680,N.A.,66.3,N.A.,84250,N.A.
A. K-6,Bergen,1270,Edgewater Boro,94.3,10|58,61879,14|58,97.1,8|58,64824,20|58
A. K-6,Bergen,3870,Oradell Boro,79.6,14|58,87451,56|58,77.3,18|58,95869,57|58
A. K-6,Bergen,4410,River Edge Boro,62.1,29|58,79492,46|58,56.7,38|58,87075,52|58
A. K-6,Bergen,4620,Saddle River School District,35.7,55|58,82080,50|58,38.3,54|58,92408,56|58
A. K-6,Burlington,830,Chesterfield Twp,59.5,32|58,69386,28|58,57.7,36|58,69931,31|58
A. K-6,Burlington,2960,Mansfield Twp,56.0,38|58,73563,34|58,61.2,33|58,76255,39|58
A. K-6,Burlington,3650,North Hanover Twp,65.6,26|58,80877,48|58,51.5,40|58,81111,45|58
A. K-6,Burlington,5010,Springfield Twp,92.0,12|58,72397,33|58,144.0,3|58,84000,48|58
A. K-6,Camden,2540,Laurel Springs Boro,185.0,2|58,58036,9|58,94.0,9|58,72971,34|58
A. K-6,Camden,3770,Oaklyn Boro,186.7,1|58,54760,6|58,179.3,2|58,57848,9|58
A. K-6,Camden,5560,Waterford Twp,74.4,18|58,68851,26|58,70.2,23|58,67784,23|58
A. K-6,Cape May,710,Cape May City,52.3,40|58,65665,18|58,77.5,17|58,68100,24|58
A. K-6,Cape May,2840,Lower Twp,50.9,45|58,88819,57|58,43.2,50|58,89479,54|58
A. K-6,Cape May,5610,West Cape May Boro,38.0,54|58,66996,21|58,40.5,53|58,68664,26|58
A. K-6,Essex,1400,Essex Fells Boro,39.9,51|58,40136,2|58,48.3,45|58,39768,4|58
A. K-6,Essex,1465,Fairfield Twp,69.3,21|58,83813,53|58,78.0,16|58,86946,51|58
A. K-6,Essex,3630,North Caldwell Boro,82.4,13|58,79408,45|58,79.8,15|58,79408,43|58
A. K-6,Essex,4530,Roseland Boro,58.3,33|58,78300,42|58,49.1,44|58,82962,46|58
A. K-6,Gloucester,1180,East Greenwich Twp,74.1,19|58,76638,40|58,75.9,19|58,76776,40|58
A. K-6,Gloucester,1330,Elk Twp,111.7,4|58,82884,52|58,108.4,5|58,84917,50|58
A. K-6,Gloucester,1590,Franklin Twp,66.0,25|58,58441,10|58,73.1,21|58,64523,19|58
A. K-6,Gloucester,2070,Harrison Twp,102.5,8|58,85533,54|58,107.5,6|58,88611,53|58
A. K-6,Gloucester,2990,Mantua Twp,62.1,29|58,82567,51|58,68.7,25|58,83662,47|58
A. K-6,Gloucester,3490,National Park Boro,97.0,9|58,85567,55|58,82.0,13|58,77727,41|58
A. K-6,Gloucester,4880,South Harrison Twp,110.0,5|58,67000,22|58,117.0,4|58,62904,17|58
A. K-6,Gloucester,5120,Swedesboro-Woolwich,75.5,17|58,76225,39|58,62.4,31|58,72818,33|58
A. K-6,Gloucester,5590,Wenonah Boro,47.6,48|58,65771,19|58,42.6,51|58,59908,12|58
A. K-6,Gloucester,5740,Westville Boro,72.0,20|58,69486,29|58,63.4,30|58,69236,28|58
A. K-6,Gloucester,5870,Woodbury Heights Boro,106.3,7|58,66841,20|58,98.1,7|58,59698,11|58
A. K-6,Hunterdon,1970,Hampton Boro,57.2,35|58,73647,35|58,46.7,48|58,34429,1|58
A. K-6,Hunterdon,2590,Lebanon Boro,51.7,42|58,60694,12|58,49.4,43|58,62125,14|58
A. K-6,Hunterdon,3180,Milford Boro,58.0,34|58,63468,17|58,69.0,24|58,63468,18|58
A. K-6,Monmouth,130,Atlantic Highlands Boro,56.2,36|58,75365,38|58,47.0,47|58,41202,5|58
A. K-6,Monmouth,2160,Highlands Boro,34.0,57|58,61830,13|58,80.0,14|58,69212,27|58
A. K-6,Monmouth,4520,Roosevelt Boro,11.9,58|58,67619,24|58,10.5,58|58,67619,22|58
A. K-6,Morris,3240,Mine Hill Twp,118.3,3|58,69244,27|58,91.5,10|58,73012,35|58
A. K-6,Ocean,230,Beach Haven Boro,34.3,56|58,56732,7|58,21.0,57|58,58315,10|58
A. K-6,Ocean,320,Berkeley Twp,67.4,24|58,80598,47|58,66.5,28|58,75237,37|58
A. K-6,Ocean,1150,Eagleswood Twp,109.3,6|58,52640,5|58,375.0,1|58,36480,2|58
A. K-6,Ocean,2350,Island Heights Boro,38.8,52|58,41300,3|58,82.4,12|58,36480,2|58
A. K-6,Ocean,2690,Little Egg Harbor Twp,68.8,22|58,67587,23|58,67.9,26|58,68362,25|58
A. K-6,Ocean,2760,Long Beach Island,51.8,41|58,95654,58|58,47.3,46|58,97179,58|58
A. K-6,Ocean,3800,Ocean Gate Boro,61.5,31|58,72169,32|58,66.0,29|58,73570,36|58
A. K-6,Ocean,3820,Ocean Twp,54.1,39|58,79302,43|58,57.8,35|58,80102,44|58
A. K-6,Ocean,4710,Seaside Heights Boro,38.5,53|58,69792,31|58,31.4,56|58,71282,32|58
A. K-6,Ocean,5020,Stafford Twp,78.3,16|58,62703,16|58,84.2,11|58,66327,21|58
A. K-6,Ocean,5220,Tuckerton Boro,51.1,43|58,60000,11|58,75.5,20|58,62137,15|58
A. K-6,Sussex,1630,Fredon Twp,44.8,49|58,68482,25|58,62.0,32|58,54123,7|58
A. K-6,Sussex,1980,Hampton Twp,79.0,15|58,57924,8|58,67.5,27|58,48546,6|58
A. K-6,Sussex,4650,Sandyston-Walpack Twp,67.8,23|58,32235,1|58,45.7,49|58,62152,16|58
A. K-6,Sussex,5040,Stillwater Twp,93.7,11|58,81178,49|58,71.8,22|58,84646,49|58
A. K-6,Warren,400,Blairstown Twp,51.0,44|58,79370,44|58,51.3,41|58,76100,38|58
A. K-6,Warren,1620,Franklin Twp,48.5,46|58,62120,15|58,52.4,39|58,62120,13|58
A. K-6,Warren,1670,Frelinghuysen Twp,65.5,27|58,69585,30|58,59.5,34|58,69585,30|58
A. K-6,Warren,2470,Knowlton Twp,41.6,50|58,51822,4|58,41.2,52|58,55096,8|58
A. K-6,Warren,2970,Mansfield Twp,48.2,47|58,77592,41|58,51.3,41|58,90412,55|58
A. K-6,Warren,5480,Washington Boro,63.0,28|58,73911,36|58,57.2,37|58,69329,29|58
A. K-6,Warren,5530,Washington Twp,56.2,36|58,75045,37|58,37.6,55|58,78505,42|58
B. K-8 / 0 - 400,Statewide,N.A.,1. State Average - Operating Type K-8,59.2,N.A.,77549,N.A.,60.4,N.A.,78718,N.A.
B. K-8 / 0 - 400,Statewide,N.A.,2. State Median - Operating Type K-8,62.8,N.A.,75704,N.A.,61.8,N.A.,76878,N.A.
B. K-8 / 0 - 400,Statewide,N.A.,5. State Average - All Operating Types,67.0,N.A.,83393,N.A.,65.8,N.A.,85278,N.A.
B. K-8 / 0 - 400,Statewide,N.A.,6. State Median - All Operating Types,66.5,N.A.,82680,N.A.,66.3,N.A.,84250,N.A.
B. K-8 / 0 - 400,Atlantic,570,Brigantine City,30.0,74|76,78572,63|76,38.3,68|76,90551,72|76
B. K-8 / 0 - 400,Atlantic,1410,Estell Manor City,77.6,26|76,78310,62|76,92.0,15|76,69866,45|76
B. K-8 / 0 - 400,Atlantic,1540,Folsom Boro,47.0,60|76,65334,30|76,46.6,58|76,65647,29|76
B. K-8 / 0 - 400,Atlantic,3020,Margate City,45.8,62|76,76750,57|76,42.8,62|76,80043,61|76
B. K-8 / 0 - 400,Atlantic,4240,Port Republic City,77.9,25|76,56893,9|76,79.3,21|76,60512,14|76
B. K-8 / 0 - 400,Atlantic,5760,Weymouth Twp,162.0,2|76,51095,6|76,177.0,3|76,52775,6|76
B. K-8 / 0 - 400,Bergen,80,Alpine Boro,65.6,36|76,93924,74|76,64.8,37|76,96802,75|76
B. K-8 / 0 - 400,Bergen,3350,Moonachie Boro,357.0,1|76,103805,75|76,180.0,2|76,83653,66|76
B. K-8 / 0 - 400,Bergen,4870,South Hackensack Twp,121.0,8|76,89344,72|76,125.5,9|76,78105,56|76
B. K-8 / 0 - 400,Burlington,380,Beverly City,68.6,34|76,80426,66|76,65.6,36|76,88921,70|76
B. K-8 / 0 - 400,Burlington,1030,Delanco Twp,71.8,33|76,58142,11|76,73.7,25|76,58142,10|76
B. K-8 / 0 - 400,Burlington,3540,New Hanover Twp,90.0,15|76,58808,13|76,93.0,14|76,60620,15|76
B. K-8 / 0 - 400,Burlington,4460,Riverton,56.7,48|76,60814,17|76,52.4,47|76,62994,21|76
B. K-8 / 0 - 400,Burlington,5890,Woodland Twp,51.5,51|76,72613,53|76,51.5,50|76,75294,53|76
B. K-8 / 0 - 400,Camden,580,Brooklawn Boro,105.8,12|76,44399,4|76,104.2,13|76,38229,2|76
B. K-8 / 0 - 400,Camden,1720,Gibbsboro Boro,63.1,40|76,74078,55|76,70.0,30|76,83404,65|76
B. K-8 / 0 - 400,Camden,2560,Lawnside Boro,106.7,11|76,67747,43|76,174.0,5|76,69243,42|76
B. K-8 / 0 - 400,Camden,2890,Magnolia Boro,78.0,24|76,65436,31|76,66.3,33|76,68049,40|76
B. K-8 / 0 - 400,Camden,3110,Merchantville Boro,58.0,44|76,79319,64|76,60.9,42|76,82569,64|76
B. K-8 / 0 - 400,Cape May,170,Avalon Boro,13.8,76|76,87384,70|76,15.3,76|76,91002,73|76
B. K-8 / 0 - 400,Cape May,3680,North Wildwood City,24.1,75|76,85855,69|76,23.3,75|76,89425,71|76
B. K-8 / 0 - 400,Cape May,5060,Stone Harbor Boro,86.0,19|76,104382,76|76,78.0,22|76,104382,76|76
B. K-8 / 0 - 400,Cape May,5800,Wildwood Crest Boro,48.6,55|76,81747,67|76,40.6,67|76,78355,57|76
B. K-8 / 0 - 400,Cape May,5840,Woodbine Boro,86.0,19|76,60239,14|76,84.7,18|76,59540,12|76
B. K-8 / 0 - 400,Cumberland,1020,Deerfield Twp,105.7,13|76,81912,68|76,106.0,12|76,81912,63|76
B. K-8 / 0 - 400,Cumberland,1120,Downe Twp,153.0,3|76,67484,42|76,175.0,4|76,69667,44|76
B. K-8 / 0 - 400,Cumberland,1820,Greenwich Twp,41.5,66|76,43784,3|76,26.7,74|76,58728,11|76
B. K-8 / 0 - 400,Cumberland,3050,Maurice River Twp,72.2,31|76,66690,36|76,52.1,48|76,64375,25|76
B. K-8 / 0 - 400,Cumberland,5070,Stow Creek Twp,122.0,7|76,57331,10|76,136.0,6|76,18000,1|76
B. K-8 / 0 - 400,Hudson,1200,East Newark Boro,47.8,58|76,58678,12|76,30.3,72|76,54428,7|76
B. K-8 / 0 - 400,Hunterdon,370,Bethlehem Twp,51.8,50|76,69054,46|76,51.8,49|76,66159,31|76
B. K-8 / 0 - 400,Hunterdon,430,Bloomsbury Boro,48.0,57|76,60418,16|76,49.5,53|76,62550,19|76
B. K-8 / 0 - 400,Hunterdon,670,Califon Boro,78.2,23|76,42877,2|76,74.5,24|76,42877,3|76
B. K-8 / 0 - 400,Hunterdon,910,Clinton-Glen Gardner,45.1,63|76,76817,58|76,42.4,63|76,71572,47|76
B. K-8 / 0 - 400,Hunterdon,1160,East Amwell Twp,71.9,32|76,92075,73|76,65.7,35|76,84268,67|76
B. K-8 / 0 - 400,Hunterdon,1600,Franklin Twp,57.4,45|76,62011,19|76,54.4,45|76,62162,17|76
B. K-8 / 0 - 400,Hunterdon,1680,Frenchtown Boro,57.0,47|76,66350,34|76,47.8,56|76,57050,8|76
B. K-8 / 0 - 400,Hunterdon,2140,High Bridge Boro,47.7,59|76,66615,35|76,44.0,59|76,64740,27|76
B. K-8 / 0 - 400,Hunterdon,2450,Kingwood Twp,50.1,52|76,65155,28|76,47.2,57|76,64324,24|76
B. K-8 / 0 - 400,Monmouth,180,Avon Boro,49.2,53|76,65170,29|76,29.3,73|76,74550,50|76
B. K-8 / 0 - 400,Monmouth,270,Belmar Boro,33.1,72|76,64120,23|76,35.1,69|76,66450,32|76
B. K-8 / 0 - 400,Monmouth,500,Bradley Beach Boro,46.6,61|76,63200,22|76,35.0,70|76,68475,41|76
B. K-8 / 0 - 400,Monmouth,1000,Deal Boro,77.2,28|76,68280,44|76,135.7,7|76,77355,54|76
B. K-8 / 0 - 400,Monmouth,1490,Farmingdale Boro,32.6,73|76,39200,1|76,57.3,44|76,59615,13|76
B. K-8 / 0 - 400,Monmouth,3250,Monmouth Beach Boro,55.9,49|76,67415,41|76,42.3,66|76,75000,52|76
B. K-8 / 0 - 400,Monmouth,3500,Neptune City,62.8,41|76,55744,8|76,53.4,46|76,58005,9|76
B. K-8 / 0 - 400,Monmouth,4690,Sea Girt Boro,66.0,35|76,79663,65|76,75.5,23|76,79663,60|76
B. K-8 / 0 - 400,Monmouth,4980,Spring Lake Boro,38.0,70|76,89295,71|76,70.5,29|76,93245,74|76
B. K-8 / 0 - 400,Monmouth,4990,Spring Lake Heights Boro,35.5,71|76,64126,24|76,34.7,71|76,66519,34|76
B. K-8 / 0 - 400,Morris,2010,Harding Township,40.7,68|76,70500,49|76,42.4,63|76,73476,49|76
B. K-8 / 0 - 400,Morris,3410,Mount Arlington Boro,57.2,46|76,66734,37|76,51.0,52|76,65655,30|76
B. K-8 / 0 - 400,Morris,3520,Netcong Boro,73.8,30|76,62811,20|76,43.1,61|76,63845,23|76
B. K-8 / 0 - 400,Morris,4440,Riverdale Boro,44.2,64|76,70975,51|76,42.4,63|76,67100,36|76
B. K-8 / 0 - 400,Ocean,210,Bay Head Boro,61.5,43|76,64205,26|76,60.0,43|76,67997,38|76
B. K-8 / 0 - 400,Ocean,2550,Lavallette Boro,77.5,27|76,77198,59|76,79.5,20|76,80123,62|76
B. K-8 / 0 - 400,Salem,60,Alloway Twp,137.0,5|76,64161,25|76,73.5,26|76,74620,51|76
B. K-8 / 0 - 400,Salem,1350,Elsinboro Twp,117.0,9|76,66856,38|76,112.0,11|76,69571,43|76
B. K-8 / 0 - 400,Salem,2800,Lower Alloways Creek,89.0,17|76,63105,21|76,69.2,32|76,62120,16|76
B. K-8 / 0 - 400,Salem,2950,Mannington Twp,85.5,21|76,65753,33|76,64.4,38|76,65602,28|76
B. K-8 / 0 - 400,Salem,3860,Oldmans Twp,74.2,29|76,51878,7|76,72.0,28|76,63016,22|76
B. K-8 / 0 - 400,Salem,4280,Quinton Twp,64.3,39|76,70160,47|76,63.9,39|76,62655,20|76
B. K-8 / 0 - 400,Salem,5320,Upper Pittsgrove Twp,111.3,10|76,70748,50|76,116.0,10|76,73106,48|76
B. K-8 / 0 - 400,Sussex,1800,Green Twp,65.5,37|76,76372,56|76,66.3,33|76,87392,69|76
B. K-8 / 0 - 400,Sussex,1930,Hamburg Boro,40.7,68|76,77430,60|76,51.1,51|76,78008,55|76
B. K-8 / 0 - 400,Sussex,2490,Lafayette Twp,41.0,67|76,61135,18|76,72.3,27|76,67990,37|76
B. K-8 / 0 - 400,Sussex,3300,Montague Twp,43.6,65|76,67000,39|76,43.4,60|76,68000,39|76
