GROUP,CONAME,DIST,DISTNAME,FARAT0019,RK0019,FARAT0119,RK0119
A. K-6,Statewide,N.A.,1. State Average - Operating Type K-6,14.6,N.A.,14.3,N.A.
A. K-6,Statewide,N.A.,2. State Median - Operating Type K-6,13.1,N.A.,13.1,N.A.
A. K-6,Statewide,N.A.,5. State Average - All Operating Types,14.2,N.A.,13.9,N.A.
A. K-6,Statewide,N.A.,6. State Median - All Operating Types,13.5,N.A.,13.3,N.A.
A. K-6,Bergen,1270,Edgewater Boro,11.4,38|56,12.8,30|56
A. K-6,Bergen,3870,Oradell Boro,10.3,40|56,10.3,41|56
A. K-6,Bergen,4410,River Edge Boro,13.4,27|56,11.8,37|56
A. K-6,Bergen,4620,Saddle River School District,6.1,56|56,4.4,55|56
A. K-6,Burlington,830,Chesterfield Twp,15.8,22|56,12.8,30|56
A. K-6,Burlington,2960,Mansfield Twp,11.6,35|56,11.1,40|56
A. K-6,Burlington,3650,North Hanover Twp,16.5,16|56,17.1,14|56
A. K-6,Burlington,5010,Springfield Twp,7.3,53|56,7.1,53|56
A. K-6,Camden,2540,Laurel Springs Boro,8.5,48|56,9.0,46|56
A. K-6,Camden,3770,Oaklyn Boro,16.5,16|56,17.0,15|56
A. K-6,Camden,5560,Waterford Twp,13.5,26|56,14.8,24|56
A. K-6,Cape May,710,Cape May City,9.2,47|56,9.1,45|56
A. K-6,Cape May,2840,Lower Twp,16.5,16|56,18.1,8|56
A. K-6,Cape May,5610,West Cape May Boro,11.6,35|56,11.7,38|56
A. K-6,Essex,1400,Essex Fells Boro,17.6,13|56,18.1,8|56
A. K-6,Essex,1465,Fairfield Twp,16.5,16|56,15.7,20|56
A. K-6,Essex,3630,North Caldwell Boro,18.9,6|56,15.7,20|56
A. K-6,Essex,4530,Roseland Boro,17.8,11|56,17.8,11|56
A. K-6,Gloucester,1180,East Greenwich Twp,14.0,25|56,12.3,34|56
A. K-6,Gloucester,1330,Elk Twp,35.8,1|56,17.6,12|56
A. K-6,Gloucester,1590,Franklin Twp,17.7,12|56,16.6,17|56
A. K-6,Gloucester,2070,Harrison Twp,12.1,32|56,13.3,27|56
A. K-6,Gloucester,2990,Mantua Twp,21.8,3|56,15.8,19|56
A. K-6,Gloucester,3490,National Park Boro,N.R.,N.R.,N.R.,N.R.
A. K-6,Gloucester,4880,South Harrison Twp,6.4,55|56,17.0,15|56
A. K-6,Gloucester,5120,Swedesboro-Woolwich,16.5,16|56,18.0,10|56
A. K-6,Gloucester,5590,Wenonah Boro,15.7,23|56,23.5,1|56
A. K-6,Gloucester,5740,Westville Boro,19.4,5|56,21.3,3|56
A. K-6,Gloucester,5870,Woodbury Heights Boro,14.2,24|56,14.3,26|56
A. K-6,Hunterdon,1970,Hampton Boro,8.0,50|56,15.6,22|56
A. K-6,Hunterdon,2590,Lebanon Boro,7.2,54|56,7.2,51|56
A. K-6,Hunterdon,3180,Milford Boro,N.R.,N.R.,N.R.,N.R.
A. K-6,Monmouth,130,Atlantic Highlands Boro,10.3,40|56,12.7,32|56
A. K-6,Monmouth,2160,Highlands Boro,13.1,28|56,22.1,2|56
A. K-6,Monmouth,4520,Roosevelt Boro,11.5,37|56,5.3,54|56
A. K-6,Morris,3240,Mine Hill Twp,11.7,33|56,12.3,34|56
A. K-6,Ocean,230,Beach Haven Boro,13.1,28|56,13.1,28|56
A. K-6,Ocean,320,Berkeley Twp,18.9,6|56,18.9,6|56
A. K-6,Ocean,1150,Eagleswood Twp,17.6,13|56,3.9,56|56
A. K-6,Ocean,2350,Island Heights Boro,11.4,38|56,7.3,50|56
A. K-6,Ocean,2690,Little Egg Harbor Twp,16.6,15|56,16.6,17|56
A. K-6,Ocean,2760,Long Beach Island,11.7,33|56,11.3,39|56
A. K-6,Ocean,3800,Ocean Gate Boro,9.3,46|56,9.7,44|56
A. K-6,Ocean,3820,Ocean Twp,18.7,8|56,20.0,4|56
A. K-6,Ocean,4710,Seaside Heights Boro,22.5,2|56,12.7,32|56
A. K-6,Ocean,5020,Stafford Twp,18.5,9|56,17.2,13|56
A. K-6,Ocean,5220,Tuckerton Boro,9.9,43|56,10.0,43|56
A. K-6,Sussex,1630,Fredon Twp,8.3,49|56,7.2,51|56
A. K-6,Sussex,1980,Hampton Twp,15.9,21|56,15.4,23|56
A. K-6,Sussex,4650,Sandyston-Walpack Twp,10.3,40|56,7.8,48|56
A. K-6,Sussex,5040,Stillwater Twp,9.6,45|56,14.4,25|56
A. K-6,Warren,400,Blairstown Twp,12.9,30|56,12.3,34|56
A. K-6,Warren,1620,Franklin Twp,9.8,44|56,10.2,42|56
A. K-6,Warren,1670,Frelinghuysen Twp,7.6,52|56,7.7,49|56
A. K-6,Warren,2470,Knowlton Twp,8.0,50|56,8.0,47|56
A. K-6,Warren,2970,Mansfield Twp,17.9,10|56,18.5,7|56
A. K-6,Warren,5480,Washington Boro,19.5,4|56,19.2,5|56
A. K-6,Warren,5530,Washington Twp,12.5,31|56,13.0,29|56
B. K-8 / 0 - 400,Statewide,N.A.,1. State Average - Operating Type K-8,15.1,N.A.,14.9,N.A.
B. K-8 / 0 - 400,Statewide,N.A.,2. State Median - Operating Type K-8,14.1,N.A.,14.2,N.A.
B. K-8 / 0 - 400,Statewide,N.A.,5. State Average - All Operating Types,14.2,N.A.,13.9,N.A.
B. K-8 / 0 - 400,Statewide,N.A.,6. State Median - All Operating Types,13.5,N.A.,13.3,N.A.
B. K-8 / 0 - 400,Atlantic,570,Brigantine City,17.8,13|76,17.3,15|76
B. K-8 / 0 - 400,Atlantic,1410,Estell Manor City,6.2,71|76,6.1,70|76
B. K-8 / 0 - 400,Atlantic,1540,Folsom Boro,16.0,20|76,15.0,27|76
B. K-8 / 0 - 400,Atlantic,3020,Margate City,14.8,30|76,14.0,31|76
B. K-8 / 0 - 400,Atlantic,4240,Port Republic City,12.6,39|76,12.8,35|76
B. K-8 / 0 - 400,Atlantic,5760,Weymouth Twp,3.5,75|76,3.4,76|76
B. K-8 / 0 - 400,Bergen,80,Alpine Boro,4.7,74|76,4.5,75|76
B. K-8 / 0 - 400,Bergen,3350,Moonachie Boro,9.1,60|76,12.7,37|76
B. K-8 / 0 - 400,Bergen,4870,South Hackensack Twp,7.4,64|76,5.7,72|76
B. K-8 / 0 - 400,Burlington,380,Beverly City,13.7,33|76,10.5,51|76
B. K-8 / 0 - 400,Burlington,1030,Delanco Twp,9.9,53|76,18.7,9|76
B. K-8 / 0 - 400,Burlington,3540,New Hanover Twp,11.7,44|76,10.7,48|76
B. K-8 / 0 - 400,Burlington,4460,Riverton,14.9,28|76,15.0,27|76
B. K-8 / 0 - 400,Burlington,5890,Woodland Twp,15.6,25|76,16.8,19|76
B. K-8 / 0 - 400,Camden,580,Brooklawn Boro,11.3,45|76,17.8,12|76
B. K-8 / 0 - 400,Camden,1720,Gibbsboro Boro,12.2,40|76,12.3,39|76
B. K-8 / 0 - 400,Camden,2560,Lawnside Boro,5.0,73|76,6.0,71|76
B. K-8 / 0 - 400,Camden,2890,Magnolia Boro,15.3,27|76,9.0,60|76
B. K-8 / 0 - 400,Camden,3110,Merchantville Boro,21.5,7|76,21.0,5|76
B. K-8 / 0 - 400,Cape May,170,Avalon Boro,18.0,12|76,9.0,60|76
B. K-8 / 0 - 400,Cape May,3680,North Wildwood City,9.3,58|76,8.8,62|76
B. K-8 / 0 - 400,Cape May,5060,Stone Harbor Boro,7.3,66|76,10.0,53|76
B. K-8 / 0 - 400,Cape May,5800,Wildwood Crest Boro,9.5,57|76,9.9,55|76
B. K-8 / 0 - 400,Cape May,5840,Woodbine Boro,16.0,20|76,16.5,20|76
B. K-8 / 0 - 400,Cumberland,1020,Deerfield Twp,6.8,68|76,9.3,57|76
