GROUP,CONAME,DIST,DISTNAME,DE120,DE220,DE320,DE420
A. K-6,Bergen,1270,Edgewater Boro,10629230,6174362,16803592,4338511
A. K-6,Bergen,3870,Oradell Boro,4108236,492682,4600918,116961
A. K-6,Bergen,4410,River Edge Boro,4828803,1292685,6121488,687710
A. K-6,Bergen,4620,Saddle River School District,3843291,1048516,4891807,253766
A. K-6,Burlington,830,Chesterfield Twp,4950909,732952,5683861,1137580
A. K-6,Burlington,2960,Mansfield Twp,3643575,648407,4291982,-277359
A. K-6,Burlington,3650,North Hanover Twp,12613945,-3383366,9230579,-4106058
A. K-6,Burlington,5010,Springfield Twp,1819445,370850,2190295,15240
A. K-6,Camden,2540,Laurel Springs Boro,1367071,469714,1836786,-178487
A. K-6,Camden,3770,Oaklyn Boro,1624907,321102,1946009,440454
A. K-6,Camden,5560,Waterford Twp,6037924,83062,6120986,1357138
A. K-6,Cape May,710,Cape May City,1874832,1007451,2882283,768671
A. K-6,Cape May,2840,Lower Twp,8619312,216969,8836281,-750052
A. K-6,Cape May,5610,West Cape May Boro,1051507,-90459,961048,-88809
A. K-6,Essex,1400,Essex Fells Boro,1327337,145217,1472554,-9014
A. K-6,Essex,1465,Fairfield Twp,3471361,172877,3644238,478828
A. K-6,Essex,3630,North Caldwell Boro,10620811,1075256,11691372,1323591
A. K-6,Essex,4530,Roseland Boro,3516243,196654,3712897,-78517
A. K-6,Gloucester,1180,East Greenwich Twp,4828832,220847,5104328,-914147
A. K-6,Gloucester,1330,Elk Twp,3228612,404256,3632868,-322743
A. K-6,Gloucester,1590,Franklin Twp,6156660,210620,6367280,-1100724
A. K-6,Gloucester,2070,Harrison Twp,3827595,354978,4182573,-32774
A. K-6,Gloucester,2990,Mantua Twp,3928960,-948226,2980734,793154
A. K-6,Gloucester,3490,National Park Boro,1800869,436873,2237742,588110
A. K-6,Gloucester,4880,South Harrison Twp,1257574,78968,1336542,-69834
A. K-6,Gloucester,5120,Swedesboro-Woolwich,5364997,240441,5605438,-876844
A. K-6,Gloucester,5590,Wenonah Boro,894265,165516,1059781,-227028
A. K-6,Gloucester,5740,Westville Boro,2909857,513399,3423256,954848
A. K-6,Gloucester,5870,Woodbury Heights Boro,1484712,-191569,1293143,289681
A. K-6,Hunterdon,1970,Hampton Boro,1249526,331515,1581041,200148
A. K-6,Hunterdon,2590,Lebanon Boro,945963,224386,1170349,-187990
A. K-6,Hunterdon,3180,Milford Boro,1809661,411067,2220728,620214
A. K-6,Monmouth,130,Atlantic Highlands Boro,1248064,270049,1518113,325382
A. K-6,Monmouth,2160,Highlands Boro,2245826,481842,2727668,550631
A. K-6,Monmouth,4520,Roosevelt Boro,1627335,65848,1693185,100442
A. K-6,Morris,3240,Mine Hill Twp,6252436,1018506,7270942,680144
A. K-6,Ocean,230,Beach Haven Boro,1947535,-983781,963754,-56913
A. K-6,Ocean,320,Berkeley Twp,9636516,941915,10578431,376057
A. K-6,Ocean,1150,Eagleswood Twp,913938,112398,1026336,409850
A. K-6,Ocean,2350,Island Heights Boro,523253,82398,588279,-129952
A. K-6,Ocean,2690,Little Egg Harbor Twp,6035256,256693,6291949,230624
A. K-6,Ocean,2760,Long Beach Island,4877571,1189411,6064100,919855
A. K-6,Ocean,3800,Ocean Gate Boro,1445809,57259,1500074,-3779
A. K-6,Ocean,3820,Ocean Twp,5777396,-815621,4961775,1721679
A. K-6,Ocean,4710,Seaside Heights Boro,837343,-320267,517076,385168
A. K-6,Ocean,5020,Stafford Twp,12212448,3252290,15465138,6032433
A. K-6,Ocean,5220,Tuckerton Boro,2136887,-98875,2038012,66889
A. K-6,Sussex,1630,Fredon Twp,2354340,199733,2554073,140721
A. K-6,Sussex,1980,Hampton Twp,3466696,466788,3933484,-919307
A. K-6,Sussex,4650,Sandyston-Walpack Twp,1148419,133400,1281819,187399
A. K-6,Sussex,5040,Stillwater Twp,2108513,86367,2194880,589888
A. K-6,Warren,400,Blairstown Twp,1965357,364315,2329672,131362
A. K-6,Warren,1620,Franklin Twp,2405381,230432,2635813,162656
A. K-6,Warren,1670,Frelinghuysen Twp,1242843,-35986,1206857,166346
A. K-6,Warren,2470,Knowlton Twp,2553045,121515,2674560,-172726
A. K-6,Warren,2970,Mansfield Twp,1991951,-420091,1571860,-14992
A. K-6,Warren,5480,Washington Boro,3297183,929140,4226323,1005119
A. K-6,Warren,5530,Washington Twp,2129006,-129457,1999549,-284923
B. K-8 / 0 - 400,Atlantic,570,Brigantine City,9480579,1704947,11185526,297077
B. K-8 / 0 - 400,Atlantic,1410,Estell Manor City,1840301,-172341,1667960,150335
