GROUP,CONAME,DIST,DISTNAME,PP17,RK17,PCT17,SBA7,PP27,RK27,PCT27,SBB7,PP37,RK37,PCT37,SBC7
A. K-6,Statewide,N.A.,1. State average - Operating Type K-6,2364,N.A.,0.141,0.799,2472,N.A.,0.145,0.799,2832,N.A.,0.149,0.78
A. K-6,Statewide,N.A.,2. State median - Operating Type K-6,2391,N.A.,0.136,0.782,2501,N.A.,0.135,0.74,3072,N.A.,0.151,0.82
A. K-6,Statewide,N.A.,5. State average - All operating types,2464,N.A.,0.139,0.852,2570,N.A.,0.14,0.845,2850,N.A.,0.141,0.827
A. K-6,Statewide,N.A.,6. State median - All operating types,2351,N.A.,0.135,0.833,2456,N.A.,0.135,0.818,2701,N.A.,0.135,0.792
A. K-6,Bergen,1270,Edgewater Boro,1782,14|57,0.107,0.555,2171,19|57,0.114,0.6102,3050,28|58,0.113,0.5888
A. K-6,Bergen,3870,Oradell Boro,1935,17|57,0.13,0.7787,1996,15|57,0.133,0.7572,2226,13|58,0.138,0.7477
A. K-6,Bergen,4410,River Edge Boro,1935,17|57,0.121,0.8273,1923,13|57,0.114,0.8596,2103,10|58,0.115,0.8584
A. K-6,Bergen,4620,Saddle River School District,8279,57|57,0.233,0.7381,8123,57|57,0.186,0.6192,8140,58|58,0.174,0.5727
A. K-6,Burlington,830,Chesterfield Twp,2395,30|57,0.14,0.6257,2311,25|57,0.137,0.5715,2629,20|58,0.138,0.5434
A. K-6,Burlington,2960,Mansfield Twp,3389,47|57,0.168,0.7403,3434,46|57,0.162,0.7722,3263,37|58,0.153,0.6872
A. K-6,Burlington,3650,North Hanover Twp,3374,46|57,0.191,0.8712,2878,38|57,0.161,0.8244,4137,50|58,0.201,0.8443
A. K-6,Burlington,5010,Springfield Twp,2879,40|57,0.196,0.8254,2035,16|57,0.137,0.7937,2734,23|58,0.183,0.8374
A. K-6,Camden,2540,Laurel Springs Boro,1554,10|57,0.099,0.6984,1828,11|57,0.106,0.638,1408,5|58,0.084,0.6064
A. K-6,Camden,3770,Oaklyn Boro,842,2|57,0.044,0.1865,1194,5|57,0.06,0.2172,1283,3|58,0.062,0.2865
A. K-6,Camden,5560,Waterford Twp,3012,42|57,0.169,0.7583,3096,41|57,0.169,0.7773,3337,40|58,0.174,0.7612
A. K-6,Cape May,710,Cape May City,1735,13|57,0.083,0.5989,2439,26|57,0.101,0.7127,3750,46|58,0.132,0.7057
A. K-6,Cape May,2840,Lower Twp,2980,41|57,0.175,0.8721,3108,42|57,0.177,0.9024,3208,35|58,0.178,0.8842
A. K-6,Cape May,5610,West Cape May Boro,4273,52|57,0.204,0.7092,4784,54|57,0.229,0.7517,4235,52|58,0.152,0.6932
A. K-6,Essex,1400,Essex Fells Boro,2340,28|57,0.113,0.8027,2470,28|57,0.114,0.7471,2249,16|58,0.098,0.644
A. K-6,Essex,1465,Fairfield Twp,2205,24|57,0.134,0.9731,2457,27|57,0.145,0.9692,3184,33|58,0.159,0.9184
A. K-6,Essex,3630,North Caldwell Boro,1783,15|57,0.101,0.6517,2058,17|57,0.109,0.6799,2187,12|58,0.105,0.6195
A. K-6,Essex,4530,Roseland Boro,2404,32|57,0.137,0.7632,2294,24|57,0.128,0.6192,2507,19|58,0.133,0.677
A. K-6,Gloucester,1180,East Greenwich Twp,1988,20|57,0.154,0.8967,2238,22|57,0.155,0.9028,2421,18|58,0.154,0.8495
A. K-6,Gloucester,1330,Elk Twp,1421,9|57,0.095,0.5562,1712,9|57,0.111,0.6149,2247,15|58,0.125,0.6266
A. K-6,Gloucester,1590,Franklin Twp,2109,22|57,0.137,0.934,2189,20|57,0.144,0.924,2240,14|58,0.143,0.9098
A. K-6,Gloucester,2070,Harrison Twp,1400,8|57,0.101,0.8816,1458,7|57,0.104,0.8492,1557,7|58,0.103,0.8295
A. K-6,Gloucester,2990,Mantua Twp,2334,27|57,0.142,0.8603,2111,18|57,0.148,0.8602,2694,21|58,0.152,0.7857
A. K-6,Gloucester,3490,National Park Boro,1957,19|57,0.124,0.7227,2215,21|57,0.137,0.7129,2784,24|58,0.127,0.6217
A. K-6,Gloucester,4880,South Harrison Twp,1002,3|57,0.073,0.5058,545,1|57,0.043,0.2762,1219,2|58,0.088,0.4393
A. K-6,Gloucester,5120,Swedesboro-Woolwich,1670,11|57,0.118,0.8198,1767,10|57,0.114,0.786,2181,11|58,0.132,0.8196
A. K-6,Gloucester,5590,Wenonah Boro,2755,39|57,0.162,0.7867,3024,39|57,0.159,0.809,2833,26|58,0.154,0.8629
A. K-6,Gloucester,5740,Westville Boro,1733,12|57,0.105,0.7447,1948,14|57,0.128,0.739,3082,30|58,0.15,0.7077
A. K-6,Gloucester,5870,Woodbury Heights Boro,1025,4|57,0.07,0.65,854,3|57,0.058,0.5436,1322,4|58,0.077,0.5688
A. K-6,Hunterdon,1970,Hampton Boro,5157,N.A.,0.171,0.5526,4595,N.A.,0.179,0.6164,5459,57|58,0.185,0.5556
A. K-6,Hunterdon,2590,Lebanon Boro,3578,48|57,0.154,0.7246,3508,47|57,0.135,0.7005,3667,45|58,0.137,0.5971
A. K-6,Hunterdon,3180,Milford Boro,3030,43|57,0.112,0.6829,3642,50|57,0.139,0.735,3643,44|58,0.112,0.5213
A. K-6,Monmouth,130,Atlantic Highlands Boro,1201,6|57,0.062,0.5004,1351,6|57,0.07,0.5783,1504,6|58,0.07,0.6215
A. K-6,Monmouth,2160,Highlands Boro,4391,53|57,0.186,0.7415,4181,53|57,0.158,0.6971,4117,49|58,0.142,0.5777
A. K-6,Monmouth,4520,Roosevelt Boro,3672,49|57,0.175,0.9198,1686,8|57,0.08,0.5054,3204,34|58,0.12,0.7654
A. K-6,Morris,3240,Mine Hill Twp,1213,7|57,0.076,0.5029,1165,4|57,0.066,0.379,1588,8|58,0.078,0.3759
A. K-6,Ocean,230,Beach Haven Boro,4460,54|57,0.175,0.8597,4146,52|57,0.16,0.8065,5123,54|58,0.174,0.8524
A. K-6,Ocean,320,Berkeley Twp,2387,29|57,0.164,0.8874,2511,30|57,0.169,0.8671,2727,22|58,0.166,0.8525
A. K-6,Ocean,1150,Eagleswood Twp,1845,16|57,0.093,0.7055,2714,31|57,0.124,0.8732,3239,36|58,0.146,0.9454
A. K-6,Ocean,2350,Island Heights Boro,741,1|57,0.036,0.4276,561,2|57,0.026,0.3531,948,1|58,0.047,0.492
A. K-6,Ocean,2690,Little Egg Harbor Twp,2028,21|57,0.128,0.8593,2801,37|57,0.171,0.9047,3447,41|58,0.183,0.8539
A. K-6,Ocean,2760,Long Beach Island,4895,56|57,0.163,0.8727,5385,55|57,0.167,0.8978,5173,56|58,0.159,0.8606
A. K-6,Ocean,3800,Ocean Gate Boro,2670,37|57,0.124,0.6219,2744,33|57,0.11,0.6082,3463,42|58,0.139,0.6796
A. K-6,Ocean,3820,Ocean Twp,3103,44|57,0.177,0.866,3081,40|57,0.194,0.8892,3283,38|58,0.17,0.8665
A. K-6,Ocean,4710,Seaside Heights Boro,4708,55|57,0.203,0.9092,5483,56|57,0.238,0.9301,5160,55|58,0.231,0.8975
A. K-6,Ocean,5020,Stafford Twp,2690,38|57,0.165,0.9091,2756,35|57,0.179,0.9289,3084,31|58,0.171,0.938
A. K-6,Ocean,5220,Tuckerton Boro,2650,36|57,0.135,0.7608,2730,32|57,0.147,0.7845,3027,27|58,0.155,0.8505
A. K-6,Sussex,1630,Fredon Twp,2450,33|57,0.121,0.6851,3528,48|57,0.165,0.7857,3929,48|58,0.17,0.7733
A. K-6,Sussex,1980,Hampton Twp,2648,35|57,0.142,0.8934,3138,43|57,0.161,0.8887,3638,43|58,0.166,0.891
A. K-6,Sussex,4650,Sandyston-Walpack Twp,2326,26|57,0.122,0.677,3339,45|57,0.15,0.7062,4169,51|58,0.165,0.7001
A. K-6,Sussex,5040,Stillwater Twp,2398,31|57,0.111,0.8283,2491,29|57,0.122,0.8279,3088,32|58,0.141,0.8701
A. K-6,Warren,400,Blairstown Twp,2132,23|57,0.126,0.8009,2775,36|57,0.156,0.7983,3062,29|58,0.167,0.8961
A. K-6,Warren,1620,Franklin Twp,3254,45|57,0.152,0.845,3154,44|57,0.14,0.8023,3336,39|58,0.142,0.7634
A. K-6,Warren,1670,Frelinghuysen Twp,1086,5|57,0.063,0.5125,1898,12|57,0.11,0.7423,1923,9|58,0.116,0.8275
A. K-6,Warren,2470,Knowlton Twp,3898,51|57,0.184,0.9792,3851,51|57,0.191,0.9516,4517,53|58,0.218,0.9292
A. K-6,Warren,2970,Mansfield Twp,2548,34|57,0.149,0.8978,2752,34|57,0.156,0.9483,2826,25|58,0.158,0.8954
A. K-6,Warren,5480,Washington Boro,2258,25|57,0.128,0.5838,2244,23|57,0.143,0.8367,2406,17|58,0.124,0.6676
A. K-6,Warren,5530,Washington Twp,3734,50|57,0.195,0.9174,3638,49|57,0.185,0.9401,3767,47|58,0.193,0.915
B. K-8 / 0 - 400,Statewide,N.A.,1. State average - Operating Type K-8,2468,N.A.,0.138,0.832,2594,N.A.,0.14,0.825,2897,N.A.,0.142,0.815
B. K-8 / 0 - 400,Statewide,N.A.,2. State median - Operating Type K-8,2438,N.A.,0.135,0.801,2560,N.A.,0.136,0.806,2914,N.A.,0.142,0.766
B. K-8 / 0 - 400,Statewide,N.A.,5. State average - All operating types,2464,N.A.,0.139,0.852,2570,N.A.,0.14,0.845,2850,N.A.,0.141,0.827
B. K-8 / 0 - 400,Statewide,N.A.,6. State median - All operating types,2351,N.A.,0.135,0.833,2456,N.A.,0.135,0.818,2701,N.A.,0.135,0.792
B. K-8 / 0 - 400,Atlantic,570,Brigantine City,4238,68|75,0.132,0.8718,4619,69|75,0.134,0.8169,5162,70|76,0.131,0.7596
