CO,DIST,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,IND10,IND11,IND12,IND13,IND15,IND16A,IND16B,IND17A,IND17B,IND18A,IND18B,IND19,DISTNAME,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,County,ENROLL
80,8140,5208866,3055684,2576433,262800,216451,797488,488688,1134914,971879,151960,0,0,0,0,14.4,64000,119.7,94000,179.5,137000,14,Village CS,Mercer,K. Charter,C,,,1,Mercer,359.0
80,6032,6790702,3507814,3270916,28300,208598,1292409,1107726,1599438,1387351,391041,0,0,0,0,12.6,59615,36.3,61088,109,125000,11.7,Academy For Urban Leadership Charter Sch,Middlesex,K. Charter,C,,,1,Middlesex,327.0
80,6041,9156013,5625040,5412310,174000,38730,626164,490164,1412230,1225214,1492580,0,0,0,56000,14.7,70221,104.4,33695,157.8,118015,12.4,Hatikvah International CS,Middlesex,K. Charter,C,,,1,Middlesex,636.0
80,6635,7211094,4170331,3949631,141000,79700,1011770,899770,1452719,1085359,156000,0,0,0,0,17.4,68248,89.1,68248,100.3,127450,6.9,Greater Brunswick CS,Middlesex,K. Charter,C,,,1,Middlesex,401.0
80,7896,9726979,5696589,5017449,633137,46003,1968856,1283805,857739,558613,1203795,0,0,0,0,15.9,60000,284,60770,,,,Middlesex Charter School,Middlesex,K. Charter,C,,,1,Middlesex,568.0
80,6010,3419480,1773763,1611531,50380,111852,538714,341588,675934,620036,431069,0,0,0,13759,11.2,72242,57.7,69010,173,97526,18.5,Academy Charter High School,Monmouth,K. Charter,C,,,1,Monmouth,173.0
80,6740,6227265,4540282,4346200,82012,112070,368113,212004,983974,723337,212879,0,0,0,6325,9.2,59950,129.5,28000,54.4,86528,6.3,Hope Academy CS,Monmouth,K. Charter,C,,,1,Monmouth,272.0
80,7720,3193126,1864845,1712795,56050,96000,419081,275561,704938,605195,78000,0,0,0,16000,7.3,54240,57.7,77102,86.5,141648,13.5,The Red Bank CS,Monmouth,K. Charter,C,,,1,Monmouth,173.0
80,7891,10664502,6616232,5296718,103973,1215541,871208,731208,2484063,1523703,635000,0,0,0,12700,14.7,65250,139.3,76500,50.6,88000,3.8,College Achieve Greater Asbury Park Char,Monmouth,K. Charter,C,,,1,Monmouth,557.0
80,8050,6036637,3489352,2654352,175000,660000,411576,265226,1161054,614556,973155,0,0,0,0,11.2,60570,270,46245,54,114985,5,Unity CS,Morris,K. Charter,C,,,1,Morris,324.0
