GROUP,CONAME,DIST,DISTNAME,PP114,PP214,PP314
D. K-8 / 751 +,Bergen,1470,Fairview Boro,0.302,0.285,0.369
D. K-8 / 751 +,Bergen,1580,Franklin Lakes Boro,0.293,0.344,0.337
D. K-8 / 751 +,Bergen,2180,Hillsdale Boro,0.212,0.231,0.246
D. K-8 / 751 +,Bergen,2710,Little Ferry Boro,0.242,0.261,0.323
D. K-8 / 751 +,Bergen,3060,Maywood Boro,0.214,0.259,0.263
D. K-8 / 751 +,Bergen,3330,Montvale Boro,0.203,0.233,0.270
D. K-8 / 751 +,Bergen,3760,Oakland Boro,0.279,0.292,0.319
D. K-8 / 751 +,Bergen,3850,Old Tappan Boro,0.248,0.258,0.363
D. K-8 / 751 +,Bergen,4430,River Vale Twp,0.217,0.245,0.275
D. K-8 / 751 +,Bergen,5330,Upper Saddle River Boro,0.305,0.339,0.375
D. K-8 / 751 +,Bergen,5880,Woodcliff Lake Boro,0.268,0.286,0.476
D. K-8 / 751 +,Bergen,5920,Wyckoff Twp,0.212,0.233,0.270
D. K-8 / 751 +,Burlington,1280,Edgewater Park Twp,0.384,0.402,0.399
D. K-8 / 751 +,Burlington,1420,Evesham Twp,0.351,0.307,0.335
D. K-8 / 751 +,Burlington,2850,Lumberton Twp,0.307,0.321,0.384
D. K-8 / 751 +,Burlington,3080,Medford Twp,0.287,0.277,0.290
D. K-8 / 751 +,Burlington,3430,Mount Holly Twp,0.294,0.290,0.343
D. K-8 / 751 +,Burlington,3440,Mount Laurel Twp,0.291,0.293,0.334
D. K-8 / 751 +,Burlington,5720,Westampton,0.236,0.257,0.264
D. K-8 / 751 +,Camden,260,Bellmawr Boro,0.296,0.275,0.311
D. K-8 / 751 +,Camden,330,Berlin Boro,0.266,0.275,0.275
D. K-8 / 751 +,Camden,1780,Gloucester Twp,0.297,0.296,0.336
D. K-8 / 751 +,Camden,4590,Runnemede Boro,0.395,0.382,0.437
D. K-8 / 751 +,Camden,5080,Stratford Boro,0.294,0.339,0.312
D. K-8 / 751 +,Camden,5400,Voorhees Twp,0.311,0.314,0.371
D. K-8 / 751 +,Cape May,5340,Upper Twp,0.302,0.313,0.333
D. K-8 / 751 +,Cumberland,5300,Upper Deerfield Twp,0.336,0.357,0.408
D. K-8 / 751 +,Gloucester,2750,Logan Twp,0.286,0.288,0.272
D. K-8 / 751 +,Hudson,1850,Guttenberg Town,0.273,0.267,0.315
D. K-8 / 751 +,Hunterdon,920,Clinton Twp,0.306,0.337,0.360
D. K-8 / 751 +,Hunterdon,1510,Flemington-Raritan Reg,0.264,0.286,0.271
D. K-8 / 751 +,Hunterdon,4350,Readington Twp,0.282,0.282,0.331
D. K-8 / 751 +,Middlesex,3220,Milltown Boro,0.302,0.307,0.265
D. K-8 / 751 +,Monmouth,945,Colts Neck Twp,0.291,0.281,0.303
D. K-8 / 751 +,Monmouth,1260,Eatontown Boro,0.306,0.305,0.392
D. K-8 / 751 +,Monmouth,1440,Fair Haven Boro,0.344,0.360,0.359
D. K-8 / 751 +,Monmouth,1640,Freehold Boro,0.291,0.317,0.404
D. K-8 / 751 +,Monmouth,1660,Freehold Twp,0.353,0.444,0.417
D. K-8 / 751 +,Monmouth,2290,Howell Twp,0.342,0.321,0.388
D. K-8 / 751 +,Monmouth,2920,Manalapan-Englishtown Reg,0.295,0.319,0.365
D. K-8 / 751 +,Monmouth,3030,Marlboro Twp,0.262,0.298,0.318
D. K-8 / 751 +,Monmouth,3200,Millstone Twp,0.310,0.324,0.411
D. K-8 / 751 +,Monmouth,4360,Red Bank Boro,0.434,0.423,0.534
D. K-8 / 751 +,Monmouth,4570,Rumson Boro,0.370,0.375,0.398
D. K-8 / 751 +,Monmouth,5185,Tinton Falls,0.256,0.291,0.366
D. K-8 / 751 +,Morris,820,Chester Twp,0.274,0.282,0.294
D. K-8 / 751 +,Morris,1090,Denville Twp,0.298,0.324,0.364
D. K-8 / 751 +,Morris,1190,East Hanover Twp,0.275,0.247,0.328
D. K-8 / 751 +,Morris,1530,Florham Park Boro,0.338,0.355,0.398
D. K-8 / 751 +,Morris,2000,Hanover Twp,0.336,0.354,0.380
D. K-8 / 751 +,Morris,2650,Lincoln Park Boro,0.273,0.283,0.296
D. K-8 / 751 +,Morris,3100,Mendham Twp,0.390,0.370,0.402
D. K-8 / 751 +,Morris,4000,Long Hill Twp,0.265,0.286,0.304
D. K-8 / 751 +,Morris,4490,Rockaway Twp,0.274,0.291,0.300
D. K-8 / 751 +,Morris,5520,Washington Twp,0.326,0.323,0.328
D. K-8 / 751 +,Passaic,1920,Haledon Boro,0.300,0.315,0.378
D. K-8 / 751 +,Passaic,2700,Little Falls Twp,0.287,0.250,0.268
D. K-8 / 751 +,Passaic,4270,Prospect Park Boro,0.319,0.324,0.376
D. K-8 / 751 +,Passaic,4400,Ringwood Boro,0.242,0.255,0.301
D. K-8 / 751 +,Passaic,5200,Totowa Boro,0.288,0.330,0.355
D. K-8 / 751 +,Passaic,5440,Wanaque Boro,0.230,0.262,0.290
D. K-8 / 751 +,Passaic,5690,Woodland Park,0.245,0.260,0.290
D. K-8 / 751 +,Somerset,510,Branchburg Twp,0.352,0.388,0.390
D. K-8 / 751 +,Somerset,5470,Warren Twp,0.275,0.315,0.334
D. K-8 / 751 +,Sussex,640,Byram Twp,0.295,0.303,0.340
D. K-8 / 751 +,Sussex,5100,Sussex-Wantage Regional,0.272,0.297,0.314
E. K-12 / 0 - 1800,Statewide,N.A.,1. State average - Operating Type K-12,0.304,0.308,0.334
E. K-12 / 0 - 1800,Statewide,N.A.,2. State median - Operating Type K-12,0.282,0.292,0.323
E. K-12 / 0 - 1800,Statewide,N.A.,5. State average - All operating types,0.300,0.306,0.335
E. K-12 / 0 - 1800,Statewide,N.A.,6. State median - All operating types,0.284,0.292,0.325
E. K-12 / 0 - 1800,Atlantic,590,Buena Regional,0.317,0.318,0.328
E. K-12 / 0 - 1800,Bergen,440,Bogota Boro,0.296,0.295,0.315
E. K-12 / 0 - 1800,Bergen,990,Cresskill Boro,0.203,0.220,0.223
E. K-12 / 0 - 1800,Bergen,1360,Emerson Boro,0.284,0.264,0.338
E. K-12 / 0 - 1800,Bergen,2080,Hasbrouck Heights Boro,0.230,0.249,0.278
E. K-12 / 0 - 1800,Bergen,3170,Midland Park Boro,0.269,0.305,0.359
E. K-12 / 0 - 1800,Bergen,3910,Palisades Park,0.272,0.267,0.290
E. K-12 / 0 - 1800,Bergen,3940,Park Ridge Boro,0.264,0.281,0.330
E. K-12 / 0 - 1800,Bergen,4370,Ridgefield Boro,0.267,0.278,0.329
E. K-12 / 0 - 1800,Bergen,5410,Waldwick Boro,0.249,0.269,0.313
E. K-12 / 0 - 1800,Bergen,5430,Wallington Boro,0.261,0.241,0.309
E. K-12 / 0 - 1800,Bergen,5830,Wood-Ridge Boro,0.238,0.262,0.309
E. K-12 / 0 - 1800,Burlington,1520,Florence Twp,0.333,0.339,0.377
E. K-12 / 0 - 1800,Burlington,3920,Palmyra Boro,0.353,0.340,0.389
E. K-12 / 0 - 1800,Burlington,4450,Riverside Twp,0.341,0.324,0.335
E. K-12 / 0 - 1800,Camden,150,Audubon Public School Disrict,0.248,0.259,0.279
E. K-12 / 0 - 1800,Camden,1880,Haddon Heights Boro,0.276,0.290,0.324
E. K-12 / 0 - 1800,Cape May,5790,Wildwood City,0.322,0.378,0.501
E. K-12 / 0 - 1800,Essex,760,Cedar Grove Twp,0.309,0.328,0.374
E. K-12 / 0 - 1800,Essex,1750,Glen Ridge Boro,0.233,0.211,0.232
E. K-12 / 0 - 1800,Gloucester,860,Clayton Boro,0.323,0.327,0.324
E. K-12 / 0 - 1800,Gloucester,4020,Paulsboro Boro,0.376,0.435,0.379
E. K-12 / 0 - 1800,Gloucester,4140,Pitman Boro,0.273,0.288,0.358
E. K-12 / 0 - 1800,Gloucester,5860,Woodbury City,0.289,0.320,0.349
E. K-12 / 0 - 1800,Hudson,5580,Weehawken Twp,0.260,0.281,0.300
E. K-12 / 0 - 1800,Hunterdon,1376,South Hunterdon Regional School District,0.269,0.253,0.274
E. K-12 / 0 - 1800,Middlesex,1140,Dunellen Boro,0.328,0.330,0.347
E. K-12 / 0 - 1800,Middlesex,2150,Highland Park Boro,0.263,0.294,0.324
E. K-12 / 0 - 1800,Middlesex,4830,South Amboy City,0.200,0.228,0.228
E. K-12 / 0 - 1800,Middlesex,4970,Spotswood Boro,0.248,0.269,0.294
E. K-12 / 0 - 1800,Monmouth,100,Asbury Park City,0.343,0.356,0.450
E. K-12 / 0 - 1800,Monmouth,2400,Keansburg Boro,N.R.,N.R.,0.347
E. K-12 / 0 - 1800,Monmouth,2430,Keyport Boro,0.351,0.352,0.435
E. K-12 / 0 - 1800,Monmouth,2930,Manasquan Boro,0.294,0.298,0.302
E. K-12 / 0 - 1800,Morris,450,Boonton Town,0.289,0.296,0.284
E. K-12 / 0 - 1800,Morris,630,Butler Boro,0.243,0.273,0.324
E. K-12 / 0 - 1800,Morris,2460,Kinnelon Boro,0.246,0.246,0.281
E. K-12 / 0 - 1800,Morris,3460,Mountain Lakes Boro,0.213,0.218,0.262
E. K-12 / 0 - 1800,Ocean,4190,Plumsted Twp,0.270,0.263,0.297
E. K-12 / 0 - 1800,Ocean,4220,Point Pleasant Beach Boro,0.244,0.270,0.338
E. K-12 / 0 - 1800,Passaic,4230,Pompton Lakes Boro,0.245,0.250,0.285
E. K-12 / 0 - 1800,Salem,4150,Pittsgrove Twp,0.321,0.347,0.393
