GROUP,CONAME,DIST,DISTNAME,STRAT0016,RK0016,SALT0016,RKSAL0016,STRAT0116,RK0116,SALT0116,RKSAL0116
A. K-6,Statewide,N.A.,1. State Average - Operating Type K-6,10.4,N.A.,69951,N.A.,10.5,N.A.,72286,N.A.
A. K-6,Statewide,N.A.,2. State Median - Operating Type K-6,9.8,N.A.,67537,N.A.,9.9,N.A.,69343,N.A.
A. K-6,Statewide,N.A.,5. State Average - All Operating Types,11.6,N.A.,80023,N.A.,11.7,N.A.,81927,N.A.
A. K-6,Statewide,N.A.,6. State Median - All Operating Types,10.9,N.A.,77950,N.A.,11.0,N.A.,80196,N.A.
A. K-6,Bergen,1270,Edgewater Boro,10.7,18|58,67878,32|58,9.8,33|58,66701,25|58
A. K-6,Bergen,3870,Oradell Boro,12.8,3|58,70230,40|58,12.5,5|58,75257,45|58
A. K-6,Bergen,4410,River Edge Boro,11.6,8|58,70592,41|58,12.2,6|58,71788,40|58
A. K-6,Bergen,4620,Saddle River School District,6.9,54|58,78805,56|58,8.0,49|58,77545,53|58
A. K-6,Burlington,830,Chesterfield Twp,10.7,18|58,74060,50|58,10.6,19|58,77145,51|58
A. K-6,Burlington,2960,Mansfield Twp,9.2,34|58,73561,48|58,9.6,36|58,77167,52|58
A. K-6,Burlington,3650,North Hanover Twp,9.9,27|58,71419,45|58,9.9,29|58,73258,42|58
A. K-6,Burlington,5010,Springfield Twp,12.6,5|58,64047,19|58,13.1,2|58,64047,17|58
A. K-6,Camden,2540,Laurel Springs Boro,11.6,8|58,77276,54|58,11.8,8|58,78276,55|58
A. K-6,Camden,3770,Oaklyn Boro,8.9,38|58,60635,11|58,8.3,45|58,62960,11|58
A. K-6,Camden,5560,Waterford Twp,9.8,28|58,66692,29|58,10.2,21|58,67465,26|58
A. K-6,Cape May,710,Cape May City,6.4,57|58,63435,18|58,6.1,58|58,62935,10|58
A. K-6,Cape May,2840,Lower Twp,10.4,21|58,61198,12|58,11.0,16|58,62153,8|58
A. K-6,Cape May,5610,West Cape May Boro,7.9,48|58,60278,10|58,8.4,44|58,63364,13|58
A. K-6,Essex,1400,Essex Fells Boro,8.4,43|58,64871,24|58,7.9,50|58,64885,21|58
A. K-6,Essex,1465,Fairfield Twp,10.0,25|58,63341,17|58,10.6,19|58,65037,22|58
A. K-6,Essex,3630,North Caldwell Boro,10.4,21|58,63063,16|58,9.7,35|58,62859,9|58
A. K-6,Essex,4530,Roseland Boro,10.3,23|58,68800,35|58,10.0,24|58,72712,41|58
A. K-6,Gloucester,1180,East Greenwich Twp,11.6,8|58,68256,34|58,11.3,12|58,68256,30|58
A. K-6,Gloucester,1330,Elk Twp,10.2,24|58,70806,43|58,10.8,18|58,68963,33|58
A. K-6,Gloucester,1590,Franklin Twp,10.8,15|58,56005,2|58,11.4,10|58,59999,6|58
A. K-6,Gloucester,2070,Harrison Twp,12.4,6|58,74754,51|58,12.7,4|58,81382,57|58
A. K-6,Gloucester,2990,Mantua Twp,9.5,32|58,70017,39|58,11.3,12|58,76813,50|58
A. K-6,Gloucester,3490,National Park Boro,9.8,28|58,64367,20|58,9.3,37|58,70357,36|58
A. K-6,Gloucester,4880,South Harrison Twp,13.2,2|58,60000,8|58,11.3,12|58,60000,7|58
