GROUP,CONAME,DIST,DISTNAME,PP12,RK12,PCT12,PP22,RK22,PCT22,PP32,RK32,PCT32
A. K-6,Statewide,N.A.,1. State average - Operating Type K-6,10096,N.A.,0.603,10227,N.A.,0.601,11225,N.A.,0.592
A. K-6,Statewide,N.A.,2. State median - Operating Type K-6,10553,N.A.,0.6,10731,N.A.,0.581,11933,N.A.,0.588
A. K-6,Statewide,N.A.,5. State average - All operating types,10282,N.A.,0.582,10630,N.A.,0.578,11642,N.A.,0.578
A. K-6,Statewide,N.A.,6. State median - All operating types,10228,N.A.,0.587,10601,N.A.,0.583,11618,N.A.,0.581
A. K-6,Bergen,1270,Edgewater Boro,8721,5|57,0.525,10446,22|57,0.55,15227,50|58,0.565
A. K-6,Bergen,3870,Oradell Boro,9073,8|57,0.608,9118,10|57,0.606,9526,4|58,0.59
A. K-6,Bergen,4410,River Edge Boro,10451,26|57,0.654,11171,34|57,0.662,12286,33|58,0.669
A. K-6,Bergen,4620,Saddle River School District,16503,56|57,0.465,21795,57|57,0.498,22936,58|58,0.49
A. K-6,Burlington,830,Chesterfield Twp,9329,11|57,0.546,9114,9|57,0.541,10006,9|58,0.526
A. K-6,Burlington,2960,Mansfield Twp,11107,33|57,0.55,11896,39|57,0.56,11997,30|58,0.561
A. K-6,Burlington,3650,North Hanover Twp,10571,30|57,0.598,11750,38|57,0.658,12119,31|58,0.589
A. K-6,Burlington,5010,Springfield Twp,7993,2|57,0.545,9347,11|57,0.629,8678,2|58,0.581
A. K-6,Camden,2540,Laurel Springs Boro,10180,21|57,0.65,10792,30|57,0.623,10497,14|58,0.628
A. K-6,Camden,3770,Oaklyn Boro,10784,31|57,0.567,11101,33|57,0.554,12323,34|58,0.596
A. K-6,Camden,5560,Waterford Twp,10162,20|57,0.569,10256,18|57,0.56,10784,17|58,0.564
A. K-6,Cape May,710,Cape May City,12907,45|57,0.62,15513,55|57,0.644,16734,56|58,0.59
A. K-6,Cape May,2840,Lower Twp,9938,16|57,0.584,9999,17|57,0.57,10207,12|58,0.566
A. K-6,Cape May,5610,West Cape May Boro,10509,28|57,0.501,10266,19|57,0.492,15270,51|58,0.55
A. K-6,Essex,1400,Essex Fells Boro,13416,52|57,0.647,13706,48|57,0.633,14388,46|58,0.63
