GROUP,CONAME,DIST,DISTNAME,PP18,RK18,PCT18,PP28,RK28,PCT28,PP38,RK38,PCT38
A. K-6,Statewide,N.A.,1. State average - Operating Type K-6,1677,N.A.,0.1,1707,N.A.,0.1,1815,N.A.,0.096
A. K-6,Statewide,N.A.,2. State median - Operating Type K-6,1803,N.A.,0.102,1848,N.A.,0.1,1968,N.A.,0.097
A. K-6,Statewide,N.A.,5. State average - All operating types,1969,N.A.,0.111,2062,N.A.,0.112,2095,N.A.,0.104
A. K-6,Statewide,N.A.,6. State median - All operating types,1981,N.A.,0.114,2041,N.A.,0.112,2154,N.A.,0.108
A. K-6,Bergen,1270,Edgewater Boro,2167,40|57,0.131,2281,43|57,0.12,2566,54|58,0.095
A. K-6,Bergen,3870,Oradell Boro,1617,18|57,0.108,1654,20|57,0.11,1773,22|58,0.11
A. K-6,Bergen,4410,River Edge Boro,1798,29|57,0.112,1876,31|57,0.111,1938,29|58,0.106
A. K-6,Bergen,4620,Saddle River School District,2524,55|57,0.071,2405,49|57,0.055,2623,57|58,0.056
A. K-6,Burlington,830,Chesterfield Twp,1846,34|57,0.108,1795,26|57,0.106,1998,30|58,0.105
A. K-6,Burlington,2960,Mansfield Twp,2211,43|57,0.11,2350,47|57,0.111,2204,38|58,0.103
A. K-6,Burlington,3650,North Hanover Twp,1431,9|57,0.081,1147,4|57,0.064,1490,8|58,0.072
A. K-6,Burlington,5010,Springfield Twp,1330,6|57,0.091,928,1|57,0.062,1227,2|58,0.082
A. K-6,Camden,2540,Laurel Springs Boro,1584,16|57,0.101,1957,32|57,0.113,2168,36|58,0.13
A. K-6,Camden,3770,Oaklyn Boro,1758,25|57,0.092,1700,23|57,0.085,1830,24|58,0.088
A. K-6,Camden,5560,Waterford Twp,1773,28|57,0.099,2069,35|57,0.113,2049,32|58,0.107
A. K-6,Cape May,710,Cape May City,1808,30|57,0.087,1872,30|57,0.078,2430,49|58,0.086
A. K-6,Cape May,2840,Lower Twp,1369,7|57,0.08,1412,9|57,0.081,1317,4|58,0.073
A. K-6,Cape May,5610,West Cape May Boro,1758,25|57,0.084,1745,24|57,0.084,2177,37|58,0.078
A. K-6,Essex,1400,Essex Fells Boro,2075,38|57,0.1,2251,42|57,0.104,2207,39|58,0.097
A. K-6,Essex,1465,Fairfield Twp,2198,42|57,0.134,2168,37|57,0.128,2294,42|58,0.114
A. K-6,Essex,3630,North Caldwell Boro,2064,37|57,0.117,2391,48|57,0.127,2498,52|58,0.12
A. K-6,Essex,4530,Roseland Boro,2120,39|57,0.121,1846,28|57,0.103,2137,34|58,0.114
A. K-6,Gloucester,1180,East Greenwich Twp,1287,4|57,0.1,1362,8|57,0.094,1484,7|58,0.095
A. K-6,Gloucester,1330,Elk Twp,1418,8|57,0.095,1451,12|57,0.094,1670,16|58,0.093
A. K-6,Gloucester,1590,Franklin Twp,1548,14|57,0.1,1643,18|57,0.108,1634,12|58,0.104
A. K-6,Gloucester,2070,Harrison Twp,1625,19|57,0.117,1604,16|57,0.115,1645,14|58,0.109
A. K-6,Gloucester,2990,Mantua Twp,1682,21|57,0.102,1495,14|57,0.105,1733,20|58,0.098
A. K-6,Gloucester,3490,National Park Boro,1540,12|57,0.097,1250,6|57,0.077,1681,17|58,0.077
A. K-6,Gloucester,4880,South Harrison Twp,1812,33|57,0.132,1652,19|57,0.13,1858,27|58,0.134
A. K-6,Gloucester,5120,Swedesboro-Woolwich,1849,35|57,0.131,2025,33|57,0.131,2004,31|58,0.121
A. K-6,Gloucester,5590,Wenonah Boro,2238,45|57,0.131,2429,50|57,0.128,2327,43|58,0.126
A. K-6,Gloucester,5740,Westville Boro,1288,5|57,0.078,1123,3|57,0.074,1498,9|58,0.073
A. K-6,Gloucester,5870,Woodbury Heights Boro,1557,15|57,0.106,1585,15|57,0.108,1729,19|58,0.101
A. K-6,Hunterdon,1970,Hampton Boro,2575,N.A.,0.086,1819,N.A.,0.071,2265,41|58,0.077
A. K-6,Hunterdon,2590,Lebanon Boro,2299,46|57,0.099,2515,54|57,0.097,2424,48|58,0.091
A. K-6,Hunterdon,3180,Milford Boro,1808,30|57,0.067,1828,27|57,0.07,1935,28|58,0.06
A. K-6,Monmouth,130,Atlantic Highlands Boro,2405,53|57,0.124,2506,52|57,0.13,2396,45|58,0.112
A. K-6,Monmouth,2160,Highlands Boro,1760,27|57,0.075,2209,40|57,0.083,2152,35|58,0.074
A. K-6,Monmouth,4520,Roosevelt Boro,1702,23|57,0.081,1439,11|57,0.068,1849,25|58,0.07
A. K-6,Morris,3240,Mine Hill Twp,2588,57|57,0.163,2776,56|57,0.158,2620,56|58,0.129
A. K-6,Ocean,230,Beach Haven Boro,1648,20|57,0.065,1850,29|57,0.071,1657,15|58,0.056
A. K-6,Ocean,320,Berkeley Twp,1457,10|57,0.1,1478,13|57,0.1,1642,13|58,0.1
A. K-6,Ocean,1150,Eagleswood Twp,2173,41|57,0.109,2192,38|57,0.1,1755,21|58,0.079
A. K-6,Ocean,2350,Island Heights Boro,2328,49|57,0.113,2207,39|57,0.101,2413,47|58,0.119
A. K-6,Ocean,2690,Little Egg Harbor Twp,973,1|57,0.061,1230,5|57,0.075,1342,5|58,0.071
A. K-6,Ocean,2760,Long Beach Island,2351,51|57,0.079,2450,51|57,0.076,2407,46|58,0.074
A. K-6,Ocean,3800,Ocean Gate Boro,1986,36|57,0.092,2331,45|57,0.094,2217,40|58,0.089
A. K-6,Ocean,3820,Ocean Twp,1597,17|57,0.091,1635,17|57,0.103,1445,6|58,0.075
A. K-6,Ocean,4710,Seaside Heights Boro,1718,24|57,0.074,2029,34|57,0.088,1818,23|58,0.081
A. K-6,Ocean,5020,Stafford Twp,1473,11|57,0.09,1423,10|57,0.092,1687,18|58,0.094
A. K-6,Ocean,5220,Tuckerton Boro,1546,13|57,0.079,1325,7|57,0.071,1306,3|58,0.067
A. K-6,Sussex,1630,Fredon Twp,2377,52|57,0.117,2791,57|57,0.13,2624,58|58,0.114
A. K-6,Sussex,1980,Hampton Twp,2307,48|57,0.123,2235,41|57,0.115,2513,53|58,0.115
A. K-6,Sussex,4650,Sandyston-Walpack Twp,2347,50|57,0.123,2510,53|57,0.113,2479,51|58,0.098
A. K-6,Sussex,5040,Stillwater Twp,2455,54|57,0.114,2330,44|57,0.114,2468,50|58,0.112
A. K-6,Warren,400,Blairstown Twp,1260,3|57,0.075,1663,21|57,0.093,1622,10|58,0.089
A. K-6,Warren,1620,Franklin Twp,2566,56|57,0.12,2629,55|57,0.117,2598,55|58,0.111
A. K-6,Warren,1670,Frelinghuysen Twp,1691,22|57,0.098,1665,22|57,0.097,1622,10|58,0.098
A. K-6,Warren,2470,Knowlton Twp,2215,44|57,0.105,2120,36|57,0.105,2127,33|58,0.102
A. K-6,Warren,2970,Mansfield Twp,1810,32|57,0.106,1770,25|57,0.101,1854,26|58,0.104
A. K-6,Warren,5480,Washington Boro,1140,2|57,0.065,1106,2|57,0.07,1136,1|58,0.058
A. K-6,Warren,5530,Washington Twp,2306,47|57,0.12,2341,46|57,0.119,2359,44|58,0.121
B. K-8 / 0 - 400,Statewide,N.A.,1. State average - Operating Type K-8,1871,N.A.,0.104,1916,N.A.,0.103,2006,N.A.,0.098
B. K-8 / 0 - 400,Statewide,N.A.,2. State median - Operating Type K-8,1961,N.A.,0.108,2020,N.A.,0.107,2114,N.A.,0.103
B. K-8 / 0 - 400,Statewide,N.A.,5. State average - All operating types,1969,N.A.,0.111,2062,N.A.,0.112,2095,N.A.,0.104
B. K-8 / 0 - 400,Statewide,N.A.,6. State median - All operating types,1981,N.A.,0.114,2041,N.A.,0.112,2154,N.A.,0.108
B. K-8 / 0 - 400,Atlantic,570,Brigantine City,2233,54|75,0.07,2338,56|75,0.068,2425,59|76,0.062
B. K-8 / 0 - 400,Atlantic,1410,Estell Manor City,2047,41|75,0.119,1752,16|75,0.099,2326,50|76,0.12
B. K-8 / 0 - 400,Atlantic,1540,Folsom Boro,1632,11|75,0.104,1615,10|75,0.1,2036,29|76,0.115
B. K-8 / 0 - 400,Atlantic,3020,Margate City,2025,38|75,0.067,2236,48|75,0.073,2426,60|76,0.069
B. K-8 / 0 - 400,Atlantic,4240,Port Republic City,2101,44|75,0.118,2246,49|75,0.121,2030,28|76,0.107
B. K-8 / 0 - 400,Atlantic,5760,Weymouth Twp,2091,43|75,0.117,2161,41|75,0.125,2343,52|76,0.114
B. K-8 / 0 - 400,Bergen,80,Alpine Boro,1968,32|75,0.068,2207,44|75,0.073,2331,51|76,0.075
B. K-8 / 0 - 400,Bergen,3350,Moonachie Boro,1538,7|75,0.091,1549,8|75,0.092,1826,12|76,0.092
B. K-8 / 0 - 400,Bergen,4870,South Hackensack Twp,1779,20|75,0.081,1908,23|75,0.079,1914,22|76,0.08
B. K-8 / 0 - 400,Burlington,380,Beverly City,1324,2|75,0.081,1432,1|75,0.084,1602,4|76,0.078
B. K-8 / 0 - 400,Burlington,1030,Delanco Twp,2211,52|75,0.152,2107,35|75,0.132,2272,47|76,0.115
