GROUP,CONAME,DIST,DISTNAME,PP115,PP215,PP315
A. K-6,Statewide,N.A.,1. State average - Operating Type K-6,202,184,210
A. K-6,Statewide,N.A.,2. State median - Operating Type K-6,182,126,85
A. K-6,Statewide,N.A.,5. State average - All operating types,122,137,139
A. K-6,Statewide,N.A.,6. State median - All operating types,100,108,96
A. K-6,Bergen,1270,Edgewater Boro,0,0,0
A. K-6,Bergen,3870,Oradell Boro,61,250,65
A. K-6,Bergen,4410,River Edge Boro,0,0,0
A. K-6,Bergen,4620,Saddle River School District,420,1383,0
A. K-6,Burlington,830,Chesterfield Twp,0,218,14
A. K-6,Burlington,2960,Mansfield Twp,17,N.R.,0
A. K-6,Burlington,3650,North Hanover Twp,455,457,269
A. K-6,Burlington,5010,Springfield Twp,35,5,0
A. K-6,Camden,2540,Laurel Springs Boro,277,29,53
A. K-6,Camden,3770,Oaklyn Boro,17,0,0
A. K-6,Camden,5560,Waterford Twp,6,22,137
A. K-6,Cape May,710,Cape May City,435,79,614
A. K-6,Cape May,2840,Lower Twp,181,165,540
A. K-6,Cape May,5610,West Cape May Boro,0,1509,271
A. K-6,Essex,1400,Essex Fells Boro,232,153,0
A. K-6,Essex,1465,Fairfield Twp,0,0,0
A. K-6,Essex,3630,North Caldwell Boro,183,62,0
A. K-6,Essex,4530,Roseland Boro,0,0,0
A. K-6,Gloucester,1180,East Greenwich Twp,16,10,8
A. K-6,Gloucester,1330,Elk Twp,76,0,0
A. K-6,Gloucester,1590,Franklin Twp,444,537,0
A. K-6,Gloucester,2070,Harrison Twp,0,72,213
A. K-6,Gloucester,2990,Mantua Twp,211,193,420
A. K-6,Gloucester,3490,National Park Boro,11,421,853
A. K-6,Gloucester,4880,South Harrison Twp,0,126,48
A. K-6,Gloucester,5120,Swedesboro-Woolwich,59,0,55
A. K-6,Gloucester,5590,Wenonah Boro,191,32,15
A. K-6,Gloucester,5740,Westville Boro,287,0,28
A. K-6,Gloucester,5870,Woodbury Heights Boro,0,0,0
A. K-6,Hunterdon,1970,Hampton Boro,323,141,248
A. K-6,Hunterdon,2590,Lebanon Boro,98,122,0
A. K-6,Hunterdon,3180,Milford Boro,263,508,0
A. K-6,Monmouth,130,Atlantic Highlands Boro,23,0,0
A. K-6,Monmouth,2160,Highlands Boro,13,165,615
A. K-6,Monmouth,4520,Roosevelt Boro,0,0,0
A. K-6,Morris,3240,Mine Hill Twp,121,145,56
A. K-6,Ocean,230,Beach Haven Boro,646,7,0
A. K-6,Ocean,320,Berkeley Twp,89,37,345
A. K-6,Ocean,1150,Eagleswood Twp,0,458,59
A. K-6,Ocean,2350,Island Heights Boro,0,190,8
A. K-6,Ocean,2690,Little Egg Harbor Twp,422,66,85
A. K-6,Ocean,2760,Long Beach Island,170,367,1126
A. K-6,Ocean,3800,Ocean Gate Boro,322,143,630
A. K-6,Ocean,3820,Ocean Twp,53,12,32
A. K-6,Ocean,4710,Seaside Heights Boro,208,16,23
A. K-6,Ocean,5020,Stafford Twp,335,356,120
A. K-6,Ocean,5220,Tuckerton Boro,192,20,234
A. K-6,Sussex,1630,Fredon Twp,698,0,0
A. K-6,Sussex,1980,Hampton Twp,0,0,0
