GROUP,CONAME,DIST,DISTNAME,PP11,RK11,PP21,RK21,PP31,RK31,E11,E21,E31
B. K-8 / 0 - 400,Morris,2010,Harding Township,27694,67|75,29505,67|75,29046,65|76,291,281,310
B. K-8 / 0 - 400,Morris,3410,Mount Arlington Boro,22044,53|75,23731,54|75,24453,52|76,342,336,361
B. K-8 / 0 - 400,Morris,3520,Netcong Boro,18153,30|75,17572,21|75,20646,27|76,284,298,319
B. K-8 / 0 - 400,Morris,4440,Riverdale Boro,18863,35|75,18779,34|75,21808,35|76,285,290,316
B. K-8 / 0 - 400,Ocean,210,Bay Head Boro,21876,50|75,24912,58|75,27640,62|76,132,122,119
B. K-8 / 0 - 400,Ocean,2550,Lavallette Boro,22359,55|75,22738,49|75,22707,40|76,139,143,160
B. K-8 / 0 - 400,Salem,60,Alloway Twp,13128,1|75,15227,3|75,18236,12|76,297,283,278
B. K-8 / 0 - 400,Salem,1350,Elsinboro Twp,16382,15|75,18969,35|75,21029,30|76,120,116,135
B. K-8 / 0 - 400,Salem,2800,Lower Alloways Creek,18320,31|75,18487,30|75,20100,22|76,155,178,190
B. K-8 / 0 - 400,Salem,2950,Mannington Twp,16006,11|75,16918,15|75,22268,39|76,175,173,149
B. K-8 / 0 - 400,Salem,3860,Oldmans Twp,13828,2|75,15490,4|75,16890,3|76,296,286,293
B. K-8 / 0 - 400,Salem,4280,Quinton Twp,17247,20|75,15200,2|75,18015,10|76,275,289,301
B. K-8 / 0 - 400,Salem,5320,Upper Pittsgrove Twp,18071,29|75,16650,11|75,17787,9|76,322,340,338
B. K-8 / 0 - 400,Sussex,1800,Green Twp,20363,44|75,21675,44|75,22890,43|76,389,373,368
B. K-8 / 0 - 400,Sussex,1930,Hamburg Boro,22872,58|75,25546,60|75,28728,64|76,252,241,253
B. K-8 / 0 - 400,Sussex,2490,Lafayette Twp,20090,43|75,20170,40|75,19756,18|76,202,209,233
B. K-8 / 0 - 400,Sussex,3300,Montague Twp,21204,47|75,22413,47|75,22970,44|76,293,309,345
B. K-8 / 0 - 400,Sussex,3840,Ogdensburg Boro,16987,18|75,17516,20|75,20264,24|76,275,281,285
B. K-8 / 0 - 400,Sussex,5030,Stanhope Boro,17573,23|75,18210,25|75,20829,29|76,302,311,311
B. K-8 / 0 - 400,Union,1710,Garwood Boro,15721,9|75,16007,7|75,17149,4|76,351,363,354
B. K-8 / 0 - 400,Union,5810,Winfield Twp,22599,56|75,25626,61|75,21508,34|76,140,137,149
B. K-8 / 0 - 400,Warren,70,Alpha Boro,19014,37|75,19251,37|75,18098,11|76,191,201,225
B. K-8 / 0 - 400,Warren,2040,Harmony Twp,23077,61|75,25910,62|75,26552,59|76,200,186,197
B. K-8 / 0 - 400,Warren,2250,Hope Twp,24470,64|75,24251,56|75,25590,57|76,128,134,131
B. K-8 / 0 - 400,Warren,3890,Oxford Twp,17248,21|75,18761,33|75,20218,23|76,254,249,270
B. K-8 / 0 - 400,Warren,4200,Pohatcong Twp,17611,24|75,18371,29|75,20341,25|76,300,307,309
B. K-8 / 0 - 400,Warren,5780,White Twp,21876,50|75,20320,41|75,23798,48|76,253,270,271
C. K-8 / 401 - 750,Statewide,N.A.,1. State average - Operating Type K-8,17914,N.A.,18570,N.A.,20367,N.A.,,,
C. K-8 / 401 - 750,Statewide,N.A.,2. State median - Operating Type K-8,18112,N.A.,18851,N.A.,20554,N.A.,,,
C. K-8 / 401 - 750,Statewide,N.A.,5. State average - All operating types,17667,N.A.,18401,N.A.,20154,N.A.,,,
C. K-8 / 401 - 750,Statewide,N.A.,6. State median - All operating types,17431,N.A.,18180,N.A.,19990,N.A.,,,
C. K-8 / 401 - 750,Atlantic,1300,Egg Harbor City,15595,12|60,16258,13|60,20778,38|64,582,559,574
C. K-8 / 401 - 750,Atlantic,3480,Mullica Twp,17157,22|60,16889,18|60,19659,27|64,630,639,631
C. K-8 / 401 - 750,Atlantic,5350,Ventnor City,25080,60|60,27140,60|60,31908,64|64,558,501,499
C. K-8 / 401 - 750,Bergen,740,Carlstadt Boro,19577,42|60,19919,41|60,23252,53|64,517,528,517
C. K-8 / 401 - 750,Bergen,1380,Englewood Cliffs Boro,26782,N.A.,28748,N.A.,31678,63|64,410,389,392
C. K-8 / 401 - 750,Bergen,2050,Harrington Park Boro,19110,40|60,19666,39|60,21410,43|64,620,618,612
C. K-8 / 401 - 750,Bergen,2090,Haworth Boro,21361,55|60,22035,55|60,23270,54|64,417,426,431
C. K-8 / 401 - 750,Bergen,2200,Ho Ho Kus Boro,17027,21|60,18898,31|60,19499,25|64,583,546,576
C. K-8 / 401 - 750,Bergen,3730,Northvale Boro,17624,30|60,19055,35|60,20061,33|64,531,514,527
C. K-8 / 401 - 750,Bergen,3740,Norwood Boro,15114,7|60,16762,17|60,18263,18|64,615,611,595
C. K-8 / 401 - 750,Bergen,4470,Rochelle Park Twp,17433,27|60,19146,36|60,19696,29|64,505,493,522
C. K-8 / 401 - 750,Burlington,1250,Eastampton Twp,15373,8|60,14736,7|60,15261,4|64,543,612,638
C. K-8 / 401 - 750,Burlington,1910,Hainesport Twp,15928,14|60,17541,22|60,17690,14|64,560,531,545
C. K-8 / 401 - 750,Burlington,3070,Medford Lakes Boro,15559,11|60,16371,14|60,17942,16|64,487,487,492
C. K-8 / 401 - 750,Burlington,4740,Shamong Twp,17602,29|60,17625,23|60,20415,36|64,695,703,673
C. K-8 / 401 - 750,Burlington,4930,Southampton Township School District,17553,28|60,17743,25|60,18565,20|64,682,684,701
C. K-8 / 401 - 750,Burlington,5130,Tabernacle Twp,16478,16|60,17414,20|60,17639,13|64,693,683,692
C. K-8 / 401 - 750,Camden,190,Barrington Boro,18540,37|60,18348,28|60,20545,37|64,535,544,558
C. K-8 / 401 - 750,Camden,340,Berlin Twp,16999,20|60,17791,26|60,19395,23|64,601,615,643
C. K-8 / 401 - 750,Camden,880,Clementon Boro,16503,17|60,14745,8|60,14646,3|64,477,578,686
C. K-8 / 401 - 750,Camden,3420,Mount Ephraim Boro,16605,18|60,16548,15|60,20140,34|64,425,441,453
C. K-8 / 401 - 750,Camden,4790,Somerdale Boro,17203,24|60,18321,27|60,19916,32|64,446,441,428
C. K-8 / 401 - 750,Camden,5900,Woodlynne Boro,16532,N.A.,17419,N.A.,24208,55|64,393,386,379
C. K-8 / 401 - 750,Cape May,1080,Dennis Twp,17179,23|60,16743,16|60,17116,9|64,621,655,674
C. K-8 / 401 - 750,Cumberland,950,Commercial Twp,14123,4|60,14475,5|60,18691,21|64,487,490,469
C. K-8 / 401 - 750,Cumberland,1460,Fairfield Twp,13503,1|60,12633,1|60,13570,1|64,501,521,521
C. K-8 / 401 - 750,Cumberland,2270,Hopewell Twp,14004,3|60,14573,6|60,16850,7|64,490,509,510
C. K-8 / 401 - 750,Cumberland,2570,Lawrence Twp,15405,9|60,14883,9|60,17254,11|64,479,482,480
C. K-8 / 401 - 750,Gloucester,1830,Greenwich Twp,20473,51|60,20744,48|60,22569,49|64,424,420,421
C. K-8 / 401 - 750,Hunterdon,20,Alexandria Twp,19589,43|60,20139,43|60,21498,45|64,458,448,448
C. K-8 / 401 - 750,Hunterdon,1040,Delaware Twp,20796,53|60,21287,50|60,22935,52|64,400,410,426
C. K-8 / 401 - 750,Hunterdon,2220,Holland Twp,19896,46|60,20372,45|60,21244,42|64,524,517,546
C. K-8 / 401 - 750,Hunterdon,2600,Lebanon Twp,20166,50|60,21225,49|60,22779,50|64,586,582,606
C. K-8 / 401 - 750,Hunterdon,5180,Tewksbury Twp,23925,59|60,24582,57|60,27607,60|64,494,505,501
C. K-8 / 401 - 750,Hunterdon,5270,Union Twp,19998,47|60,21761,52|60,22892,51|64,419,434,433
C. K-8 / 401 - 750,Middlesex,970,Cranbury Twp,23427,57|60,25712,59|60,27005,59|64,475,443,483
C. K-8 / 401 - 750,Middlesex,2370,Jamesburg Boro,15414,10|60,15066,10|60,19666,28|64,668,678,696
C. K-8 / 401 - 750,Monmouth,560,Brielle Boro,18020,34|60,19239,37|60,20329,35|64,504,488,488
C. K-8 / 401 - 750,Monmouth,2720,Little Silver Boro,17826,32|60,19753,40|60,21452,44|64,774,727,744
C. K-8 / 401 - 750,Monmouth,3830,Oceanport Boro,20151,48|60,21859,54|60,17843,15|64,556,555,669
C. K-8 / 401 - 750,Monmouth,4770,Shrewsbury Boro,18070,35|60,18932,33|60,19836,31|64,448,463,478
C. K-8 / 401 - 750,Monmouth,5230,Union Beach,14589,6|60,13995,2|60,13935,2|64,612,631,706
C. K-8 / 401 - 750,Monmouth,5640,West Long Branch Boro,20161,49|60,20125,42|60,21095,40|64,527,544,573
C. K-8 / 401 - 750,Morris,460,Boonton Twp,21515,N.A.,22059,N.A.,22075,47|64,391,386,415
C. K-8 / 401 - 750,Morris,3090,Mendham Boro,21279,54|60,21302,51|60,21641,46|64,464,487,526
C. K-8 / 401 - 750,Morris,3380,Morris Plains Boro,20666,52|60,21798,53|60,24798,57|64,571,590,587
C. K-8 / 401 - 750,Morris,4480,Rockaway Boro,18180,36|60,20388,47|60,21144,41|64,542,555,548
C. K-8 / 401 - 750,Morris,5770,Wharton Boro,19689,44|60,18826,30|60,24591,56|64,694,691,693
C. K-8 / 401 - 750,Ocean,2500,Lakehurst Boro,14872,N.A.,17162,N.A.,16687,6|64,409,381,399
C. K-8 / 401 - 750,Passaic,420,Bloomingdale Boro,19701,45|60,18994,34|60,20796,39|64,557,620,661
C. K-8 / 401 - 750,Passaic,3640,North Haledon Boro,17349,26|60,17723,24|60,18261,17|64,572,590,597
C. K-8 / 401 - 750,Somerset,240,Bedminster Twp,22772,56|60,24592,58|60,29447,62|64,486,436,449
C. K-8 / 401 - 750,Somerset,1810,Green Brook Twp,19069,39|60,19278,38|60,22312,48|64,736,741,738
C. K-8 / 401 - 750,Somerset,4850,South Bound Brook,16844,19|60,17488,21|60,19470,24|64,438,429,449
C. K-8 / 401 - 750,Somerset,5540,Watchung Boro,19160,41|60,18924,32|60,19245,22|64,623,667,713
C. K-8 / 401 - 750,Sussex,90,Andover Reg,23512,58|60,23269,56|60,27666,61|64,422,449,470
C. K-8 / 401 - 750,Sussex,1560,Frankford Twp,17953,33|60,20377,46|60,19726,30|64,541,500,513
C. K-8 / 401 - 750,Sussex,1570,Franklin Boro,19020,38|60,20368,44|60,25837,58|64,480,480,419
C. K-8 / 401 - 750,Sussex,2030,Hardyston Twp,17256,25|60,18806,29|60,19655,26|64,592,592,595
C. K-8 / 401 - 750,Union,3470,Mountainside Boro,15754,13|60,16162,11|60,17080,8|64,732,741,734
C. K-8 / 401 - 750,Warren,30,Allamuchy Twp,17660,31|60,17356,19|60,18274,19|64,422,432,436
C. K-8 / 401 - 750,Warren,1785,Great Meadows Regional,16049,15|60,16163,12|60,17246,10|64,656,642,663
C. K-8 / 401 - 750,Warren,1840,Greenwich Twp,14446,5|60,14073,3|60,16442,5|64,656,653,663
C. K-8 / 401 - 750,Warren,2790,Lopatcong Twp,13769,2|60,14197,4|60,17360,12|64,709,730,764
D. K-8 / 751 +,Statewide,N.A.,1. State average - Operating Type K-8,17914,N.A.,18570,N.A.,20367,N.A.,,,
D. K-8 / 751 +,Statewide,N.A.,2. State median - Operating Type K-8,18112,N.A.,18851,N.A.,20554,N.A.,,,
D. K-8 / 751 +,Statewide,N.A.,5. State average - All operating types,17667,N.A.,18401,N.A.,20154,N.A.,,,
D. K-8 / 751 +,Statewide,N.A.,6. State median - All operating types,17431,N.A.,18180,N.A.,19990,N.A.,,,
D. K-8 / 751 +,Atlantic,10,Absecon City,15163,11|72,15676,10|72,19098,25|76,911,946,961
D. K-8 / 751 +,Atlantic,1690,Galloway Twp,18655,45|72,19221,45|72,19974,37|76,3078,3060,3104
D. K-8 / 751 +,Atlantic,1940,Hamilton Twp,15228,12|72,15711,11|72,17829,12|76,2822,2820,2892
D. K-8 / 751 +,Atlantic,2680,Linwood City,17188,33|72,16881,24|72,19236,28|76,791,842,809
D. K-8 / 751 +,Atlantic,3720,Northfield City,16900,30|72,17425,29|72,18567,19|76,852,859,888
D. K-8 / 751 +,Atlantic,4800,Somers Point City,20842,N.A.,19204,N.A.,22686,62|76,776,780,710
D. K-8 / 751 +,Bergen,40,Allendale Boro,17164,32|72,17114,27|72,20419,42|76,874,911,932
D. K-8 / 751 +,Bergen,930,Closter Boro,16128,22|72,16239,18|72,18574,20|76,1181,1204,1207
D. K-8 / 751 +,Bergen,1070,Demarest Boro,19583,56|72,19246,46|72,22448,60|76,708,767,771
D. K-8 / 751 +,Bergen,1230,East Rutherford Boro,21254,N.A.,23098,N.A.,23605,68|76,734,744,793
D. K-8 / 751 +,Bergen,1470,Fairview Boro,10353,1|72,11928,1|72,19112,26|76,1571,1553,1662
D. K-8 / 751 +,Bergen,1580,Franklin Lakes Boro,25781,72|72,26549,72|72,28187,76|76,1173,1209,1187
D. K-8 / 751 +,Bergen,2180,Hillsdale Boro,19564,55|72,20492,55|72,21852,55|76,1082,1102,1127
D. K-8 / 751 +,Bergen,2710,Little Ferry Boro,18013,41|72,18669,40|72,19979,38|76,794,793,891
D. K-8 / 751 +,Bergen,3060,Maywood Boro,15757,18|72,16022,14|72,16512,2|76,910,953,970
D. K-8 / 751 +,Bergen,3330,Montvale Boro,16628,28|72,17618,33|72,19265,29|76,950,953,955
D. K-8 / 751 +,Bergen,3760,Oakland Boro,21724,69|72,22133,67|72,24470,69|76,1271,1302,1307
D. K-8 / 751 +,Bergen,3850,Old Tappan Boro,17099,N.A.,17400,N.A.,21709,52|76,717,738,757
D. K-8 / 751 +,Bergen,4430,River Vale Twp,20215,60|72,21271,60|72,23355,64|76,1024,1014,1011
D. K-8 / 751 +,Bergen,5330,Upper Saddle River Boro,19918,59|72,21600,63|72,23500,66|76,1124,1117,1145
D. K-8 / 751 +,Bergen,5880,Woodcliff Lake Boro,19834,N.A.,20162,N.A.,23496,65|76,721,741,759
D. K-8 / 751 +,Bergen,5920,Wyckoff Twp,18251,42|72,18986,43|72,20495,45|76,1988,2003,2028
D. K-8 / 751 +,Burlington,1280,Edgewater Park Twp,16360,25|72,16337,19|72,20190,40|76,893,944,971
D. K-8 / 751 +,Burlington,1420,Evesham Twp,15711,17|72,15536,9|72,16801,4|76,4346,4374,4468
D. K-8 / 751 +,Burlington,2850,Lumberton Twp,17816,38|72,17029,26|72,19152,27|76,1116,1197,1224
D. K-8 / 751 +,Burlington,3080,Medford Twp,17862,39|72,18304,38|72,19372,31|76,2595,2672,2695
D. K-8 / 751 +,Burlington,3430,Mount Holly Twp,17940,40|72,18217,37|72,20484,44|76,1065,1101,1125
D. K-8 / 751 +,Burlington,3440,Mount Laurel Twp,15699,16|72,16570,20|72,17502,10|76,4172,4172,4256
D. K-8 / 751 +,Burlington,5720,Westampton,15435,13|72,16133,15|72,17264,7|76,929,919,910
D. K-8 / 751 +,Camden,260,Bellmawr Boro,15592,14|72,16570,20|72,17313,8|76,1140,1137,1181
D. K-8 / 751 +,Camden,330,Berlin Boro,13595,3|72,13331,2|72,15911,1|76,816,878,839
D. K-8 / 751 +,Camden,1780,Gloucester Twp,14393,6|72,14837,4|72,16917,5|76,6431,6540,6564
