GROUP,CONAME,DIST,DISTNAME,SARAT0018,RK0018,SALAM0018,RKSAL0018,SARAT0118,RK0118,SALAM0118,RKSAL0118
A. K-6,Gloucester,3490,National Park Boro,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Gloucester,4880,South Harrison Twp,75.0,44|56,45000,1|56,175.5,6|56,76500,3|56
A. K-6,Gloucester,5120,Swedesboro-Woolwich,158.6,11|56,121961,34|56,156.1,12|56,122445,28|56
A. K-6,Gloucester,5590,Wenonah Boro,110.7,30|56,94351,11|56,162.0,9|56,131919,42|56
A. K-6,Gloucester,5740,Westville Boro,180.0,6|56,112309,20|56,184.0,5|56,107225,16|56
A. K-6,Gloucester,5870,Woodbury Heights Boro,127.5,24|56,92500,9|56,127.5,23|56,92500,8|56
A. K-6,Hunterdon,1970,Hampton Boro,51.5,54|56,122873,35|56,112.0,31|56,135265,43|56
A. K-6,Hunterdon,2590,Lebanon Boro,46.5,55|56,139707,48|56,44.5,53|56,142492,49|56
A. K-6,Hunterdon,3180,Milford Boro,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Monmouth,130,Atlantic Highlands Boro,93.7,33|56,142175,49|56,94.0,35|56,46000,1|56
A. K-6,Monmouth,2160,Highlands Boro,85.0,39|56,93198,10|56,160.0,10|56,137000,44|56
A. K-6,Monmouth,4520,Roosevelt Boro,89.0,36|56,55276,2|56,43.5,54|56,76888,4|56
A. K-6,Morris,3240,Mine Hill Twp,118.3,26|56,149363,54|56,122.0,25|56,155338,54|56
A. K-6,Ocean,230,Beach Haven Boro,72.0,46|56,147000,52|56,63.0,48|56,151410,52|56
A. K-6,Ocean,320,Berkeley Twp,186.7,3|56,121000,32|56,184.1,4|56,124700,31|56
A. K-6,Ocean,1150,Eagleswood Twp,153.0,14|56,134500,42|56,37.5,55|56,101650,13|56
A. K-6,Ocean,2350,Island Heights Boro,88.0,37|56,95000,12|56,70.0,44|56,98591,10|56
A. K-6,Ocean,2690,Little Egg Harbor Twp,155.0,13|56,117420,28|56,143.7,18|56,120424,25|56
A. K-6,Ocean,2760,Long Beach Island,69.0,47|56,137546,46|56,63.0,48|56,140980,48|56
A. K-6,Ocean,3800,Ocean Gate Boro,61.5,50|56,106052,16|56,66.0,46|56,110398,21|56
A. K-6,Ocean,3820,Ocean Twp,180.3,5|56,125269,38|56,192.7,2|56,129027,38|56
A. K-6,Ocean,4710,Seaside Heights Boro,161.6,10|56,71100,5|56,73.3,42|56,84009,6|56
A. K-6,Ocean,5020,Stafford Twp,202.2,2|56,125618,39|56,194.3,1|56,127882,34|56
A. K-6,Ocean,5220,Tuckerton Boro,74.9,45|56,81250,6|56,80.5,41|56,83750,5|56
A. K-6,Sussex,1630,Fredon Twp,59.7,51|56,99425,13|56,62.0,50|56,99425,11|56
A. K-6,Sussex,1980,Hampton Twp,116.8,28|56,100314,14|56,114.6,29|56,106273,15|56
A. K-6,Sussex,4650,Sandyston-Walpack Twp,81.3,40|56,64000,4|56,64.0,47|56,95780,9|56
A. K-6,Sussex,5040,Stillwater Twp,78.1,42|56,116269,25|56,110.4,32|56,128018,35|56
A. K-6,Warren,400,Blairstown Twp,86.8,38|56,104066,15|56,87.3,38|56,110813,22|56
A. K-6,Warren,1620,Franklin Twp,66.3,48|56,110887,18|56,71.7,43|56,106067,14|56
A. K-6,Warren,1670,Frelinghuysen Twp,65.5,49|56,107846,17|56,66.1,45|56,116250,24|56
A. K-6,Warren,2470,Knowlton Twp,59.7,51|56,86236,7|56,59.0,51|56,88679,7|56
A. K-6,Warren,2970,Mansfield Twp,137.5,21|56,120821,31|56,153.9,13|56,127523,33|56
A. K-6,Warren,5480,Washington Boro,184.7,4|56,114526,21|56,190.7,3|56,114526,23|56
A. K-6,Warren,5530,Washington Twp,96.0,32|56,136242,44|56,101.8,34|56,138967,46|56
B. K-8 / 0 - 400,Statewide,N.A.,1. State Average - Operating Type K-8,132.0,N.A.,132041,N.A.,129.5,N.A.,133250,N.A.
B. K-8 / 0 - 400,Statewide,N.A.,2. State Median - Operating Type K-8,116.3,N.A.,131445,N.A.,117.4,N.A.,131992,N.A.
B. K-8 / 0 - 400,Statewide,N.A.,5. State Average - All Operating Types,140.4,N.A.,137272,N.A.,137.8,N.A.,139433,N.A.
B. K-8 / 0 - 400,Statewide,N.A.,6. State Median - All Operating Types,123.7,N.A.,135612,N.A.,122.0,N.A.,137723,N.A.
B. K-8 / 0 - 400,Atlantic,570,Brigantine City,97.5,33|76,131047,63|76,95.8,37|76,134716,62|76
B. K-8 / 0 - 400,Atlantic,1410,Estell Manor City,64.7,60|76,125000,49|76,61.3,62|76,125000,47|76
B. K-8 / 0 - 400,Atlantic,1540,Folsom Boro,125.3,13|76,121680,44|76,124.3,16|76,129439,49|76
B. K-8 / 0 - 400,Atlantic,3020,Margate City,84.8,45|76,116960,40|76,79.3,49|76,120167,42|76
B. K-8 / 0 - 400,Atlantic,4240,Port Republic City,109.0,26|76,87401,7|76,111.0,26|76,87401,9|76
B. K-8 / 0 - 400,Atlantic,5760,Weymouth Twp,32.4,76|76,70200,2|76,35.4,75|76,87103,8|76
B. K-8 / 0 - 400,Bergen,80,Alpine Boro,32.8,75|76,127500,56|76,32.4,76|76,131937,54|76
B. K-8 / 0 - 400,Bergen,3350,Moonachie Boro,89.3,42|76,115037,37|76,120.0,19|76,115581,40|76
B. K-8 / 0 - 400,Bergen,4870,South Hackensack Twp,60.5,64|76,97236,15|76,50.2,67|76,88730,12|76
B. K-8 / 0 - 400,Burlington,380,Beverly City,114.3,22|76,138751,68|76,82.0,44|76,139376,67|76
B. K-8 / 0 - 400,Burlington,1030,Delanco Twp,110.0,25|76,97993,16|76,225.6,2|76,64969,4|76
B. K-8 / 0 - 400,Burlington,3540,New Hanover Twp,90.0,41|76,132740,64|76,93.0,40|76,140315,69|76
B. K-8 / 0 - 400,Burlington,4460,Riverton,123.6,16|76,110000,29|76,119.1,21|76,97500,19|76
B. K-8 / 0 - 400,Burlington,5890,Woodland Twp,103.0,30|76,119247,41|76,103.0,29|76,121036,44|76
B. K-8 / 0 - 400,Camden,580,Brooklawn Boro,91.7,40|76,100764,20|76,135.5,11|76,110421,32|76
B. K-8 / 0 - 400,Camden,1720,Gibbsboro Boro,94.7,37|76,92500,9|76,93.3,39|76,92500,13|76
B. K-8 / 0 - 400,Camden,2560,Lawnside Boro,53.3,68|76,96117,12|76,58.0,64|76,102117,23|76
B. K-8 / 0 - 400,Camden,2890,Magnolia Boro,130.0,10|76,107403,27|76,79.6,47|76,99000,21|76
B. K-8 / 0 - 400,Camden,3110,Merchantville Boro,188.5,5|76,127404,55|76,198.0,5|76,129510,50|76
B. K-8 / 0 - 400,Cape May,170,Avalon Boro,83.0,47|76,142800,71|76,46.0,70|76,130861,53|76
B. K-8 / 0 - 400,Cape May,3680,North Wildwood City,42.3,74|76,126168,52|76,40.8,72|76,130584,52|76
B. K-8 / 0 - 400,Cape May,5060,Stone Harbor Boro,57.3,67|76,112941,33|76,78.0,50|76,113087,36|76
B. K-8 / 0 - 400,Cape May,5800,Wildwood Crest Boro,60.8,63|76,108983,28|76,54.8,65|76,112908,34|76
B. K-8 / 0 - 400,Cape May,5840,Woodbine Boro,129.0,11|76,111537,32|76,127.0,14|76,113008,35|76
B. K-8 / 0 - 400,Cumberland,1020,Deerfield Twp,63.4,61|76,85140,6|76,79.5,48|76,85140,6|76
B. K-8 / 0 - 400,Cumberland,1120,Downe Twp,76.5,52|76,99254,18|76,87.5,43|76,97338,18|76
B. K-8 / 0 - 400,Cumberland,1820,Greenwich Twp,83.0,47|76,80000,4|76,40.0,73|76,102345,24|76
B. K-8 / 0 - 400,Cumberland,3050,Maurice River Twp,97.5,33|76,105240,25|76,93.8,38|76,109164,31|76
B. K-8 / 0 - 400,Cumberland,5070,Stow Creek Twp,61.0,62|76,101282,21|76,136.0,10|76,85870,7|76
B. K-8 / 0 - 400,Hudson,1200,East Newark Boro,44.0,72|76,78000,3|76,37.0,74|76,63700,3|76
B. K-8 / 0 - 400,Hunterdon,370,Bethlehem Twp,93.3,39|76,114393,35|76,76.6,52|76,105000,26|76
B. K-8 / 0 - 400,Hunterdon,430,Bloomsbury Boro,96.0,35|76,125000,49|76,99.0,32|76,125000,47|76
B. K-8 / 0 - 400,Hunterdon,670,Califon Boro,43.0,73|76,124050,47|76,41.0,71|76,124050,46|76
B. K-8 / 0 - 400,Hunterdon,910,Clinton-Glen Gardner,105.3,27|76,113874,34|76,99.0,32|76,111461,33|76
B. K-8 / 0 - 400,Hunterdon,1160,East Amwell Twp,124.7,14|76,157219,75|76,122.7,17|76,162686,74|76
B. K-8 / 0 - 400,Hunterdon,1600,Franklin Twp,143.5,9|76,133591,66|76,122.0,18|76,93600,14|76
B. K-8 / 0 - 400,Hunterdon,1680,Frenchtown Boro,76.0,54|76,69750,1|76,110.0,27|76,137505,65|76
B. K-8 / 0 - 400,Hunterdon,2140,High Bridge Boro,117.7,20|76,120877,43|76,117.3,22|76,120877,43|76
B. K-8 / 0 - 400,Hunterdon,2450,Kingwood Twp,103.7,28|76,135000,67|76,116.7,23|76,135000,63|76
B. K-8 / 0 - 400,Monmouth,180,Avon Boro,59.0,66|76,128696,58|76,58.5,63|76,132281,56|76
B. K-8 / 0 - 400,Monmouth,270,Belmar Boro,100.5,31|76,144950,72|76,99.5,31|76,149527,71|76
B. K-8 / 0 - 400,Monmouth,500,Bradley Beach Boro,51.3,70|76,120253,42|76,65.3,60|76,132181,55|76
B. K-8 / 0 - 400,Monmouth,1000,Deal Boro,79.5,50|76,162563,76|76,76.0,53|76,169480,76|76
B. K-8 / 0 - 400,Monmouth,1490,Farmingdale Boro,81.5,49|76,140255,69|76,172.0,8|76,163270,75|76
B. K-8 / 0 - 400,Monmouth,3250,Monmouth Beach Boro,119.5,19|76,103000,22|76,64.5,61|76,100432,22|76
B. K-8 / 0 - 400,Monmouth,3500,Neptune City,83.7,46|76,125000,49|76,89.0,42|76,140000,68|76
B. K-8 / 0 - 400,Monmouth,4690,Sea Girt Boro,66.0,58|76,142232,70|76,75.5,54|76,142232,70|76
B. K-8 / 0 - 400,Monmouth,4980,Spring Lake Boro,59.6,65|76,83884,5|76,47.0,69|76,132750,57|76
B. K-8 / 0 - 400,Monmouth,4990,Spring Lake Heights Boro,127.9,12|76,110210,31|76,125.0,15|76,113516,37|76
B. K-8 / 0 - 400,Morris,2010,Harding Township,71.3,55|76,129350,60|76,74.3,55|76,134017,61|76
B. K-8 / 0 - 400,Morris,3410,Mount Arlington Boro,85.8,43|76,129561,61|76,89.3,41|76,132800,58|76
B. K-8 / 0 - 400,Morris,3520,Netcong Boro,98.3,32|76,124970,48|76,70.0,57|76,122422,45|76
B. K-8 / 0 - 400,Morris,4440,Riverdale Boro,95.7,36|76,130000,62|76,96.0,35|76,130000,51|76
B. K-8 / 0 - 400,Ocean,210,Bay Head Boro,123.0,17|76,127679,57|76,80.0,46|76,94746,16|76
B. K-8 / 0 - 400,Ocean,2550,Lavallette Boro,51.7,69|76,146000,73|76,53.0,66|76,162000,73|76
B. K-8 / 0 - 400,Salem,60,Alloway Twp,68.5,57|76,98694,17|76,73.5,56|76,94500,15|76
B. K-8 / 0 - 400,Salem,1350,Elsinboro Twp,117.0,21|76,116113,38|76,112.0,25|76,109140,29|76
B. K-8 / 0 - 400,Salem,2800,Lower Alloways Creek,178.0,7|76,115000,36|76,119.3,20|76,46350,2|76
B. K-8 / 0 - 400,Salem,2950,Mannington Twp,85.5,44|76,96046,11|76,80.5,45|76,117246,41|76
B. K-8 / 0 - 400,Salem,3860,Oldmans Twp,94.0,38|76,104537,23|76,96.0,35|76,107882,28|76
B. K-8 / 0 - 400,Salem,4280,Quinton Twp,283.0,1|76,116733,39|76,140.5,9|76,109141,30|76
B. K-8 / 0 - 400,Salem,5320,Upper Pittsgrove Twp,111.3,24|76,95472,10|76,174.0,7|76,95867,17|76
B. K-8 / 0 - 400,Sussex,1800,Green Twp,122.3,18|76,126880,54|76,132.7,12|76,133224,59|76
B. K-8 / 0 - 400,Sussex,1930,Hamburg Boro,113.5,23|76,99985,19|76,97.9,34|76,102985,25|76
B. K-8 / 0 - 400,Sussex,2490,Lafayette Twp,205.0,4|76,105063,24|76,217.0,3|76,107690,27|76
B. K-8 / 0 - 400,Sussex,3300,Montague Twp,76.3,53|76,126400,53|76,101.3,30|76,98800,20|76
B. K-8 / 0 - 400,Sussex,3840,Ogdensburg Boro,69.8,56|76,88175,8|76,67.0,58|76,88175,10|76
B. K-8 / 0 - 400,Sussex,5030,Stanhope Boro,103.3,29|76,105833,26|76,105.3,28|76,114008,38|76
B. K-8 / 0 - 400,Union,1710,Garwood Boro,224.4,3|76,96521,13|76,116.7,23|76,136605,64|76
B. K-8 / 0 - 400,Union,5810,Winfield Twp,45.0,71|76,97000,14|76,48.7,68|76,75219,5|76
B. K-8 / 0 - 400,Warren,70,Alpha Boro,147.3,8|76,122503,45|76,206.0,4|76,88327,11|76
B. K-8 / 0 - 400,Warren,2040,Harmony Twp,187.0,6|76,110000,29|76,184.0,6|76,11400,1|76
B. K-8 / 0 - 400,Warren,2250,Hope Twp,65.5,59|76,133500,65|76,67.0,58|76,133500,60|76
B. K-8 / 0 - 400,Warren,3890,Oxford Twp,124.5,15|76,123000,46|76,131.5,13|76,115000,39|76
B. K-8 / 0 - 400,Warren,4200,Pohatcong Twp,76.8,51|76,129039,59|76,78.0,50|76,137759,66|76
B. K-8 / 0 - 400,Warren,5780,White Twp,269.0,2|76,153775,74|76,260.0,1|76,157619,72|76
C. K-8 / 401 - 750,Statewide,N.A.,1. State Average - Operating Type K-8,132.0,N.A.,132041,N.A.,129.5,N.A.,133250,N.A.
C. K-8 / 401 - 750,Statewide,N.A.,2. State Median - Operating Type K-8,116.3,N.A.,131445,N.A.,117.4,N.A.,131992,N.A.
C. K-8 / 401 - 750,Statewide,N.A.,5. State Average - All Operating Types,140.4,N.A.,137272,N.A.,137.8,N.A.,139433,N.A.
C. K-8 / 401 - 750,Statewide,N.A.,6. State Median - All Operating Types,123.7,N.A.,135612,N.A.,122.0,N.A.,137723,N.A.
C. K-8 / 401 - 750,Atlantic,1300,Egg Harbor City,110.8,33|64,132000,45|64,143.5,16|64,126026,39|64
C. K-8 / 401 - 750,Atlantic,3480,Mullica Twp,105.8,43|64,117158,24|64,103.3,48|64,119601,28|64
C. K-8 / 401 - 750,Atlantic,5350,Ventnor City,127.0,21|64,141742,55|64,119.8,29|64,145836,58|64
C. K-8 / 401 - 750,Bergen,740,Carlstadt Boro,105.0,44|64,153613,62|64,85.2,58|64,97236,6|64
C. K-8 / 401 - 750,Bergen,1380,Englewood Cliffs Boro,78.6,61|64,144900,58|64,83.8,59|64,149972,61|64
C. K-8 / 401 - 750,Bergen,2050,Harrington Park Boro,123.0,25|64,153658,63|64,125.4,25|64,158574,64|64
C. K-8 / 401 - 750,Bergen,2090,Haworth Boro,106.5,42|64,116200,20|64,113.5,35|64,115000,24|64
C. K-8 / 401 - 750,Bergen,2200,Ho Ho Kus Boro,90.2,55|64,129905,42|64,92.5,56|64,143639,56|64
C. K-8 / 401 - 750,Bergen,3730,Northvale Boro,133.0,19|64,137143,51|64,134.3,22|64,149669,60|64
C. K-8 / 401 - 750,Bergen,3740,Norwood Boro,151.5,10|64,136250,50|64,116.2,33|64,127500,41|64
C. K-8 / 401 - 750,Bergen,4470,Rochelle Park Twp,102.9,46|64,119831,27|64,98.3,53|64,125000,37|64
C. K-8 / 401 - 750,Burlington,1250,Eastampton Twp,124.6,24|64,90177,3|64,118.4,31|64,90177,2|64
C. K-8 / 401 - 750,Burlington,1910,Hainesport Twp,107.2,40|64,95000,4|64,106.4,45|64,95000,3|64
C. K-8 / 401 - 750,Burlington,3070,Medford Lakes Boro,97.0,49|64,87482,2|64,121.8,27|64,126588,40|64
C. K-8 / 401 - 750,Burlington,4740,Shamong Twp,114.7,30|64,157649,64|64,110.5,39|64,157649,63|64
C. K-8 / 401 - 750,Burlington,4930,Southampton Township School District,95.3,52|64,124203,34|64,93.4,54|64,124203,35|64
C. K-8 / 401 - 750,Burlington,5130,Tabernacle Twp,135.6,17|64,106020,12|64,137.4,21|64,111000,22|64
C. K-8 / 401 - 750,Camden,190,Barrington Boro,124.8,23|64,124570,35|64,120.2,28|64,124570,36|64
C. K-8 / 401 - 750,Camden,340,Berlin Twp,109.5,37|64,100933,9|64,167.3,8|64,100933,9|64
C. K-8 / 401 - 750,Camden,880,Clementon Boro,142.3,14|64,102385,11|64,119.4,30|64,108675,18|64
C. K-8 / 401 - 750,Camden,3420,Mount Ephraim Boro,109.5,37|64,96500,7|64,107.3,43|64,96500,5|64
C. K-8 / 401 - 750,Camden,4790,Somerdale Boro,89.0,56|64,95781,6|64,111.5,37|64,103397,12|64
C. K-8 / 401 - 750,Camden,5900,Woodlynne Boro,95.3,52|64,75000,1|64,139.0,20|64,87000,1|64
C. K-8 / 401 - 750,Cape May,1080,Dennis Twp,162.8,7|64,129630,40|64,158.8,10|64,133255,46|64
C. K-8 / 401 - 750,Cumberland,950,Commercial Twp,231.0,3|64,116056,19|64,158.0,11|64,102375,10|64
C. K-8 / 401 - 750,Cumberland,1460,Fairfield Twp,126.5,22|64,95275,5|64,129.0,23|64,99086,8|64
C. K-8 / 401 - 750,Cumberland,2270,Hopewell Twp,154.0,9|64,99081,8|64,158.0,11|64,97990,7|64
C. K-8 / 401 - 750,Cumberland,2570,Lawrence Twp,120.3,26|64,107886,13|64,162.0,9|64,103908,13|64
C. K-8 / 401 - 750,Gloucester,1830,Greenwich Twp,106.8,41|64,137701,52|64,107.3,43|64,137701,51|64
C. K-8 / 401 - 750,Hunterdon,20,Alexandria Twp,80.0,60|64,109000,14|64,93.3,55|64,110000,20|64
C. K-8 / 401 - 750,Hunterdon,1040,Delaware Twp,100.5,48|64,126099,38|64,98.8,52|64,106000,15|64
C. K-8 / 401 - 750,Hunterdon,2220,Holland Twp,169.0,4|64,129250,39|64,260.5,2|64,132211,44|64
C. K-8 / 401 - 750,Hunterdon,2600,Lebanon Twp,145.5,13|64,143665,56|64,139.5,19|64,145652,57|64
C. K-8 / 401 - 750,Hunterdon,5180,Tewksbury Twp,100.6,47|64,125000,36|64,80.3,60|64,129875,42|64
C. K-8 / 401 - 750,Hunterdon,5270,Union Twp,85.8,58|64,109273,15|64,78.8,61|64,108637,17|64
C. K-8 / 401 - 750,Middlesex,970,Cranbury Twp,74.2,63|64,114680,18|64,72.8,63|64,118465,27|64
C. K-8 / 401 - 750,Middlesex,2370,Jamesburg Boro,133.2,18|64,120000,28|64,108.8,41|64,103341,11|64
C. K-8 / 401 - 750,Monmouth,560,Brielle Boro,112.3,32|64,117145,23|64,110.5,39|64,120601,29|64
C. K-8 / 401 - 750,Monmouth,2720,Little Silver Boro,104.7,45|64,135876,49|64,102.1,49|64,140615,54|64
C. K-8 / 401 - 750,Monmouth,3830,Oceanport Boro,87.5,57|64,117862,25|64,89.5,57|64,122134,32|64
C. K-8 / 401 - 750,Monmouth,4770,Shrewsbury Boro,116.3,28|64,132645,46|64,150.7,14|64,109259,19|64
C. K-8 / 401 - 750,Monmouth,5230,Union Beach,157.8,8|64,123840,33|64,303.0,1|64,133811,47|64
C. K-8 / 401 - 750,Monmouth,5640,West Long Branch Boro,110.4,34|64,149078,61|64,112.4,36|64,123390,34|64
C. K-8 / 401 - 750,Morris,460,Boonton Twp,96.5,50|64,146847,59|64,101.0,51|64,151619,62|64
C. K-8 / 401 - 750,Morris,3090,Mendham Boro,81.7,59|64,144771,57|64,69.7,64|64,142065,55|64
C. K-8 / 401 - 750,Morris,3380,Morris Plains Boro,95.3,52|64,147089,60|64,105.2,46|64,146101,59|64
C. K-8 / 401 - 750,Morris,4480,Rockaway Boro,110.2,35|64,131145,43|64,111.0,38|64,135500,48|64
C. K-8 / 401 - 750,Morris,5770,Wharton Boro,136.8,16|64,138345,54|64,115.2,34|64,132909,45|64
C. K-8 / 401 - 750,Ocean,2500,Lakehurst Boro,76.2,62|64,120851,29|64,101.3,50|64,112541,23|64
C. K-8 / 401 - 750,Passaic,420,Bloomingdale Boro,109.6,36|64,118350,26|64,105.2,46|64,125982,38|64
C. K-8 / 401 - 750,Passaic,3640,North Haledon Boro,96.0,51|64,129780,41|64,204.7,4|64,137274,50|64
C. K-8 / 401 - 750,Somerset,240,Bedminster Twp,112.8,31|64,137725,53|64,107.5,42|64,137725,52|64
C. K-8 / 401 - 750,Somerset,1810,Green Brook Twp,145.6,12|64,134470,47|64,144.6,15|64,138639,53|64
C. K-8 / 401 - 750,Somerset,4850,South Bound Brook,108.0,39|64,114117,16|64,142.3,17|64,105835,14|64
C. K-8 / 401 - 750,Somerset,5540,Watchung Boro,132.6,20|64,135664,48|64,141.5,18|64,136459,49|64
C. K-8 / 401 - 750,Sussex,90,Andover Reg,71.5,64|64,122071,30|64,75.0,62|64,122071,31|64
C. K-8 / 401 - 750,Sussex,1560,Frankford Twp,115.3,29|64,131963,44|64,117.4,32|64,107805,16|64
C. K-8 / 401 - 750,Sussex,1570,Franklin Boro,118.5,27|64,122801,31|64,125.8,24|64,131398,43|64
C. K-8 / 401 - 750,Sussex,2030,Hardyston Twp,148.8,11|64,114246,17|64,125.4,25|64,110000,20|64
C. K-8 / 401 - 750,Union,3470,Mountainside Boro,167.3,6|64,116955,22|64,170.0,7|64,120873,30|64
C. K-8 / 401 - 750,Warren,30,Allamuchy Twp,139.3,15|64,116235,21|64,155.0,13|64,116235,25|64
C. K-8 / 401 - 750,Warren,1785,Great Meadows Regional,168.7,5|64,125512,37|64,179.7,6|64,96200,4|64
C. K-8 / 401 - 750,Warren,1840,Greenwich Twp,254.2,2|64,101994,10|64,209.7,3|64,118000,26|64
C. K-8 / 401 - 750,Warren,2790,Lopatcong Twp,369.5,1|64,123387,32|64,180.5,5|64,123387,33|64
D. K-8 / 751 +,Statewide,N.A.,1. State Average - Operating Type K-8,132.0,N.A.,132041,N.A.,129.5,N.A.,133250,N.A.
D. K-8 / 751 +,Statewide,N.A.,2. State Median - Operating Type K-8,116.3,N.A.,131445,N.A.,117.4,N.A.,131992,N.A.
D. K-8 / 751 +,Statewide,N.A.,5. State Average - All Operating Types,140.4,N.A.,137272,N.A.,137.8,N.A.,139433,N.A.
D. K-8 / 751 +,Statewide,N.A.,6. State Median - All Operating Types,123.7,N.A.,135612,N.A.,122.0,N.A.,137723,N.A.
D. K-8 / 751 +,Atlantic,10,Absecon City,156.3,26|75,120076,11|75,131.3,41|76,130000,28|76
D. K-8 / 751 +,Atlantic,1690,Galloway Twp,169.9,14|75,130765,30|75,170.9,11|76,130765,31|76
D. K-8 / 751 +,Atlantic,1940,Hamilton Twp,174.6,10|75,122000,19|75,174.9,10|76,117318,8|76
D. K-8 / 751 +,Atlantic,2680,Linwood City,100.5,74|75,111831,2|75,131.0,42|76,119327,10|76
D. K-8 / 751 +,Atlantic,3720,Northfield City,177.4,9|75,113290,4|75,169.0,13|76,117000,7|76
D. K-8 / 751 +,Atlantic,4800,Somers Point City,124.5,51|75,112884,3|75,125.5,49|76,115134,6|76
D. K-8 / 751 +,Bergen,40,Allendale Boro,181.2,8|75,168713,74|75,179.2,8|76,174047,75|76
D. K-8 / 751 +,Bergen,930,Closter Boro,171.4,13|75,151929,64|75,148.8,24|76,152519,60|76
D. K-8 / 751 +,Bergen,1070,Demarest Boro,127.2,49|75,151659,63|75,127.2,47|76,169483,73|76
D. K-8 / 751 +,Bergen,1230,East Rutherford Boro,109.7,67|75,146000,56|75,127.7,46|76,147000,56|76
D. K-8 / 751 +,Bergen,1470,Fairview Boro,153.5,27|75,130275,28|75,141.0,33|76,132047,32|76
D. K-8 / 751 +,Bergen,1580,Franklin Lakes Boro,118.7,55|75,158858,69|75,109.2,66|76,166091,72|76
D. K-8 / 751 +,Bergen,2180,Hillsdale Boro,137.8,40|75,157095,68|75,140.3,35|76,162294,69|76
D. K-8 / 751 +,Bergen,2710,Little Ferry Boro,113.4,62|75,131452,32|75,99.9,71|76,122500,15|76
D. K-8 / 751 +,Bergen,3060,Maywood Boro,190.0,5|75,136792,39|75,200.2,3|76,136792,38|76
D. K-8 / 751 +,Bergen,3330,Montvale Boro,118.8,54|75,152119,65|75,121.9,53|76,157139,65|76
D. K-8 / 751 +,Bergen,3760,Oakland Boro,107.9,68|75,153463,66|75,93.4,74|76,152175,59|76
D. K-8 / 751 +,Bergen,3850,Old Tappan Boro,104.4,72|75,130600,29|75,108.3,68|76,133200,33|76
D. K-8 / 751 +,Bergen,4430,River Vale Twp,144.1,34|75,140319,45|75,141.3,32|76,144879,51|76
