GROUP,DISTNAME,csg1PP1,csg1RK1,csg1PP2,csg1RK2,csg1PP3,csg1RK3,csg2PP1,csg2RK1,csg2pct1,csg2PP2,csg2RK2,csg2pct2,csg2PP3,csg2RK3,csg2pct3,csg3PP1,csg3RK1,csg3pct1,csg3sba,csg3PP2,csg3RK2,csg3pct2,csg3sbb,csg3PP3,csg3RK3,csg3pct3,csg3sbc,csg4PP1,csg4RK1,csg4pct1,csg4PP2,csg4RK2,csg4pct2,csg4PP3,csg4RK3,csg4pct3,csg5PP1,csg5RK1,csg5pct1,csg5PP2,csg5RK2,csg5pct2,csg5PP3,csg5RK3,csg5pct3,csg6PP1,csg6RK1,csg6pct1,csg6PP2,csg6RK2,csg6pct2,csg6PP3,csg6RK3,csg6pct3,csg7PP1,csg7RK1,csg7pct1,csg7sba,csg7PP2,csg7RK2,csg7pct2,csg7sbb,csg7PP3,csg7RK3,csg7pct3,csg7sbc,csg8PP1,csg8RK1,csg8pct1,csg8PP2,csg8RK2,csg8pct2,csg8PP3,csg8RK3,csg8pct3,csg9PP1,csg9RK1,csg9pct1,csg9sba,csg9PP2,csg9RK2,csg9pct2,csg9sbb,csg9PP3,csg9RK3,csg9pct3,csg9sbc,csg10PP1,csg10RK1,csg10pct1,csg10PP2,csg10RK2,csg10pct2,csg10PP3,csg10RK3,csg10pct3,csg11PP1,csg11RK1,csg11pct1,csg11sba,csg11PP2,csg11RK2,csg11pct2,csg11sbb,csg11PP3,csg11RK3,csg11pct3,csg11sbc,csg12PP1,csg12RK1,csg12pct1,csg12PP2,csg12RK2,csg12pct2,csg12PP3,csg12RK3,csg12pct3,csg13PP1,csg13RK1,csg13pct1,csg13PP2,csg13RK2,csg13pct2,csg13PP3,csg13RK3,csg13pct3,csg14PP1,csg14PP2,csg14PP3,csg15PP1,csg15PP2,csg15PP3,csg16STRAT00,csg16RK00,csg16SALT00,csg16RKSAL00,csg16STRAT01,csg16RK01,csg16SALT01,csg16RKSAL01,csg17SSRAT00,csg17RK00,csg17SALS00,csg17RKSAL00,csg17SSRAT01,csg17RK01,csg17SALS01,csg17RKSAL01,csg18SARAT00,csg18RK00,csg18SALAM00,csg18RKSAL00,csg18SARAT01,csg18RK01,csg18SALAM01,csg18RKSAL01,csg19FARAT00,csg19RK00,csg19FARAT01,csg19RK01,csg8aPP1,csg8aRK1,csg8apct1,csg8aPP2,csg8aRK2,csg8apct2,csg8aPP3,csg8aRK3,csg8apct3,csg1aEXP1,csg1aADE1,csg1aPP1,csg1aRK1,csg1aEXP2,csg1aADE2,csg1aPP2,csg1aRK2
F. K-12 / 1801 - 350,1. State average - Operating Type K-12,17609,N.A.,18326,N.A.,20031,N.A.,10336,N.A.,0.587,10687,N.A.,0.583,11635,N.A.,0.581,9742,N.A.,0.553,0.943,10025,N.A.,0.547,0.938,10768,N.A.,0.538,0.925,295,N.A.,0.017,309,N.A.,0.017,459,N.A.,0.023,298,N.A.,0.017,353,N.A.,0.019,408,N.A.,0.02,2917,N.A.,0.166,3065,N.A.,0.167,3467,N.A.,0.173,2486,N.A.,0.141,0.852,2591,N.A.,0.141,0.845,2901,N.A.,0.145,0.837,1793,N.A.,0.102,1845,N.A.,0.101,1941,N.A.,0.097,1464,N.A.,0.083,0.817,1520,N.A.,0.083,0.824,1581,N.A.,0.079,0.815,2132,N.A.,0.121,2269,N.A.,0.124,2498,N.A.,0.125,1076,N.A.,0.061,0.505,1129,N.A.,0.062,0.498,1248,N.A.,0.062,0.5,51,N.A.,0.003,31,N.A.,0.002,26,N.A.,0.001,321,N.A.,0.018,342,N.A.,0.019,371,N.A.,0.019,0.304,0.308,0.334,106,123,108,11.7,,81103,,11.7,,83208,,68,,85100,,66.6,,87225,,147.5,,139816,,144.8,,141962,,14.8,,14.5,,44,N.A.,0.002,44,N.A.,0.002,48,N.A.,0.002,,,27631,,,,28927,
F. K-12 / 1801 - 350,2. State median - Operating Type K-12,17159,N.A.,17875,N.A.,19635,N.A.,10044,N.A.,0.585,10451,N.A.,0.585,11390,N.A.,0.58,9427,N.A.,0.549,0.939,9775,N.A.,0.547,0.935,10529,N.A.,0.536,0.924,282,N.A.,0.016,294,N.A.,0.016,351,N.A.,0.018,233,N.A.,0.014,246,N.A.,0.014,278,N.A.,0.014,2760,N.A.,0.161,2963,N.A.,0.166,3339,N.A.,0.17,2349,N.A.,0.137,0.851,2433,N.A.,0.136,0.821,2682,N.A.,0.137,0.803,1811,N.A.,0.106,1872,N.A.,0.105,1971,N.A.,0.1,1505,N.A.,0.088,0.831,1551,N.A.,0.087,0.829,1631,N.A.,0.083,0.827,1970,N.A.,0.115,2058,N.A.,0.115,2254,N.A.,0.115,981,N.A.,0.057,0.498,1002,N.A.,0.056,0.487,1099,N.A.,0.056,0.488,16,N.A.,0.001,15,N.A.,0.001,18,N.A.,0.001,398,N.A.,0.023,416,N.A.,0.023,450,N.A.,0.023,0.282,0.292,0.323,87,98,72,11.4,,79293,,11.4,,82000,,66,,84732,,64.6,,86567,,140.8,,137932,,140.6,,140342,,14.8,,14.3,,37,N.A.,0.002,37,N.A.,0.002,43,N.A.,0.002,,,26382,,,,27543,
G. K-12 / 3501 +,1. State average - Operating Type K-12,17609,N.A.,18326,N.A.,20031,N.A.,10336,N.A.,0.587,10687,N.A.,0.583,11635,N.A.,0.581,9742,N.A.,0.553,0.943,10025,N.A.,0.547,0.938,10768,N.A.,0.538,0.925,295,N.A.,0.017,309,N.A.,0.017,459,N.A.,0.023,298,N.A.,0.017,353,N.A.,0.019,408,N.A.,0.02,2917,N.A.,0.166,3065,N.A.,0.167,3467,N.A.,0.173,2486,N.A.,0.141,0.852,2591,N.A.,0.141,0.845,2901,N.A.,0.145,0.837,1793,N.A.,0.102,1845,N.A.,0.101,1941,N.A.,0.097,1464,N.A.,0.083,0.817,1520,N.A.,0.083,0.824,1581,N.A.,0.079,0.815,2132,N.A.,0.121,2269,N.A.,0.124,2498,N.A.,0.125,1076,N.A.,0.061,0.505,1129,N.A.,0.062,0.498,1248,N.A.,0.062,0.5,51,N.A.,0.003,31,N.A.,0.002,26,N.A.,0.001,321,N.A.,0.018,342,N.A.,0.019,371,N.A.,0.019,0.304,0.308,0.334,106,123,108,11.7,,81103,,11.7,,83208,,68,,85100,,66.6,,87225,,147.5,,139816,,144.8,,141962,,14.8,,14.5,,44,N.A.,0.002,44,N.A.,0.002,48,N.A.,0.002,,,27631,,,,28927,
G. K-12 / 3501 +,2. State median - Operating Type K-12,17159,N.A.,17875,N.A.,19635,N.A.,10044,N.A.,0.585,10451,N.A.,0.585,11390,N.A.,0.58,9427,N.A.,0.549,0.939,9775,N.A.,0.547,0.935,10529,N.A.,0.536,0.924,282,N.A.,0.016,294,N.A.,0.016,351,N.A.,0.018,233,N.A.,0.014,246,N.A.,0.014,278,N.A.,0.014,2760,N.A.,0.161,2963,N.A.,0.166,3339,N.A.,0.17,2349,N.A.,0.137,0.851,2433,N.A.,0.136,0.821,2682,N.A.,0.137,0.803,1811,N.A.,0.106,1872,N.A.,0.105,1971,N.A.,0.1,1505,N.A.,0.088,0.831,1551,N.A.,0.087,0.829,1631,N.A.,0.083,0.827,1970,N.A.,0.115,2058,N.A.,0.115,2254,N.A.,0.115,981,N.A.,0.057,0.498,1002,N.A.,0.056,0.487,1099,N.A.,0.056,0.488,16,N.A.,0.001,15,N.A.,0.001,18,N.A.,0.001,398,N.A.,0.023,416,N.A.,0.023,450,N.A.,0.023,0.282,0.292,0.323,87,98,72,11.4,,79293,,11.4,,82000,,66,,84732,,64.6,,86567,,140.8,,137932,,140.6,,140342,,14.8,,14.3,,37,N.A.,0.002,37,N.A.,0.002,43,N.A.,0.002,,,26382,,,,27543,
H. 7-12 / 9-12,1. State average - Operating Type 7-12,17116,N.A.,17935,N.A.,19359,N.A.,9692,N.A.,0.566,10095,N.A.,0.563,10837,N.A.,0.56,9115,N.A.,0.533,0.94,9467,N.A.,0.528,0.938,10100,N.A.,0.522,0.932,299,N.A.,0.017,301,N.A.,0.017,364,N.A.,0.019,279,N.A.,0.016,327,N.A.,0.018,373,N.A.,0.019,2498,N.A.,0.146,2636,N.A.,0.147,2945,N.A.,0.152,2161,N.A.,0.126,0.865,2275,N.A.,0.127,0.863,2483,N.A.,0.128,0.843,1809,N.A.,0.106,1880,N.A.,0.105,1986,N.A.,0.103,1458,N.A.,0.085,0.806,1527,N.A.,0.085,0.812,1575,N.A.,0.081,0.793,2150,N.A.,0.126,2311,N.A.,0.129,2508,N.A.,0.13,1061,N.A.,0.062,0.493,1121,N.A.,0.063,0.485,1216,N.A.,0.063,0.485,12,N.A.,0.001,27,N.A.,0.002,62,N.A.,0.003,866,N.A.,0.051,898,N.A.,0.05,946,N.A.,0.049,0.286,0.292,0.322,245,221,391,11.7,,82025,,11.7,,83486,,75.6,,83633,,71.6,,85251,,125.4,,136226,,120.5,,138533,,12.4,,12,,47,N.A.,0.003,49,N.A.,0.003,47,N.A.,0.002,,,27604,,,,28957,
H. 7-12 / 9-12,2. State median - Operating Type 7-12,18708,N.A.,19472,N.A.,21091,N.A.,10464,N.A.,0.559,10854,N.A.,0.557,12146,N.A.,0.576,9862,N.A.,0.527,0.942,10417,N.A.,0.535,0.96,11088,N.A.,0.526,0.913,309,N.A.,0.017,315,N.A.,0.016,364,N.A.,0.017,227,N.A.,0.012,323,N.A.,0.017,386,N.A.,0.018,2598,N.A.,0.139,2729,N.A.,0.14,3070,N.A.,0.146,2259,N.A.,0.121,0.87,2338,N.A.,0.12,0.857,2521,N.A.,0.12,0.821,1921,N.A.,0.103,1990,N.A.,0.102,2078,N.A.,0.099,1516,N.A.,0.081,0.789,1575,N.A.,0.081,0.791,1663,N.A.,0.079,0.8,2291,N.A.,0.122,2505,N.A.,0.129,2902,N.A.,0.138,1074,N.A.,0.057,0.469,1202,N.A.,0.062,0.48,1285,N.A.,0.061,0.443,12,N.A.,0.001,30,N.A.,0.002,62,N.A.,0.003,928,N.A.,0.05,942,N.A.,0.048,952,N.A.,0.045,0.275,0.268,0.316,104,119,89,11.1,,82116,,11.3,,84240,,76.4,,85137,,70.9,,86111,,125.3,,133909,,123.6,,133945,,12.2,,12,,39,N.A.,0.002,56,N.A.,0.003,37,N.A.,0.002,,,29350,,,,29929,
H. 7-12 / 9-12,3. State average - Operating Type 9-12,19033,N.A.,20132,N.A.,21431,N.A.,10525,N.A.,0.553,11084,N.A.,0.551,11720,N.A.,0.547,9849,N.A.,0.517,0.936,10304,N.A.,0.512,0.93,10859,N.A.,0.507,0.927,324,N.A.,0.017,405,N.A.,0.02,420,N.A.,0.02,360,N.A.,0.019,375,N.A.,0.019,442,N.A.,0.021,2997,N.A.,0.157,3213,N.A.,0.16,3525,N.A.,0.164,2625,N.A.,0.138,0.876,2806,N.A.,0.139,0.873,3001,N.A.,0.14,0.851,1908,N.A.,0.1,2010,N.A.,0.1,2116,N.A.,0.099,1514,N.A.,0.08,0.794,1604,N.A.,0.08,0.798,1678,N.A.,0.078,0.793,2433,N.A.,0.128,2573,N.A.,0.128,2750,N.A.,0.128,1133,N.A.,0.06,0.466,1181,N.A.,0.059,0.459,1289,N.A.,0.06,0.469,57,N.A.,0.003,2,N.A.,0,50,N.A.,0.002,1093,N.A.,0.057,1176,N.A.,0.058,1227,N.A.,0.057,0.269,0.281,0.317,190,192,219,12,,89132,,11.9,,90757,,60.5,,88592,,59.6,,89725,,107.6,,144032,,105.9,,149136,,10.8,,10.7,,58,N.A.,0.003,66,N.A.,0.003,59,N.A.,0.003,,,29784,,,,31757,
H. 7-12 / 9-12,4. State median - Operating Type 9-12,20039,N.A.,21425,N.A.,22702,N.A.,10726,N.A.,0.535,11485,N.A.,0.536,12358,N.A.,0.544,10028,N.A.,0.5,0.935,10568,N.A.,0.493,0.92,11198,N.A.,0.493,0.906,354,N.A.,0.018,371,N.A.,0.017,446,N.A.,0.02,302,N.A.,0.015,293,N.A.,0.014,413,N.A.,0.018,3124,N.A.,0.156,3491,N.A.,0.163,3751,N.A.,0.165,2710,N.A.,0.135,0.867,3000,N.A.,0.14,0.859,3104,N.A.,0.137,0.828,1996,N.A.,0.1,2090,N.A.,0.098,2273,N.A.,0.1,1583,N.A.,0.079,0.793,1728,N.A.,0.081,0.827,1764,N.A.,0.078,0.776,2542,N.A.,0.127,2611,N.A.,0.122,2935,N.A.,0.129,1141,N.A.,0.057,0.449,1291,N.A.,0.06,0.494,1337,N.A.,0.059,0.456,27,N.A.,0.001,0,N.A.,0,39,N.A.,0.002,1184,N.A.,0.059,1279,N.A.,0.06,1333,N.A.,0.059,0.26,0.282,0.312,158,207,189,11.6,,91520,,11.3,,92892,,63.8,,89990,,60.8,,91476,,97.1,,141061,,93.1,,144212,,10.5,,10.5,,52,N.A.,0.003,62,N.A.,0.003,59,N.A.,0.003,,,31440,,,,32917,
I. CSSD,1. State average -  Operating Type CSSD,66951,N.A.,67207,N.A.,75097,N.A.,35884,N.A.,0.536,36191,N.A.,0.539,41012,N.A.,0.546,33219,N.A.,0.496,0.926,33046,N.A.,0.492,0.913,37599,N.A.,0.501,0.917,597,N.A.,0.009,822,N.A.,0.012,1045,N.A.,0.014,2067,N.A.,0.031,2323,N.A.,0.035,2368,N.A.,0.032,15567,N.A.,0.233,15858,N.A.,0.236,17661,N.A.,0.235,14417,N.A.,0.215,0.926,14682,N.A.,0.218,0.926,15939,N.A.,0.212,0.902,6776,N.A.,0.101,6747,N.A.,0.1,7583,N.A.,0.101,5074,N.A.,0.076,0.749,4972,N.A.,0.074,0.737,5536,N.A.,0.074,0.73,7389,N.A.,0.11,7663,N.A.,0.114,8258,N.A.,0.11,3408,N.A.,0.051,0.461,3393,N.A.,0.05,0.443,3788,N.A.,0.05,0.459,2883,N.A.,0.043,661,N.A.,0.01,177,N.A.,0.002,282,N.A.,0.004,278,N.A.,0.004,285,N.A.,0.004,0.424,0.435,0.473,423,506,543,4.6,,79928,,4.6,,82530,,5.2,,79852,,4.8,,82522,,36.4,,126463,,37.5,,130142,,14.9,,15.9,,246,N.A.,0.004,191,N.A.,0.003,264,N.A.,0.004,,,90940,,,,91310,
I. CSSD,2. State median - Operating Type CSSD,55444,N.A.,55780,N.A.,60264,N.A.,29170,N.A.,0.526,31045,N.A.,0.557,34572,N.A.,0.574,25355,N.A.,0.457,0.869,26815,N.A.,0.481,0.864,28689,N.A.,0.476,0.83,523,N.A.,0.009,462,N.A.,0.008,465,N.A.,0.008,1060,N.A.,0.019,1085,N.A.,0.019,968,N.A.,0.016,11982,N.A.,0.216,12800,N.A.,0.229,13814,N.A.,0.229,11150,N.A.,0.201,0.931,11993,N.A.,0.215,0.937,12563,N.A.,0.208,0.909,6958,N.A.,0.125,6183,N.A.,0.111,6851,N.A.,0.114,5028,N.A.,0.091,0.723,5010,N.A.,0.09,0.81,5244,N.A.,0.087,0.765,7422,N.A.,0.134,7337,N.A.,0.132,7787,N.A.,0.129,3335,N.A.,0.06,0.449,3456,N.A.,0.062,0.471,3662,N.A.,0.061,0.47,919,N.A.,0.017,128,N.A.,0.002,127,N.A.,0.002,198,N.A.,0.004,208,N.A.,0.004,217,N.A.,0.004,0.401,0.416,0.465,213,369,457,5.4,,78647,,5.8,,82701,,5.3,,77847,,5.4,,80616,,38.8,,122563,,41.2,,125147,,11.5,,14,,142,N.A.,0.003,76,N.A.,0.001,163,N.A.,0.003,,,83618,,,,82673,
J. VOC,1. State average - Operating Type VOC,18322,N.A.,18908,N.A.,20555,N.A.,9755,N.A.,0.532,9967,N.A.,0.527,10782,N.A.,0.525,8658,N.A.,0.473,0.888,8847,N.A.,0.468,0.888,9353,N.A.,0.455,0.867,465,N.A.,0.025,484,N.A.,0.026,617,N.A.,0.03,632,N.A.,0.034,637,N.A.,0.034,811,N.A.,0.039,2306,N.A.,0.126,2328,N.A.,0.123,2596,N.A.,0.126,2099,N.A.,0.115,0.91,2110,N.A.,0.112,0.906,2305,N.A.,0.112,0.888,2788,N.A.,0.152,2924,N.A.,0.155,3056,N.A.,0.149,2145,N.A.,0.117,0.769,2207,N.A.,0.117,0.755,2304,N.A.,0.112,0.754,2922,N.A.,0.159,3052,N.A.,0.161,3442,N.A.,0.167,1209,N.A.,0.066,0.414,1203,N.A.,0.064,0.394,1338,N.A.,0.065,0.389,89,N.A.,0.005,84,N.A.,0.004,65,N.A.,0.003,529,N.A.,0.029,565,N.A.,0.03,587,N.A.,0.029,0.282,0.3,0.334,238,214,348,13.4,,83163,,13.6,,84049,,89,,86014,,79.2,,85795,,121.7,,141483,,120.4,,142871,,10.5,,10.4,,56,N.A.,0.003,64,N.A.,0.003,61,N.A.,0.003,,,28679,,,,30264,
J. VOC,2. State median - Operating Type VOC,18296,N.A.,19782,N.A.,20096,N.A.,9195,N.A.,0.503,9464,N.A.,0.478,10184,N.A.,0.507,7881,N.A.,0.431,0.857,8621,N.A.,0.436,0.911,9109,N.A.,0.453,0.894,469,N.A.,0.026,472,N.A.,0.024,640,N.A.,0.032,384,N.A.,0.021,304,N.A.,0.015,599,N.A.,0.03,2101,N.A.,0.115,2008,N.A.,0.102,2368,N.A.,0.118,1954,N.A.,0.107,0.93,1868,N.A.,0.094,0.93,1999,N.A.,0.099,0.844,2822,N.A.,0.154,2924,N.A.,0.148,2838,N.A.,0.141,2147,N.A.,0.117,0.761,2305,N.A.,0.117,0.788,2185,N.A.,0.109,0.77,2923,N.A.,0.16,2999,N.A.,0.152,3251,N.A.,0.162,1261,N.A.,0.069,0.431,1299,N.A.,0.066,0.433,1442,N.A.,0.072,0.444,71,N.A.,0.004,93,N.A.,0.005,72,N.A.,0.004,492,N.A.,0.027,528,N.A.,0.027,604,N.A.,0.03,0.293,0.312,0.351,126,125,133,12.3,,80310,,12.5,,81155,,90.5,,84150,,80.6,,83989,,113.2,,137111,,110,,140100,,9.5,,9.9,,39,N.A.,0.002,40,N.A.,0.002,39,N.A.,0.002,,,28251,,,,29407,
K. CHARTER,1. State average-Operating Type CHARTER,14666,N.A.,15913,N.A.,18599,N.A.,7004,N.A.,0.478,7434,N.A.,0.467,9945,N.A.,0.535,6153,N.A.,0.42,0.878,6491,N.A.,0.408,0.873,8403,N.A.,0.452,0.845,344,N.A.,0.023,365,N.A.,0.023,576,N.A.,0.031,509,N.A.,0.035,577,N.A.,0.036,965,N.A.,0.052,855,N.A.,0.058,790,N.A.,0.05,2734,N.A.,0.147,700,N.A.,0.048,0.819,657,N.A.,0.041,0.832,1730,N.A.,0.093,0.633,4569,N.A.,0.312,5343,N.A.,0.336,3954,N.A.,0.213,2793,N.A.,0.19,0.611,3238,N.A.,0.203,0.606,2161,N.A.,0.116,0.547,2653,N.A.,0.181,2766,N.A.,0.174,1817,N.A.,0.098,717,N.A.,0.049,0.27,818,N.A.,0.051,0.296,,N.A.,,,129,N.A.,0.009,140,N.A.,0.009,,N.A.,,184,N.A.,0.013,214,N.A.,0.013,,N.A.,,0.248,0.254,0.304,99,152,311,16.2,,68846,,16.6,,71029,,153,,69865,,144.7,,72253,,143.7,,114984,,138.8,,118584,,9.8,,9.3,,51,N.A.,0.003,45,N.A.,0.003,78,N.A.,0.004,,,22136,,,,23919,
K. CHARTER,2. State median-Operating Type CHARTER,14224,N.A.,15285,N.A.,17995,N.A.,7035,N.A.,0.495,7581,N.A.,0.496,9905,N.A.,0.55,6390,N.A.,0.449,0.908,6941,N.A.,0.454,0.916,8526,N.A.,0.474,0.861,291,N.A.,0.02,214,N.A.,0.014,398,N.A.,0.022,270,N.A.,0.019,290,N.A.,0.019,545,N.A.,0.03,896,N.A.,0.063,863,N.A.,0.056,2523,N.A.,0.14,704,N.A.,0.049,0.786,664,N.A.,0.043,0.769,1507,N.A.,0.084,0.597,3506,N.A.,0.246,3849,N.A.,0.252,3584,N.A.,0.199,2398,N.A.,0.169,0.684,2490,N.A.,0.163,0.647,2360,N.A.,0.131,0.658,2498,N.A.,0.176,2580,N.A.,0.169,1882,N.A.,0.105,519,N.A.,0.036,0.208,521,N.A.,0.034,0.202,,N.A.,,,105,N.A.,0.007,176,N.A.,0.012,,N.A.,,121,N.A.,0.009,130,N.A.,0.008,,N.A.,,0.243,0.241,0.265,88,67,119,13.8,,66000,,14.4,,68438,,137.4,,70034,,136.3,,72000,,94,,106575,,97.9,,115000,,8.6,,7.5,,48,N.A.,0.003,30,N.A.,0.002,57,N.A.,0.003,,,22642,,,,23093,
L. ALL,5. State average - All operating types,17667,N.A.,18401,N.A.,20154,N.A.,10282,N.A.,0.582,10630,N.A.,0.578,11642,N.A.,0.578,9649,N.A.,0.546,0.938,9935,N.A.,0.54,0.935,10738,N.A.,0.533,0.922,311,N.A.,0.018,326,N.A.,0.018,460,N.A.,0.023,321,N.A.,0.018,369,N.A.,0.02,445,N.A.,0.022,2892,N.A.,0.164,3041,N.A.,0.165,3445,N.A.,0.171,2464,N.A.,0.139,0.852,2570,N.A.,0.14,0.845,2850,N.A.,0.141,0.827,1969,N.A.,0.111,2062,N.A.,0.112,2095,N.A.,0.104,1556,N.A.,0.088,0.79,1630,N.A.,0.089,0.79,1640,N.A.,0.081,0.783,2176,N.A.,0.123,2303,N.A.,0.125,2484,N.A.,0.123,1050,N.A.,0.059,0.483,1096,N.A.,0.06,0.476,1219,N.A.,0.06,0.491,71,N.A.,0.004,51,N.A.,0.003,33,N.A.,0.002,343,N.A.,0.019,363,N.A.,0.02,394,N.A.,0.02,0.3,0.306,0.335,122,137,139,11.6,,80023,,11.7,,81927,,67,,83393,,65.8,,85278,,140.4,,137272,,137.8,,139433,,14.2,,13.9,,46,N.A.,0.003,47,N.A.,0.003,51,N.A.,0.003,,,27514,,,,28817,
L. ALL,6. State median - All operating types,17431,N.A.,18180,N.A.,19990,N.A.,10228,N.A.,0.587,10601,N.A.,0.583,11618,N.A.,0.581,9577,N.A.,0.549,0.936,9886,N.A.,0.544,0.933,10696,N.A.,0.535,0.921,320,N.A.,0.018,321,N.A.,0.018,391,N.A.,0.02,246,N.A.,0.014,263,N.A.,0.014,330,N.A.,0.017,2823,N.A.,0.162,3003,N.A.,0.165,3409,N.A.,0.171,2351,N.A.,0.135,0.833,2456,N.A.,0.135,0.818,2701,N.A.,0.135,0.792,1981,N.A.,0.114,2041,N.A.,0.112,2154,N.A.,0.108,1561,N.A.,0.09,0.788,1614,N.A.,0.089,0.791,1681,N.A.,0.084,0.78,2065,N.A.,0.118,2163,N.A.,0.119,2328,N.A.,0.116,956,N.A.,0.055,0.463,991,N.A.,0.055,0.458,1102,N.A.,0.055,0.473,33,N.A.,0.002,43,N.A.,0.002,37,N.A.,0.002,270,N.A.,0.015,267,N.A.,0.015,331,N.A.,0.017,0.284,0.292,0.325,100,108,96,10.9,,77950,,11,,80196,,66.5,,82680,,66.3,,84250,,123.7,,135612,,122,,137723,,13.5,,13.3,,42,N.A.,0.002,42,N.A.,0.002,48,N.A.,0.002,,,26936,,,,28087,
