CONAME,DISTNAME,DIST,GENERAL_CURR_EXP,L76400,GRANTS_ENTITLE,L92180,DEBT_SERVICE,SDA_DEBT_SERVICE,EXP23,TOTENR2A,PP23
Cape May,Ocean City,3780,27540.283567,224.5501668,1696.2106755,418.07099042,177.38816946,810.11225921,57364576.63,1858.4666667,30867
Cape May,Sea Isle City,4700,30889.622642,43.119496855,0,0,0,421.46238994,2492659.26,79.5,31354
Cape May,Stone Harbor Boro,5060,32970.687338,3341.729192,1503.8033758,0,0,471.53018678,4020001.05,104.99444444,38288
Cape May,Upper Twp,5340,19823.750399,1039.3298048,948.50686859,227.15784384,0,72.641879862,42681241.41,1930.2833333,22111
Cape May,West Cape May Boro,5610,26995.843838,1456.9372267,1595.4450733,43.622330846,0,311.61463854,2626183.58,86.377777778,30403
Cape May,West Wildwood,5700,25300.941176,0,0,0,0,0,860232,34,25301
Cape May,Wildwood City,5790,26697.5769,339.72539776,4078.8426635,1524.2357101,0,83.4608132,27766179.5,848.5,32724
Cape May,Wildwood Crest Boro,5800,37148.947747,263.58715993,5465.3128791,453.9550474,0,280.60211808,11782375.78,270.16111111,43612
Cape May,Woodbine Boro,5840,21285.274609,592.08353864,12163.372247,899.93518554,1116.5826479,588.18778001,10742405.98,293.14444444,36645
Cumberland,Bridgeton City,540,19311.6959,477.65973193,6282.8573838,1258.2959221,0,1563.500875,179244041.47,6203.5017857,28894
Cumberland,Commercial Twp,950,19464.376303,703.93418176,6035.2480046,743.67778889,135.07244412,131.1007829,17843227.87,655.67777778,27213
Cumberland,Cumberland Co Vocational,995,21463.272927,1505.1648938,147.16158774,804.29483757,5351.3146351,136.05923447,31823892.06,1082.1777778,29407
Cumberland,Cumberland Regional,997,23626.636514,3526.1507527,3632.2502965,452.069185,876.57151399,2326.3168546,39679849.04,1152.1444444,34440
Cumberland,Deerfield Twp,1020,21288.754185,55.995744978,4215.3379604,818.28369141,370.22042411,603.36270578,8713724.95,318.57777778,27352
Cumberland,Downe Twp,1120,23383.588096,15.951756686,5946.4184583,587.8375721,0,129.01266387,5095980.08,169.51111111,30063
Cumberland,Fairfield Twp,1460,15716.058279,298.58489375,4951.4050074,1194.4172102,998.13275826,2255.5249358,13421480.78,528.11111111,25414
Cumberland,Greenwich Twp,1820,19697.137662,598.29876078,3793.5412177,1277.5417565,0,9.8941810345,2093272.16,82.488888889,25376
Cumberland,Hopewell Twp,2270,18290.271573,672.30321523,3324.8585669,689.64003779,609.7030176,210.80606778,12175504.24,511.62777778,23798
Cumberland,Lawrence Twp,2570,19615.749454,170.37946128,4128.2392872,871.79962126,485.65187247,588.05497273,13883448.38,536.87222222,25860
Cumberland,Maurice River Twp,3050,19036.04881,175.20955293,3211.2146522,553.61585575,0,0,12080279,525.77612613,22976
Cumberland,Millville City,3230,22102.792804,203.53854868,6188.3893435,849.88752334,0,3354.463607,164530648.08,5031.6611111,32699
Cumberland,Stow Creek Twp,5070,18383.674254,364.83788739,5095.4062877,722.350521,0,71.614015473,3060709.45,124.22777778,24638
Cumberland,Upper Deerfield Twp,5300,21070.804969,211.70460989,5023.6198691,602.58036803,0,673.66593014,26755364.18,970.01666667,27582
Cumberland,Vineland City,5390,19461.75412,267.00180471,3900.5945782,665.55370189,0,1740.2331154,271453768.23,10426.438889,26035
Cumberland,Vineland Public Charter School,6028,11983.112283,0,2876.5134388,0,0,0,5915617,398.1,14860
Cumberland,Millville Public Charter School,6069,13272.147814,0,3767.1755725,2467.980569,0,0,5622005,288.2,19507
Cumberland,Compass Academy Cs,6089,12954.468585,497.65120376,4918.3734586,882.94186729,0,0,3278860,170.3,19253
Cumberland,Bridgeton Public Charter School,6100,18217.100086,0,4576.1420017,0,0,0,2664530,116.9,22793
Essex,Belleville Town,250,21599.018721,588.54269501,3285.9054472,765.85262268,595.32616697,27.506121659,134131136.68,4993.3131868,26862
Essex,Bloomfield Twp,410,21774.458829,2900.1412224,1859.8431282,555.24413298,373.26535327,236.9782343,179166692.5,6468.1277778,27700
Essex,Caldwell-West Caldwell,660,24078.931299,314.33645171,1033.4740222,352.06005415,1055.2093756,53.772670446,69630001.5,2589.6519337,26888
Essex,Cedar Grove Twp,760,25288.874005,385.70547728,826.97253081,372.33671667,1422.1539475,466.98362364,45807806.04,1592.5934066,28763
Essex,East Orange,1210,26003.150507,215.104904,6723.1760637,968.4256892,609.32593071,3138.2637954,351652312.83,9338.1878453,37657
Essex,Essex Co Voc-Tech,1390,26725.149581,5170.4695469,3177.5384209,855.37814128,7880.3700384,0,92248169.41,2105.6944444,43809
Essex,Essex Fells Boro,1400,28804.469144,1948.3771792,1164.7120513,0,0,19.841383947,7917991.12,247.92222222,31937
Essex,Fairfield Twp,1465,22772.076758,680.77473182,1137.1866508,0,0,194.37973302,17328438.83,699.16666667,24784
Essex,Glen Ridge Boro,1750,22660.211646,1566.4956129,1475.2400957,346.18612071,1064.2036692,137.03542143,51242445.11,1880.5,27249
Essex,Irvington Township,2330,22398.129262,144.18692884,6180.0045215,695.41322362,763.60142615,1991.7553717,246673946.49,7667.0888889,32173
Essex,Livingston Twp,2730,23702.853174,490.86335651,657.66610607,332.86361872,1280.2281574,360.85598182,171644708.09,6398.6055556,26825
Essex,Millburn Twp,3190,25849.697066,374.65346734,958.58347372,199.94477312,1326.5341108,178.48511506,139025722.38,4812.5939227,28888
Essex,Montclair Town,3310,28087.143379,152.574652,1214.6093097,306.16549653,6226.6912869,190.53615032,222863801.32,6160.25,36178
Essex,Newark City,3570,23403.391646,223.74337342,7317.7417142,680.15792949,153.09130719,1951.8209537,1401152588.4,41540.314058,33730
Essex,North Caldwell Boro,3630,25040.896116,157.25207878,861.81235166,0,757.69817193,192.25585281,19092708.39,706.87777778,27010
Essex,Nutley Town,3750,23106.573168,471.13547041,1110.9353491,446.56479746,841.63210666,223.34050235,106773744.79,4075.3055556,26200
Essex,City Of Orange Twp,3880,23648.534259,134.09862217,5311.2528327,820.79709748,66.242826497,3152.7922957,191780720.54,5788.0833333,33134
Essex,Roseland Boro,4530,24229.599005,981.048535,511.3922781,518.25363489,1797.9689915,545.28097872,13439107.43,470.16939891,28584
Essex,South Orange-Maplewood,4900,24642.018437,108.99204695,1665.4653068,367.39237282,1541.9957526,145.67286907,199980120,7023.8611111,28472
Essex,Verona Boro,5370,22144.68654,131.38367357,987.69855826,269.78006547,2193.1498463,112.11273981,57449726.22,2223.3888889,25839
Essex,West Essex Regional,5630,29524.666021,141.907234,736.45625277,635.91153006,1189.2757887,594.68267098,55212287.82,1682.1270718,32823
Essex,West Orange Town,5680,30965.611232,650.27488905,1283.2996422,687.50679741,846.92313401,162.43992479,240836789.39,6961.3944444,34596
Essex,Pride Academy Charter School,6020,19253.367928,62.306662203,1594.9949782,567.91094744,0,0,6415652,298.7,21479
Essex,Burch Charter School Of Excellence,6022,14718.55985,0,4107.5280549,1014.8628429,0,0,6364977,320.8,19841
Essex,Newark Educators Community Charter,6029,34456.636704,0,18424.127341,1802.0149813,0,0,7300151,133.5,54683
Essex,Great Oaks Legacy Charter School,6053,22414.227211,1148.9309843,5734.1788795,833.04853965,0,0,57976888,1924.2,30130
Essex,Roseville Community Cs,6058,28307.565718,0,8189.6939143,1123.5938063,0,0,10447311,277.7,37621
Essex,Phillip's Academy Charter School,6094,17731.695652,0,5934.253913,731.38782609,0,0,14028469,575,24397
Essex,Link Community Charter School,6099,19681.509774,1029.0345865,4577.7142857,1032.4661654,0,0,8751641,332.5,26321
Essex,Lead Charter School,6109,25900.552381,0,2772.0333333,339.92857143,0,0,6092628,210,29013
Essex,Discovery Cs,6320,19193.741224,0,5246.449348,1406.0682046,0,0,2576872,99.7,25846
Essex,East Orange Community Cs,6410,17751.025814,0,2815.0707071,722.97194164,0,0,9484280,445.5,21289
Essex,Gray Cs,6665,17323.606168,0,5068.4430605,465.6257414,0,0,7707608,337.2,22858
Essex,Marion P. Thomas Cs,7210,21865.960849,0,5560.4032132,1488.6819529,0,0,37074872,1282.2,28915
Essex,New Horizons Comm. Cs,7290,19174.092452,1261.9979107,6530.6894751,1361.6348916,0,0,10846950,382.9,28328
Essex,North Star Academy Charter School,7320,17999.97953,328.1414173,4440.595359,492.13719822,0,0,148857832,6399.5,23261
Essex,Team Academy Charter School,7325,19400.084089,144.51747997,3655.1022976,765.88426141,0,0,144780911,6041.2,23966
Essex,Robert Treat Academy Cs,7730,18010.13673,31.352907311,3006.6004606,1010.1813472,0,0,15326087,694.8,22058
Essex,Maria L. Varisco-Rogers Cs,7735,19097.315412,0,2912.5071685,1083.5125448,0,0,12886081,558,23093
Gloucester,Clayton Boro,860,19609.032138,1982.9398438,2748.9641804,560.97993809,810.83077462,628.79155207,39491932.97,1499.2265193,26342
Gloucester,Clearview Regional,870,19289.16411,338.82104103,1011.9299407,448.84373373,1289.8555046,592.78628431,50501603.3,2198.4555556,22971
Gloucester,Deptford Twp,1100,21090.775888,299.74849343,1286.1911955,406.59322435,408.44771233,265.44920116,98206481.11,4133.7555556,23757
Gloucester,East Greenwich Twp,1180,19893.251206,595.83820472,737.69233787,683.4917023,1247.9061556,648.05632234,30339857.38,1274.45,23806
Gloucester,Elk Twp,1330,21755.755698,911.62722037,1391.9523076,490.20034066,436.00324438,54.728292643,8575595.92,342.47222222,25040
Gloucester,Franklin Twp,1590,20718.400496,690.00728265,1246.3201688,460.23614204,148.30992282,102.27768244,31014394.85,1327.3555556,23366
Gloucester,Gateway Regional,1715,30259.459339,338.47358049,1622.4218198,888.44197375,614.53203436,562.3155468,30734794.4,896.43333333,34286
Gloucester,Glassboro,1730,22974.978128,2065.5679374,2760.5555862,639.7134406,844.07737568,381.48185346,56778309,1913.8944444,29666
Gloucester,Gloucester Co Spec Serv,1774,70685.329929,318.93951296,7534.5227808,1146.4512962,2344.9657502,643.24581697,42097323.33,509.2,82673
Gloucester,Gloucester Co Vocational,1775,17502.21774,381.72262117,1574.4639576,367.54271527,2470.9522521,371.53458927,38651694.73,1705.0888889,22668
Gloucester,Greenwich Twp,1830,27804.209631,4.2241794152,969.59119039,600.32700292,0,25.292803026,14596786.05,496.42777778,29404
Gloucester,Harrison Twp,2070,18521.116651,97.693660944,639.34374974,334.73315602,768.87834649,175.71970418,27369393.84,1332.6555556,20537
Gloucester,Kingsway Regional,2440,19067.903658,956.77047233,671.87069631,485.12004934,1134.0603387,479.8795587,66945118.96,2936.7555556,22796
Gloucester,Logan Twp,2750,21771.21042,271.02342394,2841.8969874,443.45997495,548.22397767,49.587005867,26218646.89,1011.3111111,25925
Gloucester,Mantua Twp,2990,17453.50708,0,2212.4012138,348.12879299,0,0,29680817,1483,20014
Gloucester,Monroe Twp,3280,20974.694592,1218.866366,1694.4627245,476.47741737,604.94342469,236.60385464,147421214.82,5848.6444444,25206
Gloucester,National Park Boro,3490,19829.728971,0,4410.1127391,0,748.86122077,0,7314471,292.71111111,24989
Gloucester,Newfield Boro,3580,18339.688797,2.3692946058,207.55186722,0,0,23.112614108,4476026.14,241,18573
Gloucester,Paulsboro Boro,4020,22908.723333,91.090497332,6297.7224874,746.87510095,164.345423,284.52692025,39427142.02,1292.9779006,30493
Gloucester,Pitman Boro,4140,24814.179861,1437.9583873,2432.4541394,647.34801522,658.55367518,11.609191588,34254734.73,1141.7444444,30002
Gloucester,South Harrison Twp,4880,16421.035387,802.86815685,2344.9517557,485.58996365,2562.5702528,207.39073495,7875428.97,345.0441989,22824
Gloucester,Delsea Regional H.S Dist.,4940,24683.72226,2018.824128,1808.9647686,475.32018969,390.05719248,571.80190913,49048301.4,1637.7444444,29949
Gloucester,Swedesboro-Woolwich,5120,20547.844082,52.236655409,636.19556746,529.97761746,1992.9618897,480.39022363,40430854.88,1667.9666667,24240
Gloucester,Washington Twp,5500,24362.669874,192.53290919,1475.7438177,479.70225169,172.3818307,211.15900504,191820716.18,7132.4222222,26894
Gloucester,Wenonah Boro,5590,24038.021635,1657.7369259,1175.9908415,0,1589.8068755,585.78472259,4863170.38,167.42222222,29047
Gloucester,West Deptford Twp,5620,22621.236975,608.86683386,1752.4417287,466.03863534,339.21902418,124.32669767,74162819.06,2862.0888889,25912
Gloucester,Westville Boro,5740,19621.068342,47.689746522,4584.7429754,0,0,290.91240464,9419464.1,383.77222222,24544
Gloucester,Woodbury City,5860,20664.306642,2485.0030271,3208.9185155,710.08336544,519.69528718,616.58367397,48399234.01,1716.0055556,28205
Gloucester,Woodbury Heights Boro,5870,19698.838286,1.9065997684,1342.2693941,0,606.51871864,101.23543034,5635624.1,259.1,21751
Hudson,Bayonne City,220,19739.933769,93.869019676,2464.4494911,543.00911854,807.21515473,253.88816493,245527746.2,10272.111111,23902
Hudson,East Newark Boro,1200,17485.25333,71.468182663,4651.8766962,631.12748621,22.361393519,0,8109257.66,354.7032967,22862
Hudson,Guttenberg Town,1850,17773.124433,244.29877128,2555.3396616,519.06133548,0,257.19135361,28263250.06,1323.8666667,21349
Hudson,Harrison Town,2060,20234.066114,45.716821691,7069.8891189,835.56530341,402.73481606,4234.3995099,80751375.94,2460.2541436,32822
Hudson,Hoboken City,2210,20860.363405,189.60935779,6695.0966185,423.20999497,0,1407.3169041,94473768.38,3194.3149171,29576
Hudson,Hudson County Vocational,2295,28753.957701,77.532305183,4279.200915,1073.2925797,4908.9927543,115.6155353,98275464.02,2506.4777778,39209
Hudson,Jersey City,2390,24476.611481,258.29663225,5128.8328356,542.34924373,47.214063333,1485.3265706,818014519.4,25612.072222,31939
Hudson,Kearny Town,2410,22008.158006,460.43991212,2919.2124908,610.82394284,219.34062417,555.67433025,145012331.83,5416.2333333,26774
Hudson,North Bergen Twp,3610,19708.084851,372.26583279,2237.0252767,503.58679998,425.15932379,189.01931834,169955811.7,7252.1777778,23435
Hudson,Secaucus Town,4730,21293.348944,853.92427088,1200.4275088,613.96142593,838.18872863,252.50085768,55514480.47,2215.9388889,25052
Hudson,Union City,5240,22378.872234,209.93591707,5467.6450989,833.21008211,0,2206.8823378,400496903.4,12879.144444,31097
Hudson,Weehawken Twp,5580,27656.62922,801.34078926,2026.6152055,465.98772054,1759.3148152,246.66089426,40109035.16,1217.0277778,32957
Hudson,West New York Schools,5670,19314.712354,63.079998929,6746.3690985,795.2266215,0,2527.8898107,250470856.67,8505.7388889,29447
Hudson,The Ethical Community Charter Schoo,6030,17173.240268,0,2339.390604,924.84832215,0,0,7612961,372.5,20437
Hudson,Hola Hoboken Dual Lang Cs,6036,13954.437352,0,2055.2576832,704.25295508,0,0,7070000,423,16714
Hudson,Dr Lena Edwards Academic Charter Sc,6064,22620.495755,0,2572.7115859,813.77704738,0,0,9495150,365.1,26007
Hudson,Beloved Community Charter School,6082,16958.011371,5925.4031529,2752.2638584,588.18128957,0,0,40589290,1547.8,26224
Hudson,Jersey City Global Cs,6093,14918.535452,3052.1491443,1989.4523227,472.83374083,0,0,8357085,409,20433
Hudson,Empowerment Academy Charter School,6103,18394.619582,232.01071032,2474.3285844,552.16631302,0,0,21430098,989.7,21653
Hudson,Hudson Arts And Science  Charter Sc,6105,15963.535779,290.19723391,1531.5466025,911.17979555,0,0,15546106,831.5,18696
Hudson,Elysian Cs Of Hoboken,6420,16893.586806,0,1897.5972222,1391.7361111,0,0,5812681,288,20183
Hudson,Hoboken Cs,6720,19927.965703,0,1968.6247478,182.71015467,0,0,6566384,297.4,22079
Hudson,Jersey City Comm. Cs,6910,15392.728696,30.330434783,2072.0991304,649.76521739,1153.8956522,0,10433331,575,18145
Hudson,Jersey City Golden Door Charter Sch,6915,13581.926177,235.87362992,5646.5554481,580.05641522,0,0,12435553,620.4,20044
Hudson,Learning Community Cs,7115,15196.500253,1084.5184685,5674.1845168,565.17962557,0,0,13352335,592.9,22520
Hudson,Soaring Heights Cs,7830,14445.255935,0,2829.7255193,0,0,0,4657335,269.6,17275
Hudson,University Academy Cs,8060,20873.761337,165.92362768,2695.7494033,360.11694511,0,0,10096036,419,24096
Hunterdon,Alexandria Twp,20,27641.950451,357.03149422,736.62806296,304.28956469,0,298.51799195,13243524.68,451.40555556,29338
Hunterdon,Bethlehem Twp,370,27000.072391,644.91821783,692.58156039,411.41850079,1018.6977103,726.91713388,11015291.73,361.22099448,30495
Hunterdon,Bloomsbury Boro,430,28584.360346,4.4261620732,1711.1559029,462.51748252,0,43.230193336,3744431.63,121.55,30806
Hunterdon,Califon Boro,670,35112.364754,900.29298267,2005.2992503,22.612756544,0,32.902578346,3367433.09,88.445652174,38073
Hunterdon,Clinton-Glen Gardner,910,26281.80942,1275.3992696,999.53616204,373.27133768,940.15511464,325.90212718,13367298.44,442.68333333,30196
Hunterdon,Clinton Twp,920,30039.273222,177.63280867,827.55353614,522.82151506,1620.0916804,559.06658473,39624034.85,1174.1693529,33746
Hunterdon,Delaware Twp,1040,27759.238846,1000.5905781,859.31769723,323.93048236,510.89672929,531.43646458,12836739.27,414.28333333,30985
Hunterdon,Delaware Valley Regional,1050,30001.539549,2001.8038719,1405.6259385,638.1581185,0,576.56800485,24520198.42,708.19125683,34624
Hunterdon,East Amwell Twp,1160,28935.097334,13.52683269,1097.60698,446.52227289,580.71729218,80.715389337,11842744.61,380.13333333,31154
Hunterdon,South Hunterdon Regional School Dis,1376,33522.315933,703.56057821,2257.0715016,564.98152146,2037.713606,0,32491678,831.29444444,39086
Hunterdon,Flemington-Raritan Reg,1510,26009.189365,18.832903425,631.90735704,387.32501086,1847.8750718,185.30104895,92195305.21,3170.3555556,29080
Hunterdon,Franklin Twp,1600,30590.707035,3284.4257946,1625.8097149,306.89104861,2292.7235899,809.26088735,10976844.5,282.10989011,38910
Hunterdon,Frenchtown Boro,1680,29708.428847,142.72722532,1757.0110028,4.9653230432,1040.6434792,1448.7220733,3633242.24,106.53888889,34102
Hunterdon,Hampton Boro,1970,25879.922478,258.57180127,4114.272297,323.55857031,1651.6715739,0,4803941,149.06111111,32228
Hunterdon,High Bridge Boro,2140,26855.843732,1013.9499642,2861.0909544,434.50477643,1501.073529,39.794719482,11678677.81,357.07777778,32706
Hunterdon,Holland Twp,2220,26558.480384,164.6794158,1036.0928131,336.90251842,0,365.45020773,14767145.81,518.84444444,28462
Hunterdon,Hunterdon Central Reg,2300,28897.316549,1781.7923238,806.44204176,528.4658204,0,463.04504751,82069895.98,2527.0111111,32477
Hunterdon,Hunterdon Co Vocational,2308,15066.520157,718.35739864,1932.0630703,0,0,691.04308652,10623861,577.13333333,18408
Hunterdon,Kingwood Twp,2450,24703.725712,641.55524805,1697.4002087,534.46807026,735.66280141,400.87164522,9523573.58,331.67369552,28714
Hunterdon,Lebanon Boro,2590,31650.822458,1171.5209839,1322.0392451,228.62923669,0,79.617087597,4077277.24,118.34444444,34453
Hunterdon,Lebanon Twp,2600,27686.94988,3565.590029,836.7186039,411.33622925,0,22.208360494,18986489.02,583.79005525,32523
Hunterdon,Milford Boro,3180,25252.762289,494.28352917,4515.6810123,2.0649377738,564.72919419,505.19040534,2503817.52,79.905555556,31335
Hunterdon,North Hunterdon-Voorhees Regional H,3660,33438.103631,165.00079152,1476.7552269,860.47757679,388.44549123,326.6090245,73027409.11,1992.2692308,36655
Hunterdon,Readington Twp,4350,28317.175047,1270.0759674,734.60001794,570.23762766,1448.512426,545.73872617,46593039.2,1416.7900552,32886
Hunterdon,Tewksbury Twp,5180,32247.162862,1253.6386942,1134.6631991,602.76151251,1459.8290098,998.24416877,19139723.31,507.73480663,37696
Hunterdon,Union Twp,5270,28823.005066,875.33811506,696.42363445,419.49826955,2148.7378994,682.54557531,14742665.97,438.17582418,33646
Mercer,East Windsor Regional,1245,23987.062226,2176.2227822,1160.6763405,449.81368525,561.25944207,443.50556467,147125009.89,5112.3166667,28779
Mercer,Ewing Twp,1430,27216.025666,1670.7592509,1584.8866994,644.48437597,1174.4823163,33.392778997,114027000.14,3527.623143,32324
Mercer,Hamilton Twp,1950,21390.235216,395.32808025,1614.7028186,365.77213579,560.21168629,93.437643818,291624793.03,11942.2,24420
Mercer,Hopewell Valley Regional,2280,30811.117232,628.91760099,905.92031288,457.64800553,1210.6914781,335.42714973,119147105.83,3468.6483516,34350
Mercer,Lawrence Twp,2580,25953.934453,720.1491072,1144.9723559,492.27335629,1346.2549214,243.64181031,111595009.85,3732.121547,29901
Mercer,Mercer County Special Services Scho,3103,94168.671765,483.62186977,1431.8675032,1520.7172524,799.89464387,1972.3404678,48988914.6,488.04864865,100377
Mercer,Mercer County Vocational,3105,16483.187577,604.77488081,1609.2865121,0,4.5423264919,133.22170368,17425944.75,925.18888889,18835
Mercer,Princeton Public Schools,4255,28768.346422,160.4513842,1370.5269492,404.326521,1088.2015706,571.02789233,123701178.43,3822.3166667,32363
Mercer,Trenton Public School District,5210,21835.142345,295.24876642,4939.8384792,649.23299557,78.215149748,2487.8527294,455886584.19,15052.950276,30286
Mercer,Robbinsville Twp,5510,20070.017395,728.22336181,842.25341529,397.8407299,1893.9473242,233.22873632,74324116.78,3075.6277778,24166
Mercer,W Windsor-Plainsboro Reg,5715,23066.757935,2486.8960255,704.26624269,285.07930573,1307.9978229,98.997803417,253340929.79,9064.0777778,27950
Mercer,Foundation Academy Cs,6017,18313.100153,0,2606.8644878,766.71253823,0,0,22692939,1046.4,21687
Mercer,Paul Robeson Humanities  Charter Sc,6025,17325.18333,2624.158506,4519.492143,774.72785243,0,0,11084448,439.1,25244
Mercer,Trenton Stem-To-Civics Cs,6183,19062.274207,849.68123393,4282.1953728,373.26649529,0,0,14335088,583.5,24567
Mercer,International Charter School,6810,14889.018519,4373.4351852,4827.8796296,720.53703704,0,0,2679574,108,24811
Mercer,Pace Cs Of Hamilton,7500,16595.396681,0,1843.3803137,692.83928165,0,0,8415998,439.9,19132
Mercer,Princeton Cs,7540,19921.408551,1839.9287411,931.19952494,324.47505938,0,0,9690162,421,23017
Mercer,Achievers Early College Prep Charte,7895,15357.653599,0,3915.1667642,633.73025161,0,0,6804059,341.8,19907
Mercer,Village Cs,8140,17008.747554,3003.7126083,4137.1093095,1005.4207436,0,0,8997940,357.7,25155
Middlesex,Carteret Boro,750,20700.066871,372.55049298,2238.0552545,596.65840012,630.65697299,21.190814463,97324887.49,3962.8722222,24559
Middlesex,Cranbury Twp,970,30772.765185,1944.9215446,572.26947096,342.04944774,1257.1474699,558.78630123,24614620.45,694.38790669,35448
Middlesex,Dunellen Boro,1140,18834.466475,3393.0413641,1141.7439999,756.1792458,1950.6375566,319.69084851,34762340.25,1316.9668508,26396
Middlesex,East Brunswick Twp,1170,24732.062217,1808.2392811,1426.8595291,453.75889738,623.11965202,494.76554251,242701817.86,8216.3722222,29539
Middlesex,Edison Twp,1290,19279.985409,764.94891127,993.6348445,503.70840288,30.358578465,68.532497337,363554440.51,16799.205556,21641
Middlesex,Highland Park Boro,2150,26495.138461,282.90131479,1714.2840552,505.88558156,1139.3148166,497.99470144,49242171.55,1607.3555556,30636
Middlesex,Jamesburg Boro,2370,18438.519889,73.601176064,3557.0639917,526.20581114,0,52.826056728,21825331.71,963.66666667,22648
Middlesex,Metuchen Boro,3120,22313.303616,1619.3832332,1107.0031763,436.38230617,1087.7109307,438.980342,62075150.61,2298.8443524,27003
Middlesex,Middlesex Boro,3140,22679.717402,1912.9839482,1245.4403811,562.90599031,171.99079663,147.30532388,54840536.81,2052.3888889,26720
Middlesex,Middlesex Co Vocational,3150,24841.453512,576.8525042,2327.0600714,420.46034855,1630.5212452,547.41669364,65321527.3,2152.7166667,30344
Middlesex,Milltown Boro,3220,20541.080216,988.14616216,1165.7963243,255.70594595,759.49145946,25.96147027,27444959.95,1156.25,23736
Middlesex,Monroe Twp,3290,22977.27284,50.274110768,733.13960243,653.83030539,1526.9163975,193.96165561,181962750.39,6962.3111111,26135
Middlesex,New Brunswick City,3530,24838.356035,1036.953344,4301.6160379,761.8317726,266.46690268,3063.0022425,330078409.7,9632.2,34268
Middlesex,North Brunswick Twp,3620,24027.081788,625.9273214,2027.2476835,655.63572346,1570.531549,267.99583114,172069593.99,5897.9611111,29174
Middlesex,Old Bridge Twp,3845,23187.973108,52.12256937,1438.4783309,455.30344789,330.52219104,195.26356423,207370269.44,8081.5662983,25660
Middlesex,Perth Amboy City,4090,37676.010112,619.66649653,6610.0862418,820.89044724,0,2850.3332199,494257150.38,10174.718232,48577
Middlesex,Piscataway Twp,4130,19660.840511,389.98880688,1877.8176292,485.05548221,495.08809481,252.68465984,170369120.36,7355.7111111,23161
Middlesex,Sayreville Boro,4660,19751.736926,223.39547951,2378.7764882,423.44236255,564.3449159,296.84726875,151862726.4,6424.3690301,23639
Middlesex,South Amboy City,4830,18946.032638,3.4111339127,2296.9190784,499.36678151,507.39144459,12.500821324,26461825.74,1188.4611111,22266
Middlesex,South Brunswick Twp,4860,22671.559874,240.77354255,892.61817721,449.09975327,907.257206,148.25604165,202083656.07,7984.4777778,25310
Middlesex,South Plainfield Boro,4910,22649.540159,1052.1666851,1947.0599099,500.11442601,652.43974151,200.70184882,96174154.58,3561.7388889,27002
Middlesex,South River Boro,4920,18396.358644,444.16730843,2975.3613833,506.73278466,532.05204615,449.62495028,58000123.07,2488.8166667,23304
Middlesex,Spotswood Boro,4970,20727.715436,286.81208324,1173.0859459,415.28688965,720.44707195,332.58649172,39102733.08,1652.9777778,23656
Middlesex,Woodbridge Twp,5850,23100.168964,332.56009922,1592.9994068,657.69740981,917.91562562,237.45495947,373280690.94,13908.25,26839
Middlesex,Academy For Urban Leadership Charte,6032,23934.615177,10.477990818,3786.2705914,614.47745072,0,0,10496465,370.3,28346
Middlesex,Hatikvah International Cs,6041,15839.028686,0,1834.0731421,120.50494883,0,0,10606769,596.1,17794
Middlesex,Greater Brunswick Cs,6635,20129.941846,0,3314.9481669,1357.7420986,1393.125158,0,9773139,395.5,24711
Middlesex,Middlesex Charter School,7896,14555.237118,3.5590515276,1542.621979,0.6885544916,0,0,7062384,438.6,16102
Monmouth,Allenhurst,50,24901.214286,0,989.78571429,0,0,0,362474,14,25891
Monmouth,Asbury Park City,100,36052.351878,129.71680575,17307.917954,991.34345171,0,2431.1652944,85890757.13,1509.1722222,56912
Monmouth,Atlantic Highlands Boro,130,25789.168171,196.97978455,984.27758049,477.98361339,984.14902692,630.04610074,8138659.41,280.03888889,29063
Monmouth,Avon Boro,180,33516.849377,1250.2967157,1486.7361268,206.98301246,2802.0951302,51.005775764,5785705.35,147.16666667,39314
Monmouth,Belmar Boro,270,24959.440268,840.87197222,4891.1178739,672.77961562,1574.0683796,383.46758268,18765297.57,563.15469613,33322
Monmouth,Bradley Beach Boro,500,28362.037277,136.62907428,3503.8296864,479.30366025,571.61076393,425.41089876,10208622.6,304.92777778,33479
Monmouth,Brielle Boro,560,25016.955496,93.20371175,712.73508783,326.51045869,0,416.28069642,19022211.48,716.04444444,26566
Monmouth,Colts Neck Twp,945,31611.045789,430.47858304,908.48664739,445.21889844,1625.0374718,457.63795647,36533758.66,1029.7608696,35478
Monmouth,Deal Boro,1000,32335.671813,0.9040652599,2469.8638172,0,0,5.3945998786,5737377.09,164.81111111,34812
Monmouth,Eatontown Boro,1260,25280.80517,679.65512005,4431.0111867,540.87063627,1954.6017177,0,32485175,987.78333333,32887
Monmouth,Fair Haven Boro,1440,22036.637737,17.326639977,628.64614625,37.603947089,1482.2791106,406.62585481,23802897.34,967.23888889,24609
Monmouth,Farmingdale Boro,1490,23100.999188,2.7660438668,3930.2863526,142.60966694,1921.9130788,16.548679935,4778762.19,164.13333333,29115
Monmouth,Freehold Boro,1640,22342.825374,348.65991466,3683.8789379,810.15053735,718.53433516,1388.9453937,49425744.13,1687.2888889,29293
Monmouth,Freehold Regional,1650,22508.228946,35.688799614,1172.2602504,271.01161531,78.352833232,37.545057763,247722427.74,10277.622222,24103
