GROUP,CONAME,DIST,DISTNAME,PP19,RK19,PCT19,SBA9,PP29,RK29,PCT29,SBB9,PP39,RK39,PCT39,SBC9
A. K-6,Statewide,N.A.,1. State average - Operating Type K-6,1234,N.A.,0.087,0.802,1243,N.A.,0.085,0.802,1291,N.A.,0.084,0.801
A. K-6,Statewide,N.A.,2. State median - Operating Type K-6,1363,N.A.,0.09,0.79,1372,N.A.,0.088,0.802,1382,N.A.,0.085,0.788
A. K-6,Statewide,N.A.,5. State average - All operating types,1309,N.A.,0.088,0.801,1344,N.A.,0.088,0.8,1385,N.A.,0.087,0.802
A. K-6,Statewide,N.A.,6. State median - All operating types,1364,N.A.,0.092,0.79,1397,N.A.,0.092,0.799,1441,N.A.,0.09,0.778
A. K-6,Bergen,1270,Edgewater Boro,1139,20|56,0.102,0.7812,1052,16|56,0.091,0.8092,1299,25|56,0.111,0.8849
A. K-6,Bergen,3870,Oradell Boro,1505,36|56,0.115,0.8649,1482,35|56,0.111,0.8392,1453,31|56,0.112,0.8293
A. K-6,Bergen,4410,River Edge Boro,1178,23|56,0.089,0.8611,1114,21|56,0.083,0.8556,1472,33|56,0.105,0.8943
A. K-6,Bergen,4620,Saddle River Boro,1545,39|56,0.061,0.7717,1787,49|56,0.062,0.8028,1790,51|56,0.06,0.8234
A. K-6,Burlington,200,Bass River Twp,1543,38|56,0.075,0.6735,1603,41|56,0.078,0.6663,1362,28|56,0.08,0.6703
A. K-6,Burlington,830,Chesterfield Twp,960,12|56,0.086,0.7736,925,11|56,0.081,0.7388,1008,10|56,0.089,0.7736
A. K-6,Burlington,2960,Mansfield Twp,1436,32|56,0.103,0.8104,1606,42|56,0.099,0.7915,1324,26|56,0.086,0.7938
A. K-6,Burlington,3650,North Hanover Twp,1331,28|56,0.087,0.8682,1382,29|56,0.089,0.878,1442,30|56,0.086,0.8583
A. K-6,Burlington,5010,Springfield Twp,1692,47|56,0.089,0.8282,1402,30|56,0.075,0.8228,1649,43|56,0.084,0.8711
A. K-6,Camden,2540,Laurel Springs Boro,949,11|56,0.083,0.7189,1025,14|56,0.083,0.7487,1070,12|56,0.073,0.7573
A. K-6,Camden,5560,Waterford Twp,1394,29|56,0.086,0.7499,1723,48|56,0.1,0.7878,1629,40|56,0.092,0.8021
A. K-6,Cape May,710,Cape May City,1319,27|56,0.081,0.8396,1280,26|56,0.078,0.797,1263,24|56,0.08,0.7904
A. K-6,Cape May,2840,Lower Twp,1078,18|56,0.077,0.8569,1050,15|56,0.072,0.8656,1045,11|56,0.069,0.8489
A. K-6,Cape May,5610,West Cape May Boro,49,1|56,0.003,0.0627,292,1|56,0.021,0.3181,331,1|56,0.024,0.3621
A. K-6,Essex,1400,Essex Fells Boro,1684,46|56,0.087,0.7782,1586,39|56,0.086,0.8481,1520,38|56,0.075,0.8168
A. K-6,Essex,1465,Fairfield Twp,1554,40|56,0.099,0.8183,1409,33|56,0.09,0.8206,1401,29|56,0.087,0.7983
A. K-6,Essex,3630,North Caldwell Boro,1581,44|56,0.101,0.8857,1614,43|56,0.103,0.8997,1775,49|56,0.101,0.8271
A. K-6,Essex,4530,Roseland Boro,1555,41|56,0.098,0.8687,1499,36|56,0.1,0.8517,1483,35|56,0.092,0.8441
A. K-6,Gloucester,1180,East Greenwich Twp,1047,16|56,0.095,0.8696,1099,20|56,0.097,0.8533,1133,17|56,0.092,0.8276
A. K-6,Gloucester,1330,Elk Twp,590,4|56,0.046,0.4824,665,5|56,0.049,0.5038,670,5|56,0.044,0.4618
A. K-6,Gloucester,1590,Franklin Twp,908,9|56,0.077,0.7855,899,10|56,0.073,0.7717,948,9|56,0.072,0.7476
A. K-6,Gloucester,2070,Harrison Twp,967,13|56,0.087,0.7416,988,12|56,0.086,0.8039,1076,13|56,0.085,0.8
A. K-6,Gloucester,2990,Mantua Twp,1189,24|56,0.082,0.7943,1278,25|56,0.09,0.8182,1172,20|56,0.083,0.7957
A. K-6,Gloucester,3490,National Park Boro,775,8|56,0.057,0.5592,845,9|56,0.055,0.5526,875,8|56,0.053,0.5514
A. K-6,Gloucester,4880,South Harrison Twp,725,5|56,0.062,0.6433,567,2|56,0.049,0.4625,582,3|56,0.048,0.4759
A. K-6,Gloucester,5120,Swedesboro-Woolwich,1121,19|56,0.094,0.7539,1220,23|56,0.098,0.7826,1219,22|56,0.094,0.771
A. K-6,Gloucester,5590,Wenonah Boro,1418,30|56,0.095,0.8361,1686,45|56,0.099,0.824,1740,46|56,0.108,0.8567
