GROUP,DISTNAME,csg1PP1,csg1RK1,csg1PP2,csg1RK2,csg1PP3,csg1RK3,csg2PP1,csg2RK1,csg2pct1,csg2PP2,csg2RK2,csg2pct2,csg2PP3,csg2RK3,csg2pct3,csg3PP1,csg3RK1,csg3pct1,csg3sba,csg3PP2,csg3RK2,csg3pct2,csg3sbb,csg3PP3,csg3RK3,csg3pct3,csg3sbc,csg4PP1,csg4RK1,csg4pct1,csg4PP2,csg4RK2,csg4pct2,csg4PP3,csg4RK3,csg4pct3,csg5PP1,csg5RK1,csg5pct1,csg5PP2,csg5RK2,csg5pct2,csg5PP3,csg5RK3,csg5pct3,csg6PP1,csg6RK1,csg6pct1,csg6PP2,csg6RK2,csg6pct2,csg6PP3,csg6RK3,csg6pct3,csg7PP1,csg7RK1,csg7pct1,csg7sba,csg7PP2,csg7RK2,csg7pct2,csg7sbb,csg7PP3,csg7RK3,csg7pct3,csg7sbc,csg8PP1,csg8RK1,csg8pct1,csg8PP2,csg8RK2,csg8pct2,csg8PP3,csg8RK3,csg8pct3,csg9PP1,csg9RK1,csg9pct1,csg9sba,csg9PP2,csg9RK2,csg9pct2,csg9sbb,csg9PP3,csg9RK3,csg9pct3,csg9sbc,csg10PP1,csg10RK1,csg10pct1,csg10PP2,csg10RK2,csg10pct2,csg10PP3,csg10RK3,csg10pct3,csg11PP1,csg11RK1,csg11pct1,csg11sba,csg11PP2,csg11RK2,csg11pct2,csg11sbb,csg11PP3,csg11RK3,csg11pct3,csg11sbc,csg12PP1,csg12RK1,csg12pct1,csg12PP2,csg12RK2,csg12pct2,csg12PP3,csg12RK3,csg12pct3,csg13PP1,csg13RK1,csg13pct1,csg13PP2,csg13RK2,csg13pct2,csg13PP3,csg13RK3,csg13pct3,csg14PP1,csg14PP2,csg14PP3,csg15PP1,csg15PP2,csg15PP3,csg16STRAT00,csg16RK00,csg16SALT00,csg16RKSAL00,csg16STRAT01,csg16RK01,csg16SALT01,csg16RKSAL01,csg17SSRAT00,csg17RK00,csg17SALS00,csg17RKSAL00,csg17SSRAT01,csg17RK01,csg17SALS01,csg17RKSAL01,csg18SARAT00,csg18RK00,csg18SALAM00,csg18RKSAL00,csg18SARAT01,csg18RK01,csg18SALAM01,csg18RKSAL01,csg19FARAT00,csg19RK00,csg19FARAT01,csg19RK01,csg8aPP1,csg8aRK1,csg8apct1,csg8aPP2,csg8aRK2,csg8apct2,csg8aPP3,csg8aRK3,csg8apct3,csg1aEXP1,csg1aADE1,csg1aPP1,csg1aRK1,csg1aEXP2,csg1aADE2,csg1aPP2,csg1aRK2
A. K-6,1. State average - Operating Type K-6,14139,N.A.,14554,N.A.,15452,N.A.,8684,N.A.,0.614,8900,N.A.,0.612,9318,N.A.,0.603,8132,N.A.,0.575,0.936,8367,N.A.,0.575,0.94,8694,N.A.,0.563,0.933,387,N.A.,0.027,351,N.A.,0.024,375,N.A.,0.024,165,N.A.,0.012,181,N.A.,0.012,249,N.A.,0.016,2258,N.A.,0.16,2363,N.A.,0.162,2568,N.A.,0.166,1859,N.A.,0.131,0.823,1953,N.A.,0.134,0.826,2086,N.A.,0.135,0.812,1539,N.A.,0.109,1549,N.A.,0.106,1612,N.A.,0.104,1234,N.A.,0.087,0.802,1243,N.A.,0.085,0.802,1291,N.A.,0.084,0.801,1539,N.A.,0.109,1628,N.A.,0.112,1825,N.A.,0.118,755,N.A.,0.053,0.491,799,N.A.,0.055,0.491,848,N.A.,0.055,0.465,143,N.A.,0.01,86,N.A.,0.006,86,N.A.,0.006,47,N.A.,0.003,49,N.A.,0.003,53,N.A.,0.003,0.326,0.335,0.362,122,123,109,11.1,,59926,,10.9,,61184,,75.1,,63324,,75,,63584,,136,,107170,,136.6,,109000,,14.1,,14.4,,39,N.A.,0.003,42,N.A.,0.003,34,N.A.,0.002,,,18846,,,,19607,
A. K-6,2. State median - Operating Type K-6,15084,N.A.,15530,N.A.,16280,N.A.,9426,N.A.,0.625,9530,N.A.,0.614,9856,N.A.,0.605,9046,N.A.,0.6,0.96,8953,N.A.,0.576,0.939,9379,N.A.,0.576,0.952,367,N.A.,0.024,354,N.A.,0.023,393,N.A.,0.024,169,N.A.,0.011,185,N.A.,0.012,224,N.A.,0.014,2363,N.A.,0.157,2610,N.A.,0.168,2660,N.A.,0.163,1797,N.A.,0.119,0.761,1887,N.A.,0.121,0.723,1945,N.A.,0.119,0.731,1725,N.A.,0.114,1711,N.A.,0.11,1754,N.A.,0.108,1363,N.A.,0.09,0.79,1372,N.A.,0.088,0.802,1382,N.A.,0.085,0.788,1565,N.A.,0.104,1601,N.A.,0.103,1778,N.A.,0.109,762,N.A.,0.051,0.487,786,N.A.,0.051,0.491,843,N.A.,0.052,0.474,93,N.A.,0.006,51,N.A.,0.003,93,N.A.,0.006,50,N.A.,0.003,55,N.A.,0.004,51,N.A.,0.003,0.295,0.311,0.347,117,85,74,11.1,,59926,,10.9,,61184,,75.1,,63324,,75,,63584,,136,,107170,,136.6,,109000,,14.1,,14.4,,39,N.A.,0.003,32,N.A.,0.002,33,N.A.,0.002,,,19697,,,,20590,
B. K-8 / 0 - 400,1. State average - Operating Type K-8,14851,N.A.,15377,N.A.,16450,N.A.,9128,N.A.,0.615,9431,N.A.,0.613,10009,N.A.,0.608,8584,N.A.,0.578,0.94,8862,N.A.,0.576,0.94,9393,N.A.,0.571,0.938,325,N.A.,0.022,340,N.A.,0.022,360,N.A.,0.022,219,N.A.,0.015,229,N.A.,0.015,256,N.A.,0.016,2318,N.A.,0.156,2414,N.A.,0.157,2646,N.A.,0.161,1961,N.A.,0.132,0.846,2037,N.A.,0.132,0.844,2218,N.A.,0.135,0.838,1628,N.A.,0.11,1655,N.A.,0.108,1747,N.A.,0.106,1310,N.A.,0.088,0.805,1338,N.A.,0.087,0.808,1399,N.A.,0.085,0.801,1605,N.A.,0.108,1658,N.A.,0.108,1845,N.A.,0.112,755,N.A.,0.051,0.47,780,N.A.,0.051,0.47,833,N.A.,0.051,0.451,30,N.A.,0.002,38,N.A.,0.002,44,N.A.,0.003,110,N.A.,0.007,117,N.A.,0.008,132,N.A.,0.008,0.302,0.308,0.346,102,105,92,10.9,,63770,,10.9,,65242,,70.1,,67532,,69.8,,69068,,142.4,,115173,,142.2,,118007,,15.1,,15.1,,42,N.A.,0.003,42,N.A.,0.003,40,N.A.,0.002,,,20020,,,,20749,
B. K-8 / 0 - 400,2. State median - Operating Type K-8,15139,N.A.,15758,N.A.,16834,N.A.,9173,N.A.,0.606,9565,N.A.,0.607,10002,N.A.,0.594,8622,N.A.,0.569,0.94,9029,N.A.,0.573,0.944,9387,N.A.,0.558,0.939,319,N.A.,0.021,350,N.A.,0.022,386,N.A.,0.023,163,N.A.,0.011,195,N.A.,0.012,203,N.A.,0.012,2327,N.A.,0.154,2444,N.A.,0.155,2729,N.A.,0.162,1861,N.A.,0.123,0.8,2027,N.A.,0.129,0.83,2168,N.A.,0.129,0.794,1721,N.A.,0.114,1741,N.A.,0.11,1861,N.A.,0.111,1339,N.A.,0.088,0.778,1366,N.A.,0.087,0.785,1428,N.A.,0.085,0.767,1626,N.A.,0.107,1658,N.A.,0.105,1866,N.A.,0.111,758,N.A.,0.05,0.466,791,N.A.,0.05,0.477,838,N.A.,0.05,0.449,43,N.A.,0.003,59,N.A.,0.004,53,N.A.,0.003,111,N.A.,0.007,116,N.A.,0.007,141,N.A.,0.008,0.298,0.301,0.335,75,58,60,10.9,,63770,,10.9,,65242,,70.1,,67532,,69.8,,69068,,142.4,,115173,,142.2,,118007,,15.1,,15.1,,41,N.A.,0.003,41,N.A.,0.003,44,N.A.,0.003,,,20359,,,,21266,
C. K-8 / 401 - 750,1. State average - Operating Type K-8,14851,N.A.,15377,N.A.,16450,N.A.,9128,N.A.,0.615,9431,N.A.,0.613,10009,N.A.,0.608,8584,N.A.,0.578,0.94,8862,N.A.,0.576,0.94,9393,N.A.,0.571,0.938,325,N.A.,0.022,340,N.A.,0.022,360,N.A.,0.022,219,N.A.,0.015,229,N.A.,0.015,256,N.A.,0.016,2318,N.A.,0.156,2414,N.A.,0.157,2646,N.A.,0.161,1961,N.A.,0.132,0.846,2037,N.A.,0.132,0.844,2218,N.A.,0.135,0.838,1628,N.A.,0.11,1655,N.A.,0.108,1747,N.A.,0.106,1310,N.A.,0.088,0.805,1338,N.A.,0.087,0.808,1399,N.A.,0.085,0.801,1605,N.A.,0.108,1658,N.A.,0.108,1845,N.A.,0.112,755,N.A.,0.051,0.47,780,N.A.,0.051,0.47,833,N.A.,0.051,0.451,30,N.A.,0.002,38,N.A.,0.002,44,N.A.,0.003,110,N.A.,0.007,117,N.A.,0.008,132,N.A.,0.008,0.302,0.308,0.346,102,105,92,10.9,,63770,,10.9,,65242,,70.1,,67532,,69.8,,69068,,142.4,,115173,,142.2,,118007,,15.1,,15.1,,42,N.A.,0.003,42,N.A.,0.003,40,N.A.,0.002,,,20020,,,,20749,
C. K-8 / 401 - 750,2. State median - Operating Type K-8,15139,N.A.,15758,N.A.,16834,N.A.,9173,N.A.,0.606,9565,N.A.,0.607,10002,N.A.,0.594,8622,N.A.,0.569,0.94,9029,N.A.,0.573,0.944,9387,N.A.,0.558,0.939,319,N.A.,0.021,350,N.A.,0.022,386,N.A.,0.023,163,N.A.,0.011,195,N.A.,0.012,203,N.A.,0.012,2327,N.A.,0.154,2444,N.A.,0.155,2729,N.A.,0.162,1861,N.A.,0.123,0.8,2027,N.A.,0.129,0.83,2168,N.A.,0.129,0.794,1721,N.A.,0.114,1741,N.A.,0.11,1861,N.A.,0.111,1339,N.A.,0.088,0.778,1366,N.A.,0.087,0.785,1428,N.A.,0.085,0.767,1626,N.A.,0.107,1658,N.A.,0.105,1866,N.A.,0.111,758,N.A.,0.05,0.466,791,N.A.,0.05,0.477,838,N.A.,0.05,0.449,43,N.A.,0.003,59,N.A.,0.004,53,N.A.,0.003,111,N.A.,0.007,116,N.A.,0.007,141,N.A.,0.008,0.298,0.301,0.335,75,58,60,10.9,,63770,,10.9,,65242,,70.1,,67532,,69.8,,69068,,142.4,,115173,,142.2,,118007,,15.1,,15.1,,41,N.A.,0.003,41,N.A.,0.003,44,N.A.,0.003,,,20359,,,,21266,
D. K-8 / 751 +,1. State average - Operating Type K-8,14851,N.A.,15377,N.A.,16450,N.A.,9128,N.A.,0.615,9431,N.A.,0.613,10009,N.A.,0.608,8584,N.A.,0.578,0.94,8862,N.A.,0.576,0.94,9393,N.A.,0.571,0.938,325,N.A.,0.022,340,N.A.,0.022,360,N.A.,0.022,219,N.A.,0.015,229,N.A.,0.015,256,N.A.,0.016,2318,N.A.,0.156,2414,N.A.,0.157,2646,N.A.,0.161,1961,N.A.,0.132,0.846,2037,N.A.,0.132,0.844,2218,N.A.,0.135,0.838,1628,N.A.,0.11,1655,N.A.,0.108,1747,N.A.,0.106,1310,N.A.,0.088,0.805,1338,N.A.,0.087,0.808,1399,N.A.,0.085,0.801,1605,N.A.,0.108,1658,N.A.,0.108,1845,N.A.,0.112,755,N.A.,0.051,0.47,780,N.A.,0.051,0.47,833,N.A.,0.051,0.451,30,N.A.,0.002,38,N.A.,0.002,44,N.A.,0.003,110,N.A.,0.007,117,N.A.,0.008,132,N.A.,0.008,0.302,0.308,0.346,102,105,92,10.9,,63770,,10.9,,65242,,70.1,,67532,,69.8,,69068,,142.4,,115173,,142.2,,118007,,15.1,,15.1,,42,N.A.,0.003,42,N.A.,0.003,40,N.A.,0.002,,,20020,,,,20749,
D. K-8 / 751 +,2. State median - Operating Type K-8,15139,N.A.,15758,N.A.,16834,N.A.,9173,N.A.,0.606,9565,N.A.,0.607,10002,N.A.,0.594,8622,N.A.,0.569,0.94,9029,N.A.,0.573,0.944,9387,N.A.,0.558,0.939,319,N.A.,0.021,350,N.A.,0.022,386,N.A.,0.023,163,N.A.,0.011,195,N.A.,0.012,203,N.A.,0.012,2327,N.A.,0.154,2444,N.A.,0.155,2729,N.A.,0.162,1861,N.A.,0.123,0.8,2027,N.A.,0.129,0.83,2168,N.A.,0.129,0.794,1721,N.A.,0.114,1741,N.A.,0.11,1861,N.A.,0.111,1339,N.A.,0.088,0.778,1366,N.A.,0.087,0.785,1428,N.A.,0.085,0.767,1626,N.A.,0.107,1658,N.A.,0.105,1866,N.A.,0.111,758,N.A.,0.05,0.466,791,N.A.,0.05,0.477,838,N.A.,0.05,0.449,43,N.A.,0.003,59,N.A.,0.004,53,N.A.,0.003,111,N.A.,0.007,116,N.A.,0.007,141,N.A.,0.008,0.298,0.301,0.335,75,58,60,10.9,,63770,,10.9,,65242,,70.1,,67532,,69.8,,69068,,142.4,,115173,,142.2,,118007,,15.1,,15.1,,41,N.A.,0.003,41,N.A.,0.003,44,N.A.,0.003,,,20359,,,,21266,
E. K-12 / 0 - 1800,1. State average - Operating Type K-12,14755,N.A.,15036,N.A.,15782,N.A.,8756,N.A.,0.593,8919,N.A.,0.593,9353,N.A.,0.593,8271,N.A.,0.561,0.945,8430,N.A.,0.561,0.945,8804,N.A.,0.558,0.941,269,N.A.,0.018,259,N.A.,0.017,291,N.A.,0.018,216,N.A.,0.015,229,N.A.,0.015,258,N.A.,0.016,2395,N.A.,0.162,2450,N.A.,0.163,2569,N.A.,0.163,2080,N.A.,0.141,0.868,2114,N.A.,0.141,0.863,2217,N.A.,0.14,0.863,1516,N.A.,0.103,1552,N.A.,0.103,1619,N.A.,0.103,1251,N.A.,0.085,0.825,1286,N.A.,0.086,0.829,1330,N.A.,0.084,0.821,1733,N.A.,0.117,1747,N.A.,0.116,1845,N.A.,0.117,911,N.A.,0.062,0.526,913,N.A.,0.061,0.523,958,N.A.,0.061,0.519,32,N.A.,0.002,56,N.A.,0.004,35,N.A.,0.002,272,N.A.,0.018,281,N.A.,0.019,297,N.A.,0.019,0.298,0.302,0.325,71,71,57,12,,67120,,12,,68789,,76.9,,77690,,76.9,,78921,,158.6,,124900,,159.2,,126700,,15.2,,15.3,,46,N.A.,0.003,46,N.A.,0.003,42,N.A.,0.003,,,20162,,,,20665,
E. K-12 / 0 - 1800,2. State median - Operating Type K-12,14473,N.A.,14899,N.A.,15638,N.A.,8617,N.A.,0.595,8780,N.A.,0.589,9213,N.A.,0.589,8087,N.A.,0.559,0.938,8209,N.A.,0.551,0.935,8642,N.A.,0.553,0.938,269,N.A.,0.019,256,N.A.,0.017,282,N.A.,0.018,157,N.A.,0.011,169,N.A.,0.011,203,N.A.,0.013,2246,N.A.,0.155,2316,N.A.,0.155,2433,N.A.,0.156,1917,N.A.,0.132,0.854,2002,N.A.,0.134,0.864,2068,N.A.,0.132,0.85,1562,N.A.,0.108,1590,N.A.,0.107,1674,N.A.,0.107,1296,N.A.,0.09,0.83,1319,N.A.,0.089,0.83,1385,N.A.,0.089,0.827,1603,N.A.,0.111,1634,N.A.,0.11,1716,N.A.,0.11,850,N.A.,0.059,0.53,855,N.A.,0.057,0.523,915,N.A.,0.059,0.533,19,N.A.,0.001,27,N.A.,0.002,23,N.A.,0.001,343,N.A.,0.024,353,N.A.,0.024,377,N.A.,0.024,0.285,0.287,0.315,52,49,37,12,,67120,,12,,68789,,76.9,,77690,,76.9,,78921,,158.6,,124900,,159.2,,126700,,15.2,,15.3,,34,N.A.,0.002,36,N.A.,0.002,35,N.A.,0.002,,,19385,,,,20124,
