GROUP,CONAME,DIST,DISTNAME,PP115,PP215,PP315
C. K-8 / 401 - 750,Camden,3420,Mount Ephraim Boro,0,23,294
C. K-8 / 401 - 750,Camden,4790,Somerdale Boro,483,442,0
C. K-8 / 401 - 750,Cape May,1080,Dennis Twp,201,50,72
C. K-8 / 401 - 750,Cumberland,950,Commercial Twp,0,38,53
C. K-8 / 401 - 750,Cumberland,1460,Fairfield Twp,29,16,25
C. K-8 / 401 - 750,Cumberland,2270,Hopewell Twp,11,49,11
C. K-8 / 401 - 750,Cumberland,2570,Lawrence Twp,73,34,0
C. K-8 / 401 - 750,Gloucester,1830,Greenwich Twp,118,0,0
C. K-8 / 401 - 750,Hunterdon,20,Alexandria Twp,0,58,0
C. K-8 / 401 - 750,Hunterdon,2220,Holland Twp,52,13,0
C. K-8 / 401 - 750,Hunterdon,2600,Lebanon Twp,23,19,0
C. K-8 / 401 - 750,Hunterdon,5180,Tewksbury Twp,325,112,221
C. K-8 / 401 - 750,Hunterdon,5270,Union Twp,0,0,60
C. K-8 / 401 - 750,Middlesex,970,Cranbury Twp,0,51,240
C. K-8 / 401 - 750,Middlesex,2370,Jamesburg Boro,4,60,0
C. K-8 / 401 - 750,Monmouth,270,Belmar Boro,0,0,0
C. K-8 / 401 - 750,Monmouth,560,Brielle Boro,0,0,0
C. K-8 / 401 - 750,Monmouth,3830,Oceanport Boro,368,168,199
C. K-8 / 401 - 750,Monmouth,4770,Shrewsbury Boro,456,36,0
C. K-8 / 401 - 750,Monmouth,5230,Union Beach,52,126,158
C. K-8 / 401 - 750,Monmouth,5640,West Long Branch Boro,324,47,9
C. K-8 / 401 - 750,Morris,460,Boonton Twp,67,48,0
C. K-8 / 401 - 750,Morris,3090,Mendham Boro,90,0,101
C. K-8 / 401 - 750,Morris,3100,Mendham Twp,0,0,435
C. K-8 / 401 - 750,Morris,3380,Morris Plains Boro,152,48,44
C. K-8 / 401 - 750,Morris,4480,Rockaway Boro,0,56,0
C. K-8 / 401 - 750,Morris,5770,Wharton Boro,98,0,0
C. K-8 / 401 - 750,Passaic,420,Bloomingdale Boro,69,35,157
C. K-8 / 401 - 750,Passaic,3640,North Haledon Boro,0,47,15
C. K-8 / 401 - 750,Somerset,240,Bedminster Twp,0,174,0
C. K-8 / 401 - 750,Somerset,4850,South Bound Brook,110,96,230
C. K-8 / 401 - 750,Somerset,5540,Watchung Boro,89,174,0
C. K-8 / 401 - 750,Sussex,90,Andover Reg,13,33,0
C. K-8 / 401 - 750,Sussex,1560,Frankford Twp,33,347,60
C. K-8 / 401 - 750,Sussex,1570,Franklin Boro,52,32,0
C. K-8 / 401 - 750,Sussex,1800,Green Twp,6,36,54
C. K-8 / 401 - 750,Sussex,2030,Hardyston Twp,132,17,0
C. K-8 / 401 - 750,Union,3470,Mountainside Boro,0,0,0
C. K-8 / 401 - 750,Warren,30,Allamuchy Twp,19,59,25
C. K-8 / 401 - 750,Warren,1785,Great Meadows Regional,31,46,49
C. K-8 / 401 - 750,Warren,1840,Greenwich Twp,0,0,0
D. K-8 / 751 +,Statewide,N.A.,1. State average - Operating Type K-8,102,105,92
D. K-8 / 751 +,Statewide,N.A.,2. State median - Operating Type K-8,75,58,60
D. K-8 / 751 +,Statewide,N.A.,5. State average - All operating types,85,88,73
D. K-8 / 751 +,Statewide,N.A.,6. State median - All operating types,72,64,57
D. K-8 / 751 +,Atlantic,10,Absecon City,14,3,3
D. K-8 / 751 +,Atlantic,1690,Galloway Twp,10,14,15
D. K-8 / 751 +,Atlantic,1940,Hamilton Twp,57,17,0
D. K-8 / 751 +,Atlantic,2680,Linwood City,60,22,10
D. K-8 / 751 +,Atlantic,3720,Northfield City,78,89,0
D. K-8 / 751 +,Atlantic,4800,Somers Point City,26,47,10
D. K-8 / 751 +,Bergen,40,Allendale Boro,192,95,167
D. K-8 / 751 +,Bergen,930,Closter Boro,54,9,70
D. K-8 / 751 +,Bergen,1230,East Rutherford Boro,334,0,11
D. K-8 / 751 +,Bergen,1470,Fairview Boro,0,0,0
D. K-8 / 751 +,Bergen,1580,Franklin Lakes Boro,341,143,76
D. K-8 / 751 +,Bergen,2180,Hillsdale Boro,14,16,0
D. K-8 / 751 +,Bergen,2710,Little Ferry Boro,0,184,15
D. K-8 / 751 +,Bergen,3060,Maywood Boro,60,0,0
D. K-8 / 751 +,Bergen,3330,Montvale Boro,82,24,35
D. K-8 / 751 +,Bergen,3760,Oakland Boro,130,305,39
D. K-8 / 751 +,Bergen,4430,River Vale Twp,22,83,21
D. K-8 / 751 +,Bergen,5330,Upper Saddle River Boro,47,206,170
D. K-8 / 751 +,Bergen,5920,Wyckoff Twp,81,67,31
D. K-8 / 751 +,Burlington,1280,Edgewater Park Twp,7,7,9
D. K-8 / 751 +,Burlington,1420,Evesham Twp,7,29,49
D. K-8 / 751 +,Burlington,2850,Lumberton Twp,67,54,44
D. K-8 / 751 +,Burlington,3080,Medford Twp,134,55,94
D. K-8 / 751 +,Burlington,3430,Mount Holly Twp,166,86,25
D. K-8 / 751 +,Burlington,3440,Mount Laurel Twp,2,15,62
D. K-8 / 751 +,Burlington,4740,Shamong Twp,50,64,54
D. K-8 / 751 +,Burlington,5720,Westampton,0,127,32
D. K-8 / 751 +,Camden,260,Bellmawr Boro,33,22,56
D. K-8 / 751 +,Camden,330,Berlin Boro,76,60,4
D. K-8 / 751 +,Camden,1780,Gloucester Twp,59,26,5
D. K-8 / 751 +,Camden,4590,Runnemede Boro,18,114,102
D. K-8 / 751 +,Camden,5080,Stratford Boro,33,24,39
D. K-8 / 751 +,Camden,5400,Voorhees Twp,310,41,109
D. K-8 / 751 +,Cape May,5340,Upper Twp,77,54,440
D. K-8 / 751 +,Cumberland,5300,Upper Deerfield Twp,20,0,215
D. K-8 / 751 +,Gloucester,2750,Logan Twp,21,147,134
D. K-8 / 751 +,Hudson,1850,Guttenberg Town,102,50,57
D. K-8 / 751 +,Hunterdon,920,Clinton Twp,65,25,85
D. K-8 / 751 +,Hunterdon,1510,Flemington-Raritan Reg,15,14,8
D. K-8 / 751 +,Hunterdon,4350,Readington Twp,123,159,55
D. K-8 / 751 +,Middlesex,3220,Milltown Boro,43,42,185
D. K-8 / 751 +,Monmouth,945,Colts Neck Twp,59,84,297
D. K-8 / 751 +,Monmouth,1260,Eatontown Boro,0,0,0
D. K-8 / 751 +,Monmouth,1440,Fair Haven Boro,53,53,0
D. K-8 / 751 +,Monmouth,1640,Freehold Boro,282,173,0
D. K-8 / 751 +,Monmouth,1660,Freehold Twp,78,76,183
D. K-8 / 751 +,Monmouth,2290,Howell Twp,227,352,29
D. K-8 / 751 +,Monmouth,2720,Little Silver Boro,11,16,59
D. K-8 / 751 +,Monmouth,2920,Manalapan-Englishtown Reg,95,26,30
D. K-8 / 751 +,Monmouth,3030,Marlboro Twp,31,33,41
D. K-8 / 751 +,Monmouth,3200,Millstone Twp,10,0,0
D. K-8 / 751 +,Monmouth,4360,Red Bank Boro,105,217,244
D. K-8 / 751 +,Monmouth,4570,Rumson Boro,17,4,26
D. K-8 / 751 +,Monmouth,5185,Tinton Falls,7,36,29
D. K-8 / 751 +,Morris,820,Chester Twp,96,185,416
D. K-8 / 751 +,Morris,1090,Denville Twp,0,11,0
D. K-8 / 751 +,Morris,1190,East Hanover Twp,16,33,8
D. K-8 / 751 +,Morris,1530,Florham Park Boro,3,54,0
D. K-8 / 751 +,Morris,2000,Hanover Twp,140,86,72
D. K-8 / 751 +,Morris,2650,Lincoln Park Boro,0,0,0
D. K-8 / 751 +,Morris,4000,Long Hill Twp,98,142,0
D. K-8 / 751 +,Morris,4490,Rockaway Twp,203,578,233
D. K-8 / 751 +,Morris,5520,Washington Twp,31,0,0
D. K-8 / 751 +,Passaic,1920,Haledon Boro,198,70,7
D. K-8 / 751 +,Passaic,2700,Little Falls Twp,0,0,0
D. K-8 / 751 +,Passaic,4270,Prospect Park Boro,32,0,80
D. K-8 / 751 +,Passaic,4400,Ringwood Boro,34,16,0
D. K-8 / 751 +,Passaic,5200,Totowa Boro,12,0,7
D. K-8 / 751 +,Passaic,5440,Wanaque Boro,3,321,0
D. K-8 / 751 +,Passaic,5690,Woodland Park,9,4,5
D. K-8 / 751 +,Somerset,510,Branchburg Twp,234,343,191
D. K-8 / 751 +,Somerset,1810,Green Brook Twp,4,24,0
D. K-8 / 751 +,Somerset,5470,Warren Twp,273,415,108
D. K-8 / 751 +,Sussex,640,Byram Twp,240,152,36
D. K-8 / 751 +,Sussex,5100,Sussex-Wantage Regional,130,57,61
D. K-8 / 751 +,Warren,2790,Lopatcong Twp,0,16,0
E. K-12 / 0 - 1800,Statewide,N.A.,1. State average - Operating Type K-12,71,71,57
E. K-12 / 0 - 1800,Statewide,N.A.,2. State median - Operating Type K-12,52,49,37
E. K-12 / 0 - 1800,Statewide,N.A.,5. State average - All operating types,85,88,73
E. K-12 / 0 - 1800,Statewide,N.A.,6. State median - All operating types,72,64,57
E. K-12 / 0 - 1800,Atlantic,590,Buena Regional,111,127,178
E. K-12 / 0 - 1800,Bergen,440,Bogota Boro,0,76,0
E. K-12 / 0 - 1800,Bergen,1360,Emerson Boro,76,137,0
E. K-12 / 0 - 1800,Bergen,2080,Hasbrouck Heights Boro,27,25,0
E. K-12 / 0 - 1800,Bergen,3170,Midland Park Boro,196,214,0
E. K-12 / 0 - 1800,Bergen,3600,North Arlington Boro,3,4,0
E. K-12 / 0 - 1800,Bergen,3910,Palisades Park,37,27,0
E. K-12 / 0 - 1800,Bergen,3940,Park Ridge Boro,123,0,4
E. K-12 / 0 - 1800,Bergen,4370,Ridgefield Boro,267,46,0
E. K-12 / 0 - 1800,Bergen,4610,Saddle Brook Twp,27,24,2
E. K-12 / 0 - 1800,Bergen,5410,Waldwick Boro,62,18,51
E. K-12 / 0 - 1800,Bergen,5430,Wallington Boro,13,15,26
E. K-12 / 0 - 1800,Bergen,5830,Wood-Ridge Boro,1,0,0
E. K-12 / 0 - 1800,Burlington,600,Burlington City,87,26,90
E. K-12 / 0 - 1800,Burlington,1520,Florence Twp,0,50,0
E. K-12 / 0 - 1800,Burlington,3920,Palmyra Boro,19,133,31
E. K-12 / 0 - 1800,Burlington,4450,Riverside Twp,38,85,50
E. K-12 / 0 - 1800,Camden,150,Audubon Boro,3,2,2
E. K-12 / 0 - 1800,Camden,1880,Haddon Heights Boro,37,33,37
E. K-12 / 0 - 1800,Camden,3770,Oaklyn Boro,0,303,0
E. K-12 / 0 - 1800,Cape May,5790,Wildwood City,118,49,4
E. K-12 / 0 - 1800,Essex,760,Cedar Grove Twp,20,23,0
E. K-12 / 0 - 1800,Gloucester,860,Clayton Boro,88,19,5
E. K-12 / 0 - 1800,Gloucester,4020,Paulsboro Boro,315,65,0
E. K-12 / 0 - 1800,Gloucester,4140,Pitman Boro,93,111,0
E. K-12 / 0 - 1800,Gloucester,5860,Woodbury City,112,81,21
E. K-12 / 0 - 1800,Hudson,5580,Weehawken Twp,185,49,28
E. K-12 / 0 - 1800,Hunterdon,1376,South Hunterdon,36,57,0
E. K-12 / 0 - 1800,Middlesex,1140,Dunellen Boro,0,45,0
E. K-12 / 0 - 1800,Middlesex,2150,Highland Park Boro,48,42,0
E. K-12 / 0 - 1800,Middlesex,4830,South Amboy City,35,0,0
E. K-12 / 0 - 1800,Middlesex,4970,Spotswood Boro,73,73,252
E. K-12 / 0 - 1800,Monmouth,2400,Keansburg Boro,167,167,35
E. K-12 / 0 - 1800,Monmouth,2430,Keyport Boro,79,3,24
E. K-12 / 0 - 1800,Monmouth,2930,Manasquan Boro,13,61,0
E. K-12 / 0 - 1800,Morris,450,Boonton Town,107,82,52
E. K-12 / 0 - 1800,Morris,630,Butler Boro,62,73,24
E. K-12 / 0 - 1800,Morris,3460,Mountain Lakes Boro,0,31,0
E. K-12 / 0 - 1800,Ocean,4190,Plumsted Twp,18,245,107
E. K-12 / 0 - 1800,Ocean,4220,Point Pleasant Beach Boro,41,121,4
E. K-12 / 0 - 1800,Passaic,4230,Pompton Lakes Boro,88,21,0
E. K-12 / 0 - 1800,Salem,4075,Pennsville,59,143,145
E. K-12 / 0 - 1800,Salem,4150,Pittsgrove Twp,25,54,7
E. K-12 / 0 - 1800,Salem,4630,Salem City,26,149,0
E. K-12 / 0 - 1800,Salem,5910,Woodstown-Pilesgrove Reg,0,4,0
E. K-12 / 0 - 1800,Somerset,3000,Manville Boro,0,0,0
E. K-12 / 0 - 1800,Sussex,2240,Hopatcong,142,56,0
E. K-12 / 0 - 1800,Sussex,3590,Newton Town,21,78,0
E. K-12 / 0 - 1800,Union,2420,Kenilworth Boro,20,5,0
E. K-12 / 0 - 1800,Warren,280,Belvidere Town,85,24,140
F. K-12 / 1801 - 3500,Statewide,N.A.,1. State average - Operating Type K-12,71,71,57
F. K-12 / 1801 - 3500,Statewide,N.A.,2. State median - Operating Type K-12,52,49,37
F. K-12 / 1801 - 3500,Statewide,N.A.,5. State average - All operating types,85,88,73
F. K-12 / 1801 - 3500,Statewide,N.A.,6. State median - All operating types,72,64,57
F. K-12 / 1801 - 3500,Atlantic,1960,Hammonton Town,200,47,0
F. K-12 / 1801 - 3500,Bergen,890,Cliffside Park Boro,48,39,78
F. K-12 / 1801 - 3500,Bergen,990,Cresskill Boro,2,4,0
F. K-12 / 1801 - 3500,Bergen,1130,Dumont Boro,0,22,3
F. K-12 / 1801 - 3500,Bergen,1345,Elmwood Park,58,56,0
F. K-12 / 1801 - 3500,Bergen,1370,Englewood City,45,41,0
F. K-12 / 1801 - 3500,Bergen,1760,Glen Rock Boro,63,28,0
F. K-12 / 1801 - 3500,Bergen,2620,Leonia Boro,11,190,0
F. K-12 / 1801 - 3500,Bergen,2740,Lodi Borough,21,13,0
F. K-12 / 1801 - 3500,Bergen,2860,Lyndhurst Twp,38,54,0
F. K-12 / 1801 - 3500,Bergen,2900,Mahwah Twp,68,85,0
F. K-12 / 1801 - 3500,Bergen,3550,New Milford Boro,123,220,69
F. K-12 / 1801 - 3500,Bergen,4310,Ramsey Boro,177,46,5
F. K-12 / 1801 - 3500,Bergen,4380,Ridgefield Park Twp,1,0,0
F. K-12 / 1801 - 3500,Bergen,4600,Rutherford Boro,65,125,0
F. K-12 / 1801 - 3500,Bergen,5755,Westwood Regional,87,246,76
F. K-12 / 1801 - 3500,Burlington,475,Bordentown Regional,48,55,43
F. K-12 / 1801 - 3500,Burlington,840,Cinnaminson Twp,86,44,48
F. K-12 / 1801 - 3500,Burlington,1060,Delran Twp,25,17,0
F. K-12 / 1801 - 3500,Burlington,3010,Maple Shade Twp,19,24,0
F. K-12 / 1801 - 3500,Burlington,5805,Willingboro Twp,213,28,70
F. K-12 / 1801 - 3500,Camden,940,Collingswood Boro,54,42,36
F. K-12 / 1801 - 3500,Camden,1770,Gloucester City,19,23,8
F. K-12 / 1801 - 3500,Camden,1890,Haddon Twp,102,130,51
F. K-12 / 1801 - 3500,Camden,1900,Haddonfield Boro,14,16,17
F. K-12 / 1801 - 3500,Camden,2670,Lindenwold Boro,50,48,7
F. K-12 / 1801 - 3500,Camden,4110,Pine Hill Boro,51,93,3
F. K-12 / 1801 - 3500,Cape May,3130,Middle Twp,0,0,0
F. K-12 / 1801 - 3500,Cape May,3780,Ocean City,187,288,197
F. K-12 / 1801 - 3500,Essex,660,Caldwell-West Caldwell,70,168,0
F. K-12 / 1801 - 3500,Essex,1750,Glen Ridge Boro,37,15,37
F. K-12 / 1801 - 3500,Essex,5370,Verona Boro,11,8,19
F. K-12 / 1801 - 3500,Gloucester,1730,Glassboro,129,117,112
F. K-12 / 1801 - 3500,Gloucester,5620,West Deptford Twp,7,32,5
F. K-12 / 1801 - 3500,Hudson,2060,Harrison Town,61,63,90
F. K-12 / 1801 - 3500,Hudson,2210,Hoboken City,47,24,27
F. K-12 / 1801 - 3500,Hudson,4730,Secaucus Town,173,204,23
F. K-12 / 1801 - 3500,Mercer,5510,Robbinsville Twp,97,53,27
F. K-12 / 1801 - 3500,Middlesex,3120,Metuchen Boro,149,27,0
F. K-12 / 1801 - 3500,Middlesex,3140,Middlesex Boro,13,36,39
