GROUP,CONAME,DIST,DISTNAME,pp3vv,stpct01vv,ltpct01vv,fdpct01vv,tupct01vv,fbpct01vv,otpct01vv,strat01vv,ssrat01vv,sarat01vv,pctsevv
A. K-6,Bergen,1270,Edgewater Boro,18785,0.134,0.847,0.019,0,0,0,14.2,83.6,153.3,0.0804
A. K-6,Bergen,3870,Oradell Boro,17746,0.155,0.828,0.017,0,0,0,12.4,107.9,109.3,0.1255
A. K-6,Bergen,4410,River Edge Boro,17314,0.173,0.736,0.025,0.032,0.034,0,12.9,84.5,131.4,0.0989
A. K-6,Bergen,4620,Saddle River Boro,25168,0.112,0.873,0.01,0.005,0,0,7.9,48.4,38.5,0.0933
A. K-6,Burlington,200,Bass River Twp,25506,0.432,0.534,0.034,0,0,0,7.5,44.8,103,0.2913
A. K-6,Burlington,830,Chesterfield Twp,17035,0.149,0.813,0.012,0.003,0,0.023,13.2,99.2,136.4,0.1257
A. K-6,Burlington,2960,Mansfield Twp,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Burlington,3650,North Hanover Twp,25194,0.411,0.091,0.3,0.005,0.192,0.001,10.7,59.1,149.1,0.1106
A. K-6,Burlington,5010,Springfield Twp,24165,0.349,0.62,0.02,0.011,0,0,38.2,92.8,92.8,0.1379
A. K-6,Camden,2540,Laurel Springs Boro,16393,0.43,0.548,0.022,0,0,0,13.4,85.1,122.7,0.16
A. K-6,Camden,5560,Waterford Twp,19345,0.508,0.471,0.018,0.003,0,0,10.4,67.6,108.1,0.1282
A. K-6,Cape May,710,Cape May City,20881,0.234,0.402,0.359,0.005,0,0,9.7,205,68.3,0.1073
A. K-6,Cape May,2840,Lower Twp,18879,0.433,0.529,0.038,0,0,0,12.3,77.1,188.6,0.1408
A. K-6,Cape May,5610,West Cape May Boro,19530,0.425,0.529,0.039,0.007,0,0,11.3,163.3,49,0.051
A. K-6,Essex,1400,Essex Fells Boro,22781,0.139,0.839,0.01,0.012,0,0,7.9,53.1,111.5,0.1256
A. K-6,Essex,1465,Fairfield Twp,19533,0.137,0.836,0.013,0.007,0,0.007,10.4,68.2,163.8,0.1313
A. K-6,Essex,3630,North Caldwell Boro,20291,0.128,0.8,0.013,0.007,0.052,0,10.5,65.7,172.5,0.1449
A. K-6,Essex,4530,Roseland Boro,21234,0.157,0.822,0.013,0.008,0,0,12.1,57.5,115,0.1413
A. K-6,Gloucester,1180,East Greenwich Twp,16510,0.3,0.682,0.015,0,0,0.003,12.2,82.8,179.9,0.1199
A. K-6,Gloucester,1330,Elk Twp,19860,0.494,0.454,0.038,0.014,0,0,10.4,168.5,168.5,0.095
