GROUP,CONAME,DIST,DISTNAME,EX121,EX221
A. K-6,Warren,1620,Franklin Twp,264572,250406
A. K-6,Warren,1670,Frelinghuysen Twp,0,0
A. K-6,Warren,2470,Knowlton Twp,316216,413808
A. K-6,Warren,2970,Mansfield Twp,0,28802
A. K-6,Warren,5480,Washington Boro,614226,613734
A. K-6,Warren,5530,Washington Twp,0,0
B. K-8 / 0 - 400,Atlantic,1410,Estell Manor City,13633,381697
B. K-8 / 0 - 400,Atlantic,1540,Folsom Boro,812232,1096778
B. K-8 / 0 - 400,Atlantic,3020,Margate City,619535,694585
B. K-8 / 0 - 400,Atlantic,4240,Port Republic City,82383,85281
B. K-8 / 0 - 400,Atlantic,5760,Weymouth Twp,53384,123124
B. K-8 / 0 - 400,Bergen,80,Alpine Boro,0,0
B. K-8 / 0 - 400,Bergen,3350,Moonachie Boro,63072,273053
B. K-8 / 0 - 400,Bergen,4870,South Hackensack Twp,76741,203101
B. K-8 / 0 - 400,Burlington,380,Beverly City,300602,503168
B. K-8 / 0 - 400,Burlington,3540,New Hanover Twp,816929,316043
B. K-8 / 0 - 400,Burlington,4460,Riverton,0,0
B. K-8 / 0 - 400,Burlington,5890,Woodland Twp,0,0
B. K-8 / 0 - 400,Camden,580,Brooklawn Boro,184287,103673
B. K-8 / 0 - 400,Camden,1720,Gibbsboro Boro,157180,236191
B. K-8 / 0 - 400,Camden,2560,Lawnside Boro,537600,393732
B. K-8 / 0 - 400,Camden,5900,Woodlynne Boro,1373488,1583498
B. K-8 / 0 - 400,Cape May,170,Avalon Boro,124640,205606
B. K-8 / 0 - 400,Cape May,3680,North Wildwood City,702211,471511
B. K-8 / 0 - 400,Cape May,5060,Stone Harbor Boro,223824,0
B. K-8 / 0 - 400,Cape May,5800,Wildwood Crest Boro,945805,904377
B. K-8 / 0 - 400,Cape May,5840,Woodbine Boro,0,0
B. K-8 / 0 - 400,Cumberland,1020,Deerfield Twp,106269,73293
B. K-8 / 0 - 400,Cumberland,1120,Downe Twp,361618,247145
B. K-8 / 0 - 400,Cumberland,1820,Greenwich Twp,0,638
B. K-8 / 0 - 400,Cumberland,3050,Maurice River Twp,0,0
B. K-8 / 0 - 400,Cumberland,5070,Stow Creek Twp,122610,122125
B. K-8 / 0 - 400,Hudson,1200,East Newark Boro,0,34788
B. K-8 / 0 - 400,Hunterdon,370,Bethlehem Twp,168109,357089
B. K-8 / 0 - 400,Hunterdon,430,Bloomsbury Boro,74570,161817
B. K-8 / 0 - 400,Hunterdon,670,Califon Boro,47161,83992
B. K-8 / 0 - 400,Hunterdon,910,Clinton-Glen Gardner,0,0
B. K-8 / 0 - 400,Hunterdon,1040,Delaware Twp,0,70244
B. K-8 / 0 - 400,Hunterdon,1160,East Amwell Twp,112100,107509
B. K-8 / 0 - 400,Hunterdon,1600,Franklin Twp,64634,65049
B. K-8 / 0 - 400,Hunterdon,1680,Frenchtown Boro,0,0
B. K-8 / 0 - 400,Hunterdon,1970,Hampton Boro,75631,73604
B. K-8 / 0 - 400,Hunterdon,2140,High Bridge Boro,0,265329
B. K-8 / 0 - 400,Hunterdon,2450,Kingwood Twp,112479,154844
B. K-8 / 0 - 400,Hunterdon,3180,Milford Boro,0,0
B. K-8 / 0 - 400,Monmouth,180,Avon Boro,776412,626327
B. K-8 / 0 - 400,Monmouth,500,Bradley Beach Boro,255824,136835
B. K-8 / 0 - 400,Monmouth,1000,Deal Boro,176982,0
B. K-8 / 0 - 400,Monmouth,1490,Farmingdale Boro,44465,76659
B. K-8 / 0 - 400,Monmouth,3250,Monmouth Beach Boro,0,40974
B. K-8 / 0 - 400,Monmouth,3500,Neptune City,366256,406512
B. K-8 / 0 - 400,Monmouth,4690,Sea Girt Boro,236490,499764
B. K-8 / 0 - 400,Monmouth,4980,Spring Lake Boro,511184,481760
B. K-8 / 0 - 400,Monmouth,4990,Spring Lake Heights Boro,23043,4986
B. K-8 / 0 - 400,Morris,2010,Harding Township,271686,245968
B. K-8 / 0 - 400,Morris,3410,Mount Arlington Boro,555755,405127
B. K-8 / 0 - 400,Morris,3520,Netcong Boro,0,0
B. K-8 / 0 - 400,Morris,4440,Riverdale Boro,177473,199004
B. K-8 / 0 - 400,Ocean,210,Bay Head Boro,54859,0
B. K-8 / 0 - 400,Ocean,2500,Lakehurst Boro,0,0
B. K-8 / 0 - 400,Ocean,2550,Lavallette Boro,64964,15790
B. K-8 / 0 - 400,Salem,60,Alloway Twp,170692,233315
B. K-8 / 0 - 400,Salem,1350,Elsinboro Twp,0,363045
B. K-8 / 0 - 400,Salem,2800,Lower Alloways Creek,527172,0
B. K-8 / 0 - 400,Salem,2950,Mannington Twp,298605,323029
B. K-8 / 0 - 400,Salem,3860,Oldmans Twp,276114,72711
B. K-8 / 0 - 400,Salem,4280,Quinton Twp,456952,631094
B. K-8 / 0 - 400,Salem,5320,Upper Pittsgrove Twp,174948,74307
B. K-8 / 0 - 400,Sussex,1930,Hamburg Boro,605752,551679
B. K-8 / 0 - 400,Sussex,2490,Lafayette Twp,0,0
B. K-8 / 0 - 400,Sussex,3300,Montague Twp,0,180890
B. K-8 / 0 - 400,Sussex,3840,Ogdensburg Boro,105358,56198
B. K-8 / 0 - 400,Sussex,5030,Stanhope Boro,199738,79292
B. K-8 / 0 - 400,Union,1710,Garwood Boro,0,150000
B. K-8 / 0 - 400,Union,5810,Winfield Twp,0,48885
B. K-8 / 0 - 400,Warren,70,Alpha Boro,323409,175026
B. K-8 / 0 - 400,Warren,2040,Harmony Twp,0,0
B. K-8 / 0 - 400,Warren,2250,Hope Twp,281340,274757
B. K-8 / 0 - 400,Warren,3890,Oxford Twp,0,0
B. K-8 / 0 - 400,Warren,4200,Pohatcong Twp,579980,775819
B. K-8 / 0 - 400,Warren,5780,White Twp,390031,291735
C. K-8 / 401 - 750,Atlantic,570,Brigantine City,1509635,1483494
C. K-8 / 401 - 750,Atlantic,1300,Egg Harbor City,381946,524453
C. K-8 / 401 - 750,Atlantic,3480,Mullica Twp,843053,871000
C. K-8 / 401 - 750,Atlantic,5350,Ventnor City,962997,825616
C. K-8 / 401 - 750,Bergen,740,Carlstadt Boro,344865,382489
C. K-8 / 401 - 750,Bergen,1070,Demarest Boro,1709225,1796885
C. K-8 / 401 - 750,Bergen,1380,Englewood Cliffs Boro,115628,0
C. K-8 / 401 - 750,Bergen,2050,Harrington Park Boro,55106,352065
C. K-8 / 401 - 750,Bergen,2090,Haworth Boro,598213,100000
C. K-8 / 401 - 750,Bergen,2200,Ho Ho Kus Boro,173189,175000
C. K-8 / 401 - 750,Bergen,3730,Northvale Boro,652529,650000
C. K-8 / 401 - 750,Bergen,3740,Norwood Boro,40000,40000
C. K-8 / 401 - 750,Bergen,3850,Old Tappan Boro,1622205,1476737
C. K-8 / 401 - 750,Bergen,4470,Rochelle Park Twp,250000,250000
C. K-8 / 401 - 750,Bergen,5880,Woodcliff Lake Boro,0,0
C. K-8 / 401 - 750,Burlington,1030,Delanco Twp,1451114,1288039
C. K-8 / 401 - 750,Burlington,1250,Eastampton Twp,0,0
C. K-8 / 401 - 750,Burlington,1910,Hainesport Twp,349536,388231
C. K-8 / 401 - 750,Burlington,3070,Medford Lakes Boro,397878,352589
C. K-8 / 401 - 750,Burlington,4930,Southampton Twp,221333,218413
C. K-8 / 401 - 750,Burlington,5130,Tabernacle Twp,1054244,487613
C. K-8 / 401 - 750,Camden,190,Barrington Boro,0,0
C. K-8 / 401 - 750,Camden,340,Berlin Twp,614660,512148
C. K-8 / 401 - 750,Camden,880,Clementon Boro,562676,841863
C. K-8 / 401 - 750,Camden,2890,Magnolia Boro,934202,978394
C. K-8 / 401 - 750,Camden,3110,Merchantville Boro,542404,839328
C. K-8 / 401 - 750,Camden,3420,Mount Ephraim Boro,448122,445716
C. K-8 / 401 - 750,Camden,4790,Somerdale Boro,230002,275039
C. K-8 / 401 - 750,Cape May,1080,Dennis Twp,331160,314065
C. K-8 / 401 - 750,Cumberland,950,Commercial Twp,340314,0
C. K-8 / 401 - 750,Cumberland,1460,Fairfield Twp,334638,137741
C. K-8 / 401 - 750,Cumberland,2270,Hopewell Twp,195252,637136
C. K-8 / 401 - 750,Cumberland,2570,Lawrence Twp,275202,218891
C. K-8 / 401 - 750,Gloucester,1830,Greenwich Twp,313788,311426
C. K-8 / 401 - 750,Hunterdon,20,Alexandria Twp,74898,22225
C. K-8 / 401 - 750,Hunterdon,2220,Holland Twp,139721,105284
C. K-8 / 401 - 750,Hunterdon,2600,Lebanon Twp,933805,801507
C. K-8 / 401 - 750,Hunterdon,5180,Tewksbury Twp,527234,495304
C. K-8 / 401 - 750,Hunterdon,5270,Union Twp,112011,718215
C. K-8 / 401 - 750,Middlesex,970,Cranbury Twp,0,0
C. K-8 / 401 - 750,Middlesex,2370,Jamesburg Boro,0,736466
C. K-8 / 401 - 750,Monmouth,270,Belmar Boro,0,0
C. K-8 / 401 - 750,Monmouth,560,Brielle Boro,0,0
C. K-8 / 401 - 750,Monmouth,3830,Oceanport Boro,216611,270745
C. K-8 / 401 - 750,Monmouth,4770,Shrewsbury Boro,216106,25000
C. K-8 / 401 - 750,Monmouth,5230,Union Beach,0,802215
C. K-8 / 401 - 750,Monmouth,5640,West Long Branch Boro,400146,350467
C. K-8 / 401 - 750,Morris,460,Boonton Twp,0,58280
C. K-8 / 401 - 750,Morris,3090,Mendham Boro,45924,315590
C. K-8 / 401 - 750,Morris,3100,Mendham Twp,1458229,1459331
C. K-8 / 401 - 750,Morris,3380,Morris Plains Boro,716983,753044
C. K-8 / 401 - 750,Morris,4480,Rockaway Boro,270444,170000
C. K-8 / 401 - 750,Morris,5770,Wharton Boro,663889,672233
C. K-8 / 401 - 750,Passaic,420,Bloomingdale Boro,795289,509373
C. K-8 / 401 - 750,Passaic,3640,North Haledon Boro,0,223589
C. K-8 / 401 - 750,Somerset,240,Bedminster Twp,0,465059
C. K-8 / 401 - 750,Somerset,4850,South Bound Brook,325739,564380
C. K-8 / 401 - 750,Somerset,5540,Watchung Boro,125445,143764
C. K-8 / 401 - 750,Sussex,90,Andover Reg,0,0
C. K-8 / 401 - 750,Sussex,1560,Frankford Twp,150000,150000
C. K-8 / 401 - 750,Sussex,1570,Franklin Boro,644296,636743
C. K-8 / 401 - 750,Sussex,1800,Green Twp,0,0
C. K-8 / 401 - 750,Sussex,2030,Hardyston Twp,0,0
C. K-8 / 401 - 750,Union,3470,Mountainside Boro,48592,85644
C. K-8 / 401 - 750,Warren,30,Allamuchy Twp,102547,103702
C. K-8 / 401 - 750,Warren,1785,Great Meadows Regional,0,46372
C. K-8 / 401 - 750,Warren,1840,Greenwich Twp,290714,107900
D. K-8 / 751 +,Atlantic,10,Absecon City,51150,106945
D. K-8 / 751 +,Atlantic,1690,Galloway Twp,2196874,2476544
D. K-8 / 751 +,Atlantic,1940,Hamilton Twp,1608984,1878276
D. K-8 / 751 +,Atlantic,2680,Linwood City,912772,633754
D. K-8 / 751 +,Atlantic,3720,Northfield City,578332,617477
D. K-8 / 751 +,Atlantic,4800,Somers Point City,591105,591165
D. K-8 / 751 +,Bergen,40,Allendale Boro,1591134,1590298
D. K-8 / 751 +,Bergen,930,Closter Boro,325000,325000
D. K-8 / 751 +,Bergen,1230,East Rutherford Boro,0,0
D. K-8 / 751 +,Bergen,1470,Fairview Boro,286074,0
D. K-8 / 751 +,Bergen,1580,Franklin Lakes Boro,500000,500000
D. K-8 / 751 +,Bergen,2180,Hillsdale Boro,691091,596620
D. K-8 / 751 +,Bergen,2710,Little Ferry Boro,1021387,76176
D. K-8 / 751 +,Bergen,3060,Maywood Boro,663655,480822
D. K-8 / 751 +,Bergen,3330,Montvale Boro,419277,400000
D. K-8 / 751 +,Bergen,3760,Oakland Boro,920515,649254
D. K-8 / 751 +,Bergen,4430,River Vale Twp,265263,242581
D. K-8 / 751 +,Bergen,5330,Upper Saddle River Boro,1000939,1116701
D. K-8 / 751 +,Bergen,5920,Wyckoff Twp,800000,950000
D. K-8 / 751 +,Burlington,1280,Edgewater Park Twp,224337,322443
D. K-8 / 751 +,Burlington,1420,Evesham Twp,0,0
D. K-8 / 751 +,Burlington,2850,Lumberton Twp,1194171,1560355
D. K-8 / 751 +,Burlington,3080,Medford Twp,1832375,1869560
D. K-8 / 751 +,Burlington,3430,Mount Holly Twp,825000,975000
D. K-8 / 751 +,Burlington,3440,Mount Laurel Twp,3005008,2800768
D. K-8 / 751 +,Burlington,4740,Shamong Twp,807771,800000
D. K-8 / 751 +,Burlington,5720,Westampton,1133862,884563
D. K-8 / 751 +,Camden,260,Bellmawr Boro,0,351136
D. K-8 / 751 +,Camden,330,Berlin Boro,160039,162154
D. K-8 / 751 +,Camden,1780,Gloucester Twp,5378402,5339252
D. K-8 / 751 +,Camden,4590,Runnemede Boro,803460,137433
D. K-8 / 751 +,Camden,5080,Stratford Boro,298203,454658
D. K-8 / 751 +,Camden,5400,Voorhees Twp,1025326,919040
D. K-8 / 751 +,Cape May,5340,Upper Twp,1487010,930675
D. K-8 / 751 +,Cumberland,5300,Upper Deerfield Twp,760937,689223
D. K-8 / 751 +,Gloucester,2750,Logan Twp,1257354,1629661
D. K-8 / 751 +,Hudson,1850,Guttenberg Town,1896627,1450493
D. K-8 / 751 +,Hunterdon,920,Clinton Twp,0,0
D. K-8 / 751 +,Hunterdon,1510,Flemington-Raritan Reg,2377745,1531499
D. K-8 / 751 +,Hunterdon,4350,Readington Twp,847265,889993
D. K-8 / 751 +,Middlesex,3220,Milltown Boro,200000,223689
D. K-8 / 751 +,Monmouth,945,Colts Neck Twp,858578,604506
D. K-8 / 751 +,Monmouth,1260,Eatontown Boro,1244245,1244578
D. K-8 / 751 +,Monmouth,1440,Fair Haven Boro,484092,500000
D. K-8 / 751 +,Monmouth,1640,Freehold Boro,548067,635048
D. K-8 / 751 +,Monmouth,1660,Freehold Twp,0,0
D. K-8 / 751 +,Monmouth,2290,Howell Twp,3000000,3000000
D. K-8 / 751 +,Monmouth,2720,Little Silver Boro,222138,293882
D. K-8 / 751 +,Monmouth,2920,Manalapan-Englishtown Reg,2500000,2500000
D. K-8 / 751 +,Monmouth,3030,Marlboro Twp,1439227,315622
D. K-8 / 751 +,Monmouth,3200,Millstone Twp,427354,200003
D. K-8 / 751 +,Monmouth,4360,Red Bank Boro,671437,543462
D. K-8 / 751 +,Monmouth,4570,Rumson Boro,681402,857232
D. K-8 / 751 +,Monmouth,5185,Tinton Falls,2700553,2931401
D. K-8 / 751 +,Morris,820,Chester Twp,400000,0
D. K-8 / 751 +,Morris,1090,Denville Twp,1070539,300000
D. K-8 / 751 +,Morris,1190,East Hanover Twp,145010,145362
D. K-8 / 751 +,Morris,1530,Florham Park Boro,49710,43736
D. K-8 / 751 +,Morris,2000,Hanover Twp,0,0
D. K-8 / 751 +,Morris,2650,Lincoln Park Boro,314661,358526
D. K-8 / 751 +,Morris,4000,Long Hill Twp,284449,283232
D. K-8 / 751 +,Morris,4490,Rockaway Twp,764322,637752
D. K-8 / 751 +,Morris,5520,Washington Twp,0,0
D. K-8 / 751 +,Passaic,1920,Haledon Boro,0,0
D. K-8 / 751 +,Passaic,2700,Little Falls Twp,596862,409525
D. K-8 / 751 +,Passaic,4270,Prospect Park Boro,78009,306269
D. K-8 / 751 +,Passaic,4400,Ringwood Boro,0,102832
D. K-8 / 751 +,Passaic,5200,Totowa Boro,1565709,2008739
D. K-8 / 751 +,Passaic,5440,Wanaque Boro,245869,240000
D. K-8 / 751 +,Passaic,5690,Woodland Park,240929,209937
D. K-8 / 751 +,Somerset,510,Branchburg Twp,209106,600000
D. K-8 / 751 +,Somerset,1810,Green Brook Twp,120535,350000
D. K-8 / 751 +,Somerset,5470,Warren Twp,458000,459000
D. K-8 / 751 +,Sussex,640,Byram Twp,0,0
D. K-8 / 751 +,Sussex,5100,Sussex-Wantage Regional,1007471,1079316
D. K-8 / 751 +,Warren,2790,Lopatcong Twp,0,0
E. K-12 / 0 - 1800,Atlantic,590,Buena Regional,1386588,1260183
E. K-12 / 0 - 1800,Bergen,440,Bogota Boro,625788,700000
E. K-12 / 0 - 1800,Bergen,1360,Emerson Boro,0,0
E. K-12 / 0 - 1800,Bergen,2080,Hasbrouck Heights Boro,0,200000
E. K-12 / 0 - 1800,Bergen,3170,Midland Park Boro,400000,375000
E. K-12 / 0 - 1800,Bergen,3600,North Arlington Boro,2495678,3009927
E. K-12 / 0 - 1800,Bergen,3910,Palisades Park,481824,528660
E. K-12 / 0 - 1800,Bergen,3940,Park Ridge Boro,711037,297199
E. K-12 / 0 - 1800,Bergen,4370,Ridgefield Boro,0,0
E. K-12 / 0 - 1800,Bergen,4610,Saddle Brook Twp,135240,108338
E. K-12 / 0 - 1800,Bergen,5410,Waldwick Boro,967214,842385
E. K-12 / 0 - 1800,Bergen,5430,Wallington Boro,786793,510505
E. K-12 / 0 - 1800,Bergen,5830,Wood-Ridge Boro,0,0
E. K-12 / 0 - 1800,Burlington,600,Burlington City,1059628,2112247
E. K-12 / 0 - 1800,Burlington,1520,Florence Twp,724508,1212358
E. K-12 / 0 - 1800,Burlington,3920,Palmyra Boro,746026,746232
E. K-12 / 0 - 1800,Burlington,4450,Riverside Twp,280998,805435
E. K-12 / 0 - 1800,Camden,150,Audubon Boro,45925,0
E. K-12 / 0 - 1800,Camden,1880,Haddon Heights Boro,383537,438340
E. K-12 / 0 - 1800,Camden,3770,Oaklyn Boro,262762,358568
E. K-12 / 0 - 1800,Cape May,5790,Wildwood City,1145536,1113141
E. K-12 / 0 - 1800,Essex,760,Cedar Grove Twp,989535,688563
E. K-12 / 0 - 1800,Gloucester,860,Clayton Boro,221167,601073
E. K-12 / 0 - 1800,Gloucester,4020,Paulsboro Boro,254599,0
E. K-12 / 0 - 1800,Gloucester,4140,Pitman Boro,246934,13384
E. K-12 / 0 - 1800,Gloucester,5860,Woodbury City,500000,450000
E. K-12 / 0 - 1800,Hudson,5580,Weehawken Twp,468679,327583
E. K-12 / 0 - 1800,Hunterdon,1376,South Hunterdon,390852,357038
E. K-12 / 0 - 1800,Middlesex,1140,Dunellen Boro,0,325000
E. K-12 / 0 - 1800,Middlesex,2150,Highland Park Boro,0,0
E. K-12 / 0 - 1800,Middlesex,4830,South Amboy City,10333,106348
E. K-12 / 0 - 1800,Middlesex,4970,Spotswood Boro,592727,1001591
E. K-12 / 0 - 1800,Monmouth,2400,Keansburg Boro,1381950,1743759
E. K-12 / 0 - 1800,Monmouth,2430,Keyport Boro,540000,540000
E. K-12 / 0 - 1800,Monmouth,2930,Manasquan Boro,216738,112699
E. K-12 / 0 - 1800,Morris,450,Boonton Town,0,0
E. K-12 / 0 - 1800,Morris,630,Butler Boro,1004432,1147309
E. K-12 / 0 - 1800,Morris,3460,Mountain Lakes Boro,0,96100
E. K-12 / 0 - 1800,Ocean,4190,Plumsted Twp,0,0
E. K-12 / 0 - 1800,Ocean,4220,Point Pleasant Beach Boro,144142,0
E. K-12 / 0 - 1800,Passaic,4230,Pompton Lakes Boro,295762,0
E. K-12 / 0 - 1800,Salem,4075,Pennsville,438797,600375
E. K-12 / 0 - 1800,Salem,4150,Pittsgrove Twp,0,0
E. K-12 / 0 - 1800,Salem,4630,Salem City,1214232,335023
E. K-12 / 0 - 1800,Salem,5910,Woodstown-Pilesgrove Reg,0,0
E. K-12 / 0 - 1800,Somerset,3000,Manville Boro,0,0
E. K-12 / 0 - 1800,Sussex,2240,Hopatcong,1162748,803160
E. K-12 / 0 - 1800,Sussex,3590,Newton Town,11419,18775
E. K-12 / 0 - 1800,Union,2420,Kenilworth Boro,0,0
E. K-12 / 0 - 1800,Warren,280,Belvidere Town,0,0
F. K-12 / 1801 - 3500,Atlantic,1960,Hammonton Town,0,0
F. K-12 / 1801 - 3500,Bergen,890,Cliffside Park Boro,1524635,1233712
F. K-12 / 1801 - 3500,Bergen,990,Cresskill Boro,131956,128622
F. K-12 / 1801 - 3500,Bergen,1130,Dumont Boro,1240564,1216063
F. K-12 / 1801 - 3500,Bergen,1345,Elmwood Park,0,0
F. K-12 / 1801 - 3500,Bergen,1370,Englewood City,1477347,1105569
F. K-12 / 1801 - 3500,Bergen,1760,Glen Rock Boro,1096323,1545703
F. K-12 / 1801 - 3500,Bergen,2620,Leonia Boro,2429636,2238899
F. K-12 / 1801 - 3500,Bergen,2740,Lodi Borough,346673,2548350
F. K-12 / 1801 - 3500,Bergen,2860,Lyndhurst Twp,0,0
F. K-12 / 1801 - 3500,Bergen,2900,Mahwah Twp,1896743,2406754
F. K-12 / 1801 - 3500,Bergen,3550,New Milford Boro,863035,870610
F. K-12 / 1801 - 3500,Bergen,4310,Ramsey Boro,2527933,2507901
F. K-12 / 1801 - 3500,Bergen,4380,Ridgefield Park Twp,0,0
F. K-12 / 1801 - 3500,Bergen,4600,Rutherford Boro,422936,404925
F. K-12 / 1801 - 3500,Bergen,5755,Westwood Regional,750000,750000
F. K-12 / 1801 - 3500,Burlington,475,Bordentown Regional,0,166445
F. K-12 / 1801 - 3500,Burlington,840,Cinnaminson Twp,2704700,2122726
F. K-12 / 1801 - 3500,Burlington,1060,Delran Twp,747768,729037
F. K-12 / 1801 - 3500,Burlington,3010,Maple Shade Twp,1113599,1246215
F. K-12 / 1801 - 3500,Burlington,5805,Willingboro Twp,3146536,1674578
F. K-12 / 1801 - 3500,Camden,940,Collingswood Boro,2012729,2016939
F. K-12 / 1801 - 3500,Camden,1770,Gloucester City,0,0
F. K-12 / 1801 - 3500,Camden,1890,Haddon Twp,1403458,1718346
F. K-12 / 1801 - 3500,Camden,1900,Haddonfield Boro,464848,428535
F. K-12 / 1801 - 3500,Camden,2670,Lindenwold Boro,655525,636859
F. K-12 / 1801 - 3500,Camden,4110,Pine Hill Boro,166295,427391
F. K-12 / 1801 - 3500,Cape May,3130,Middle Twp,863252,1262942
F. K-12 / 1801 - 3500,Cape May,3780,Ocean City,2152817,1943098
F. K-12 / 1801 - 3500,Essex,660,Caldwell-West Caldwell,300632,300000
F. K-12 / 1801 - 3500,Essex,1750,Glen Ridge Boro,1323505,1831522
F. K-12 / 1801 - 3500,Essex,5370,Verona Boro,221000,20737
F. K-12 / 1801 - 3500,Gloucester,1730,Glassboro,1345630,1829517
F. K-12 / 1801 - 3500,Gloucester,5620,West Deptford Twp,0,0
F. K-12 / 1801 - 3500,Hudson,2060,Harrison Town,1495070,627079
F. K-12 / 1801 - 3500,Hudson,2210,Hoboken City,639281,878971
F. K-12 / 1801 - 3500,Hudson,4730,Secaucus Town,400000,300000
F. K-12 / 1801 - 3500,Mercer,5510,Robbinsville Twp,1328622,1176026
F. K-12 / 1801 - 3500,Middlesex,3120,Metuchen Boro,474207,202611
F. K-12 / 1801 - 3500,Middlesex,3140,Middlesex Boro,876060,824051
F. K-12 / 1801 - 3500,Middlesex,4910,South Plainfield Boro,814654,1049132
F. K-12 / 1801 - 3500,Middlesex,4920,South River Boro,589111,240463
F. K-12 / 1801 - 3500,Monmouth,100,Asbury Park City,2532497,3225695
F. K-12 / 1801 - 3500,Monmouth,2105,Hazlet Twp,1745142,1804919
F. K-12 / 1801 - 3500,Monmouth,2230,Holmdel Twp,0,493766
F. K-12 / 1801 - 3500,Monmouth,3810,Ocean Twp,2146357,2100362
F. K-12 / 1801 - 3500,Monmouth,5310,Upper Freehold Regional,160000,197616
F. K-12 / 1801 - 3500,Monmouth,5420,Wall Twp,0,0
F. K-12 / 1801 - 3500,Morris,1110,Dover Town,0,0
F. K-12 / 1801 - 3500,Morris,2380,Jefferson Twp,54455,0
F. K-12 / 1801 - 3500,Morris,2460,Kinnelon Boro,0,0
F. K-12 / 1801 - 3500,Morris,2870,Madison Boro,0,0
F. K-12 / 1801 - 3500,Morris,4080,Pequannock Twp,1100000,1000000
F. K-12 / 1801 - 3500,Ocean,185,Barnegat Twp,3599428,4113874
F. K-12 / 1801 - 3500,Ocean,2940,Manchester Twp,621752,131953
F. K-12 / 1801 - 3500,Ocean,4210,Point Pleasant Boro,315293,0
F. K-12 / 1801 - 3500,Passaic,2100,Hawthorne Boro,155238,193543
F. K-12 / 1801 - 3500,Passaic,5650,West Milford Twp,2940264,2048156
F. K-12 / 1801 - 3500,Salem,4070,Penns Grv-Carney's Pt Reg,970041,439122
F. K-12 / 1801 - 3500,Somerset,490,Bound Brook Boro,40332,350000
F. K-12 / 1801 - 3500,Somerset,3670,North Plainfield Boro,1343274,1439300
F. K-12 / 1801 - 3500,Somerset,4815,Somerset Hills Regional,950279,1523030
F. K-12 / 1801 - 3500,Somerset,4820,Somerville Boro,391241,605661
F. K-12 / 1801 - 3500,Sussex,4960,Sparta Twp,750000,750000
F. K-12 / 1801 - 3500,Sussex,5360,Vernon Twp,1026849,960001
F. K-12 / 1801 - 3500,Union,310,Berkeley Heights Twp,635138,736156
F. K-12 / 1801 - 3500,Union,850,Clark Twp,0,1554344
