GROUP,CONAME,DIST,DISTNAME,PP112,RK112,PCT112,PP212,RK212,PCT212,PP312,RK312,PCT312
A. K-6,Statewide,N.A.,1. State average - Operating Type K-6,143,N.A.,0.01,86,N.A.,0.006,86,N.A.,0.006
A. K-6,Statewide,N.A.,2. State median - Operating Type K-6,93,N.A.,0.006,51,N.A.,0.003,93,N.A.,0.006
A. K-6,Statewide,N.A.,5. State average - All operating types,47,N.A.,0.003,74,N.A.,0.005,48,N.A.,0.003
A. K-6,Statewide,N.A.,6. State median - All operating types,54,N.A.,0.004,55,N.A.,0.004,50,N.A.,0.003
A. K-6,Bergen,1270,Edgewater Boro,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Bergen,3870,Oradell Boro,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Bergen,4410,River Edge Boro,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Bergen,4620,Saddle River Boro,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Burlington,200,Bass River Twp,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Burlington,830,Chesterfield Twp,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Burlington,2960,Mansfield Twp,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Burlington,3650,North Hanover Twp,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Burlington,5010,Springfield Twp,67,3|56,0.004,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Camden,2540,Laurel Springs Boro,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Camden,5560,Waterford Twp,N.R.,N.R.,N.R.,15,3|56,9E-4,N.R.,N.R.,N.R.
A. K-6,Cape May,710,Cape May City,93,4|56,0.006,94,8|56,0.006,85,3|56,0.005
A. K-6,Cape May,2840,Lower Twp,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Cape May,5610,West Cape May Boro,N.R.,N.R.,N.R.,27,4|56,0.002,N.R.,N.R.,N.R.
A. K-6,Essex,1400,Essex Fells Boro,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Essex,1465,Fairfield Twp,N.R.,N.R.,N.R.,13,2|56,84E-5,15,1|56,91E-5
A. K-6,Essex,3630,North Caldwell Boro,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Essex,4530,Roseland Boro,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Gloucester,1180,East Greenwich Twp,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Gloucester,1330,Elk Twp,93,4|56,0.007,N.R.,N.R.,N.R.,93,4|56,0.006
A. K-6,Gloucester,1590,Franklin Twp,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Gloucester,2070,Harrison Twp,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Gloucester,2990,Mantua Twp,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Gloucester,3490,National Park Boro,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Gloucester,4880,South Harrison Twp,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Gloucester,5120,Swedesboro-Woolwich,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Gloucester,5590,Wenonah Boro,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Gloucester,5740,Westville Boro,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Gloucester,5870,Woodbury Heights Boro,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Hunterdon,2590,Lebanon Boro,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Monmouth,130,Atlantic Highlands Boro,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Monmouth,2160,Highlands Boro,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Monmouth,4520,Roosevelt Boro,6,1|56,3E-4,6,1|56,29E-5,N.R.,N.R.,N.R.
A. K-6,Morris,3240,Mine Hill Twp,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Ocean,230,Beach Haven Boro,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Ocean,320,Berkeley Twp,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Ocean,1150,Eagleswood Twp,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Ocean,2350,Island Heights Boro,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Ocean,2690,Little Egg Harbor Twp,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Ocean,2760,Long Beach Island,237,8|56,0.009,247,9|56,0.01,227,7|56,0.008
A. K-6,Ocean,3800,Ocean Gate Boro,144,6|56,0.008,N.R.,N.R.,N.R.,100,5|56,0.005
A. K-6,Ocean,3820,Ocean Twp,230,7|56,0.013,276,10|56,0.015,114,6|56,0.005
