CO,DIST,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,IND10,IND11,IND12,IND13,IND15,IND16A,IND16B,IND17A,IND17B,IND18A,IND18B,IND19,ENROLL,DISTNAME,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,COUNTY
80,6109,1310212,769362,543225,114111,112026,223724,208073,212202,105878,280116,0,0,0,0,30.2,67000,23,59000,92,110000,7.1,92,Lead Charter School,Essex,K. Charter,C,,,1,Essex
80,6110,623343,559830,505149,30263,24418,0,0,178360,117810,45000,0,0,0,12000,15.4,60000,,,31.5,100000,2.1,63,Achieve Community Charter Sc,Essex,K. Charter,C,,,1,Essex
80,6320,1459736,1101265,927007,61000,113258,92000,0,377368,221018,219248,0,0,0,10000,9.1,51500,,,26.7,70040,2.9,100,Discovery Charter School,Essex,K. Charter,C,,,1,Essex
80,6410,5255075,3166189,2929077,123500,113612,1478934,1185184,848472,458724,766670,0,0,0,22000,13.6,54704,79.3,21500,119,89121,10.3,476,East Orange Community Charte,Essex,K. Charter,C,,,1,Essex
80,6665,4133326,2717912,2151028,256284,310600,767292,647032,1076580,786580,868000,0,0,0,0,18.8,63426,169.5,86713,113,114000,6.7,339,The Gray Charter School,Essex,K. Charter,C,,,1,Essex
80,7100,6624809,4380060,3994160,215900,170000,1385113,1045103,1384834,1022734,1053809,0,0,0,0,13.9,53275,243,63225,81,87438,6.2,486,Lady Liberty Academy Charter,Essex,K. Charter,C,,,1,Essex
80,7210,21783261,15256953,12519012,739555,1998386,4417200,3535270,3338809,2592297,2691239,0,0,0,40000,11.6,57152,113,77830,96.9,110825,9.2,1356,Marion P. Thomas Charter Sch,Essex,K. Charter,C,,,1,Essex
80,7290,6373529,4020772,3521881,385000,113891,1540819,380255,1877979,1358628,288420,0,0,0,285000,13,54866,298,60553,149,114536,12,596,New Horizons Community Chart,Essex,K. Charter,C,,,1,Essex
80,7320,63024899,38498082,30355690,3183953,4958439,6844105,2135394,21198705,10446319,9060932,0,0,0,0,17.5,63000,707.1,62000,386.7,120000,22.6,4950,North Star Academy Charter S,Essex,K. Charter,C,,,1,Essex
80,7325,55242538,35634350,27764910,2319061,5550379,11691757,7155276,10102146,5860448,8477858,0,0,0,0,20.1,65000,310.6,71699,,,,4038,Team Academy Charter School,Essex,K. Charter,C,,,1,Essex
80,7730,7253205,5226208,4360208,810000,56000,1432019,892519,1345560,1065560,1508000,0,0,0,350000,15.9,60990,182.4,44200,148.7,107406,10.2,684,Robert Treat Academy Charter,Essex,K. Charter,C,,,1,Essex
80,7735,7578182,4782907,4342907,185000,255000,1239651,801151,2202413,2017413,858236,0,0,0,10000,10,56425,270,74173,60,120861,6.2,540,Maria Varisco Rogers Charter,Essex,K. Charter,C,,,1,Essex
80,8065,11266766,7358993,5597769,326250,1434974,1598738,1263038,2825236,2314236,1910000,0,0,0,0,13.4,56160,149.2,77239,149.2,128850,12.2,895,University Heights Charter S,Essex,K. Charter,C,,,1,Essex
80,6030,3368713,2397450,2047050,60000,290400,496677,419877,646452,583952,403134,0,0,0,35000,10.5,44701,122.7,51515,61.3,59045,6.3,368,The Ethical Community Charte,Hudson,K. Charter,C,,,1,Hudson
80,6036,3778745,2513594,2349994,91200,72400,416040,239508,934654,737654,567370,0,0,0,0,15.7,53550,196,67275,396,70000,27,392,Hoboken Dual Language Charte,Hudson,K. Charter,C,,,1,Hudson
80,6064,4237200,2561476,2421476,70000,70000,651848,493848,850665,606665,615000,0,0,0,31131,13.7,55750,128,60750,192,100012,15.5,384,Dr Lena Edwards Academic Cha,Hudson,K. Charter,C,,,1,Hudson
80,6068,7477230,4421740,3737089,176580,508071,1234043,833218,1795802,1447508,1248862,0,0,0,0,12.3,47000,332,58114,110.7,95000,9.3,664,M.E.T.S. Charter School,Hudson,K. Charter,C,,,1,Hudson
80,6082,8481648,4733893,4288401,42995,402497,1496820,1205875,1276218,922255,1827545,0,0,0,12500,15.7,54250,318.7,62500,318.7,95000,21.3,956,Beloved Community Charter Sc,Hudson,K. Charter,C,,,1,Hudson
80,6093,3127286,2009495,1902285,60210,47000,281493,81890,916921,352563,550000,0,0,0,20000,13.1,45000,,,127,85000,9.7,381,Jersey City Global Cs,Hudson,K. Charter,C,,,1,Hudson
80,6103,4399623,2362972,2026213,42319,294440,587808,466678,955261,681111,904561,0,0,0,0,14.6,50000,151.3,49500,113.5,92500,8.5,454,Empowerment Academy Charter,Hudson,K. Charter,C,,,1,Hudson
80,6105,3868632,2586735,2031587,455261,99887,534179,350115,1125191,399299,488477,0,0,0,119305,15.9,44400,239,55542,478,91800,32,478,Hudson Arts And Science Char,Hudson,K. Charter,C,,,1,Hudson
80,6184,2423690,1733939,1593939,105000,35000,530483,428283,527535,292867,151082,0,0,0,4000,17.5,50465,280,64000,,,,280,Great Futures Charter School,Hudson,K. Charter,C,,,1,Hudson
80,6420,3689189,2968800,2769093,45908,153799,555747,426619,596827,493146,446911,0,0,0,0,11.5,66090,92.3,71120,276.9,75500,28.1,288,Elysian Charter School,Hudson,K. Charter,C,,,1,Hudson
80,6720,4124229,2468518,2286518,113500,68500,708924,403274,938514,717910,611703,0,0,0,0,9.9,58000,68.8,53000,59.6,88291,6.9,298,Hoboken Charter School,Hudson,K. Charter,C,,,1,Hudson
80,6910,4735808,3334823,3150323,110000,74500,1109924,966824,1038316,597016,231100,0,0,0,25000,15.9,53993,193,60000,193,90000,13.2,579,Jersey City Community Charte,Hudson,K. Charter,C,,,1,Hudson
80,6915,5088949,3105639,2795639,160000,150000,932901,502901,905409,657909,1030000,0,0,0,30000,12.3,50160,172.7,66030,103.6,114009,9,518,Jersey City Golden Door Char,Hudson,K. Charter,C,,,1,Hudson
80,7115,3955739,3458159,3157697,82650,217812,829683,673945,855586,550717,188000,0,0,0,0,12.7,48618,135,62901,270,112670,23.3,540,Learning Community Charter S,Hudson,K. Charter,C,,,1,Hudson
80,7830,2464130,1821754,1668754,80000,73000,246722,98722,421696,304696,383958,0,0,0,0,18.5,83460,109.5,35286,241,118180,15.2,241,Soaring Heights,Hudson,K. Charter,C,,,1,Hudson
80,8060,5253500,3788624,3563824,86200,138600,829432,727332,869745,719645,886200,0,0,0,56200,10.4,52488,79.6,61118,65.2,79950,7.1,430,University Academy Charter H,Hudson,K. Charter,C,,,1,Hudson
80,6017,10791144,7604356,7021688,370373,212295,1385727,700528,3691084,3391186,722095,0,0,0,0,13.8,61680,258.5,53926,229.8,125440,17.6,1034,Foundation Academy Charter S,Mercer,K. Charter,C,,,1,Mercer
80,6025,4339125,3218656,2399958,248545,570153,921676,261498,1052255,673496,88500,0,0,0,8544,12.5,57590,375,56560,125,79560,10.3,375,Paul Robeson Charter School,Mercer,K. Charter,C,,,1,Mercer
80,6182,7831733,4853368,3782738,325000,745630,1037970,810970,1900491,1024843,1899904,0,0,0,101250,17.5,50000,666,68531,166.5,85000,9.8,666,International Academy Of Tre,Mercer,K. Charter,C,,,1,Mercer
80,6183,5233078,3149557,2311174,479750,358633,1687728,1149628,779076,519531,520000,0,0,0,26622,15.1,52500,198,69500,99,120000,7.1,396,Trenton Stem-To-Civics Chart,Mercer,K. Charter,C,,,1,Mercer
80,6810,1120037,714658,602554,47500,64604,179987,112587,336742,269492,112300,0,0,0,0,10.6,52468,89,52918,89,110480,9.4,89,International Charter School,Mercer,K. Charter,C,,,1,Mercer
80,7500,2925230,2157159,2048184,67375,41600,280419,191419,572212,523212,580630,0,0,0,0,12.9,51000,296,55000,148,102500,12,296,Pace Charter School Of Hamil,Mercer,K. Charter,C,,,1,Mercer
80,7540,5022199,3555470,3360888,90250,104332,894665,522165,903403,643843,149800,0,0,0,5000,10.6,63537,502.5,74117,201,149858,19.3,402,Princeton Charter School,Mercer,K. Charter,C,,,1,Mercer
80,8140,3884322,2763628,2392073,183890,187665,737234,436034,823873,767733,164047,0,0,0,0,9.7,53000,120,69000,120,120000,13.3,360,The Village Charter School,Mercer,K. Charter,C,,,1,Mercer
80,6032,7007920,4636186,3898617,338789,398780,1530727,1217670,1696732,1387132,711000,0,0,0,232693,11.8,53000,72,52000,115.2,105000,11.4,576,Academy For Urban Leadership,Middlesex,K. Charter,C,,,1,Middlesex
80,6041,4485351,3391725,3256499,101092,34134,476839,220963,830143,650587,526339,0,0,0,0,12.8,51500,120.5,48000,146.7,84460,12.7,440,Hatikvah International Chart,Middlesex,K. Charter,C,,,1,Middlesex
80,6635,4620350,3461230,3345280,0,115950,662253,566920,1011637,734331,144500,0,0,0,0,11.4,53904,125.1,33927,131.3,93000,12.6,394,Greater Brunswick Charter Sc,Middlesex,K. Charter,C,,,1,Middlesex
80,6010,2564629,1437034,1349191,40350,47493,684753,549066,652068,614000,419672,0,0,0,3960,11.8,54688,50,61552,71.4,124085,7.5,200,Academy Charter High School,Monmouth,K. Charter,C,,,1,Monmouth
80,6740,2537378,1460251,1324383,54950,80918,369334,218464,798009,571081,149410,0,0,0,11350,9.6,49000,107.4,13200,60.3,86708,6.8,217,Hope Academy Charter School,Monmouth,K. Charter,C,,,1,Monmouth
80,7720,2343220,1738614,1591084,60000,87530,355912,290308,589437,490057,72588,0,0,0,10000,7.5,47475,55.6,36000,100,95324,15.1,200,Red Bank Charter School,Monmouth,K. Charter,C,,,1,Monmouth
80,7891,1706892,1086168,850479,126401,109288,346524,234538,446002,183228,76530,0,0,0,33251,13.3,56500,79.5,62000,,,,159,College Achieve Greater Asbu,Monmouth,K. Charter,C,,,1,Monmouth
80,8050,2889787,1823788,1671532,56052,96204,603215,467239,686925,508596,461128,0,0,0,0,10.9,50000,133.3,40200,82.8,62695,8.2,240,Unity Charter School,Morris,K. Charter,C,,,1,Morris
80,7893,1615291,1065498,809998,180500,75000,186899,90899,502300,376865,274000,0,0,0,27000,,,,,,,,152,Ocean Academy Charter Schoo,Ocean,K. Charter,C,,,1,Ocean
80,6021,10171603,6384821,6108100,191721,85000,2000099,1539708,1791146,1496356,2029058,0,0,0,33000,11.4,54584,148.3,62048,55.6,79750,5.3,890,Community Charter School Of,Passaic,K. Charter,C,,,1,Passaic
80,6079,2767301,2044012,1737039,155000,151973,362709,277709,590046,353541,490000,0,0,0,0,16.4,50849,144,75000,90,99456,6.1,360,John P. Holland Charter Scho,Passaic,K. Charter,C,,,1,Passaic
80,6080,13748383,7938689,6829854,919739,189096,2136643,1684356,3910473,1927808,2682874,0,0,0,35686,14.8,45600,159.3,58371,,,,1274,Passaic Arts And Science Cha,Passaic,K. Charter,C,,,1,Passaic
80,6096,7347789,4375003,3716406,515183,143414,976877,754240,1823786,719019,1649600,0,0,0,70000,15.4,45900,246.5,56100,339,82518,23.4,678,Paterson Arts And Science Ch,Passaic,K. Charter,C,,,1,Passaic
80,6106,1579524,955999,946499,6000,3500,301861,215152,267446,175041,213260,0,0,0,0,9.8,50375,45,60800,135,115000,16.8,135,Philip's Academy Charter Sch,Passaic,K. Charter,C,,,1,Passaic
80,6230,1546312,799231,707967,46264,45000,207825,80125,435549,187549,332300,0,0,0,30000,9.6,42000,118,45000,59,62500,6.7,118,Classical Academy Charter Sc,Passaic,K. Charter,C,,,1,Passaic
80,7503,14448261,8522919,7940890,304508,277521,2653248,1993851,2673961,2264633,3554126,0,0,0,208572,13.2,53000,138.7,61094,138.7,82670,11.5,1387,Paterson Charter School For,Passaic,K. Charter,C,,,1,Passaic
80,7892,2533000,1534313,987597,221488,325228,365825,204816,704009,308424,347866,0,0,0,142758,14.5,48000,276,60000,92,97000,6.7,276,College Achieve Paterson Cha,Passaic,K. Charter,C,,,1,Passaic
80,6018,6290601,3964951,3577512,241683,145756,832378,652968,1436639,1115639,1228838,0,0,0,695023,12,50000,121,60000,195.2,80000,17.9,605,Central Jersey College Prep,Somerset,K. Charter,C,,,1,Somerset
80,6081,4310876,2530377,2124778,242000,163599,696712,474912,1078996,919596,1079487,0,0,0,0,19.9,48800,236,60981,109.8,94760,6,472,Thomas Edison Energysmart Ch,Somerset,K. Charter,C,,,1,Somerset
80,7850,2881416,2250805,2108180,54325,88300,578732,402491,608671,526521,80600,0,0,0,0,10.3,55317,81.1,59684,89.2,94000,9.8,223,Sussex County Technology Cha,Sussex,K. Charter,C,,,1,Sussex
80,6033,3072711,1938758,1684358,105000,149400,621703,537703,642820,460180,515505,0,0,0,0,11.4,50000,240,50000,60,67500,5.5,240,The Barack Obama Green Chart,Union,K. Charter,C,,,1,Union
80,6101,7866404,5300975,4083281,299478,918216,535138,240138,2382221,1090819,1167950,0,0,0,100000,15.2,49000,413,71250,275.3,100000,18.8,826,College Achieve Central Char,Union,K. Charter,C,,,1,Union
80,6102,1985627,1217147,1116098,38586,62463,360172,310572,471783,369194,259155,0,0,0,40000,8.8,53000,150,66950,73.2,113300,8.6,150,Cresthaven Academy Charter S,Union,K. Charter,C,,,1,Union
80,7600,3511719,2452117,2080460,58500,313157,494801,268825,893151,643463,95200,0,0,0,0,12.2,50400,162,63176,108,105400,9.5,324,The Queen City Academy Chart,Union,K. Charter,C,,,1,Union
80,8010,4466092,2888091,2217803,189748,480540,519402,370002,1070614,647091,862820,0,0,0,0,19.2,53391,192,58802,109.7,90262,6.3,384,Union County Teams Charter S,Union,K. Charter,C,,,1,Union
80,7727,1632863,1164323,1121107,37966,5250,239712,22752,344113,290796,52691,0,0,0,6000,7.4,46717,,,116.8,44784,15.5,125,Ridge And Valley Charter Sch,Warren,K. Charter,C,,,1,Warren
