GROUP,CONAME,DIST,DISTNAME,PP11,RK11,PP21,RK21,PP31,RK31,E11,E21,E31
A. K-6,Essex,1465,Fairfield Twp,15690,31|56,15567,30|56,16131,27|56,648,663,678
A. K-6,Essex,3630,North Caldwell Boro,15726,32|56,15719,31|56,17498,36|56,685,692,698
A. K-6,Essex,4530,Roseland Boro,15905,34|56,15053,22|56,16117,26|56,431,459,470
A. K-6,Gloucester,1180,East Greenwich Twp,11016,1|56,11369,1|56,12309,4|56,1268,1257,1291
A. K-6,Gloucester,1330,Elk Twp,12697,11|56,13567,14|56,15167,17|56,343,337,344
A. K-6,Gloucester,1590,Franklin Twp,11756,7|56,12379,8|56,13211,9|56,1418,1447,1443
A. K-6,Gloucester,2070,Harrison Twp,11114,2|56,11504,3|56,12695,5|56,1460,1432,1383
A. K-6,Gloucester,2990,Mantua Twp,14451,21|56,14276,17|56,14037,12|56,1243,1251,1325
A. K-6,Gloucester,3490,National Park Boro,13488,15|56,15239,25|56,16490,30|56,272,261,265
A. K-6,Gloucester,4880,South Harrison Twp,11626,6|56,11635,5|56,12178,3|56,391,386,392
A. K-6,Gloucester,5120,Swedesboro-Woolwich,11899,8|56,12431,9|56,12939,6|56,1718,1695,1681
A. K-6,Gloucester,5590,Wenonah Boro,14892,27|56,16992,37|56,16099,24|56,196,177,196
A. K-6,Gloucester,5740,Westville Boro,13551,16|56,11980,6|56,13007,7|56,361,378,378
A. K-6,Gloucester,5870,Woodbury Heights Boro,14601,24|56,14418,19|56,16252,28|56,224,226,231
A. K-6,Hunterdon,2590,Lebanon Boro,20330,52|56,18853,49|56,21059,50|56,98,103,102
A. K-6,Monmouth,130,Atlantic Highlands Boro,14391,20|56,14534,20|56,15003,15|56,323,333,343
A. K-6,Monmouth,2160,Highlands Boro,18053,45|56,19513,50|56,21501,52|56,192,190,204
A. K-6,Monmouth,4520,Roosevelt Boro,20276,51|56,20114,51|56,20361,46|56,82,86,96
A. K-6,Morris,3240,Mine Hill Twp,13679,17|56,14285,18|56,16116,25|56,359,352,350
A. K-6,Ocean,230,Beach Haven Boro,29429,56|56,27708,55|56,29150,55|56,62,68,69
A. K-6,Ocean,320,Berkeley Twp,12861,12|56,13227,10|56,15106,16|56,2126,2112,2008
A. K-6,Ocean,1150,Eagleswood Twp,15090,29|56,16475,35|56,17522,37|56,152,141,146
A. K-6,Ocean,2350,Island Heights Boro,16399,39|56,17022,38|56,17133,35|56,118,125,130
A. K-6,Ocean,2690,Little Egg Harbor Twp,15077,28|56,15183,23|56,15748,20|56,1580,1578,1601
A. K-6,Ocean,2760,Long Beach Island,25739,55|56,25743,54|56,27317,54|56,234,225,247
A. K-6,Ocean,3800,Ocean Gate Boro,17581,42|56,17107,39|56,19240,41|56,139,149,150
A. K-6,Ocean,3820,Ocean Twp,17878,44|56,18276,43|56,21404,51|56,522,507,526
A. K-6,Ocean,4710,Seaside Heights Boro,17859,43|56,17893,42|56,20363,47|56,214,213,202
A. K-6,Ocean,5020,Stafford Twp,14622,25|56,15183,23|56,16030,23|56,2188,2174,2133
A. K-6,Ocean,5220,Tuckerton Boro,14499,22|56,15435,26|56,16307,29|56,311,298,290
A. K-6,Sussex,1630,Fredon Twp,16095,36|56,16218,33|56,19750,43|56,233,240,241
A. K-6,Sussex,1980,Hampton Twp,18632,46|56,18850,48|56,20909,49|56,293,288,289
A. K-6,Sussex,4650,Sandyston-Walpack Twp,19509,50|56,18838,47|56,18917,40|56,145,148,152
A. K-6,Sussex,5040,Stillwater Twp,15964,35|56,17861,41|56,20662,48|56,318,289,285
A. K-6,Warren,400,Blairstown Twp,14754,26|56,15482,27|56,16722,32|56,508,481,472
A. K-6,Warren,1620,Franklin Twp,19135,48|56,20430,52|56,20348,45|56,228,220,229
A. K-6,Warren,1670,Frelinghuysen Twp,14575,23|56,15498,28|56,17751,38|56,158,149,132
A. K-6,Warren,2470,Knowlton Twp,17393,41|56,18337,44|56,21559,53|56,200,195,191
A. K-6,Warren,2970,Mansfield Twp,12251,9|56,13303,11|56,13489,10|56,683,643,639
A. K-6,Warren,5480,Washington Boro,12405,10|56,14113,15|56,15834,22|56,548,505,504
A. K-6,Warren,5530,Washington Twp,16403,40|56,15993,32|56,16778,33|56,484,469,484
B. K-8 / 0 - 400,Statewide,N.A.,1. State average - Operating Type K-8,14851,N.A.,15377,N.A.,16450,N.A.,,,
B. K-8 / 0 - 400,Statewide,N.A.,2. State median - Operating Type K-8,15139,N.A.,15758,N.A.,16834,N.A.,,,
B. K-8 / 0 - 400,Statewide,N.A.,5. State average - All operating types,14940,N.A.,15258,N.A.,15955,N.A.,,,
B. K-8 / 0 - 400,Statewide,N.A.,6. State median - All operating types,14806,N.A.,15249,N.A.,15954,N.A.,,,
B. K-8 / 0 - 400,Atlantic,1410,Estell Manor City,16446,40|75,16910,37|75,17435,36|75,170,175,175
B. K-8 / 0 - 400,Atlantic,1540,Folsom Boro,12949,N.A.,13263,N.A.,14723,13|75,399,401,402
B. K-8 / 0 - 400,Atlantic,3020,Margate City,24768,72|75,27218,73|75,29500,73|75,399,366,362
B. K-8 / 0 - 400,Atlantic,4240,Port Republic City,15179,26|75,15752,26|75,16645,27|75,116,119,121
B. K-8 / 0 - 400,Atlantic,5760,Weymouth Twp,15894,32|75,17679,43|75,16284,26|75,168,149,175
B. K-8 / 0 - 400,Bergen,80,Alpine Boro,28797,74|75,29700,74|75,30047,74|75,151,157,155
B. K-8 / 0 - 400,Bergen,3350,Moonachie Boro,17490,49|75,17058,39|75,18424,43|75,304,315,329
B. K-8 / 0 - 400,Bergen,4870,South Hackensack Twp,18576,55|75,16925,38|75,18544,44|75,249,278,273
B. K-8 / 0 - 400,Burlington,380,Beverly City,16284,37|75,15723,24|75,17339,34|75,294,303,301
B. K-8 / 0 - 400,Burlington,3540,New Hanover Twp,21171,64|75,21798,65|75,19602,50|75,187,186,211
B. K-8 / 0 - 400,Burlington,4460,Riverton,12345,8|75,13916,14|75,14514,10|75,309,291,291
B. K-8 / 0 - 400,Burlington,5890,Woodland Twp,16027,33|75,16819,35|75,14878,15|75,152,146,160
B. K-8 / 0 - 400,Camden,580,Brooklawn Boro,13047,11|75,13466,10|75,12322,2|75,320,312,357
B. K-8 / 0 - 400,Camden,1720,Gibbsboro Boro,16258,36|75,15748,25|75,16206,25|75,256,257,271
B. K-8 / 0 - 400,Camden,2560,Lawnside Boro,14973,25|75,15162,21|75,14524,11|75,315,323,337
B. K-8 / 0 - 400,Camden,5900,Woodlynne Boro,12011,5|75,11684,3|75,15454,21|75,383,386,386
B. K-8 / 0 - 400,Cape May,170,Avalon Boro,52181,75|75,56704,75|75,38172,75|75,48,43,78
B. K-8 / 0 - 400,Cape May,3680,North Wildwood City,23883,71|75,26885,72|75,26764,68|75,271,248,277
B. K-8 / 0 - 400,Cape May,5060,Stone Harbor Boro,28617,73|75,25355,70|75,29466,72|75,69,81,80
B. K-8 / 0 - 400,Cape May,5800,Wildwood Crest Boro,21613,66|75,23080,67|75,26922,69|75,258,255,252
B. K-8 / 0 - 400,Cape May,5840,Woodbine Boro,14370,19|75,14376,16|75,14864,14|75,225,223,231
B. K-8 / 0 - 400,Cumberland,1020,Deerfield Twp,13398,12|75,13642,11|75,13319,4|75,329,325,358
B. K-8 / 0 - 400,Cumberland,1120,Downe Twp,14706,24|75,14686,20|75,16978,29|75,178,183,190
B. K-8 / 0 - 400,Cumberland,1820,Greenwich Twp,18682,56|75,18886,52|75,21309,59|75,61,65,63
B. K-8 / 0 - 400,Cumberland,3050,Maurice River Twp,11928,N.A.,11475,N.A.,13054,3|75,409,427,416
B. K-8 / 0 - 400,Cumberland,5070,Stow Creek Twp,14509,22|75,14509,19|75,15233,19|75,112,117,124
B. K-8 / 0 - 400,Hudson,1200,East Newark Boro,10113,1|75,9952,1|75,10521,1|75,271,288,279
B. K-8 / 0 - 400,Hunterdon,370,Bethlehem Twp,19954,60|75,20796,63|75,21812,63|75,386,368,370
B. K-8 / 0 - 400,Hunterdon,430,Bloomsbury Boro,18535,54|75,19664,58|75,17147,32|75,120,108,117
B. K-8 / 0 - 400,Hunterdon,670,Califon Boro,22042,68|75,25881,71|75,26212,67|75,106,91,94
B. K-8 / 0 - 400,Hunterdon,910,Clinton-Glen Gardner,16182,35|75,16726,34|75,16992,30|75,456,442,453
B. K-8 / 0 - 400,Hunterdon,1040,Delaware Twp,18946,N.A.,18889,53|75,21659,61|75,400,384,388
B. K-8 / 0 - 400,Hunterdon,1160,East Amwell Twp,18510,53|75,18998,55|75,20895,56|75,369,355,348
B. K-8 / 0 - 400,Hunterdon,1600,Franklin Twp,17205,46|75,18550,49|75,18584,45|75,293,284,291
B. K-8 / 0 - 400,Hunterdon,1680,Frenchtown Boro,17402,48|75,21184,64|75,21487,60|75,139,127,128
B. K-8 / 0 - 400,Hunterdon,1970,Hampton Boro,22188,69|75,20782,62|75,21211,58|75,121,130,131
B. K-8 / 0 - 400,Hunterdon,2140,High Bridge Boro,18160,52|75,18761,51|75,18021,41|75,373,393,406
B. K-8 / 0 - 400,Hunterdon,2450,Kingwood Twp,17299,47|75,17282,41|75,19250,49|75,342,343,338
B. K-8 / 0 - 400,Hunterdon,3180,Milford Boro,20504,62|75,25075,69|75,27136,70|75,92,81,79
B. K-8 / 0 - 400,Monmouth,180,Avon Boro,16693,42|75,18021,46|75,21780,62|75,147,146,146
B. K-8 / 0 - 400,Monmouth,500,Bradley Beach Boro,16384,38|75,17698,45|75,18750,46|75,293,287,278
B. K-8 / 0 - 400,Monmouth,1000,Deal Boro,19949,59|75,19504,57|75,20166,53|75,164,165,179
B. K-8 / 0 - 400,Monmouth,1490,Farmingdale Boro,14507,21|75,15918,27|75,15034,17|75,166,161,187
B. K-8 / 0 - 400,Monmouth,3250,Monmouth Beach Boro,15492,29|75,17067,40|75,17987,40|75,252,239,248
B. K-8 / 0 - 400,Monmouth,3500,Neptune City,11848,3|75,13643,12|75,15449,20|75,363,318,320
B. K-8 / 0 - 400,Monmouth,4690,Sea Girt Boro,20689,63|75,22027,66|75,27329,71|75,154,144,145
B. K-8 / 0 - 400,Monmouth,4980,Spring Lake Boro,22537,70|75,24431,68|75,25573,66|75,213,198,198
B. K-8 / 0 - 400,Monmouth,4990,Spring Lake Heights Boro,14153,18|75,16149,28|75,16830,28|75,348,345,332
B. K-8 / 0 - 400,Morris,2010,Harding Township,21280,65|75,20491,61|75,22277,64|75,306,321,314
B. K-8 / 0 - 400,Morris,3410,Mount Arlington Boro,16884,43|75,17685,44|75,19231,48|75,346,352,366
B. K-8 / 0 - 400,Morris,3520,Netcong Boro,13737,16|75,14089,15|75,14319,9|75,290,293,300
B. K-8 / 0 - 400,Morris,4440,Riverdale Boro,13615,15|75,14472,18|75,15184,18|75,336,341,342
B. K-8 / 0 - 400,Ocean,210,Bay Head Boro,17010,44|75,18903,54|75,20708,55|75,146,131,122
B. K-8 / 0 - 400,Ocean,2500,Lakehurst Boro,15310,28|75,16636,31|75,14892,16|75,357,331,384
B. K-8 / 0 - 400,Ocean,2550,Lavallette Boro,20011,61|75,20425,60|75,20601,54|75,141,147,148
B. K-8 / 0 - 400,Salem,60,Alloway Twp,11674,2|75,11706,4|75,13387,5|75,383,375,370
B. K-8 / 0 - 400,Salem,1350,Elsinboro Twp,12641,9|75,12670,6|75,13827,7|75,127,130,134
B. K-8 / 0 - 400,Salem,2800,Lower Alloways Creek,17086,45|75,18280,47|75,20076,52|75,165,160,166
B. K-8 / 0 - 400,Salem,2950,Mannington Twp,12002,4|75,14460,17|75,15861,22|75,183,158,175
B. K-8 / 0 - 400,Salem,3860,Oldmans Twp,12285,7|75,12965,7|75,14657,12|75,287,271,287
B. K-8 / 0 - 400,Salem,4280,Quinton Twp,12078,6|75,12135,5|75,14003,8|75,354,342,340
B. K-8 / 0 - 400,Salem,5320,Upper Pittsgrove Twp,13439,13|75,13724,13|75,16054,24|75,354,343,317
B. K-8 / 0 - 400,Sussex,1930,Hamburg Boro,19116,58|75,20300,59|75,24799,65|75,249,250,232
B. K-8 / 0 - 400,Sussex,2490,Lafayette Twp,15747,31|75,16696,33|75,17707,37|75,243,232,232
B. K-8 / 0 - 400,Sussex,3300,Montague Twp,21976,67|75,18572,50|75,19188,47|75,213,250,244
B. K-8 / 0 - 400,Sussex,3840,Ogdensburg Boro,16384,38|75,16868,36|75,18405,42|75,265,260,248
B. K-8 / 0 - 400,Sussex,5030,Stanhope Boro,15223,27|75,16644,32|75,17076,31|75,316,312,316
B. K-8 / 0 - 400,Union,1710,Garwood Boro,12900,10|75,13287,9|75,13791,6|75,369,381,388
B. K-8 / 0 - 400,Union,5810,Winfield Twp,16078,34|75,16325,29|75,17431,35|75,151,140,145
B. K-8 / 0 - 400,Warren,70,Alpha Boro,15590,30|75,16418,30|75,17153,33|75,204,193,205
B. K-8 / 0 - 400,Warren,2040,Harmony Twp,16634,41|75,17531,42|75,19801,51|75,252,247,251
B. K-8 / 0 - 400,Warren,2250,Hope Twp,17648,50|75,18545,48|75,17980,39|75,156,156,191
B. K-8 / 0 - 400,Warren,3890,Oxford Twp,13844,17|75,15654,23|75,15916,23|75,309,292,286
B. K-8 / 0 - 400,Warren,4200,Pohatcong Twp,14616,23|75,15249,22|75,17714,38|75,302,296,301
B. K-8 / 0 - 400,Warren,5780,White Twp,17856,51|75,19381,56|75,21025,57|75,286,268,274
C. K-8 / 401 - 750,Statewide,N.A.,1. State average - Operating Type K-8,14851,N.A.,15377,N.A.,16450,N.A.,,,
C. K-8 / 401 - 750,Statewide,N.A.,2. State median - Operating Type K-8,15139,N.A.,15758,N.A.,16834,N.A.,,,
C. K-8 / 401 - 750,Statewide,N.A.,5. State average - All operating types,14940,N.A.,15258,N.A.,15955,N.A.,,,
C. K-8 / 401 - 750,Statewide,N.A.,6. State median - All operating types,14806,N.A.,15249,N.A.,15954,N.A.,,,
C. K-8 / 401 - 750,Atlantic,570,Brigantine City,19525,66|67,21953,66|67,23337,67|67,668,611,625
C. K-8 / 401 - 750,Atlantic,1300,Egg Harbor City,14233,28|67,15010,29|67,15374,24|67,511,495,507
C. K-8 / 401 - 750,Atlantic,3480,Mullica Twp,12444,10|67,13210,11|67,14154,12|67,743,752,738
C. K-8 / 401 - 750,Atlantic,5350,Ventnor City,15703,N.A.,17559,50|67,19081,50|67,743,695,697
C. K-8 / 401 - 750,Bergen,740,Carlstadt Boro,15513,39|67,15706,33|67,17397,39|67,564,545,557
C. K-8 / 401 - 750,Bergen,1070,Demarest Boro,17032,53|67,25073,67|67,20232,60|67,668,671,687
C. K-8 / 401 - 750,Bergen,1380,Englewood Cliffs Boro,17922,58|67,19474,62|67,19456,56|67,545,516,533
C. K-8 / 401 - 750,Bergen,2050,Harrington Park Boro,15753,42|67,17922,58|67,18258,46|67,628,604,600
C. K-8 / 401 - 750,Bergen,2090,Haworth Boro,18086,59|67,19189,61|67,20892,62|67,424,411,405
C. K-8 / 401 - 750,Bergen,2200,Ho Ho Kus Boro,14306,30|67,14839,27|67,15172,20|67,618,608,616
C. K-8 / 401 - 750,Bergen,3730,Northvale Boro,15136,36|67,15478,32|67,17258,37|67,524,520,514
C. K-8 / 401 - 750,Bergen,3740,Norwood Boro,14443,31|67,13531,14|67,12730,4|67,571,623,685
C. K-8 / 401 - 750,Bergen,3850,Old Tappan Boro,15090,35|67,15937,36|67,18493,48|67,712,683,729
C. K-8 / 401 - 750,Bergen,4470,Rochelle Park Twp,15086,34|67,15764,35|67,17138,35|67,497,497,491
C. K-8 / 401 - 750,Bergen,5880,Woodcliff Lake Boro,17298,N.A.,17229,N.A.,18218,45|67,761,768,789
C. K-8 / 401 - 750,Burlington,1030,Delanco Twp,14455,N.A.,14464,N.A.,16518,32|67,392,400,398
C. K-8 / 401 - 750,Burlington,1250,Eastampton Twp,13820,24|67,13620,16|67,13580,9|67,593,595,632
C. K-8 / 401 - 750,Burlington,1910,Hainesport Twp,12679,13|67,12990,9|67,14490,15|67,621,624,600
C. K-8 / 401 - 750,Burlington,3070,Medford Lakes Boro,11988,7|67,12206,5|67,13340,8|67,545,540,547
C. K-8 / 401 - 750,Burlington,4930,Southampton Twp,16212,47|67,16305,42|67,17163,36|67,689,702,703
C. K-8 / 401 - 750,Burlington,5130,Tabernacle Twp,15809,43|67,17602,51|67,18903,49|67,747,712,699
C. K-8 / 401 - 750,Camden,190,Barrington Boro,13359,20|67,14168,21|67,15470,27|67,616,615,639
C. K-8 / 401 - 750,Camden,340,Berlin Twp,16090,45|67,16274,41|67,17780,43|67,627,625,630
C. K-8 / 401 - 750,Camden,880,Clementon Boro,13682,23|67,14782,26|67,15419,25|67,465,446,470
C. K-8 / 401 - 750,Camden,2890,Magnolia Boro,14543,32|67,14697,24|67,17760,42|67,431,429,429
C. K-8 / 401 - 750,Camden,3110,Merchantville Boro,13449,N.A.,13925,N.A.,14102,11|67,368,378,399
C. K-8 / 401 - 750,Camden,3420,Mount Ephraim Boro,14280,29|67,13495,13|67,15176,21|67,438,441,427
C. K-8 / 401 - 750,Camden,4790,Somerdale Boro,12944,14|67,13661,18|67,14203,14|67,513,494,527
C. K-8 / 401 - 750,Cape May,1080,Dennis Twp,17611,55|67,19107,60|67,20166,59|67,534,549,542
C. K-8 / 401 - 750,Cumberland,950,Commercial Twp,12107,8|67,13203,10|67,14641,17|67,572,556,550
C. K-8 / 401 - 750,Cumberland,1460,Fairfield Twp,10598,1|67,12138,4|67,12652,3|67,662,608,627
C. K-8 / 401 - 750,Cumberland,2270,Hopewell Twp,11889,5|67,12802,7|67,14177,13|67,494,484,481
C. K-8 / 401 - 750,Cumberland,2570,Lawrence Twp,10715,2|67,11679,2|67,11297,2|67,482,475,567
C. K-8 / 401 - 750,Gloucester,1830,Greenwich Twp,18719,64|67,17981,59|67,19320,55|67,459,444,441
C. K-8 / 401 - 750,Hunterdon,20,Alexandria Twp,17716,56|67,17737,54|67,19194,53|67,488,484,482
C. K-8 / 401 - 750,Hunterdon,2220,Holland Twp,17379,54|67,17678,52|67,19128,52|67,557,548,549
C. K-8 / 401 - 750,Hunterdon,2600,Lebanon Twp,17008,52|67,17916,57|67,21276,63|67,659,626,599
C. K-8 / 401 - 750,Hunterdon,5180,Tewksbury Twp,18382,60|67,19998,64|67,21993,65|67,598,567,567
C. K-8 / 401 - 750,Hunterdon,5270,Union Twp,16459,50|67,16107,38|67,19757,57|67,453,450,434
C. K-8 / 401 - 750,Middlesex,970,Cranbury Twp,19286,65|67,21275,65|67,22394,66|67,490,464,492
C. K-8 / 401 - 750,Middlesex,2370,Jamesburg Boro,10990,3|67,10892,1|67,10476,1|67,656,676,758
C. K-8 / 401 - 750,Monmouth,270,Belmar Boro,14074,25|67,14456,22|67,15353,23|67,553,539,541
C. K-8 / 401 - 750,Monmouth,560,Brielle Boro,13499,22|67,14901,28|67,15430,26|67,552,544,530
C. K-8 / 401 - 750,Monmouth,3830,Oceanport Boro,14766,33|67,15745,34|67,16417,30|67,604,610,611
C. K-8 / 401 - 750,Monmouth,4770,Shrewsbury Boro,14150,26|67,16003,37|67,15218,22|67,501,470,531
C. K-8 / 401 - 750,Monmouth,5230,Union Beach,13282,19|67,14778,25|67,17001,34|67,621,589,585
C. K-8 / 401 - 750,Monmouth,5640,West Long Branch Boro,15433,38|67,17251,48|67,17498,40|67,575,552,551
C. K-8 / 401 - 750,Morris,460,Boonton Twp,16362,49|67,16904,46|67,16444,31|67,451,448,457
C. K-8 / 401 - 750,Morris,3090,Mendham Boro,15657,40|67,16855,45|67,18114,44|67,569,525,525
C. K-8 / 401 - 750,Morris,3100,Mendham Twp,18402,61|67,19718,63|67,21623,64|67,710,692,677
C. K-8 / 401 - 750,Morris,3380,Morris Plains Boro,16640,51|67,17373,49|67,16242,29|67,602,588,685
C. K-8 / 401 - 750,Morris,4480,Rockaway Boro,13125,17|67,13244,12|67,14061,10|67,583,601,598
C. K-8 / 401 - 750,Morris,5770,Wharton Boro,14795,N.A.,15092,N.A.,16580,33|67,786,786,795
C. K-8 / 401 - 750,Passaic,420,Bloomingdale Boro,16343,48|67,17757,55|67,19900,58|67,582,553,555
C. K-8 / 401 - 750,Passaic,3640,North Haledon Boro,12180,9|67,12978,8|67,13030,6|67,679,639,684
C. K-8 / 401 - 750,Somerset,240,Bedminster Twp,18522,63|67,17906,56|67,20248,61|67,515,529,531
C. K-8 / 401 - 750,Somerset,4850,South Bound Brook,13485,21|67,13534,15|67,14999,18|67,453,446,460
C. K-8 / 401 - 750,Somerset,5540,Watchung Boro,15399,37|67,15317,31|67,15565,28|67,684,708,706
C. K-8 / 401 - 750,Sussex,90,Andover Reg,18464,62|67,17712,53|67,19111,51|67,510,506,496
C. K-8 / 401 - 750,Sussex,1560,Frankford Twp,17907,57|67,16396,43|67,18277,47|67,524,560,534
C. K-8 / 401 - 750,Sussex,1570,Franklin Boro,16159,46|67,16159,39|67,19305,54|67,467,491,461
C. K-8 / 401 - 750,Sussex,1800,Green Twp,14210,27|67,16199,40|67,17501,41|67,465,432,429
C. K-8 / 401 - 750,Sussex,2030,Hardyston Twp,13202,18|67,13625,17|67,14635,16|67,735,720,722
C. K-8 / 401 - 750,Union,3470,Mountainside Boro,12501,11|67,12625,6|67,13250,7|67,729,716,743
C. K-8 / 401 - 750,Warren,30,Allamuchy Twp,12662,12|67,13960,20|67,15160,19|67,422,406,402
C. K-8 / 401 - 750,Warren,1785,Great Meadows Regional,15984,44|67,16642,44|67,17293,38|67,711,714,723
C. K-8 / 401 - 750,Warren,1840,Greenwich Twp,11398,N.A.,12035,3|67,12994,5|67,761,728,745
D. K-8 / 751 +,Statewide,N.A.,1. State average - Operating Type K-8,14851,N.A.,15377,N.A.,16450,N.A.,,,
D. K-8 / 751 +,Statewide,N.A.,2. State median - Operating Type K-8,15139,N.A.,15758,N.A.,16834,N.A.,,,
D. K-8 / 751 +,Statewide,N.A.,5. State average - All operating types,14940,N.A.,15258,N.A.,15955,N.A.,,,
D. K-8 / 751 +,Statewide,N.A.,6. State median - All operating types,14806,N.A.,15249,N.A.,15954,N.A.,,,
D. K-8 / 751 +,Atlantic,10,Absecon City,11148,6|77,12199,10|76,12307,6|76,852,819,839
D. K-8 / 751 +,Atlantic,1690,Galloway Twp,14561,37|77,15104,39|76,16073,36|76,3284,3289,3269
D. K-8 / 751 +,Atlantic,1940,Hamilton Twp,12128,10|77,11966,8|76,12740,8|76,2994,3098,3096
D. K-8 / 751 +,Atlantic,2680,Linwood City,15030,45|77,15079,37|76,16372,40|76,834,837,835
D. K-8 / 751 +,Atlantic,3720,Northfield City,13487,22|77,13557,18|76,14634,21|76,906,928,916
D. K-8 / 751 +,Atlantic,4800,Somers Point City,15011,44|77,15323,46|76,15741,31|76,972,948,981
D. K-8 / 751 +,Bergen,40,Allendale Boro,14894,42|77,15131,41|76,17195,56|76,905,919,929
D. K-8 / 751 +,Bergen,930,Closter Boro,15048,46|77,15196,42|76,16290,39|76,1118,1131,1120
D. K-8 / 751 +,Bergen,1230,East Rutherford Boro,16094,62|77,16433,58|76,16109,37|76,809,815,866
D. K-8 / 751 +,Bergen,1470,Fairview Boro,9819,1|77,9727,1|76,9858,1|76,1332,1395,1451
D. K-8 / 751 +,Bergen,1580,Franklin Lakes Boro,22254,77|77,22830,76|76,24370,76|76,1183,1157,1128
D. K-8 / 751 +,Bergen,2180,Hillsdale Boro,16001,58|77,16594,60|76,17834,63|76,1179,1187,1194
D. K-8 / 751 +,Bergen,2710,Little Ferry Boro,12733,15|77,13664,19|76,14224,17|76,984,943,940
D. K-8 / 751 +,Bergen,3060,Maywood Boro,12590,14|77,12736,11|76,13732,13|76,968,980,967
D. K-8 / 751 +,Bergen,3330,Montvale Boro,13722,25|77,14262,30|76,15444,28|76,1002,997,993
D. K-8 / 751 +,Bergen,3760,Oakland Boro,16653,68|77,17574,69|76,19094,72|76,1471,1428,1422
D. K-8 / 751 +,Bergen,4430,River Vale Twp,15217,50|77,15896,50|76,17014,51|76,1182,1161,1164
D. K-8 / 751 +,Bergen,5330,Upper Saddle River Boro,16016,60|77,16890,65|76,17645,58|76,1224,1199,1236
D. K-8 / 751 +,Bergen,5920,Wyckoff Twp,16095,63|77,16510,59|76,18267,66|76,2075,2058,1997
D. K-8 / 751 +,Burlington,1280,Edgewater Park Twp,13152,20|77,13462,17|76,15936,34|76,860,866,801
D. K-8 / 751 +,Burlington,1420,Evesham Twp,14464,36|77,14976,36|76,15405,27|76,4452,4412,4465
D. K-8 / 751 +,Burlington,2850,Lumberton Twp,14264,33|77,14637,32|76,16818,48|76,1376,1344,1305
D. K-8 / 751 +,Burlington,3080,Medford Twp,14206,31|77,14897,35|76,16783,46|76,2731,2731,2700
D. K-8 / 751 +,Burlington,3430,Mount Holly Twp,15539,55|77,15262,44|76,16036,35|76,984,996,1062
D. K-8 / 751 +,Burlington,3440,Mount Laurel Twp,13882,30|77,13926,24|76,14588,20|76,4217,4231,4234
D. K-8 / 751 +,Burlington,4740,Shamong Twp,14957,43|77,15250,43|76,16801,47|76,769,777,749
D. K-8 / 751 +,Burlington,5720,Westampton,11041,5|77,11373,7|76,13094,9|76,985,979,971
D. K-8 / 751 +,Camden,260,Bellmawr Boro,11035,4|77,10900,5|76,11799,4|76,1206,1211,1228
D. K-8 / 751 +,Camden,330,Berlin Boro,11490,9|77,12081,9|76,13192,10|76,852,827,803
D. K-8 / 751 +,Camden,1780,Gloucester Twp,12809,17|77,13260,16|76,13886,14|76,6388,6360,6447
D. K-8 / 751 +,Camden,4590,Runnemede Boro,12201,11|77,12769,12|76,13726,12|76,856,855,869
D. K-8 / 751 +,Camden,5080,Stratford Boro,13750,26|77,13738,21|76,13974,15|76,834,867,893
