GROUP,CONAME,DIST,DISTNAME,STRAT0016,RK0016,SALT0016,RKSAL0016,STRAT0116,RK0116,SALT0116,RKSAL0116
A. K-6,Ocean,1150,Eagleswood Twp,9.1,43|56,57495,20|56,9.1,38|56,57495,16|56
A. K-6,Ocean,2350,Island Heights Boro,10.0,33|56,54196,8|56,9.5,33|56,56980,14|56
A. K-6,Ocean,2690,Little Egg Harbor Twp,10.5,26|56,65999,49|56,10.8,21|56,65772,43|56
A. K-6,Ocean,2760,Long Beach Island,7.3,54|56,63074,44|56,7.1,54|56,64879,42|56
A. K-6,Ocean,3800,Ocean Gate Boro,9.4,37|56,51960,2|56,9.5,33|56,54715,7|56
A. K-6,Ocean,3820,Ocean Twp,10.0,33|56,62350,41|56,9.5,33|56,64350,41|56
A. K-6,Ocean,4710,Seaside Heights Boro,9.4,37|56,69302,51|56,10.2,29|56,67901,47|56
A. K-6,Ocean,5020,Stafford Twp,12.1,11|56,57767,21|56,11.8,12|56,56167,11|56
A. K-6,Ocean,5220,Tuckerton Boro,9.3,41|56,54377,10|56,9.1,38|56,56712,12|56
A. K-6,Sussex,1630,Fredon Twp,10.1,32|56,54940,13|56,8.0,48|56,57561,17|56
A. K-6,Sussex,1980,Hampton Twp,7.6,52|56,65859,48|56,7.8,51|56,66793,45|56
A. K-6,Sussex,4650,Sandyston-Walpack Twp,8.6,45|56,60771,36|56,8.5,44|56,61349,31|56
A. K-6,Sussex,5040,Stillwater Twp,8.8,44|56,67774,50|56,8.9,42|56,69533,50|56
A. K-6,Warren,400,Blairstown Twp,8.0,47|56,58791,24|56,8.1,47|56,60258,26|56
A. K-6,Warren,1620,Franklin Twp,8.2,46|56,61070,38|56,8.0,48|56,61650,33|56
A. K-6,Warren,1670,Frelinghuysen Twp,11.0,19|56,59492,29|56,12.0,8|56,56837,13|56
A. K-6,Warren,2470,Knowlton Twp,7.8,51|56,59025,28|56,7.9,50|56,62091,37|56
A. K-6,Warren,2970,Mansfield Twp,10.7,22|56,72314,53|56,10.7,24|56,70534,53|56
A. K-6,Warren,5480,Washington Boro,10.6,25|56,65191,47|56,10.4,27|56,68055,48|56
A. K-6,Warren,5530,Washington Twp,9.4,37|56,64465,46|56,9.6,31|56,66320,44|56
B. K-8 / 0 - 400,Statewide,N.A.,K-8 Average,10.9,N.A.,63770,N.A.,10.9,N.A.,65242,N.A.
B. K-8 / 0 - 400,Statewide,N.A.,Statewide,11.9,N.A.,66150,N.A.,11.9,N.A.,67812,N.A.
B. K-8 / 0 - 400,Atlantic,1410,Estell Manor City,11.9,10|75,73677,72|75,12.6,2|75,73677,71|75
B. K-8 / 0 - 400,Atlantic,1540,Folsom Boro,10.1,N.A.,54435,N.A.,10.2,22|75,56036,17|75
B. K-8 / 0 - 400,Atlantic,3020,Margate City,7.3,64|75,91045,75|75,7.1,65|75,93275,74|75
B. K-8 / 0 - 400,Atlantic,4240,Port Republic City,8.9,45|75,57585,30|75,8.7,41|75,59274,33|75
B. K-8 / 0 - 400,Atlantic,5760,Weymouth Twp,9.4,35|75,51702,9|75,8.6,44|75,51700,5|75
B. K-8 / 0 - 400,Bergen,80,Alpine Boro,6.8,69|75,65087,58|75,5.9,70|75,63199,48|75
B. K-8 / 0 - 400,Bergen,3350,Moonachie Boro,10.4,20|75,58240,33|75,11.5,12|75,68105,61|75
B. K-8 / 0 - 400,Bergen,4870,South Hackensack Twp,13.0,2|75,73500,71|75,13.8,1|75,73033,70|75
B. K-8 / 0 - 400,Burlington,380,Beverly City,11.3,13|75,51488,8|75,10.6,18|75,54333,10|75
B. K-8 / 0 - 400,Burlington,3540,New Hanover Twp,7.7,61|75,61141,47|75,7.9,54|75,56721,24|75
B. K-8 / 0 - 400,Burlington,4460,Riverton,11.6,11|75,67970,68|75,11.8,8|75,63528,51|75
B. K-8 / 0 - 400,Burlington,5890,Woodland Twp,10.7,17|75,50500,6|75,7.9,54|75,50894,4|75
B. K-8 / 0 - 400,Camden,580,Brooklawn Boro,10.4,20|75,58401,35|75,10.6,18|75,62650,45|75
B. K-8 / 0 - 400,Camden,1720,Gibbsboro Boro,9.3,37|75,60483,43|75,10.0,26|75,62774,46|75
B. K-8 / 0 - 400,Camden,2560,Lawnside Boro,12.7,3|75,54552,15|75,12.4,5|75,55227,12|75
B. K-8 / 0 - 400,Camden,5900,Woodlynne Boro,12.4,7|75,55611,16|75,11.0,15|75,54458,11|75
B. K-8 / 0 - 400,Cape May,170,Avalon Boro,3.4,74|75,82686,74|75,5.7,72|75,83246,72|75
B. K-8 / 0 - 400,Cape May,3680,North Wildwood City,6.8,69|75,68499,69|75,5.9,70|75,70899,68|75
B. K-8 / 0 - 400,Cape May,5060,Stone Harbor Boro,6.4,71|75,75084,73|75,6.8,68|75,88616,73|75
B. K-8 / 0 - 400,Cape May,5800,Wildwood Crest Boro,7.8,58|75,62968,53|75,8.6,44|75,64344,55|75
B. K-8 / 0 - 400,Cape May,5840,Woodbine Boro,10.7,17|75,53991,13|75,12.0,7|75,55650,16|75
B. K-8 / 0 - 400,Cumberland,1020,Deerfield Twp,11.6,11|75,58882,38|75,10.9,16|75,56710,23|75
B. K-8 / 0 - 400,Cumberland,1120,Downe Twp,10.4,20|75,56880,26|75,10.5,21|75,56630,22|75
B. K-8 / 0 - 400,Cumberland,1820,Greenwich Twp,3.4,74|75,58665,36|75,7.4,64|75,56734,25|75
B. K-8 / 0 - 400,Cumberland,3050,Maurice River Twp,12.6,4|75,55847,18|75,11.3,13|75,53792,9|75
B. K-8 / 0 - 400,Cumberland,5070,Stow Creek Twp,7.2,66|75,56522,23|75,7.7,59|75,62631,44|75
B. K-8 / 0 - 400,Hudson,1200,East Newark Boro,187.0,1|75,43911,1|75,N.R.,N.R.,N.R.,N.R.
B. K-8 / 0 - 400,Hunterdon,370,Bethlehem Twp,7.6,63|75,55905,20|75,8.3,50|75,56105,18|75
B. K-8 / 0 - 400,Hunterdon,430,Bloomsbury Boro,7.8,58|75,60955,46|75,7.8,57|75,63288,49|75
B. K-8 / 0 - 400,Hunterdon,670,Califon Boro,5.6,73|75,53489,12|75,5.4,74|75,55479,14|75
B. K-8 / 0 - 400,Hunterdon,910,Clinton-Glen Gardner,7.3,64|75,66177,64|75,6.8,68|75,68200,62|75
B. K-8 / 0 - 400,Hunterdon,1040,Delaware Twp,8.8,N.A.,66018,N.A.,9.1,37|75,65455,58|75
B. K-8 / 0 - 400,Hunterdon,1160,East Amwell Twp,9.0,42|75,65465,60|75,9.4,32|75,72640,69|75
B. K-8 / 0 - 400,Hunterdon,1600,Franklin Twp,9.7,31|75,60534,44|75,9.4,32|75,61418,42|75
B. K-8 / 0 - 400,Hunterdon,1680,Frenchtown Boro,7.1,67|75,59020,39|75,7.1,65|75,56515,21|75
B. K-8 / 0 - 400,Hunterdon,1970,Hampton Boro,8.9,45|75,49058,4|75,7.1,65|75,48333,2|75
B. K-8 / 0 - 400,Hunterdon,2140,High Bridge Boro,9.3,37|75,65905,61|75,9.5,28|75,63105,47|75
B. K-8 / 0 - 400,Hunterdon,2450,Kingwood Twp,10.1,23|75,59890,42|75,9.5,28|75,61431,43|75
B. K-8 / 0 - 400,Hunterdon,3180,Milford Boro,6.4,71|75,48007,2|75,5.6,73|75,48007,1|75
B. K-8 / 0 - 400,Monmouth,180,Avon Boro,8.2,53|75,55896,19|75,7.9,54|75,57200,28|75
B. K-8 / 0 - 400,Monmouth,500,Bradley Beach Boro,8.3,52|75,57480,28|75,8.6,44|75,57145,27|75
B. K-8 / 0 - 400,Monmouth,1000,Deal Boro,10.0,27|75,56400,22|75,9.5,28|75,60110,36|75
B. K-8 / 0 - 400,Monmouth,1490,Farmingdale Boro,6.9,68|75,50400,5|75,7.5,61|75,52447,6|75
B. K-8 / 0 - 400,Monmouth,3250,Monmouth Beach Boro,9.1,40|75,58345,34|75,9.3,35|75,59345,35|75
B. K-8 / 0 - 400,Monmouth,3500,Neptune City,9.4,35|75,49000,3|75,8.5,47|75,48385,3|75
B. K-8 / 0 - 400,Monmouth,4690,Sea Girt Boro,8.1,54|75,65185,59|75,7.5,61|75,70785,67|75
B. K-8 / 0 - 400,Monmouth,4980,Spring Lake Boro,7.7,61|75,67745,67|75,7.5,61|75,69208,66|75
B. K-8 / 0 - 400,Monmouth,4990,Spring Lake Heights Boro,10.0,27|75,57834,32|75,10.1,25|75,60359,40|75
B. K-8 / 0 - 400,Morris,2010,Harding Township,8.9,45|75,63210,54|75,8.0,53|75,63735,52|75
B. K-8 / 0 - 400,Morris,3410,Mount Arlington Boro,9.8,30|75,62323,51|75,10.2,22|75,64550,56|75
B. K-8 / 0 - 400,Morris,3520,Netcong Boro,10.6,19|75,50925,7|75,12.6,2|75,56440,20|75
B. K-8 / 0 - 400,Morris,4440,Riverdale Boro,11.2,14|75,56615,25|75,10.8,17|75,60254,37|75
B. K-8 / 0 - 400,Ocean,210,Bay Head Boro,9.6,34|75,60949,45|75,8.5,47|75,58015,30|75
B. K-8 / 0 - 400,Ocean,2500,Lakehurst Boro,9.7,31|75,57484,29|75,9.4,32|75,58069,31|75
B. K-8 / 0 - 400,Ocean,2550,Lavallette Boro,8.1,54|75,66766,66|75,7.8,57|75,69058,65|75
B. K-8 / 0 - 400,Salem,60,Alloway Twp,12.6,4|75,65085,57|75,12.5,4|75,68349,63|75
B. K-8 / 0 - 400,Salem,1350,Elsinboro Twp,9.1,40|75,52951,11|75,8.7,41|75,52497,7|75
B. K-8 / 0 - 400,Salem,2800,Lower Alloways Creek,8.8,48|75,69000,70|75,8.1,51|75,60270,39|75
B. K-8 / 0 - 400,Salem,2950,Mannington Twp,10.1,23|75,61470,48|75,9.5,28|75,55582,15|75
B. K-8 / 0 - 400,Salem,3860,Oldmans Twp,12.3,9|75,58720,37|75,12.4,5|75,60256,38|75
B. K-8 / 0 - 400,Salem,4280,Quinton Twp,12.5,6|75,61665,49|75,11.7,11|75,58276,32|75
B. K-8 / 0 - 400,Salem,5320,Upper Pittsgrove Twp,11.1,15|75,61863,50|75,9.9,27|75,65668,59|75
B. K-8 / 0 - 400,Sussex,1930,Hamburg Boro,8.1,54|75,66290,65|75,8.1,51|75,68650,64|75
B. K-8 / 0 - 400,Sussex,2490,Lafayette Twp,9.0,42|75,63561,55|75,9.1,37|75,61120,41|75
B. K-8 / 0 - 400,Sussex,3300,Montague Twp,9.0,42|75,65980,62|75,8.9,39|75,65980,60|75
B. K-8 / 0 - 400,Sussex,3840,Ogdensburg Boro,9.3,37|75,56010,21|75,8.9,39|75,56250,19|75
B. K-8 / 0 - 400,Sussex,5030,Stanhope Boro,10.1,23|75,59283,40|75,10.2,22|75,59283,34|75
B. K-8 / 0 - 400,Union,1710,Garwood Boro,12.4,7|75,56956,27|75,11.8,8|75,56742,26|75
B. K-8 / 0 - 400,Union,5810,Winfield Twp,9.9,29|75,56596,24|75,11.8,8|75,55258,13|75
B. K-8 / 0 - 400,Warren,70,Alpha Boro,8.8,48|75,57615,31|75,10.6,18|75,57615,29|75
B. K-8 / 0 - 400,Warren,2040,Harmony Twp,7.8,58|75,62445,52|75,8.7,41|75,64115,54|75
B. K-8 / 0 - 400,Warren,2250,Hope Twp,8.8,48|75,55740,17|75,8.5,47|75,63310,50|75
B. K-8 / 0 - 400,Warren,3890,Oxford Twp,9.7,31|75,52285,10|75,9.2,36|75,53610,8|75
B. K-8 / 0 - 400,Warren,4200,Pohatcong Twp,11.0,16|75,64065,56|75,11.3,13|75,64065,53|75
B. K-8 / 0 - 400,Warren,5780,White Twp,7.9,57|75,59435,41|75,7.7,59|75,65000,57|75
C. K-8 / 401 - 750,Statewide,N.A.,K-8 Average,10.9,N.A.,63770,N.A.,10.9,N.A.,65242,N.A.
C. K-8 / 401 - 750,Statewide,N.A.,Statewide,11.9,N.A.,66150,N.A.,11.9,N.A.,67812,N.A.
C. K-8 / 401 - 750,Atlantic,570,Brigantine City,9.0,62|66,89900,67|66,8.6,64|66,91899,67|66
C. K-8 / 401 - 750,Atlantic,1300,Egg Harbor City,9.8,47|66,57963,18|66,11.1,22|66,58526,16|66
C. K-8 / 401 - 750,Atlantic,3480,Mullica Twp,11.7,20|66,53588,4|66,13.0,2|66,53575,2|66
C. K-8 / 401 - 750,Atlantic,5350,Ventnor City,10.0,N.A.,86950,N.A.,9.9,43|66,87950,66|66
C. K-8 / 401 - 750,Bergen,740,Carlstadt Boro,12.3,13|66,69802,53|66,12.1,10|66,74234,57|66
C. K-8 / 401 - 750,Bergen,1070,Demarest Boro,9.9,46|66,64123,40|66,9.4,52|66,61833,30|66
C. K-8 / 401 - 750,Bergen,1380,Englewood Cliffs Boro,10.0,41|66,69165,50|66,8.7,62|66,69740,51|66
C. K-8 / 401 - 750,Bergen,2050,Harrington Park Boro,11.2,24|66,63866,39|66,11.5,13|66,71805,55|66
C. K-8 / 401 - 750,Bergen,2090,Haworth Boro,10.2,39|66,72826,58|66,10.2,36|66,66834,46|66
C. K-8 / 401 - 750,Bergen,2200,Ho Ho Kus Boro,11.9,17|66,78901,63|66,12.6,6|66,81537,63|66
C. K-8 / 401 - 750,Bergen,3730,Northvale Boro,10.9,30|66,70257,54|66,10.9,25|66,71801,54|66
C. K-8 / 401 - 750,Bergen,3740,Norwood Boro,12.6,7|66,69353,52|66,12.2,8|66,61288,26|66
C. K-8 / 401 - 750,Bergen,3850,Old Tappan Boro,11.0,27|66,82190,65|66,10.5,33|66,82605,65|66
C. K-8 / 401 - 750,Bergen,4470,Rochelle Park Twp,12.4,9|66,80520,64|66,11.3,17|66,81690,64|66
C. K-8 / 401 - 750,Bergen,5880,Woodcliff Lake Boro,10.0,41|66,64355,41|66,9.2,56|66,64355,37|66
C. K-8 / 401 - 750,Burlington,1030,Delanco Twp,13.1,2|66,57318,15|66,13.1,1|66,55002,4|66
C. K-8 / 401 - 750,Burlington,1250,Eastampton Twp,12.3,13|66,70460,56|66,10.7,28|66,66697,45|66
C. K-8 / 401 - 750,Burlington,1910,Hainesport Twp,10.7,32|66,55609,9|66,10.2,36|66,56864,11|66
C. K-8 / 401 - 750,Burlington,3070,Medford Lakes Boro,13.0,5|66,60321,24|66,12.2,8|66,65677,42|66
C. K-8 / 401 - 750,Burlington,4930,Southampton Twp,9.7,51|66,56950,12|66,10.0,42|66,56013,7|66
C. K-8 / 401 - 750,Burlington,5130,Tabernacle Twp,11.2,24|66,59276,21|66,11.3,17|66,61442,28|66
C. K-8 / 401 - 750,Camden,190,Barrington Boro,10.3,37|66,60431,26|66,10.1,39|66,60022,23|66
C. K-8 / 401 - 750,Camden,340,Berlin Twp,9.5,55|66,65457,45|66,10.1,39|66,62680,34|66
C. K-8 / 401 - 750,Camden,880,Clementon Boro,9.3,59|66,56850,11|66,8.8,61|66,57900,14|66
C. K-8 / 401 - 750,Camden,2890,Magnolia Boro,11.1,26|66,73043,60|66,11.3,17|66,75255,58|66
C. K-8 / 401 - 750,Camden,3110,Merchantville Boro,12.6,N.A.,61823,N.A.,12.7,5|66,63393,35|66
C. K-8 / 401 - 750,Camden,3420,Mount Ephraim Boro,12.4,9|66,61689,28|66,11.2,21|66,59189,19|66
C. K-8 / 401 - 750,Camden,4790,Somerdale Boro,10.6,33|66,54564,6|66,9.6,47|66,56214,8|66
C. K-8 / 401 - 750,Cape May,1080,Dennis Twp,8.3,66|66,52649,2|66,8.1,66|66,50093,1|66
C. K-8 / 401 - 750,Cumberland,950,Commercial Twp,12.4,9|66,61692,29|66,11.3,17|66,63983,36|66
C. K-8 / 401 - 750,Cumberland,1460,Fairfield Twp,13.1,2|66,54762,8|66,11.5,13|66,56620,10|66
C. K-8 / 401 - 750,Cumberland,2270,Hopewell Twp,10.8,31|66,77057,62|66,11.8,12|66,77057,61|66
C. K-8 / 401 - 750,Cumberland,2570,Lawrence Twp,13.1,2|66,66184,46|66,10.7,28|66,68245,49|66
C. K-8 / 401 - 750,Gloucester,1830,Greenwich Twp,9.3,59|66,57000,13|66,9.0,58|66,59500,20|66
C. K-8 / 401 - 750,Hunterdon,20,Alexandria Twp,9.6,53|66,72298,57|66,9.4,52|66,69219,50|66
C. K-8 / 401 - 750,Hunterdon,2220,Holland Twp,9.0,62|66,57401,16|66,10.2,36|66,59022,18|66
C. K-8 / 401 - 750,Hunterdon,2600,Lebanon Twp,9.8,47|66,62755,35|66,9.0,58|66,59915,22|66
C. K-8 / 401 - 750,Hunterdon,5180,Tewksbury Twp,8.7,64|66,74039,61|66,8.7,62|66,77823,62|66
C. K-8 / 401 - 750,Hunterdon,5270,Union Twp,9.8,47|66,69345,51|66,10.6,31|66,75549,59|66
C. K-8 / 401 - 750,Middlesex,970,Cranbury Twp,8.5,65|66,62700,34|66,8.6,64|66,65500,41|66
C. K-8 / 401 - 750,Middlesex,2370,Jamesburg Boro,14.0,1|66,56733,10|66,12.9,3|66,57293,12|66
C. K-8 / 401 - 750,Monmouth,270,Belmar Boro,10.4,36|66,57000,13|66,9.5,50|66,58000,15|66
C. K-8 / 401 - 750,Monmouth,560,Brielle Boro,11.3,23|66,63568,38|66,11.1,22|66,65368,40|66
C. K-8 / 401 - 750,Monmouth,3830,Oceanport Boro,10.0,41|66,65036,43|66,9.9,43|66,64436,38|66
C. K-8 / 401 - 750,Monmouth,4770,Shrewsbury Boro,11.0,27|66,58645,20|66,10.5,33|66,56245,9|66
C. K-8 / 401 - 750,Monmouth,5230,Union Beach,9.8,47|66,53375,3|66,10.1,39|66,55334,6|66
C. K-8 / 401 - 750,Monmouth,5640,West Long Branch Boro,9.1,61|66,62515,33|66,9.5,50|66,62515,33|66
C. K-8 / 401 - 750,Morris,460,Boonton Twp,10.3,37|66,62979,36|66,10.7,28|66,66365,43|66
C. K-8 / 401 - 750,Morris,3090,Mendham Boro,10.0,41|66,62165,32|66,9.9,43|66,60980,25|66
C. K-8 / 401 - 750,Morris,3100,Mendham Twp,9.4,58|66,64620,42|66,9.4,52|66,70448,52|66
C. K-8 / 401 - 750,Morris,3380,Morris Plains Boro,9.5,55|66,59704,22|66,9.3,55|66,62238,32|66
C. K-8 / 401 - 750,Morris,4480,Rockaway Boro,12.7,6|66,50635,1|66,11.4,16|66,54857,3|66
C. K-8 / 401 - 750,Morris,5770,Wharton Boro,10.6,33|66,67105,49|66,9.6,47|66,66522,44|66
C. K-8 / 401 - 750,Passaic,420,Bloomingdale Boro,11.9,17|66,70295,55|66,11.5,13|66,74020,56|66
C. K-8 / 401 - 750,Passaic,3640,North Haledon Boro,11.7,20|66,54569,7|66,10.9,25|66,55019,5|66
C. K-8 / 401 - 750,Somerset,240,Bedminster Twp,10.5,35|66,66610,47|66,9.6,47|66,71416,53|66
C. K-8 / 401 - 750,Somerset,4850,South Bound Brook,11.9,17|66,60568,27|66,11.9,11|66,57815,13|66
C. K-8 / 401 - 750,Somerset,5540,Watchung Boro,12.1,15|66,63390,37|66,12.3,7|66,64720,39|66
C. K-8 / 401 - 750,Sussex,90,Andover Reg,9.5,55|66,67039,48|66,9.7,46|66,67039,48|66
C. K-8 / 401 - 750,Sussex,1560,Frankford Twp,7.3,67|66,65185,44|66,7.5,67|66,66901,47|66
C. K-8 / 401 - 750,Sussex,1570,Franklin Boro,9.7,51|66,60328,25|66,8.9,60|66,62055,31|66
C. K-8 / 401 - 750,Sussex,1800,Green Twp,10.2,39|66,72885,59|66,10.6,31|66,76594,60|66
C. K-8 / 401 - 750,Sussex,2030,Hardyston Twp,11.0,27|66,60062,23|66,10.5,33|66,61301,27|66
C. K-8 / 401 - 750,Union,3470,Mountainside Boro,12.4,9|66,58168,19|66,11.0,24|66,60422,24|66
C. K-8 / 401 - 750,Warren,30,Allamuchy Twp,12.1,15|66,54150,5|66,12.8,4|66,58638,17|66
C. K-8 / 401 - 750,Warren,1785,Great Meadows Regional,9.6,53|66,62035,31|66,9.2,56|66,61650,29|66
C. K-8 / 401 - 750,Warren,1840,Greenwich Twp,11.7,N.A.,57485,N.A.,10.8,27|66,59555,21|66
D. K-8 / 751 +,Statewide,N.A.,K-8 Average,10.9,N.A.,63770,N.A.,10.9,N.A.,65242,N.A.
D. K-8 / 751 +,Statewide,N.A.,Statewide,11.9,N.A.,66150,N.A.,11.9,N.A.,67812,N.A.
D. K-8 / 751 +,Atlantic,10,Absecon City,11.3,37|79,69986,64|79,13.2,6|77,77716,70|77
D. K-8 / 751 +,Atlantic,1690,Galloway Twp,10.9,44|79,79710,74|79,11.0,40|77,80910,72|77
D. K-8 / 751 +,Atlantic,1940,Hamilton Twp,12.2,18|79,58687,13|79,11.8,26|77,66821,43|77
D. K-8 / 751 +,Atlantic,2680,Linwood City,12.0,26|79,69900,63|79,11.5,30|77,68406,50|77
D. K-8 / 751 +,Atlantic,3720,Northfield City,11.3,37|79,54134,4|79,11.0,40|77,53863,4|77
D. K-8 / 751 +,Atlantic,4800,Somers Point City,9.3,71|79,57561,10|79,9.2,70|77,54309,5|77
D. K-8 / 751 +,Bergen,40,Allendale Boro,12.2,18|79,76273,72|79,12.1,18|77,76235,68|77
D. K-8 / 751 +,Bergen,930,Closter Boro,12.2,18|79,84635,76|79,12.1,18|77,87760,74|77
D. K-8 / 751 +,Bergen,1230,East Rutherford Boro,11.4,36|79,82480,75|79,11.5,30|77,89662,75|77
D. K-8 / 751 +,Bergen,1470,Fairview Boro,16.0,1|79,55125,6|79,16.3,2|77,56150,8|77
D. K-8 / 751 +,Bergen,1580,Franklin Lakes Boro,7.7,76|79,69384,58|79,7.9,75|77,69384,53|77
D. K-8 / 751 +,Bergen,2180,Hillsdale Boro,10.2,60|79,66728,49|79,10.0,60|77,66728,42|77
D. K-8 / 751 +,Bergen,2710,Little Ferry Boro,12.1,23|79,66872,50|79,11.5,30|77,69606,54|77
D. K-8 / 751 +,Bergen,3060,Maywood Boro,13.1,7|79,59375,17|79,13.2,6|77,57850,13|77
D. K-8 / 751 +,Bergen,3330,Montvale Boro,12.0,26|79,71898,69|79,11.5,30|77,71110,58|77
D. K-8 / 751 +,Bergen,3760,Oakland Boro,10.5,51|79,70547,65|79,10.4,53|77,71065,57|77
D. K-8 / 751 +,Bergen,4430,River Vale Twp,12.1,23|79,78248,73|79,12.0,22|77,83980,73|77
D. K-8 / 751 +,Bergen,5330,Upper Saddle River Boro,10.4,53|79,61680,24|79,10.6,51|77,61680,21|77
D. K-8 / 751 +,Bergen,5920,Wyckoff Twp,11.0,43|79,69331,57|79,10.9,43|77,71953,63|77
D. K-8 / 751 +,Burlington,1280,Edgewater Park Twp,12.7,9|79,60340,21|79,13.1,8|77,59370,17|77
D. K-8 / 751 +,Burlington,1420,Evesham Twp,12.2,18|79,66096,46|79,12.9,12|77,71224,59|77
D. K-8 / 751 +,Burlington,2850,Lumberton Twp,12.3,14|79,71021,66|79,12.4,15|77,74201,67|77
D. K-8 / 751 +,Burlington,3080,Medford Twp,12.3,14|79,72915,70|79,12.6,13|77,76457,69|77
D. K-8 / 751 +,Burlington,3430,Mount Holly Twp,10.9,44|79,60275,20|79,11.2,39|77,59750,18|77
D. K-8 / 751 +,Burlington,3440,Mount Laurel Twp,12.3,14|79,71390,68|79,12.1,18|77,69350,52|77
D. K-8 / 751 +,Burlington,4740,Shamong Twp,11.5,33|79,68497,55|79,11.5,30|77,73412,65|77
D. K-8 / 751 +,Burlington,5720,Westampton,12.7,9|79,61390,23|79,13.0,10|77,63120,25|77
D. K-8 / 751 +,Camden,260,Bellmawr Boro,13.6,5|79,63416,33|79,13.5,5|77,65679,36|77
D. K-8 / 751 +,Camden,330,Berlin Boro,11.3,37|79,57815,12|79,12.4,15|77,57415,10|77
