GROUP,CONAME,DIST,DISTNAME,PP17,RK17,PCT17,SBA7,PP27,RK27,PCT27,SBB7,PP37,RK37,PCT37,SBC7
A. K-6,Statewide,N.A.,1. State average - Operating Type K-6,1859,N.A.,0.131,0.823,1953,N.A.,0.134,0.826,2086,N.A.,0.135,0.812
A. K-6,Statewide,N.A.,2. State median - Operating Type K-6,1797,N.A.,0.119,0.761,1887,N.A.,0.121,0.723,1945,N.A.,0.119,0.731
A. K-6,Statewide,N.A.,5. State average - All operating types,2058,N.A.,0.138,0.866,2098,N.A.,0.138,0.861,2196,N.A.,0.138,0.852
A. K-6,Statewide,N.A.,6. State median - All operating types,1869,N.A.,0.126,0.827,1973,N.A.,0.129,0.838,2034,N.A.,0.127,0.822
A. K-6,Bergen,1270,Edgewater Boro,1176,7|56,0.105,0.681,1357,11|56,0.117,0.6213,1387,11|56,0.118,0.7073
A. K-6,Bergen,3870,Oradell Boro,1625,22|56,0.125,0.7676,1589,19|56,0.119,0.8066,1587,17|56,0.122,0.7923
A. K-6,Bergen,4410,River Edge Boro,1332,10|56,0.101,0.8934,1254,8|56,0.094,0.8745,1719,19|56,0.122,0.9178
A. K-6,Bergen,4620,Saddle River Boro,7005,56|56,0.274,0.8725,8469,56|56,0.295,0.8687,8447,56|56,0.282,0.825
A. K-6,Burlington,200,Bass River Twp,2300,40|56,0.112,0.7789,2285,35|56,0.111,0.7619,1744,22|56,0.102,0.7393
A. K-6,Burlington,830,Chesterfield Twp,1560,21|56,0.14,0.6821,1521,17|56,0.133,0.7,1358,10|56,0.119,0.6403
A. K-6,Burlington,2960,Mansfield Twp,1500,17|56,0.108,0.5971,1938,30|56,0.119,0.6335,1955,29|56,0.126,0.6159
A. K-6,Burlington,3650,North Hanover Twp,2589,46|56,0.169,0.921,2422,39|56,0.156,0.9153,2884,45|56,0.173,0.9355
A. K-6,Burlington,5010,Springfield Twp,2280,38|56,0.119,0.736,2709,47|56,0.145,0.8065,2635,39|56,0.135,0.7618
A. K-6,Camden,2540,Laurel Springs Boro,901,3|56,0.078,0.4937,969,5|56,0.078,0.5135,1325,8|56,0.09,0.4492
A. K-6,Camden,5560,Waterford Twp,2553,45|56,0.158,0.81,2773,48|56,0.162,0.7671,2911,47|56,0.164,0.7763
A. K-6,Cape May,710,Cape May City,1789,28|56,0.109,0.6601,1832,27|56,0.111,0.6655,1750,23|56,0.111,0.6874
A. K-6,Cape May,2840,Lower Twp,1961,33|56,0.14,0.9012,2252,34|56,0.154,0.9121,2329,35|56,0.153,0.8961
A. K-6,Cape May,5610,West Cape May Boro,1885,31|56,0.119,0.5414,1445,14|56,0.102,0.5037,1420,12|56,0.102,0.5779
