GROUP,CONAME,DIST,DISTNAME,SSRAT0017,RK0017,SALS0017,RKSAL0017,SSRAT0117,RK0117,SALS0117,RKSAL0117
A. K-6,Statewide,N.A.,K-6 Average,75.1,N.A.,63324,N.A.,75.0,N.A.,63584,N.A.
A. K-6,Statewide,N.A.,Statewide,75.9,N.A.,74988,N.A.,76.0,N.A.,76128,N.A.
A. K-6,Bergen,1270,Edgewater Boro,83.6,22|56,58228,26|56,88.5,16|56,60079,27|56
A. K-6,Bergen,3870,Oradell Boro,107.9,8|56,62003,33|56,96.5,10|56,63815,34|56
A. K-6,Bergen,4410,River Edge Boro,84.5,21|56,75367,49|56,91.7,14|56,76441,51|56
A. K-6,Bergen,4620,Saddle River Boro,48.4,51|56,65432,39|56,47.4,51|56,66712,39|56
A. K-6,Burlington,200,Bass River Twp,44.8,53|56,49735,13|56,59.4,43|56,52339,16|56
A. K-6,Burlington,830,Chesterfield Twp,99.2,12|56,59000,30|56,97.9,9|56,59251,25|56
A. K-6,Burlington,2960,Mansfield Twp,85.3,19|56,70011,45|56,85.2,18|56,74857,47|56
A. K-6,Burlington,3650,North Hanover Twp,59.1,41|56,64438,37|56,54.6,47|56,70133,44|56
A. K-6,Burlington,5010,Springfield Twp,92.8,18|56,57990,25|56,72.0,31|56,57990,23|56
A. K-6,Camden,2540,Laurel Springs Boro,85.1,20|56,13733,3|56,84.2,22|56,49879,14|56
A. K-6,Camden,5560,Waterford Twp,67.6,36|56,84675,56|56,64.9,37|56,59707,26|56
A. K-6,Cape May,710,Cape May City,205.0,1|56,76829,51|56,176.0,3|56,31980,6|56
A. K-6,Cape May,2840,Lower Twp,77.1,26|56,82473,54|56,79.8,23|56,84973,55|56
A. K-6,Cape May,5610,West Cape May Boro,163.3,3|56,12475,2|56,127.5,5|56,17134,2|56
A. K-6,Essex,1400,Essex Fells Boro,53.1,46|56,48531,11|56,71.3,33|56,49094,13|56
A. K-6,Essex,1465,Fairfield Twp,68.2,35|56,66917,40|56,61.9,40|56,73527,46|56
A. K-6,Essex,3630,North Caldwell Boro,65.7,38|56,51896,16|56,70.1,34|56,51791,15|56
A. K-6,Essex,4530,Roseland Boro,57.5,43|56,69153,44|56,57.0,46|56,65029,36|56
A. K-6,Gloucester,1180,East Greenwich Twp,82.8,23|56,64825,38|56,84.7,20|56,64425,35|56
A. K-6,Gloucester,1330,Elk Twp,168.5,2|56,72502,47|56,126.0,6|56,67974,41|56
A. K-6,Gloucester,1590,Franklin Twp,75.3,29|56,58867,29|56,73.8,29|56,58124,24|56
A. K-6,Gloucester,2070,Harrison Twp,101.9,9|56,70190,46|56,107.4,8|56,78285,53|56
A. K-6,Gloucester,2990,Mantua Twp,72.3,31|56,64092,36|56,68.5,35|56,68753,42|56
A. K-6,Gloucester,3490,National Park Boro,76.8,28|56,51729,15|56,84.7,20|56,63361,33|56
A. K-6,Gloucester,4880,South Harrison Twp,100.8,10|56,58436,27|56,75.8,27|56,61265,31|56
A. K-6,Gloucester,5120,Swedesboro-Woolwich,93.8,13|56,58711,28|56,95.2,12|56,65082,38|56
A. K-6,Gloucester,5590,Wenonah Boro,77.0,27|56,29512,5|56,60.3,42|56,28079,5|56
A. K-6,Gloucester,5740,Westville Boro,69.3,34|56,57165,24|56,67.2,36|56,56620,21|56
A. K-6,Gloucester,5870,Woodbury Heights Boro,80.7,24|56,83284,55|56,76.0,26|56,83284,54|56
A. K-6,Hunterdon,2590,Lebanon Boro,51.0,49|56,51187,14|56,N.R.,N.R.,N.R.,N.R.
A. K-6,Monmouth,130,Atlantic Highlands Boro,93.1,16|56,61532,32|56,74.0,28|56,33334,7|56
A. K-6,Monmouth,2160,Highlands Boro,48.7,50|56,25878,4|56,62.5,38|56,27308,4|56
A. K-6,Monmouth,4520,Roosevelt Boro,22.7,56|56,52821,17|56,18.4,55|56,53798,17|56
A. K-6,Morris,3240,Mine Hill Twp,139.6,5|56,59863,31|56,144.0,4|56,61188,29|56
A. K-6,Ocean,230,Beach Haven Boro,46.7,52|56,6000,1|56,590.0,2|56,5000,1|56
A. K-6,Ocean,320,Berkeley Twp,74.0,30|56,76317,50|56,72.2,30|56,75390,48|56
A. K-6,Ocean,1150,Eagleswood Twp,130.6,7|56,56837,23|56,1775.0,1|56,57673,22|56
A. K-6,Ocean,2350,Island Heights Boro,100.8,10|56,46954,10|56,96.0,11|56,44482,10|56
A. K-6,Ocean,2690,Little Egg Harbor Twp,66.7,37|56,67799,43|56,84.9,19|56,69484,43|56
A. K-6,Ocean,2760,Long Beach Island,56.5,44|56,82462,53|56,58.8,44|56,78019,52|56
A. K-6,Ocean,3800,Ocean Gate Boro,93.1,16|56,45638,8|56,78.0,24|56,61018,28|56
A. K-6,Ocean,3820,Ocean Twp,51.3,48|56,72650,48|56,48.8,49|56,76402,50|56
A. K-6,Ocean,4710,Seaside Heights Boro,36.4,55|56,53001,18|56,38.5,54|56,54822,19|56
A. K-6,Ocean,5020,Stafford Twp,77.3,25|56,55567,21|56,77.8,25|56,55392,20|56
A. K-6,Ocean,5220,Tuckerton Boro,62.2,39|56,53205,19|56,48.3,50|56,54212,18|56
A. K-6,Sussex,1630,Fredon Twp,54.8,45|56,37392,6|56,50.2,48|56,45369,11|56
A. K-6,Sussex,1980,Hampton Twp,93.2,15|56,49561,12|56,93.7,13|56,39968,9|56
A. K-6,Sussex,4650,Sandyston-Walpack Twp,149.0,4|56,53205,19|56,88.1,17|56,35558,8|56
A. K-6,Sussex,5040,Stillwater Twp,57.8,42|56,63609,35|56,71.5,32|56,75411,49|56
A. K-6,Warren,400,Blairstown Twp,52.4,47|56,67229,41|56,44.2,52|56,67219,40|56
A. K-6,Warren,1620,Franklin Twp,71.3,33|56,67290,42|56,60.6,41|56,61500,32|56
A. K-6,Warren,1670,Frelinghuysen Twp,136.4,6|56,44082,7|56,125.0,7|56,21135,3|56
A. K-6,Warren,2470,Knowlton Twp,44.7,54|56,46301,9|56,42.8,53|56,47951,12|56
A. K-6,Warren,2970,Mansfield Twp,93.6,14|56,77337,52|56,91.4,15|56,70637,45|56
A. K-6,Warren,5480,Washington Boro,72.1,32|56,63145,34|56,62.5,38|56,65050,37|56
