GROUP,CONAME,DIST,DISTNAME,PP18A,RK18A,PCT18A,PP28A,RK28A,PCT28A,PP38A,RK38A,PCT38A
A. K-6,Statewide,N.A.,1. State average - Operating Type K-6,39,N.A.,0.003,42,N.A.,0.003,34,N.A.,0.002
A. K-6,Statewide,N.A.,2. State median - Operating Type K-6,39,N.A.,0.003,32,N.A.,0.002,33,N.A.,0.002
A. K-6,Statewide,N.A.,5. State average - All operating types,47,N.A.,0.003,47,N.A.,0.003,43,N.A.,0.003
A. K-6,Statewide,N.A.,6. State median - All operating types,39,N.A.,0.003,40,N.A.,0.003,41,N.A.,0.003
A. K-6,Bergen,1270,Edgewater Boro,54,41|56,0.005,52,38|56,0.004,17,5|56,0.001
A. K-6,Bergen,3870,Oradell Boro,51,38|56,0.004,86,46|56,0.006,53,42|56,0.004
A. K-6,Bergen,4410,River Edge Boro,15,9|56,0.001,20,15|56,0.002,21,9|56,0.001
A. K-6,Bergen,4620,Saddle River Boro,95,51|56,0.004,57,42|56,0.002,48,38|56,0.002
A. K-6,Burlington,200,Bass River Twp,16,13|56,8E-4,26,24|56,0.001,58,45|56,0.003
A. K-6,Burlington,830,Chesterfield Twp,35,27|56,0.003,96,48|56,0.008,62,46|56,0.005
A. K-6,Burlington,2960,Mansfield Twp,59,44|56,0.004,109,53|56,0.007,50,39|56,0.003
A. K-6,Burlington,3650,North Hanover Twp,9,6|56,61E-5,17,12|56,0.001,30,22|56,0.002
A. K-6,Burlington,5010,Springfield Twp,28,22|56,0.001,24,21|56,0.001,25,16|56,0.001
A. K-6,Camden,2540,Laurel Springs Boro,17,14|56,0.002,2,4|56,17E-5,N.R.,N.R.,N.R.
A. K-6,Camden,5560,Waterford Twp,94,50|56,0.006,175,55|56,0.01,64,48|56,0.004
A. K-6,Cape May,710,Cape May City,20,18|56,0.001,24,21|56,0.001,27,18|56,0.002
A. K-6,Cape May,2840,Lower Twp,42,29|56,0.003,15,11|56,0.001,21,9|56,0.001
A. K-6,Cape May,5610,West Cape May Boro,180,53|56,0.011,97,49|56,0.007,45,37|56,0.003
A. K-6,Essex,1400,Essex Fells Boro,257,54|56,0.013,63,43|56,0.003,111,54|56,0.005
A. K-6,Essex,1465,Fairfield Twp,75,48|56,0.005,63,43|56,0.004,57,44|56,0.004
A. K-6,Essex,3630,North Caldwell Boro,49,36|56,0.003,21,17|56,0.001,68,51|56,0.004
A. K-6,Essex,4530,Roseland Boro,74,47|56,0.005,90,47|56,0.006,67,50|56,0.004
A. K-6,Gloucester,1180,East Greenwich Twp,31,25|56,0.003,55,41|56,0.005,42,35|56,0.003
A. K-6,Gloucester,1330,Elk Twp,48,34|56,0.004,31,26|56,0.002,35,31|56,0.002
A. K-6,Gloucester,1590,Franklin Twp,17,14|56,0.001,20,15|56,0.002,31,23|56,0.002
A. K-6,Gloucester,2070,Harrison Twp,33,26|56,0.003,39,31|56,0.003,29,21|56,0.002
A. K-6,Gloucester,2990,Mantua Twp,5,3|56,35E-5,6,7|56,39E-5,11,3|56,81E-5
A. K-6,Gloucester,3490,National Park Boro,1,1|56,96E-6,1,1|56,33E-6,9,1|56,52E-5
A. K-6,Gloucester,4880,South Harrison Twp,49,36|56,0.004,4,5|56,35E-5,31,23|56,0.003
A. K-6,Gloucester,5120,Swedesboro-Woolwich,30,23|56,0.003,30,25|56,0.002,27,18|56,0.002
A. K-6,Gloucester,5590,Wenonah Boro,13,8|56,89E-5,23,19|56,0.001,18,7|56,0.001
A. K-6,Gloucester,5740,Westville Boro,2,2|56,17E-5,18,13|56,0.002,13,4|56,0.001
A. K-6,Gloucester,5870,Woodbury Heights Boro,9,6|56,64E-5,25,23|56,0.002,17,5|56,0.001
A. K-6,Hunterdon,2590,Lebanon Boro,70,46|56,0.003,32,28|56,0.002,64,48|56,0.003
A. K-6,Monmouth,130,Atlantic Highlands Boro,55,42|56,0.004,71,45|56,0.005,52,41|56,0.003
A. K-6,Monmouth,2160,Highlands Boro,25,19|56,0.001,124,54|56,0.006,74,52|56,0.003
A. K-6,Monmouth,4520,Roosevelt Boro,56,43|56,0.003,31,26|56,0.002,63,47|56,0.003
A. K-6,Morris,3240,Mine Hill Twp,47,32|56,0.003,105,52|56,0.007,34,29|56,0.002
A. K-6,Ocean,230,Beach Haven Boro,356,55|56,0.012,97,49|56,0.004,101,53|56,0.003
A. K-6,Ocean,320,Berkeley Twp,17,14|56,0.001,9,8|56,68E-5,10,2|56,66E-5
A. K-6,Ocean,1150,Eagleswood Twp,99,52|56,0.007,52,38|56,0.003,34,29|56,0.002
