GROUP,CONAME,DIST,DISTNAME,PP111,RK111,PCT111,SBA11,PP211,RK211,PCT211,SBB11,PP311,RK311,PCT311,SBC11
A. K-6,Statewide,N.A.,1. State average - Operating Type K-6,755,N.A.,0.053,0.491,799,N.A.,0.055,0.491,848,N.A.,0.055,0.465
A. K-6,Statewide,N.A.,2. State median - Operating Type K-6,762,N.A.,0.051,0.487,786,N.A.,0.051,0.491,843,N.A.,0.052,0.474
A. K-6,Statewide,N.A.,5. State average - All operating types,898,N.A.,0.06,0.505,906,N.A.,0.059,0.5,954,N.A.,0.06,0.503
A. K-6,Statewide,N.A.,6. State median - All operating types,804,N.A.,0.054,0.476,832,N.A.,0.055,0.48,894,N.A.,0.056,0.486
A. K-6,Bergen,1270,Edgewater Boro,719,24|56,0.064,0.5362,738,24|56,0.064,0.5528,652,15|56,0.056,0.4608
A. K-6,Bergen,3870,Oradell Boro,791,31|56,0.061,0.5851,783,26|56,0.059,0.5081,744,21|56,0.057,0.5124
A. K-6,Bergen,4410,River Edge Boro,550,12|56,0.042,0.5088,548,11|56,0.041,0.5315,678,16|56,0.048,0.5481
A. K-6,Bergen,4620,Saddle River Boro,1379,54|56,0.054,0.5717,1636,54|56,0.057,0.572,2038,55|56,0.068,0.5705
A. K-6,Burlington,200,Bass River Twp,1074,48|56,0.052,0.5136,1138,47|56,0.056,0.5033,895,34|56,0.052,0.4491
A. K-6,Burlington,830,Chesterfield Twp,795,32|56,0.071,0.6437,821,30|56,0.072,0.6746,843,27|56,0.074,0.6226
A. K-6,Burlington,2960,Mansfield Twp,1024,45|56,0.074,0.6161,1063,44|56,0.065,0.5502,946,40|56,0.061,0.5297
A. K-6,Burlington,3650,North Hanover Twp,773,30|56,0.051,0.5013,830,32|56,0.053,0.48,903,35|56,0.054,0.4959
A. K-6,Burlington,5010,Springfield Twp,1224,52|56,0.064,0.63,1422,51|56,0.076,0.7334,1358,51|56,0.07,0.6331
A. K-6,Camden,2540,Laurel Springs Boro,121,2|56,0.01,0.1024,119,2|56,0.01,0.092,167,2|56,0.011,0.1078
A. K-6,Camden,5560,Waterford Twp,254,3|56,0.016,0.1127,269,4|56,0.016,0.1072,310,3|56,0.017,0.1241
A. K-6,Cape May,710,Cape May City,974,43|56,0.059,0.562,931,37|56,0.056,0.4947,856,30|56,0.054,0.4153
A. K-6,Cape May,2840,Lower Twp,1217,51|56,0.087,0.647,1247,49|56,0.085,0.6238,1363,52|56,0.09,0.6672
A. K-6,Cape May,5610,West Cape May Boro,664,21|56,0.042,0.4251,565,13|56,0.04,0.4527,460,6|56,0.033,0.3279
A. K-6,Essex,1400,Essex Fells Boro,1233,53|56,0.064,0.6385,1182,48|56,0.064,0.6159,1196,48|56,0.059,0.5344
A. K-6,Essex,1465,Fairfield Twp,820,33|56,0.052,0.5644,1503,53|56,0.097,0.7927,1077,43|56,0.067,0.6116
A. K-6,Essex,3630,North Caldwell Boro,994,44|56,0.063,0.5064,1036,42|56,0.066,0.5396,1082,44|56,0.062,0.4986
A. K-6,Essex,4530,Roseland Boro,641,17|56,0.04,0.4618,634,18|56,0.042,0.4564,789,25|56,0.049,0.4514
A. K-6,Gloucester,1180,East Greenwich Twp,557,13|56,0.051,0.4295,604,16|56,0.053,0.4992,627,13|56,0.051,0.4732
A. K-6,Gloucester,1330,Elk Twp,643,18|56,0.051,0.5449,621,17|56,0.046,0.512,693,19|56,0.046,0.4296
A. K-6,Gloucester,1590,Franklin Twp,885,40|56,0.075,0.5928,856,33|56,0.069,0.4442,941,39|56,0.071,0.5073
A. K-6,Gloucester,2070,Harrison Twp,598,15|56,0.054,0.4698,635,19|56,0.055,0.4858,707,20|56,0.056,0.4866
A. K-6,Gloucester,2990,Mantua Twp,882,38|56,0.061,0.5629,870,34|56,0.061,0.5503,858,31|56,0.061,0.5194
A. K-6,Gloucester,3490,National Park Boro,676,22|56,0.05,0.5257,722,22|56,0.047,0.5142,797,26|56,0.048,0.5051
A. K-6,Gloucester,4880,South Harrison Twp,23,1|56,0.002,0.0178,25,1|56,0.002,0.0194,N.R.,N.R.,N.R.,N.R.
A. K-6,Gloucester,5120,Swedesboro-Woolwich,425,5|56,0.036,0.3577,451,6|56,0.036,0.3682,480,8|56,0.037,0.3625
A. K-6,Gloucester,5590,Wenonah Boro,771,29|56,0.052,0.5845,783,26|56,0.046,0.5081,776,24|56,0.048,0.5547
A. K-6,Gloucester,5740,Westville Boro,438,6|56,0.032,0.4751,395,5|56,0.033,0.5253,427,4|56,0.033,0.4577
A. K-6,Gloucester,5870,Woodbury Heights Boro,452,8|56,0.031,0.4431,452,7|56,0.031,0.4778,473,7|56,0.029,0.3955
A. K-6,Hunterdon,2590,Lebanon Boro,1072,47|56,0.053,0.5245,1062,43|56,0.056,0.5337,1286,50|56,0.061,0.5255
A. K-6,Monmouth,130,Atlantic Highlands Boro,637,16|56,0.044,0.5016,556,12|56,0.038,0.434,641,14|56,0.043,0.4802
A. K-6,Monmouth,2160,Highlands Boro,934,41|56,0.052,0.4777,959,39|56,0.049,0.488,919,36|56,0.043,0.3842
A. K-6,Monmouth,4520,Roosevelt Boro,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,458,5|56,0.023,0.176
A. K-6,Morris,3240,Mine Hill Twp,324,4|56,0.024,0.2209,137,3|56,0.01,0.098,104,1|56,0.006,0.0602
A. K-6,Ocean,230,Beach Haven Boro,1167,50|56,0.04,0.2043,1438,52|56,0.052,0.2916,1229,49|56,0.042,0.211
A. K-6,Ocean,320,Berkeley Twp,872,37|56,0.068,0.5474,804,29|56,0.061,0.5063,930,37|56,0.062,0.4902
A. K-6,Ocean,1150,Eagleswood Twp,466,9|56,0.031,0.412,528,9|56,0.032,0.4157,585,11|56,0.033,0.4251
A. K-6,Ocean,2350,Island Heights Boro,849,35|56,0.052,0.3403,895,36|56,0.053,0.2625,843,27|56,0.049,0.2934
A. K-6,Ocean,2690,Little Egg Harbor Twp,728,25|56,0.048,0.5972,726,23|56,0.048,0.5961,844,29|56,0.054,0.6037
A. K-6,Ocean,2760,Long Beach Island,1753,55|56,0.068,0.3592,1853,55|56,0.072,0.5,1921,54|56,0.07,0.4597
A. K-6,Ocean,3800,Ocean Gate Boro,644,20|56,0.037,0.4163,586,14|56,0.034,0.4101,754,23|56,0.039,0.4262
A. K-6,Ocean,3820,Ocean Twp,1152,49|56,0.064,0.5833,1264,50|56,0.069,0.561,1183,47|56,0.055,0.2443
A. K-6,Ocean,4710,Seaside Heights Boro,755,27|56,0.042,0.4587,777,25|56,0.043,0.4298,750,22|56,0.037,0.4502
A. K-6,Ocean,5020,Stafford Twp,884,39|56,0.06,0.5394,1072,45|56,0.071,0.5234,1119,46|56,0.07,0.4889
A. K-6,Ocean,5220,Tuckerton Boro,863,36|56,0.059,0.376,960,40|56,0.062,0.4455,863,32|56,0.053,0.3587
A. K-6,Sussex,1630,Fredon Twp,1052,46|56,0.065,0.5454,1119,46|56,0.069,0.5472,1369,53|56,0.069,0.4058
A. K-6,Sussex,1980,Hampton Twp,762,28|56,0.041,0.3882,955,38|56,0.051,0.4953,1083,45|56,0.052,0.4646
A. K-6,Sussex,4650,Sandyston-Walpack Twp,588,14|56,0.03,0.3302,638,20|56,0.034,0.4074,622,12|56,0.033,0.3883
A. K-6,Sussex,5040,Stillwater Twp,827,34|56,0.052,0.5562,872,35|56,0.049,0.5052,1047,42|56,0.051,0.4293
A. K-6,Warren,400,Blairstown Twp,444,7|56,0.03,0.2504,518,8|56,0.033,0.3327,566,10|56,0.034,0.3487
A. K-6,Warren,1620,Franklin Twp,972,42|56,0.051,0.552,1009,41|56,0.049,0.5759,1023,41|56,0.05,0.5621
A. K-6,Warren,1670,Frelinghuysen Twp,499,10|56,0.034,0.2826,597,15|56,0.039,0.3701,680,17|56,0.038,0.2878
A. K-6,Warren,2470,Knowlton Twp,752,26|56,0.043,0.4811,786,28|56,0.043,0.4538,934,38|56,0.043,0.3683
A. K-6,Warren,2970,Mansfield Twp,503,11|56,0.041,0.5515,534,10|56,0.04,0.4684,532,9|56,0.039,0.5205
A. K-6,Warren,5480,Washington Boro,686,23|56,0.055,0.5674,827,31|56,0.059,0.57,891,33|56,0.056,0.5201
A. K-6,Warren,5530,Washington Twp,643,18|56,0.039,0.4098,704,21|56,0.044,0.4478,682,18|56,0.041,0.3552
B. K-8 / 0 - 400,Statewide,N.A.,1. State average - Operating Type K-8,755,N.A.,0.051,0.47,780,N.A.,0.051,0.47,833,N.A.,0.051,0.451
B. K-8 / 0 - 400,Statewide,N.A.,2. State median - Operating Type K-8,758,N.A.,0.05,0.466,791,N.A.,0.05,0.477,838,N.A.,0.05,0.449
