CO,DIST,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,IND10,IND11,IND12,IND13,IND15,IND16A,IND16B,IND17A,IND17B,IND18A,IND18B,IND19,ENROLL,DISTNAME,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,COUNTY
5,1520,21895500,11799442,11313084,175438,310920,3762337,2379183,2880256,2279222,2904586,1206267,0,544475,0,12.3,69366,82,69366,222.6,100199,20.7,1778,Florence Twp,Burlington,E. K-12 / 0 - 1800,3,DE,,1,Burlington
5,1910,8693881,5493182,5109932,268750,114500,1338441,1092067,930340,689490,814839,281859,0,106100,9504,10.2,56864,76.8,64652,149.8,88375,16.7,600,Hainesport Twp,Burlington,C. K-8 / 401 - 750,2,FG,,1,Burlington
5,2610,129977462,78089470,72873443,4119157,1096870,18796588,16896508,10192337,8016823,15313637,8288074,0,7197947,107000,11.5,80717,70.3,77567,161.6,147000,16.3,6850,Lenape Regional,Burlington,H. 7-12 / 9-12,5,GH,,1,Burlington
5,2850,21947823,12959725,12153590,486685,319450,3405354,2972206,2612255,2153929,2794968,1251876,0,175521,57800,12.4,74201,48.5,72326,120,111076,12.2,1305,Lumberton Twp,Burlington,D. K-8 / 751 +,2,FG,,1,Burlington
5,2960,10772657,6134753,5839518,263293,31942,2212273,1362656,1162299,922492,1244978,659156,0,18354,32998,9.6,62288,85.2,74857,111.8,96823,12.9,697,Mansfield Twp,Burlington,A. K-6,1,DE,,1,Burlington
5,3010,32407447,19709421,18482917,564220,662284,5017249,3785569,3276504,2696592,3419949,1811262,0,779098,0,11.8,64386,71.9,69100,165.8,126576,16.4,2234,Maple Shade Twp,Burlington,F. K-12 / 1801 - 3500,3,CD,,1,Burlington
5,3070,7296898,4696370,4280018,151322,265030,983883,801794,830077,670639,735605,371142,0,50963,0,12.2,65677,95.4,54015,181.3,122975,16.7,547,Medford Lakes Boro,Burlington,C. K-8 / 401 - 750,2,I,,1,Burlington
5,3080,45314166,28508151,24162604,735138,3610409,6479546,5864326,5200120,4041245,4496622,1995283,0,111573,254341,12.6,76457,56.5,76508,180.7,128270,17.5,2700,Medford Twp,Burlington,D. K-8 / 751 +,2,I,,1,Burlington
5,3360,64551749,38608376,35967655,793823,1846898,11979046,10453066,5429621,4451728,6423371,2737938,0,1869822,0,11.6,74786,78.3,86058,154.4,132383,15.3,3924,Moorestown Twp,Burlington,G. K-12 / 3501 +,3,I,,1,Burlington
5,3430,17030441,9390081,8583587,200304,606190,2589135,2057127,2156462,1717968,2714767,1629295,0,179997,27000,11.2,59750,64.9,58018,129.8,118580,13.6,1062,Mount Holly Twp,Burlington,D. K-8 / 751 +,2,B,,1,Burlington
5,3440,61765713,40764002,39501334,1025018,237650,7348059,6776513,5866397,4609200,6868879,3535182,0,253319,260309,12.1,69350,85.2,75067,202.8,118371,19.2,4234,Mount Laurel Twp,Burlington,D. K-8 / 751 +,2,I,,1,Burlington
5,3540,4136127,2447220,2357845,54947,34428,839709,615600,269106,104386,519244,151472,0,43738,5000,7.9,56721,107.2,22951,77.2,75675,10.5,211,New Hanover Twp,Burlington,B. K-8 / 0 - 400,2,B,,1,Burlington
5,3650,20026590,11968564,11244445,360134,363985,3699490,3460826,2015888,1730377,2185326,1083369,0,80399,142150,10.3,69225,54.6,70133,141.5,122876,16.4,1200,North Hanover Twp,Burlington,A. K-6,1,CD,,1,Burlington
5,3690,30348356,16351438,14935763,737955,677720,5419388,4159886,2937045,2472320,4248489,2283286,0,1331841,40000,13.5,60300,103.4,83923,155.1,105741,13,2212,Northern Burlington Reg,Burlington,H. 7-12 / 9-12,4,DE,,1,Burlington
5,3920,13811789,7637444,7178206,165098,294140,2184871,1857211,1425423,1152382,1807915,837890,0,713204,28195,11.6,63263,77,61886,102.7,90979,10.2,898,Palmyra Boro,Burlington,E. K-12 / 0 - 1800,3,DE,,1,Burlington
5,4050,101254528,60021830,56744487,2226933,1050410,20683842,15898512,7897876,6770583,10481486,6573695,0,1096509,547129,10,86119,56.6,89884,131.2,128414,15.5,4860,Pemberton Twp,Burlington,G. K-12 / 3501 +,3,B,1,1,Burlington
5,4320,29381793,15545788,14224342,1066947,254499,4322068,3463768,3546157,2533201,4427766,2030742,0,1540014,38700,14.6,71464,100.4,81923,147.1,122202,11.5,2139,Rancocas Valley Regional,Burlington,H. 7-12 / 9-12,5,DE,,1,Burlington
5,4450,20647920,12339436,11598337,514659,226440,2872308,1993986,2349812,2005750,2390590,1327159,0,695724,72537,12.1,68840,81.5,73250,145.8,117069,13.8,1458,Riverside Twp,Burlington,E. K-12 / 0 - 1800,3,B,,1,Burlington
5,4460,4223453,2509093,2402776,78161,28156,685086,624598,497530,412732,452545,171638,0,79200,8100,11.8,63528,60,35283,134.5,72000,13.7,291,Riverton,Burlington,B. K-8 / 0 - 400,2,GH,,1,Burlington
5,4740,12583807,7496178,6511650,225782,758746,1887457,1633855,1504967,1318682,1548072,939950,0,147133,40075,11.5,73412,83.9,66275,125.8,128450,12.4,749,Shamong Twp,Burlington,D. K-8 / 751 +,2,GH,,1,Burlington
5,4930,12065441,7093166,6046198,351720,695248,2101070,1252848,1399743,1116171,1310821,609121,0,160642,115600,10,56013,73.1,63313,97.7,113075,11.2,703,Southampton Twp,Burlington,C. K-8 / 401 - 750,2,DE,,1,Burlington
5,5010,4646295,2842968,2698882,94876,49210,823249,627130,450572,392505,510417,323191,0,13730,27934,9.1,61278,72,57990,61.7,83215,7.7,238,Springfield Twp,Burlington,A. K-6,1,FG,,1,Burlington
5,5130,13213220,7611345,6697732,386313,527300,2260261,1904971,1304368,1067125,1744042,932152,0,150666,109000,11.3,61442,48.3,65176,117.5,108040,12.8,699,Tabernacle Twp,Burlington,C. K-8 / 401 - 750,2,GH,,1,Burlington
5,5720,12714233,8210772,7708157,410993,91622,1482537,1212698,1264080,1039701,1653664,820664,0,99483,31000,13,63120,99.9,60020,199.8,117533,17.3,971,Westampton,Burlington,D. K-8 / 751 +,2,GH,,1,Burlington
5,5805,57554046,31027719,28931399,1042002,1054318,9480524,8472818,6424952,5104749,9344197,4599705,0,1221902,237060,12.6,66532,71.5,70759,107.3,94451,10,3383,Willingboro Twp,Burlington,F. K-12 / 1801 - 3500,3,DE,,1,Burlington
5,5890,2380421,1514971,1416024,49947,49000,283963,251359,296889,231889,216494,96994,51045,6436,0,7.9,50894,80,81022,71.1,77521,9.9,160,Woodland Twp,Burlington,B. K-8 / 0 - 400,2,DE,,1,Burlington
7,150,21845232,12648718,12128548,424570,95600,3614032,3321182,2173456,1894356,2325240,1405240,25000,1015319,3100,11.5,61500,71.1,68000,133.1,121607,13.5,1577,Audubon Boro,Camden,E. K-12 / 0 - 1800,3,DE,,1,Camden
7,190,9885265,6162663,5693856,383500,85307,1762273,1389523,950938,691238,972296,479996,0,37094,0,10.1,60022,80.5,62872,128.2,98345,14.3,639,Barrington Boro,Camden,C. K-8 / 401 - 750,2,FG,,1,Camden
7,260,14488926,9019211,7880667,360938,777606,2338252,1544752,1614933,1365828,1400072,645546,0,116458,68600,13.5,65679,152.1,57485,121.7,121528,9.9,1228,Bellmawr Boro,Camden,D. K-8 / 751 +,2,B,,1,Camden
7,330,10593547,6840538,6438688,348392,53458,1725182,1433138,1129470,955278,788674,413881,0,109683,2860,12.4,57415,85.2,57900,165.4,88401,15.3,803,Berlin Boro,Camden,D. K-8 / 751 +,2,DE,,1,Camden
7,340,11201571,6951842,6560514,150628,240700,1826582,1416685,1248668,902744,1000777,457853,0,61544,0,10.1,62680,60.6,58295,111.2,91952,12.8,630,Berlin Twp,Camden,C. K-8 / 401 - 750,2,CD,,1,Camden
7,390,59484555,31720524,29190993,1528111,1001420,9604856,7969708,6220941,5083085,8836419,4282590,200000,2806743,1690135,12.4,68188,84.7,72931,102.5,113993,9.5,3590,Black Horse Pike Regional,Camden,H. 7-12 / 9-12,5,DE,,1,Camden
7,580,4398898,2745768,2615768,86500,43500,719446,414729,424892,322592,407118,177118,25000,76675,25000,10.6,62650,233.8,51085,276.4,73000,27.4,357,Brooklawn Boro,Camden,B. K-8 / 0 - 400,2,B,,1,Camden
7,680,155188206,87826099,78599538,1689127,7537434,32308954,26577416,14467537,11957476,19015250,10263206,0,706431,716642,16.6,68103,103.6,73003,128.6,104600,9,7715,Camden City,Camden,G. K-12 / 3501 +,3,A,1,1,Camden
7,700,41850332,21423960,19800447,1205113,418400,4192776,3919176,6655194,5096150,7891838,3374289,0,1560861,13400,10.9,55652,80.5,71434,80.6,96366,8.4,2011,Camden County Vocational,Camden,J. VOC,8,,,1,Camden
7,800,169043125,106284955,98218229,2675086,5391640,24590793,20314193,18884460,16180653,16014763,8682823,0,3203070,100000,12.8,73644,74.8,88293,233,136494,21.4,11121,Cherry Hill Twp,Camden,G. K-12 / 3501 +,3,GH,,1,Camden
7,880,7247075,4628738,4169565,138116,321057,1089930,718888,893647,668996,559792,261343,0,61716,117900,8.8,57900,43.4,54740,86.8,95000,11.9,470,Clementon Boro,Camden,C. K-8 / 401 - 750,2,B,,1,Camden
7,940,31338573,18555130,16996472,929303,629355,4887971,4264149,3024950,2615017,3888229,2509479,0,978486,72300,10.9,67750,81.9,58250,104.8,119125,10.9,2022,Collingswood Boro,Camden,F. K-12 / 1801 - 3500,3,FG,,1,Camden
7,1255,32178925,17376910,16132307,1070355,174248,5586572,4200023,3393626,2812619,4084188,1770668,50000,1614922,236000,13.4,78895,96.9,82044,148.3,125030,12.6,2016,Eastern Camden County Reg,Camden,H. 7-12 / 9-12,5,GH,,1,Camden
7,1720,4391713,2773332,2495172,113938,164222,646608,508251,390667,312974,451084,165084,0,130022,19810,10,62774,71.1,55962,187.9,127500,21.5,271,Gibbsboro Boro,Camden,B. K-8 / 0 - 400,2,FG,,1,Camden
7,1770,39728487,23821710,22802024,281925,737761,6275025,5646152,3703896,3043436,5100187,2509762,0,827668,16800,11.3,74375,70.6,82060,132.4,110884,13.6,2131,Gloucester City,Camden,F. K-12 / 1801 - 3500,3,B,1,1,Camden
7,1780,89521549,60868052,57989041,1632011,1247000,10856673,9988809,8706812,7037594,8001102,4290452,0,857772,30000,12,69330,70.8,71605,179.9,112000,17.6,6447,Gloucester Twp,Camden,D. K-8 / 751 +,2,DE,,1,Camden
7,1880,19569631,12203812,11689771,309685,204356,2459769,2232789,2076807,1655567,1937438,1110938,0,869202,50000,11.5,59034,76.5,61088,140.1,120735,14.1,1350,Haddon Heights Boro,Camden,E. K-12 / 0 - 1800,3,GH,,1,Camden
7,1890,30541765,17312830,16325971,770382,216477,4677896,3553966,3601452,3200616,3799819,2372271,0,954196,104000,12.2,55474,83.6,60585,126.4,126239,11.9,2030,Haddon Twp,Camden,F. K-12 / 1801 - 3500,3,FG,,1,Camden
7,1900,35192465,20592852,19264852,687000,641000,5705433,4335670,3906031,3363031,3683910,763835,0,1174142,46000,12.9,55525,80.9,56837,180.7,112192,16.2,2746,Haddonfield Boro,Camden,F. K-12 / 1801 - 3500,3,J,,1,Camden
7,2540,2772698,1650240,1435785,169517,44938,554577,249159,265631,201075,291129,31354,0,6921,0,12.2,58081,84.2,49879,111,42498,10.7,188,Laurel Springs Boro,Camden,A. K-6,1,DE,,1,Camden
7,2560,4894473,2797507,2665707,111800,20000,1012202,840702,508436,385936,553303,201303,0,23025,30000,12.4,55227,161,40864,64.4,74622,5.6,337,Lawnside Boro,Camden,B. K-8 / 0 - 400,2,B,,1,Camden
7,2670,36176068,21241047,19832891,665462,742694,6405813,5188761,3833270,3175471,3799884,2015623,0,881635,20400,11.5,56816,87.3,70270,146.2,115000,14.4,2818,Lindenwold Boro,Camden,F. K-12 / 1801 - 3500,3,B,,1,Camden
7,2890,7619196,5047566,4697595,307221,42750,868605,512255,839175,489073,776293,366571,0,87557,0,11.3,75255,104.8,52774,123.2,56550,12.1,429,Magnolia Boro,Camden,C. K-8 / 401 - 750,2,CD,,1,Camden
7,3110,5626886,3453527,3065878,245778,141871,565310,484834,628856,389397,890034,319670,0,89158,0,12.7,63393,80.6,65000,403,132525,36.8,399,Merchantville Boro,Camden,C. K-8 / 401 - 750,2,DE,,1,Camden
7,3420,6480163,3883938,3601645,165293,117000,1051304,751379,761423,585440,745769,297742,0,22729,125525,11.2,59189,83.7,61689,142.3,116459,14.4,427,Mount Ephraim Boro,Camden,C. K-8 / 401 - 750,2,CD,,1,Camden
7,3770,5983236,3558259,3151600,265550,141109,1277072,293773,585364,251675,505150,9698,0,54501,0,9.3,59216,82.3,53750,181,118075,21.7,388,Oaklyn Boro,Camden,E. K-12 / 0 - 1800,3,CD,,1,Camden
7,4060,80532565,49843749,46500997,2135640,1207112,10019572,8976245,7200023,5946567,11019753,6354384,0,1556375,613677,11.7,74087,85.9,79150,185.5,111500,18,4772,Pennsauken Twp,Camden,G. K-12 / 3501 +,3,CD,,1,Camden
7,4110,30298249,17440004,16592603,415518,431883,4597993,4012924,2882714,2354697,4356597,2089480,0,889442,6381,11.4,61736,75.6,65850,145.5,118301,14.7,1964,Pine Hill Boro,Camden,F. K-12 / 1801 - 3500,3,B,,1,Camden
7,4590,11927718,6920163,6347073,357141,215949,2201914,1972155,1381480,1055403,1245930,639442,0,147627,89000,12.2,56783,66.6,61607,152.1,111895,14.8,869,Runnemede Boro,Camden,D. K-8 / 751 +,2,B,,1,Camden
7,4790,7485026,4692526,4163620,116396,412510,1047388,855129,887462,631934,728626,0,0,129024,0,9.6,56214,77.9,73147,150.7,94500,17.7,527,Somerdale Boro,Camden,C. K-8 / 401 - 750,2,CD,,1,Camden
7,5035,15135885,8035238,7020071,693200,321967,2218024,1883943,1810076,1486155,1950182,853423,0,1111273,33670,13.8,71395,83.1,74295,107.1,106900,9.1,954,Sterling High School Dist,Camden,H. 7-12 / 9-12,5,DE,,1,Camden
7,5080,12479071,7455127,7048593,245894,160640,2057177,1646843,1391586,1180991,1403315,793915,0,154180,35000,10.7,57743,75,69940,138.7,115999,14.8,893,Stratford Boro,Camden,D. K-8 / 751 +,2,DE,,1,Camden
7,5400,47810717,31151501,29201354,909993,1040154,6073785,5793173,4935776,3388824,5208703,1889386,0,413491,315891,13.1,71224,77.4,84461,175.9,125474,15.7,2912,Voorhees Twp,Camden,D. K-8 / 751 +,2,I,,1,Camden
7,5560,13907753,7397247,7049729,264543,82975,2932201,2276253,1588285,1274155,1952612,242747,0,765,12500,11,59003,64.9,59707,140.7,104921,15,782,Waterford Twp,Camden,A. K-6,1,DE,,1,Camden
7,5820,82222498,49724491,44399603,2000132,3324756,13475495,9478643,9061354,6935274,7573437,159862,0,1339490,700000,10.6,77858,64.4,86657,160.5,116805,17.7,4904,Winslow Twp,Camden,G. K-12 / 3501 +,3,CD,,1,Camden
7,5900,5965256,3608549,3323907,220142,64500,950037,498437,775157,632332,582111,256276,0,49402,5000,11,54458,91,53311,121.3,65000,12.4,386,Woodlynne Boro,Camden,B. K-8 / 0 - 400,2,B,,1,Camden
9,170,2977446,1730349,1398773,110400,221176,490861,281384,157800,123846,510905,158891,36500,33945,40000,5.7,83246,18.7,76758,24.3,99368,5.6,78,Avalon Boro,Cape May,B. K-8 / 0 - 400,2,FG,,1,Cape May
9,710,3530251,2076018,1894623,137285,44110,567814,390251,356434,281659,459621,190875,19000,46260,28931,8.3,58105,176,31980,58.7,85862,7.4,223,Cape May City,Cape May,A. K-6,1,CD,,1,Cape May
9,715,12202765,6025297,5873397,86150,65750,2517713,2404663,1381834,1177759,2268727,740027,0,0,76532,5.3,67355,8.1,81790,38.9,104040,12.1,212,Cape May Co Special Serv,Cape May,I. CSSD,7,,,1,Cape May
9,720,14919177,8305458,7629403,559755,116300,1386962,1336933,2304420,1899553,2330568,1011553,0,413752,0,9.8,64107,116.4,78012,96.4,119625,10.6,722,Cape May Co Vocational,Cape May,J. VOC,8,,,1,Cape May
9,1080,10929954,6701867,6219732,461760,20375,1445388,1330245,1099724,796479,1357651,507998,5000,108419,38829,8.1,50093,55.1,55929,137.8,100438,19.6,542,Dennis Twp,Cape May,C. K-8 / 401 - 750,2,CD,,1,Cape May
9,2820,26344726,15623487,14996487,554000,73000,2960252,2635458,2763647,1971569,3468735,1777204,150000,1076163,1425000,11.6,83928,74.3,75760,141.1,114462,14.1,1361,Lower Cape May Regional,Cape May,H. 7-12 / 9-12,4,B,,1,Cape May
9,2840,25642926,15413294,14721694,518750,172850,4381318,3925818,2075794,1761794,3444116,2297216,0,0,390000,11.7,59507,79.8,84973,186.2,100211,18.2,1686,Lower Twp,Cape May,A. K-6,1,B,,1,Cape May
9,3130,34543382,20236913,19282782,823970,130161,5216504,4577751,3670159,2360468,3833074,1855260,0,1003505,0,12.1,65398,84.9,62742,219.7,121974,20.8,2598,Middle Twp,Cape May,F. K-12 / 1801 - 3500,3,B,,1,Cape May
9,3680,7413510,4300248,4000648,226300,73300,1415970,1178470,561651,454526,998022,437868,30000,102410,25000,5.9,70899,34.8,70933,52.5,105805,10.4,277,North Wildwood City,Cape May,B. K-8 / 0 - 400,2,A,,1,Cape May
9,3780,38745630,23557380,22112260,1058302,386818,5393972,4606769,3373829,2516202,5094315,2433464,0,1312889,432200,11.8,89898,80.1,97276,193.8,126000,18.8,2191,Ocean City,Cape May,F. K-12 / 1801 - 3500,3,DE,,1,Cape May
9,5060,2357282,1434441,979430,97600,357411,386713,125736,160084,29663,364740,103389,0,8276,21500,6.8,88616,33.6,76816,30,99368,5.3,80,Stone Harbor Boro,Cape May,B. K-8 / 0 - 400,2,FG,,1,Cape May
9,5340,22504396,13073640,12002921,838314,232405,3664408,2719236,2306925,1741090,3313565,1196758,0,85523,623234,11.3,63030,78.4,66668,176.5,107037,17.9,1417,Upper Twp,Cape May,D. K-8 / 751 +,2,FG,,1,Cape May
9,5610,1544220,1008361,901836,85525,21000,272708,157597,101436,36686,155716,51039,0,6000,24177,10.7,53256,127.5,17134,51,107703,5.2,111,West Cape May Boro,Cape May,A. K-6,1,DE,,1,Cape May
9,5790,16709932,9952005,9383896,348659,219450,2587215,2056251,1714834,1488084,1682158,901686,5000,758247,3300,8.5,74882,74.8,78130,102.9,103908,13.4,844,Wildwood City,Cape May,E. K-12 / 0 - 1800,3,A,,1,Cape May
9,5800,6784421,4011522,3628272,319650,63600,1328653,1006162,341757,261007,940021,340904,25000,135667,250000,8.6,64344,61.3,63444,74.4,101470,9.7,252,Wildwood Crest Boro,Cape May,B. K-8 / 0 - 400,2,B,,1,Cape May
9,5840,3433495,2222400,1935596,42538,244266,461808,231922,402217,200035,277386,0,0,3811,16470,12,55650,110.5,57936,110.5,92366,10.2,231,Woodbine Boro,Cape May,B. K-8 / 0 - 400,2,A,,1,Cape May
11,540,90945379,52979699,49476036,1870993,1632670,17318928,15149482,9029105,6926889,9882433,6166043,0,1090443,308220,11.7,65312,94.9,72071,173.1,112383,16.6,6052,Bridgeton City,Cumberland,G. K-12 / 3501 +,3,A,1,1,Cumberland
11,950,8052635,4626447,4472314,80039,74094,1556032,1376004,1020699,770537,825307,100997,0,8449,29000,11.3,63983,40.8,58630,104.4,87125,11.8,550,Commercial Twp,Cumberland,C. K-8 / 401 - 750,2,A,,1,Cumberland
11,995,11992049,6072542,4611400,734242,726900,1274896,1055961,2159329,1611887,2367472,1071246,0,115271,57000,11.8,61365,138.1,71099,69.1,114597,6.4,583,Cumberland Co Vocational,Cumberland,J. VOC,8,,,1,Cumberland
11,997,17920721,9027490,7999199,493541,534750,2881355,2347320,2353378,1929465,2812558,1309419,0,837896,180000,14.1,64722,108.2,67262,92,113181,7.4,1158,Cumberland Regional,Cumberland,H. 7-12 / 9-12,5,B,,1,Cumberland
11,1020,4768115,2895360,2739779,84833,70748,827326,643551,569156,476151,458272,73306,0,16172,0,10.9,56710,58.2,63754,108.7,105060,11.9,358,Deerfield Twp,Cumberland,B. K-8 / 0 - 400,2,B,,1,Cumberland
11,1120,3225877,1836601,1710647,78158,47796,644249,482718,288521,125937,401681,74440,20000,6365,115533,10.5,56630,178,56130,89,84991,9,190,Downe Twp,Cumberland,B. K-8 / 0 - 400,2,A,,1,Cumberland
11,1460,7932682,5335200,5184473,101477,49250,1055327,778905,809241,639007,679962,96086,0,35117,15500,11.5,56620,144,69752,115.2,80000,10.8,627,Fairfield Twp,Cumberland,C. K-8 / 401 - 750,2,A,,1,Cumberland
11,1820,1342457,825143,727857,35051,62235,217773,170779,109654,11028,161447,52147,20745,7695,0,7.4,56734,63,58218,63,82400,9.5,63,Greenwich Twp,Cumberland,B. K-8 / 0 - 400,2,CD,,1,Cumberland
11,2270,6819086,4360498,4103276,227722,29500,955115,839478,577231,416046,884433,204586,0,41809,5269,11.8,77057,109.5,76811,175.2,102480,16.4,481,Hopewell Twp,Cumberland,C. K-8 / 401 - 750,2,CD,,1,Cumberland
11,2570,6405422,3996305,3758997,163508,73800,1091061,948123,635425,447066,614513,219456,0,64014,0,10.7,68245,93,61895,93,84337,9.7,567,Lawrence Twp,Cumberland,C. K-8 / 401 - 750,2,A,,1,Cumberland
11,3050,5430639,3173074,2970465,168009,34600,778176,541333,709014,534058,594118,369942,25000,53889,6000,11.3,53792,105.6,63726,93.2,93960,9,416,Maurice River Twp,Cumberland,B. K-8 / 0 - 400,2,B,,1,Cumberland
11,3230,87732146,50910479,47369955,1295322,2245202,16487414,14714799,8968918,7292979,10079909,4877991,0,1231642,34836,12.5,73939,66.2,77639,124.1,101166,11.8,5498,Millville City,Cumberland,G. K-12 / 3501 +,3,A,1,1,Cumberland
11,5070,1888903,1322656,1199531,75225,47900,142105,82881,183154,116728,232505,60308,0,8039,0,7.7,62631,61.1,19680,110,145635,16.1,124,Stow Creek Twp,Cumberland,B. K-8 / 0 - 400,2,CD,,1,Cumberland
11,5300,13471531,7901855,7536750,261000,104105,2225664,2075061,1329833,987504,2014179,1000429,0,0,181500,10.9,61236,91.4,77874,175.6,108214,18,846,Upper Deerfield Twp,Cumberland,D. K-8 / 751 +,2,B,,1,Cumberland
11,5390,154243096,96084066,89692592,3231543,3159931,22625647,19699216,14310753,10392682,17201258,8537613,0,1846687,506000,12.4,66809,76.4,75482,213.8,113413,20,9659,Vineland City,Cumberland,G. K-12 / 3501 +,3,A,1,1,Cumberland
13,250,57412322,34933435,33722581,1143989,66865,7559415,6129416,8092254,6223050,5445893,3928466,0,987345,0,13.6,71176,83.3,81840,176.4,158276,15.1,4512,Belleville Town,Essex,G. K-12 / 3501 +,3,CD,,1,Essex
13,410,86534753,51487452,48603931,1576317,1307204,12396007,9003608,11167024,8742704,9491866,4157741,0,1343420,164700,11.9,61100,83.8,60100,190.9,136132,18.3,6476,Bloomfield Twp,Essex,G. K-12 / 3501 +,3,DE,,1,Essex
13,660,40052337,22886915,21806382,903293,177240,6558973,4806217,4495380,3768003,4560435,2357913,0,1410094,0,11.9,68081,62,69224,153.2,138431,15.3,2674,Caldwell-West Caldwell,Essex,F. K-12 / 1801 - 3500,3,I,,1,Essex
13,760,25424813,13975466,13575258,309022,91186,3711758,2941380,3428322,2798214,3370236,2063264,0,930754,0,10.4,58176,68.3,69105,131,122793,14.5,1599,Cedar Grove Twp,Essex,E. K-12 / 0 - 1800,3,I,,1,Essex
13,1210,186755419,101052486,96116399,2530796,2405291,38486729,34520858,17600807,14370220,26653744,14164225,0,1352021,900634,11.1,89853,58.1,101900,134.9,133392,14.5,9430,East Orange,Essex,G. K-12 / 3501 +,3,A,1,1,Essex
13,1390,43587585,19657275,18328825,749200,579250,5423837,5196487,7705651,4709151,8610314,980553,50000,1940611,150000,13,67604,87.2,79075,123.9,134802,11,2293,Essex Co Voc-Tech,Essex,J. VOC,8,,,1,Essex
13,1400,4590104,3052467,2803064,155183,94220,607008,513259,420540,343406,505767,270191,0,1276,0,7.5,62536,71.3,49094,114,128539,16.9,226,Essex Fells Boro,Essex,A. K-6,1,J,,1,Essex
13,1465,10936588,6965814,6564221,290605,110988,1477017,1325364,1189722,949729,1194176,730294,10000,39240,16000,10.5,67277,61.9,73527,170.3,130207,18.9,678,Fairfield Twp,Essex,A. K-6,1,GH,,1,Essex
13,1750,29637261,17882937,16820505,1044245,18187,3703095,2981029,3981752,2970586,2963196,1438724,0,1077148,70500,13.1,74035,75.6,80675,162.9,147555,14.6,1913,Glen Ridge Boro,Essex,F. K-12 / 1801 - 3500,3,I,,1,Essex
13,2330,111048849,63190655,56601306,1079884,5509465,21687836,20185302,9043525,7697719,15674144,10178162,0,805689,133052,13.2,65890,75.7,86679,188.3,121776,16.7,6789,Irvington Township,Essex,G. K-12 / 3501 +,3,A,1,1,Essex
13,2730,96445226,60544545,58350210,1688171,506164,15921934,14026589,10031758,7876957,7744065,4552739,0,1931285,56955,12.4,85235,66.4,88001,157.4,131048,15.1,5965,Livingston Twp,Essex,G. K-12 / 3501 +,3,I,,1,Essex
13,3190,80971230,48473330,45802266,1065541,1605523,14298753,13583453,7876038,6686150,8294391,4668652,0,1761806,114612,12,85868,82.7,94468,156.6,130000,15,4881,Millburn Twp,Essex,G. K-12 / 3501 +,3,J,,1,Essex
13,3310,109556891,61800530,59114300,2127111,559119,25765433,23563334,10156550,8771993,9707469,5468210,205000,1801482,13400,11.8,74100,62.7,89697,222.7,141678,22.4,6824,Montclair Town,Essex,G. K-12 / 3501 +,3,I,,1,Essex
13,3570,632603142,325963490,292864796,21722471,11376223,131943395,121965182,69391378,56750603,94822192,63819778,500000,5807033,1258577,13.1,64848,77.4,98416,96.6,100000,8.6,36390,Newark City,Essex,G. K-12 / 3501 +,3,A,1,1,Essex
13,3630,12213462,7483700,6890060,402340,191300,1712160,1255359,1497663,1239063,1514674,755044,0,0,0,10,51970,70.1,51791,166.5,115000,19,698,North Caldwell Boro,Essex,A. K-6,1,J,,1,Essex
13,3750,56700541,34380510,33024092,1174453,181965,7571610,6895310,7301400,6297261,5711543,3586181,0,1370950,20000,12.3,61491,75,74400,153.8,120875,14.6,4142,Nutley Town,Essex,G. K-12 / 3501 +,3,FG,,1,Essex
13,3880,82424152,46596611,43285585,1792209,1518817,15258768,13424244,10637230,7884075,8872100,1998566,50000,897412,200982,10.8,56543,74.8,70756,102.6,110505,10.9,5168,City Of Orange Twp,Essex,G. K-12 / 3501 +,3,A,1,1,Essex
13,4530,7574814,4626503,4509875,88178,28450,1284133,980211,825739,697089,821597,370905,0,0,0,12.4,63529,57,65029,91.2,109000,9,470,Roseland Boro,Essex,A. K-6,1,I,,1,Essex
13,4900,104802003,63675790,56247161,1404982,6023647,15316536,12588305,10869918,9055421,13023603,1295050,0,1583306,0,12.4,73098,88,85526,175.7,121250,16.1,6986,South Orange-Maplewood,Essex,G. K-12 / 3501 +,3,I,,1,Essex
13,5370,30172202,17966419,17150831,621863,193725,4414959,4053428,3577553,3053544,3145598,1810595,0,1028277,43486,12.4,70161,56,68247,128.9,128824,12.7,2336,Verona Boro,Essex,F. K-12 / 1801 - 3500,3,I,,1,Essex
13,5630,32077276,18240385,17087495,589205,563685,4089686,3392020,3764923,3210776,4065733,2162717,0,1910801,0,10.7,74356,75.6,76314,117.1,133380,12.5,1719,West Essex Regional,Essex,H. 7-12 / 9-12,4,I,,1,Essex
13,5680,124511133,78363345,74578539,2600386,1184420,17927046,16503369,13285394,11687039,12008397,6905564,0,2492379,225234,10.6,88579,58.3,94081,154.3,146715,17.3,6627,West Orange Town,Essex,G. K-12 / 3501 +,3,GH,,1,Essex
15,860,17739140,10593883,9311610,476330,805943,2440199,2019311,2327134,1950953,1665405,752609,0,608876,7000,12.4,55242,102.6,54719,159.6,105920,14.4,1418,Clayton Boro,Gloucester,E. K-12 / 0 - 1800,3,CD,,1,Gloucester
