CO,DIST,ind1,ind2,ind3,ind4,ind5,ind6,ind7,ind8,ind9,ind10,ind11,ind12,ind13,ind15,distname,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,ENROLL,ind16a,ind16b,ind17a,ind17b,ind18a,ind18b,ind19,COUNTY
1,10,12287303,7768800,7514174,199387,55239,1781886,1654524,1684782,1265225,983688,473721,0,30036,205921,Absecon City,Atlantic,D. K-8 / 751 +,2,CD,,1,887.2,11.1,75053,85.9,64318,147.5,121937,15,Atlantic
1,110,125155772,81375078,74606561,2741445,4027072,14628749,13412415,12464423,9255671,15959602,8915046,0,587423,600056,Atlantic City,Atlantic,G. K-12 / 3501 +,3,A,,1,6398.6,10,87533,89.6,95966,190.3,142853,21.1,Atlantic
1,120,23710340,13532968,12996657,343408,192903,2822870,2641158,2684974,2005559,4010271,1839086,0,577329,79528,Atlantic Co Vocational,Atlantic,J. VOC,8,,,1,1701.9,12.4,66671,102.2,62047,133.6,100842,12.1,Atlantic
1,125,15628133,8217043,7821238,43227,352578,3299293,3171135,1978904,1545760,2041275,1030422,90000,0,21045,Atlantic Co Special Serv,Atlantic,I. CSSD,7,,,1,309.1,6.5,90973,12.2,98151,50.7,120537,12,Atlantic
1,570,13339924,8332063,8035093,249443,47527,2093113,1875947,1042395,814995,1760768,949391,0,107778,158377,Brigantine City,Atlantic,C. K-8 / 401 - 750,2,CD,,1,447.5,7,97126,37,83916,88.8,119750,15,Atlantic
1,590,29113364,17144255,16546396,300268,297591,4294459,3509084,3469725,2527500,3423109,1350526,0,781816,616432,Buena Regional,Atlantic,E. K-12 / 0 - 1800,3,A,,1,1612.7,10.8,79896,56,78932,101.4,115794,11.2,Atlantic
1,1300,8106732,4747654,4489971,195143,62540,1372169,1271177,878211,733552,1089157,515395,0,19540,79062,Egg Harbor City,Atlantic,C. K-8 / 401 - 750,2,A,,1,516.9,9.8,56969,48.8,78677,128,126929,15.6,Atlantic
1,1310,119059386,72672869,69088541,1004077,2580251,21030960,20006843,9233825,7841467,13783856,8287846,0,1203727,495691,Egg Harbor Twp,Atlantic,G. K-12 / 3501 +,3,CD,,1,7188.7,11.4,81917,69.1,78017,173.5,111269,17.8,Atlantic
1,1410,3162463,1819788,1740624,42899,36265,542985,465999,414706,320564,370883,161640,0,585,6588,Estell Manor City,Atlantic,B. K-8 / 0 - 400,2,DE,,1,354.3,12.6,63541,72.4,55745,92.2,65000,8.4,Atlantic
1,1540,5517829,3330044,3239754,4636,85654,1052011,957789,575182,459520,531052,261922,0,26666,0,Folsom Boro,Atlantic,B. K-8 / 0 - 400,2,CD,,1,386.1,11,61028,42.8,59756,128.3,102000,14.7,Atlantic
1,1690,57785713,37348414,36436405,673461,238548,8651988,7654483,5052567,4378188,6652910,2868849,0,35866,115676,Galloway Twp,Atlantic,D. K-8 / 751 +,2,CD,,1,3154.6,10.3,84330,63.4,83022,176.1,122810,19.9,Atlantic
1,1790,54303915,30146589,26596783,1279244,2270562,6757623,6536484,5652075,3921403,8566668,4004121,0,3107511,109132,Greater Egg Harbor Reg,Atlantic,H. 7-12 / 9-12,5,CD,,1,2987.5,11.4,76020,96.8,90325,101.1,111300,9.9,Atlantic
1,1940,42161865,26787461,25656977,901847,228637,7303883,6428143,3702960,3139252,4263998,2204383,0,83077,94075,Hamilton Twp,Atlantic,D. K-8 / 751 +,2,CD,,1,2823.2,11.2,67705,73.1,60527,189.1,123087,19.5,Atlantic
1,1960,43264111,26268513,25694403,451078,123032,6403168,5999404,4439298,3728675,5035626,2430392,0,776582,100537,Hammonton Town,Atlantic,F. K-12 / 1801 - 3500,3,B,,1,3373.2,13.2,79000,101.3,79074,178.1,130990,15.3,Atlantic
1,2680,13437050,7901848,7558422,201146,142280,2147057,1999075,1515378,1170626,1779405,741200,0,93361,154518,Linwood City,Atlantic,D. K-8 / 751 +,2,GH,,1,810.8,11.6,76096,68.3,73905,117.1,105000,11.9,Atlantic
1,2910,23610558,13591765,13272649,316809,2307,3405922,3248921,1725945,1476316,3153768,1533169,100000,1303730,199752,Mainland Regional,Atlantic,H. 7-12 / 9-12,5,DE,,1,1217.2,11.5,91093,69.6,91043,123.9,132787,12.6,Atlantic
1,3020,9837904,5900963,5639567,255675,5721,1671531,1437444,736025,587592,1406167,682598,23591,83590,237589,Margate City,Atlantic,B. K-8 / 0 - 400,2,DE,,1,384.4,8.4,96600,53.3,96600,76.6,106546,10.6,Atlantic
1,3480,9990594,5885397,5664651,192383,28363,1450852,1024931,1335207,1038201,1268812,557348,0,50325,44363,Mullica Twp,Atlantic,C. K-8 / 401 - 750,2,B,,1,651.7,11.4,67544,72,74244,129.6,112841,13.1,Atlantic
1,3720,14188090,9932697,9572562,319911,40224,1576694,1439018,1503128,1220172,1127600,554199,11000,36971,19294,Northfield City,Atlantic,D. K-8 / 751 +,2,DE,,1,881.5,10,67965,79.2,58758,180.6,113290,20.4,Atlantic
1,4180,64937808,37407194,36076008,776062,555124,10139378,9515693,7495576,5868471,8178906,4103872,537587,747340,497318,Pleasantville City,Atlantic,F. K-12 / 1801 - 3500,3,A,1,1,3405.8,10.2,55850,66.7,57021,179,115163,20.2,Atlantic
1,4240,1815396,1018148,985072,20059,13017,390092,333906,219701,144347,187456,67174,0,0,0,Port Republic City,Atlantic,B. K-8 / 0 - 400,2,FG,,1,105.8,9.1,61834,75,50678,105,102999,13,Atlantic
1,4800,15330052,9236026,8671228,204379,360419,2725071,2434225,1587321,1298822,1737361,748827,0,44273,30686,Somers Point City,Atlantic,D. K-8 / 751 +,2,CD,,1,804.4,10.1,83825,75.9,86925,402.5,141692,45,Atlantic
1,5350,13094566,8515863,8195776,317013,3074,1759650,1336020,1198882,959838,1599670,351984,0,20500,61904,Ventnor City,Atlantic,C. K-8 / 401 - 750,2,B,,1,596.8,8.5,92675,64.2,66000,122,116362,16.3,Atlantic
1,5760,2781256,1536880,1491000,9802,36078,547409,438152,295408,250719,373760,164834,0,10892,0,Weymouth Twp,Atlantic,B. K-8 / 0 - 400,2,B,,1,145,9.1,58886,68.1,32065,47.7,81276,6,Atlantic
3,40,14307364,8287139,7690218,261674,335247,2643577,2278200,1675277,1486989,1690105,950184,0,11265,62496,Allendale Boro,Bergen,D. K-8 / 751 +,2,I,,1,855.4,12.3,80452,72.3,85437,169.8,157601,16.2,Bergen
3,80,4216308,2476556,2302443,59617,114496,974342,771499,330324,270325,396900,168009,0,33687,168656,Alpine Boro,Bergen,B. K-8 / 0 - 400,2,I,,1,153.9,6.5,69442,60.4,87037,41.9,119500,7.1,Bergen
3,285,50012638,26762841,23241013,1000206,2521622,12545996,10570411,4519570,3606236,5692391,2420511,100000,19482,1704369,Bergen Co Special Service,Bergen,I. CSSD,7,,,1,592.3,2.9,80853,4,83443,34.2,127163,20.4,Bergen
3,290,64193097,33370666,29675473,2553632,1141561,6860568,6435817,13136146,9461383,8544279,4644936,175000,1881552,1900214,Bergen County Vocational Technical Schoo,Bergen,J. VOC,8,,,1,2606.5,10.4,86011,63.4,85254,110.3,146770,12.4,Bergen
