GROUP,CONAME,DIST,DISTNAME,PP19,RK19,PCT19,SBA9,PP29,RK29,PCT29,SBB9,PP39,RK39,PCT39,SBC9
A. K-6,Statewide,N.A.,1. State average - Operating Type K-6,1271,N.A.,0.081,0.795,1364,N.A.,0.083,0.8,1371,N.A.,0.077,0.792
A. K-6,Statewide,N.A.,2. State median - Operating Type K-6,1301,N.A.,0.077,0.736,1401,N.A.,0.079,0.756,1383,N.A.,0.073,0.745
A. K-6,Statewide,N.A.,5. State average - All operating types,1455,N.A.,0.089,0.8,1518,N.A.,0.09,0.801,1525,N.A.,0.084,0.793
A. K-6,Statewide,N.A.,6. State median - All operating types,1478,N.A.,0.091,0.782,1553,N.A.,0.093,0.789,1580,N.A.,0.086,0.777
A. K-6,Bergen,1270,Edgewater Boro,1427,32|57,0.111,0.8206,1790,43|57,0.132,0.8318,2048,55|57,0.089,0.8634
A. K-6,Bergen,3870,Oradell Boro,1437,33|57,0.094,0.8468,1407,30|57,0.095,0.8783,1558,34|57,0.092,0.8481
A. K-6,Bergen,4410,River Edge Boro,1540,36|57,0.108,0.8917,1598,34|57,0.109,0.8962,1589,37|57,0.099,0.9003
A. K-6,Bergen,4620,Saddle River Boro,1704,45|57,0.058,0.6641,2175,54|57,0.071,0.6182,1601,40|57,0.052,0.6813
A. K-6,Burlington,200,Bass River Twp,1198,24|57,0.051,0.4331,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Burlington,830,Chesterfield Twp,1232,26|57,0.089,0.7788,1333,26|57,0.086,0.7764,1376,28|57,0.076,0.77
A. K-6,Burlington,2960,Mansfield Twp,1717,46|57,0.09,0.8433,1969,52|57,0.097,0.8974,1849,48|57,0.09,0.8548
A. K-6,Burlington,3650,North Hanover Twp,1305,30|57,0.074,0.858,1354,27|57,0.072,0.8735,1360,26|57,0.067,0.8349
A. K-6,Burlington,5010,Springfield Twp,1276,28|57,0.083,0.8091,1167,19|57,0.076,0.7848,1308,23|57,0.075,0.8258
A. K-6,Camden,2540,Laurel Springs Boro,1100,19|57,0.077,0.7324,1266,22|57,0.081,0.7469,1262,22|57,0.068,0.7232
A. K-6,Camden,3770,Oaklyn Boro,744,5|57,0.045,0.5511,760,4|57,0.042,0.4801,750,4|57,0.041,0.4615
A. K-6,Camden,5560,Waterford Twp,1228,25|57,0.068,0.7407,1401,29|57,0.079,0.7809,1439,30|57,0.072,0.7753
A. K-6,Cape May,710,Cape May City,2230,56|57,0.092,0.8577,2241,56|57,0.102,0.8649,1933,50|57,0.079,0.8719
A. K-6,Cape May,2840,Lower Twp,983,13|57,0.064,0.8212,1034,14|57,0.061,0.8135,1045,14|57,0.06,0.8107
A. K-6,Cape May,5610,West Cape May Boro,1197,23|57,0.066,0.7524,1260,21|57,0.058,0.6752,870,9|57,0.039,0.4807
A. K-6,Essex,1400,Essex Fells Boro,1496,34|57,0.076,0.8578,1605,35|57,0.079,0.8465,1600,39|57,0.079,0.8466
A. K-6,Essex,1465,Fairfield Twp,1679,40|57,0.106,0.8781,1794,44|57,0.111,0.8302,1666,41|57,0.102,0.8179
A. K-6,Essex,3630,North Caldwell Boro,1835,48|57,0.108,0.9184,1818,47|57,0.105,0.8774,1954,51|57,0.103,0.8616
A. K-6,Essex,4530,Roseland Boro,1542,37|57,0.096,0.8615,1665,38|57,0.098,0.8456,1699,44|57,0.09,0.8611
A. K-6,Gloucester,1180,East Greenwich Twp,1119,20|57,0.092,0.8357,1085,15|57,0.089,0.8372,1149,18|57,0.08,0.8109
A. K-6,Gloucester,1330,Elk Twp,758,6|57,0.048,0.5312,760,4|57,0.05,0.5417,770,5|57,0.043,0.4904
A. K-6,Gloucester,1590,Franklin Twp,1023,15|57,0.074,0.755,1105,16|57,0.077,0.7776,1072,17|57,0.073,0.7439
A. K-6,Gloucester,2070,Harrison Twp,1024,16|57,0.084,0.7847,1161,18|57,0.088,0.751,1243,21|57,0.086,0.7774
A. K-6,Gloucester,2990,Mantua Twp,1183,22|57,0.077,0.7436,1244,20|57,0.076,0.7727,1218,20|57,0.076,0.7685
A. K-6,Gloucester,3490,National Park Boro,852,7|57,0.058,0.5613,808,8|57,0.058,0.5674,806,6|57,0.049,0.5704
A. K-6,Gloucester,4880,South Harrison Twp,719,4|57,0.053,0.4669,685,3|57,0.051,0.4564,703,2|57,0.047,0.4287
A. K-6,Gloucester,5120,Swedesboro-Woolwich,1538,35|57,0.108,0.8057,1643,37|57,0.11,0.7983,1691,42|57,0.103,0.8142
A. K-6,Gloucester,5590,Wenonah Boro,1654,39|57,0.092,0.7361,1777,42|57,0.098,0.8063,1788,46|57,0.104,0.8004
A. K-6,Gloucester,5740,Westville Boro,886,8|57,0.066,0.6789,869,9|57,0.06,0.6238,944,11|57,0.055,0.6277
A. K-6,Gloucester,5870,Woodbury Heights Boro,918,11|57,0.066,0.6557,1026,13|57,0.07,0.6248,1022,13|57,0.059,0.5684
A. K-6,Hunterdon,2590,Lebanon Boro,1841,49|57,0.086,0.7,1797,45|57,0.078,0.8051,1579,36|57,0.078,0.8073
A. K-6,Hunterdon,3180,Milford Boro,484,1|57,0.019,0.2329,38,1|57,0.001,0.0187,37,1|57,0.001,0.0189
A. K-6,Monmouth,130,Atlantic Highlands Boro,1636,38|57,0.095,0.7996,1920,50|57,0.097,0.7659,1697,43|57,0.082,0.7703
A. K-6,Monmouth,2160,Highlands Boro,640,2|57,0.028,0.3478,933,12|57,0.041,0.5428,1062,16|57,0.04,0.5224
A. K-6,Monmouth,4520,Roosevelt Boro,681,3|57,0.033,0.3118,667,2|57,0.03,0.3022,742,3|57,0.027,0.3382
A. K-6,Morris,3240,Mine Hill Twp,2277,57|57,0.133,0.8229,2302,57|57,0.135,0.8593,1968,52|57,0.114,0.8183
A. K-6,Ocean,230,Beach Haven Boro,1056,18|57,0.037,0.5457,780,6|57,0.036,0.5945,866,8|57,0.034,0.5223
A. K-6,Ocean,320,Berkeley Twp,1297,29|57,0.095,0.8417,1367,28|57,0.094,0.8195,1367,27|57,0.087,0.8376
A. K-6,Ocean,1150,Eagleswood Twp,1696,44|57,0.084,0.7336,1438,31|57,0.074,0.776,1597,38|57,0.076,0.8148
A. K-6,Ocean,2350,Island Heights Boro,2091,54|57,0.106,0.9289,1861,49|57,0.092,0.9078,2090,57|57,0.104,0.9281
A. K-6,Ocean,2690,Little Egg Harbor Twp,938,12|57,0.066,0.799,931,11|57,0.059,0.7863,1045,14|57,0.059,0.7729
A. K-6,Ocean,2760,Long Beach Island,1123,21|57,0.042,0.5904,1529,33|57,0.056,0.7023,1547,33|57,0.053,0.69
A. K-6,Ocean,3800,Ocean Gate Boro,2152,55|57,0.11,0.7866,1705,39|57,0.087,0.7346,1537,32|57,0.071,0.726
A. K-6,Ocean,3820,Ocean Twp,N.R.,N.R.,N.R.,N.R.,1806,46|57,0.095,0.9401,1315,25|57,0.083,0.9119
A. K-6,Ocean,4710,Seaside Heights Boro,1051,17|57,0.054,0.5797,789,7|57,0.042,0.5434,1020,12|57,0.046,0.5876
A. K-6,Ocean,5020,Stafford Twp,910,9|57,0.054,0.8213,1304,24|57,0.082,0.8602,1312,24|57,0.079,0.8603
A. K-6,Ocean,5220,Tuckerton Boro,1002,14|57,0.067,0.9027,1159,17|57,0.069,0.9119,942,10|57,0.055,0.8292
A. K-6,Sussex,1630,Fredon Twp,1772,47|57,0.088,0.7268,2071,53|57,0.096,0.7707,1872,49|57,0.091,0.7905
A. K-6,Sussex,1980,Hampton Twp,1689,41|57,0.096,0.8428,1713,40|57,0.096,0.8251,1719,45|57,0.08,0.7195
A. K-6,Sussex,4650,Sandyston-Walpack Twp,1906,52|57,0.089,0.7932,1329,25|57,0.071,0.6055,1157,19|57,0.055,0.5013
A. K-6,Sussex,5040,Stillwater Twp,1692,43|57,0.079,0.756,1737,41|57,0.088,0.7878,1840,47|57,0.083,0.7606
A. K-6,Warren,400,Blairstown Twp,1233,27|57,0.085,0.808,1276,23|57,0.07,0.8122,1383,29|57,0.072,0.8232
A. K-6,Warren,1620,Franklin Twp,2042,53|57,0.102,0.8686,2226,55|57,0.102,0.8598,2059,56|57,0.098,0.8648
A. K-6,Warren,1670,Frelinghuysen Twp,1691,42|57,0.106,0.8807,1630,36|57,0.101,0.8878,1571,35|57,0.08,0.8464
A. K-6,Warren,2470,Knowlton Twp,1890,50|57,0.079,0.8196,1848,48|57,0.083,0.8228,2000,53|57,0.084,0.8275
A. K-6,Warren,2970,Mansfield Twp,1355,31|57,0.089,0.8349,1521,32|57,0.085,0.8186,1479,31|57,0.088,0.8272
A. K-6,Warren,5480,Washington Boro,910,9|57,0.057,0.7831,878,10|57,0.051,0.7811,817,7|57,0.045,0.7572
A. K-6,Warren,5530,Washington Twp,1898,51|57,0.102,0.8635,1946,51|57,0.1,0.8634,2023,54|57,0.101,0.8583
B. K-8 / 0 - 400,Statewide,N.A.,1. State average - Operating Type K-8,1438,N.A.,0.087,0.807,1507,N.A.,0.087,0.814,1555,N.A.,0.082,0.803
B. K-8 / 0 - 400,Statewide,N.A.,2. State median - Operating Type K-8,1449,N.A.,0.086,0.766,1549,N.A.,0.089,0.783,1587,N.A.,0.081,0.772
B. K-8 / 0 - 400,Statewide,N.A.,5. State average - All operating types,1455,N.A.,0.089,0.8,1518,N.A.,0.09,0.801,1525,N.A.,0.084,0.793
B. K-8 / 0 - 400,Statewide,N.A.,6. State median - All operating types,1478,N.A.,0.091,0.782,1553,N.A.,0.093,0.789,1580,N.A.,0.086,0.777
B. K-8 / 0 - 400,Atlantic,1410,Estell Manor City,1219,20|81,0.08,0.7725,905,6|81,0.101,0.7735,1741,63|81,0.098,0.8505
B. K-8 / 0 - 400,Atlantic,1540,Folsom Boro,1144,12|81,0.078,0.7825,1190,18|81,0.083,0.7987,1214,19|81,0.077,0.7283
B. K-8 / 0 - 400,Atlantic,3020,Margate City,1560,54|81,0.059,0.8021,1529,44|81,0.06,0.7984,1678,60|81,0.051,0.7538
B. K-8 / 0 - 400,Atlantic,4240,Port Republic City,1318,33|81,0.07,0.6386,1364,34|81,0.08,0.6567,1552,41|81,0.081,0.7142
B. K-8 / 0 - 400,Atlantic,5760,Weymouth Twp,2527,81|81,0.148,0.9156,1729,59|81,0.09,0.8488,1573,44|81,0.092,0.8197
B. K-8 / 0 - 400,Bergen,80,Alpine Boro,1620,59|81,0.057,0.7692,1757,63|81,0.064,0.8184,1784,68|81,0.055,0.808
B. K-8 / 0 - 400,Bergen,2090,Haworth Boro,1722,62|81,0.082,0.7573,1774,65|81,0.085,0.7601,1834,72|81,0.081,0.7604
B. K-8 / 0 - 400,Bergen,3350,Moonachie Boro,1421,43|81,0.082,0.7979,1221,21|81,0.073,0.7965,1286,23|81,0.066,0.7282
B. K-8 / 0 - 400,Bergen,4870,South Hackensack Twp,1162,15|81,0.063,0.7716,1191,19|81,0.061,0.6691,1188,15|81,0.054,0.7615
B. K-8 / 0 - 400,Burlington,380,Beverly City,1311,32|81,0.077,0.8507,1219,20|81,0.072,0.8407,1208,17|81,0.067,0.7794
