GROUP,CONAME,DIST,DISTNAME,DE120,DE220,DE320,DE420
A. K-6,Bergen,1270,Edgewater Boro,1323637,1050609,2374246,8254984
A. K-6,Bergen,3870,Oradell Boro,3074950,-235236,2779803,1328433
A. K-6,Bergen,4410,River Edge Boro,3026146,626315,3652461,1176342
A. K-6,Bergen,4620,Saddle River Boro,1844768,724875,2569643,1273648
A. K-6,Burlington,200,Bass River Twp,257637,101131,344524,359067
A. K-6,Burlington,830,Chesterfield Twp,2590784,1260978,3851762,1099147
A. K-6,Burlington,2960,Mansfield Twp,2560943,149686,2710629,932946
A. K-6,Burlington,3650,North Hanover Twp,8835025,3173476,12283367,330578
A. K-6,Burlington,5010,Springfield Twp,1283198,255174,1538372,281073
A. K-6,Camden,2540,Laurel Springs Boro,996724,-175911,820813,546259
A. K-6,Camden,3770,Oaklyn Boro,2031361,-677341,1354020,270887
A. K-6,Camden,5560,Waterford Twp,3959274,252313,4211587,1826337
A. K-6,Cape May,710,Cape May City,1492710,178491,1671201,203631
A. K-6,Cape May,2840,Lower Twp,6072148,1516294,7588442,1030870
A. K-6,Cape May,5610,West Cape May Boro,1018044,28649,1046693,4814
A. K-6,Essex,1400,Essex Fells Boro,1001156,45881,1047037,280300
A. K-6,Essex,1465,Fairfield Twp,1917244,470948,2388192,1083169
A. K-6,Essex,3630,North Caldwell Boro,7694875,1280536,8975411,1645400
A. K-6,Essex,4530,Roseland Boro,2955467,424524,3379991,136252
A. K-6,Gloucester,1180,East Greenwich Twp,3932396,48644,3981040,847792
A. K-6,Gloucester,1330,Elk Twp,2143103,155867,2298969,929643
A. K-6,Gloucester,1590,Franklin Twp,5754373,-174786,5579587,582716
A. K-6,Gloucester,2070,Harrison Twp,2867947,298049,3165996,661599
A. K-6,Gloucester,2990,Mantua Twp,2648027,383997,3032024,896936
A. K-6,Gloucester,3490,National Park Boro,1177170,-65684,1111486,628673
A. K-6,Gloucester,4880,South Harrison Twp,729874,163698,893572,364002
A. K-6,Gloucester,5120,Swedesboro-Woolwich,4465049,273863,4738912,626085
A. K-6,Gloucester,5590,Wenonah Boro,514478,99019,613497,280768
A. K-6,Gloucester,5740,Westville Boro,1944057,478800,2422857,487000
A. K-6,Gloucester,5870,Woodbury Heights Boro,1491511,42079,1533590,-48878
A. K-6,Hunterdon,2590,Lebanon Boro,847892,5439,853331,92632
A. K-6,Hunterdon,3180,Milford Boro,857110,381423,1238533,571128
A. K-6,Monmouth,130,Atlantic Highlands Boro,1013304,26989,1055358,192706
A. K-6,Monmouth,2160,Highlands Boro,1484063,235947,1722134,523692
A. K-6,Monmouth,4520,Roosevelt Boro,1093233,185495,1278728,348607
A. K-6,Morris,3240,Mine Hill Twp,3788707,875319,4664026,1588410
A. K-6,Ocean,230,Beach Haven Boro,1475082,335515,1810597,136938
A. K-6,Ocean,320,Berkeley Twp,8288199,277302,8565501,1071015
A. K-6,Ocean,1150,Eagleswood Twp,702696,82598,785295,96042
A. K-6,Ocean,2350,Island Heights Boro,416707,156563,573270,-50017
A. K-6,Ocean,2690,Little Egg Harbor Twp,4201586,935958,5137544,897712
A. K-6,Ocean,2760,Long Beach Island,3510824,1137226,4648050,229521
A. K-6,Ocean,3800,Ocean Gate Boro,1007719,219126,1226845,218965
A. K-6,Ocean,3820,Ocean Twp,5596871,379359,5976230,-10087
A. K-6,Ocean,4710,Seaside Heights Boro,688281,-914,687367,149976
A. K-6,Ocean,5020,Stafford Twp,7791125,2926635,10717760,1494688
A. K-6,Ocean,5220,Tuckerton Boro,1923581,95627,2019208,117679
A. K-6,Sussex,1630,Fredon Twp,1753651,292949,2046600,307740
A. K-6,Sussex,1980,Hampton Twp,2507416,126802,2634218,832478
A. K-6,Sussex,4650,Sandyston-Walpack Twp,655589,126931,782519,365900
A. K-6,Sussex,5040,Stillwater Twp,1983931,68226,2052157,56356
A. K-6,Warren,400,Blairstown Twp,856167,852002,1708169,257188
A. K-6,Warren,1620,Franklin Twp,1883334,246387,2129721,275660
A. K-6,Warren,1670,Frelinghuysen Twp,763554,262450,1026004,216839
A. K-6,Warren,2470,Knowlton Twp,2173550,189686,2363236,189809
A. K-6,Warren,2970,Mansfield Twp,2219535,246500,2466035,-474084
A. K-6,Warren,5480,Washington Boro,1801616,571195,2372811,924372
A. K-6,Warren,5530,Washington Twp,1617154,117272,1734426,394580
B. K-8 / 0 - 400,Atlantic,1410,Estell Manor City,1556934,263064,1819998,20303
B. K-8 / 0 - 400,Atlantic,1540,Folsom Boro,2544665,-102394,2442271,270819
B. K-8 / 0 - 400,Atlantic,3020,Margate City,2352570,1372852,3725422,544872
B. K-8 / 0 - 400,Atlantic,4240,Port Republic City,373871,-36752,337119,30803
B. K-8 / 0 - 400,Atlantic,5760,Weymouth Twp,1238760,411401,1650161,436292
B. K-8 / 0 - 400,Bergen,80,Alpine Boro,2244646,1172795,3424391,1054465
B. K-8 / 0 - 400,Bergen,2090,Haworth Boro,2015928,847052,2862980,881471
B. K-8 / 0 - 400,Bergen,3350,Moonachie Boro,1896971,898254,2795225,878799
B. K-8 / 0 - 400,Bergen,4870,South Hackensack Twp,1396761,570970,1967731,897199
B. K-8 / 0 - 400,Burlington,380,Beverly City,4026971,160361,4187332,-328190
B. K-8 / 0 - 400,Burlington,1030,Delanco Twp,3178401,-642496,2535905,307978
