GROUP,DISTNAME,csg1PP1,csg1RK1,csg1PP2,csg1RK2,csg1PP3,csg1RK3,csg2PP1,csg2RK1,csg2pct1,csg2PP2,csg2RK2,csg2pct2,csg2PP3,csg2RK3,csg2pct3,csg3PP1,csg3RK1,csg3pct1,csg3sba,csg3PP2,csg3RK2,csg3pct2,csg3sbb,csg3PP3,csg3RK3,csg3pct3,csg3sbc,csg4PP1,csg4RK1,csg4pct1,csg4PP2,csg4RK2,csg4pct2,csg4PP3,csg4RK3,csg4pct3,csg5PP1,csg5RK1,csg5pct1,csg5PP2,csg5RK2,csg5pct2,csg5PP3,csg5RK3,csg5pct3,csg6PP1,csg6RK1,csg6pct1,csg6PP2,csg6RK2,csg6pct2,csg6PP3,csg6RK3,csg6pct3,csg7PP1,csg7RK1,csg7pct1,csg7sba,csg7PP2,csg7RK2,csg7pct2,csg7sbb,csg7PP3,csg7RK3,csg7pct3,csg7sbc,csg8PP1,csg8RK1,csg8pct1,csg8PP2,csg8RK2,csg8pct2,csg8PP3,csg8RK3,csg8pct3,csg9PP1,csg9RK1,csg9pct1,csg9sba,csg9PP2,csg9RK2,csg9pct2,csg9sbb,csg9PP3,csg9RK3,csg9pct3,csg9sbc,csg10PP1,csg10RK1,csg10pct1,csg10PP2,csg10RK2,csg10pct2,csg10PP3,csg10RK3,csg10pct3,csg11PP1,csg11RK1,csg11pct1,csg11sba,csg11PP2,csg11RK2,csg11pct2,csg11sbb,csg11PP3,csg11RK3,csg11pct3,csg11sbc,csg12PP1,csg12RK1,csg12pct1,csg12PP2,csg12RK2,csg12pct2,csg12PP3,csg12RK3,csg12pct3,csg13PP1,csg13RK1,csg13pct1,csg13PP2,csg13RK2,csg13pct2,csg13PP3,csg13RK3,csg13pct3,csg14PP1,csg14PP2,csg14PP3,csg15PP1,csg15PP2,csg15PP3,csg16STRAT00,csg16RK00,csg16SALT00,csg16RKSAL00,csg16STRAT01,csg16RK01,csg16SALT01,csg16RKSAL01,csg17SSRAT00,csg17RK00,csg17SALS00,csg17RKSAL00,csg17SSRAT01,csg17RK01,csg17SALS01,csg17RKSAL01,csg18SARAT00,csg18RK00,csg18SALAM00,csg18RKSAL00,csg18SARAT01,csg18RK01,csg18SALAM01,csg18RKSAL01,csg19FARAT00,csg19RK00,csg19FARAT01,csg19RK01,csg8aPP1,csg8aRK1,csg8apct1,csg8aPP2,csg8aRK2,csg8apct2,csg8aPP3,csg8aRK3,csg8apct3,csg1aEXP1,csg1aADE1,csg1aPP1,csg1aRK1,csg1aEXP2,csg1aADE2,csg1aPP2,csg1aRK2
F. K-12 / 1801 - 350,1. State average - Operating Type K-12,16150,N.A.,16695,N.A.,17959,N.A.,9565,N.A.,0.592,9920,N.A.,0.594,10555,N.A.,0.588,9036,N.A.,0.56,0.945,9391,N.A.,0.563,0.947,9882,N.A.,0.55,0.936,275,N.A.,0.017,278,N.A.,0.017,332,N.A.,0.018,255,N.A.,0.016,251,N.A.,0.015,341,N.A.,0.019,2681,N.A.,0.166,2749,N.A.,0.165,3028,N.A.,0.169,2319,N.A.,0.144,0.865,2389,N.A.,0.143,0.869,2552,N.A.,0.142,0.843,1647,N.A.,0.102,1722,N.A.,0.103,1796,N.A.,0.1,1362,N.A.,0.084,0.827,1427,N.A.,0.085,0.829,1463,N.A.,0.081,0.815,1864,N.A.,0.115,1926,N.A.,0.115,2140,N.A.,0.119,981,N.A.,0.061,0.526,1003,N.A.,0.06,0.521,1076,N.A.,0.06,0.503,60,N.A.,0.004,86,N.A.,0.005,35,N.A.,0.002,292,N.A.,0.018,279,N.A.,0.017,335,N.A.,0.019,0.309,0.313,0.322,73,91,78,11.7,,76829,,11.7,,78185,,68.9,,82046,,68.8,,83020,,149.8,,133276,,152.6,,136523,,15,,15.3,,42,N.A.,0.003,42,N.A.,0.003,46,N.A.,0.003,,,22817,,,,24565,
F. K-12 / 1801 - 350,2. State median - Operating Type K-12,15846,N.A.,16458,N.A.,17833,N.A.,9392,N.A.,0.593,9736,N.A.,0.592,10511,N.A.,0.589,8822,N.A.,0.557,0.939,9229,N.A.,0.561,0.948,9780,N.A.,0.548,0.93,263,N.A.,0.017,263,N.A.,0.016,313,N.A.,0.018,209,N.A.,0.013,205,N.A.,0.012,267,N.A.,0.015,2538,N.A.,0.16,2613,N.A.,0.159,2933,N.A.,0.164,2144,N.A.,0.135,0.845,2234,N.A.,0.136,0.855,2419,N.A.,0.136,0.825,1679,N.A.,0.106,1788,N.A.,0.109,1833,N.A.,0.103,1405,N.A.,0.089,0.837,1465,N.A.,0.089,0.819,1500,N.A.,0.084,0.818,1727,N.A.,0.109,1785,N.A.,0.108,1981,N.A.,0.111,922,N.A.,0.058,0.534,909,N.A.,0.055,0.509,998,N.A.,0.056,0.504,20,N.A.,0.001,29,N.A.,0.002,26,N.A.,0.001,364,N.A.,0.023,356,N.A.,0.022,429,N.A.,0.024,0.296,0.295,0.308,55,72,50,11.4,,74145,,11.4,,75713,,68.4,,81689,,68,,82445,,142.8,,132878,,143,,135325,,14.9,,14.9,,35,N.A.,0.002,35,N.A.,0.002,41,N.A.,0.002,,,22037,,,,23531,
G. K-12 / 3501 +,1. State average - Operating Type K-12,16150,N.A.,16695,N.A.,17959,N.A.,9565,N.A.,0.592,9920,N.A.,0.594,10555,N.A.,0.588,9036,N.A.,0.56,0.945,9391,N.A.,0.563,0.947,9882,N.A.,0.55,0.936,275,N.A.,0.017,278,N.A.,0.017,332,N.A.,0.018,255,N.A.,0.016,251,N.A.,0.015,341,N.A.,0.019,2681,N.A.,0.166,2749,N.A.,0.165,3028,N.A.,0.169,2319,N.A.,0.144,0.865,2389,N.A.,0.143,0.869,2552,N.A.,0.142,0.843,1647,N.A.,0.102,1722,N.A.,0.103,1796,N.A.,0.1,1362,N.A.,0.084,0.827,1427,N.A.,0.085,0.829,1463,N.A.,0.081,0.815,1864,N.A.,0.115,1926,N.A.,0.115,2140,N.A.,0.119,981,N.A.,0.061,0.526,1003,N.A.,0.06,0.521,1076,N.A.,0.06,0.503,60,N.A.,0.004,86,N.A.,0.005,35,N.A.,0.002,292,N.A.,0.018,279,N.A.,0.017,335,N.A.,0.019,0.309,0.313,0.322,73,91,78,11.7,,76829,,11.7,,78185,,68.9,,82046,,68.8,,83020,,149.8,,133276,,152.6,,136523,,15,,15.3,,42,N.A.,0.003,42,N.A.,0.003,46,N.A.,0.003,,,22817,,,,24565,
G. K-12 / 3501 +,2. State median - Operating Type K-12,15846,N.A.,16458,N.A.,17833,N.A.,9392,N.A.,0.593,9736,N.A.,0.592,10511,N.A.,0.589,8822,N.A.,0.557,0.939,9229,N.A.,0.561,0.948,9780,N.A.,0.548,0.93,263,N.A.,0.017,263,N.A.,0.016,313,N.A.,0.018,209,N.A.,0.013,205,N.A.,0.012,267,N.A.,0.015,2538,N.A.,0.16,2613,N.A.,0.159,2933,N.A.,0.164,2144,N.A.,0.135,0.845,2234,N.A.,0.136,0.855,2419,N.A.,0.136,0.825,1679,N.A.,0.106,1788,N.A.,0.109,1833,N.A.,0.103,1405,N.A.,0.089,0.837,1465,N.A.,0.089,0.819,1500,N.A.,0.084,0.818,1727,N.A.,0.109,1785,N.A.,0.108,1981,N.A.,0.111,922,N.A.,0.058,0.534,909,N.A.,0.055,0.509,998,N.A.,0.056,0.504,20,N.A.,0.001,29,N.A.,0.002,26,N.A.,0.001,364,N.A.,0.023,356,N.A.,0.022,429,N.A.,0.024,0.296,0.295,0.308,55,72,50,11.4,,74145,,11.4,,75713,,68.4,,81689,,68,,82445,,142.8,,132878,,143,,135325,,14.9,,14.9,,35,N.A.,0.002,35,N.A.,0.002,41,N.A.,0.002,,,22037,,,,23531,
H. 7-12 / 9-12,1. State average - Operating Type 7-12,16163,N.A.,16188,N.A.,18188,N.A.,9231,N.A.,0.571,9259,N.A.,0.572,10304,N.A.,0.567,8712,N.A.,0.539,0.944,8748,N.A.,0.54,0.945,9599,N.A.,0.528,0.932,295,N.A.,0.018,253,N.A.,0.016,383,N.A.,0.021,225,N.A.,0.014,258,N.A.,0.016,323,N.A.,0.018,2356,N.A.,0.146,2363,N.A.,0.146,2681,N.A.,0.147,2067,N.A.,0.128,0.877,2089,N.A.,0.129,0.884,2271,N.A.,0.125,0.847,1722,N.A.,0.107,1750,N.A.,0.108,1884,N.A.,0.104,1427,N.A.,0.088,0.829,1441,N.A.,0.089,0.823,1514,N.A.,0.083,0.804,1950,N.A.,0.121,1957,N.A.,0.121,2223,N.A.,0.122,998,N.A.,0.062,0.512,993,N.A.,0.061,0.507,1116,N.A.,0.061,0.502,78,N.A.,0.005,26,N.A.,0.002,120,N.A.,0.007,788,N.A.,0.049,765,N.A.,0.047,945,N.A.,0.052,0.305,0.305,0.325,185,190,211,11.9,,76797,,11.7,,78097,,77,,79288,,77.5,,80390,,132.8,,132816,,132,,132085,,12.8,,13,,34,N.A.,0.002,33,N.A.,0.002,41,N.A.,0.002,,,23641,,,,24570,
H. 7-12 / 9-12,2. State median - Operating Type 7-12,17834,N.A.,17284,N.A.,19928,N.A.,9951,N.A.,0.558,9984,N.A.,0.578,10991,N.A.,0.552,9373,N.A.,0.526,0.942,9453,N.A.,0.547,0.947,10527,N.A.,0.528,0.958,277,N.A.,0.016,249,N.A.,0.014,359,N.A.,0.018,194,N.A.,0.011,191,N.A.,0.011,339,N.A.,0.017,2414,N.A.,0.135,2419,N.A.,0.14,2748,N.A.,0.138,2096,N.A.,0.118,0.868,2138,N.A.,0.124,0.884,2347,N.A.,0.118,0.854,1846,N.A.,0.104,1861,N.A.,0.108,1977,N.A.,0.099,1418,N.A.,0.08,0.768,1436,N.A.,0.083,0.772,1548,N.A.,0.078,0.783,2035,N.A.,0.114,2067,N.A.,0.12,2446,N.A.,0.123,1039,N.A.,0.058,0.511,1018,N.A.,0.059,0.493,1148,N.A.,0.058,0.469,45,N.A.,0.003,32,N.A.,0.002,120,N.A.,0.006,868,N.A.,0.049,881,N.A.,0.051,1031,N.A.,0.052,0.294,0.291,0.305,182,89,226,11.2,,76232,,11.3,,78200,,73.3,,81000,,74.9,,81683,,131.6,,127192,,135.2,,128614,,12.8,,12.3,,27,N.A.,0.002,37,N.A.,0.002,40,N.A.,0.002,,,25748,,,,25842,
H. 7-12 / 9-12,3. State average - Operating Type 9-12,17862,N.A.,18172,N.A.,19932,N.A.,9981,N.A.,0.559,10190,N.A.,0.561,11017,N.A.,0.553,9298,N.A.,0.521,0.932,9517,N.A.,0.524,0.934,10175,N.A.,0.51,0.924,340,N.A.,0.019,327,N.A.,0.018,422,N.A.,0.021,350,N.A.,0.02,347,N.A.,0.019,430,N.A.,0.022,2828,N.A.,0.158,2861,N.A.,0.157,3195,N.A.,0.16,2483,N.A.,0.139,0.878,2546,N.A.,0.14,0.89,2713,N.A.,0.136,0.849,1778,N.A.,0.1,1856,N.A.,0.102,1970,N.A.,0.099,1426,N.A.,0.08,0.802,1497,N.A.,0.082,0.807,1553,N.A.,0.078,0.788,2174,N.A.,0.122,2187,N.A.,0.12,2505,N.A.,0.126,1051,N.A.,0.059,0.483,1059,N.A.,0.058,0.484,1195,N.A.,0.06,0.477,56,N.A.,0.003,63,N.A.,0.003,105,N.A.,0.005,1016,N.A.,0.057,990,N.A.,0.054,1145,N.A.,0.057,0.276,0.277,0.304,134,152,134,12.2,,83362,,12,,85876,,65.5,,85202,,64.1,,86543,,113.7,,137890,,112.5,,139487,,11.1,,11.2,,50,N.A.,0.003,52,N.A.,0.003,56,N.A.,0.003,,,25583,,,,26881,
H. 7-12 / 9-12,4. State median - Operating Type 9-12,19060,N.A.,19398,N.A.,21020,N.A.,10340,N.A.,0.542,10414,N.A.,0.537,11328,N.A.,0.539,9531,N.A.,0.5,0.922,9805,N.A.,0.505,0.942,10538,N.A.,0.501,0.93,304,N.A.,0.016,373,N.A.,0.019,450,N.A.,0.021,232,N.A.,0.012,246,N.A.,0.013,315,N.A.,0.015,2862,N.A.,0.15,3105,N.A.,0.16,3379,N.A.,0.161,2621,N.A.,0.138,0.916,2661,N.A.,0.137,0.857,2779,N.A.,0.132,0.822,1872,N.A.,0.098,1951,N.A.,0.101,2048,N.A.,0.097,1463,N.A.,0.077,0.782,1562,N.A.,0.081,0.801,1582,N.A.,0.075,0.772,2221,N.A.,0.117,2213,N.A.,0.114,2557,N.A.,0.122,1119,N.A.,0.059,0.504,1085,N.A.,0.056,0.49,1241,N.A.,0.059,0.485,19,N.A.,0.001,25,N.A.,0.001,24,N.A.,0.001,1118,N.A.,0.059,1071,N.A.,0.055,1258,N.A.,0.06,0.267,0.271,0.303,122,164,117,11.7,,84709,,11.5,,88575,,69.6,,86415,,64.7,,87017,,102.9,,137137,,98.7,,138766,,10.4,,10.4,,49,N.A.,0.003,56,N.A.,0.003,57,N.A.,0.003,,,27118,,,,28752,
I. CSSD,1. State average -  Operating Type CSSD,63007,N.A.,66244,N.A.,71303,N.A.,35152,N.A.,0.558,35897,N.A.,0.542,38990,N.A.,0.547,32480,N.A.,0.515,0.924,33338,N.A.,0.503,0.929,35686,N.A.,0.5,0.915,723,N.A.,0.011,624,N.A.,0.009,978,N.A.,0.014,1949,N.A.,0.031,1935,N.A.,0.029,2326,N.A.,0.033,13861,N.A.,0.22,15223,N.A.,0.23,16433,N.A.,0.23,11998,N.A.,0.19,0.866,13847,N.A.,0.209,0.91,15150,N.A.,0.212,0.922,6249,N.A.,0.099,6709,N.A.,0.101,7144,N.A.,0.1,4885,N.A.,0.078,0.782,5221,N.A.,0.079,0.778,5479,N.A.,0.077,0.767,6672,N.A.,0.106,7059,N.A.,0.107,8028,N.A.,0.113,3029,N.A.,0.048,0.454,3258,N.A.,0.049,0.462,3607,N.A.,0.051,0.449,1157,N.A.,0.018,1313,N.A.,0.02,610,N.A.,0.009,171,N.A.,0.003,258,N.A.,0.004,256,N.A.,0.004,0.464,0.467,0.473,842,1141,268,4.3,,74640,,4.2,,77640,,5.4,,76059,,5.1,,78035,,36.2,,117956,,34.4,,116999,,15,,14.9,,133,N.A.,0.002,176,N.A.,0.003,212,N.A.,0.003,,,78278,,,,87944,
I. CSSD,2. State median - Operating Type CSSD,53363,N.A.,50557,N.A.,56635,N.A.,29906,N.A.,0.56,30668,N.A.,0.607,32121,N.A.,0.567,27292,N.A.,0.511,0.913,29369,N.A.,0.581,0.958,28116,N.A.,0.496,0.875,444,N.A.,0.008,397,N.A.,0.008,482,N.A.,0.009,1532,N.A.,0.029,1141,N.A.,0.023,1681,N.A.,0.03,11133,N.A.,0.209,11693,N.A.,0.231,13290,N.A.,0.235,10210,N.A.,0.191,0.917,10946,N.A.,0.217,0.936,12060,N.A.,0.213,0.907,6123,N.A.,0.115,6735,N.A.,0.133,7146,N.A.,0.126,5064,N.A.,0.095,0.827,5147,N.A.,0.102,0.764,5435,N.A.,0.096,0.761,6550,N.A.,0.123,6604,N.A.,0.131,7960,N.A.,0.141,3013,N.A.,0.056,0.46,3161,N.A.,0.063,0.479,3534,N.A.,0.062,0.444,444,N.A.,0.008,291,N.A.,0.006,177,N.A.,0.003,120,N.A.,0.002,189,N.A.,0.004,218,N.A.,0.004,0.432,0.434,0.445,250,233,230,5.3,,74278,,5.1,,77847,,5.7,,73428,,5.1,,75512,,37.8,,114555,,36.4,,117255,,12.1,,12.2,,104,N.A.,0.002,87,N.A.,0.002,166,N.A.,0.003,,,68109,,,,69181,
J. VOC,1. State average - Operating Type VOC,17591,N.A.,17303,N.A.,19104,N.A.,9335,N.A.,0.531,9253,N.A.,0.535,10141,N.A.,0.531,8354,N.A.,0.475,0.895,8312,N.A.,0.48,0.898,8917,N.A.,0.467,0.879,462,N.A.,0.026,372,N.A.,0.021,571,N.A.,0.03,519,N.A.,0.03,569,N.A.,0.033,653,N.A.,0.034,2257,N.A.,0.128,2207,N.A.,0.128,2436,N.A.,0.128,2069,N.A.,0.118,0.917,2032,N.A.,0.117,0.921,2195,N.A.,0.115,0.901,2667,N.A.,0.152,2700,N.A.,0.156,2785,N.A.,0.146,2037,N.A.,0.116,0.764,2048,N.A.,0.118,0.759,2146,N.A.,0.112,0.771,2796,N.A.,0.159,2677,N.A.,0.155,3133,N.A.,0.164,1193,N.A.,0.068,0.427,1121,N.A.,0.065,0.419,1265,N.A.,0.066,0.404,44,N.A.,0.003,149,N.A.,0.009,151,N.A.,0.008,486,N.A.,0.028,392,N.A.,0.023,535,N.A.,0.028,0.31,0.307,0.329,201,185,146,13,,77028,,13.3,,78396,,88,,81346,,88.5,,82522,,117.8,,135321,,124.1,,137564,,10.4,,10.7,,47,N.A.,0.003,58,N.A.,0.003,50,N.A.,0.003,,,25325,,,,25621,
J. VOC,2. State median - Operating Type VOC,16914,N.A.,16821,N.A.,18955,N.A.,8500,N.A.,0.503,8926,N.A.,0.531,9921,N.A.,0.523,7587,N.A.,0.449,0.893,7914,N.A.,0.47,0.887,8353,N.A.,0.441,0.842,468,N.A.,0.028,361,N.A.,0.021,532,N.A.,0.028,321,N.A.,0.019,352,N.A.,0.021,505,N.A.,0.027,2048,N.A.,0.121,1996,N.A.,0.119,2196,N.A.,0.116,1846,N.A.,0.109,0.901,1816,N.A.,0.108,0.91,1931,N.A.,0.102,0.879,2615,N.A.,0.155,2596,N.A.,0.154,2838,N.A.,0.15,1897,N.A.,0.112,0.725,1890,N.A.,0.112,0.728,2133,N.A.,0.113,0.752,2731,N.A.,0.161,2543,N.A.,0.151,3016,N.A.,0.159,1263,N.A.,0.075,0.462,1193,N.A.,0.071,0.469,1385,N.A.,0.073,0.459,24,N.A.,0.001,93,N.A.,0.006,133,N.A.,0.007,417,N.A.,0.025,341,N.A.,0.02,533,N.A.,0.028,0.329,0.325,0.332,161,109,106,12.9,,73454,,12.4,,75170,,97.3,,78169,,93.5,,79350,,119.6,,131521,,123.3,,132309,,10.5,,10,,38,N.A.,0.002,43,N.A.,0.003,40,N.A.,0.002,,,25003,,,,24985,
K. CHARTER,1. State average-Operating Type CHARTER,14103,N.A.,13900,N.A.,15508,N.A.,6744,N.A.,0.478,6711,N.A.,0.483,8213,N.A.,0.53,5935,N.A.,0.421,0.88,5969,N.A.,0.429,0.889,7023,N.A.,0.453,0.855,369,N.A.,0.026,341,N.A.,0.025,557,N.A.,0.036,440,N.A.,0.031,403,N.A.,0.029,633,N.A.,0.041,900,N.A.,0.064,787,N.A.,0.057,2201,N.A.,0.142,754,N.A.,0.053,0.838,651,N.A.,0.047,0.827,1371,N.A.,0.088,0.623,4316,N.A.,0.306,4222,N.A.,0.304,3190,N.A.,0.206,2706,N.A.,0.192,0.627,2610,N.A.,0.188,0.618,1912,N.A.,0.123,0.599,2472,N.A.,0.175,2448,N.A.,0.176,1716,N.A.,0.111,603,N.A.,0.043,0.244,532,N.A.,0.038,0.217,,N.A.,,,93,N.A.,0.007,122,N.A.,0.009,,N.A.,,163,N.A.,0.012,182,N.A.,0.013,,N.A.,,0.222,0.231,0.277,102,111,320,14.7,,60391,,14.8,,62701,,175.6,,61953,,179.5,,63783,,162.8,,106059,,156,,109949,,12,,11.4,,67,N.A.,0.005,63,N.A.,0.005,59,N.A.,0.004,,,17810,,,,18414,
K. CHARTER,2. State median-Operating Type CHARTER,13723,N.A.,13396,N.A.,15186,N.A.,6856,N.A.,0.5,6947,N.A.,0.519,8107,N.A.,0.534,6161,N.A.,0.449,0.899,6271,N.A.,0.468,0.903,7050,N.A.,0.464,0.87,277,N.A.,0.02,250,N.A.,0.019,397,N.A.,0.026,235,N.A.,0.017,208,N.A.,0.016,361,N.A.,0.024,842,N.A.,0.061,719,N.A.,0.054,2017,N.A.,0.133,728,N.A.,0.053,0.865,597,N.A.,0.045,0.83,1304,N.A.,0.086,0.647,3120,N.A.,0.227,3141,N.A.,0.234,3093,N.A.,0.204,2089,N.A.,0.152,0.67,2148,N.A.,0.16,0.684,1998,N.A.,0.132,0.646,2440,N.A.,0.178,2315,N.A.,0.173,1719,N.A.,0.113,567,N.A.,0.041,0.232,431,N.A.,0.032,0.186,,N.A.,,,132,N.A.,0.01,108,N.A.,0.008,,N.A.,,109,N.A.,0.008,190,N.A.,0.014,,N.A.,,0.214,0.217,0.262,74,66,173,12.9,,58000,,13.4,,60200,,151.3,,63245,,151.7,,65000,,114.8,,99960,,116,,105000,,9.5,,9.7,,58,N.A.,0.004,49,N.A.,0.004,59,N.A.,0.004,,,17450,,,,18156,
L. ALL,5. State average - All operating types,16326,N.A.,16823,N.A.,18208,N.A.,9582,N.A.,0.587,9902,N.A.,0.589,10629,N.A.,0.584,9008,N.A.,0.552,0.94,9329,N.A.,0.555,0.942,9897,N.A.,0.544,0.931,297,N.A.,0.018,297,N.A.,0.018,364,N.A.,0.02,277,N.A.,0.017,277,N.A.,0.016,369,N.A.,0.02,2662,N.A.,0.163,2727,N.A.,0.162,3032,N.A.,0.167,2298,N.A.,0.141,0.863,2365,N.A.,0.141,0.867,2524,N.A.,0.139,0.832,1819,N.A.,0.111,1896,N.A.,0.113,1924,N.A.,0.106,1455,N.A.,0.089,0.8,1518,N.A.,0.09,0.801,1525,N.A.,0.084,0.793,1924,N.A.,0.118,1984,N.A.,0.118,2174,N.A.,0.119,964,N.A.,0.059,0.501,977,N.A.,0.058,0.492,1074,N.A.,0.059,0.494,67,N.A.,0.004,95,N.A.,0.006,51,N.A.,0.003,312,N.A.,0.019,293,N.A.,0.017,362,N.A.,0.02,0.306,0.31,0.323,90,108,101,11.6,,75613,,11.6,,76958,,68.5,,80033,,68.4,,81095,,142.9,,130605,,144.6,,133248,,14.4,,14.6,,44,N.A.,0.003,45,N.A.,0.003,48,N.A.,0.003,,,22925,,,,24543,
L. ALL,6. State median - All operating types,16206,N.A.,16767,N.A.,18326,N.A.,9475,N.A.,0.585,9939,N.A.,0.593,10770,N.A.,0.588,8932,N.A.,0.551,0.943,9322,N.A.,0.556,0.938,9973,N.A.,0.544,0.926,295,N.A.,0.018,289,N.A.,0.017,374,N.A.,0.02,210,N.A.,0.013,212,N.A.,0.013,292,N.A.,0.016,2589,N.A.,0.16,2657,N.A.,0.158,3022,N.A.,0.165,2156,N.A.,0.133,0.833,2234,N.A.,0.133,0.841,2376,N.A.,0.13,0.786,1889,N.A.,0.117,1969,N.A.,0.117,2034,N.A.,0.111,1478,N.A.,0.091,0.782,1553,N.A.,0.093,0.789,1580,N.A.,0.086,0.777,1868,N.A.,0.115,1933,N.A.,0.115,2108,N.A.,0.115,883,N.A.,0.054,0.473,889,N.A.,0.053,0.46,1017,N.A.,0.055,0.482,39,N.A.,0.002,46,N.A.,0.003,44,N.A.,0.002,244,N.A.,0.015,211,N.A.,0.013,291,N.A.,0.016,0.294,0.295,0.317,83,90,87,11,,72835,,10.9,,74186,,70.4,,78859,,69,,79921,,125.5,,130000,,128.7,,132379,,13.6,,13.7,,40,N.A.,0.002,41,N.A.,0.002,46,N.A.,0.003,,,22485,,,,24053,
