CONAME,DISTNAME,DIST,GENERAL_CURR_EXP,L76400,GRANTS_ENTITLE,L92180,DEBT_SERVICE,SDA_DEBT_SERVICE,EXP20,TOTENR1A,PP20
Atlantic,Hamilton Twp,1940,16407.097355,87.519483174,1334.9738205,403.63001051,660.92661956,255.77187333,58823551.41,3071.7388889,19150
Atlantic,Hammonton Town,1960,15445.698174,253.27619293,799.69962752,433.98459128,663.05037877,346.59513263,63370623.2,3531.9111111,17942
Atlantic,Linwood City,2680,19087.585773,135.59418271,338.18276776,0,256.23376276,145.92627287,16563956.65,829.71111111,19964
Atlantic,Longport,2780,24002.035088,0,0,0,0,0,1368116,57,24002
Atlantic,Mainland Regional,2910,23625.709213,502.10420394,388.58747764,369.74060823,2794.0725403,0,34384977,1242.2222222,27680
Atlantic,Margate City,3020,30408.588613,444.87828667,545.08148088,153.02962572,3643.8306742,1722.8434429,15140790.5,410.11666667,36918
Atlantic,Mullica Twp,3480,16844.294787,164.76202438,1565.8574266,358.17579502,942.53322553,604.92722805,14494199.36,707.70555556,20481
Atlantic,Northfield City,3720,16340.592695,8.4491504342,1788.0563277,260.40028553,722.12299506,145.88498794,19791882.89,1027.3222222,19266
Atlantic,Pleasantville City,4180,20214.49823,202.24030661,2871.239358,500.51308262,616.30929305,189.20551438,92762577.95,3771.7555556,24594
Atlantic,Port Republic City,4240,21247.173481,0,706.27624309,99.447513812,0,0,3326312,150.83333333,22053
Atlantic,Somers Point City,4800,20248.492967,60.281312793,1812.1267803,390.41590315,1117.9283196,278.49889168,21019954.32,879.21111111,23908
Atlantic,Ventnor City,5350,22967.550397,85.22555574,2332.9073617,336.88478697,1607.4489639,646.53268098,24317527.89,869.21111111,27977
Atlantic,Weymouth Twp,5760,21475.944736,10.007184305,2163.8248135,486.71621995,558.49737497,104.57134568,4986089.65,201.05555556,24800
Atlantic,Atlantic Community Chart,6060,18842.605809,0,1431.4080221,0,0,0,7329056,361.5,20274
Atlantic,Principle Academy Charter School,6104,15681.777496,14.17563859,689.33502217,654.0257547,0,0,8071523,473.7,17039
Atlantic,Charter~tech High School,7410,19889.560949,685.1213526,1052.5988546,509.87728388,0,0,8117696,366.7,22137
Bergen,Allendale Boro,40,19769.519509,1446.606466,241.97101449,235.09921962,472.56298774,363.36121516,20208621.01,897,22529
Bergen,Alpine Boro,80,31817.432562,694.51214241,777.25024987,3.344336692,0,179.8401899,6845933.79,204.52486188,33472
Bergen,Bergen Co Special Service,285,91135.546409,2791.508505,818.19364905,615.65018702,2661.4271389,322.83314379,60492358.11,615.10255009,98345
Bergen,Bergen County Vocational Technical,290,29702.902093,592.74638315,2080.3018639,262.23565036,2512.5070211,230.75037884,87633938.37,2476.8333333,35381
Bergen,Bergenfield Boro,300,19942.563949,332.36105646,525.28400633,362.76443297,0,105.58685335,78975245.21,3713.2388889,21269
Bergen,Bogota Boro,440,19655.617446,620.6543547,1337.5978152,326.59627396,471.62209664,338.86928589,28046621.76,1232.7666667,22751
Bergen,Carlstadt Boro,740,22668.762674,814.42799462,501.86451323,417.17182593,2782.9304621,678.54223419,15527046.66,557.25,27864
Bergen,Carlstadt-East Rutherford,745,28101.829799,489.74934687,566.89490195,917.36714545,0,1550.1593352,16746142.98,529.50555556,31626
Bergen,Cliffside Park Boro,890,17409.723199,837.79080027,888.69861186,521.34583602,122.01309822,20.942478541,63208789.26,3192.2802198,19801
Bergen,Closter Boro,930,19590.697391,296.97391413,336.2702884,3.5082826737,251.63440403,183.36512578,25195791.44,1219.4000307,20662
Bergen,Cresskill Boro,990,19224.519815,167.05181516,341.81461527,127.43545704,1186.7855077,544.22986874,39809589.75,1843.7333333,21592
Bergen,Demarest Boro,1070,22778.177983,559.52113864,248.88291723,229.55863513,867.1530794,275.95716027,17750464.6,711.17777778,24959
Bergen,Dumont Boro,1130,20156.655761,497.57226538,293.57066537,141.47280506,687.84256236,397.59748572,57545425.21,2595.0923913,22175
Bergen,East Rutherford Boro,1230,23879.523193,156.36136047,510.67186438,278.00636601,915.87110618,396.65167197,20300529.15,776.69444444,26137
Bergen,Edgewater Boro,1270,17738.870908,18.648630011,360.63856197,137.76526296,1320.6289077,126.32632861,28571801.02,1450.1333333,19703
Bergen,Elmwood Park,1345,17009.706553,412.17742807,580.26795986,333.1779556,1009.5400319,417.35842046,51822162.03,2622.2833333,19762
Bergen,Emerson Boro,1360,22247.687751,881.48853527,295.19930422,315.191998,883.35716073,25.889166286,27753611.2,1125.961326,24649
Bergen,Englewood City,1370,22589.601548,610.68432246,1555.1291057,510.39260044,594.57940074,425.1549521,80165988.11,3049.8130237,26286
Bergen,Englewood Cliffs Boro,1380,27869.35719,1750.2838833,540.29041145,0,638.41028328,107.35486704,16919095.63,547.44262295,30906
Bergen,Fair Lawn Public Schools,1450,20004.470284,371.49972633,349.07519405,203.77423889,592.56754027,200.14225282,115310065.38,5308.5611111,21722
Bergen,Fairview Boro,1470,14125.629395,427.98466028,744.5152384,151.51401244,0,9.6629176883,33906724.57,2193.2888889,15459
Bergen,Fort Lee Boro,1550,18131.071368,391.8119349,291.89158975,311.44158636,1017.4211513,217.15335366,85153945.91,4182.2513661,20361
Bergen,Franklin Lakes Boro,1580,30181.805022,157.68445795,349.92747807,6.0032677865,621.50289514,313.2963997,36781727.94,1162.8666667,31630
Bergen,Garfield City,1700,19379.439481,58.21055354,2291.6434083,478.44118231,0,1913.9838714,120210048.09,4983.4777778,24122
Bergen,Glen Rock Boro,1760,21240.403279,458.9308554,233.50092279,160.68123095,1191.6820464,64.153718185,60446283.72,2588.7777778,23349
Bergen,Hackensack City,1860,21058.595502,323.90564466,963.00385124,427.16972193,107.1576104,67.922303751,133471280.25,5816.3111111,22948
Bergen,Harrington Park Boro,2050,24620.73806,98.106467865,385.65652518,20.534809536,402.2702926,385.65856772,16111994.27,621.77348066,25913
Bergen,Hasbrouck Heights Boro,2080,20543.876231,759.37960143,377.59336616,251.62197553,569.98273733,65.517876972,40309281.3,1786.1277778,22568
Bergen,Haworth Boro,2090,25228.372595,662.68977985,193.21010664,140.35706778,635.50778458,198.85924971,10727238.54,396.43888889,27059
Bergen,Hillsdale Boro,2180,23040.805836,108.06655341,519.03747377,223.2992905,420.18586989,203.27824323,27257592.82,1111.8888889,24515
Bergen,Ho Ho Kus Boro,2200,18844.341522,182.24389012,313.43075466,14.349984212,823.87142406,360.74669024,18068600.88,879.72222222,20539
Bergen,Leonia Boro,2620,18861.916165,620.87173951,299.41623771,265.56565416,1338.0351299,230.50908717,44082471.62,2039.3149171,21616
Bergen,Little Ferry Boro,2710,20722.563875,1079.6900749,586.65743446,273.49683566,0,7.0290509756,27283045.58,1203.5166667,22669
Bergen,Lodi Borough,2740,18695.613858,716.74929694,628.92814476,313.9002822,142.08570052,89.205817353,70089468.28,3404.6353591,20586
Bergen,Lyndhurst Twp,2860,18112.833356,178.63634014,417.80902215,281.06820453,313.1611136,98.536068807,50053824.54,2579.8222222,19402
Bergen,Mahwah Twp,2900,25201.687791,934.72825716,354.00194825,296.57399858,549.21047148,321.00635039,80404298.08,2907.1732658,27657
Bergen,Maywood Boro,3060,18038.303941,59.809847682,378.51821848,162.88148419,624.27780399,417.07934586,24564132,1248.1222222,19681
Bergen,Midland Park Boro,3170,27794.039182,215.25413061,534.92667191,345.89803304,1030.2557042,545.22069237,27658407.5,907.85714286,30466
Bergen,Montvale Boro,3330,19717.691467,353.98207398,394.09790194,6.3048761455,609.2763818,317.13569151,21327635.62,996.68888889,21398
Bergen,Moonachie Boro,3350,20875.857187,7.6607573043,1315.1663475,475.45839768,0,26.687921428,10208437.41,449.69444444,22701
Bergen,New Milford Boro,3550,20875.473284,304.25934862,523.52066886,293.7004856,226.13726296,247.68585098,45271999.06,2014.7055556,22471
Bergen,North Arlington Boro,3600,16455.731926,968.33739587,366.16826936,254.76816757,276.92765114,56.135510138,34305422.35,1866.65,18378
Bergen,Northern Highlands Reg,3700,22868.281745,272.44942197,231.1567686,563.66492635,1083.028389,223.82547315,36100007.27,1430.1333333,25242
Bergen,Northern Valley Regional,3710,29864.535452,1270.89395,543.58133855,351.23091913,1243.2238602,344.1844997,72367011.53,2152.6493222,33618
Bergen,Northvale Boro,3730,21118.402166,26.242659901,213.76314583,10.730897204,879.62979948,361.48706806,12802276.57,566.21546961,22610
Bergen,Norwood Boro,3740,20123.668431,1621.7175589,462.77109161,8.3739654009,685.22343789,199.95330663,14293102.77,618.7032967,23102
Bergen,Oakland Boro,3760,25716.510343,838.2565101,317.97882697,275.00413726,252.5344366,56.300603553,37606369.06,1369.6666667,27457
Bergen,Old Tappan Boro,3850,21738.493015,1722.644788,205.54401918,0,0,17.449688352,15917052.16,672.05555556,23684
Bergen,Oradell Boro,3870,18420.984532,781.55556042,337.54217078,6.9481698646,689.30360776,390.18528891,15712938.65,761.78333333,20627
Bergen,Palisades Park,3910,16013.33616,6.8699210385,734.54235964,344.9364401,62.828619976,71.776194644,31611612.89,1834.2277778,17234
Bergen,Paramus Boro,3930,23453.126189,883.91930381,671.29729114,235.72848292,403.32696504,403.20561315,99085208.43,3803.5666667,26051
Bergen,Park Ridge Boro,3940,26222.189956,1308.7121353,443.71386706,133.09737578,894.27734115,88.940620754,36397603.54,1251.1666667,29091
Bergen,Pascack Valley Regional,3960,28935.517889,1766.4922463,310.63258751,338.89765175,996.59946832,639.63181934,66180800.57,2006.2222222,32988
Bergen,Ramapo-Indian Hill Reg,4300,25245.446289,1388.038194,210.6305386,542.48813463,689.47196058,984.33800681,66059808.22,2273.1888889,29060
Bergen,Ramsey Boro,4310,23852.202568,517.88685227,386.83713847,213.52955718,1044.5842009,250.32424444,71085395.28,2706.4309392,26265
Bergen,Ridgefield Boro,4370,24885.102614,244.27410862,519.5164426,306.92986582,556.95604855,66.676472452,44711317.55,1682.1758242,26579
Bergen,Ridgefield Park Twp,4380,19987.636625,1056.6048571,663.59688053,351.00053375,0.0004447915,4.1808621048,49603062.6,2248.2444444,22063
Bergen,Ridgewood Village,4390,20446.222578,92.549846611,317.31774581,324.59411205,543.92509987,174.95127144,126364578.7,5770.1878453,21900
Bergen,River Dell Regional,4405,22766.197684,666.864542,330.1613959,160.0298654,908.23548664,386.53112343,41093604.35,1629.5333333,25218
Bergen,River Edge Boro,4410,16581.1046,290.84108022,597.37646565,51.434363062,1126.1774902,112.11287301,23598359.88,1257.9722222,18759
Bergen,River Vale Twp,4430,22356.881607,270.90392914,295.96660874,17.855316039,756.24770167,534.08914278,27115411.8,1118.9944751,24232
Bergen,Rochelle Park Twp,4470,20531.396928,71.787723656,323.58761214,265.94758984,712.90181966,206.20511937,14541474.36,657.63333333,22112
Bergen,Rockleigh,4500,25476.548387,0,0,0,0,0,789773,31,25477
Bergen,Rutherford Boro,4600,19836.048317,182.71412069,353.88610069,28.345442616,508.41837779,302.55975751,55493753.46,2616.1524801,21212
Bergen,Saddle Brook Twp,4610,21470.668262,152.88799117,475.02313513,301.19606594,1164.6669256,325.29519119,42710205.55,1787.8055556,23890
Bergen,Saddle River Boro,4620,25370.191137,156.55336062,575.743608,184.83229519,929.00516106,109.82025865,10013844.35,366.45652174,27326
Bergen,South Hackensack Twp,4870,23274.789823,59.669919675,397.01815734,99.743075775,1595.4335962,475.83749396,9835320.14,379.70555556,25902
Bergen,Teaneck Twp,5150,26509.263548,2355.7927584,1430.996496,319.04180532,344.75835776,240.73823655,117982435.58,3781.4166667,31201
Bergen,Tenafly Boro,5160,20628.258332,563.52250921,287.05481174,150.24840638,751.31984913,146.73765534,85109418.09,3778.0833333,22527
Bergen,Upper Saddle River Boro,5330,23621.774953,584.38521272,408.40404162,31.870896171,1043.9843492,9.8780439541,28572734.08,1111.7666667,25700
Bergen,Waldwick Boro,5410,20705.744112,499.98798839,321.26762939,149.35785141,423.30791551,194.11145219,36707942.29,1646.5555556,22294
Bergen,Wallington Boro,5430,18038.256713,546.08161575,414.70073796,84.585625691,351.01970609,271.05903548,25649490.97,1301.6277778,19706
Bergen,Westwood Regional,5755,21152.021415,530.921082,405.08758875,298.76753048,609.52855201,18.094595854,65294724.58,2837.1222222,23014
Bergen,Wood-Ridge Boro,5830,19053.377201,23.959871098,321.96962878,269.80556656,826.56086847,484.97164152,25897575.44,1234.3555556,20981
Bergen,Woodcliff Lake Boro,5880,23867.327914,2939.7064292,297.22577885,10.236708024,919.60250476,543.23614951,20409774.24,714.19444444,28577
Bergen,Wyckoff Twp,5920,22572.06576,620.01559064,310.55335141,185.39849213,856.2895438,400.72361517,47644484.2,1909.9777778,24945
Bergen,Bergen Arts And Sciences,6013,13887.962836,124.75395733,537.67980041,550.87749484,0,0,17553721,1162.4,15101
Bergen,Englewood On The Palisad,6430,15589.466459,319.42277691,679.44461778,605.11076443,0,0,5510499,320.5,17193
Bergen,Teaneck Community Cs,7890,19324.16942,298.12255933,397.50375488,652.03364374,0,0,6881652,332.9,20672
Burlington,Bass River Twp,200,28516.149312,0,1110.3375603,0,0,0,2764645,93.316666667,29626
Burlington,Beverly City,380,19721.509194,16.302488668,2608.7790131,441.27054648,210.4820833,291.09935047,8928637.81,383.37704918,23289
Burlington,Bordentown Regional,475,18923.435102,316.08733734,424.7022022,235.52594261,1342.6251251,365.07869119,51806032.67,2397.6,21607
Burlington,Burlington City,600,20410.73366,140.78236986,2754.6509441,451.65219879,106.82513695,5752.3588962,52884962.5,1785.6284153,29617
Burlington,Burlington Co Spec Serv,605,76797.751452,337.15995384,0,1619.261279,774.01531045,85.282655226,47527472.79,596.97777778,79613
Burlington,Burlington Co Vocational,610,19718.501685,544.77323681,772.00199995,459.24033733,1706.5377733,754.01286193,50040672.91,2088.9388889,23955
Burlington,Burlington Twp,620,19355.018464,161.28030489,565.55525285,317.67193871,1246.8949608,452.98490907,82920162.81,3752.1444444,22099
Burlington,Chesterfield Twp,830,16739.218567,287.36727479,239.07526117,230.59449571,3000.6594699,0.4138064713,15685808.67,765.26111111,20497
Burlington,Cinnaminson Twp,840,18894.523324,258.71182205,427.47399672,223.1647017,992.14899152,1.2606424555,56585479.97,2720.8111111,20797
Burlington,Delanco Twp,1030,19418.9631,246.40559208,464.47698658,274.72858891,994.1834851,550.30123001,11757623.14,535.67777778,21949
Burlington,Delran Twp,1060,17109.212231,425.61350891,628.02915613,414.54378461,773.09019445,72.511214955,58859999,3030.4277778,19423
Burlington,Eastampton Twp,1250,18626.400139,273.44345862,831.41408973,302.96179728,1349.2310217,1709.1984205,13288408.24,575.43888889,23093
Burlington,Edgewater Park Twp,1280,18073.176247,83.142794537,1036.4709663,363.11503908,880.06602878,55.944085896,23379567.54,1140.9166667,20492
Burlington,Evesham Twp,1420,19544.704407,87.085601998,410.01916657,206.04815089,424.69956866,34.761860385,92733240.46,4478.2833333,20707
Burlington,Florence Twp,1520,18540.945636,77.993475505,1041.3136952,282.12807957,1472.5505787,472.35493805,35111828.04,1604.2111111,21887
Burlington,Hainesport Twp,1910,18467.32134,87.528229665,463.00995215,281.37875598,1099.1402871,513.16034641,12140310.09,580.55555556,20912
Burlington,Lenape Regional,2610,24092.009105,613.45773452,613.8726704,293.96378143,1106.1406704,440.60723952,187073302.44,6887.8111111,27160
Burlington,Lumberton Twp,2850,20566.845909,122.32057149,445.17887041,466.73205715,1260.6236745,452.56237303,27849664.84,1194.5333333,23314
Burlington,Mansfield Twp,2960,23387.05477,329.32257672,290.89917704,230.91073094,2288.3230632,854.62953947,15009123.93,548.15555556,27381
Burlington,Maple Shade Twp,3010,18334.56769,204.37212145,1751.982437,411.31054081,821.15402585,330.5836809,52048309.61,2381.640884,21854
Burlington,Medford Lakes Boro,3070,16132.893805,68.23028646,93.072143168,22.494873548,1192.2637171,353.57907165,9582058.6,536.43333333,17863
Burlington,Medford Twp,3080,20736.35195,455.98133258,282.56420547,233.83590293,893.74628937,354.69768002,61653923.06,2685.6055556,22957
Burlington,Moorestown Twp,3360,20605.978748,74.075003649,369.42881243,296.39747679,1288.1475505,510.91861507,92853176.51,4011.8121547,23145
Burlington,Mount Holly Twp,3430,17762.552802,753.72158747,1669.7931563,376.80538657,412.62197575,1073.109966,25269048.6,1146.0611111,22049
Burlington,Mount Laurel Twp,3440,18453.045115,120.88153129,389.47901447,236.53337415,945.2076688,205.21056634,87900880.96,4319.3777778,20350
Burlington,New Hanover Twp,3540,26344.197356,54.674220963,962.4598678,491.27478754,0,1194.7705855,6152234.41,211.8,29047
Burlington,North Hanover Twp,3650,19692.056963,4800.4616091,2807.3817556,522.60362772,0,0,33310802,1197.2611111,27823
Burlington,Northern Burlington Reg,3690,18037.772866,2752.9968531,392.01710486,317.66135418,1499.6972896,419.26898792,51267700.4,2189.1111111,23419
Burlington,Palmyra Boro,3920,19623.355819,362.6451373,1116.2075742,308.35714665,1222.7364955,20.767196048,21325408.2,941.35,22654
Burlington,Pemberton Twp,4050,23100.833195,349.38541464,2398.7265169,457.52279475,0,1807.5342192,133305040.17,4741.5888889,28114
Burlington,Rancocas Valley Regional,4320,18608.478133,29.123442773,355.27824904,293.08319807,640.39101443,0,42218077,2118.7055556,19926
Burlington,Riverside Twp,4450,17771.482234,212.89013471,1420.992317,372.94619653,516.1523883,566.38199666,30636585.04,1468.6166667,20861
Burlington,Riverton,4460,17776.915669,316.15696157,409.13779138,126.76626766,0,244.08692287,6989953.66,370.36666667,18873
Burlington,Shamong Twp,4740,20546.36556,382.99056029,391.57947625,272.97898904,242.22579172,458.87763398,16270408.7,729.77777778,22295
Burlington,Southampton Township School Distric,4930,21746.027348,361.30428022,547.60289347,297.05377312,878.55121982,745.61149914,17203169.93,699.99447514,24576
Burlington,Springfield Twp,5010,19378.767854,59.410243145,640.59740435,221.50700646,1149.4954902,946.34371443,5531717.64,246.99444444,22396
Burlington,Tabernacle Twp,5130,20685.552236,450.51939278,323.97509259,291.99104636,1173.3764194,502.07029099,15989908.92,682.52777778,23427
Burlington,Washington Twp,5490,20139.578125,294.375,0,0,0,1994.1675,1435399.72,64,22428
Burlington,Westampton,5720,15865.01314,69.064933824,360.94987816,407.1967127,515.64814372,276.74910411,18307247.1,1046.45,17495
Burlington,Willingboro Twp,5805,20547.358927,404.94377706,1994.2637606,544.29037276,499.35306134,1055.4683165,89094156.26,3557.2666667,25046
Burlington,Woodland Twp,5890,24122.649132,0,433.4113864,505.40544997,0,0,3377311,134.76111111,25061
Burlington,Riverbank Charter School,6026,12261.285901,0,349.00130548,149.56266319,0,0,1954809,153.2,12760
Burlington,Benjamin Banneker Prep Cs,6076,15469.929736,683.53569421,422.22596965,0,0,0,5897631,355.8,16576
Camden,Audubon Public School Disrict,150,18434.283742,131.44310975,385.85980751,277.6321719,611.19152429,445.94836828,30210896.22,1489.2222222,20286
Camden,Barrington Boro,190,18084.852932,468.17896668,423.12481506,231.36059656,525.06362076,374.75084334,16987679.25,844.85,20107
Camden,Bellmawr Boro,260,15444.069984,194.90300391,2209.853407,424.9440137,187.2316804,134.14308747,22797544.68,1225.9944444,18595
Camden,Berlin Boro,330,16194.70477,90.417980271,434.31628191,300.88599614,698.66775145,301.65075969,14766415.66,819.41666667,18021
Camden,Berlin Twp,340,21487.343213,484.04677046,522.33727256,259.81992122,400.48771337,293.3435503,18749696.17,799.65,23447
Camden,Black Horse Pike Regional,390,20875.623671,733.04089558,405.66179191,302.766499,798.60806172,87.004282879,84737945.89,3652.0718232,23203
Camden,Brooklawn Boro,580,17719.690359,74.982261779,1096.1072384,350.18609572,859.74730815,481.71829215,7348842.84,357.04444444,20582
Camden,Camden City,680,22037.384678,23.84913096,6648.7806754,1004.8768272,0,4128.484824,287402462.59,8492.1333333,33843
Camden,Camden County Vocational,700,21522.390862,1583.2981456,1631.8052304,437.57551136,0,595.34706843,53081961.2,2059.8021978,25770
Camden,Cherry Hill Twp,800,19705.926099,1114.4029633,371.40403306,211.94170018,0,154.39475911,237420551.45,11013.071038,21558
Camden,Chesilhurst,810,25831.38806,2.552238806,135.26865672,0,0,16.420447761,3482074.34,134,25986
Camden,Clementon Boro,880,19172.880247,280.21066186,943.16662374,365.62915272,0,362.45048159,13670966.87,647.16666667,21124
Camden,Collingswood Boro,940,17549.572753,473.80601947,1261.0441887,276.04145793,567.12580236,576.38192154,46566740.58,2249.1693989,20704
Camden,Eastern Camden County Reg,1255,20025.062352,680.04873695,301.87251888,282.55534619,0,64.836309593,41868218.59,1960.6388889,21354
Camden,Gibbsboro Boro,1720,19532.974583,115.55369366,499.63478715,123.63297162,864.9624374,742.33996098,5792521.53,264.75138122,21879
Camden,Gloucester City,1770,17980.010567,1370.313232,2510.3556718,440.10719467,445.0731862,4998.7144228,63813747.11,2300.0441989,27745
Camden,Gloucester Twp,1780,18477.441154,909.35930806,723.6425919,379.10080023,173.59501627,94.189465105,135835264.72,6543.9666667,20757
Camden,Kipp Cooper Norcross,1799,15050.816685,1799.2854604,2572.6575687,858.01067304,2861.2705315,0,34230240,1479.136612,23142
Camden,Mastery Schools Of Camden,1802,17697.498494,0,1152.8909117,0,0,0,49561758,2629.2166667,18850
Camden,Haddon Heights Boro,1880,16957.920475,218.21679591,289.8399604,236.62695925,670.32634879,451.61344333,28523890.27,1515.25,18825
Camden,Haddon Twp,1890,17786.408017,144.22183966,435.3070314,448.00287447,1223.9446585,692.82573125,43752854.8,2110.5333333,20731
Camden,Haddonfield Boro,1900,15711.926106,427.47648147,318.23802676,200.86140373,1359.7877471,324.49722495,49967170.54,2724.0773481,18343
Camden,Hi Nella,2130,20627.861842,0,276.95394737,0,0,0,3177532,152,20905
Camden,Laurel Springs Boro,2540,18534.215938,141.83822731,479.94677577,119.05065354,665.32025055,0,6119257,306.87777778,19940
Camden,Lawnside Boro,2560,18972.447594,256.84073107,888.9309959,502.38418501,607.95822454,703.33204028,9799901.2,446.83333333,21932
Camden,Lindenwold Boro,2670,16004.792507,560.83784404,1666.6811009,522.4879441,458.42567989,187.62942952,59139624.79,3048.3,19401
Camden,Magnolia Boro,2890,20082.837326,11.498479365,941.82256045,378.7265196,650.72178568,679.18223127,9182197.64,403.70555556,22745
Camden,Merchantville Boro,3110,17148.50587,197.41017432,938.06652437,194.72607613,293.48986126,70.150444682,10593168.58,562.2,18842
Camden,Mount Ephraim Boro,3420,18131.744977,97.493079226,1068.9781737,219.7670477,1003.4726276,389.24924578,12337548.38,590.01111111,20911
Camden,Oaklyn Boro,3770,16787.150711,1201.6850394,1863.6051941,294.60533223,0,21.869918497,10428770.31,517.07142857,20169
Camden,Pennsauken Twp,4060,20255.94346,561.04529577,1072.8567698,584.35035837,354.22457347,101.45698556,110406497.57,4814.9623932,22930
Camden,Pine Hill Boro,4110,20400.375532,243.11852903,855.65601302,426.76893244,0,65.85315281,42340025.88,1925.2666667,21992
Camden,Runnemede Boro,4590,17185.299383,914.98768873,1557.0120822,350.80719971,0,254.75813785,17693195.56,873.18333333,20263
Camden,Somerdale Boro,4790,18118.449785,1161.441319,726.39293598,378.43251178,474.69688901,80.911779887,10111415.72,482.86813187,20940
Camden,Sterling High School Dist,5035,19395.135508,599.73234511,421.20681568,332.40242863,280.73893392,385.17246948,20018570.42,934.81868132,21414
Camden,Stratford Boro,5080,17414.570703,140.25265864,615.29622158,354.29856996,519.36625321,408.18210133,16980378.03,872.93888889,19452
Camden,Voorhees Twp,5400,18413.219836,602.16497788,350.63977298,276.96291141,346.54198703,94.589060182,59804591.37,2977.7055556,20084
Camden,Waterford Twp,5560,18368.433603,227.75716375,1410.6033022,177.07030633,15.608195565,196.3533038,32302569.09,1583.7833333,20396
Camden,Winslow Twp,5820,20905.730661,1397.4159286,807.15406146,434.40077246,498.01410434,63.703887947,116506994.66,4833.0277778,24106
Camden,Woodlynne Boro,5900,17415.851254,291.28817981,1776.9947526,455.93011617,0,682.63599139,11331830.1,549.48333333,20623
Camden,Hope Community Cs,6086,21171.717687,0,1867.5170068,621.83673469,0,0,2782542,117.6,23661
Camden,Camden’s Promise Charter,6107,16050.901136,18.853307678,1208.1418362,672.95537841,135.237768,0,39478316,2182.8,18086
Camden,Eco Charter School,6232,17866.910891,0,1213.8960396,888.98514851,0,0,4033898,202,19970
Camden,Freedom Prep Charter Sch,6240,15721.914817,0,1638.2677165,648.13886901,0,0,15094575,838.2,18008
Camden,Leap Academy University,7109,15245.58112,488.33749671,1004.4721273,711.27136471,0,0,26544426,1521.2,17450
Cape May,Avalon Boro,170,37685.001076,1598.0811451,309.6437796,667.6000861,3142.5419716,1408.2699634,4626501.05,103.24444444,44811
Cape May,Cape May City,710,28796.636701,980.68573551,1480.2659733,637.08766716,0,143.20578009,4791443.22,149.55555556,32038
Cape May,Cape May Co Special Serv,715,61308.0533,1663.1301939,0,629.69051485,0,603.27118636,14936737.69,232.64444444,64204
Cape May,Cape May County Vocational School D,720,26334.07321,194.71433676,1047.7415069,575.60632858,0,311.11132091,18028173.02,633.38428002,28463
Cape May,Cape May Point,730,26523.333333,0,0,0,0,0,79570,3,26523
Cape May,Dennis Twp,1080,21999.531077,676.65452047,1570.0512231,200.82195872,613.30426212,683.7672919,19154205.06,744.02222222,25744
Cape May,Lower Cape May Regional,2820,23747.171145,1322.4470137,658.43984404,638.2668898,903.2263271,289.03879323,36046329.53,1307.9888889,27559
Cape May,Lower Twp,2840,17738.416127,484.74835834,1860.0799003,468.71347671,171.63065153,24.929816861,33931550.53,1635.3722222,20749
Cape May,Middle Twp,3130,18876.329543,53.333972429,1353.3926414,317.54702149,615.45180896,342.63375194,56221826.43,2607.85,21559
Cape May,North Wildwood City,3680,34201.466229,563.26824301,2745.0213825,437.42504808,1518.0115398,93.656775653,9712796.34,245.52777778,39559
Cape May,Ocean City,3780,21014.314759,228.00836311,715.32262966,307.70098198,1322.6163028,758.73769532,51625285.27,2120.4222222,24347
Cape May,Sea Isle City,4700,24880.414634,41.804878049,0,0,0,436.70231707,2079431.59,82,25359
