GROUP,CONAME,DIST,DISTNAME,PP112,RK112,PCT112,PP212,RK212,PCT212,PP312,RK312,PCT312
A. K-6,Statewide,N.A.,1. State average - Operating Type K-6,59,N.A.,0.004,45,N.A.,0.003,51,N.A.,0.003
A. K-6,Statewide,N.A.,2. State median - Operating Type K-6,32,N.A.,0.002,43,N.A.,0.002,58,N.A.,0.003
A. K-6,Statewide,N.A.,5. State average - All operating types,67,N.A.,0.004,95,N.A.,0.006,51,N.A.,0.003
A. K-6,Statewide,N.A.,6. State median - All operating types,39,N.A.,0.002,46,N.A.,0.003,44,N.A.,0.002
A. K-6,Bergen,1270,Edgewater Boro,3,1|57,24E-5,2,1|57,12E-5,N.R.,N.R.,N.R.
A. K-6,Bergen,3870,Oradell Boro,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Bergen,4410,River Edge Boro,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Bergen,4620,Saddle River Boro,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Burlington,200,Bass River Twp,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Burlington,830,Chesterfield Twp,13,7|57,9E-4,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Burlington,2960,Mansfield Twp,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Burlington,3650,North Hanover Twp,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Burlington,5010,Springfield Twp,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,44,3|57,0.003
A. K-6,Camden,2540,Laurel Springs Boro,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Camden,3770,Oaklyn Boro,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Camden,5560,Waterford Twp,6,3|57,34E-5,N.R.,N.R.,N.R.,18,1|57,87E-5
A. K-6,Cape May,710,Cape May City,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,61,6|57,0.002
A. K-6,Cape May,2840,Lower Twp,32,10|57,0.002,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Cape May,5610,West Cape May Boro,287,18|57,0.016,65,7|57,0.003,63,7|57,0.003
A. K-6,Essex,1400,Essex Fells Boro,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Essex,1465,Fairfield Twp,20,9|57,0.001,N.R.,N.R.,N.R.,21,2|57,0.001
