GROUP,CONAME,DIST,DISTNAME,PP115,PP215,PP315
A. K-6,Statewide,N.A.,1. State average - Operating Type K-6,195,187,210
A. K-6,Statewide,N.A.,2. State median - Operating Type K-6,137,123,154
A. K-6,Statewide,N.A.,5. State average - All operating types,90,108,101
A. K-6,Statewide,N.A.,6. State median - All operating types,83,90,87
A. K-6,Bergen,1270,Edgewater Boro,0,14,0
A. K-6,Bergen,3870,Oradell Boro,136,14,0
A. K-6,Bergen,4410,River Edge Boro,1,0,0
A. K-6,Bergen,4620,Saddle River Boro,0,0,220
A. K-6,Burlington,200,Bass River Twp,0,N.R.,N.R.
A. K-6,Burlington,830,Chesterfield Twp,237,40,13
A. K-6,Burlington,2960,Mansfield Twp,111,N.R.,33
A. K-6,Burlington,3650,North Hanover Twp,747,367,106
A. K-6,Burlington,5010,Springfield Twp,55,45,0
A. K-6,Camden,2540,Laurel Springs Boro,210,172,0
A. K-6,Camden,3770,Oaklyn Boro,228,0,0
A. K-6,Camden,5560,Waterford Twp,132,16,147
A. K-6,Cape May,710,Cape May City,295,297,455
A. K-6,Cape May,2840,Lower Twp,363,392,154
A. K-6,Cape May,5610,West Cape May Boro,0,0,0
A. K-6,Essex,1400,Essex Fells Boro,225,26,0
A. K-6,Essex,1465,Fairfield Twp,225,0,0
A. K-6,Essex,3630,North Caldwell Boro,145,133,0
A. K-6,Essex,4530,Roseland Boro,0,0,0
A. K-6,Gloucester,1180,East Greenwich Twp,31,11,15
A. K-6,Gloucester,1330,Elk Twp,358,0,0
A. K-6,Gloucester,1590,Franklin Twp,411,505,391
A. K-6,Gloucester,2070,Harrison Twp,193,322,0
A. K-6,Gloucester,2990,Mantua Twp,0,0,677
A. K-6,Gloucester,3490,National Park Boro,67,37,0
A. K-6,Gloucester,4880,South Harrison Twp,0,0,0
A. K-6,Gloucester,5120,Swedesboro-Woolwich,95,39,118
A. K-6,Gloucester,5590,Wenonah Boro,0,49,0
A. K-6,Gloucester,5740,Westville Boro,0,0,0
A. K-6,Gloucester,5870,Woodbury Heights Boro,0,0,0
A. K-6,Hunterdon,2590,Lebanon Boro,466,299,0
A. K-6,Hunterdon,3180,Milford Boro,36,0,0
A. K-6,Monmouth,130,Atlantic Highlands Boro,13,0,0
A. K-6,Monmouth,2160,Highlands Boro,137,170,103
A. K-6,Monmouth,4520,Roosevelt Boro,0,0,0
A. K-6,Morris,3240,Mine Hill Twp,67,133,121
A. K-6,Ocean,230,Beach Haven Boro,0,2054,301
A. K-6,Ocean,320,Berkeley Twp,159,191,163
A. K-6,Ocean,1150,Eagleswood Twp,0,0,0
A. K-6,Ocean,2350,Island Heights Boro,0,0,0
A. K-6,Ocean,2690,Little Egg Harbor Twp,28,84,489
A. K-6,Ocean,2760,Long Beach Island,798,161,539
A. K-6,Ocean,3800,Ocean Gate Boro,0,113,0
A. K-6,Ocean,3820,Ocean Twp,N.R.,87,31
A. K-6,Ocean,4710,Seaside Heights Boro,18,752,255
A. K-6,Ocean,5020,Stafford Twp,98,212,95
A. K-6,Ocean,5220,Tuckerton Boro,1043,464,0
A. K-6,Sussex,1630,Fredon Twp,66,30,0
A. K-6,Sussex,1980,Hampton Twp,0,0,0
A. K-6,Sussex,4650,Sandyston-Walpack Twp,0,0,0
