GROUP,CONAME,DIST,DISTNAME,pp3vv,stpct01vv,ltpct01vv,fdpct01vv,tupct01vv,fbpct01vv,otpct01vv,strat01vv,ssrat01vv,sarat01vv,pctsevv
A. K-6,Monmouth,130,Atlantic Highlands Boro,27587,0.221,0.755,0.02,0.004,0,0,10.8,74,100.6,0.1843
A. K-6,Monmouth,2160,Highlands Boro,31046,0.247,0.639,0.036,0,0.075,0.003,9,62.5,95.7,0.2069
A. K-6,Monmouth,4520,Roosevelt Boro,25126,0.401,0.571,0.013,0.015,0,0,8.4,18.4,79,0.0139
A. K-6,Morris,3240,Mine Hill Twp,21593,0.36,0.615,0.025,0,0,0,10.9,144,120,0.0799
A. K-6,Ocean,230,Beach Haven Boro,28974,0.181,0.77,0.048,0.002,0,0,5,590,59,0.0805
A. K-6,Ocean,320,Berkeley Twp,20678,0.317,0.646,0.027,0.008,0,0.002,12.2,72.2,179.3,0.1756
A. K-6,Ocean,1150,Eagleswood Twp,29071,0.314,0.652,0.034,0,0,0,9.1,1775,71,0.1481
A. K-6,Ocean,2350,Island Heights Boro,27166,0.251,0.698,0.02,0,0,0.031,9.5,96,80,0.1563
A. K-6,Ocean,2690,Little Egg Harbor Twp,23974,0.528,0.377,0.061,0.03,0,0.004,10.8,84.9,142.8,0.1528
A. K-6,Ocean,2760,Long Beach Island,40941,0.22,0.747,0.022,0.01,0,0.001,7.1,58.8,78.3,0.1674
A. K-6,Ocean,3800,Ocean Gate Boro,27564,0.426,0.507,0.052,0.001,0.002,0.012,9.5,78,78,0.2015
A. K-6,Ocean,3820,Ocean Twp,22952,0.377,0.585,0.036,0.001,0,0.001,9.5,48.8,125.1,0.1548
A. K-6,Ocean,4710,Seaside Heights Boro,27080,0.354,0.555,0.083,0.008,0,0,10.2,38.5,233,0.1584
A. K-6,Ocean,5020,Stafford Twp,22462,0.337,0.619,0.028,0.005,0,0.011,11.8,77.8,167.5,0.1634
A. K-6,Ocean,5220,Tuckerton Boro,23803,0.533,0.428,0.039,0,0,0,9.1,48.3,136.5,0.1168
A. K-6,Sussex,1630,Fredon Twp,32036,0.215,0.708,0.027,0.005,0.033,0.012,8,50.2,73.7,0.1193
A. K-6,Sussex,1980,Hampton Twp,24359,0.276,0.677,0.032,0.015,0,0,7.8,93.7,62.4,0.1677
A. K-6,Sussex,4650,Sandyston-Walpack Twp,25105,0.262,0.624,0.114,0,0,0,8.5,88.1,141,0.0948
A. K-6,Sussex,5040,Stillwater Twp,28574,0.383,0.584,0.029,0.003,0,0.001,8.9,71.5,81.7,0.1956
A. K-6,Warren,400,Blairstown Twp,25309,0.312,0.656,0.033,0,0,0,8.1,44.2,76,0.1958
A. K-6,Warren,1620,Franklin Twp,30598,0.285,0.643,0.019,0.006,0.047,0,8,60.6,70.7,0.0526
A. K-6,Warren,1670,Frelinghuysen Twp,22394,0.272,0.69,0.038,0,0,0,12,125,140,0.1231
A. K-6,Warren,2470,Knowlton Twp,30247,0.383,0.597,0.02,0,0,0,7.9,42.8,61.3,0.14
A. K-6,Warren,2970,Mansfield Twp,25447,0.449,0.442,0.044,0.005,0.06,0,10.7,91.4,196.6,0.145
A. K-6,Warren,5480,Washington Boro,22397,0.517,0.452,0.031,0,0,0,10.4,62.5,115.8,0.1111
A. K-6,Warren,5530,Washington Twp,26927,0.351,0.61,0.039,0,0,0,9.6,57.5,112.5,0.1706
B. K-8 / 0 - 400,Atlantic,1410,Estell Manor City,13989,0.49,0.469,0.017,0,0,0.024,12.6,55.6,81.8,0.127
B. K-8 / 0 - 400,Atlantic,1540,Folsom Boro,22306,0.761,0.202,0.035,0,0,0.002,10.2,56.9,132.7,0.1481
B. K-8 / 0 - 400,Atlantic,3020,Margate City,38015,0.211,0.718,0.022,0.05,0,0,7.1,45.8,73.2,0.1436
B. K-8 / 0 - 400,Atlantic,4240,Port Republic City,21948,0.408,0.558,0.034,0,0,0,8.7,290,116,0.0952
B. K-8 / 0 - 400,Atlantic,5760,Weymouth Twp,28100,0.487,0.451,0.04,0,0.018,0.004,8.6,127.5,61.2,0.1329
B. K-8 / 0 - 400,Bergen,80,Alpine Boro,35807,0.152,0.817,0.017,0.014,0,0,5.9,49.3,37,0.0927
B. K-8 / 0 - 400,Bergen,3350,Moonachie Boro,24202,0.191,0.765,0.031,0.004,0,0.009,11.5,79.6,104,0.1236
B. K-8 / 0 - 400,Bergen,4870,South Hackensack Twp,27490,0.162,0.813,0.024,0.001,0,0,13.8,110.8,90,0.1066
B. K-8 / 0 - 400,Burlington,380,Beverly City,24325,0.617,0.334,0.048,0,0,0.001,10.6,72.8,55.4,0.1661
B. K-8 / 0 - 400,Burlington,1030,Delanco Twp,22573,0.361,0.598,0.036,0.004,0,0.001,13.1,62.7,114.6,0.1005
B. K-8 / 0 - 400,Burlington,3540,New Hanover Twp,32976,0.543,0.306,0.151,0,0,0,7.9,107.2,77.2,0.1446
B. K-8 / 0 - 400,Burlington,4460,Riverton,20529,0.214,0.762,0.025,0,0,0,11.8,60,134.5,0.169
B. K-8 / 0 - 400,Burlington,5890,Woodland Twp,28310,0.38,0.593,0.027,0,0,0,7.9,80,71.1,0.178
B. K-8 / 0 - 400,Camden,580,Brooklawn Boro,20775,0.753,0.212,0.035,0,0,0,10.6,233.8,276.4,0.1933
B. K-8 / 0 - 400,Camden,1720,Gibbsboro Boro,21933,0.402,0.565,0.032,0,0,0.001,10,71.1,187.9,0.1382
B. K-8 / 0 - 400,Camden,2560,Lawnside Boro,26366,0.514,0.443,0.04,0,0,0.003,12.4,161,64.4,0.178
B. K-8 / 0 - 400,Camden,3110,Merchantville Boro,19258,0.44,0.525,0.035,0,0,0,12.7,80.6,403,0.1337
B. K-8 / 0 - 400,Cape May,170,Avalon Boro,43080,0.202,0.695,0.016,0.087,0,0,5.7,18.7,24.3,0.039
B. K-8 / 0 - 400,Cape May,3680,North Wildwood City,47153,0.228,0.671,0.043,0.058,0,0,5.9,34.8,52.5,0.1316
B. K-8 / 0 - 400,Cape May,5060,Stone Harbor Boro,34924,0.131,0.743,0.006,0.12,0,0,6.8,33.6,30,0.0543
B. K-8 / 0 - 400,Cape May,5800,Wildwood Crest Boro,35940,0.235,0.708,0.028,0,0,0.029,8.6,61.3,74.4,0.156
B. K-8 / 0 - 400,Cape May,5840,Woodbine Boro,29438,0.641,0.293,0.057,0,0,0.009,12,110.5,110.5,0.25
B. K-8 / 0 - 400,Cumberland,1020,Deerfield Twp,26172,0.535,0.406,0.05,0,0,0.009,10.9,58.2,108.7,0.1029
B. K-8 / 0 - 400,Cumberland,1120,Downe Twp,25921,0.606,0.351,0.043,0,0,0,10.5,178,89,0.1566
B. K-8 / 0 - 400,Cumberland,1820,Greenwich Twp,20060,0.404,0.535,0.06,0,0,0.001,7.4,63,63,0.093
B. K-8 / 0 - 400,Cumberland,3050,Maurice River Twp,20080,0.653,0.312,0.035,0,0,0,11.3,105.6,93.2,0.1574
B. K-8 / 0 - 400,Cumberland,5070,Stow Creek Twp,21598,0.476,0.474,0.05,0,0,0,7.7,61.1,110,0.0726
B. K-8 / 0 - 400,Hudson,1200,East Newark Boro,16426,0.697,0.235,0.068,0,0,0,0,0,0,0.1058
B. K-8 / 0 - 400,Hunterdon,370,Bethlehem Twp,30961,0.277,0.705,0.013,0.006,0,0,8.3,44.6,92.5,0.1994
B. K-8 / 0 - 400,Hunterdon,430,Bloomsbury Boro,26102,0.396,0.573,0.028,0.002,0,0.001,7.8,40.5,85,0.1124
B. K-8 / 0 - 400,Hunterdon,670,Califon Boro,32406,0.229,0.72,0.018,0.033,0,0,5.4,42.4,41.2,0.0778
B. K-8 / 0 - 400,Hunterdon,910,Clinton-Glen Gardner,25702,0.298,0.67,0.011,0.008,0.012,0.001,6.8,38.8,96.5,0.1458
B. K-8 / 0 - 400,Hunterdon,1040,Delaware Twp,31954,0.239,0.705,0.016,0.004,0.036,0,9.1,82.3,107.5,0.1226
B. K-8 / 0 - 400,Hunterdon,1160,East Amwell Twp,29764,0.237,0.709,0.018,0.014,0.021,0.001,9.4,46,103,0.1021
B. K-8 / 0 - 400,Hunterdon,1600,Franklin Twp,33341,0.21,0.727,0.015,0.009,0.039,0,9.4,144,72,0.1024
B. K-8 / 0 - 400,Hunterdon,1680,Frenchtown Boro,32386,0.335,0.605,0.03,0,0.03,0,7.1,51.6,129,0.2037
B. K-8 / 0 - 400,Hunterdon,1970,Hampton Boro,33940,0.396,0.564,0.03,0.001,0.004,0.005,7.1,48.1,65,0.2152
B. K-8 / 0 - 400,Hunterdon,2140,High Bridge Boro,29079,0.34,0.628,0.026,0.003,0,0.003,9.5,49.1,74.6,0.1853
B. K-8 / 0 - 400,Hunterdon,2450,Kingwood Twp,25086,0.276,0.645,0.02,0.034,0.025,0,9.5,50.8,104.7,0.1206
B. K-8 / 0 - 400,Monmouth,180,Avon Boro,30535,0.17,0.738,0.016,0.024,0.052,0,7.9,46.9,51.1,0.1203
B. K-8 / 0 - 400,Monmouth,270,Belmar Boro,25136,0.244,0.569,0.053,0.133,0,0.001,9.5,60.7,129.5,0.1701
B. K-8 / 0 - 400,Monmouth,500,Bradley Beach Boro,25906,0.267,0.684,0.047,0.002,0,0,8.6,88.3,79.5,0.1571
B. K-8 / 0 - 400,Monmouth,1000,Deal Boro,38261,0.439,0.343,0.02,0,0.042,0.156,9.5,1164.3,81.5,0.0955
B. K-8 / 0 - 400,Monmouth,1490,Farmingdale Boro,26193,0.426,0.546,0.023,0.004,0,0.001,7.5,133.3,79.6,0.1563
B. K-8 / 0 - 400,Monmouth,3250,Monmouth Beach Boro,26901,0.197,0.757,0.014,0.032,0,0,9.3,55.9,102.5,0.144
B. K-8 / 0 - 400,Monmouth,3500,Neptune City,27176,0.264,0.628,0.031,0.001,0.076,0,8.5,74.4,116,0.2
B. K-8 / 0 - 400,Monmouth,4690,Sea Girt Boro,32715,0.177,0.798,0.01,0.016,0,0,7.5,70.5,70.5,0.0733
B. K-8 / 0 - 400,Monmouth,4980,Spring Lake Boro,36017,0.202,0.76,0.026,0.012,0,0,7.5,50.3,69.6,0.1124
B. K-8 / 0 - 400,Monmouth,4990,Spring Lake Heights Boro,24136,0.18,0.786,0.018,0.016,0,0,10.1,60.5,141.3,0.1029
B. K-8 / 0 - 400,Morris,460,Boonton Twp,24258,0.153,0.835,0.01,0.002,0,0,10.7,71.3,122.3,0.1123
B. K-8 / 0 - 400,Morris,2010,Harding Township,33135,0.163,0.794,0.014,0.005,0,0.024,8,47.4,96.3,0.1365
B. K-8 / 0 - 400,Morris,3410,Mount Arlington Boro,26536,0.156,0.826,0.018,0,0,0,10.2,58.5,85,0.2012
B. K-8 / 0 - 400,Morris,3520,Netcong Boro,25427,0.406,0.547,0.037,0,0,0.01,12.6,82.9,105,0.1731
B. K-8 / 0 - 400,Morris,4440,Riverdale Boro,21943,0.162,0.821,0.016,0.001,0,0,10.8,62.8,166.5,0.1356
B. K-8 / 0 - 400,Ocean,210,Bay Head Boro,29496,0.146,0.714,0.021,0.077,0.01,0.032,8.5,129,99.2,0.0391
B. K-8 / 0 - 400,Ocean,2550,Lavallette Boro,25117,0.175,0.747,0.028,0.051,0,0,7.8,73,76.8,0.0833
B. K-8 / 0 - 400,Salem,60,Alloway Twp,20926,0.523,0.443,0.034,0,0,0,12.5,102,121,0.1655
B. K-8 / 0 - 400,Salem,1350,Elsinboro Twp,23298,0.477,0.474,0.042,0.007,0,0,8.7,178.6,125,0.1339
B. K-8 / 0 - 400,Salem,2800,Lower Alloways Creek,24207,0.238,0.612,0.034,0.024,0.091,0.001,8.1,163,130.4,0.1607
B. K-8 / 0 - 400,Salem,2950,Mannington Twp,24669,0.299,0.626,0.055,0.019,0,0.001,9.5,95,76,0.1302
B. K-8 / 0 - 400,Salem,3860,Oldmans Twp,20016,0.452,0.5,0.037,0,0.012,0,12.4,105.8,91.7,0.125
B. K-8 / 0 - 400,Salem,4280,Quinton Twp,25078,0.628,0.326,0.046,0,0,0,11.7,81.5,112.4,0.0935
B. K-8 / 0 - 400,Salem,5320,Upper Pittsgrove Twp,22467,0.474,0.494,0.031,0.001,0,0,9.9,110.3,194.7,0.1401
B. K-8 / 0 - 400,Sussex,1800,Green Twp,24750,0.305,0.676,0.019,0,0,0,10.6,80.2,144.3,0.1114
B. K-8 / 0 - 400,Sussex,1930,Hamburg Boro,35395,0.328,0.643,0.023,0.006,0,0,8.1,43.9,118.5,0.1887
B. K-8 / 0 - 400,Sussex,2490,Lafayette Twp,29609,0.284,0.69,0.02,0.006,0,0,9.1,51.8,95,0.1399
B. K-8 / 0 - 400,Sussex,3300,Montague Twp,28738,0.359,0.591,0.045,0,0,0.005,8.9,61.5,82,0.1526
B. K-8 / 0 - 400,Sussex,3840,Ogdensburg Boro,21096,0.552,0.412,0.03,0,0,0.006,8.9,64,78.6,0.189
B. K-8 / 0 - 400,Sussex,5030,Stanhope Boro,23747,0.338,0.611,0.022,0.03,0,0,10.2,52.5,105,0.2533
B. K-8 / 0 - 400,Union,1710,Garwood Boro,22472,0.192,0.791,0.017,0,0,0,11.8,74.7,159.1,0.1737
B. K-8 / 0 - 400,Union,5810,Winfield Twp,27431,0.603,0.37,0.028,0,0,0,11.8,162.1,83.5,0.078
B. K-8 / 0 - 400,Warren,70,Alpha Boro,26103,0.411,0.556,0.033,0,0,0,10.6,154.7,116,0.0978
B. K-8 / 0 - 400,Warren,2040,Harmony Twp,27069,0.178,0.791,0.026,0.005,0,0,8.7,56.2,133.2,0.1962
B. K-8 / 0 - 400,Warren,2250,Hope Twp,31535,0.258,0.719,0.02,0.003,0,0,8.5,78.9,71,0.2759
B. K-8 / 0 - 400,Warren,3890,Oxford Twp,24681,0.478,0.481,0.019,0.022,0,0,9.2,59.6,141.5,0.1855
B. K-8 / 0 - 400,Warren,4200,Pohatcong Twp,22119,0.313,0.66,0.025,0.002,0,0,11.3,127.2,106,0.1395
B. K-8 / 0 - 400,Warren,5780,White Twp,27332,0.257,0.718,0.023,0.002,0,0,7.7,40.6,134,0.0921
C. K-8 / 401 - 750,Atlantic,570,Brigantine City,43502,0.263,0.698,0.037,0,0,0.002,8.6,52.5,132.5,0.1036
C. K-8 / 401 - 750,Atlantic,1300,Egg Harbor City,27612,0.667,0.216,0.093,0.004,0,0.02,11.1,66.8,133.5,0.1914
C. K-8 / 401 - 750,Atlantic,3480,Mullica Twp,23313,0.543,0.327,0.078,0.045,0,0.007,13,95.1,173.9,0.1651
C. K-8 / 401 - 750,Atlantic,5350,Ventnor City,31809,0.247,0.706,0.043,0,0,0.004,9.9,73.9,110.8,0.1295
C. K-8 / 401 - 750,Bergen,740,Carlstadt Boro,31166,0.184,0.79,0.023,0.003,0,0,12.1,88.8,106.6,0.1489
C. K-8 / 401 - 750,Bergen,1070,Demarest Boro,26600,0.186,0.776,0.02,0.018,0,0,9.4,53.2,112.5,0.1171
C. K-8 / 401 - 750,Bergen,1230,East Rutherford Boro,27995,0.199,0.755,0.041,0.003,0,0.002,11.5,86.5,164.4,0.1453
C. K-8 / 401 - 750,Bergen,1380,Englewood Cliffs Boro,32582,0.171,0.753,0.014,0.007,0.008,0.047,8.7,69.8,97,0.082
C. K-8 / 401 - 750,Bergen,2050,Harrington Park Boro,28754,0.202,0.776,0.018,0.005,0,0,11.5,60.3,151.5,0.1187
C. K-8 / 401 - 750,Bergen,2090,Haworth Boro,26867,0.198,0.791,0.011,0,0,0,10.2,67.6,104.8,0.125
C. K-8 / 401 - 750,Bergen,2200,Ho Ho Kus Boro,21496,0.183,0.765,0.012,0.004,0.037,0,12.6,89.1,119.4,0.1162
C. K-8 / 401 - 750,Bergen,3730,Northvale Boro,24975,0.207,0.758,0.014,0.02,0,0.001,10.9,65.6,129,0.1368
C. K-8 / 401 - 750,Bergen,3740,Norwood Boro,21721,0.189,0.738,0.017,0.003,0.054,0,12.2,92.2,108.9,0.1102
C. K-8 / 401 - 750,Bergen,3850,Old Tappan Boro,23223,0.185,0.796,0.012,0.008,0,0,10.5,65.6,93.7,0.0937
C. K-8 / 401 - 750,Bergen,4470,Rochelle Park Twp,24695,0.189,0.787,0.022,0.003,0,0,11.3,70.4,159,0.1736
C. K-8 / 401 - 750,Bergen,5880,Woodcliff Lake Boro,27087,0.195,0.793,0.012,0,0,0,9.2,57.9,122.5,0.1727
C. K-8 / 401 - 750,Burlington,1250,Eastampton Twp,23266,0.534,0.43,0.025,0.003,0,0.008,10.7,76.2,128.2,0.1788
C. K-8 / 401 - 750,Burlington,1910,Hainesport Twp,22602,0.26,0.704,0.034,0.001,0,0.001,10.2,76.8,149.8,0.1714
C. K-8 / 401 - 750,Burlington,3070,Medford Lakes Boro,20251,0.323,0.626,0.013,0.001,0.036,0.001,12.2,95.4,181.3,0.1732
C. K-8 / 401 - 750,Burlington,4740,Shamong Twp,23996,0.37,0.547,0.025,0.005,0.054,0,11.5,83.9,125.8,0.1601
C. K-8 / 401 - 750,Burlington,4930,Southampton Township School District,24839,0.277,0.699,0.023,0.001,0,0,10,73.1,97.7,0.1809
C. K-8 / 401 - 750,Burlington,5130,Tabernacle Twp,24339,0.442,0.533,0.022,0.003,0,0,11.3,48.3,117.5,0.157
C. K-8 / 401 - 750,Camden,190,Barrington Boro,21653,0.35,0.631,0.019,0.001,0,0,10.1,80.5,128.2,0.1563
C. K-8 / 401 - 750,Camden,340,Berlin Twp,24407,0.471,0.5,0.029,0,0,0,10.1,60.6,111.2,0.1687
C. K-8 / 401 - 750,Camden,880,Clementon Boro,20553,0.637,0.322,0.04,0,0,0.001,8.8,43.4,86.8,0.1935
C. K-8 / 401 - 750,Camden,2890,Magnolia Boro,24348,0.471,0.437,0.039,0.006,0,0.047,11.3,104.8,123.2,0.1497
C. K-8 / 401 - 750,Camden,3420,Mount Ephraim Boro,22246,0.46,0.5,0.033,0,0,0.007,11.2,83.7,142.3,0.114
C. K-8 / 401 - 750,Camden,4790,Somerdale Boro,23862,0.476,0.452,0.063,0.004,0,0.005,9.6,77.9,150.7,0.1416
C. K-8 / 401 - 750,Camden,5900,Woodlynne Boro,20471,0.691,0.172,0.057,0.003,0,0.077,11,91,121.3,0.1199
C. K-8 / 401 - 750,Cape May,1080,Dennis Twp,25780,0.408,0.537,0.04,0,0,0.015,8.1,55.1,137.8,0.1689
C. K-8 / 401 - 750,Cumberland,950,Commercial Twp,22295,0.764,0.163,0.068,0.005,0,0,11.3,40.8,104.4,0.1732
C. K-8 / 401 - 750,Cumberland,1460,Fairfield Twp,25523,0.782,0.133,0.083,0.002,0,0,11.5,144,115.2,0.1429
C. K-8 / 401 - 750,Cumberland,2270,Hopewell Twp,20469,0.52,0.368,0.039,0.008,0.053,0.012,11.8,109.5,175.2,0.18
C. K-8 / 401 - 750,Cumberland,2570,Lawrence Twp,22733,0.722,0.221,0.053,0.003,0,0.001,10.7,93,93,0.1708
C. K-8 / 401 - 750,Gloucester,1830,Greenwich Twp,29263,0.207,0.753,0.04,0,0,0,9,58.6,106.3,0.1402
C. K-8 / 401 - 750,Hunterdon,20,Alexandria Twp,30022,0.291,0.688,0.018,0.003,0,0,9.4,55.9,111.8,0.1616
C. K-8 / 401 - 750,Hunterdon,2220,Holland Twp,26379,0.276,0.694,0.019,0.012,0,0,10.2,59.4,142,0.1756
C. K-8 / 401 - 750,Hunterdon,2600,Lebanon Twp,26741,0.279,0.671,0.014,0.036,0,0,9,59.2,131.6,0.1868
C. K-8 / 401 - 750,Hunterdon,5180,Tewksbury Twp,36470,0.231,0.751,0.016,0.003,0,0,8.7,116.3,279,0.113
C. K-8 / 401 - 750,Hunterdon,5270,Union Twp,31126,0.228,0.706,0.013,0.006,0.046,0.001,10.6,51.8,129.4,0.1771
C. K-8 / 401 - 750,Middlesex,970,Cranbury Twp,29483,0.154,0.834,0.011,0.001,0,0,8.6,55.1,93.6,0.1092
C. K-8 / 401 - 750,Middlesex,2370,Jamesburg Boro,20489,0.519,0.423,0.034,0,0.018,0.006,12.9,106.8,126.2,0.1479
C. K-8 / 401 - 750,Monmouth,560,Brielle Boro,22661,0.169,0.811,0.02,0.001,0,0,11.1,78.5,178,0.1277
C. K-8 / 401 - 750,Monmouth,3830,Oceanport Boro,26146,0.206,0.766,0.024,0.004,0,0,9.9,59.5,122.1,0.1283
C. K-8 / 401 - 750,Monmouth,4770,Shrewsbury Boro,23268,0.207,0.773,0.016,0.003,0,0.001,10.5,42.9,118,0.1791
C. K-8 / 401 - 750,Monmouth,5230,Union Beach,22443,0.572,0.384,0.044,0,0,0,10.1,67.8,113.5,0.1248
C. K-8 / 401 - 750,Monmouth,5640,West Long Branch Boro,25035,0.225,0.712,0.024,0.032,0,0.007,9.5,93.7,112.4,0.1554
C. K-8 / 401 - 750,Morris,3090,Mendham Boro,27574,0.19,0.795,0.013,0.002,0,0,9.9,120.6,86,0.1035
C. K-8 / 401 - 750,Morris,3380,Morris Plains Boro,27406,0.182,0.803,0.011,0.004,0,0,9.3,74.2,114.2,0.1736
C. K-8 / 401 - 750,Morris,4480,Rockaway Boro,24306,0.261,0.697,0.025,0.017,0,0,11.4,82.6,115.6,0.2078
C. K-8 / 401 - 750,Morris,5770,Wharton Boro,23775,0.452,0.493,0.04,0.003,0,0.012,9.6,81.8,147.2,0.173
C. K-8 / 401 - 750,Ocean,2500,Lakehurst Boro,22270,0.766,0.12,0.103,0.011,0,0,9.4,61.8,94.9,0.2706
C. K-8 / 401 - 750,Passaic,420,Bloomingdale Boro,24802,0.204,0.766,0.029,0.001,0,0,11.5,54.6,102.9,0.1569
C. K-8 / 401 - 750,Passaic,3640,North Haledon Boro,25670,0.233,0.745,0.022,0,0,0,10.9,69.9,103.4,0.121
C. K-8 / 401 - 750,Somerset,240,Bedminster Twp,26266,0.162,0.818,0.017,0.001,0,0.002,9.6,50.3,114.6,0.1304
C. K-8 / 401 - 750,Somerset,1810,Green Brook Twp,25577,0.175,0.777,0.009,0.015,0.023,0.001,10.2,69.8,139.5,0.1538
C. K-8 / 401 - 750,Somerset,4850,South Bound Brook,24438,0.434,0.505,0.059,0.001,0,0.001,11.9,64.8,127.7,0.103
C. K-8 / 401 - 750,Somerset,5540,Watchung Boro,25395,0.237,0.743,0.014,0.005,0,0.001,12.3,90.6,176.8,0.1358
C. K-8 / 401 - 750,Sussex,90,Andover Reg,28241,0.216,0.766,0.014,0.004,0,0,9.7,59.9,71.8,0.1583
C. K-8 / 401 - 750,Sussex,1560,Frankford Twp,28564,0.31,0.665,0.024,0,0,0.001,7.5,51.9,114.7,0.1071
C. K-8 / 401 - 750,Sussex,1570,Franklin Boro,24568,0.461,0.49,0.033,0.005,0,0.011,8.9,61.1,142.7,0.1822
C. K-8 / 401 - 750,Sussex,2030,Hardyston Twp,24048,0.282,0.689,0.018,0,0,0.011,10.5,115.4,170.3,0.1795
C. K-8 / 401 - 750,Union,3470,Mountainside Boro,22603,0.18,0.798,0.021,0.002,0,0,11,83.1,237.7,0.1026
C. K-8 / 401 - 750,Warren,30,Allamuchy Twp,22548,0.157,0.797,0.022,0.024,0,0,12.8,73.1,141.3,0.1418
C. K-8 / 401 - 750,Warren,1785,Great Meadows Regional,23635,0.3,0.645,0.015,0.004,0.035,0.001,9.2,82.1,115,0.1922
C. K-8 / 401 - 750,Warren,1840,Greenwich Twp,20822,0.424,0.559,0.017,0,0,0,10.8,66.9,245.3,0.1854
C. K-8 / 401 - 750,Warren,2790,Lopatcong Twp,18843,0.273,0.657,0.018,0.002,0.05,0,13.6,112.9,253.7,0.147
D. K-8 / 751 +,Atlantic,10,Absecon City,21030,0.363,0.584,0.049,0.002,0,0.002,13.2,115.9,173.8,0.1277
D. K-8 / 751 +,Atlantic,1690,Galloway Twp,25430,0.512,0.421,0.055,0.012,0,0,11,74.7,193.3,0.1707
