CO,DIST,ind1,ind2,ind3,ind4,ind5,ind6,ind7,ind8,ind9,ind10,ind11,ind12,ind13,ind15,distname,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,ENROLL,COUNTY,enrol1
1,10,12262073,7793111,7428962,304263,59886,1952207,1756336,1423055,1150912,984617,513420,0,101276,108852,Absecon City,Atlantic,D. K-8 / 751 +,2,CD,,1,903.1,Atlantic,
1,110,115168013,74070526,69234576,2492836,2343114,13445966,12164767,11544470,8997572,14650573,8061785,0,818358,441174,Atlantic City,Atlantic,G. K-12 / 3501 +,3,A,,1,6739.7,Atlantic,
1,120,23948628,12802962,12003819,587861,211282,2938013,2683492,2575493,1920650,4645465,2199506,994,653736,241952,Atlantic Co Vocational,Atlantic,J. VOC,8,,,1,1696.8,Atlantic,
1,125,16617163,8949900,8384588,73970,491342,3405336,3275452,1964481,1628710,2101381,1129335,190000,0,13688,Atlantic Co Special Serv,Atlantic,I. CSSD,7,,,1,320.8,Atlantic,
1,570,13368567,8460269,8169675,236691,53903,2103274,1878844,1028255,829432,1644614,936113,0,128243,79889,Brigantine City,Atlantic,C. K-8 / 401 - 750,2,CD,,1,511.1,Atlantic,
1,590,29116744,16671582,16186409,241155,244018,4977372,3794182,3383553,2480814,3218383,1415345,0,865855,486046,Buena Regional,Atlantic,E. K-12 / 0 - 1800,3,A,,1,1681.2,Atlantic,
1,1300,8025633,4688809,4452736,188572,47501,1382222,1243582,835681,708750,1056931,488763,0,61989,3253,Egg Harbor City,Atlantic,C. K-8 / 401 - 750,2,A,,1,501.2,Atlantic,
1,1310,111548822,65678006,62941093,1466183,1270730,22002646,20215587,8585407,7149038,12933012,7805925,0,1356348,329223,Egg Harbor Twp,Atlantic,G. K-12 / 3501 +,3,CD,,1,7288.9,Atlantic,
1,1410,2923175,1747813,1710934,27655,9224,443255,402396,304598,235304,396300,189351,0,22862,0,Estell Manor City,Atlantic,B. K-8 / 0 - 400,2,DE,,1,193.1,Atlantic,
1,1540,5677852,3373221,3225726,70595,76900,1027166,951037,566542,443204,624500,255517,30000,53661,25332,Folsom Boro,Atlantic,B. K-8 / 0 - 400,2,CD,,1,387.4,Atlantic,
1,1690,55602505,36593650,35012394,1339035,242221,8320093,7360363,4942838,4356883,5594886,2877305,0,111112,79214,Galloway Twp,Atlantic,D. K-8 / 751 +,2,CD,,1,3317.6,Atlantic,
1,1790,53291230,29574280,26401726,1246448,1926106,6559853,6374656,5628300,3992759,8276001,4178939,0,3192131,0,Greater Egg Harbor Reg,Atlantic,H. 7-12 / 9-12,5,CD,,1,3005.9,Atlantic,
1,1940,41618487,26430183,25594686,655036,180461,7265391,6300162,3800413,3186871,3926428,2229129,0,176630,8235,Hamilton Twp,Atlantic,D. K-8 / 751 +,2,CD,,1,2982.8,Atlantic,
1,1960,42609408,25625284,24651847,812628,160809,6251586,5738656,4440150,3608390,4618853,2322730,138906,1171781,366905,Hammonton Town,Atlantic,F. K-12 / 1801 - 3500,3,B,,1,3478,Atlantic,
1,2680,13158844,7754328,7495020,157069,102239,2279252,2128392,1566050,1206061,1429312,721831,0,129902,10983,Linwood City,Atlantic,D. K-8 / 751 +,2,GH,,1,825.7,Atlantic,
1,2910,24257148,13872388,13490218,382170,0,3488350,3222009,1764400,1477398,2919475,1546135,428690,1460468,623725,Mainland Regional,Atlantic,H. 7-12 / 9-12,5,DE,,1,1229.2,Atlantic,
1,3020,9501783,5810529,5655601,147888,7040,1642336,1412844,704242,565030,1195319,685823,32000,96641,119212,Margate City,Atlantic,B. K-8 / 0 - 400,2,DE,,1,362.1,Atlantic,
1,3480,10117972,5954658,5679778,236256,38624,1555199,1234143,1338834,1042345,1200091,577624,0,69190,26550,Mullica Twp,Atlantic,C. K-8 / 401 - 750,2,B,,1,699.7,Atlantic,
1,3720,13996101,9714345,9403505,276906,33934,1536499,1397177,1467201,1168927,1193038,569243,0,85017,0,Northfield City,Atlantic,D. K-8 / 751 +,2,DE,,1,976.3,Atlantic,
1,4180,63647372,36711107,35033354,629163,1048590,9833072,9121143,7102640,5612804,8483242,4524925,0,1046353,290566,Pleasantville City,Atlantic,F. K-12 / 1801 - 3500,3,A,1,1,3487.7,Atlantic,
1,4240,1961423,1200159,1142116,36999,21044,373447,307980,216374,138172,152926,67157,15000,3516,0,Port Republic City,Atlantic,B. K-8 / 0 - 400,2,FG,,1,104.8,Atlantic,
1,4800,15121487,9049528,8588980,221744,238804,2568366,2246197,1723482,1474062,1635718,777595,15440,128953,18935,Somers Point City,Atlantic,D. K-8 / 751 +,2,CD,,1,865.2,Atlantic,
1,5350,13125797,8464513,8300993,163293,227,1861086,1363268,1344415,1102830,1392049,334994,0,63734,12008,Ventnor City,Atlantic,C. K-8 / 401 - 750,2,B,,1,626.2,Atlantic,
1,5760,2862137,1500203,1467670,11540,20993,524037,396426,463894,424674,343077,166777,0,13878,0,Weymouth Twp,Atlantic,B. K-8 / 0 - 400,2,B,,1,168.1,Atlantic,
3,40,14391940,8386116,7770699,379962,235455,2597081,2280436,1692935,1454815,1594143,974185,0,121664,139060,Allendale Boro,Bergen,D. K-8 / 751 +,2,I,,1,887,Bergen,
3,80,4340165,2486681,2314910,68220,103551,1013841,862636,319170,245520,412060,155935,0,103523,96856,Alpine Boro,Bergen,B. K-8 / 0 - 400,2,I,,1,151.5,Bergen,
3,285,49411641,27153006,23431670,930250,2791086,11747717,10783223,4242007,3335868,5749644,2361657,0,28214,1693765,Bergen Co Special Service,Bergen,I. CSSD,7,,,1,615.1,Bergen,
3,290,63585753,32162632,29559743,1593938,1008951,6877316,6435195,12477029,9466852,9697227,4969535,0,2018573,701414,Bergen County Vocational Technical Schoo,Bergen,J. VOC,8,,,1,2476.9,Bergen,
3,300,58644125,36673412,30819261,1345863,4508288,7120860,5914306,6662434,5406583,6621933,3873210,0,1159151,495150,Bergenfield Boro,Bergen,G. K-12 / 3501 +,3,FG,,1,3657.3,Bergen,
3,440,18587702,10871493,9210640,354420,1306433,2793432,1558954,2340900,1621879,1914859,831628,0,643265,137754,Bogota Boro,Bergen,E. K-12 / 0 - 1800,3,DE,,1,1135.8,Bergen,
3,740,9530040,5538978,5200018,280108,58852,1371175,1213458,1301555,1094869,1286541,623055,0,31791,0,Carlstadt Boro,Bergen,C. K-8 / 401 - 750,2,DE,,1,540.3,Bergen,
3,745,10565538,5278494,4999465,266457,12572,2219662,1231935,1302431,944772,1291509,547683,0,445055,0,Carlstadt-East Rutherford,Bergen,H. 7-12 / 9-12,5,CD,,1,510.5,Bergen,
3,890,43754401,28262034,26655046,490304,1116684,5900503,4242325,4625238,3546725,3084504,1730696,327945,959636,297965,Cliffside Park Boro,Bergen,F. K-12 / 1801 - 3500,3,B,,1,3139.9,Bergen,
3,930,18224274,12063440,11597973,233771,231696,2389900,1969475,2022891,1754962,1662981,1102361,0,82663,150856,Closter Boro,Bergen,D. K-8 / 751 +,2,I,,1,1195.4,Bergen,
3,990,28073780,18469674,16583141,469280,1417253,3066234,2578541,3390233,2989379,2447591,1397557,11336,688712,2949,Cresskill Boro,Bergen,E. K-12 / 0 - 1800,3,I,,1,1824.8,Bergen,
3,1070,13173712,7895745,7176502,364296,354947,2310343,1866567,1417449,1235189,1318334,714606,29488,143137,94801,Demarest Boro,Bergen,C. K-8 / 401 - 750,2,I,,1,699.2,Bergen,
3,1130,39132396,23950274,23067200,725615,157459,4242529,3841705,5221488,4524616,4652079,2716772,0,970128,99796,Dumont Boro,Bergen,F. K-12 / 1801 - 3500,3,FG,,1,2531.5,Bergen,
3,1230,14956225,9868087,9323716,239766,304605,2010519,1664997,1744627,1347084,1254575,610225,0,44210,9800,East Rutherford Boro,Bergen,D. K-8 / 751 +,2,CD,,1,764.7,Bergen,
3,1270,11911016,6776642,6244436,378012,154194,1983966,1335302,1607436,1319082,1405834,744548,2885,32217,0,Edgewater Boro,Bergen,A. K-6,1,DE,,1,924.1,Bergen,
3,1345,31528470,16825767,16032989,645245,147533,5879428,4387356,4867184,3964200,3278780,1867016,0,661317,39918,Elmwood Park,Bergen,F. K-12 / 1801 - 3500,3,CD,,1,2562.9,Bergen,
