GROUP,CONAME,DIST,DISTNAME,PP114,PP214,PP314
A. K-6,Statewide,N.A.,1. State average - Operating Type K-6,0.328,0.319,0.351
A. K-6,Statewide,N.A.,2. State median - Operating Type K-6,0.321,0.310,0.340
A. K-6,Statewide,N.A.,5. State average - All operating types,0.306,0.310,0.323
A. K-6,Statewide,N.A.,6. State median - All operating types,0.294,0.295,0.317
A. K-6,Bergen,1270,Edgewater Boro,0.365,0.310,0.408
A. K-6,Bergen,3870,Oradell Boro,0.300,0.271,0.283
A. K-6,Bergen,4410,River Edge Boro,0.311,0.307,0.327
A. K-6,Bergen,4620,Saddle River Boro,0.352,0.318,0.391
A. K-6,Burlington,200,Bass River Twp,0.379,N.R.,N.R.
A. K-6,Burlington,830,Chesterfield Twp,0.248,0.261,0.299
A. K-6,Burlington,2960,Mansfield Twp,0.300,0.308,0.340
A. K-6,Burlington,3650,North Hanover Twp,0.337,0.322,0.319
A. K-6,Burlington,5010,Springfield Twp,0.327,0.307,0.364
A. K-6,Camden,2540,Laurel Springs Boro,0.283,0.296,0.323
A. K-6,Camden,3770,Oaklyn Boro,0.354,0.327,0.375
A. K-6,Camden,5560,Waterford Twp,0.326,0.310,0.314
A. K-6,Cape May,710,Cape May City,0.363,0.368,0.323
A. K-6,Cape May,2840,Lower Twp,0.308,0.313,0.358
A. K-6,Cape May,5610,West Cape May Boro,0.195,0.156,0.155
A. K-6,Essex,1400,Essex Fells Boro,0.235,0.239,0.291
A. K-6,Essex,1465,Fairfield Twp,0.264,0.276,0.272
A. K-6,Essex,3630,North Caldwell Boro,0.362,0.347,0.360
A. K-6,Essex,4530,Roseland Boro,0.307,0.327,0.345
A. K-6,Gloucester,1180,East Greenwich Twp,0.246,0.253,0.288
A. K-6,Gloucester,1330,Elk Twp,0.389,0.354,0.340
A. K-6,Gloucester,1590,Franklin Twp,0.468,0.440,0.449
A. K-6,Gloucester,2070,Harrison Twp,0.213,0.230,0.255
A. K-6,Gloucester,2990,Mantua Twp,0.283,0.269,0.321
A. K-6,Gloucester,3490,National Park Boro,0.354,0.269,0.348
A. K-6,Gloucester,4880,South Harrison Twp,0.333,0.342,0.353
A. K-6,Gloucester,5120,Swedesboro-Woolwich,0.342,0.340,0.348
A. K-6,Gloucester,5590,Wenonah Boro,0.214,0.234,0.226
A. K-6,Gloucester,5740,Westville Boro,0.283,0.268,0.298
A. K-6,Gloucester,5870,Woodbury Heights Boro,0.241,0.232,0.291
A. K-6,Hunterdon,2590,Lebanon Boro,0.335,0.378,0.383
A. K-6,Hunterdon,3180,Milford Boro,0.357,0.314,0.494
A. K-6,Monmouth,130,Atlantic Highlands Boro,0.305,0.304,0.329
A. K-6,Monmouth,2160,Highlands Boro,0.269,0.288,0.307
A. K-6,Monmouth,4520,Roosevelt Boro,0.235,0.236,0.370
A. K-6,Morris,3240,Mine Hill Twp,0.317,0.336,0.315
A. K-6,Ocean,230,Beach Haven Boro,0.411,0.404,0.482
A. K-6,Ocean,320,Berkeley Twp,0.364,0.343,0.363
A. K-6,Ocean,1150,Eagleswood Twp,0.345,0.302,0.386
A. K-6,Ocean,2350,Island Heights Boro,0.268,0.279,0.324
A. K-6,Ocean,2690,Little Egg Harbor Twp,0.408,0.366,0.425
A. K-6,Ocean,2760,Long Beach Island,0.369,0.313,0.351
A. K-6,Ocean,3800,Ocean Gate Boro,0.294,0.312,0.328
A. K-6,Ocean,3820,Ocean Twp,N.R.,0.386,0.407
A. K-6,Ocean,4710,Seaside Heights Boro,0.383,0.377,0.415
A. K-6,Ocean,5020,Stafford Twp,0.429,0.411,0.486
A. K-6,Ocean,5220,Tuckerton Boro,0.314,0.341,0.333
A. K-6,Sussex,1630,Fredon Twp,0.332,0.360,0.394
A. K-6,Sussex,1980,Hampton Twp,0.329,0.305,0.334
A. K-6,Sussex,4650,Sandyston-Walpack Twp,0.325,0.315,0.381
A. K-6,Sussex,5040,Stillwater Twp,0.328,0.327,0.371
A. K-6,Warren,400,Blairstown Twp,0.230,0.251,0.258
A. K-6,Warren,1620,Franklin Twp,0.302,0.305,0.312
A. K-6,Warren,1670,Frelinghuysen Twp,0.237,0.202,0.241
A. K-6,Warren,2470,Knowlton Twp,0.265,0.245,0.320
A. K-6,Warren,2970,Mansfield Twp,0.329,0.329,0.387
A. K-6,Warren,5480,Washington Boro,0.361,0.355,0.401
A. K-6,Warren,5530,Washington Twp,0.282,0.251,0.255
B. K-8 / 0 - 400,Statewide,N.A.,1. State average - Operating Type K-8,0.309,0.310,0.335
B. K-8 / 0 - 400,Statewide,N.A.,2. State median - Operating Type K-8,0.305,0.304,0.333
B. K-8 / 0 - 400,Statewide,N.A.,5. State average - All operating types,0.306,0.310,0.323
B. K-8 / 0 - 400,Statewide,N.A.,6. State median - All operating types,0.294,0.295,0.317
B. K-8 / 0 - 400,Atlantic,1410,Estell Manor City,0.275,0.291,0.301
B. K-8 / 0 - 400,Atlantic,1540,Folsom Boro,0.336,0.338,0.351
B. K-8 / 0 - 400,Atlantic,3020,Margate City,0.280,0.276,0.288
