CO,DIST,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,IND10,IND11,IND12,IND13,IND15,IND16A,IND16B,IND17A,IND17B,IND18A,IND18B,IND19,DISTNAME,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,COUNTY,ENROLL
1,10,15029090,9056517,8573237,415845,67435,2601831,2376089,1862595,1238385,1284162,545364,0,112857,132582,10.4,72167,73.2,65607,150,126360,16.5,Absecon City,Atlantic,D. K-8 / 751 +,2,CD,,1,Atlantic,938.0
1,110,147965471,93797680,81398868,4207680,8191132,18984479,15007907,13734738,9894406,20012798,9829999,0,1290663,763798,10,100645,86.9,105531,195.7,143603,21.9,Atlantic City,Atlantic,G. K-12 / 3501 +,3,A,,1,Atlantic,6639.1
1,120,28618421,16222732,15102498,829109,291125,3264943,2900184,2954607,2209776,5245649,2503752,0,829882,40500,12.5,67709,93.4,59878,126.7,107618,11.5,Atlantic Co Vocational,Atlantic,J. VOC,8,,,1,Atlantic,1808.0
1,125,16859073,9096555,8434884,47924,613747,3265703,3068995,2062208,1510044,2388108,1176608,40000,0,0,6.3,92727,12.3,100096,56.4,117802,13.6,Atlantic Co Special Serv,Atlantic,I. CSSD,7,,,1,Atlantic,300.0
1,570,14873011,9016140,8521476,374864,119800,2409321,2016221,1039183,782857,2200839,1104339,0,197303,105200,6.8,98739,34.5,70127,103.5,120967,18.3,Brigantine City,Atlantic,C. K-8 / 401 - 750,2,CD,,1,Atlantic,465.0
1,590,31853029,18075309,16986634,604615,484060,5384479,4031796,3592632,2650803,3759459,1617699,0,1034666,593510,10.8,88195,56.1,89167,98.3,103434,10.8,Buena Regional,Atlantic,E. K-12 / 0 - 1800,3,A,,1,Atlantic,1673.0
1,1300,9625354,5620848,5226504,311345,82999,1733627,1504037,928729,750235,1242549,547703,0,99602,0,9.2,57404,48.9,68737,128.3,131552,16.6,Egg Harbor City,Atlantic,C. K-8 / 401 - 750,2,A,,1,Atlantic,493.0
1,1310,131248559,78937570,75439351,2098555,1399664,24668196,22226855,9811383,8073904,14879346,9143246,0,1620939,5000,11.1,83096,64.5,82096,174.5,121914,18.4,Egg Harbor Twp,Atlantic,G. K-12 / 3501 +,3,CD,,1,Atlantic,7205.1
1,1410,3404068,1893642,1793782,48200,51660,677530,519900,393081,334193,399650,183192,0,23499,80000,11.3,81236,65.6,63000,54.8,111000,5.7,Estell Manor City,Atlantic,B. K-8 / 0 - 400,2,DE,,1,Atlantic,192.0
1,1540,6272052,3660566,3481566,83000,96000,1216260,1114960,660268,480768,638800,289300,30000,62454,0,10.6,62438,47.5,62438,126.7,117000,14.7,Folsom Boro,Atlantic,B. K-8 / 0 - 400,2,CD,,1,Atlantic,396.0
1,1690,59773212,38871297,37812781,807672,250844,9405433,8421783,5666584,4743295,5599104,3120684,25000,157733,8366,10.1,85530,60.1,78754,170.3,126471,19.8,Galloway Twp,Atlantic,D. K-8 / 751 +,2,CD,,1,Atlantic,3192.0
1,1790,58080821,32587317,28496784,1305587,2784946,7101440,6668180,5870622,4121430,8894706,4934804,0,3562636,55195,11.6,88575,103.8,92950,108.5,113031,10.4,Greater Egg Harbor Reg,Atlantic,H. 7-12 / 9-12,5,CD,,1,Atlantic,3000.0
1,1940,46856087,29854654,28517367,971342,365945,7932922,7012933,4054294,3348191,4817943,2437973,0,177528,148386,11.3,73405,71.6,62118,178.2,124083,18.3,Hamilton Twp,Atlantic,D. K-8 / 751 +,2,CD,,1,Atlantic,2928.0
1,1960,48100081,28495590,27270930,974669,249991,7048771,6260144,4881206,3846511,5962519,2668817,140000,1150572,100000,13.2,84911,90.7,82933,167.7,135889,14.5,Hammonton Town,Atlantic,F. K-12 / 1801 - 3500,3,B,,1,Atlantic,3384.0
1,2680,14591185,8575384,8183527,234485,157372,2515485,2253729,1616990,1183079,1727987,797051,0,155339,110500,11.6,79536,63.7,77067,115.7,108150,11.8,Linwood City,Atlantic,D. K-8 / 751 +,2,GH,,1,Atlantic,818.0
1,2910,27587629,14533912,13967051,566861,0,3941224,3636933,1876389,1565815,4304961,1932951,775000,1732038,490800,11,92940,63.9,91340,109.3,122505,11.6,Mainland Regional,Atlantic,H. 7-12 / 9-12,5,DE,,1,Atlantic,1261.0
1,3020,11846175,7154428,6659405,475698,19325,1787864,1415136,799222,602427,1875231,846506,50000,154217,280165,7.2,92100,49.9,82672,89.8,113839,14.3,Margate City,Atlantic,B. K-8 / 0 - 400,2,DE,,1,Atlantic,359.0
