CONAME,DIST,DISTNAME,EXP11A,ADE11A,PP11A,RK11A,EXP21A,ADE21A,PP21A,RK21A,BOTY,DM
Bergen,300,Bergenfield Boro,78975245,3713,21269,31,88916978,3706,23996,41,"N. K-12|K-12,3500+",NK-12K-123500plus
Bergen,440,Bogota Boro,28046622,1233,22751,24,30054604,1274,23587,23,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,740,Carlstadt Boro,15527047,557,27864,60,16384672,526,31166,63,"D. K-8|K-8,401-750",DK-8K-8401-750
Bergen,745,Carlstadt-East Rutherford,16746143,530,31626,40,17823668,586,30437,33,"G. G9-12|7-12,9-12",GG9-127-129-12
Bergen,890,Cliffside Park Boro,63208789,3192,19801,14,63850573,3120,20465,5,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,930,Closter Boro,25195791,1219,20662,26,25966269,1168,22224,26,"E. K-8|K-8,751+",EK-8K-8751plus
Bergen,990,Cresskill Boro,39809590,1844,21592,14,41285570,1800,22932,15,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,1070,Demarest Boro,17750465,711,24959,47,18738475,704,26600,48,"D. K-8|K-8,401-750",DK-8K-8401-750
Bergen,1130,Dumont Boro,57545425,2595,22175,43,57863927,2535,22827,34,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,1230,East Rutherford Boro,20300529,777,26137,54,21248338,759,27995,55,"D. K-8|K-8,401-750",DK-8K-8401-750
Bergen,1270,Edgewater Boro,28571801,1450,19703,8,27165878,1189,22843,21,H. K-12|K-6,HK-12K-6
Bergen,1345,Elmwood Park,51822162,2622,19762,13,52685823,2552,20645,9,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,1360,Emerson Boro,27753611,1126,24649,37,28086466,1043,26919,34,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,1370,Englewood City,80165988,3050,26286,65,80468904,2641,30464,72,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,1380,Englewood Cliffs Boro,16919096,547,30906,65,16414599,504,32582,65,"J. K-12|K-8,401-750",JK-12K-8401-750
Bergen,1450,Fair Lawn Boro,115310065,5309,21722,36,128234122,5297,24210,45,"N. K-12|K-12,3500+",NK-12K-123500plus
Bergen,1470,Fairview Boro,33906725,2193,15459,2,34088294,2125,16045,1,"K. K-12|K-8,751+",KK-12K-8751plus
Bergen,1550,Fort Lee Boro,85153946,4182,20361,16,88415416,4123,21447,10,"N. K-12|K-12,3500+",NK-12K-123500plus
Bergen,1580,Franklin Lakes Boro,36781728,1163,31630,73,37181108,1162,32001,71,"E. K-8|K-8,751+",EK-8K-8751plus
Bergen,1700,Garfield City,120210048,4984,24122,71,127838278,4645,27521,81,"N. K-12|K-12,3500+",NK-12K-123500plus
Bergen,1760,Glen Rock Boro,60446284,2589,23349,51,63396813,2578,24589,50,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,1860,Hackensack City,133471280,5816,22948,55,139025025,5339,26038,69,"N. K-12|K-12,3500+",NK-12K-123500plus
Bergen,2050,Harrington Park Boro,16111994,622,25913,53,16584034,577,28754,58,"D. K-8|K-8,401-750",DK-8K-8401-750
Bergen,2080,Hasbrouck Heights Boro,40309281,1786,22568,22,41837563,1743,23999,24,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,2090,Haworth Boro,10727239,396,27059,57,11066852,412,26867,50,"D. K-8|K-8,401-750",DK-8K-8401-750
Bergen,2180,Hillsdale Boro,27257593,1112,24515,53,28880132,1085,26619,54,"E. K-8|K-8,751+",EK-8K-8751plus
Bergen,2200,Ho Ho Kus Boro,18068601,880,20539,8,18700541,870,21496,8,"J. K-12|K-8,401-750",JK-12K-8401-750
Bergen,2620,Leonia Boro,44082472,2039,21616,34,43921609,2038,21553,17,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,2710,Little Ferry Boro,27283046,1204,22669,40,27351876,1136,24068,38,"K. K-12|K-8,751+",KK-12K-8751plus
Bergen,2740,Lodi Borough,70089468,3405,20586,20,70097230,3142,22310,26,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,2860,Lyndhurst Twp,50053825,2580,19402,9,53839787,2505,21493,16,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,2900,Mahwah Twp,80404298,2907,27657,69,82634964,2786,29661,70,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,3060,Maywood Boro,24564132,1248,19681,15,24685552,1198,20602,11,"K. K-12|K-8,751+",KK-12K-8751plus
Bergen,3170,Midland Park Boro,27658408,908,30466,50,28260090,862,32789,49,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,3330,Montvale Boro,21327636,997,21398,33,22560930,941,23975,36,"E. K-8|K-8,751+",EK-8K-8751plus
Bergen,3350,Moonachie Boro,10208437,450,22701,23,11076791,458,24202,23,"I. K-12|K-8,0-400",IK-12K-80-400
Bergen,3550,New Milford Boro,45271999,2015,22471,44,46591613,1996,23346,40,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,3600,North Arlington Boro,34305422,1867,18378,4,36225773,1927,18801,1,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,3700,Northern Highlands Reg,36100007,1430,25242,14,37738472,1387,27203,16,"G. G9-12|7-12,9-12",GG9-127-129-12
Bergen,3710,Northern Valley Regional,72367012,2153,33618,45,73858739,2139,34524,43,"G. G9-12|7-12,9-12",GG9-127-129-12
Bergen,3730,Northvale Boro,12802277,566,22610,28,13616290,545,24975,38,"D. K-8|K-8,401-750",DK-8K-8401-750
Bergen,3740,Norwood Boro,14293103,619,23102,33,13860838,638,21721,10,"D. K-8|K-8,401-750",DK-8K-8401-750
Bergen,3760,Oakland Boro,37606369,1370,27457,68,38047544,1322,28780,67,"E. K-8|K-8,751+",EK-8K-8751plus
Bergen,3850,Old Tappan Boro,15917052,672,23684,39,15656177,674,23223,20,"D. K-8|K-8,401-750",DK-8K-8401-750
Bergen,3870,Oradell Boro,15712939,762,20627,18,15258056,751,20309,7,A. K-6|K-6,AK-6K-6
Bergen,3910,Palisades Park,31611613,1834,17234,1,31992440,1714,18663,1,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,3930,Paramus Boro,99085208,3804,26051,84,101926826,3639,28009,83,"N. K-12|K-12,3500+",NK-12K-123500plus
Bergen,3940,Park Ridge Boro,36397604,1251,29091,48,42330079,1240,34150,50,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,3960,Pascack Valley Regional,66180801,2006,32988,44,69331268,1940,35740,45,"G. G9-12|7-12,9-12",GG9-127-129-12
Bergen,4300,Ramapo-Indian Hill Reg,66059808,2273,29060,34,65541331,2248,29160,25,"G. G9-12|7-12,9-12",GG9-127-129-12
Bergen,4310,Ramsey Boro,71085395,2706,26265,64,77512018,2618,29612,69,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,4370,Ridgefield Boro,44711318,1682,26579,41,46774840,1618,28905,42,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,4380,Ridgefield Park Twp,49603063,2248,22063,40,51197642,2274,22511,30,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,4390,Ridgewood Village,126364579,5770,21900,38,130543119,5610,23269,37,"N. K-12|K-12,3500+",NK-12K-123500plus
Bergen,4405,River Dell Regional,41093604,1630,25218,13,41794146,1610,25963,13,"F. G7-12|7-12,9-12",FG7-127-129-12
Bergen,4410,River Edge Boro,23598360,1258,18759,6,24498516,1233,19876,5,A. K-6|K-6,AK-6K-6
Bergen,4430,River Vale Twp,27115412,1119,24232,52,29396329,1062,27687,62,"E. K-8|K-8,751+",EK-8K-8751plus
Bergen,4470,Rochelle Park Twp,14541474,658,22112,23,16062605,651,24695,35,"J. K-12|K-8,401-750",JK-12K-8401-750
Bergen,4500,Rockleigh,789773,31,25477,10,628597,27,23281,8,K-12|Non-Operating,
Bergen,4600,Rutherford Boro,55493753,2616,21212,27,60493458,2540,23815,46,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,4610,Saddle Brook Twp,42710206,1788,23890,33,43069680,1699,25347,30,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,4620,Saddle River Boro,10013844,367,27326,45,10068364,337,29912,49,H. K-12|K-6,HK-12K-6
Bergen,4870,South Hackensack Twp,9835320,380,25902,51,9915342,361,27490,49,"I. K-12|K-8,0-400",IK-12K-80-400
Bergen,5150,Teaneck Twp,117982436,3781,31201,92,127634801,3793,33652,92,"N. K-12|K-12,3500+",NK-12K-123500plus
Bergen,5160,Tenafly Boro,85109418,3778,22527,45,91543819,3600,25426,53,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,5330,Upper Saddle River Boro,28572734,1112,25700,63,29776790,1116,26688,55,"E. K-8|K-8,751+",EK-8K-8751plus
Bergen,5410,Waldwick Boro,36707942,1647,22294,20,37904162,1633,23212,19,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,5430,Wallington Boro,25649491,1302,19706,6,26784104,1220,21962,9,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,5755,Westwood Regional,65294725,2837,23014,49,66562065,2804,23739,45,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,5830,Wood-Ridge Boro,25897575,1234,20981,13,26710370,1213,22019,11,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,5880,Woodcliff Lake Boro,20409774,714,28577,63,19100885,705,27087,51,"D. K-8|K-8,401-750",DK-8K-8401-750
Bergen,5920,Wyckoff Twp,47644484,1910,24945,58,50651482,1937,26155,49,"E. K-8|K-8,751+",EK-8K-8751plus
Bergen,6013,Bergen Arts And Sciences,17553721,1162,15101,29,18478589,1196,15446,20,O. Charter,OCharter
Bergen,6430,Englewood On The Palisad,5510499,321,17193,42,5816889,312,18668,52,O. Charter,OCharter
Bergen,7890,Teaneck Community Cs,6881652,333,20672,76,6860833,342,20067,61,O. Charter,OCharter
Burlington,200,Bass River Twp,2764645,93,29626,14,1980480,63,31436,13,K-6|Non-Operating,
Burlington,380,Beverly City,8928638,383,23289,30,9982240,410,24325,26,"I. K-12|K-8,0-400",IK-12K-80-400
Burlington,475,Bordentown Regional,51806033,2398,21607,33,52561620,2278,23070,35,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Burlington,600,Burlington City,52884963,1786,29617,49,54292049,1728,31416,46,"L. K-12|K-12,0-1800",LK-12K-120-1800
Burlington,605,Burlington Co Spec Serv,47527473,597,79613,5,48134369,527,91398,5,P. CSSD,PCSSD
Burlington,610,Burlington Co Vocational,50040673,2089,23955,9,49870327,2119,23540,9,Q. County Voc,QCountyVoc
Burlington,620,Burlington Twp,82920163,3752,22099,44,84024483,3650,23019,31,"N. K-12|K-12,3500+",NK-12K-123500plus
Burlington,830,Chesterfield Twp,15685809,765,20497,17,16478994,719,22910,22,A. K-6|K-6,AK-6K-6
Burlington,840,Cinnaminson Twp,56585480,2721,20797,25,60781648,2741,22178,24,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Burlington,1030,Delanco Twp,11757623,536,21949,20,11551878,512,22573,19,"I. K-12|K-8,0-400",IK-12K-80-400
Burlington,1060,Delran Twp,58859999,3030,19423,10,61999698,2940,21088,14,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Burlington,1250,Eastampton Twp,13288408,575,23093,32,13002988,559,23266,21,"D. K-8|K-8,401-750",DK-8K-8401-750
Burlington,1280,Edgewater Park Twp,23379568,1141,20492,25,24476329,1077,22730,30,"K. K-12|K-8,751+",KK-12K-8751plus
Burlington,1420,Evesham Twp,92733240,4478,20707,27,95208887,4344,21919,21,"E. K-8|K-8,751+",EK-8K-8751plus
Burlington,1520,Florence Twp,35111828,1604,21887,18,35141688,1517,23164,17,"L. K-12|K-12,0-1800",LK-12K-120-1800
Burlington,1910,Hainesport Twp,12140310,581,20912,12,12409982,549,22602,16,"D. K-8|K-8,401-750",DK-8K-8401-750
Burlington,2610,Lenape Regional,187073302,6888,27160,22,186219213,6845,27206,17,"G. G9-12|7-12,9-12",GG9-127-129-12
Burlington,2850,Lumberton Twp,27849665,1195,23314,46,29622373,1119,26470,52,"E. K-8|K-8,751+",EK-8K-8751plus
Burlington,2960,Mansfield Twp,15009124,548,27381,46,15123829,502,30133,50,A. K-6|K-6,AK-6K-6
Burlington,3010,Maple Shade Twp,52048310,2382,21854,38,54569419,2441,22359,28,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Burlington,3070,Medford Lakes Boro,9582059,536,17863,2,9900507,489,20251,2,"D. K-8|K-8,401-750",DK-8K-8401-750
Burlington,3080,Medford Twp,61653923,2686,22957,43,63030363,2546,24756,42,"E. K-8|K-8,751+",EK-8K-8751plus
Burlington,3360,Moorestown Twp,92853177,4012,23145,56,96082581,3846,24983,59,"N. K-12|K-12,3500+",NK-12K-123500plus
Burlington,3430,Mount Holly Twp,25269049,1146,22049,36,27187477,1084,25077,43,"E. K-8|K-8,751+",EK-8K-8751plus
Burlington,3440,Mount Laurel Twp,87900881,4319,20350,23,89406648,4085,21888,20,"E. K-8|K-8,751+",EK-8K-8751plus
Burlington,3540,New Hanover Twp,6152234,212,29047,60,6419845,195,32976,65,"I. K-12|K-8,0-400",IK-12K-80-400
Burlington,3650,North Hanover Twp,33310802,1197,27823,48,36396092,1159,31399,55,A. K-6|K-6,AK-6K-6
Burlington,3690,Northern Burlington Reg,51267700,2189,23419,10,58288364,2169,26879,15,"F. G7-12|7-12,9-12",FG7-127-129-12
Burlington,3920,Palmyra Boro,21325408,941,22654,23,21788350,959,22711,13,"L. K-12|K-12,0-1800",LK-12K-120-1800
Burlington,4050,Pemberton Twp,133305040,4742,28114,88,132210183,4377,30209,87,"N. K-12|K-12,3500+",NK-12K-123500plus
Burlington,4320,Rancocas Valley Regional,42218077,2119,19926,2,45890337,2120,21644,5,"G. G9-12|7-12,9-12",GG9-127-129-12
Burlington,4450,Riverside Twp,30636585,1469,20861,12,31513009,1379,22846,14,"L. K-12|K-12,0-1800",LK-12K-120-1800
Burlington,4460,Riverton,6989954,370,18873,4,7406493,361,20529,7,"I. K-12|K-8,0-400",IK-12K-80-400
Burlington,4740,Shamong Twp,16270409,730,22295,25,16824284,701,23996,27,"D. K-8|K-8,401-750",DK-8K-8401-750
Burlington,4930,Southampton Twp,17203170,700,24576,45,17483809,704,24839,37,"D. K-8|K-8,401-750",DK-8K-8401-750
Burlington,5010,Springfield Twp,5531718,247,22396,29,5535345,237,23334,25,A. K-6|K-6,AK-6K-6
Burlington,5130,Tabernacle Twp,15989909,683,23427,36,16384140,673,24339,30,"D. K-8|K-8,401-750",DK-8K-8401-750
Burlington,5490,Washington Twp,1435400,64,22428,7,1392759,65,21427,7,K-12|Non-Operating,
Burlington,5720,Westampton,18307247,1047,17495,3,18825323,999,18852,4,"E. K-8|K-8,751+",EK-8K-8751plus
Burlington,5805,Willingboro Twp,89094156,3557,25046,77,87356488,3507,24910,57,"N. K-12|K-12,3500+",NK-12K-123500plus
Burlington,5890,Woodland Twp,3377311,135,25061,47,3243959,115,28310,51,"C. K-8|K-8,0-400",CK-8K-80-400
Burlington,6026,Riverbank Charter School,1954809,153,12760,4,2269211,154,14754,18,O. Charter,OCharter
Burlington,6076,Benjamin Banneker Prep Cs,5897631,356,16576,36,6625385,357,18569,50,O. Charter,OCharter
Camden,150,Audubon Boro,30210896,1489,20286,10,30750301,1443,21308,8,"L. K-12|K-12,0-1800",LK-12K-120-1800
Camden,190,Barrington Boro,16987679,845,20107,5,17565743,811,21653,9,"J. K-12|K-8,401-750",JK-12K-8401-750
Camden,260,Bellmawr Boro,22797545,1226,18595,7,25022785,1173,21327,16,"E. K-8|K-8,751+",EK-8K-8751plus
Camden,330,Berlin Boro,14766416,819,18021,5,15315296,838,18269,3,"E. K-8|K-8,751+",EK-8K-8751plus
Camden,340,Berlin Twp,18749696,800,23447,37,18359160,752,24407,32,"J. K-12|K-8,401-750",JK-12K-8401-750
Camden,390,Black Horse Pike Regional,84737946,3652,23203,9,85416543,3497,24426,9,"G. G9-12|7-12,9-12",GG9-127-129-12
Camden,580,Brooklawn Boro,7348843,357,20582,10,7320911,352,20775,8,"I. K-12|K-8,0-400",IK-12K-80-400
Camden,680,Camden City,287402463,8492,33843,93,277121670,7506,36922,93,"N. K-12|K-12,3500+",NK-12K-123500plus
Camden,700,Camden County Vocational,53081961,2060,25770,12,56746555,2232,25429,12,Q. County Voc,QCountyVoc
Camden,800,Cherry Hill Twp,237420551,11013,21558,33,252974249,10629,23801,39,"N. K-12|K-12,3500+",NK-12K-123500plus
Camden,880,Clementon Boro,13670967,647,21124,16,13603866,662,20553,6,"J. K-12|K-8,401-750",JK-12K-8401-750
Camden,940,Collingswood Boro,46566741,2249,20704,23,48525293,2230,21763,19,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Camden,1255,Eastern Camden County Reg,41868219,1961,21354,6,43615843,1962,22234,6,"G. G9-12|7-12,9-12",GG9-127-129-12
Camden,1720,Gibbsboro Boro,5792522,265,21879,18,6227202,284,21933,12,"C. K-8|K-8,0-400",CK-8K-80-400
Camden,1770,Gloucester City,63813747,2300,27745,70,65756263,2260,29094,67,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Camden,1780,Gloucester Twp,135835265,6544,20757,28,133305251,6510,20478,8,"E. K-8|K-8,751+",EK-8K-8751plus
Camden,1799,Kipp Cooper Norcross,34230240,1479,23142,85,41841109,1770,23645,85,O. Charter,OCharter
Camden,1801,Camden Prep,17970028,N.R.,N.R.,,20902255,1018,20534,67,O. Charter,OCharter
Camden,1802,Mastery Schools Of Camden,49561758,2629,18850,60,50774861,2420,20979,71,O. Charter,OCharter
Camden,1880,Haddon Heights Boro,28523890,1515,18825,4,30958226,1501,20629,3,"L. K-12|K-12,0-1800",LK-12K-120-1800
Camden,1890,Haddon Twp,43752855,2111,20731,24,45452529,2009,22627,32,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Camden,1900,Haddonfield,49967171,2724,18343,3,54701722,2663,20540,6,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Camden,2130,Hi Nella,3177532,152,20905,5,2510417,121,20747,6,K-12|Non-Operating,
Camden,2540,Laurel Springs Boro,6119257,307,19940,10,5431264,296,18324,1,H. K-12|K-6,HK-12K-6
Camden,2560,Lawnside Boro,9799901,447,21932,19,11295301,428,26366,42,"I. K-12|K-8,0-400",IK-12K-80-400
Camden,2670,Lindenwold Boro,59139625,3048,19401,8,60791475,2951,20603,7,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Camden,2890,Magnolia Boro,9182198,404,22745,30,9387322,386,24348,31,"D. K-8|K-8,401-750",DK-8K-8401-750
Camden,3110,Merchantville Boro,10593169,562,18842,3,10621172,552,19258,3,"I. K-12|K-8,0-400",IK-12K-80-400
Camden,3420,Mount Ephraim Boro,12337548,590,20911,11,12580605,566,22246,11,"J. K-12|K-8,401-750",JK-12K-8401-750
Camden,3770,Oaklyn Boro,10428770,517,20169,13,10265360,512,20050,6,H. K-12|K-6,HK-12K-6
Camden,4060,Pennsauken Twp,110406498,4815,22930,53,113651752,4736,23998,42,"N. K-12|K-12,3500+",NK-12K-123500plus
Camden,4110,Pine Hill Boro,42340026,1925,21992,39,45120736,1846,24438,48,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Camden,4590,Runnemede Boro,17693196,873,20263,20,18185931,842,21611,19,"E. K-8|K-8,751+",EK-8K-8751plus
Camden,4790,Somerdale Boro,10111416,483,20940,13,11036937,463,23862,26,"D. K-8|K-8,401-750",DK-8K-8401-750
Camden,5035,Sterling High School Dist,20018570,935,21414,7,20828710,922,22591,7,"G. G9-12|7-12,9-12",GG9-127-129-12
Camden,5080,Stratford Boro,16980378,873,19452,13,17276107,867,19924,6,"E. K-8|K-8,751+",EK-8K-8751plus
Camden,5400,Voorhees Twp,59804591,2978,20084,18,64833714,2952,21959,22,"E. K-8|K-8,751+",EK-8K-8751plus
Camden,5560,Waterford Twp,32302569,1584,20396,16,32094511,1534,20922,11,H. K-12|K-6,HK-12K-6
Camden,5820,Winslow Twp,116506995,4833,24106,70,118958630,4686,25389,63,"N. K-12|K-12,3500+",NK-12K-123500plus
Camden,5900,Woodlynne Boro,11331830,550,20623,9,11777328,575,20471,4,"J. K-12|K-8,401-750",JK-12K-8401-750
Camden,6086,Hope Community Cs,2782542,118,23661,86,2850394,137,20791,70,O. Charter,OCharter
Camden,6107,Camden’s Promise Charter,39478316,2183,18086,51,40639183,2133,19052,54,O. Charter,OCharter
Camden,6232,Eco Charter School,4033898,202,19970,72,4873788,204,23915,87,O. Charter,OCharter
Camden,6240,Freedom Prep Charter Sch,15094575,838,18008,50,14593099,815,17912,44,O. Charter,OCharter
Camden,7109,Leap Academy University,26544426,1521,17450,45,27502677,1543,17824,42,O. Charter,OCharter
Cape May,170,Avalon Boro,4626501,103,44811,77,4392706,102,43080,76,"I. K-12|K-8,0-400",IK-12K-80-400
Cape May,710,Cape May City,4791443,150,32038,54,4487999,149,30170,51,A. K-6|K-6,AK-6K-6
Cape May,715,Cape May Co Special Serv,14936738,233,64204,3,15746162,229,68827,3,P. CSSD,PCSSD
Cape May,720,Cape May Co Vocational,18028173,633,28463,17,19711152,605,32563,19,Q. County Voc,QCountyVoc
Cape May,730,Cape May Point,79570,3,26523,12,66007,2,33004,14,K-12|Non-Operating,
Cape May,1080,Dennis Twp,19154205,744,25744,51,19340732,750,25780,44,"J. K-12|K-8,401-750",JK-12K-8401-750
Cape May,2820,Lower Cape May Regional,36046330,1308,27559,25,37213809,1248,29814,30,"F. G7-12|7-12,9-12",FG7-127-129-12
Cape May,2840,Lower Twp,33931551,1635,20749,22,36341477,1537,23650,26,A. K-6|K-6,AK-6K-6
Cape May,3130,Middle Twp,56221826,2608,21559,31,58457369,2508,23307,38,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Cape May,3680,North Wildwood City,9712796,246,39559,75,11130776,236,47153,77,"I. K-12|K-8,0-400",IK-12K-80-400
Cape May,3780,Ocean City,51625285,2120,24347,54,52123214,2051,25418,52,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Cape May,4700,Sea Isle City,2079432,82,25359,9,2043366,85,24182,9,H. K-12|K-6,HK-12K-6
Cape May,5060,Stone Harbor Boro,3471970,103,33612,69,3648538,105,34924,69,"I. K-12|K-8,0-400",IK-12K-80-400
Cape May,5340,Upper Twp,40188654,1982,20274,21,39174402,1906,20552,10,"K. K-12|K-8,751+",KK-12K-8751plus
Cape May,5610,West Cape May Boro,2128995,92,23206,30,2208860,79,28019,44,A. K-6|K-6,AK-6K-6
Cape May,5700,West Wildwood,819032,28,29251,13,820335,32,25635,11,K-12|Non-Operating,
Cape May,5790,Wildwood City,24771001,906,27351,44,24717263,886,27912,39,"L. K-12|K-12,0-1800",LK-12K-120-1800
Cape May,5800,Wildwood Crest Boro,10922478,305,35869,72,10139853,282,35940,72,"I. K-12|K-8,0-400",IK-12K-80-400
Cape May,5840,Woodbine Boro,7165845,278,25785,50,7430744,252,29438,54,"I. K-12|K-8,0-400",IK-12K-80-400
Cumberland,540,Bridgeton City,140642892,6501,21634,35,140033540,6283,22287,23,"N. K-12|K-12,3500+",NK-12K-123500plus
