GROUP,CONAME,DIST,DISTNAME,PP110,RK110,PCT110,PP210,RK210,PCT210,PP310,RK310,PCT310
A. K-6,Statewide,N.A.,1. State average - Operating Type K-6,1662,N.A.,0.106,1809,N.A.,0.11,2002,N.A.,0.113
A. K-6,Statewide,N.A.,2. State median - Operating Type K-6,1761,N.A.,0.104,1934,N.A.,0.108,2075,N.A.,0.109
A. K-6,Statewide,N.A.,5. State average - All operating types,1924,N.A.,0.118,1984,N.A.,0.118,2174,N.A.,0.119
A. K-6,Statewide,N.A.,6. State median - All operating types,1868,N.A.,0.115,1933,N.A.,0.115,2108,N.A.,0.115
A. K-6,Bergen,1270,Edgewater Boro,1521,14|57,0.118,1962,32|57,0.144,3072,47|57,0.134
A. K-6,Bergen,3870,Oradell Boro,1602,18|57,0.105,1568,13|57,0.106,1948,23|57,0.116
A. K-6,Bergen,4410,River Edge Boro,1210,5|57,0.085,1312,6|57,0.09,1427,4|57,0.089
A. K-6,Bergen,4620,Saddle River Boro,2343,46|57,0.079,2991,52|57,0.097,3983,53|57,0.13
A. K-6,Burlington,200,Bass River Twp,2246,43|57,0.095,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Burlington,830,Chesterfield Twp,1435,11|57,0.103,1677,15|57,0.108,1949,24|57,0.108
A. K-6,Burlington,2960,Mansfield Twp,2101,40|57,0.11,2237,39|57,0.11,2270,37|57,0.111
A. K-6,Burlington,3650,North Hanover Twp,1684,23|57,0.095,1883,25|57,0.1,1997,25|57,0.099
A. K-6,Burlington,5010,Springfield Twp,1814,32|57,0.118,1740,19|57,0.114,1924,21|57,0.111
A. K-6,Camden,2540,Laurel Springs Boro,1478,12|57,0.103,1825,23|57,0.117,2023,27|57,0.109
A. K-6,Camden,3770,Oaklyn Boro,1732,28|57,0.104,1885,26|57,0.105,1509,5|57,0.082
A. K-6,Camden,5560,Waterford Twp,2354,47|57,0.13,1953,31|57,0.11,2398,42|57,0.12
A. K-6,Cape May,710,Cape May City,3405,56|57,0.14,2888,51|57,0.131,3548,52|57,0.144
A. K-6,Cape May,2840,Lower Twp,2058,39|57,0.135,2298,42|57,0.136,2205,34|57,0.126
A. K-6,Cape May,5610,West Cape May Boro,2123,41|57,0.117,2371,44|57,0.109,2628,43|57,0.119
A. K-6,Essex,1400,Essex Fells Boro,2043,38|57,0.104,2028,35|57,0.1,2357,41|57,0.116
A. K-6,Essex,1465,Fairfield Twp,1691,25|57,0.106,1441,9|57,0.089,1726,12|57,0.106
A. K-6,Essex,3630,North Caldwell Boro,1905,34|57,0.112,1775,20|57,0.102,2141,31|57,0.113
A. K-6,Essex,4530,Roseland Boro,1597,17|57,0.099,1535,12|57,0.091,1860,18|57,0.099
A. K-6,Gloucester,1180,East Greenwich Twp,1197,4|57,0.098,1289,5|57,0.106,1569,8|57,0.109
A. K-6,Gloucester,1330,Elk Twp,1536,16|57,0.097,1379,8|57,0.091,1868,19|57,0.104
A. K-6,Gloucester,1590,Franklin Twp,1688,24|57,0.122,1792,22|57,0.124,1906,20|57,0.129
A. K-6,Gloucester,2070,Harrison Twp,1669,21|57,0.136,1677,15|57,0.126,1654,10|57,0.115
A. K-6,Gloucester,2990,Mantua Twp,1703,27|57,0.111,2136,37|57,0.131,1772,15|57,0.11
A. K-6,Gloucester,3490,National Park Boro,1270,7|57,0.087,1228,4|57,0.088,1554,6|57,0.094
A. K-6,Gloucester,4880,South Harrison Twp,1524,15|57,0.113,1645,14|57,0.123,1790,16|57,0.119
A. K-6,Gloucester,5120,Swedesboro-Woolwich,1409,10|57,0.099,1512,11|57,0.102,1763,14|57,0.107
A. K-6,Gloucester,5590,Wenonah Boro,1630,20|57,0.091,1853,24|57,0.102,2115,30|57,0.123
A. K-6,Gloucester,5740,Westville Boro,837,1|57,0.062,867,1|57,0.06,1249,2|57,0.073
A. K-6,Gloucester,5870,Woodbury Heights Boro,951,2|57,0.068,964,2|57,0.066,1284,3|57,0.074
A. K-6,Hunterdon,2590,Lebanon Boro,1993,37|57,0.093,2387,45|57,0.103,2207,35|57,0.108
A. K-6,Hunterdon,3180,Milford Boro,3268,55|57,0.129,4264,57|57,0.15,5924,57|57,0.183
A. K-6,Monmouth,130,Atlantic Highlands Boro,1517,13|57,0.088,1731,18|57,0.087,1678,11|57,0.082
A. K-6,Monmouth,2160,Highlands Boro,2430,48|57,0.106,2007,34|57,0.088,2922,46|57,0.11
A. K-6,Monmouth,4520,Roosevelt Boro,2508,51|57,0.12,3164,53|57,0.144,4217,54|57,0.154
A. K-6,Morris,3240,Mine Hill Twp,1837,33|57,0.107,1889,27|57,0.111,2224,36|57,0.129
A. K-6,Ocean,230,Beach Haven Boro,4473,57|57,0.156,3709,55|57,0.171,4923,55|57,0.191
A. K-6,Ocean,320,Berkeley Twp,1272,8|57,0.093,1374,7|57,0.094,1557,7|57,0.099
A. K-6,Ocean,1150,Eagleswood Twp,1694,26|57,0.084,1677,15|57,0.086,1756,13|57,0.084
