CO,DIST,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,IND10,IND11,IND12,IND13,IND15,ENROLL,DISTNAME,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,COUNTY
1,10,9706227,6475188,6176743,226822,71623,1094878,946137,1082665,910498,998077,544189,0,47025,0,858,ABSECON CITY,ATLANTIC,D. K-8 / 751 +,2,CD,,1,ATLANTIC
1,110,138004772,85414003,80836398,3015617,1561988,20347612,18513134,11385391,9162791,18786893,10491693,0,1672138,227861,7106,ATLANTIC CITY,ATLANTIC,G. K-12 / 3501 +,3,A,,1,ATLANTIC
1,120,16773025,8867700,8260868,534075,72757,1953232,1816473,1673387,1206610,3541861,1805744,0,408151,225737,1398,ATLANTIC CO VOCATIONAL,ATLANTIC,J. VOC,8,,,1,ATLANTIC
1,125,20253532,11648821,11280588,106993,261240,3939473,3780435,2472092,2209767,1887171,943410,305976,0,48553,411,ATLANTIC CO SPECIAL SERV,ATLANTIC,I. CSSD,7,,,1,ATLANTIC
1,570,12338643,7618443,7350833,208058,59552,1856488,1572336,1202199,981586,1506671,865500,0,154842,87879,684,BRIGANTINE CITY,ATLANTIC,C. K-8 / 401 - 750,2,CD,,1,ATLANTIC
1,590,30313875,18165833,17787328,306102,72403,5037145,4068363,3143189,2537174,3203019,1546379,0,741387,144265,1946,BUENA REGIONAL,ATLANTIC,F. K-12 / 1801 - 3500,3,A,,1,ATLANTIC
1,1300,7510152,4537680,4350804,139381,47495,1183351,1090919,814235,666727,909304,382541,0,65582,0,505,EGG HARBOR CITY,ATLANTIC,C. K-8 / 401 - 750,2,A,,1,ATLANTIC
1,1310,97250565,58526160,56825522,1582929,117709,17655774,16600794,8288272,6772336,10708841,6909499,0,1115670,215853,7489,EGG HARBOR TWP,ATLANTIC,G. K-12 / 3501 +,3,CD,,1,ATLANTIC
1,1410,2706403,1550972,1465376,75263,10333,333949,296241,373675,276357,422318,177442,2500,15740,43574,164,ESTELL MANOR CITY,ATLANTIC,B. K-8 / 0 - 400,2,DE,,1,ATLANTIC
1,1540,4957194,3008390,2646247,248819,113324,859805,775585,464904,350019,571772,212816,0,50591,3283,415,FOLSOM BORO,ATLANTIC,C. K-8 / 401 - 750,2,CD,,1,ATLANTIC
