CONAME,DIST,DISTNAME,EXP11A,ADE11A,PP11A,RK11A,EXP21A,ADE21A,PP21A,RK21A,BOTY,DM
ATLANTIC,4180,PLEASANTVILLE CITY,94797853,3983.2,23799,95,97551664,4010.9,24321,94,"N. K-12|K-12,3500+",NK-12K-123500plus
ATLANTIC,4240,PORT REPUBLIC CITY,2874083,187.6,15321,2,2998951,173.1,17327,6,"I. K-12|K-8,0-400",IK-12K-80-400
ATLANTIC,4800,SOMERS POINT CITY,18892376,1018.9,18542,40,19187427,985,19480,41,"E. K-8|K-8,751+",EK-8K-8751plus
ATLANTIC,5350,VENTNOR CITY,24555001,1064.1,23075,60,24392451,1021.5,23880,58,"J. K-12|K-8,401-750",JK-12K-8401-750
ATLANTIC,5760,WEYMOUTH TWP,5111982,253.8,20146,35,4987864,230.9,21602,39,"I. K-12|K-8,0-400",IK-12K-80-400
ATLANTIC,6060,ATLANTIC CITY COMMUNITY CHARTER SCHOOL,2783705,147.7,18847,66,2785967,149.3,18660,68,O. CHARTER,OCHARTER
ATLANTIC,6104,INTERNATIONAL ACADEMY OF ATLANTIC CITY C,,,,,3965184,248.9,15931,31,O. CHARTER,OCHARTER
ATLANTIC,7410,CHARTER~TECH HIGH SCHOOL,5944166,327.2,18167,59,6378139,330.9,19275,72,O. CHARTER,OCHARTER
BERGEN,40,ALLENDALE BORO,17295204,909.8,19009,46,18839747,913,20636,51,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,80,ALPINE BORO,10868397,228.1,47641,74,6811840,221.4,30765,71,"I. K-12|K-8,0-400",IK-12K-80-400
BERGEN,285,BERGEN CO SPECIAL SERVICE,62989855,675.3,93274,8,63826293,655.1,97424,8,P. CSSD,PCSSD
BERGEN,290,BERGEN COUNTY VOCATIONAL,76378638,2108,36233,21,76801115,2159.3,35568,21,Q. COUNTY VOC,QCOUNTYVOC
BERGEN,300,BERGENFIELD BORO,71929833,3439.8,20911,72,69251626,3543.3,19545,43,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,440,BOGOTA BORO,22352242,1131.7,19751,30,22541031,1130.9,19931,27,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,740,CARLSTADT BORO,12929173,583.4,22161,54,13128466,574.8,22840,53,"D. K-8|K-8,401-750",DK-8K-8401-750
BERGEN,745,CARLSTADT-EAST RUTHERFORD,15520307,522.5,29705,44,16381609,496.4,33000,46,"G. G9-12|7-12,9-12",GG9-127-129-12
BERGEN,890,CLIFFSIDE PARK BORO,48120395,2996.2,16061,6,51230451,2976.8,17210,12,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,930,CLOSTER BORO,20329789,1130.5,17983,32,21560411,1127.8,19117,35,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,990,CRESSKILL BORO,32323535,1800.3,17955,25,33840828,1820.1,18592,25,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,1070,DEMAREST BORO,14559858,694.9,20952,48,15670753,687.9,22779,52,"D. K-8|K-8,401-750",DK-8K-8401-750
BERGEN,1130,DUMONT BORO,49611629,2647.7,18738,39,49483828,2613.2,18936,30,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,1230,EAST RUTHERFORD BORO,17600297,787.4,22353,74,18153709,828.4,21915,66,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,1270,EDGEWATER BORO,21804934,1314.5,16589,11,23318428,1311.9,17775,14,H. K-12|K-6,HK-12K-6
BERGEN,1345,ELMWOOD PARK,41989189,2591.8,16201,8,44881387,2601.5,17252,13,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,1360,EMERSON BORO,22544613,1216.4,18534,22,22756403,1193,19075,19,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,1370,ENGLEWOOD CITY,74594769,3146.5,23707,69,76282282,3161.7,24127,68,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,1380,ENGLEWOOD CLIFFS BORO,12621150,577,21874,52,13404567,592.9,22607,51,"J. K-12|K-8,401-750",JK-12K-8401-750
BERGEN,1450,FAIR LAWN BORO,96037435,4794.4,20031,60,97292251,4842.2,20093,53,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,1470,FAIRVIEW BORO,25597911,1795.3,14258,2,25357591,1832.9,13835,1,"K. K-12|K-8,751+",KK-12K-8751plus
BERGEN,1550,FORT LEE BORO,69990105,3784.4,18495,37,72927808,3761.4,19389,40,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,1580,FRANKLIN LAKES BORO,31024607,1231.3,25197,76,32515863,1189.8,27329,76,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,1700,GARFIELD CITY,104751444,5132.6,20409,66,111929987,5034.1,22234,75,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,1760,GLEN ROCK BORO,51803850,2449.1,21152,60,53012151,2472.5,21441,56,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,1860,HACKENSACK CITY,108511757,5704.9,19021,44,112952819,5756.3,19623,44,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,2050,HARRINGTON PARK BORO,12693904,662.8,19151,31,14139697,651.8,21694,46,"D. K-8|K-8,401-750",DK-8K-8401-750
BERGEN,2080,HASBROUCK HEIGHTS BORO,32300052,1911.2,16901,14,33979879,1896,17921,17,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,2090,HAWORTH BORO,10388632,411.7,25233,65,10144224,429.2,23638,56,"D. K-8|K-8,401-750",DK-8K-8401-750
BERGEN,2180,HILLSDALE BORO,23541463,1262,18654,43,24674625,1191.7,20706,53,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,2200,HO HO KUS BORO,15332021,888.2,17262,15,15988564,874.4,18286,19,"J. K-12|K-8,401-750",JK-12K-8401-750
BERGEN,2620,LEONIA BORO,35514137,1837.9,19323,45,37351845,1833.8,20369,50,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,2710,LITTLE FERRY BORO,21473195,1372,15651,8,22434674,1363.1,16459,10,"K. K-12|K-8,751+",KK-12K-8751plus
BERGEN,2740,LODI BOROUGH,59887355,3405.4,17586,22,68510520,3398.3,20160,45,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,2860,LYNDHURST TWP,41770602,2435.7,17150,17,44102779,2433.5,18124,19,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,2900,MAHWAH TWP,70223735,3134.5,22404,66,68687260,3033.6,22642,65,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,3060,MAYWOOD BORO,21149172,1242.8,17017,18,22038209,1238.1,17800,18,"K. K-12|K-8,751+",KK-12K-8751plus
BERGEN,3170,MIDLAND PARK BORO,22436575,1013,22149,39,23857380,991.6,24059,39,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,3330,MONTVALE BORO,17924177,1059.8,16912,17,18120292,1009.7,17946,22,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,3350,MOONACHIE BORO,8806588,409.4,21513,42,9036757,415.4,21756,41,"I. K-12|K-8,0-400",IK-12K-80-400
BERGEN,3550,NEW MILFORD BORO,39437630,2006.6,19654,50,39164952,2015.5,19432,37,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,3600,NORTH ARLINGTON BORO,27174107,1758.4,15454,1,26971065,1788.4,15081,1,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,3700,NORTHERN HIGHLANDS REG,31620430,1403.7,22527,26,34555935,1376,25114,37,"G. G9-12|7-12,9-12",GG9-127-129-12
BERGEN,3710,NORTHERN VALLEY REGIONAL,62124489,2375.9,26147,40,62948407,2538.3,24799,36,"G. G9-12|7-12,9-12",GG9-127-129-12
BERGEN,3730,NORTHVALE BORO,10582807,525.8,20127,41,11330629,540.7,20955,40,"D. K-8|K-8,401-750",DK-8K-8401-750
BERGEN,3740,NORWOOD BORO,11308512,590.1,19162,32,11776095,598,19691,30,"D. K-8|K-8,401-750",DK-8K-8401-750
BERGEN,3760,OAKLAND BORO,32152923,1583.6,20304,59,31950592,1497.3,21338,61,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,3850,OLD TAPPAN BORO,14221663,755.7,18820,28,15160208,734.5,20641,36,"D. K-8|K-8,401-750",DK-8K-8401-750
BERGEN,3870,ORADELL BORO,12245282,747.3,16387,9,12650187,764.1,16556,8,A. K-6|K-6,AK-6K-6
BERGEN,3910,PALISADES PARK,27069389,1642.5,16481,3,28266483,1657.2,17057,7,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,3930,PARAMUS BORO,88238465,3982,22160,87,89421983,3937.7,22709,79,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,3940,PARK RIDGE BORO,30996593,1290.9,24013,45,30573261,1233.4,24788,43,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,3960,PASCACK VALLEY REGIONAL,52444548,2060.7,25449,39,54730290,2093.3,26145,39,"G. G9-12|7-12,9-12",GG9-127-129-12
BERGEN,4300,RAMAPO-INDIAN HILL REG,53999383,2349.1,22988,30,57253666,2335.9,24510,32,"G. G9-12|7-12,9-12",GG9-127-129-12
BERGEN,4310,RAMSEY BORO,61715715,2918.4,21147,59,62528247,2871.4,21776,58,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,4370,RIDGEFIELD BORO,39445526,1758.5,22432,40,42045021,1721.1,24429,40,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,4380,RIDGEFIELD PARK TWP,39769264,2354.4,16892,13,43382727,2421.2,17918,16,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,4390,RIDGEWOOD VILLAGE,109353093,5751.9,19012,43,110053215,5751.5,19135,35,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,4405,RIVER DELL REGIONAL,34006087,1692.1,20097,13,35416634,1663.2,21295,14,"F. G7-12|7-12,9-12",FG7-127-129-12
BERGEN,4410,RIVER EDGE BORO,18782327,1204.1,15599,6,19806453,1177.7,16817,10,A. K-6|K-6,AK-6K-6
BERGEN,4430,RIVER VALE TWP,23408490,1248.4,18750,44,24405472,1201.7,20309,48,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,4470,ROCHELLE PARK TWP,12958604,654.4,19803,38,13690514,659.3,20764,37,"J. K-12|K-8,401-750",JK-12K-8401-750
BERGEN,4600,RUTHERFORD BORO,47685181,2566.7,18578,36,49164605,2548.8,19289,34,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,4610,SADDLE BROOK TWP,35093361,1730.8,20276,35,36507722,1758.8,20757,32,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,4620,SADDLE RIVER BORO,9039647,414.6,21803,44,9144035,400.4,22839,45,H. K-12|K-6,HK-12K-6
BERGEN,4870,SOUTH HACKENSACK TWP,8495917,357.5,23766,59,9232327,357.1,25854,61,"I. K-12|K-8,0-400",IK-12K-80-400
BERGEN,5150,TEANECK TWP,101402248,3721.7,27246,101,98012825,3716.6,26372,98,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,5160,TENAFLY BORO,72266865,3681.9,19627,54,76176891,3675.1,20728,61,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,5330,UPPER SADDLE RIVER BORO,24898550,1264.5,19691,51,25777504,1238.2,20818,54,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,5410,WALDWICK BORO,32014261,1606,19935,32,32292221,1609.6,20063,28,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,5430,WALLINGTON BORO,22481758,1332.4,16873,9,21804895,1325.5,16450,2,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,5755,WESTWOOD REGIONAL,55078767,2786,19770,53,55088051,2781.8,19803,42,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,5830,WOOD-RIDGE BORO,23523817,1226.6,19178,26,22622573,1219.4,18552,17,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,5880,WOODCLIFF LAKE BORO,15866337,775,20473,61,17814559,771.7,23084,73,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,5920,WYCKOFF TWP,42607555,2128,20023,55,44107015,2097.1,21032,58,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,6013,BERGEN ARTS AND SCIENCES CHARTER SCHOOL,14316949,951.2,15051,27,15340288,968.4,15841,30,O. CHARTER,OCHARTER
BERGEN,6430,ENGLEWOOD ON THE PALISAD,4164468,201.2,20698,75,4395558,207.5,21183,82,O. CHARTER,OCHARTER
BERGEN,7890,TEANECK COMMUNITY CS,5705111,305.9,18650,64,5445971,305.9,17803,60,O. CHARTER,OCHARTER
BURLINGTON,200,BASS RIVER TWP,2642086,115.7,22827,50,2754989,109.5,25164,54,A. K-6|K-6,AK-6K-6
BURLINGTON,380,BEVERLY CITY,7616908,364.6,20890,40,7542910,349.2,21600,38,"I. K-12|K-8,0-400",IK-12K-80-400
BURLINGTON,475,BORDENTOWN REGIONAL,44931656,2263.4,19851,54,46790804,2533.9,18466,22,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BURLINGTON,600,BURLINGTON CITY,44715908,1741.3,25680,48,50030405,1776.2,28168,47,"L. K-12|K-12,0-1800",LK-12K-120-1800
BURLINGTON,605,BURLINGTON CO SPEC SERV,41476717,667.2,62169,6,45093186,690.2,65329,6,P. CSSD,PCSSD
BURLINGTON,610,BURLINGTON CO VOCATIONAL,44500032,2032.8,21891,12,47781394,2030.3,23534,13,Q. COUNTY VOC,QCOUNTYVOC
BURLINGTON,620,BURLINGTON TWP,71965800,4049.7,17771,27,73861890,3987.3,18524,28,"N. K-12|K-12,3500+",NK-12K-123500plus
BURLINGTON,830,CHESTERFIELD TWP,12057937,730.2,16514,10,12761573,767.4,16630,9,A. K-6|K-6,AK-6K-6
BURLINGTON,840,CINNAMINSON TWP,46992730,2470.2,19024,44,49404077,2488.1,19856,43,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BURLINGTON,1030,DELANCO TWP,9238829,519,17803,14,9775363,512.8,19063,18,"I. K-12|K-8,0-400",IK-12K-80-400
BURLINGTON,1060,DELRAN TWP,49633052,3023.7,16415,10,52057857,3061.2,17006,7,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BURLINGTON,1250,EASTAMPTON TWP,11754263,610.2,19262,33,12403017,609.5,20348,35,"D. K-8|K-8,401-750",DK-8K-8401-750
BURLINGTON,1280,EDGEWATER PARK TWP,18865472,1082.7,17425,23,18514238,1055,17549,16,"K. K-12|K-8,751+",KK-12K-8751plus
BURLINGTON,1420,EVESHAM TWP,85242838,4596.4,18546,41,86336939,4500.2,19185,36,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,1520,FLORENCE TWP,30956639,1678.3,18445,21,31761456,1638.5,19384,20,"L. K-12|K-12,0-1800",LK-12K-120-1800
BURLINGTON,1910,HAINESPORT TWP,10980964,646,16998,12,11114820,630.3,17633,10,"D. K-8|K-8,401-750",DK-8K-8401-750
BURLINGTON,2610,LENAPE REGIONAL,163144583,6952.2,23466,32,168868288,6858.5,24622,35,"G. G9-12|7-12,9-12",GG9-127-129-12
BURLINGTON,2850,LUMBERTON TWP,27464195,1503.9,18262,36,27696176,1404.2,19723,43,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,2960,MANSFIELD TWP,12767948,667.6,19127,30,13344943,646.4,20644,36,A. K-6|K-6,AK-6K-6
BURLINGTON,3010,MAPLE SHADE TWP,39550316,2265.1,17461,21,41743477,2216.7,18832,28,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BURLINGTON,3070,MEDFORD LAKES BORO,8122531,542.4,14977,1,8361415,547.9,15260,1,"D. K-8|K-8,401-750",DK-8K-8401-750
BURLINGTON,3080,MEDFORD TWP,53502654,2759.1,19391,49,54658580,2759.8,19805,44,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,3360,MOORESTOWN TWP,76353761,3985.8,19156,47,79989455,3952.1,20240,57,"N. K-12|K-12,3500+",NK-12K-123500plus
BURLINGTON,3430,MOUNT HOLLY TWP,21008327,1004.3,20919,66,21365084,1018,20988,57,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,3440,MOUNT LAUREL TWP,75079967,4251.3,17661,26,78135024,4238.6,18434,27,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,3540,NEW HANOVER TWP,6268107,243.7,25719,65,6654707,244.8,27189,66,"I. K-12|K-8,0-400",IK-12K-80-400
BURLINGTON,3650,NORTH HANOVER TWP,24735301,1217.2,20322,35,29060732,1199.2,24234,51,A. K-6|K-6,AK-6K-6
BURLINGTON,3690,NORTHERN BURLINGTON REG,40205638,2143.7,18755,6,41463774,2058,20148,7,"F. G7-12|7-12,9-12",FG7-127-129-12
BURLINGTON,3920,PALMYRA BORO,17602159,972.3,18103,16,18295438,959.7,19063,18,"L. K-12|K-12,0-1800",LK-12K-120-1800
BURLINGTON,4050,PEMBERTON TWP,118372818,5227.7,22644,89,124176650,5163.4,24049,91,"N. K-12|K-12,3500+",NK-12K-123500plus
BURLINGTON,4320,RANCOCAS VALLEY REGIONAL,42053195,2146.8,19589,8,39738046,2137.7,18589,4,"G. G9-12|7-12,9-12",GG9-127-129-12
BURLINGTON,4450,RIVERSIDE TWP,25191375,1438.3,17515,15,26217361,1449.9,18082,13,"L. K-12|K-12,0-1800",LK-12K-120-1800
BURLINGTON,4460,RIVERTON,5943921,352.1,16881,7,6134436,372.6,16463,2,"I. K-12|K-8,0-400",IK-12K-80-400
BURLINGTON,4740,SHAMONG TWP,15159163,806.5,18796,45,15819291,776.2,20379,49,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,4930,SOUTHAMPTON TWP,15095977,727.5,20750,47,15530045,704.4,22047,48,"D. K-8|K-8,401-750",DK-8K-8401-750
BURLINGTON,5010,SPRINGFIELD TWP,5436120,244.7,22218,46,5268909,225.8,23340,48,A. K-6|K-6,AK-6K-6
BURLINGTON,5130,TABERNACLE TWP,15108258,771.6,19581,36,15709126,748.5,20987,41,"D. K-8|K-8,401-750",DK-8K-8401-750
BURLINGTON,5720,WESTAMPTON,15617029,992,15743,10,15396733,996.8,15445,3,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,5805,WILLINGBORO TWP,80622831,3888.5,20734,70,82496042,3813,21636,69,"N. K-12|K-12,3500+",NK-12K-123500plus
BURLINGTON,5890,WOODLAND TWP,3006340,155.4,19346,30,3138886,156.2,20099,27,"C. K-8|K-8,0-400",CK-8K-80-400
BURLINGTON,6026,RIVERBANK CHARTER SCHOOL,1828952,143.7,12728,11,1884706,142.1,13263,11,O. CHARTER,OCHARTER
BURLINGTON,6076,BENJAMIN BANNEKER PREP CS,2417316,150.5,16062,35,2495614,152,16419,37,O. CHARTER,OCHARTER
CAMDEN,150,AUDUBON BORO,26641234,1570.2,16967,11,27773625,1567.6,17717,10,"L. K-12|K-12,0-1800",LK-12K-120-1800
CAMDEN,190,BARRINGTON BORO,14669344,863.4,16991,11,14921127,845.8,17642,11,"J. K-12|K-8,401-750",JK-12K-8401-750
CAMDEN,260,BELLMAWR BORO,18652355,1187.7,15705,9,19003243,1225.8,15503,5,"E. K-8|K-8,751+",EK-8K-8751plus
CAMDEN,330,BERLIN BORO,13003504,866.5,15006,4,13192058,853.3,15460,4,"E. K-8|K-8,751+",EK-8K-8751plus
CAMDEN,340,BERLIN TWP,16612906,802.4,20704,46,16948817,805.6,21040,42,"J. K-12|K-8,401-750",JK-12K-8401-750
CAMDEN,390,BLACK HORSE PIKE REGIONAL,77123684,3872.4,19916,10,78435196,3816.7,20551,9,"G. G9-12|7-12,9-12",GG9-127-129-12
CAMDEN,580,BROOKLAWN BORO,6633991,411.5,16121,3,7015987,388.3,18070,11,"I. K-12|K-8,0-400",IK-12K-80-400
CAMDEN,680,CAMDEN CITY,324329243,12959,25027,98,316863502,10757.5,29455,101,"N. K-12|K-12,3500+",NK-12K-123500plus
CAMDEN,700,CAMDEN COUNTY VOCATIONAL,47046048,2086.1,22552,13,46691409,2034,22956,12,Q. COUNTY VOC,QCOUNTYVOC
CAMDEN,800,CHERRY HILL TWP,200316639,11378.3,17605,24,205383110,11283.3,18202,24,"N. K-12|K-12,3500+",NK-12K-123500plus
CAMDEN,880,CLEMENTON BORO,12097529,619.3,19534,35,12482855,628.6,19860,33,"J. K-12|K-8,401-750",JK-12K-8401-750
CAMDEN,940,COLLINGSWOOD BORO,36984350,1900,19465,46,38211592,1963.3,19463,38,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
CAMDEN,1255,EASTERN CAMDEN COUNTY REG,38091133,2033,18737,5,39122326,2056.5,19024,5,"G. G9-12|7-12,9-12",GG9-127-129-12
CAMDEN,1720,GIBBSBORO BORO,5091861,273.9,18589,22,5282612,257.4,20519,29,"C. K-8|K-8,0-400",CK-8K-80-400
CAMDEN,1770,GLOUCESTER CITY,52494247,2160.3,24299,70,57543085,2289,25139,70,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
CAMDEN,1780,GLOUCESTER TWP,115044177,6674.5,17236,20,116509774,6514.2,17885,20,"E. K-8|K-8,751+",EK-8K-8751plus
CAMDEN,1799,KIPP COOPER NORCROSS,4038880,104.1,38790,82,11323200,488.8,23163,86,O. CHARTER,OCHARTER
CAMDEN,1801,CAMDEN PREP,2493862,66.3,37605,81,6622126,297.5,22258,84,O. CHARTER,OCHARTER
CAMDEN,1802,MASTERY SCHOOLS OF CAMDEN,7576813,379.3,19976,72,24570500,1384.5,17747,58,O. CHARTER,OCHARTER
CAMDEN,1880,HADDON HEIGHTS BORO,22681686,1304,17394,14,23937215,1312.1,18244,15,"L. K-12|K-12,0-1800",LK-12K-120-1800
CAMDEN,1890,HADDON TWP,36265616,2140.3,16944,15,39027255,2114.3,18459,21,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
CAMDEN,1900,HADDONFIELD,40206681,2629.3,15292,2,43440317,2677.5,16224,2,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
CAMDEN,2540,LAUREL SPRINGS BORO,5174898,345.3,14985,4,5529213,342.4,16149,5,H. K-12|K-6,HK-12K-6
CAMDEN,2560,LAWNSIDE BORO,9303958,400.8,23213,56,9332121,445.1,20966,32,"I. K-12|K-8,0-400",IK-12K-80-400
CAMDEN,2670,LINDENWOLD BORO,47718918,2698.9,17681,23,48133265,2838,16960,5,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
CAMDEN,2890,MAGNOLIA BORO,7237773,424.1,17068,13,7798348,436.9,17851,14,"D. K-8|K-8,401-750",DK-8K-8401-750
CAMDEN,3110,MERCHANTVILLE BORO,8000480,432.6,18495,20,7952931,433.1,18364,13,"I. K-12|K-8,0-400",IK-12K-80-400
CAMDEN,3420,MOUNT EPHRAIM BORO,11687670,622.1,18789,27,11656558,622.9,18713,23,"J. K-12|K-8,401-750",JK-12K-8401-750
CAMDEN,3770,OAKLYN BORO,8072075,479.4,16839,8,7981793,475.1,16802,4,"L. K-12|K-12,0-1800",LK-12K-120-1800
CAMDEN,4060,PENNSAUKEN TWP,104661606,5201.9,20120,63,100483037,5145.8,19527,42,"N. K-12|K-12,3500+",NK-12K-123500plus
CAMDEN,4110,PINE HILL BORO,38763057,1981.4,19563,49,39187015,1939.5,20205,49,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
CAMDEN,4590,RUNNEMEDE BORO,12882302,865.7,14881,3,14908611,871.4,17108,14,"E. K-8|K-8,751+",EK-8K-8751plus
CAMDEN,4790,SOMERDALE BORO,8648858,522.4,16555,9,8870831,516.7,17169,8,"D. K-8|K-8,401-750",DK-8K-8401-750
CAMDEN,5035,STERLING HIGH SCHOOL DIST,16748381,963,17392,3,17243239,978.7,17619,3,"G. G9-12|7-12,9-12",GG9-127-129-12
CAMDEN,5080,STRATFORD BORO,15048396,872.8,17242,21,15880942,853.9,18597,29,"E. K-8|K-8,751+",EK-8K-8751plus
CAMDEN,5400,VOORHEES TWP,53925376,3024.5,17829,31,57121854,2977.1,19187,37,"E. K-8|K-8,751+",EK-8K-8751plus
CAMDEN,5560,WATERFORD TWP,28915314,1663.5,17383,19,29359380,1633.4,17975,17,H. K-12|K-6,HK-12K-6
CAMDEN,5820,WINSLOW TWP,105463083,4968,21229,77,115634431,4965.9,23286,86,"N. K-12|K-12,3500+",NK-12K-123500plus
CAMDEN,5900,WOODLYNNE BORO,9647023,594.9,16216,4,9767222,587,16639,3,"I. K-12|K-8,0-400",IK-12K-80-400
