GROUP,CONAME,DIST,DISTNAME,DE120,DE220,DE320,DE420
A. K-6,WARREN,2470,KNOWLTON TWP,616495,183418,799913,345509
A. K-6,WARREN,2970,MANSFIELD TWP,1848389,151705,2000094,-45923
A. K-6,WARREN,5480,WASHINGTON BORO,1175388,-147375,1028013,390765
A. K-6,WARREN,5530,WASHINGTON TWP,752688,63686,816374,266
B. K-8 / 0 - 400,ATLANTIC,1410,ESTELL MANOR CITY,570815,65454,636269,684302
B. K-8 / 0 - 400,ATLANTIC,3020,MARGATE CITY,1786306,114854,1901160,-8168
B. K-8 / 0 - 400,ATLANTIC,4240,PORT REPUBLIC CITY,426840,-9968,416872,51194
B. K-8 / 0 - 400,ATLANTIC,5760,WEYMOUTH TWP,506728,100372,607100,394427
B. K-8 / 0 - 400,BERGEN,80,ALPINE BORO,1614425,-791775,822650,-79745
B. K-8 / 0 - 400,BERGEN,3350,MOONACHIE BORO,1632048,201353,1833401,-241983
B. K-8 / 0 - 400,BERGEN,4870,SOUTH HACKENSACK TWP,1046694,161351,1208045,-186695
B. K-8 / 0 - 400,BURLINGTON,380,BEVERLY CITY,1657360,227910,1885270,583138
B. K-8 / 0 - 400,BURLINGTON,1030,DELANCO TWP,3006158,477802,3483960,184073
B. K-8 / 0 - 400,BURLINGTON,3540,NEW HANOVER TWP,5841030,-660465,5180565,-1469735
B. K-8 / 0 - 400,BURLINGTON,4460,RIVERTON,809744,78483,888227,130423
B. K-8 / 0 - 400,BURLINGTON,5890,WOODLAND TWP,320235,-123859,196376,-61135
B. K-8 / 0 - 400,CAMDEN,580,BROOKLAWN BORO,1088587,-64686,1023901,-151581
B. K-8 / 0 - 400,CAMDEN,1720,GIBBSBORO BORO,532226,1240,533466,121241
B. K-8 / 0 - 400,CAMDEN,2560,LAWNSIDE BORO,1396042,-84910,1311132,27369
B. K-8 / 0 - 400,CAMDEN,3110,MERCHANTVILLE BORO,1199250,-152381,1046869,489513
B. K-8 / 0 - 400,CAMDEN,5900,WOODLYNNE BORO,2079369,681680,2761049,805121
B. K-8 / 0 - 400,CAPE MAY,170,AVALON BORO,1593784,-261067,1332717,172020
B. K-8 / 0 - 400,CAPE MAY,3680,NORTH WILDWOOD CITY,2368443,49871,2418314,11152
B. K-8 / 0 - 400,CAPE MAY,5060,STONE HARBOR BORO,1007499,441,1007940,23068
B. K-8 / 0 - 400,CAPE MAY,5800,WILDWOOD CREST BORO,1781081,353557,2134638,512822
B. K-8 / 0 - 400,CAPE MAY,5840,WOODBINE BORO,-743622,864257,120635,121541
B. K-8 / 0 - 400,CUMBERLAND,1020,DEERFIELD TWP,674522,136565,811087,4837
B. K-8 / 0 - 400,CUMBERLAND,1120,DOWNE TWP,1055953,-184901,871052,114632
B. K-8 / 0 - 400,CUMBERLAND,1820,GREENWICH TWP,361873,3641,358647,10129
B. K-8 / 0 - 400,CUMBERLAND,5070,STOW CREEK TWP,442673,-11072,431601,136375
B. K-8 / 0 - 400,HUDSON,1200,EAST NEWARK BORO,1564920,-109811,1455109,-313385
B. K-8 / 0 - 400,HUNTERDON,370,BETHLEHEM TWP,1805582,346589,2152171,106863
B. K-8 / 0 - 400,HUNTERDON,430,BLOOMSBURY BORO,996500,-157418,839082,-177998
B. K-8 / 0 - 400,HUNTERDON,670,CALIFON BORO,357905,99849,457754,-11023
B. K-8 / 0 - 400,HUNTERDON,910,CLINTON-GLEN GARDNER,856244,336262,1192506,17253
B. K-8 / 0 - 400,HUNTERDON,1040,DELAWARE TWP,1917027,240482,2157509,106664
B. K-8 / 0 - 400,HUNTERDON,1160,EAST AMWELL TWP,1503170,-4816,1498354,654079
B. K-8 / 0 - 400,HUNTERDON,1600,FRANKLIN TWP,587542,299291,886833,328265
B. K-8 / 0 - 400,HUNTERDON,1680,FRENCHTOWN BORO,620312,9509,629821,91344
B. K-8 / 0 - 400,HUNTERDON,1970,HAMPTON BORO,448195,237253,685448,44909
B. K-8 / 0 - 400,HUNTERDON,2140,HIGH BRIDGE BORO,1391377,283463,1674840,280221
B. K-8 / 0 - 400,HUNTERDON,2450,KINGWOOD TWP,1882443,-129995,1752448,260083
B. K-8 / 0 - 400,HUNTERDON,3180,MILFORD BORO,454383,-55491,398892,117940
B. K-8 / 0 - 400,MONMOUTH,180,AVON BORO,1771457,233835,2005292,165419
B. K-8 / 0 - 400,MONMOUTH,500,BRADLEY BEACH BORO,1127583,116273,1243856,39916
B. K-8 / 0 - 400,MONMOUTH,1000,DEAL BORO,531581,117237,648818,177647
B. K-8 / 0 - 400,MONMOUTH,1490,FARMINGDALE BORO,516929,-30809,486120,25424
B. K-8 / 0 - 400,MONMOUTH,3250,MONMOUTH BEACH BORO,2804674,319121,2594983,-425164
B. K-8 / 0 - 400,MONMOUTH,3500,NEPTUNE CITY,1163128,-95581,1067547,236506
B. K-8 / 0 - 400,MONMOUTH,4690,SEA GIRT BORO,1217171,364489,1581660,379925
B. K-8 / 0 - 400,MONMOUTH,4980,SPRING LAKE BORO,3296110,-601575,2694535,44228
B. K-8 / 0 - 400,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,1264574,-184918,1079656,494614
B. K-8 / 0 - 400,MORRIS,2010,HARDING TOWNSHIP,1296684,52962,1349646,-39494
B. K-8 / 0 - 400,MORRIS,3410,MOUNT ARLINGTON BORO,2627951,109822,2737773,491631
B. K-8 / 0 - 400,MORRIS,3520,NETCONG BORO,59150,89378,148528,425190
B. K-8 / 0 - 400,MORRIS,4440,RIVERDALE BORO,1839572,-3839,1835733,-199954
B. K-8 / 0 - 400,OCEAN,210,BAY HEAD BORO,821373,-26853,794520,774296
B. K-8 / 0 - 400,OCEAN,2500,LAKEHURST BORO,2285020,-212093,2072927,-272794
B. K-8 / 0 - 400,OCEAN,2550,LAVALLETTE BORO,1257775,455125,1712900,-41721
B. K-8 / 0 - 400,SALEM,60,ALLOWAY TWP,1298123,-96962,1201161,66259
B. K-8 / 0 - 400,SALEM,1350,ELSINBORO TWP,883370,110364,993734,-355633
B. K-8 / 0 - 400,SALEM,2800,LOWER ALLOWAYS CREEK,1718051,276001,1994052,211727
B. K-8 / 0 - 400,SALEM,2950,MANNINGTON TWP,368269,189047,557316,530059
B. K-8 / 0 - 400,SALEM,3860,OLDMANS TWP,982389,-53126,929263,150636
B. K-8 / 0 - 400,SALEM,4280,QUINTON TWP,1014394,446948,1461342,40053
B. K-8 / 0 - 400,SALEM,5320,UPPER PITTSGROVE TWP,1025932,-119689,906243,146226
B. K-8 / 0 - 400,SUSSEX,1930,HAMBURG BORO,1837653,326448,2167725,561069
B. K-8 / 0 - 400,SUSSEX,2490,LAFAYETTE TWP,1387180,79365,1466545,-12188
B. K-8 / 0 - 400,SUSSEX,3300,MONTAGUE TWP,1205299,-594249,611050,-135088
B. K-8 / 0 - 400,SUSSEX,3840,OGDENSBURG BORO,401668,-34567,367101,163482
B. K-8 / 0 - 400,SUSSEX,5030,STANHOPE BORO,941057,-172616,768441,140088
B. K-8 / 0 - 400,UNION,1710,GARWOOD BORO,879060,439211,1318271,304959
B. K-8 / 0 - 400,UNION,5810,WINFIELD TWP,266613,-113607,153006,3454
B. K-8 / 0 - 400,WARREN,70,ALPHA BORO,1306594,-219895,1086699,2609
B. K-8 / 0 - 400,WARREN,2040,HARMONY TWP,1739337,441620,2180957,613273
B. K-8 / 0 - 400,WARREN,2250,HOPE TWP,1247015,151187,1398202,230710
B. K-8 / 0 - 400,WARREN,3890,OXFORD TWP,1118400,49329,1167729,142815
B. K-8 / 0 - 400,WARREN,4200,POHATCONG TWP,2198071,-594314,1603757,171374
B. K-8 / 0 - 400,WARREN,5780,WHITE TWP,2529245,37714,2566959,18244
C. K-8 / 401 - 750,ATLANTIC,570,BRIGANTINE CITY,3870228,1171093,5041321,361581
C. K-8 / 401 - 750,ATLANTIC,1300,EGG HARBOR CITY,1249697,-137836,1111861,241574
C. K-8 / 401 - 750,ATLANTIC,1540,FOLSOM BORO,3562450,-103628,3458822,-33791
C. K-8 / 401 - 750,ATLANTIC,3480,MULLICA TWP,2637339,399221,3036560,53081
C. K-8 / 401 - 750,ATLANTIC,5350,VENTNOR CITY,2234342,191003,2425345,758971
C. K-8 / 401 - 750,BERGEN,740,CARLSTADT BORO,1779592,638991,2418583,1377476
C. K-8 / 401 - 750,BERGEN,1070,DEMAREST BORO,4020510,337299,4357809,-104346
C. K-8 / 401 - 750,BERGEN,1380,ENGLEWOOD CLIFFS BORO,2929006,-120547,2808459,259385
C. K-8 / 401 - 750,BERGEN,2050,HARRINGTON PARK BORO,1984159,286919,2271078,-435567
C. K-8 / 401 - 750,BERGEN,2090,HAWORTH BORO,1609170,-305674,1303496,350713
C. K-8 / 401 - 750,BERGEN,2200,HO HO KUS BORO,2161891,-258789,1903102,-153694
C. K-8 / 401 - 750,BERGEN,3730,NORTHVALE BORO,3451880,564296,4016176,85171
C. K-8 / 401 - 750,BERGEN,3740,NORWOOD BORO,3005436,217665,3223101,179533
C. K-8 / 401 - 750,BERGEN,3850,OLD TAPPAN BORO,9296972,1554914,10851886,1178996
C. K-8 / 401 - 750,BERGEN,4470,ROCHELLE PARK TWP,1336356,-204578,1131778,99404
C. K-8 / 401 - 750,BURLINGTON,1250,EASTAMPTON TWP,449190,-113594,335596,39596
C. K-8 / 401 - 750,BURLINGTON,1910,HAINESPORT TWP,1261990,73198,1335188,314325
C. K-8 / 401 - 750,BURLINGTON,3070,MEDFORD LAKES BORO,776500,-8351,753890,300943
C. K-8 / 401 - 750,BURLINGTON,4930,SOUTHAMPTON TWP,1279093,-84996,1194097,431472
C. K-8 / 401 - 750,BURLINGTON,5130,TABERNACLE TWP,2957114,284882,3241996,348859
C. K-8 / 401 - 750,CAMDEN,190,BARRINGTON BORO,1605352,-129742,1475610,497009
C. K-8 / 401 - 750,CAMDEN,340,BERLIN TWP,2586363,459923,3046286,107854
C. K-8 / 401 - 750,CAMDEN,880,CLEMENTON BORO,2212307,631697,2844004,605580
C. K-8 / 401 - 750,CAMDEN,2890,MAGNOLIA BORO,2541200,470367,3011567,293278
C. K-8 / 401 - 750,CAMDEN,3420,MOUNT EPHRAIM BORO,1814727,-579537,1235190,-240060
C. K-8 / 401 - 750,CAMDEN,4790,SOMERDALE BORO,676920,235932,912852,111533
C. K-8 / 401 - 750,CAPE MAY,1080,DENNIS TWP,1083032,1138850,2221882,916229
C. K-8 / 401 - 750,CUMBERLAND,950,COMMERCIAL TWP,1032802,-368992,663810,228908
C. K-8 / 401 - 750,CUMBERLAND,1460,FAIRFIELD TWP,691303,-90700,600603,63551
C. K-8 / 401 - 750,CUMBERLAND,2270,HOPEWELL TWP,1740063,612802,2359350,387575
C. K-8 / 401 - 750,CUMBERLAND,2570,LAWRENCE TWP,2055753,-20643,2018137,227866
C. K-8 / 401 - 750,CUMBERLAND,3050,MAURICE RIVER TWP,1500715,115268,1615983,-66670
C. K-8 / 401 - 750,GLOUCESTER,1830,GREENWICH TWP,2584716,-152175,2432541,-576541
C. K-8 / 401 - 750,HUNTERDON,20,ALEXANDRIA TWP,890593,79278,969871,600004
C. K-8 / 401 - 750,HUNTERDON,2220,HOLLAND TWP,1314787,203660,1518447,572254
C. K-8 / 401 - 750,HUNTERDON,2600,LEBANON TWP,4025663,-234737,3790926,333582
C. K-8 / 401 - 750,HUNTERDON,5180,TEWKSBURY TWP,2992917,502285,3495202,-263906
C. K-8 / 401 - 750,HUNTERDON,5270,UNION TWP,4011315,-129160,3882155,-408044
C. K-8 / 401 - 750,MIDDLESEX,970,CRANBURY TWP,3819809,-336172,3483637,770674
C. K-8 / 401 - 750,MIDDLESEX,2370,JAMESBURG BORO,1067565,147539,1215104,477580
C. K-8 / 401 - 750,MIDDLESEX,3220,MILLTOWN BORO,1890455,-598861,1291594,247749
C. K-8 / 401 - 750,MONMOUTH,270,BELMAR BORO,2216045,-425665,1790380,153655
C. K-8 / 401 - 750,MONMOUTH,560,BRIELLE BORO,1035714,262886,1298600,855559
C. K-8 / 401 - 750,MONMOUTH,3830,OCEANPORT BORO,1481397,940924,2422321,176131
C. K-8 / 401 - 750,MONMOUTH,4770,SHREWSBURY BORO,723127,99163,832477,187672
C. K-8 / 401 - 750,MONMOUTH,5230,UNION BEACH,2532668,524013,3056681,295830
C. K-8 / 401 - 750,MONMOUTH,5640,WEST LONG BRANCH BORO,2370181,-82255,2287926,-105054
C. K-8 / 401 - 750,MORRIS,460,BOONTON TWP,1537560,239923,1777483,101267
C. K-8 / 401 - 750,MORRIS,3090,MENDHAM BORO,1708249,-367722,1340527,235528
C. K-8 / 401 - 750,MORRIS,3100,MENDHAM TWP,2386452,-33340,2353112,671572
C. K-8 / 401 - 750,MORRIS,3380,MORRIS PLAINS BORO,2553578,659588,3213166,418186
C. K-8 / 401 - 750,MORRIS,4480,ROCKAWAY BORO,1790582,-516743,1273839,-10115
C. K-8 / 401 - 750,PASSAIC,420,BLOOMINGDALE BORO,3376962,-15983,3360979,1066469
C. K-8 / 401 - 750,PASSAIC,3640,NORTH HALEDON BORO,986683,-939095,47588,430746
C. K-8 / 401 - 750,SOMERSET,240,BEDMINSTER TWP,1948549,-618261,1330288,-155215
C. K-8 / 401 - 750,SOMERSET,4850,SOUTH BOUND BROOK,3144655,226260,3370915,132945
C. K-8 / 401 - 750,SOMERSET,5540,WATCHUNG BORO,3090574,-32333,3058241,-50316
C. K-8 / 401 - 750,SUSSEX,90,ANDOVER REG,719654,298434,1018088,-88740
C. K-8 / 401 - 750,SUSSEX,1560,FRANKFORD TWP,1282115,79859,1361974,463513
C. K-8 / 401 - 750,SUSSEX,1570,FRANKLIN BORO,1664137,133907,1811715,297278
C. K-8 / 401 - 750,SUSSEX,1800,GREEN TWP,1180649,-243041,937608,-112115
C. K-8 / 401 - 750,SUSSEX,2030,HARDYSTON TWP,2237982,-6012,2231970,428650
C. K-8 / 401 - 750,UNION,3470,MOUNTAINSIDE BORO,1536942,346526,1864740,72060
C. K-8 / 401 - 750,WARREN,30,ALLAMUCHY TWP,703468,-36785,666683,385145
C. K-8 / 401 - 750,WARREN,1785,GREAT MEADOWS REGIONAL,1310232,-543950,766282,-82998
C. K-8 / 401 - 750,WARREN,1840,GREENWICH TWP,720567,120330,840897,16773
D. K-8 / 751 +,ATLANTIC,10,ABSECON CITY,1326528,65149,1391677,18133
D. K-8 / 751 +,ATLANTIC,1690,GALLOWAY TWP,11566585,-199636,11366949,2597692
D. K-8 / 751 +,ATLANTIC,1940,HAMILTON TWP,5418466,-1259787,4158679,361878
D. K-8 / 751 +,ATLANTIC,2680,LINWOOD CITY,2879784,-58971,2820813,402064
D. K-8 / 751 +,ATLANTIC,3720,NORTHFIELD CITY,1652451,45699,1698150,318549
D. K-8 / 751 +,ATLANTIC,4800,SOMERS POINT CITY,1965765,-358015,1607750,78904
D. K-8 / 751 +,BERGEN,40,ALLENDALE BORO,8773475,647632,9421107,-120664
D. K-8 / 751 +,BERGEN,930,CLOSTER BORO,3392426,611970,4004396,375003
D. K-8 / 751 +,BERGEN,1230,EAST RUTHERFORD BORO,1469444,-192099,1277345,158955
D. K-8 / 751 +,BERGEN,1470,FAIRVIEW BORO,3111446,-834586,2276860,-107396
D. K-8 / 751 +,BERGEN,1580,FRANKLIN LAKES BORO,3620353,559519,4179872,116006
D. K-8 / 751 +,BERGEN,2180,HILLSDALE BORO,3272706,141556,3414262,-4721
D. K-8 / 751 +,BERGEN,2710,LITTLE FERRY BORO,2404556,894405,3298961,142494
D. K-8 / 751 +,BERGEN,3060,MAYWOOD BORO,2154659,-27588,2127071,274877
D. K-8 / 751 +,BERGEN,3330,MONTVALE BORO,1540690,156756,1697446,701416
D. K-8 / 751 +,BERGEN,3760,OAKLAND BORO,4898309,617963,5510594,1045938
D. K-8 / 751 +,BERGEN,4430,RIVER VALE TWP,2711426,1255898,3967324,1189201
D. K-8 / 751 +,BERGEN,5330,UPPER SADDLE RIVER BORO,4339396,117159,4456555,182796
D. K-8 / 751 +,BERGEN,5880,WOODCLIFF LAKE BORO,2080294,988322,3068616,275415
D. K-8 / 751 +,BERGEN,5920,WYCKOFF TWP,5740175,-117064,5623111,512516
D. K-8 / 751 +,BURLINGTON,1280,EDGEWATER PARK TWP,1453469,-543669,909796,253102
D. K-8 / 751 +,BURLINGTON,1420,EVESHAM TWP,5751638,-1731541,4020097,375400
D. K-8 / 751 +,BURLINGTON,2850,LUMBERTON TWP,5248303,-825630,4422673,285906
D. K-8 / 751 +,BURLINGTON,3080,MEDFORD TWP,4745257,724362,5469619,1545368
D. K-8 / 751 +,BURLINGTON,3430,MOUNT HOLLY TWP,6416255,19636,6435891,1477557
D. K-8 / 751 +,BURLINGTON,3440,MOUNT LAUREL TWP,9744633,395345,10139978,145927
D. K-8 / 751 +,BURLINGTON,4740,SHAMONG TWP,2368464,329043,2697504,398366
D. K-8 / 751 +,BURLINGTON,5720,WESTAMPTON,1785861,558700,2344561,748630
D. K-8 / 751 +,CAMDEN,260,BELLMAWR BORO,2479245,-1128784,1350461,-161366
D. K-8 / 751 +,CAMDEN,330,BERLIN BORO,921297,-96582,824715,216309
D. K-8 / 751 +,CAMDEN,1780,GLOUCESTER TWP,20277728,-153144,20124584,1658076
D. K-8 / 751 +,CAMDEN,4590,RUNNEMEDE BORO,3397717,941837,4339554,-828470
D. K-8 / 751 +,CAMDEN,5080,STRATFORD BORO,1701836,87341,1789177,-125460
D. K-8 / 751 +,CAMDEN,5400,VOORHEES TWP,10925972,2606746,13532718,2290876
D. K-8 / 751 +,CAPE MAY,5340,UPPER TWP,6282775,491578,6774353,799347
D. K-8 / 751 +,CUMBERLAND,5300,UPPER DEERFIELD TWP,2183329,611422,2820351,135122
D. K-8 / 751 +,GLOUCESTER,2750,LOGAN TWP,4017154,-288994,3728160,-10730
D. K-8 / 751 +,HUDSON,1850,GUTTENBERG TOWN,3330382,245820,3576202,244890
D. K-8 / 751 +,HUNTERDON,920,CLINTON TWP,2242934,1703739,3946673,858992
D. K-8 / 751 +,HUNTERDON,1510,FLEMINGTON-RARITAN REG,7568849,-2492058,5076791,1668122
D. K-8 / 751 +,HUNTERDON,4350,READINGTON TWP,5669966,474578,6144544,1179843
D. K-8 / 751 +,MONMOUTH,945,COLTS NECK TWP,5036659,93204,5129863,1268306
D. K-8 / 751 +,MONMOUTH,1260,EATONTOWN BORO,3772166,393366,4165532,562668
D. K-8 / 751 +,MONMOUTH,1440,FAIR HAVEN BORO,2265864,855966,3117649,-252754
D. K-8 / 751 +,MONMOUTH,1640,FREEHOLD BORO,2876459,570140,3446599,158079
D. K-8 / 751 +,MONMOUTH,1660,FREEHOLD TWP,6479248,-484256,5994992,-515680
D. K-8 / 751 +,MONMOUTH,2290,HOWELL TWP,20312896,-5225767,15281260,2467738
D. K-8 / 751 +,MONMOUTH,2720,LITTLE SILVER BORO,2001549,-511622,1489927,170661
D. K-8 / 751 +,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,12011525,-196915,11814610,2135314
D. K-8 / 751 +,MONMOUTH,3030,MARLBORO TWP,12345282,-4295985,8049296,1764240
D. K-8 / 751 +,MONMOUTH,3200,MILLSTONE TWP,3189129,-447025,2742104,-234004
D. K-8 / 751 +,MONMOUTH,4360,RED BANK BORO,1820506,1197027,3017533,1236352
D. K-8 / 751 +,MONMOUTH,4570,RUMSON BORO,2286999,-107878,2172044,420684
D. K-8 / 751 +,MONMOUTH,5185,TINTON FALLS,11857138,-723932,11133206,1554194
D. K-8 / 751 +,MORRIS,820,CHESTER TWP,4798640,483870,5282510,610474
D. K-8 / 751 +,MORRIS,1090,DENVILLE TWP,2691141,815223,3506364,1902182
D. K-8 / 751 +,MORRIS,1190,EAST HANOVER TWP,3118458,-209849,2908609,39148
D. K-8 / 751 +,MORRIS,1530,FLORHAM PARK BORO,1542365,14946,1557311,394381
D. K-8 / 751 +,MORRIS,2000,HANOVER TWP,1906441,-611128,1295420,237248
D. K-8 / 751 +,MORRIS,2650,LINCOLN PARK BORO,2816204,-67520,2748684,83764
D. K-8 / 751 +,MORRIS,4000,LONG HILL TWP,2581613,463678,3045291,191737
D. K-8 / 751 +,MORRIS,4490,ROCKAWAY TWP,9715181,491723,10206904,154023
D. K-8 / 751 +,MORRIS,5520,WASHINGTON TWP,2696765,185689,2882454,404684
D. K-8 / 751 +,MORRIS,5770,WHARTON BORO,4694820,1151613,5846433,243168
D. K-8 / 751 +,PASSAIC,1920,HALEDON BORO,3725946,75637,3801583,-747802
D. K-8 / 751 +,PASSAIC,2700,LITTLE FALLS TWP,2595655,87477,2683132,1114864
D. K-8 / 751 +,PASSAIC,4270,PROSPECT PARK BORO,4001735,-488201,3513534,-543467
D. K-8 / 751 +,PASSAIC,4400,RINGWOOD BORO,2877737,-628890,2248847,-401048
D. K-8 / 751 +,PASSAIC,5200,TOTOWA BORO,3491130,-568776,2922354,491994
D. K-8 / 751 +,PASSAIC,5440,WANAQUE BORO,1794434,192098,1986532,269022
D. K-8 / 751 +,PASSAIC,5690,WOODLAND PARK,1355355,180192,1536326,-99239
D. K-8 / 751 +,SOMERSET,510,BRANCHBURG TWP,5471925,-959643,4512282,1063954
D. K-8 / 751 +,SOMERSET,1810,GREEN BROOK TWP,3689505,-757587,2931918,-268693
D. K-8 / 751 +,SOMERSET,5470,WARREN TWP,5304414,-418883,4885531,2113087
D. K-8 / 751 +,SUSSEX,640,BYRAM TWP,1996145,750041,2746186,440274
D. K-8 / 751 +,SUSSEX,5100,SUSSEX-WANTAGE REGIONAL,3712120,933973,4646093,59511
D. K-8 / 751 +,WARREN,2790,LOPATCONG TWP,2324962,-1327590,997372,-358463
E. K-12 / 0 - 1800,BERGEN,440,BOGOTA BORO,3109548,1099437,4208985,1780617
E. K-12 / 0 - 1800,BERGEN,1360,EMERSON BORO,4128987,-601787,3527200,-123835
E. K-12 / 0 - 1800,BERGEN,3170,MIDLAND PARK BORO,2886801,267745,3154546,426958
E. K-12 / 0 - 1800,BERGEN,3600,NORTH ARLINGTON BORO,5146312,2004877,7128970,2953625
E. K-12 / 0 - 1800,BERGEN,3910,PALISADES PARK,1938448,14861,1953309,663627
E. K-12 / 0 - 1800,BERGEN,3940,PARK RIDGE BORO,5704839,1148463,6853302,2577692
E. K-12 / 0 - 1800,BERGEN,4370,RIDGEFIELD BORO,3557993,234259,3792251,-877451
E. K-12 / 0 - 1800,BERGEN,4610,SADDLE BROOK TWP,1097758,732352,1828983,680942
E. K-12 / 0 - 1800,BERGEN,5410,WALDWICK BORO,2901032,554001,3455033,1177402
E. K-12 / 0 - 1800,BERGEN,5430,WALLINGTON BORO,1950663,220040,2170703,35300
E. K-12 / 0 - 1800,BERGEN,5830,WOOD-RIDGE BORO,3728552,-2275534,1453018,1247083
E. K-12 / 0 - 1800,BURLINGTON,600,BURLINGTON CITY,4568805,718334,5287139,148569
E. K-12 / 0 - 1800,BURLINGTON,1520,FLORENCE TWP,2193756,-16721,2177035,-101299
E. K-12 / 0 - 1800,BURLINGTON,3920,PALMYRA BORO,2849716,629263,3478979,326296
E. K-12 / 0 - 1800,BURLINGTON,4450,RIVERSIDE TWP,1679535,384013,2063548,-87048
E. K-12 / 0 - 1800,CAMDEN,150,AUDUBON BORO,1285397,-251086,1034311,-140533
