GROUP,CONAME,DIST,DISTNAME,PP114,PP214,PP314
A. K-6,,,1. State average - Operating Type K-6,0.322,0.326,0.364
A. K-6,,,2. State median - Operating Type K-6,0.303,0.295,0.341
A. K-6,,,5. State average - All operating types,0.290,0.297,0.323
A. K-6,,,6. State median - All operating types,0.279,0.287,0.319
A. K-6,BERGEN,1270,EDGEWATER BORO,0.309,0.300,0.395
A. K-6,BERGEN,3870,ORADELL BORO,0.276,0.285,0.369
A. K-6,BERGEN,4410,RIVER EDGE BORO,0.244,0.268,0.314
A. K-6,BERGEN,4620,SADDLE RIVER BORO,0.361,0.368,0.387
A. K-6,BURLINGTON,200,BASS RIVER TWP,0.322,0.300,0.342
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,0.306,0.321,0.336
A. K-6,BURLINGTON,2960,MANSFIELD TWP,0.307,0.260,0.339
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,0.361,0.319,0.331
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,0.310,0.296,0.328
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,0.274,0.271,0.303
A. K-6,CAMDEN,5560,WATERFORD TWP,0.259,0.269,0.304
A. K-6,CAPE MAY,710,CAPE MAY CITY,0.311,0.293,0.320
A. K-6,CAPE MAY,2840,LOWER TWP,0.397,0.383,0.387
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,0.139,0.156,0.216
A. K-6,ESSEX,1400,ESSEX FELLS BORO,0.277,0.229,0.280
A. K-6,ESSEX,1465,FAIRFIELD TWP,0.286,0.282,0.301
A. K-6,ESSEX,3630,NORTH CALDWELL BORO,0.335,0.346,0.399
A. K-6,ESSEX,4530,ROSELAND BORO,0.249,0.281,0.299
A. K-6,GLOUCESTER,1180,EAST GREENWICH TWP,0.265,0.267,0.315
A. K-6,GLOUCESTER,1330,ELK TWP,0.289,0.350,0.346
A. K-6,GLOUCESTER,1590,FRANKLIN TWP,0.371,0.370,0.409
A. K-6,GLOUCESTER,2070,HARRISON TWP,0.268,0.271,0.265
A. K-6,GLOUCESTER,2990,MANTUA TWP,0.346,0.330,0.350
A. K-6,GLOUCESTER,3490,NATIONAL PARK BORO,0.275,0.281,0.342
A. K-6,GLOUCESTER,4880,SOUTH HARRISON TWP,0.246,0.294,0.341
A. K-6,GLOUCESTER,5120,SWEDESBORO-WOOLWICH,0.415,0.394,0.412
A. K-6,GLOUCESTER,5590,WENONAH BORO,0.217,0.247,0.247
A. K-6,GLOUCESTER,5740,WESTVILLE BORO,0.254,0.272,0.317
A. K-6,GLOUCESTER,5870,WOODBURY HEIGHTS BORO,0.218,0.232,0.277
A. K-6,HUNTERDON,2590,LEBANON BORO,0.341,0.326,0.408
A. K-6,MONMOUTH,130,ATLANTIC HIGHLANDS BORO,0.277,0.291,0.322
A. K-6,MONMOUTH,2160,HIGHLANDS BORO,0.304,0.291,0.349
A. K-6,MONMOUTH,4520,ROOSEVELT BORO,0.206,0.200,0.330
A. K-6,MORRIS,3240,MINE HILL TWP,0.283,0.274,0.331
A. K-6,OCEAN,230,BEACH HAVEN BORO,0.313,0.302,0.352
A. K-6,OCEAN,320,BERKELEY TWP,0.348,0.380,0.449
A. K-6,OCEAN,1150,EAGLESWOOD TWP,0.267,0.315,0.404
A. K-6,OCEAN,2350,ISLAND HEIGHTS BORO,0.267,0.282,0.341
A. K-6,OCEAN,2690,LITTLE EGG HARBOR TWP,0.368,0.392,0.434
A. K-6,OCEAN,2760,LONG BEACH ISLAND,0.323,0.303,0.321
A. K-6,OCEAN,3800,OCEAN GATE BORO,0.330,0.327,0.397
A. K-6,OCEAN,3820,OCEAN TWP,0.332,0.372,0.430
A. K-6,OCEAN,4710,SEASIDE HEIGHTS BORO,0.383,0.398,0.434
A. K-6,OCEAN,5020,STAFFORD TWP,0.385,0.403,0.463
A. K-6,OCEAN,5220,TUCKERTON BORO,0.399,0.433,0.448
A. K-6,SUSSEX,1630,FREDON TWP,0.329,0.316,0.358
A. K-6,SUSSEX,1980,HAMPTON TWP,0.302,0.307,0.359
A. K-6,SUSSEX,4650,SANDYSTON-WALPACK TWP,0.291,0.316,0.328
A. K-6,SUSSEX,5040,STILLWATER TWP,0.277,0.286,0.342
A. K-6,WARREN,400,BLAIRSTOWN TWP,0.247,0.268,0.292
A. K-6,WARREN,1620,FRANKLIN TWP,0.353,0.367,0.405
A. K-6,WARREN,1670,FRELINGHUYSEN TWP,0.307,0.276,0.295
A. K-6,WARREN,2470,KNOWLTON TWP,0.256,0.259,0.284
A. K-6,WARREN,2970,MANSFIELD TWP,0.289,0.282,0.328
