GROUP,CONAME,DIST,DISTNAME,PP17,RK17,PCT17,SBA7,PP27,RK27,PCT27,SBB7,PP37,RK37,PCT37,SBC7
A. K-6,,,1. State average - Operating Type K-6,1761,,,,1859,,,,2008,,,
A. K-6,,,2. State median - Operating Type K-6,1646,,,,1797,,,,1931,,,
A. K-6,,,5. State average - All operating types,2030,,,,2058,,,,2158,,,
A. K-6,,,6. State median - All operating types,1818,,,,1868,,,,1968,,,
A. K-6,BERGEN,1270,EDGEWATER BORO,994,6|56,0.093,0.660,1176,7|56,0.105,0.681,1233,8|56,0.116,0.687
A. K-6,BERGEN,3870,ORADELL BORO,1625,26|56,0.125,0.772,1625,22|56,0.125,0.768,1691,18|56,0.121,0.764
A. K-6,BERGEN,4410,RIVER EDGE BORO,1561,23|56,0.125,0.913,1332,10|56,0.101,0.893,1698,19|56,0.122,0.896
A. K-6,BERGEN,4620,SADDLE RIVER BORO,6275,56|56,0.261,0.866,7005,56|56,0.274,0.872,8346,56|56,0.281,0.846
A. K-6,BURLINGTON,200,BASS RIVER TWP,2306,45|56,0.119,0.691,2300,40|56,0.112,0.779,2030,32|56,0.114,0.788
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,1465,17|56,0.132,0.694,1560,21|56,0.140,0.682,1531,15|56,0.139,0.727
A. K-6,BURLINGTON,2960,MANSFIELD TWP,1631,27|56,0.120,0.651,1500,17|56,0.108,0.597,1899,26|56,0.126,0.681
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,2119,40|56,0.138,0.909,2589,46|56,0.169,0.921,2845,46|56,0.175,0.932
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,1632,28|56,0.089,0.637,2280,38|56,0.119,0.736,2804,44|56,0.136,0.726
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,840,3|56,0.074,0.476,901,3|56,0.078,0.494,1154,6|56,0.094,0.509
A. K-6,CAMDEN,5560,WATERFORD TWP,2249,43|56,0.159,0.786,2553,45|56,0.158,0.810,3042,48|56,0.180,0.734
A. K-6,CAPE MAY,710,CAPE MAY CITY,1774,33|56,0.102,0.651,1789,28|56,0.109,0.660,1832,22|56,0.110,0.669
A. K-6,CAPE MAY,2840,LOWER TWP,1961,37|56,0.145,0.883,1961,33|56,0.140,0.901,2244,34|56,0.153,0.894
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,1808,35|56,0.130,0.634,1885,31|56,0.119,0.541,1913,28|56,0.113,0.536
A. K-6,ESSEX,1400,ESSEX FELLS BORO,2186,42|56,0.113,0.890,2085,36|56,0.108,0.876,1973,31|56,0.094,0.800
A. K-6,ESSEX,1465,FAIRFIELD TWP,1749,31|56,0.111,0.756,1805,29|56,0.115,0.823,2086,33|56,0.129,0.920
A. K-6,ESSEX,3630,NORTH CALDWELL BORO,1504,21|56,0.095,0.731,1641,23|56,0.104,0.823,1733,20|56,0.101,0.743
A. K-6,ESSEX,4530,ROSELAND BORO,1804,34|56,0.115,0.751,2231,37|56,0.140,0.778,2374,40|56,0.139,0.767
A. K-6,GLOUCESTER,1180,EAST GREENWICH TWP,1449,15|56,0.137,0.890,1378,14|56,0.125,0.945,1477,13|56,0.125,0.835
A. K-6,GLOUCESTER,1330,ELK TWP,1998,38|56,0.148,0.923,1522,20|56,0.120,0.766,1646,16|56,0.117,0.761
A. K-6,GLOUCESTER,1590,FRANKLIN TWP,1436,14|56,0.122,0.925,1501,18|56,0.128,0.902,1655,17|56,0.127,0.887
A. K-6,GLOUCESTER,2070,HARRISON TWP,958,4|56,0.090,0.853,1081,6|56,0.097,0.853,1125,5|56,0.096,0.828
A. K-6,GLOUCESTER,2990,MANTUA TWP,1660,29|56,0.116,0.901,1810,30|56,0.125,0.912,1890,25|56,0.129,0.907
A. K-6,GLOUCESTER,3490,NATIONAL PARK BORO,1471,18|56,0.109,0.659,1456,15|56,0.108,0.655,1907,27|56,0.121,0.676
A. K-6,GLOUCESTER,4880,SOUTH HARRISON TWP,974,5|56,0.096,0.611,959,4|56,0.082,0.549,947,3|56,0.080,0.567
A. K-6,GLOUCESTER,5120,SWEDESBORO-WOOLWICH,1155,8|56,0.100,0.720,1215,9|56,0.102,0.755,1322,9|56,0.104,0.734
A. K-6,GLOUCESTER,5590,WENONAH BORO,1497,20|56,0.103,0.675,1656,24|56,0.111,0.706,1735,21|56,0.109,0.700
A. K-6,GLOUCESTER,5740,WESTVILLE BORO,1184,10|56,0.088,0.550,1365,12|56,0.101,0.630,1456,12|56,0.103,0.621
A. K-6,GLOUCESTER,5870,WOODBURY HEIGHTS BORO,1170,9|56,0.084,0.588,1188,8|56,0.081,0.584,1363,10|56,0.084,0.526
A. K-6,HUNTERDON,2590,LEBANON BORO,4630,55|56,0.208,0.822,4139,54|56,0.204,0.843,3637,52|56,0.181,0.798
A. K-6,MONMOUTH,130,ATLANTIC HIGHLANDS BORO,1307,12|56,0.091,0.788,1363,11|56,0.095,0.755,1397,11|56,0.092,0.743
A. K-6,MONMOUTH,2160,HIGHLANDS BORO,3834,54|56,0.199,0.695,3463,53|56,0.192,0.707,3801,54|56,0.184,0.704
