GROUP,DISTNAME,csg1PP1,csg1RK1,csg1PP2,csg1RK2,csg1PP3,csg1RK3,csg2PP1,csg2RK1,csg2pct1,csg2PP2,csg2RK2,csg2pct2,csg2PP3,csg2RK3,csg2pct3,csg3PP1,csg3RK1,csg3pct1,csg3sba,csg3PP2,csg3RK2,csg3pct2,csg3sbb,csg3PP3,csg3RK3,csg3pct3,csg3sbc,csg4PP1,csg4RK1,csg4pct1,csg4PP2,csg4RK2,csg4pct2,csg4PP3,csg4RK3,csg4pct3,csg5PP1,csg5RK1,csg5pct1,csg5PP2,csg5RK2,csg5pct2,csg5PP3,csg5RK3,csg5pct3,csg6PP1,csg6RK1,csg6pct1,csg6PP2,csg6RK2,csg6pct2,csg6PP3,csg6RK3,csg6pct3,csg7PP1,csg7RK1,csg7pct1,csg7sba,csg7PP2,csg7RK2,csg7pct2,csg7sbb,csg7PP3,csg7RK3,csg7pct3,csg7sbc,csg8PP1,csg8RK1,csg8pct1,csg8PP2,csg8RK2,csg8pct2,csg8PP3,csg8RK3,csg8pct3,csg9PP1,csg9RK1,csg9pct1,csg9sba,csg9PP2,csg9RK2,csg9pct2,csg9sbb,csg9PP3,csg9RK3,csg9pct3,csg9sbc,csg10PP1,csg10RK1,csg10pct1,csg10PP2,csg10RK2,csg10pct2,csg10PP3,csg10RK3,csg10pct3,csg11PP1,csg11RK1,csg11pct1,csg11sba,csg11PP2,csg11RK2,csg11pct2,csg11sbb,csg11PP3,csg11RK3,csg11pct3,csg11sbc,csg12PP1,csg12RK1,csg12pct1,csg12PP2,csg12RK2,csg12pct2,csg12PP3,csg12RK3,csg12pct3,csg13PP1,csg13RK1,csg13pct1,csg13PP2,csg13RK2,csg13pct2,csg13PP3,csg13RK3,csg13pct3,csg14PP1,csg14PP2,csg14PP3,csg15PP1,csg15PP2,csg15PP3,csg16STRAT00,csg16RK00,csg16SALT00,csg16RKSAL00,csg16STRAT01,csg16RK01,csg16SALT01,csg16RKSAL01,csg17SSRAT00,csg17RK00,csg17SALS00,csg17RKSAL00,csg17SSRAT01,csg17RK01,csg17SALS01,csg17RKSAL01,csg18SARAT00,csg18RK00,csg18SALAM00,csg18RKSAL00,csg18SARAT01,csg18RK01,csg18SALAM01,csg18RKSAL01,csg19FARAT00,csg19RK00,csg19FARAT01,csg19RK01,csg8aPP1,csg8aRK1,csg8apct1,csg8aPP2,csg8aRK2,csg8apct2,csg8aPP3,csg8aRK3,csg8apct3,csg1aEXP1,csg1aADE1,csg1aPP1,csg1aRK1,csg1aEXP2,csg1aADE2,csg1aPP2,csg1aRK2
A. K-6,1. State average - Operating Type K-6,13685,,14139,,14993,,8400,,,8684,,,9087,,,7906,,,,8132,,,,8538,,,,360,,,387,,,364,,,134,,,165,,,185,,,2154,,,2258,,,2467,,,1761,,,,1859,,,,2008,,,,1517,,,1539,,,1578,,,1218,,,,1234,,,,1262,,,,1507,,,1539,,,1736,,,719,,,,755,,,,823,,,,67,,,143,,,86,,,41,,,47,,,49,,,0.322,0.326,0.364,158,122,124,11.1,,59113,,11.3,,59799,,79.7,,63938,,76.1,,63235,,140.3,,104916,,138.3,,107170,,14.5,,14.1,,38,,,39,,,33,,,,,18239,,,,19141,
A. K-6,2. State median - Operating Type K-6,14639,,15084,,16144,,9318,,,9426,,,9789,,,8853,,,,9046,,,,9157,,,,372,,,367,,,354,,,148,,,169,,,199,,,2227,,,2363,,,2582,,,1646,,,,1797,,,,1931,,,,1690,,,1725,,,1777,,,1308,,,,1363,,,,1388,,,,1538,,,1565,,,1761,,,723,,,,762,,,,767,,,,73,,,93,,,83,,,44,,,50,,,49,,,0.303,0.295,0.341,103,117,104,11.1,,59113,,11.3,,59799,,79.7,,63938,,76.1,,63235,,140.3,,104916,,138.3,,107170,,14.5,,14.1,,36,,,39,,,34,,,,,19202,,,,20188,
B. K-8 / 0 - 400,1. State average - Operating Type K-8,14405,,14851,,15901,,8858,,,9128,,,9685,,,8338,,,,8584,,,,9109,,,,338,,,325,,,348,,,181,,,219,,,229,,,2219,,,2318,,,2533,,,1875,,,,1961,,,,2119,,,,1583,,,1628,,,1702,,,1278,,,,1310,,,,1363,,,,1573,,,1605,,,1786,,,724,,,,755,,,,808,,,,47,,,30,,,38,,,107,,,110,,,124,,,0.298,0.302,0.34,78,102,72,11,,62670,,11.5,,63872,,71.7,,67076,,73.3,,67600,,146.1,,113504,,149.4,,115003,,15.3,,15,,39,,,42,,,39,,,,,19352,,,,20172,
B. K-8 / 0 - 400,2. State median - Operating Type K-8,14615,,15139,,16331,,8958,,,9173,,,9725,,,8361,,,,8622,,,,9130,,,,345,,,319,,,371,,,141,,,163,,,171,,,2240,,,2327,,,2577,,,1781,,,,1861,,,,2065,,,,1678,,,1721,,,1810,,,1313,,,,1339,,,,1411,,,,1586,,,1626,,,1827,,,722,,,,758,,,,824,,,,53,,,43,,,51,,,106,,,111,,,134,,,0.291,0.298,0.332,62,75,58,11,,62670,,11.5,,63872,,71.7,,67076,,73.3,,67600,,146.1,,113504,,149.4,,115003,,15.3,,15,,38,,,41,,,42,,,,,19466,,,,20495,
C. K-8 / 401 - 750,1. State average - Operating Type K-8,14405,,14851,,15901,,8858,,,9128,,,9685,,,8338,,,,8584,,,,9109,,,,338,,,325,,,348,,,181,,,219,,,229,,,2219,,,2318,,,2533,,,1875,,,,1961,,,,2119,,,,1583,,,1628,,,1702,,,1278,,,,1310,,,,1363,,,,1573,,,1605,,,1786,,,724,,,,755,,,,808,,,,47,,,30,,,38,,,107,,,110,,,124,,,0.298,0.302,0.34,78,102,72,11,,62670,,11.5,,63872,,71.7,,67076,,73.3,,67600,,146.1,,113504,,149.4,,115003,,15.3,,15,,39,,,42,,,39,,,,,19352,,,,20172,
C. K-8 / 401 - 750,2. State median - Operating Type K-8,14615,,15139,,16331,,8958,,,9173,,,9725,,,8361,,,,8622,,,,9130,,,,345,,,319,,,371,,,141,,,163,,,171,,,2240,,,2327,,,2577,,,1781,,,,1861,,,,2065,,,,1678,,,1721,,,1810,,,1313,,,,1339,,,,1411,,,,1586,,,1626,,,1827,,,722,,,,758,,,,824,,,,53,,,43,,,51,,,106,,,111,,,134,,,0.291,0.298,0.332,62,75,58,11,,62670,,11.5,,63872,,71.7,,67076,,73.3,,67600,,146.1,,113504,,149.4,,115003,,15.3,,15,,38,,,41,,,42,,,,,19466,,,,20495,
D. K-8 / 751 +,1. State average - Operating Type K-8,14405,,14851,,15901,,8858,,,9128,,,9685,,,8338,,,,8584,,,,9109,,,,338,,,325,,,348,,,181,,,219,,,229,,,2219,,,2318,,,2533,,,1875,,,,1961,,,,2119,,,,1583,,,1628,,,1702,,,1278,,,,1310,,,,1363,,,,1573,,,1605,,,1786,,,724,,,,755,,,,808,,,,47,,,30,,,38,,,107,,,110,,,124,,,0.298,0.302,0.34,78,102,72,11,,62670,,11.5,,63872,,71.7,,67076,,73.3,,67600,,146.1,,113504,,149.4,,115003,,15.3,,15,,39,,,42,,,39,,,,,19352,,,,20172,
D. K-8 / 751 +,2. State median - Operating Type K-8,14615,,15139,,16331,,8958,,,9173,,,9725,,,8361,,,,8622,,,,9130,,,,345,,,319,,,371,,,141,,,163,,,171,,,2240,,,2327,,,2577,,,1781,,,,1861,,,,2065,,,,1678,,,1721,,,1810,,,1313,,,,1339,,,,1411,,,,1586,,,1626,,,1827,,,722,,,,758,,,,824,,,,53,,,43,,,51,,,106,,,111,,,134,,,0.291,0.298,0.332,62,75,58,11,,62670,,11.5,,63872,,71.7,,67076,,73.3,,67600,,146.1,,113504,,149.4,,115003,,15.3,,15,,38,,,41,,,42,,,,,19466,,,,20495,
E. K-12 / 0 - 1800,1. State average - Operating Type K-12,14604,,14755,,15575,,8637,,,8756,,,9218,,,8147,,,,8271,,,,8679,,,,290,,,269,,,304,,,200,,,216,,,236,,,2375,,,2395,,,2538,,,2061,,,,2080,,,,2190,,,,1497,,,1516,,,1589,,,1229,,,,1251,,,,1293,,,,1744,,,1733,,,1846,,,896,,,,911,,,,945,,,,44,,,32,,,37,,,265,,,272,,,291,,,0.29,0.298,0.32,69,71,62,12.1,,65338,,12.8,,67113,,76.9,,76045,,80.7,,77744,,159.7,,122097,,164.2,,124639,,15.3,,14.9,,47,,,46,,,41,,,,,19462,,,,20219,
E. K-12 / 0 - 1800,2. State median - Operating Type K-12,14135,,14473,,15397,,8403,,,8617,,,9033,,,7957,,,,8087,,,,8489,,,,287,,,269,,,282,,,134,,,157,,,185,,,2166,,,2246,,,2396,,,1905,,,,1917,,,,2047,,,,1542,,,1562,,,1658,,,1275,,,,1296,,,,1349,,,,1560,,,1603,,,1719,,,832,,,,850,,,,882,,,,24,,,19,,,19,,,334,,,343,,,372,,,0.28,0.285,0.313,49,52,42,12.1,,65338,,12.8,,67113,,76.9,,76045,,80.7,,77744,,159.7,,122097,,164.2,,124639,,15.3,,14.9,,35,,,34,,,35,,,,,18834,,,,19385,
