GROUP,DISTNAME,csg1PP1,csg1RK1,csg1PP2,csg1RK2,csg1PP3,csg1RK3,csg2PP1,csg2RK1,csg2pct1,csg2PP2,csg2RK2,csg2pct2,csg2PP3,csg2RK3,csg2pct3,csg3PP1,csg3RK1,csg3pct1,csg3sba,csg3PP2,csg3RK2,csg3pct2,csg3sbb,csg3PP3,csg3RK3,csg3pct3,csg3sbc,csg4PP1,csg4RK1,csg4pct1,csg4PP2,csg4RK2,csg4pct2,csg4PP3,csg4RK3,csg4pct3,csg5PP1,csg5RK1,csg5pct1,csg5PP2,csg5RK2,csg5pct2,csg5PP3,csg5RK3,csg5pct3,csg6PP1,csg6RK1,csg6pct1,csg6PP2,csg6RK2,csg6pct2,csg6PP3,csg6RK3,csg6pct3,csg7PP1,csg7RK1,csg7pct1,csg7sba,csg7PP2,csg7RK2,csg7pct2,csg7sbb,csg7PP3,csg7RK3,csg7pct3,csg7sbc,csg8PP1,csg8RK1,csg8pct1,csg8PP2,csg8RK2,csg8pct2,csg8PP3,csg8RK3,csg8pct3,csg9PP1,csg9RK1,csg9pct1,csg9sba,csg9PP2,csg9RK2,csg9pct2,csg9sbb,csg9PP3,csg9RK3,csg9pct3,csg9sbc,csg10PP1,csg10RK1,csg10pct1,csg10PP2,csg10RK2,csg10pct2,csg10PP3,csg10RK3,csg10pct3,csg11PP1,csg11RK1,csg11pct1,csg11sba,csg11PP2,csg11RK2,csg11pct2,csg11sbb,csg11PP3,csg11RK3,csg11pct3,csg11sbc,csg12PP1,csg12RK1,csg12pct1,csg12PP2,csg12RK2,csg12pct2,csg12PP3,csg12RK3,csg12pct3,csg13PP1,csg13RK1,csg13pct1,csg13PP2,csg13RK2,csg13pct2,csg13PP3,csg13RK3,csg13pct3,csg14PP1,csg14PP2,csg14PP3,csg15PP1,csg15PP2,csg15PP3,csg16STRAT00,csg16RK00,csg16SALT00,csg16RKSAL00,csg16STRAT01,csg16RK01,csg16SALT01,csg16RKSAL01,csg17SSRAT00,csg17RK00,csg17SALS00,csg17RKSAL00,csg17SSRAT01,csg17RK01,csg17SALS01,csg17RKSAL01,csg18SARAT00,csg18RK00,csg18SALAM00,csg18RKSAL00,csg18SARAT01,csg18RK01,csg18SALAM01,csg18RKSAL01,csg19FARAT00,csg19RK00,csg19FARAT01,csg19RK01,csg8aPP1,csg8aRK1,csg8apct1,csg8aPP2,csg8aRK2,csg8apct2,csg8aPP3,csg8aRK3,csg8apct3,csg1aEXP1,csg1aADE1,csg1aPP1,csg1aRK1,csg1aEXP2,csg1aADE2,csg1aPP2,csg1aRK2
F. K-12 / 1801 - 3500,1. State average - Operating Type K-12,14604,,14755,,15575,,8637,,,8756,,,9218,,,8147,,,,8271,,,,8679,,,,290,,,269,,,304,,,200,,,216,,,236,,,2375,,,2395,,,2538,,,2061,,,,2080,,,,2190,,,,1497,,,1516,,,1589,,,1229,,,,1251,,,,1293,,,,1744,,,1733,,,1846,,,896,,,,911,,,,945,,,,44,,,32,,,37,,,265,,,272,,,291,,,0.29,0.298,0.32,69,71,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,46,,,41,,,,,19462,,,,20219,
F. K-12 / 1801 - 3500,2. State median - Operating Type K-12,14135,,14473,,15397,,8403,,,8617,,,9033,,,7957,,,,8087,,,,8489,,,,287,,,269,,,282,,,134,,,157,,,185,,,2166,,,2246,,,2396,,,1905,,,,1917,,,,2047,,,,1542,,,1562,,,1658,,,1275,,,,1296,,,,1349,,,,1560,,,1603,,,1719,,,832,,,,850,,,,882,,,,24,,,19,,,19,,,334,,,343,,,372,,,0.28,0.285,0.313,49,52,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,34,,,35,,,,,18834,,,,19385,
G. K-12 / 3501 +,1. State average - Operating Type K-12,14604,,14755,,15575,,8637,,,8756,,,9218,,,8147,,,,8271,,,,8679,,,,290,,,269,,,304,,,200,,,216,,,236,,,2375,,,2395,,,2538,,,2061,,,,2080,,,,2190,,,,1497,,,1516,,,1589,,,1229,,,,1251,,,,1293,,,,1744,,,1733,,,1846,,,896,,,,911,,,,945,,,,44,,,32,,,37,,,265,,,272,,,291,,,0.29,0.298,0.32,69,71,62,12.1,,65338,,12.8,,67113,,76.9,,76045,,80.7,,77744,,159.7,,122097,,164.2,,124639,,15.3,,14.9,,47,,,46,,,41,,,,,19462,,,,20219,
G. K-12 / 3501 +,2. State median - Operating Type K-12,14135,,14473,,15397,,8403,,,8617,,,9033,,,7957,,,,8087,,,,8489,,,,287,,,269,,,282,,,134,,,157,,,185,,,2166,,,2246,,,2396,,,1905,,,,1917,,,,2047,,,,1542,,,1562,,,1658,,,1275,,,,1296,,,,1349,,,,1560,,,1603,,,1719,,,832,,,,850,,,,882,,,,24,,,19,,,19,,,334,,,343,,,372,,,0.28,0.285,0.313,49,52,42,12.1,,65338,,12.8,,67113,,76.9,,76045,,80.7,,77744,,159.7,,122097,,164.2,,124639,,15.3,,14.9,,35,,,34,,,35,,,,,18834,,,,19385,
H. 7-12 / 9-12,1. State average - Operating Type 7-12,14480,,14828,,15728,,8271,,,8487,,,8933,,,7745,,,,7970,,,,8379,,,,303,,,301,,,289,,,223,,,216,,,265,,,2063,,,2139,,,2277,,,1807,,,,1870,,,,1946,,,,1596,,,1640,,,1705,,,1311,,,,1345,,,,1384,,,,1766,,,1762,,,1952,,,921,,,,938,,,,985,,,,74,,,70,,,109,,,677,,,700,,,740,,,0.293,0.299,0.33,209,161,171,12.2,,68510,,12.2,,70702,,81.1,,72045,,81.8,,73178,,127.7,,110449,,129.9,,115342,,12,,12.2,,36,,,38,,,34,,,,,19954,,,,20886,
H. 7-12 / 9-12,2. State median - Operating Type 7-12,15323,,15880,,16798,,8877,,,9127,,,9762,,,8273,,,,8451,,,,9130,,,,291,,,281,,,299,,,249,,,207,,,280,,,2129,,,2196,,,2324,,,1819,,,,1865,,,,1966,,,,1688,,,1645,,,1799,,,1276,,,,1292,,,,1368,,,,1774,,,1756,,,1910,,,884,,,,918,,,,986,,,,80,,,77,,,109,,,719,,,743,,,795,,,0.276,0.283,0.296,194,94,105,12.2,,68510,,12.2,,70702,,81.1,,72045,,81.8,,73178,,127.7,,110449,,129.9,,115342,,12,,12.2,,27,,,21,,,28,,,,,20056,,,,21883,
H. 7-12 / 9-12,3. State average - Operating Type 9-12,15495,,15875,,17135,,8785,,,9037,,,9562,,,8225,,,,8448,,,,8873,,,,337,,,357,,,394,,,224,,,231,,,295,,,2331,,,2389,,,2688,,,2048,,,,2090,,,,2301,,,,1574,,,1606,,,1703,,,1269,,,,1277,,,,1336,,,,1871,,,1883,,,2138,,,929,,,,936,,,,1022,,,,22,,,39,,,50,,,869,,,887,,,963,,,0.268,0.271,0.3,151,134,96,12.3,,73272,,12.3,,75243,,80.8,,79789,,78.5,,80897,,121.7,,126431,,119.9,,126790,,11.4,,11.3,,45,,,51,,,43,,,,,21396,,,,22239,
H. 7-12 / 9-12,4. State median - Operating Type 9-12,15713,,16167,,17750,,8587,,,8909,,,9614,,,8191,,,,8475,,,,9111,,,,300,,,372,,,338,,,168,,,179,,,236,,,2432,,,2486,,,2739,,,2060,,,,2156,,,,2315,,,,1687,,,1763,,,1744,,,1338,,,,1392,,,,1350,,,,1899,,,1898,,,2095,,,886,,,,939,,,,1030,,,,20,,,18,,,16,,,988,,,1044,,,1034,,,0.272,0.271,0.294,117,116,75,12.3,,73272,,12.3,,75243,,80.8,,79789,,78.5,,80897,,121.7,,126431,,119.9,,126790,,11.4,,11.3,,46,,,46,,,44,,,,,22223,,,,23267,
I. CSSD,1. State average -  Operating Type CSSD,53380,,55433,,61535,,30916,,,32335,,,35542,,,28891,,,,30046,,,,32827,,,,561,,,520,,,771,,,1464,,,1770,,,1944,,,11171,,,11295,,,12735,,,9834,,,,9864,,,,11109,,,,5455,,,5546,,,6220,,,4351,,,,4486,,,,4869,,,,5295,,,5513,,,6555,,,2349,,,,2522,,,,2808,,,,508,,,538,,,427,,,157,,,239,,,248,,,0.423,0.456,0.495,360,491,191,4.7,,70618,,4.8,,71489,,6.9,,69459,,6.9,,71599,,37.8,,107739,,37.5,,108669,,13.5,,13.3,,100,,,128,,,138,,,,,64138,,,,67061,
I. CSSD,2. State median - Operating Type CSSD,50902,,48192,,55207,,29470,,,28229,,,30078,,,27365,,,,26364,,,,28308,,,,452,,,377,,,424,,,939,,,1544,,,1458,,,9231,,,9226,,,10709,,,9014,,,,8826,,,,10147,,,,5826,,,5868,,,6684,,,4494,,,,4736,,,,5166,,,,4482,,,4660,,,5854,,,2315,,,,2407,,,,2808,,,,505,,,501,,,546,,,173,,,150,,,187,,,0.39,0.416,0.462,280,231,163,4.7,,70618,,4.8,,71489,,6.9,,69459,,6.9,,71599,,37.8,,107739,,37.5,,108669,,13.5,,13.3,,101,,,108,,,131,,,,,59936,,,,57946,
J. VOC,1. State average - Operating Type VOC,16860,,16832,,17755,,8815,,,8848,,,9177,,,7969,,,,7979,,,,8205,,,,509,,,506,,,570,,,337,,,363,,,402,,,2108,,,2100,,,2236,,,1906,,,,1928,,,,2009,,,,2589,,,2606,,,2726,,,1936,,,,1934,,,,2016,,,,2824,,,2731,,,3026,,,1236,,,,1219,,,,1305,,,,62,,,93,,,51,,,486,,,497,,,521,,,0.292,0.303,0.342,183,171,151,13.1,,65854,,13.3,,67585,,81.5,,71130,,83.3,,72037,,123.2,,120350,,123.8,,124637,,10.9,,10.8,,49,,,53,,,51,,,,,22319,,,,22719,
J. VOC,2. State median - Operating Type VOC,16266,,16156,,17566,,8418,,,8408,,,8824,,,7623,,,,7805,,,,8076,,,,483,,,484,,,689,,,205,,,232,,,302,,,1995,,,2035,,,1999,,,1875,,,,1903,,,,1834,,,,2730,,,2832,,,2644,,,1961,,,,1897,,,,1954,,,,2643,,,2538,,,2937,,,1184,,,,1212,,,,1342,,,,39,,,33,,,31,,,390,,,370,,,415,,,0.308,0.315,0.351,179,92,109,13.1,,65854,,13.3,,67585,,81.5,,71130,,83.3,,72037,,123.2,,120350,,123.8,,124637,,10.9,,10.8,,58,,,53,,,43,,,,,21481,,,,22690,
K. CHARTER,1. State average-Operating Type CHARTER,14117,,14080,,11805,,7096,,,7138,,,7626,,,6072,,,,6110,,,,6296,,,,582,,,454,,,538,,,444,,,580,,,792,,,1429,,,1000,,,1952,,,940,,,,788,,,,1130,,,,3602,,,3726,,,2703,,,2092,,,,2097,,,,1687,,,,2560,,,2705,,,1681,,,863,,,,847,,,,,,,,161,,,120,,,,,,101,,,107,,,,,,0.199,0.211,0.227,226,156,177,14.8,,52800,,13,,54121,,197.2,,59410,,154.7,,60113,,142.8,,90000,,112.8,,93250,,10.4,,9.4,,65,,,110,,,74,,,,,17230,,,,17388,
K. CHARTER,2. State median-Operating Type CHARTER,13610,,13604,,11338,,6919,,,6956,,,7332,,,5895,,,,6048,,,,6223,,,,427,,,335,,,349,,,347,,,376,,,361,,,1379,,,840,,,1802,,,800,,,,786,,,,1114,,,,3154,,,3423,,,2659,,,2019,,,,2087,,,,1708,,,,2312,,,2245,,,1553,,,619,,,,535,,,,,,,,123,,,132,,,,,,107,,,74,,,,,,0.202,0.199,0.232,133,118,101,14.8,,52800,,13,,54121,,197.2,,59410,,154.7,,60113,,142.8,,90000,,112.8,,93250,,10.4,,9.4,,59,,,66,,,58,,,,,16579,,,,17069,
L. ALL,5. State average - All operating types,14736,,14940,,15714,,8684,,,8826,,,9296,,,8161,,,,8297,,,,8701,,,,314,,,296,,,330,,,210,,,234,,,264,,,2349,,,2376,,,2536,,,2030,,,,2058,,,,2158,,,,1603,,,1640,,,1688,,,1284,,,,1310,,,,1344,,,,1776,,,1781,,,1884,,,882,,,,898,,,,942,,,,56,,,48,,,46,,,282,,,289,,,311,,,0.29,0.297,0.323,84,85,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,47,,,42,,,,,19642,,,,20385,
L. ALL,6. State median - All operating types,14490,,14813,,15552,,8510,,,8743,,,9205,,,7980,,,,8165,,,,8587,,,,321,,,304,,,335,,,171,,,188,,,210,,,2194,,,2260,,,2430,,,1818,,,,1868,,,,1968,,,,1679,,,1730,,,1791,,,1335,,,,1366,,,,1405,,,,1667,,,1691,,,1803,,,794,,,,806,,,,882,,,,54,,,56,,,46,,,209,,,213,,,233,,,0.279,0.287,0.319,71,72,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,39,,,39,,,,,19064,,,,19768,
