GROUP,CONAME,DIST,DISTNAME,FARAT0019,RK0019,FARAT0119,RK0119
C. K-8 / 401 - 750,CAMDEN,2890,MAGNOLIA BORO,13.7,38|66,12.9,47|66
C. K-8 / 401 - 750,CAMDEN,3420,MOUNT EPHRAIM BORO,13,43|66,13.2,44|66
C. K-8 / 401 - 750,CAMDEN,4790,SOMERDALE BORO,17.3,15|66,17.7,12|66
C. K-8 / 401 - 750,CAPE MAY,1080,DENNIS TWP,18.3,10|66,15.1,27|66
C. K-8 / 401 - 750,CUMBERLAND,950,COMMERCIAL TWP,18.9,7|66,14.2,33|66
C. K-8 / 401 - 750,CUMBERLAND,1460,FAIRFIELD TWP,17.9,12|66,25.5,3|66
C. K-8 / 401 - 750,CUMBERLAND,2270,HOPEWELL TWP,10.4,63|66,16.3,17|66
C. K-8 / 401 - 750,CUMBERLAND,2570,LAWRENCE TWP,15.1,32|66,9.3,62|66
C. K-8 / 401 - 750,CUMBERLAND,3050,MAURICE RIVER TWP,10.8,62|66,8.3,63|66
C. K-8 / 401 - 750,GLOUCESTER,1830,GREENWICH TWP,15.6,27|66,16,19|66
C. K-8 / 401 - 750,HUNTERDON,20,ALEXANDRIA TWP,12.6,48|66,11.3,55|66
C. K-8 / 401 - 750,HUNTERDON,2220,HOLLAND TWP,17.9,12|66,20,7|66
C. K-8 / 401 - 750,HUNTERDON,2600,LEBANON TWP,12.4,51|66,14.8,32|66
C. K-8 / 401 - 750,HUNTERDON,5180,TEWKSBURY TWP,18,11|66,23.7,5|66
C. K-8 / 401 - 750,HUNTERDON,5270,UNION TWP,19.6,6|66,19.1,10|66
C. K-8 / 401 - 750,MIDDLESEX,970,CRANBURY TWP,10,66|66,10.5,57|66
C. K-8 / 401 - 750,MIDDLESEX,2370,JAMESBURG BORO,12.5,49|66,10.4,59|66
C. K-8 / 401 - 750,MIDDLESEX,3220,MILLTOWN BORO,11.3,60|66,10.5,57|66
C. K-8 / 401 - 750,MONMOUTH,270,BELMAR BORO,12.3,52|66,14.9,31|66
C. K-8 / 401 - 750,MONMOUTH,560,BRIELLE BORO,18.7,9|66,18.6,11|66
C. K-8 / 401 - 750,MONMOUTH,3830,OCEANPORT BORO,20.7,5|66,17.2,13|66
C. K-8 / 401 - 750,MONMOUTH,4770,SHREWSBURY BORO,10.9,61|66,13.6,38|66
C. K-8 / 401 - 750,MONMOUTH,5230,UNION BEACH,13.5,39|66,,N.R.
C. K-8 / 401 - 750,MONMOUTH,5640,WEST LONG BRANCH BORO,22,4|66,17,15|66
C. K-8 / 401 - 750,MORRIS,460,BOONTON TWP,14.4,34|66,13.9,34|66
C. K-8 / 401 - 750,MORRIS,3090,MENDHAM BORO,10.3,64|66,15.6,24|66
C. K-8 / 401 - 750,MORRIS,3100,MENDHAM TWP,16.2,20|66,17.2,13|66
C. K-8 / 401 - 750,MORRIS,3380,MORRIS PLAINS BORO,11.6,57|66,13.7,36|66
C. K-8 / 401 - 750,MORRIS,4480,ROCKAWAY BORO,13.3,42|66,,N.R.
C. K-8 / 401 - 750,PASSAIC,420,BLOOMINGDALE BORO,11.5,58|66,11.8,52|66
C. K-8 / 401 - 750,PASSAIC,3640,NORTH HALEDON BORO,15.7,24|66,29.7,1|66
C. K-8 / 401 - 750,SOMERSET,240,BEDMINSTER TWP,14.5,33|66,13.3,42|66
C. K-8 / 401 - 750,SOMERSET,4850,SOUTH BOUND BROOK,12.7,47|66,13.1,45|66
C. K-8 / 401 - 750,SOMERSET,5540,WATCHUNG BORO,22.1,3|66,11.9,50|66
C. K-8 / 401 - 750,SUSSEX,90,ANDOVER REG,10.1,65|66,10.2,60|66
C. K-8 / 401 - 750,SUSSEX,1560,FRANKFORD TWP,16.6,18|66,16.6,16|66
C. K-8 / 401 - 750,SUSSEX,1570,FRANKLIN BORO,13.5,39|66,,N.R.
C. K-8 / 401 - 750,SUSSEX,1800,GREEN TWP,15.3,30|66,15.7,22|66
C. K-8 / 401 - 750,SUSSEX,2030,HARDYSTON TWP,23.8,2|66,24.1,4|66
C. K-8 / 401 - 750,UNION,3470,MOUNTAINSIDE BORO,16.1,21|66,15.9,21|66
C. K-8 / 401 - 750,WARREN,30,ALLAMUCHY TWP,15.7,24|66,22.7,6|66
C. K-8 / 401 - 750,WARREN,1785,GREAT MEADOWS REGIONAL,16.8,16|66,20,7|66
C. K-8 / 401 - 750,WARREN,1840,GREENWICH TWP,27.7,N.A.,26.5,2|66
D. K-8 / 751 +,,,K-8 Average,15.3,,15,
D. K-8 / 751 +,,,STATEWIDE,14.6,,14.2,
D. K-8 / 751 +,ATLANTIC,10,ABSECON CITY,18.3,19|79,19.9,8|77
D. K-8 / 751 +,ATLANTIC,1690,GALLOWAY TWP,18.5,18|79,19.2,11|77
D. K-8 / 751 +,ATLANTIC,1940,HAMILTON TWP,20.3,7|79,20.1,6|77
D. K-8 / 751 +,ATLANTIC,2680,LINWOOD CITY,17.1,29|79,20.1,6|77
D. K-8 / 751 +,ATLANTIC,3720,NORTHFIELD CITY,17.2,27|79,18.4,14|77
D. K-8 / 751 +,ATLANTIC,4800,SOMERS POINT CITY,16.8,34|79,16.7,31|77
D. K-8 / 751 +,BERGEN,40,ALLENDALE BORO,16.9,31|79,14.2,55|77
D. K-8 / 751 +,BERGEN,930,CLOSTER BORO,12.6,70|79,6.4,77|77
D. K-8 / 751 +,BERGEN,1230,EAST RUTHERFORD BORO,19.2,13|79,15.2,45|77
D. K-8 / 751 +,BERGEN,1470,FAIRVIEW BORO,14.2,58|79,14,58|77
D. K-8 / 751 +,BERGEN,1580,FRANKLIN LAKES BORO,19.7,11|79,19.8,9|77
D. K-8 / 751 +,BERGEN,2180,HILLSDALE BORO,14.8,53|79,16.8,28|77
D. K-8 / 751 +,BERGEN,2710,LITTLE FERRY BORO,14.2,58|79,16.3,35|77
D. K-8 / 751 +,BERGEN,3060,MAYWOOD BORO,15.7,42|79,17.6,20|77
D. K-8 / 751 +,BERGEN,3330,MONTVALE BORO,13,65|79,8.2,76|77
D. K-8 / 751 +,BERGEN,3760,OAKLAND BORO,13,65|79,14.8,51|77
D. K-8 / 751 +,BERGEN,4430,RIVER VALE TWP,17.3,25|79,17.5,22|77
D. K-8 / 751 +,BERGEN,5330,UPPER SADDLE RIVER BORO,12.9,68|79,13.1,64|77
D. K-8 / 751 +,BERGEN,5880,WOODCLIFF LAKE BORO,12.2,73|79,14.9,48|77
D. K-8 / 751 +,BERGEN,5920,WYCKOFF TWP,18.6,16|79,18.4,14|77
D. K-8 / 751 +,BURLINGTON,1280,EDGEWATER PARK TWP,15.9,37|79,12.9,66|77
D. K-8 / 751 +,BURLINGTON,1420,EVESHAM TWP,19.5,12|79,19.7,10|77
D. K-8 / 751 +,BURLINGTON,2850,LUMBERTON TWP,15.3,48|79,14.9,48|77
D. K-8 / 751 +,BURLINGTON,3080,MEDFORD TWP,19.8,9|79,17.6,20|77
D. K-8 / 751 +,BURLINGTON,3430,MOUNT HOLLY TWP,13.6,63|79,13.5,62|77
D. K-8 / 751 +,BURLINGTON,3440,MOUNT LAUREL TWP,20,8|79,17.3,23|77
D. K-8 / 751 +,BURLINGTON,4740,SHAMONG TWP,15.3,48|79,13.1,64|77
D. K-8 / 751 +,BURLINGTON,5720,WESTAMPTON,16.7,35|79,17.2,26|77
D. K-8 / 751 +,CAMDEN,260,BELLMAWR BORO,12.4,72|79,9.6,75|77
D. K-8 / 751 +,CAMDEN,330,BERLIN BORO,13.8,62|79,14.1,56|77
D. K-8 / 751 +,CAMDEN,1780,GLOUCESTER TWP,18.7,14|79,17.7,18|77
D. K-8 / 751 +,CAMDEN,4590,RUNNEMEDE BORO,14.4,56|79,14,58|77
D. K-8 / 751 +,CAMDEN,5080,STRATFORD BORO,15.5,44|79,14.4,54|77
D. K-8 / 751 +,CAMDEN,5400,VOORHEES TWP,15.8,39|79,15.9,39|77
D. K-8 / 751 +,CAPE MAY,5340,UPPER TWP,17.3,25|79,17.7,18|77
D. K-8 / 751 +,CUMBERLAND,5300,UPPER DEERFIELD TWP,15.8,39|79,15.9,39|77
D. K-8 / 751 +,GLOUCESTER,2750,LOGAN TWP,13.3,64|79,16.4,34|77
D. K-8 / 751 +,HUDSON,1850,GUTTENBERG TOWN,11.8,74|79,11.3,69|77
D. K-8 / 751 +,HUNTERDON,920,CLINTON TWP,15.5,44|79,15.1,46|77
D. K-8 / 751 +,HUNTERDON,1510,FLEMINGTON-RARITAN REG,17.5,21|79,15.4,44|77
D. K-8 / 751 +,HUNTERDON,4350,READINGTON TWP,17.2,27|79,16.9,27|77
D. K-8 / 751 +,MONMOUTH,945,COLTS NECK TWP,15.2,50|79,14.9,48|77
D. K-8 / 751 +,MONMOUTH,1260,EATONTOWN BORO,15.4,46|79,10,73|77
D. K-8 / 751 +,MONMOUTH,1440,FAIR HAVEN BORO,14.2,58|79,13.7,61|77
D. K-8 / 751 +,MONMOUTH,1640,FREEHOLD BORO,12.8,69|79,15.1,46|77
D. K-8 / 751 +,MONMOUTH,1660,FREEHOLD TWP,17.5,21|79,16.5,33|77
D. K-8 / 751 +,MONMOUTH,2290,HOWELL TWP,16.9,31|79,16.2,37|77
D. K-8 / 751 +,MONMOUTH,2720,LITTLE SILVER BORO,12.5,71|79,13.3,63|77
D. K-8 / 751 +,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,16.9,31|79,16.8,28|77
D. K-8 / 751 +,MONMOUTH,3030,MARLBORO TWP,18.6,16|79,18.5,13|77
D. K-8 / 751 +,MONMOUTH,3200,MILLSTONE TWP,10.5,77|79,11.2,70|77
D. K-8 / 751 +,MONMOUTH,4360,RED BANK BORO,11.6,75|79,11.7,68|77
D. K-8 / 751 +,MONMOUTH,4570,RUMSON BORO,18.2,20|79,15.9,39|77
D. K-8 / 751 +,MONMOUTH,5185,TINTON FALLS,17.5,21|79,18.6,12|77
D. K-8 / 751 +,MORRIS,820,CHESTER TWP,21.4,6|79,18.3,16|77
D. K-8 / 751 +,MORRIS,1090,DENVILLE TWP,14.7,54|79,16.3,35|77
D. K-8 / 751 +,MORRIS,1190,EAST HANOVER TWP,14.4,56|79,9.8,74|77
D. K-8 / 751 +,MORRIS,1530,FLORHAM PARK BORO,15.7,42|79,13.9,60|77
D. K-8 / 751 +,MORRIS,2000,HANOVER TWP,15.2,50|79,17.3,23|77
D. K-8 / 751 +,MORRIS,2650,LINCOLN PARK BORO,15,52|79,15.5,43|77
D. K-8 / 751 +,MORRIS,4000,LONG HILL TWP,15.4,46|79,11.9,67|77
D. K-8 / 751 +,MORRIS,4490,ROCKAWAY TWP,22,5|79,22.5,3|77
D. K-8 / 751 +,MORRIS,5520,WASHINGTON TWP,22.2,4|79,21.8,4|77
D. K-8 / 751 +,MORRIS,5770,WHARTON BORO,25,2|79,27.4,1|77
D. K-8 / 751 +,PASSAIC,1920,HALEDON BORO,25.1,1|79,20.2,5|77
D. K-8 / 751 +,PASSAIC,2700,LITTLE FALLS TWP,19.8,9|79,16.7,31|77
D. K-8 / 751 +,PASSAIC,4270,PROSPECT PARK BORO,15.9,37|79,14.6,52|77
D. K-8 / 751 +,PASSAIC,4400,RINGWOOD BORO,14.5,55|79,14.1,56|77
D. K-8 / 751 +,PASSAIC,5200,TOTOWA BORO,10.7,76|79,10.6,71|77
D. K-8 / 751 +,PASSAIC,5440,WANAQUE BORO,17.5,21|79,17.3,23|77
D. K-8 / 751 +,PASSAIC,5690,WOODLAND PARK,13,65|79,10.3,72|77
D. K-8 / 751 +,SOMERSET,510,BRANCHBURG TWP,22.8,3|79,17.8,17|77
D. K-8 / 751 +,SOMERSET,1810,GREEN BROOK TWP,15.8,39|79,16.8,28|77
D. K-8 / 751 +,SOMERSET,5470,WARREN TWP,18.7,14|79,15.8,42|77
D. K-8 / 751 +,SUSSEX,640,BYRAM TWP,16.3,36|79,16.1,38|77
D. K-8 / 751 +,SUSSEX,5100,SUSSEX-WANTAGE REGIONAL,17,30|79,22.8,2|77
D. K-8 / 751 +,WARREN,2790,LOPATCONG TWP,14.1,61|79,14.5,53|77
E. K-12 / 0 - 1800,,,K-12 Average,15.3,,14.9,
E. K-12 / 0 - 1800,,,STATEWIDE,14.6,,14.2,
E. K-12 / 0 - 1800,BERGEN,440,BOGOTA BORO,14.3,14|49,12.8,25|49
E. K-12 / 0 - 1800,BERGEN,1360,EMERSON BORO,10.6,43|49,12.3,31|49
E. K-12 / 0 - 1800,BERGEN,3170,MIDLAND PARK BORO,11.8,34|49,11.6,36|49
E. K-12 / 0 - 1800,BERGEN,3600,NORTH ARLINGTON BORO,11.2,39|49,7.9,48|49
