GROUP,CONAME,DIST,DISTNAME,PP11,RK11,PP21,RK21,PP31,RK31,E11,E21,E31,ABBOTT
K. CHARTER,HUDSON,6184,GREAT FUTURES CHARTER SCH,9448,4|88,11111,12|92,11189,42|91,123,237,298,
K. CHARTER,HUDSON,6420,ELYSIAN CHARTER SCHOOL,14111,50|88,13354,41|92,12539,63|91,290,288,288,
K. CHARTER,HUDSON,6720,HOBOKEN CHARTER SCHOOL,14976,61|88,15233,69|92,13685,76|91,285,297,297,
K. CHARTER,HUDSON,6910,JERSEY CITY COMMUNITY CHA,10475,13|88,10262,9|92,8424,9|91,582,571,585,
K. CHARTER,HUDSON,6915,JERSEY CITY GOLDEN DOOR C,11412,18|88,11721,20|92,9996,22|91,559,503,497,
K. CHARTER,HUDSON,7115,LEARNING COMMUNITY CHARTE,10114,10|88,11088,11|92,7240,3|91,538,539,585,
K. CHARTER,HUDSON,7830,SOARING HEIGHTS,11193,16|88,11413,16|92,9978,21|91,234,236,240,
K. CHARTER,HUDSON,8060,UNIVERSITY ACADEMY CHARTE,14395,54|88,14016,52|92,11877,51|91,415,426,430,
K. CHARTER,MERCER,6017,FOUNDATION ACADEMY CHARTE,12770,34|88,13286,37|92,10208,24|91,779,884,1000,
K. CHARTER,MERCER,6025,PAUL ROBESON CHARTER SCHO,16032,70|88,15084,66|92,11407,48|91,370,372,375,
K. CHARTER,MERCER,6182,INTERNATIONAL ACADEMY OF,9374,3|88,11374,14|92,10875,34|91,352,440,570,
K. CHARTER,MERCER,6183,TRENTON STEM-TO-CIVICS CH,12600,32|88,14329,54|92,12368,60|91,100,199,299,
K. CHARTER,MERCER,6810,INTERNATIONAL CHARTER SCH,13862,47|88,12943,31|92,12108,55|91,90,90,90,
K. CHARTER,MERCER,7500,PACE CHARTER SCHOOL OF HA,12879,36|88,12119,24|92,9738,19|91,217,238,249,
K. CHARTER,MERCER,7540,PRINCETON CHARTER SCHOOL,15459,67|88,14644,60|92,13091,68|91,347,348,348,
K. CHARTER,MERCER,8140,THE VILLAGE CHARTER SCHOO,13307,41|88,13615,46|92,11066,38|91,373,359,360,
K. CHARTER,MIDDLESEX,6032,ACADEMY FOR URBAN LEADERS,12058,24|88,13052,35|92,12156,57|91,361,390,498,
K. CHARTER,MIDDLESEX,6041,HATIKVAH INTERNATIONAL CH,11921,23|88,12350,27|92,10986,36|91,299,333,383,
K. CHARTER,MIDDLESEX,6635,GREATER BRUNSWICK CHARTER,31610,85|88,13604,44|92,11239,43|91,380,387,394,
K. CHARTER,MONMOUTH,6010,ACADEMY CHARTER HIGH SCHO,16162,73|88,15861,73|92,15144,85|91,187,186,176,
K. CHARTER,MONMOUTH,6740,HOPE ACADEMY CHARTER SCHO,13054,37|88,12399,29|92,11168,41|91,204,206,207,
K. CHARTER,MONMOUTH,7720,RED BANK CHARTER SCHOOL,15129,63|88,15681,72|92,11877,51|91,193,180,199,
K. CHARTER,MORRIS,8050,UNITY CHARTER SCHOOL,14342,52|88,14658,61|92,12440,61|91,203,220,232,
K. CHARTER,PASSAIC,6021,COMMUNITY CHARTER SCHOOL,12813,35|88,13608,45|92,11338,45|91,805,892,873,
K. CHARTER,PASSAIC,6079,JOHN P. HOLLAND CHARTER S,14797,58|88,14806,62|92,11094,39|91,197,194,194,
K. CHARTER,PASSAIC,6080,PASSAIC ARTS AND SCIENCE,12284,27|88,14480,56|92,10915,35|91,501,725,835,
K. CHARTER,PASSAIC,6096,PATERSON ARTS AND SCIENCE,13150,40|88,13305,39|92,9476,15|91,398,475,540,
K. CHARTER,PASSAIC,6106,PHILIP'S ACADEMY CHARTER,,N.R.,,N.R.,,N.R.,,,0,
K. CHARTER,PASSAIC,6230,CLASSICAL ACADEMY CHARTER,8834,2|88,9587,5|92,8968,12|91,,117,120,
K. CHARTER,PASSAIC,7503,PATERSON CHARTER SCHOOL F,14627,57|88,13414,42|92,11008,37|91,1047,1062,1068,
K. CHARTER,SOMERSET,6018,CENTRAL JERSEY COLLEGE PR,14056,49|88,13014,33|92,10239,25|91,313,420,480,
K. CHARTER,SOMERSET,6081,THOMAS EDISON ENERGYSMART,10038,8|88,9789,6|92,8951,11|91,294,336,426,
K. CHARTER,SUSSEX,7850,SUSSEX COUNTY TECHNOLOGY,12599,31|88,14219,53|92,12194,58|91,222,225,225,
K. CHARTER,UNION,6033,THE BARACK OBAMA GREEN CH,14857,59|88,15222,68|92,12484,62|91,225,231,240,
K. CHARTER,UNION,6101,COLLEGE ACHIEVE CENTRAL C,,N.R.,11386,15|92,8754,10|91,,339,604,
K. CHARTER,UNION,6102,CRESTHAVEN ACADEMY CHARTE,,N.R.,,N.R.,9622,18|91,,,75,
K. CHARTER,UNION,7600,THE QUEEN CITY ACADEMY CH,12228,26|88,11485,17|92,11369,47|91,250,323,324,
K. CHARTER,UNION,8010,UNION COUNTY TEAMS CHARTE,12663,33|88,11888,22|92,11284,44|91,336,378,389,
K. CHARTER,WARREN,7727,RIDGE AND VALLEY CHARTER,12338,29|88,14529,59|92,12735,65|91,125,108,124,
