GROUP,CONAME,DIST,DISTNAME,PP12,RK12,PCT12,PP22,RK22,PCT22,PP32,RK32,PCT32
A. K-6,,,1. State average - Operating Type K-6,8400,,,8684,,,9087,,
A. K-6,,,2. State median - Operating Type K-6,9318,,,9426,,,9789,,
A. K-6,,,5. State average - All operating types,8684,,,8826,,,9296,,
A. K-6,,,6. State median - All operating types,8510,,,8743,,,9205,,
A. K-6,BERGEN,1270,EDGEWATER BORO,6118,1|56,0.574,6653,2|56,0.593,6207,1|56,0.586
A. K-6,BERGEN,3870,ORADELL BORO,7748,11|56,0.597,7769,10|56,0.596,8289,9|56,0.591
A. K-6,BERGEN,4410,RIVER EDGE BORO,8271,20|56,0.661,9234,24|56,0.701,9166,18|56,0.656
A. K-6,BERGEN,4620,SADDLE RIVER BORO,12466,53|56,0.519,12911,53|56,0.506,14521,55|56,0.489
A. K-6,BURLINGTON,200,BASS RIVER TWP,11822,51|56,0.608,12943,54|56,0.632,11023,39|56,0.621
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,6218,3|56,0.562,6346,1|56,0.569,6403,2|56,0.580
A. K-6,BURLINGTON,2960,MANSFIELD TWP,7628,10|56,0.562,7895,12|56,0.569,8498,13|56,0.566
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,9432,31|56,0.613,9300,25|56,0.608,9654,27|56,0.592
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,12084,52|56,0.656,11919,49|56,0.624,12430,51|56,0.605
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,7069,6|56,0.623,7141,6|56,0.621,7384,3|56,0.602
A. K-6,CAMDEN,5560,WATERFORD TWP,8103,17|56,0.573,8904,22|56,0.550,8417,10|56,0.497
A. K-6,CAPE MAY,710,CAPE MAY CITY,10511,43|56,0.603,9833,34|56,0.600,10010,33|56,0.599
A. K-6,CAPE MAY,2840,LOWER TWP,8089,16|56,0.599,8556,17|56,0.609,8819,15|56,0.601
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,8982,23|56,0.643,9992,37|56,0.630,10727,38|56,0.634
A. K-6,ESSEX,1400,ESSEX FELLS BORO,12656,54|56,0.652,12792,52|56,0.663,13758,53|56,0.658
A. K-6,ESSEX,1465,FAIRFIELD TWP,10243,39|56,0.650,10129,40|56,0.646,10063,34|56,0.625
A. K-6,ESSEX,3630,NORTH CALDWELL BORO,10012,38|56,0.634,9978,36|56,0.635,10502,36|56,0.613
A. K-6,ESSEX,4530,ROSELAND BORO,9842,37|56,0.629,9831,33|56,0.618,10242,35|56,0.601
A. K-6,GLOUCESTER,1180,EAST GREENWICH TWP,6671,4|56,0.632,7052,4|56,0.640,7424,4|56,0.631
A. K-6,GLOUCESTER,1330,ELK TWP,8616,22|56,0.638,8200,14|56,0.646,8834,16|56,0.630
A. K-6,GLOUCESTER,1590,FRANKLIN TWP,7236,7|56,0.615,7184,7|56,0.611,7831,7|56,0.603
A. K-6,GLOUCESTER,2070,HARRISON TWP,6920,5|56,0.651,7104,5|56,0.639,7591,6|56,0.649
A. K-6,GLOUCESTER,2990,MANTUA TWP,9286,28|56,0.649,9356,26|56,0.647,9278,21|56,0.636
A. K-6,GLOUCESTER,3490,NATIONAL PARK BORO,8564,21|56,0.635,8551,16|56,0.634,9815,29|56,0.621
