GROUP,CONAME,DIST,DISTNAME,PP3VV,STPCT01VV,LTPCT01VV,FDPCT01VV,TUPCT01VV,FBPCT01VV,OTPCT01VV,STRAT01VV,SSRAT01VV,SARAT01VV,PCTSEVV
A. K-6,GLOUCESTER,5870,WOODBURY HEIGHTS BORO,18247,0.388,0.578,0.032,0.003,0,0,10.4,49.2,225,0.1511
A. K-6,HUNTERDON,2590,LEBANON BORO,21696,0.139,0.827,0.017,0.005,0.006,0.006,7.6,62.5,50,0.0900
A. K-6,MONMOUTH,130,ATLANTIC HIGHLANDS BORO,19186,0.187,0.753,0.021,0.031,0,0.008,10.7,109,132.9,0.1254
A. K-6,MONMOUTH,2160,HIGHLANDS BORO,23990,0.246,0.646,0.035,0,0.062,0.011,9.5,50.5,91.9,0.1979
A. K-6,MONMOUTH,4520,ROOSEVELT BORO,22079,0.402,0.56,0.02,0.018,0,0,8.2,27.7,81,0.0247
A. K-6,MORRIS,3240,MINE HILL TWP,19027,0.342,0.638,0.019,0,0.001,0,11.3,144,120,0.0806
A. K-6,OCEAN,230,BEACH HAVEN BORO,33533,0.158,0.829,0.013,0,0,0,6.4,64,29.1,0.0781
A. K-6,OCEAN,320,BERKELEY TWP,17943,0.177,0.78,0.038,0.006,0,0,11.6,73.1,175.4,0.1815
A. K-6,OCEAN,1150,EAGLESWOOD TWP,20089,0.333,0.631,0.03,0.005,0,0.001,10.4,138.5,75.5,0.1788
A. K-6,OCEAN,2350,ISLAND HEIGHTS BORO,19703,0.212,0.763,0.025,0,0,0,8.2,157.3,78.7,0.0932
A. K-6,OCEAN,2690,LITTLE EGG HARBOR TWP,20262,0.56,0.408,0.03,0,0,0.002,10.7,74.9,142.9,0.1476
A. K-6,OCEAN,2760,LONG BEACH ISLAND,32913,0.206,0.758,0.022,0.014,0,0,7.8,58,89.2,0.1336
A. K-6,OCEAN,3800,OCEAN GATE BORO,22761,0.455,0.517,0.028,0,0,0,8.8,87.5,70,0.1714
A. K-6,OCEAN,3820,OCEAN TWP,20614,0.429,0.544,0.021,0.007,0,0,9.9,51.8,132.8,0.1409
A. K-6,OCEAN,4710,SEASIDE HEIGHTS BORO,22373,0.285,0.524,0.076,0,0,0.115,9.1,37.8,146,0.1918
A. K-6,OCEAN,5020,STAFFORD TWP,20276,0.331,0.643,0.022,0.004,0,0,12,84.4,182.8,0.1778
A. K-6,OCEAN,5220,TUCKERTON BORO,18452,0.484,0.482,0.028,0.006,0,0,10.3,77.7,121.3,0.1629
A. K-6,SUSSEX,1630,FREDON TWP,21494,0.179,0.814,0.008,0,0,0,10.6,145,116,0.1034
A. K-6,SUSSEX,1980,HAMPTON TWP,24321,0.277,0.702,0.021,0,0,0,8.1,64.9,116.8,0.1199
A. K-6,SUSSEX,4650,SANDYSTON-WALPACK TWP,22863,0.239,0.625,0.136,0,0,0,9,146,146,0.1575
A. K-6,SUSSEX,5040,STILLWATER TWP,21311,0.369,0.585,0.022,0.024,0,0,9.5,80.8,80.8,0.1703
A. K-6,WARREN,400,BLAIRSTOWN TWP,18650,0.299,0.664,0.031,0.006,0,0,9.2,48.1,109.5,0.1598
A. K-6,WARREN,1620,FRANKLIN TWP,24770,0.262,0.668,0.019,0.007,0.044,0,8.6,80,77.3,0.0948
A. K-6,WARREN,1670,FRELINGHUYSEN TWP,18290,0.308,0.671,0.021,0,0,0,11.4,72.3,79.5,0.1761
A. K-6,WARREN,2470,KNOWLTON TWP,22544,0.392,0.571,0.028,0.01,0,0,7.7,47.4,64.2,0.1558
A. K-6,WARREN,2970,MANSFIELD TWP,16499,0.451,0.495,0.03,0.005,0.008,0.011,11,95.9,206.3,0.1076
A. K-6,WARREN,5480,WASHINGTON BORO,15817,0.43,0.533,0.033,0.004,0,0,10.7,90.3,169.5,0.1543
A. K-6,WARREN,5530,WASHINGTON TWP,20586,0.377,0.6,0.023,0,0,0,9.2,65.1,119.3,0.1929
B. K-8 / 0 - 400,ATLANTIC,1410,ESTELL MANOR CITY,21206,0.504,0.475,0.02,0.001,0,0,12.8,71.8,76.9,0.0925
B. K-8 / 0 - 400,ATLANTIC,3020,MARGATE CITY,32129,0.16,0.772,0.015,0.053,0,0,7.8,50,80,0.1100
B. K-8 / 0 - 400,ATLANTIC,4240,PORT REPUBLIC CITY,17327,0.414,0.562,0.024,0,0,0,10.1,82,246,0.1057
B. K-8 / 0 - 400,ATLANTIC,5760,WEYMOUTH TWP,21602,0.542,0.421,0.028,0.001,0,0.008,8.9,66.8,56.3,0.1479
B. K-8 / 0 - 400,BERGEN,80,ALPINE BORO,30765,0.098,0.89,0.012,0,0,0,6.7,50.7,33.8,0.1184
B. K-8 / 0 - 400,BERGEN,3350,MOONACHIE BORO,21756,0.118,0.846,0.023,0.013,0,0,10.3,302,100.7,0.1424
B. K-8 / 0 - 400,BERGEN,4870,SOUTH HACKENSACK TWP,25854,0.113,0.871,0.015,0.001,0,0,11.7,143.5,60.2,0.1025
B. K-8 / 0 - 400,BURLINGTON,380,BEVERLY CITY,21600,0.581,0.368,0.043,0.008,0,0,10.5,48.3,58,0.1345
B. K-8 / 0 - 400,BURLINGTON,1030,DELANCO TWP,19063,0.353,0.617,0.025,0.006,0,0,12.9,61.9,198,0.1187
B. K-8 / 0 - 400,BURLINGTON,3540,NEW HANOVER TWP,27189,0.55,0.293,0.155,0,0,0.002,8.2,54.4,76.8,0.1146
B. K-8 / 0 - 400,BURLINGTON,4460,RIVERTON,16463,0.189,0.785,0.019,0.007,0,0,12.2,58.8,139.1,0.1144
B. K-8 / 0 - 400,BURLINGTON,5890,WOODLAND TWP,20099,0.375,0.595,0.025,0.004,0,0.001,9.9,94.4,62.9,0.1325
B. K-8 / 0 - 400,CAMDEN,580,BROOKLAWN BORO,18070,0.767,0.191,0.042,0,0,0,10.8,266.7,145.5,0.1313
B. K-8 / 0 - 400,CAMDEN,1720,GIBBSBORO BORO,20519,0.39,0.567,0.021,0.022,0,0,9.4,70.6,133.7,0.1102
B. K-8 / 0 - 400,CAMDEN,2560,LAWNSIDE BORO,20966,0.501,0.472,0.027,0,0,0,10.5,104.7,44.9,0.1242
B. K-8 / 0 - 400,CAMDEN,3110,MERCHANTVILLE BORO,18364,0.378,0.571,0.029,0.001,0,0.021,13.2,103.8,332,0.1349
B. K-8 / 0 - 400,CAMDEN,5900,WOODLYNNE BORO,16639,0.72,0.211,0.055,0,0,0.014,31.3,376,188,0.1676
B. K-8 / 0 - 400,CAPE MAY,170,AVALON BORO,60207,0.12,0.656,0.007,0.097,0,0.12,3.6,18.8,13.6,0.1633
B. K-8 / 0 - 400,CAPE MAY,3680,NORTH WILDWOOD CITY,29420,0.188,0.694,0.037,0.081,0,0,7.1,47.8,67.5,0.1667
B. K-8 / 0 - 400,CAPE MAY,5060,STONE HARBOR BORO,38451,0.105,0.738,0.009,0.148,0,0,6.5,188.9,22.7,0.0294
B. K-8 / 0 - 400,CAPE MAY,5800,WILDWOOD CREST BORO,26627,0.172,0.804,0.023,0,0,0.001,8.6,62.3,78.8,0.1418
B. K-8 / 0 - 400,CAPE MAY,5840,WOODBINE BORO,23113,0.66,0.278,0.045,0.003,0,0.014,9.6,358.3,67.2,0.2047
B. K-8 / 0 - 400,CUMBERLAND,1020,DEERFIELD TWP,18962,0.531,0.42,0.041,0.008,0,0,11.6,61.3,108.3,0.0985
B. K-8 / 0 - 400,CUMBERLAND,1120,DOWNE TWP,20645,0.588,0.3,0.037,0.001,0.074,0,10.6,180,180,0.1500
B. K-8 / 0 - 400,CUMBERLAND,1820,GREENWICH TWP,23843,0.373,0.556,0.048,0.001,0.023,0,3.2,60,30,0.0667
B. K-8 / 0 - 400,CUMBERLAND,5070,STOW CREEK TWP,19325,0.47,0.49,0.034,0.006,0,0,6.1,56,56,0.0714
B. K-8 / 0 - 400,HUDSON,1200,EAST NEWARK BORO,14769,0.646,0.252,0.063,0,0.039,0,14.4,72.3,77.4,0.0849
B. K-8 / 0 - 400,HUNTERDON,370,BETHLEHEM TWP,38495,0.186,0.5,0.01,0.002,0,0.302,7.8,57.9,86.2,0.1418
B. K-8 / 0 - 400,HUNTERDON,430,BLOOMSBURY BORO,19206,0.479,0.497,0.022,0.002,0,0,7.6,60,120,0.1250
B. K-8 / 0 - 400,HUNTERDON,670,CALIFON BORO,26451,0.201,0.775,0.016,0.008,0,0,7,100.9,51.4,0.1982
B. K-8 / 0 - 400,HUNTERDON,910,CLINTON-GLEN GARDNER,21014,0.259,0.72,0.018,0.002,0.001,0,7.7,36.6,107.3,0.1335
B. K-8 / 0 - 400,HUNTERDON,1040,DELAWARE TWP,25806,0.23,0.75,0.015,0.006,0,0,9.1,77.3,111.7,0.1468
B. K-8 / 0 - 400,HUNTERDON,1160,EAST AMWELL TWP,24629,0.19,0.704,0.017,0.028,0.012,0.049,9.8,51.4,108.4,0.1433
B. K-8 / 0 - 400,HUNTERDON,1600,FRANKLIN TWP,23729,0.176,0.801,0.015,0,0.003,0.005,10.4,88.5,100.3,0.0864
B. K-8 / 0 - 400,HUNTERDON,1680,FRENCHTOWN BORO,22482,0.325,0.566,0.023,0.023,0.049,0.014,8.4,56,140,0.1643
B. K-8 / 0 - 400,HUNTERDON,1970,HAMPTON BORO,28410,0.411,0.536,0.026,0.022,0,0.005,6.8,64.2,40.7,0.1967
B. K-8 / 0 - 400,HUNTERDON,2140,HIGH BRIDGE BORO,22785,0.293,0.674,0.017,0.017,0,0,9.6,54,85.9,0.1746
B. K-8 / 0 - 400,HUNTERDON,2450,KINGWOOD TWP,23010,0.264,0.671,0.017,0.007,0.013,0.028,9.9,71.5,107.2,0.1137
B. K-8 / 0 - 400,HUNTERDON,3180,MILFORD BORO,25629,0.221,0.745,0.019,0.015,0,0,7.6,0,73.6,0.0737
B. K-8 / 0 - 400,MONMOUTH,180,AVON BORO,21626,0.112,0.71,0.01,0.026,0.142,0,9.5,55.5,52.5,0.0272
B. K-8 / 0 - 400,MONMOUTH,500,BRADLEY BEACH BORO,21055,0.233,0.715,0.045,0.007,0,0,9.4,80.3,84.9,0.1582
B. K-8 / 0 - 400,MONMOUTH,1000,DEAL BORO,26080,0.538,0.445,0.017,0,0,0,10.6,155.7,75,0.0545
B. K-8 / 0 - 400,MONMOUTH,1490,FARMINGDALE BORO,17358,0.383,0.581,0.027,0.009,0,0,8,158.1,83,0.2169
B. K-8 / 0 - 400,MONMOUTH,3250,MONMOUTH BEACH BORO,22237,0.157,0.823,0.02,0,0,0,10.8,71.1,126.7,0.1193
B. K-8 / 0 - 400,MONMOUTH,3500,NEPTUNE CITY,17582,0.288,0.656,0.028,0.001,0.028,0,10.9,100.8,145.2,0.2011
B. K-8 / 0 - 400,MONMOUTH,4690,SEA GIRT BORO,23975,0.111,0.861,0.013,0.015,0,0,7.2,153,61.2,0.0719
B. K-8 / 0 - 400,MONMOUTH,4980,SPRING LAKE BORO,27279,0.139,0.833,0,0.013,0.015,0,7.8,49.3,103.5,0.0966
B. K-8 / 0 - 400,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,19166,0.124,0.844,0.016,0.016,0,0,9.6,63.3,247.1,0.0925
B. K-8 / 0 - 400,MORRIS,2010,HARDING TOWNSHIP,26931,0.105,0.877,0.01,0.009,0,0,8,40.9,116.5,0.1320
B. K-8 / 0 - 400,MORRIS,3410,MOUNT ARLINGTON BORO,22436,0.132,0.855,0.013,0,0,0,9.9,51.5,79.8,0.1910
B. K-8 / 0 - 400,MORRIS,3520,NETCONG BORO,18466,0.356,0.609,0.032,0.003,0,0,11,57.6,96,0.1563
B. K-8 / 0 - 400,MORRIS,4440,RIVERDALE BORO,18671,0.125,0.859,0.012,0.004,0,0,11.3,71.3,114,0.1316
B. K-8 / 0 - 400,OCEAN,210,BAY HEAD BORO,23337,0.08,0.737,0.014,0.06,0,0.109,10.1,124.2,114.6,0.0470
B. K-8 / 0 - 400,OCEAN,2500,LAKEHURST BORO,20401,0.747,0.139,0.108,0.006,0,0,10.6,75.6,101.1,0.2228
B. K-8 / 0 - 400,OCEAN,2550,LAVALLETTE BORO,23126,0.128,0.813,0.019,0.039,0,0.001,8.1,82.9,74.2,0.0355
B. K-8 / 0 - 400,SALEM,60,ALLOWAY TWP,17120,0.505,0.421,0.026,0.001,0.046,0.001,12.5,97,155.9,0.1492
B. K-8 / 0 - 400,SALEM,1350,ELSINBORO TWP,22022,0.441,0.524,0.035,0,0,0,9.4,128,128,0.0547
B. K-8 / 0 - 400,SALEM,2800,LOWER ALLOWAYS CREEK,24237,0.234,0.609,0.023,0.002,0.108,0.024,7.5,162,289.3,0.1049
B. K-8 / 0 - 400,SALEM,2950,MANNINGTON TWP,17691,0.244,0.719,0.037,0,0,0,12.7,186,93,0.0914
B. K-8 / 0 - 400,SALEM,3860,OLDMANS TWP,16752,0.425,0.486,0.029,0,0.061,0,13.1,120.4,109.5,0.0692
B. K-8 / 0 - 400,SALEM,4280,QUINTON TWP,18275,0.564,0.332,0.035,0.009,0.06,0,12.5,85.5,120.3,0.0860
B. K-8 / 0 - 400,SALEM,5320,UPPER PITTSGROVE TWP,17406,0.48,0.489,0.027,0.004,0,0,9.7,112.7,338,0.1479
B. K-8 / 0 - 400,SUSSEX,1930,HAMBURG BORO,24692,0.349,0.607,0.021,0.01,0,0.013,9.2,46.3,125,0.1800
B. K-8 / 0 - 400,SUSSEX,2490,LAFAYETTE TWP,24161,0.256,0.715,0.02,0.009,0,0,9.1,76.2,120,0.1542
B. K-8 / 0 - 400,SUSSEX,3300,MONTAGUE TWP,28392,0.349,0.602,0.048,0,0,0.001,8.1,49.3,72.3,0.1751
B. K-8 / 0 - 400,SUSSEX,3840,OGDENSBURG BORO,19793,0.534,0.439,0.024,0.003,0,0,9.8,65,144.4,0.1846
B. K-8 / 0 - 400,SUSSEX,5030,STANHOPE BORO,20778,0.343,0.634,0.018,0.005,0,0,10.7,74,97.2,0.1672
B. K-8 / 0 - 400,UNION,1710,GARWOOD BORO,19062,0.144,0.834,0.016,0.006,0,0,12.8,80.9,158.3,0.1841
B. K-8 / 0 - 400,UNION,5810,WINFIELD TWP,19293,0.546,0.434,0.018,0.001,0,0.001,10.3,96.3,102.7,0.1104
B. K-8 / 0 - 400,WARREN,70,ALPHA BORO,19070,0.417,0.555,0.027,0,0,0.001,6.6,83.6,92.9,0.1292
B. K-8 / 0 - 400,WARREN,2040,HARMONY TWP,19382,0.122,0.848,0.025,0.005,0,0,9.3,81.8,230.3,0.1753
B. K-8 / 0 - 400,WARREN,2250,HOPE TWP,20966,0.263,0.712,0.019,0.005,0,0.001,9.3,86.7,78,0.0897
B. K-8 / 0 - 400,WARREN,3890,OXFORD TWP,19373,0.462,0.508,0.019,0.01,0,0.001,9.7,69.8,102.3,0.1466
B. K-8 / 0 - 400,WARREN,4200,POHATCONG TWP,21032,0.29,0.689,0.02,0.002,0,0,11.2,65.4,100.3,0.0831
B. K-8 / 0 - 400,WARREN,5780,WHITE TWP,22327,0.26,0.719,0.018,0.003,0,0,8.1,43.3,143,0.1573
C. K-8 / 401 - 750,ATLANTIC,570,BRIGANTINE CITY,26176,0.212,0.756,0.025,0,0,0.007,10,57.6,110.3,0.1042
C. K-8 / 401 - 750,ATLANTIC,1300,EGG HARBOR CITY,24389,0.626,0.254,0.095,0.016,0,0.009,11,65.8,131.5,0.1939
C. K-8 / 401 - 750,ATLANTIC,1540,FOLSOM BORO,18286,0.762,0.211,0.027,0,0,0,10.3,50,133.3,0.1325
C. K-8 / 401 - 750,ATLANTIC,3480,MULLICA TWP,17648,0.573,0.303,0.073,0.039,0,0.012,11.5,103.7,179.5,0.1202
C. K-8 / 401 - 750,ATLANTIC,5350,VENTNOR CITY,23880,0.187,0.778,0.033,0.002,0,0,10.7,75.3,125.5,0.1116
C. K-8 / 401 - 750,BERGEN,740,CARLSTADT BORO,22840,0.129,0.849,0.019,0.004,0,0,13.4,100.2,140.3,0.1230
C. K-8 / 401 - 750,BERGEN,1070,DEMAREST BORO,22779,0.134,0.852,0.011,0.002,0,0.001,10.2,54.7,133,0.1233
C. K-8 / 401 - 750,BERGEN,1380,ENGLEWOOD CLIFFS BORO,22607,0.127,0.815,0.015,0.029,0.004,0.01,10.2,72.1,109.6,0.1004
C. K-8 / 401 - 750,BERGEN,2050,HARRINGTON PARK BORO,21694,0.156,0.833,0.011,0,0,0,11.6,70.9,157.8,0.1046
C. K-8 / 401 - 750,BERGEN,2090,HAWORTH BORO,23638,0.138,0.853,0.009,0,0,0,10.6,69.8,104.8,0.1074
C. K-8 / 401 - 750,BERGEN,2200,HO HO KUS BORO,18286,0.135,0.846,0.011,0.006,0.002,0,12.1,108.2,154.3,0.0875
C. K-8 / 401 - 750,BERGEN,3730,NORTHVALE BORO,20955,0.145,0.799,0.011,0.044,0,0.001,11.6,103.6,128.8,0.1052
C. K-8 / 401 - 750,BERGEN,3740,NORWOOD BORO,19691,0.141,0.841,0.018,0,0,0,11.9,93.1,164.9,0.1040
C. K-8 / 401 - 750,BERGEN,3850,OLD TAPPAN BORO,20641,0.135,0.854,0.01,0.001,0,0,11,100.6,160,0.0653
C. K-8 / 401 - 750,BERGEN,4470,ROCHELLE PARK TWP,20764,0.141,0.837,0.017,0.005,0,0,13.6,93.2,165.7,0.1288
C. K-8 / 401 - 750,BURLINGTON,1250,EASTAMPTON TWP,20348,0.556,0.414,0.024,0.006,0,0,11.4,63.2,160.5,0.1599
C. K-8 / 401 - 750,BURLINGTON,1910,HAINESPORT TWP,17633,0.254,0.722,0.021,0.003,0,0,10.5,82,155.8,0.1477
C. K-8 / 401 - 750,BURLINGTON,3070,MEDFORD LAKES BORO,15260,0.252,0.718,0.016,0.014,0,0,12.6,104,135.3,0.1442
C. K-8 / 401 - 750,BURLINGTON,4930,SOUTHAMPTON TWP,22047,0.247,0.732,0.021,0,0,0,9.9,65,133.1,0.1574
C. K-8 / 401 - 750,BURLINGTON,5130,TABERNACLE TWP,20987,0.471,0.504,0.018,0.008,0,0,12.2,53.9,124,0.1035
C. K-8 / 401 - 750,CAMDEN,190,BARRINGTON BORO,17642,0.311,0.66,0.027,0.002,0,0,10.9,91,126.3,0.1309
C. K-8 / 401 - 750,CAMDEN,340,BERLIN TWP,21040,0.435,0.514,0.025,0.026,0,0,10.4,56.5,113,0.1652
C. K-8 / 401 - 750,CAMDEN,880,CLEMENTON BORO,19860,0.588,0.369,0.031,0.01,0.002,0,8.6,66.8,144.7,0.1475
C. K-8 / 401 - 750,CAMDEN,2890,MAGNOLIA BORO,17851,0.475,0.463,0.033,0.004,0,0.025,11.1,178.8,143,0.1772
C. K-8 / 401 - 750,CAMDEN,3420,MOUNT EPHRAIM BORO,18713,0.434,0.539,0.025,0.001,0,0.001,10.7,85.1,124,0.1636
C. K-8 / 401 - 750,CAMDEN,4790,SOMERDALE BORO,17169,0.465,0.493,0.036,0.005,0,0.001,11.1,88.4,171,0.1287
C. K-8 / 401 - 750,CAPE MAY,1080,DENNIS TWP,25357,0.449,0.525,0.022,0.005,0,0,8.7,48.8,134.3,0.2123
C. K-8 / 401 - 750,CUMBERLAND,950,COMMERCIAL TWP,18182,0.798,0.146,0.056,0,0,0,12.9,72.5,207.1,0.1707
C. K-8 / 401 - 750,CUMBERLAND,1460,FAIRFIELD TWP,18052,0.822,0.115,0.048,0.005,0,0.01,13.3,113.9,212.7,0.0768
C. K-8 / 401 - 750,CUMBERLAND,2270,HOPEWELL TWP,17163,0.486,0.404,0.036,0.017,0.057,0,12.3,109.3,114.9,0.1228
C. K-8 / 401 - 750,CUMBERLAND,2570,LAWRENCE TWP,17430,0.721,0.223,0.042,0.001,0,0.013,11.5,162,162,0.1481
C. K-8 / 401 - 750,CUMBERLAND,3050,MAURICE RIVER TWP,17030,0.642,0.324,0.034,0,0,0,12.7,152,128.6,0.1220
C. K-8 / 401 - 750,GLOUCESTER,1830,GREENWICH TWP,23508,0.177,0.784,0.028,0.01,0,0.001,10.1,53.4,132.9,0.1720
C. K-8 / 401 - 750,HUNTERDON,20,ALEXANDRIA TWP,23306,0.268,0.705,0.016,0.009,0.002,0,8.5,44,89.6,0.1343
C. K-8 / 401 - 750,HUNTERDON,2220,HOLLAND TWP,21263,0.256,0.703,0.019,0.005,0.008,0.009,8.8,62.2,138.5,0.1823
C. K-8 / 401 - 750,HUNTERDON,2600,LEBANON TWP,21049,0.266,0.662,0.013,0.02,0.038,0.001,10.3,63.4,109.8,0.1669
C. K-8 / 401 - 750,HUNTERDON,5180,TEWKSBURY TWP,25774,0.183,0.806,0.01,0.002,0,0,9.2,87.9,149.5,0.1271
C. K-8 / 401 - 750,HUNTERDON,5270,UNION TWP,25486,0.145,0.708,0.02,0.003,0.005,0.119,10.2,64.1,172.7,0.1581
C. K-8 / 401 - 750,MIDDLESEX,970,CRANBURY TWP,24653,0.094,0.839,0.009,0,0,0.058,9.1,82.4,82,0.1159
C. K-8 / 401 - 750,MIDDLESEX,2370,JAMESBURG BORO,15468,0.424,0.547,0.03,0,0,0,12.9,141.1,147.3,0.1071
C. K-8 / 401 - 750,MIDDLESEX,3220,MILLTOWN BORO,17064,0.13,0.845,0.024,0.002,0,0,11.9,88.2,119.1,0.1267
C. K-8 / 401 - 750,MONMOUTH,270,BELMAR BORO,19160,0.209,0.615,0.046,0.13,0,0,10.7,58.5,111.2,0.1871
C. K-8 / 401 - 750,MONMOUTH,560,BRIELLE BORO,17794,0.124,0.863,0.011,0.001,0,0.001,11.4,70.6,183.7,0.1416
C. K-8 / 401 - 750,MONMOUTH,3830,OCEANPORT BORO,18794,0.141,0.806,0.023,0.029,0,0.001,9.8,53.7,169.4,0.1330
C. K-8 / 401 - 750,MONMOUTH,4770,SHREWSBURY BORO,18118,0.136,0.835,0.016,0.013,0,0,11.3,50.1,100.2,0.1357
C. K-8 / 401 - 750,MONMOUTH,5230,UNION BEACH,18346,0.605,0.359,0.035,0,0,0.001,10.4,82.1,124.8,0.1362
C. K-8 / 401 - 750,MONMOUTH,5640,WEST LONG BRANCH BORO,20818,0.153,0.806,0.023,0.015,0,0.003,9.8,85.1,193,0.1451
C. K-8 / 401 - 750,MORRIS,460,BOONTON TWP,19771,0.113,0.875,0.009,0.002,0,0.001,10,82.2,129.1,0.1527
C. K-8 / 401 - 750,MORRIS,3090,MENDHAM BORO,21678,0.151,0.833,0.014,0.001,0,0.001,10.6,66.5,94.2,0.1097
C. K-8 / 401 - 750,MORRIS,3100,MENDHAM TWP,27154,0.146,0.84,0.011,0.003,0,0,10.2,61,141.6,0.1073
C. K-8 / 401 - 750,MORRIS,3380,MORRIS PLAINS BORO,20853,0.132,0.848,0.01,0.01,0,0,10.2,76.8,104.3,0.1422
C. K-8 / 401 - 750,MORRIS,4480,ROCKAWAY BORO,16169,0.152,0.795,0.016,0.008,0.029,0,11.8,145.8,145.8,0.1115
C. K-8 / 401 - 750,PASSAIC,420,BLOOMINGDALE BORO,21938,0.167,0.786,0.018,0.001,0.02,0.008,12.1,62.1,116.8,0.1421
C. K-8 / 401 - 750,PASSAIC,3640,NORTH HALEDON BORO,18827,0.176,0.784,0.022,0,0,0.018,11.7,78.4,160.5,0.1696
C. K-8 / 401 - 750,SOMERSET,240,BEDMINSTER TWP,24018,0.103,0.883,0.013,0.002,0,0,9.5,48.8,114.9,0.1335
C. K-8 / 401 - 750,SOMERSET,4850,SOUTH BOUND BROOK,19075,0.413,0.559,0.025,0.004,0,0,11.9,66.7,127.7,0.0805
C. K-8 / 401 - 750,SOMERSET,5540,WATCHUNG BORO,22128,0.15,0.828,0.013,0.01,0,0,11.7,65.2,216.9,0.1601
C. K-8 / 401 - 750,SUSSEX,90,ANDOVER REG,23837,0.232,0.75,0.013,0.004,0,0.001,9.3,85,85,0.1941
