GROUP,CONAME,DIST,DISTNAME,PP115,PP215,PP315
A. K-6,,,1. State average - Operating Type K-6,158,122,124
A. K-6,,,2. State median - Operating Type K-6,103,117,104
A. K-6,,,5. State average - All operating types,84,85,73
A. K-6,,,6. State median - All operating types,71,72,59
A. K-6,BERGEN,1270,EDGEWATER BORO,0,0,0
A. K-6,BERGEN,3870,ORADELL BORO,70,0,0
A. K-6,BERGEN,4410,RIVER EDGE BORO,11,8,0
A. K-6,BERGEN,4620,SADDLE RIVER BORO,0,0,0
A. K-6,BURLINGTON,200,BASS RIVER TWP,0,0,0
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,0,13,0
A. K-6,BURLINGTON,2960,MANSFIELD TWP,98,4,0
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,186,250,311
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,108,0,0
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,0,0,0
A. K-6,CAMDEN,5560,WATERFORD TWP,31,156,12
A. K-6,CAPE MAY,710,CAPE MAY CITY,0,532,93
A. K-6,CAPE MAY,2840,LOWER TWP,122,93,128
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,154,285,272
A. K-6,ESSEX,1400,ESSEX FELLS BORO,0,117,0
A. K-6,ESSEX,1465,FAIRFIELD TWP,158,95,167
A. K-6,ESSEX,3630,NORTH CALDWELL BORO,54,28,14
A. K-6,ESSEX,4530,ROSELAND BORO,0,123,0
A. K-6,GLOUCESTER,1180,EAST GREENWICH TWP,6,39,0
A. K-6,GLOUCESTER,1330,ELK TWP,47,19,0
A. K-6,GLOUCESTER,1590,FRANKLIN TWP,343,200,79
A. K-6,GLOUCESTER,2070,HARRISON TWP,0,126,232
A. K-6,GLOUCESTER,2990,MANTUA TWP,58,22,0
A. K-6,GLOUCESTER,3490,NATIONAL PARK BORO,0,0,77
A. K-6,GLOUCESTER,4880,SOUTH HARRISON TWP,0,76,36
A. K-6,GLOUCESTER,5120,SWEDESBORO-WOOLWICH,0,23,19
A. K-6,GLOUCESTER,5590,WENONAH BORO,0,0,64
A. K-6,GLOUCESTER,5740,WESTVILLE BORO,0,0,0
A. K-6,GLOUCESTER,5870,WOODBURY HEIGHTS BORO,0,0,0
A. K-6,HUNTERDON,2590,LEBANON BORO,24,142,0
A. K-6,MONMOUTH,130,ATLANTIC HIGHLANDS BORO,69,0,0
A. K-6,MONMOUTH,2160,HIGHLANDS BORO,0,0,0
A. K-6,MONMOUTH,4520,ROOSEVELT BORO,0,0,0
A. K-6,MORRIS,3240,MINE HILL TWP,1716,72,0
A. K-6,OCEAN,230,BEACH HAVEN BORO,0,0,0
A. K-6,OCEAN,320,BERKELEY TWP,282,459,103
A. K-6,OCEAN,1150,EAGLESWOOD TWP,0,0,0
A. K-6,OCEAN,2350,ISLAND HEIGHTS BORO,0,0,0
A. K-6,OCEAN,2690,LITTLE EGG HARBOR TWP,48,26,55
A. K-6,OCEAN,2760,LONG BEACH ISLAND,455,18,346
A. K-6,OCEAN,3800,OCEAN GATE BORO,0,32,233
A. K-6,OCEAN,3820,OCEAN TWP,262,220,433
A. K-6,OCEAN,4710,SEASIDE HEIGHTS BORO,673,122,234
A. K-6,OCEAN,5020,STAFFORD TWP,13,44,104
A. K-6,OCEAN,5220,TUCKERTON BORO,0,176,0
A. K-6,SUSSEX,1630,FREDON TWP,309,235,154
A. K-6,SUSSEX,1980,HAMPTON TWP,0,46,0
A. K-6,SUSSEX,4650,SANDYSTON-WALPACK TWP,51,364,0
A. K-6,SUSSEX,5040,STILLWATER TWP,149,49,22
A. K-6,WARREN,400,BLAIRSTOWN TWP,428,133,31
A. K-6,WARREN,1620,FRANKLIN TWP,91,26,0
A. K-6,WARREN,1670,FRELINGHUYSEN TWP,237,328,454
A. K-6,WARREN,2470,KNOWLTON TWP,82,301,206
A. K-6,WARREN,2970,MANSFIELD TWP,74,119,0
A. K-6,WARREN,5480,WASHINGTON BORO,0,0,0
A. K-6,WARREN,5530,WASHINGTON TWP,112,142,92
B. K-8 / 0 - 400,,,1. State average - Operating Type K-8,78,102,72
B. K-8 / 0 - 400,,,2. State median - Operating Type K-8,62,75,58
B. K-8 / 0 - 400,,,5. State average - All operating types,84,85,73
B. K-8 / 0 - 400,,,6. State median - All operating types,71,72,59
B. K-8 / 0 - 400,ATLANTIC,1410,ESTELL MANOR CITY,265,0,0
B. K-8 / 0 - 400,ATLANTIC,3020,MARGATE CITY,102,137,102
B. K-8 / 0 - 400,ATLANTIC,4240,PORT REPUBLIC CITY,0,0,0
B. K-8 / 0 - 400,ATLANTIC,5760,WEYMOUTH TWP,165,0,0
B. K-8 / 0 - 400,BERGEN,80,ALPINE BORO,184,25,0
B. K-8 / 0 - 400,BERGEN,3350,MOONACHIE BORO,76,17,0
B. K-8 / 0 - 400,BERGEN,4870,SOUTH HACKENSACK TWP,0,51,0
