GROUP,CONAME,DIST,DISTNAME,PP19,RK19,PCT19,SBA9,PP29,RK29,PCT29,SBB9,PP39,RK39,PCT39,SBC9
A. K-6,Statewide,N.A.,1. State average - Operating Type K-6,1285,N.A.,0.086,0.801,1299,N.A.,0.084,0.8,1338,N.A.,0.081,0.807
A. K-6,Statewide,N.A.,2. State median - Operating Type K-6,1447,N.A.,0.092,0.819,1412,N.A.,0.083,0.796,1463,N.A.,0.084,0.805
A. K-6,Statewide,N.A.,5. State average - All operating types,1386,N.A.,0.089,0.8,1439,N.A.,0.089,0.803,1436,N.A.,0.084,0.796
A. K-6,Statewide,N.A.,6. State median - All operating types,1440,N.A.,0.092,0.794,1477,N.A.,0.091,0.792,1497,N.A.,0.088,0.781
A. K-6,Bergen,1270,Edgewater Boro,1148,19|57,0.101,0.8367,1204,21|57,0.103,0.8152,1229,20|57,0.11,0.9178
A. K-6,Bergen,3870,Oradell Boro,1530,36|57,0.107,0.8147,1516,37|57,0.101,0.8555,1586,38|57,0.1,0.8738
A. K-6,Bergen,4410,River Edge Boro,1495,34|57,0.106,0.8872,1502,33|57,0.108,0.9005,1505,36|57,0.105,0.9023
A. K-6,Bergen,4620,Saddle River Boro,1597,44|57,0.055,0.7817,1412,28|57,0.054,0.6635,1307,26|57,0.053,0.7189
A. K-6,Burlington,200,Bass River Twp,1548,38|57,0.077,0.6593,1502,33|57,0.073,0.6141,1151,17|57,0.054,0.5858
A. K-6,Burlington,830,Chesterfield Twp,1048,14|57,0.077,0.7459,1032,13|57,0.081,0.7273,1284,24|57,0.084,0.8332
A. K-6,Burlington,2960,Mansfield Twp,1774,48|57,0.099,0.7916,1832,48|57,0.097,0.8654,1710,45|57,0.085,0.8615
A. K-6,Burlington,3650,North Hanover Twp,1553,39|57,0.091,0.8794,1454,31|57,0.081,0.8593,1502,35|57,0.075,0.8627
A. K-6,Burlington,5010,Springfield Twp,1697,45|57,0.087,0.8254,1534,39|57,0.084,0.7553,1615,39|57,0.084,0.8011
A. K-6,Camden,2540,Laurel Springs Boro,1089,16|57,0.079,0.7479,1114,17|57,0.083,0.6954,1241,23|57,0.078,0.7418
A. K-6,Camden,3770,Oaklyn Boro,707,6|57,0.044,0.4251,722,7|57,0.039,0.4882,748,5|57,0.041,0.4967
A. K-6,Camden,5560,Waterford Twp,1519,35|57,0.093,0.7834,1528,38|57,0.082,0.7796,1483,30|57,0.074,0.7704
A. K-6,Cape May,710,Cape May City,1966,55|57,0.097,0.8581,2130,57|57,0.086,0.8202,1910,52|57,0.083,0.898
