CO,DIST,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,IND10,IND11,IND12,IND13,IND15,IND16A,IND16B,IND17A,IND17B,IND18A,IND18B,IND19,DISTNAME,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,COUNTY,ENROLL
1,10,12914528,8281639,7967304,245153,69182,1904945,1610270,1484698,1180021,1139260,604330,0,94923,2800,11.5,72826,83.3,61634,180,118818,17.8,Absecon City,Atlantic,D. K-8 / 751 +,2,CD,,1,Atlantic,878.0
1,110,136777579,87084001,79929539,3204557,3949905,15681006,13506578,13393704,9653580,19372277,9470901,0,966708,885579,10.5,88575,91.4,98527,208.6,148315,22.2,Atlantic City,Atlantic,G. K-12 / 3501 +,3,A,,1,Atlantic,6942.0
1,120,26963075,14966660,13863542,824525,278593,3206270,2861955,2865127,2100601,4816989,2634684,0,796413,325800,12.2,60317,96.3,62633,144.4,101293,13.3,Atlantic Co Vocational,Atlantic,J. VOC,8,,,1,Atlantic,1677.0
1,125,18573914,10090464,9441174,99850,549440,3816178,3659438,2324892,1895766,2299879,1214979,40000,0,10500,6.6,86426,12.4,93478,46,111500,10.7,Atlantic Co Special Serv,Atlantic,I. CSSD,7,,,1,Atlantic,315.0
1,570,14994827,9444175,9060875,264000,119300,2320561,1953285,1102030,855430,1930205,1043705,0,190370,182000,8,95669,46.5,97718,104.2,116715,15.2,Brigantine City,Atlantic,C. K-8 / 401 - 750,2,CD,,1,Atlantic,566.0
1,590,30524820,17398083,16510955,333528,553600,5002106,3973163,3539890,2596850,3599319,1501369,0,979278,462140,10.7,83092,57.7,78932,104.6,117300,11.6,Buena Regional,Atlantic,E. K-12 / 0 - 1800,3,A,,1,Atlantic,1691.0
1,1300,8733963,5053056,4684173,261616,107267,1501711,1278911,885020,720942,1199584,606573,0,94593,0,9.3,56137,46.2,78163,121.3,122439,15.6,Egg Harbor City,Atlantic,C. K-8 / 401 - 750,2,A,,1,Atlantic,565.0
1,1310,117206956,67842603,65353107,1280647,1208849,23364285,21351666,9183078,7582321,14085036,8230526,0,1443147,34050,11.8,73500,72.6,71750,191.6,109521,18.9,Egg Harbor Twp,Atlantic,G. K-12 / 3501 +,3,CD,,1,Atlantic,7239.0
1,1410,3242484,1873002,1816885,44917,11200,479008,409196,332100,255812,514779,237779,0,24673,0,14,63541,70.7,55745,84.8,74908,7.3,Estell Manor City,Atlantic,B. K-8 / 0 - 400,2,DE,,1,Atlantic,180.0
1,1540,5809083,3523457,3312457,125000,86000,1032773,951973,590297,450797,589772,269772,0,69142,0,10.1,60262,55,58418,128.3,97000,15,Folsom Boro,Atlantic,B. K-8 / 0 - 400,2,CD,,1,Atlantic,396.0
