GROUP,CONAME,DIST,DISTNAME,pp3vv,stpct01vv,ltpct01vv,fdpct01vv,tupct01vv,fbpct01vv,otpct01vv,strat01vv,ssrat01vv,sarat01vv,pctsevv
A. K-6,Gloucester,1590,Franklin Twp,17600,0.472,0.437,0.028,0.056,0,0.007,11.4,73.8,175.3,0.1168
A. K-6,Gloucester,2070,Harrison Twp,17819,0.414,0.56,0.02,0.006,0,0,12,107.4,174.5,0.0656
A. K-6,Gloucester,2990,Mantua Twp,19929,0.419,0.552,0.022,0.006,0,0.001,11.4,68.5,181,0.1298
A. K-6,Gloucester,3490,National Park Boro,20773,0.54,0.404,0.056,0,0,0,10.8,84.7,150.6,0.1407
A. K-6,Gloucester,4880,South Harrison Twp,19492,0.372,0.596,0.029,0.002,0,0.001,11.7,75.8,364,0.0868
A. K-6,Gloucester,5120,Swedesboro-Woolwich,19745,0.374,0.601,0.014,0.008,0.003,0,11.7,95.2,165.7,0.1619
A. K-6,Gloucester,5590,Wenonah Boro,22615,0.255,0.724,0.012,0.01,0,0,9.4,60.3,100.6,0.1029
A. K-6,Gloucester,5740,Westville Boro,16125,0.514,0.394,0.04,0.011,0.041,0,12.5,67.2,165,0.193
A. K-6,Gloucester,5870,Woodbury Heights Boro,19241,0.366,0.528,0.029,0.004,0.072,0.001,9.3,76,228,0.1397
A. K-6,Hunterdon,2590,Lebanon Boro,25712,0.163,0.797,0.016,0.01,0.013,0.001,5.9,0,53.5,0.1869
A. K-6,Monmouth,130,Atlantic Highlands Boro,22423,0.176,0.759,0.018,0.047,0,0,10.8,74,100.6,0.1383
A. K-6,Monmouth,2160,Highlands Boro,29334,0.268,0.696,0.032,0.005,0,0,9,62.5,95.7,0.1905
A. K-6,Monmouth,4520,Roosevelt Boro,25962,0.425,0.528,0.012,0.017,0.019,0,8.4,18.4,79,0.0617
A. K-6,Morris,3240,Mine Hill Twp,23836,0.333,0.582,0.016,0.002,0.008,0.059,10.9,144,120,0.0783
A. K-6,Ocean,230,Beach Haven Boro,32020,0.18,0.805,0.014,0,0,0.001,5,590,59,0.0909
A. K-6,Ocean,320,Berkeley Twp,19845,0.228,0.717,0.04,0.015,0,0,12.2,72.2,179.3,0.175
A. K-6,Ocean,1150,Eagleswood Twp,28270,0.341,0.627,0.03,0.002,0,0,9.1,1775,71,0.0859
A. K-6,Ocean,2350,Island Heights Boro,24115,0.251,0.689,0.023,0,0,0.037,9.5,96,80,0.1382
A. K-6,Ocean,2690,Little Egg Harbor Twp,20673,0.55,0.404,0.041,0.004,0,0.001,10.8,84.9,142.8,0.1243
A. K-6,Ocean,2760,Long Beach Island,36177,0.208,0.763,0.017,0.012,0,0,7.1,58.8,78.3,0.1216
A. K-6,Ocean,3800,Ocean Gate Boro,27043,0.449,0.507,0.034,0.003,0,0.007,9.5,78,78,0.2535
A. K-6,Ocean,3820,Ocean Twp,19186,0.409,0.57,0.021,0,0,0,9.5,48.8,125.1,0.1538
A. K-6,Ocean,4710,Seaside Heights Boro,23684,0.359,0.64,0,0,0,0.001,10.2,38.5,233,0.1776
A. K-6,Ocean,5020,Stafford Twp,23763,0.321,0.63,0.045,0.003,0,0.001,11.8,77.8,167.5,0.1712
A. K-6,Ocean,5220,Tuckerton Boro,21052,0.478,0.495,0.025,0.002,0,0,9.1,48.3,136.5,0.1259
A. K-6,Sussex,1630,Fredon Twp,32918,0.199,0.718,0.03,0.014,0,0.039,8,50.2,73.7,0.1164
A. K-6,Sussex,1980,Hampton Twp,27109,0.292,0.689,0.019,0,0,0,7.8,93.7,62.4,0.1871
A. K-6,Sussex,4650,Sandyston-Walpack Twp,27104,0.28,0.602,0.118,0,0,0,8.5,88.1,141,0.0977
A. K-6,Sussex,5040,Stillwater Twp,28140,0.375,0.583,0.021,0.021,0,0,8.9,71.5,81.7,0.2176
A. K-6,Warren,400,Blairstown Twp,23945,0.32,0.648,0.027,0.004,0,0.001,8.1,44.2,76,0.1762
A. K-6,Warren,1620,Franklin Twp,27730,0.267,0.658,0.021,0.004,0.05,0,8,60.6,70.7,0.095
A. K-6,Warren,1670,Frelinghuysen Twp,19092,0.283,0.697,0.02,0,0,0,12,125,140,0.1812
A. K-6,Warren,2470,Knowlton Twp,27472,0.408,0.564,0.025,0.002,0,0.001,7.9,42.8,61.3,0.1724
A. K-6,Warren,2970,Mansfield Twp,19059,0.478,0.481,0.027,0.005,0.003,0.006,10.7,91.4,196.6,0.133
A. K-6,Warren,5480,Washington Boro,20405,0.42,0.526,0.049,0.005,0,0,10.4,62.5,115.8,0.1642
A. K-6,Warren,5530,Washington Twp,24776,0.383,0.596,0.021,0,0,0,9.6,57.5,112.5,0.1496
B. K-8 / 0 - 400,Atlantic,1410,Estell Manor City,23990,0.519,0.46,0.002,0,0,0.019,12.6,55.6,81.8,0.1538
B. K-8 / 0 - 400,Atlantic,1540,Folsom Boro,20918,0.766,0.207,0.025,0,0,0.002,10.2,56.9,132.7,0.1397
B. K-8 / 0 - 400,Atlantic,3020,Margate City,37687,0.162,0.774,0.014,0.05,0,0,7.1,45.8,73.2,0.1538
B. K-8 / 0 - 400,Atlantic,4240,Port Republic City,20772,0.426,0.55,0.024,0,0,0,8.7,290,116,0.09
B. K-8 / 0 - 400,Atlantic,5760,Weymouth Twp,27248,0.522,0.431,0.033,0,0,0.014,8.6,127.5,61.2,0.1273
B. K-8 / 0 - 400,Bergen,80,Alpine Boro,34818,0.139,0.846,0.015,0,0,0,5.9,49.3,37,0.1168
B. K-8 / 0 - 400,Bergen,2090,Haworth Boro,27929,0.161,0.831,0.008,0,0,0,10.2,67.6,104.8,0.0962
B. K-8 / 0 - 400,Bergen,3350,Moonachie Boro,23243,0.155,0.787,0.022,0.005,0.028,0.003,11.5,79.6,104,0.1516
B. K-8 / 0 - 400,Bergen,4870,South Hackensack Twp,25138,0.12,0.863,0.017,0,0,0,13.8,110.8,90,0.0833
B. K-8 / 0 - 400,Burlington,380,Beverly City,22756,0.545,0.368,0.048,0.04,0,0,10.6,72.8,55.4,0.1809
B. K-8 / 0 - 400,Burlington,3540,New Hanover Twp,30060,0.546,0.308,0.144,0.002,0,0,7.9,107.2,77.2,0.0988
B. K-8 / 0 - 400,Burlington,4460,Riverton,19157,0.192,0.785,0.018,0.004,0,0.001,11.8,60,134.5,0.1483
B. K-8 / 0 - 400,Burlington,5890,Woodland Twp,25457,0.386,0.598,0.016,0,0,0,7.9,80,71.1,0.1832
B. K-8 / 0 - 400,Camden,580,Brooklawn Boro,20161,0.753,0.206,0.041,0,0,0,10.6,233.8,276.4,0.1677
B. K-8 / 0 - 400,Camden,1720,Gibbsboro Boro,20573,0.366,0.546,0.021,0.02,0.047,0,10,71.1,187.9,0.1055
B. K-8 / 0 - 400,Camden,2560,Lawnside Boro,22913,0.494,0.476,0.03,0,0,0,12.4,161,64.4,0.1356
B. K-8 / 0 - 400,Camden,2890,Magnolia Boro,23159,0.493,0.463,0.031,0.004,0.01,0,11.3,104.8,123.2,0.1955
B. K-8 / 0 - 400,Camden,5900,Woodlynne Boro,21262,0.733,0.208,0.055,0.005,0,0,11,91,121.3,0.1622
B. K-8 / 0 - 400,Cape May,170,Avalon Boro,50025,0.117,0.669,0.007,0.094,0,0.113,5.7,18.7,24.3,0.0941
B. K-8 / 0 - 400,Cape May,3680,North Wildwood City,38063,0.226,0.681,0.033,0.059,0,0.001,5.9,34.8,52.5,0.1689
B. K-8 / 0 - 400,Cape May,5060,Stone Harbor Boro,31614,0.112,0.753,0.005,0.13,0,0,6.8,33.6,30,0.0101
B. K-8 / 0 - 400,Cape May,5800,Wildwood Crest Boro,37146,0.211,0.664,0.017,0,0,0.108,8.6,61.3,74.4,0.1498
B. K-8 / 0 - 400,Cape May,5840,Woodbine Boro,26491,0.63,0.308,0.054,0,0,0.008,12,110.5,110.5,0.1915
B. K-8 / 0 - 400,Cumberland,1020,Deerfield Twp,23808,0.516,0.407,0.033,0.009,0.034,0.001,10.9,58.2,108.7,0.1205
B. K-8 / 0 - 400,Cumberland,1120,Downe Twp,23522,0.506,0.342,0.041,0.111,0,0,10.5,178,89,0.1639
B. K-8 / 0 - 400,Cumberland,1820,Greenwich Twp,27681,0.371,0.515,0.053,0,0.061,0,7.4,63,63,0.0968
B. K-8 / 0 - 400,Cumberland,5070,Stow Creek Twp,22108,0.484,0.473,0.044,0,0,0,7.7,61.1,110,0.0614
B. K-8 / 0 - 400,Hudson,1200,East Newark Boro,16697,0.668,0.265,0.055,0,0,0.012,0,0,0,0.1308
B. K-8 / 0 - 400,Hunterdon,370,Bethlehem Twp,34245,0.272,0.707,0.015,0.006,0,0,8.3,44.6,92.5,0.2288
B. K-8 / 0 - 400,Hunterdon,430,Bloomsbury Boro,24577,0.463,0.518,0.013,0.006,0,0,7.8,40.5,85,0.0947
B. K-8 / 0 - 400,Hunterdon,670,Califon Boro,38609,0.234,0.737,0.017,0.013,0,0,5.4,42.4,41.2,0.16
B. K-8 / 0 - 400,Hunterdon,910,Clinton-Glen Gardner,26059,0.291,0.669,0.011,0.002,0.013,0.014,6.8,38.8,96.5,0.1452
B. K-8 / 0 - 400,Hunterdon,1040,Delaware Twp,28947,0.214,0.75,0.014,0.009,0.006,0.007,9.1,82.3,107.5,0.1448
B. K-8 / 0 - 400,Hunterdon,1160,East Amwell Twp,27450,0.211,0.698,0.016,0.028,0.012,0.035,9.4,46,103,0.1337
B. K-8 / 0 - 400,Hunterdon,1600,Franklin Twp,28554,0.178,0.761,0.021,0.011,0.022,0.007,9.4,144,72,0.1191
B. K-8 / 0 - 400,Hunterdon,1680,Frenchtown Boro,28446,0.346,0.577,0.026,0.023,0.029,0,7.1,51.6,129,0.1417
B. K-8 / 0 - 400,Hunterdon,1970,Hampton Boro,28088,0.433,0.488,0.025,0.024,0.03,0,7.1,48.1,65,0.2088
B. K-8 / 0 - 400,Hunterdon,2140,High Bridge Boro,27782,0.303,0.663,0.017,0.017,0,0,9.5,49.1,74.6,0.1962
B. K-8 / 0 - 400,Hunterdon,2450,Kingwood Twp,25125,0.269,0.687,0.017,0.009,0.018,0,9.5,50.8,104.7,0.089
B. K-8 / 0 - 400,Hunterdon,3180,Milford Boro,30033,0.242,0.711,0.019,0.028,0,0,5.6,350,54.3,0.1047
B. K-8 / 0 - 400,Monmouth,180,Avon Boro,27918,0.139,0.69,0.014,0.019,0.138,0,7.9,46.9,51.1,0.0803
B. K-8 / 0 - 400,Monmouth,500,Bradley Beach Boro,23487,0.268,0.684,0.038,0.003,0.008,0,8.6,88.3,79.5,0.1525
B. K-8 / 0 - 400,Monmouth,1000,Deal Boro,25403,0.554,0.427,0.019,0,0,0,9.5,1164.3,81.5,0.0536
B. K-8 / 0 - 400,Monmouth,1490,Farmingdale Boro,22661,0.38,0.59,0.024,0.006,0,0,7.5,133.3,79.6,0.1742
B. K-8 / 0 - 400,Monmouth,3250,Monmouth Beach Boro,30266,0.159,0.818,0.016,0.008,0,0,9.3,55.9,102.5,0.141
B. K-8 / 0 - 400,Monmouth,3500,Neptune City,25141,0.288,0.629,0.031,0.003,0.049,0,8.5,74.4,116,0.1103
B. K-8 / 0 - 400,Monmouth,4690,Sea Girt Boro,28884,0.119,0.846,0.01,0.025,0,0,7.5,70.5,70.5,0.0621
B. K-8 / 0 - 400,Monmouth,4980,Spring Lake Boro,37146,0.17,0.785,0.029,0.016,0,0,7.5,50.3,69.6,0.1136
B. K-8 / 0 - 400,Monmouth,4990,Spring Lake Heights Boro,22449,0.125,0.845,0.015,0.015,0,0,10.1,60.5,141.3,0.0942
B. K-8 / 0 - 400,Morris,460,Boonton Twp,23259,0.134,0.854,0.008,0.004,0,0,10.7,71.3,122.3,0.139
B. K-8 / 0 - 400,Morris,2010,Harding Township,32825,0.148,0.83,0.016,0.005,0,0.001,8,47.4,96.3,0.1505
B. K-8 / 0 - 400,Morris,3410,Mount Arlington Boro,24523,0.153,0.835,0.012,0.001,0,0,10.2,58.5,85,0.1778
B. K-8 / 0 - 400,Morris,3520,Netcong Boro,21583,0.363,0.603,0.033,0.001,0,0,12.6,82.9,105,0.1684
B. K-8 / 0 - 400,Morris,4440,Riverdale Boro,19331,0.132,0.849,0.015,0.003,0,0.001,10.8,62.8,166.5,0.1437
B. K-8 / 0 - 400,Ocean,210,Bay Head Boro,29098,0.121,0.785,0.017,0.076,0,0.001,8.5,129,99.2,0.0579
B. K-8 / 0 - 400,Ocean,2500,Lakehurst Boro,25410,0.758,0.141,0.09,0.011,0,0,9.4,61.8,94.9,0.2404
B. K-8 / 0 - 400,Ocean,2550,Lavallette Boro,27591,0.156,0.768,0.021,0.054,0.01,0,7.8,73,76.8,0.0629
B. K-8 / 0 - 400,Salem,60,Alloway Twp,19290,0.51,0.456,0.027,0.002,0.005,0,12.5,102,121,0.1361
B. K-8 / 0 - 400,Salem,1350,Elsinboro Twp,21963,0.454,0.497,0.036,0.013,0,0,8.7,178.6,125,0.1293
B. K-8 / 0 - 400,Salem,2800,Lower Alloways Creek,24804,0.283,0.679,0.028,0.008,0.002,0,8.1,163,130.4,0.135
B. K-8 / 0 - 400,Salem,2950,Mannington Twp,23452,0.252,0.677,0.044,0.028,0,0,9.5,95,76,0.1338
B. K-8 / 0 - 400,Salem,3860,Oldmans Twp,19983,0.455,0.515,0.03,0,0,0,12.4,105.8,91.7,0.1185
B. K-8 / 0 - 400,Salem,4280,Quinton Twp,21408,0.602,0.363,0.034,0,0,0.001,11.7,81.5,112.4,0.1176
B. K-8 / 0 - 400,Salem,5320,Upper Pittsgrove Twp,21132,0.484,0.48,0.024,0.012,0,0,9.9,110.3,194.7,0.1293
B. K-8 / 0 - 400,Sussex,1930,Hamburg Boro,29976,0.339,0.633,0.017,0.011,0,0,8.1,43.9,118.5,0.2107
B. K-8 / 0 - 400,Sussex,2490,Lafayette Twp,29813,0.263,0.709,0.021,0.007,0,0,9.1,51.8,95,0.1281
B. K-8 / 0 - 400,Sussex,3300,Montague Twp,27993,0.334,0.606,0.058,0.002,0,0,8.9,61.5,82,0.1606
B. K-8 / 0 - 400,Sussex,3840,Ogdensburg Boro,23009,0.556,0.418,0.021,0.002,0,0.003,8.9,64,78.6,0.2412
B. K-8 / 0 - 400,Sussex,5030,Stanhope Boro,24808,0.332,0.63,0.018,0.02,0,0,10.2,52.5,105,0.237
B. K-8 / 0 - 400,Union,1710,Garwood Boro,20602,0.152,0.82,0.016,0,0.012,0,11.8,74.7,159.1,0.1941
B. K-8 / 0 - 400,Union,5810,Winfield Twp,24503,0.559,0.417,0.023,0.001,0,0,11.8,162.1,83.5,0.0963
B. K-8 / 0 - 400,Warren,70,Alpha Boro,20161,0.416,0.564,0.02,0,0,0,10.6,154.7,116,0.1024
B. K-8 / 0 - 400,Warren,2040,Harmony Twp,25368,0.153,0.82,0.021,0.006,0,0,8.7,56.2,133.2,0.1811
B. K-8 / 0 - 400,Warren,2250,Hope Twp,29160,0.266,0.702,0.02,0.012,0,0,8.5,78.9,71,0.1418
B. K-8 / 0 - 400,Warren,3890,Oxford Twp,22593,0.453,0.504,0.018,0.025,0,0,9.2,59.6,141.5,0.2289
B. K-8 / 0 - 400,Warren,4200,Pohatcong Twp,23512,0.307,0.671,0.02,0.002,0,0,11.3,127.2,106,0.1201
B. K-8 / 0 - 400,Warren,5780,White Twp,24462,0.272,0.707,0.017,0.004,0,0,7.7,40.6,134,0.1203
C. K-8 / 401 - 750,Atlantic,570,Brigantine City,33153,0.254,0.72,0.024,0.001,0,0.001,8.6,52.5,132.5,0.1127
C. K-8 / 401 - 750,Atlantic,1300,Egg Harbor City,26049,0.598,0.26,0.111,0.012,0,0.019,11.1,66.8,133.5,0.2303
C. K-8 / 401 - 750,Atlantic,3480,Mullica Twp,19865,0.569,0.345,0.031,0.036,0,0.019,13,95.1,173.9,0.1266
C. K-8 / 401 - 750,Atlantic,5350,Ventnor City,27682,0.222,0.74,0.035,0.002,0,0.001,9.9,73.9,110.8,0.1195
C. K-8 / 401 - 750,Bergen,740,Carlstadt Boro,26139,0.134,0.841,0.018,0.008,0,0,12.1,88.8,106.6,0.1579
C. K-8 / 401 - 750,Bergen,1070,Demarest Boro,25508,0.146,0.819,0.009,0.026,0,0,9.4,53.2,112.5,0.1278
C. K-8 / 401 - 750,Bergen,1380,Englewood Cliffs Boro,30216,0.138,0.751,0.013,0.016,0.083,0,8.7,69.8,97,0.1041
C. K-8 / 401 - 750,Bergen,2050,Harrington Park Boro,25173,0.166,0.81,0.011,0.013,0,0,11.5,60.3,151.5,0.1213
C. K-8 / 401 - 750,Bergen,2200,Ho Ho Kus Boro,20326,0.151,0.834,0.009,0.006,0,0,12.6,89.1,119.4,0.1237
C. K-8 / 401 - 750,Bergen,3730,Northvale Boro,23594,0.162,0.734,0.009,0.021,0.074,0,10.9,65.6,129,0.1218
C. K-8 / 401 - 750,Bergen,3740,Norwood Boro,21865,0.166,0.81,0.015,0.009,0,0,12.2,92.2,108.9,0.0897
C. K-8 / 401 - 750,Bergen,3850,Old Tappan Boro,21935,0.161,0.828,0.008,0.003,0,0,10.5,65.6,93.7,0.0656
C. K-8 / 401 - 750,Bergen,4470,Rochelle Park Twp,22080,0.161,0.822,0.014,0.003,0,0,11.3,70.4,159,0.1551
C. K-8 / 401 - 750,Bergen,5880,Woodcliff Lake Boro,25446,0.148,0.836,0.01,0.007,0,0,9.2,57.9,122.5,0.1409
C. K-8 / 401 - 750,Burlington,1030,Delanco Twp,21602,0.339,0.629,0.024,0.006,0,0.002,13.1,62.7,114.6,0.0909
C. K-8 / 401 - 750,Burlington,1250,Eastampton Twp,21666,0.514,0.455,0.026,0.005,0,0,10.7,76.2,128.2,0.1863
C. K-8 / 401 - 750,Burlington,1910,Hainesport Twp,21233,0.241,0.731,0.023,0.004,0,0.001,10.2,76.8,149.8,0.1725
C. K-8 / 401 - 750,Burlington,3070,Medford Lakes Boro,18390,0.29,0.675,0.014,0.004,0,0.017,12.2,95.4,181.3,0.1226
C. K-8 / 401 - 750,Burlington,4740,Shamong Twp,22050,0.391,0.59,0.016,0.002,0,0.001,11.5,83.9,125.8,0.1662
C. K-8 / 401 - 750,Burlington,4930,Southampton Twp,25283,0.249,0.724,0.016,0,0,0.011,10,73.1,97.7,0.161
C. K-8 / 401 - 750,Burlington,5130,Tabernacle Twp,23991,0.454,0.521,0.016,0.009,0,0,11.3,48.3,117.5,0.1386
C. K-8 / 401 - 750,Camden,190,Barrington Boro,20818,0.318,0.65,0.02,0.012,0,0,10.1,80.5,128.2,0.139
C. K-8 / 401 - 750,Camden,340,Berlin Twp,24508,0.453,0.506,0.023,0.018,0,0,10.1,60.6,111.2,0.1773
C. K-8 / 401 - 750,Camden,880,Clementon Boro,22456,0.611,0.342,0.041,0.007,0,0,8.8,43.4,86.8,0.158
C. K-8 / 401 - 750,Camden,3110,Merchantville Boro,17988,0.422,0.554,0.024,0,0,0,12.7,80.6,403,0.1244
C. K-8 / 401 - 750,Camden,3420,Mount Ephraim Boro,21512,0.416,0.521,0.022,0.001,0.041,0,11.2,83.7,142.3,0.1617
C. K-8 / 401 - 750,Camden,4790,Somerdale Boro,20194,0.472,0.485,0.03,0.009,0,0.004,9.6,77.9,150.7,0.1142
C. K-8 / 401 - 750,Cape May,1080,Dennis Twp,30507,0.414,0.547,0.031,0.008,0,0,8.1,55.1,137.8,0.1791
C. K-8 / 401 - 750,Cumberland,950,Commercial Twp,20693,0.763,0.154,0.062,0.02,0,0.001,11.3,40.8,104.4,0.1922
C. K-8 / 401 - 750,Cumberland,1460,Fairfield Twp,23465,0.777,0.132,0.085,0.005,0,0.001,11.5,144,115.2,0.1354
C. K-8 / 401 - 750,Cumberland,2270,Hopewell Twp,18247,0.516,0.38,0.029,0.005,0.001,0.069,11.8,109.5,175.2,0.2124
C. K-8 / 401 - 750,Cumberland,2570,Lawrence Twp,19902,0.723,0.235,0.042,0,0,0,10.7,93,93,0.156
C. K-8 / 401 - 750,Cumberland,3050,Maurice River Twp,18709,0.647,0.324,0.029,0,0,0,11.3,105.6,93.2,0.134
C. K-8 / 401 - 750,Gloucester,1830,Greenwich Twp,27561,0.197,0.775,0.023,0.005,0,0,9,58.6,106.3,0.1753
C. K-8 / 401 - 750,Hunterdon,20,Alexandria Twp,25529,0.271,0.703,0.016,0.011,0,0,9.4,55.9,111.8,0.1695
C. K-8 / 401 - 750,Hunterdon,2220,Holland Twp,24440,0.269,0.703,0.018,0.01,0,0,10.2,59.4,142,0.194
C. K-8 / 401 - 750,Hunterdon,2600,Lebanon Twp,24731,0.277,0.676,0.014,0.033,0,0,9,59.2,131.6,0.173
C. K-8 / 401 - 750,Hunterdon,5180,Tewksbury Twp,32041,0.184,0.801,0.013,0.002,0,0,8.7,116.3,279,0.1124
C. K-8 / 401 - 750,Hunterdon,5270,Union Twp,28423,0.162,0.707,0.017,0.005,0.078,0.031,10.6,51.8,129.4,0.2213
C. K-8 / 401 - 750,Middlesex,970,Cranbury Twp,28400,0.119,0.872,0.008,0,0,0.001,8.6,55.1,93.6,0.1429
C. K-8 / 401 - 750,Middlesex,2370,Jamesburg Boro,18736,0.492,0.481,0.027,0,0,0,12.9,106.8,126.2,0.1212
C. K-8 / 401 - 750,Monmouth,270,Belmar Boro,23524,0.233,0.605,0.041,0.12,0,0.001,9.5,60.7,129.5,0.1923
C. K-8 / 401 - 750,Monmouth,560,Brielle Boro,20996,0.132,0.852,0.013,0.003,0,0,11.1,78.5,178,0.0998
C. K-8 / 401 - 750,Monmouth,3830,Oceanport Boro,22547,0.174,0.787,0.022,0.017,0,0,9.9,59.5,122.1,0.1259
C. K-8 / 401 - 750,Monmouth,4770,Shrewsbury Boro,21744,0.164,0.81,0.015,0.01,0,0.001,10.5,42.9,118,0.1674
C. K-8 / 401 - 750,Monmouth,5230,Union Beach,20543,0.553,0.367,0.038,0,0,0.042,10.1,67.8,113.5,0.1231
C. K-8 / 401 - 750,Monmouth,5640,West Long Branch Boro,23893,0.19,0.76,0.022,0.027,0,0.001,9.5,93.7,112.4,0.1646
C. K-8 / 401 - 750,Morris,3090,Mendham Boro,24860,0.145,0.833,0.017,0.004,0,0.001,9.9,120.6,86,0.084
C. K-8 / 401 - 750,Morris,3100,Mendham Twp,31291,0.152,0.823,0.021,0.004,0,0,9.4,57.4,137.8,0.1317
C. K-8 / 401 - 750,Morris,3380,Morris Plains Boro,24464,0.153,0.827,0.008,0.011,0.002,0,9.3,74.2,114.2,0.1644
C. K-8 / 401 - 750,Morris,4480,Rockaway Boro,20413,0.227,0.718,0.017,0.031,0,0.007,11.4,82.6,115.6,0.1565
C. K-8 / 401 - 750,Morris,5770,Wharton Boro,21756,0.426,0.539,0.027,0.008,0,0,9.6,81.8,147.2,0.1703
C. K-8 / 401 - 750,Passaic,420,Bloomingdale Boro,27854,0.189,0.786,0.021,0.004,0,0,11.5,54.6,102.9,0.185
C. K-8 / 401 - 750,Passaic,3640,North Haledon Boro,23110,0.168,0.811,0.021,0,0,0,10.9,69.9,103.4,0.1399
C. K-8 / 401 - 750,Somerset,240,Bedminster Twp,24655,0.136,0.846,0.017,0.001,0,0,9.6,50.3,114.6,0.1296
C. K-8 / 401 - 750,Somerset,4850,South Bound Brook,22954,0.397,0.537,0.023,0,0.042,0.001,11.9,64.8,127.7,0.0877
C. K-8 / 401 - 750,Somerset,5540,Watchung Boro,24451,0.179,0.798,0.013,0.01,0,0,12.3,90.6,176.8,0.1451
C. K-8 / 401 - 750,Sussex,90,Andover Reg,27482,0.224,0.763,0.009,0.004,0,0,9.7,59.9,71.8,0.1689
C. K-8 / 401 - 750,Sussex,1560,Frankford Twp,25806,0.282,0.621,0.017,0,0.027,0.053,7.5,51.9,114.7,0.1028
C. K-8 / 401 - 750,Sussex,1570,Franklin Boro,23761,0.44,0.512,0.029,0.001,0,0.018,8.9,61.1,142.7,0.2334
C. K-8 / 401 - 750,Sussex,1800,Green Twp,23229,0.281,0.686,0.016,0,0,0.017,10.6,80.2,144.3,0.0878
C. K-8 / 401 - 750,Sussex,2030,Hardyston Twp,21707,0.266,0.708,0.016,0,0.004,0.006,10.5,115.4,170.3,0.1766
C. K-8 / 401 - 750,Union,3470,Mountainside Boro,19846,0.146,0.836,0.012,0.005,0,0.001,11,83.1,237.7,0.1045
C. K-8 / 401 - 750,Warren,30,Allamuchy Twp,20192,0.135,0.849,0.014,0.001,0,0.001,12.8,73.1,141.3,0.1392
C. K-8 / 401 - 750,Warren,1785,Great Meadows Regional,23624,0.341,0.622,0.013,0.012,0.002,0.01,9.2,82.1,115,0.1639
C. K-8 / 401 - 750,Warren,1840,Greenwich Twp,18215,0.418,0.567,0.011,0.004,0,0,10.8,66.9,245.3,0.1703
C. K-8 / 401 - 750,Warren,2790,Lopatcong Twp,17345,0.271,0.712,0.014,0.002,0,0.001,13.6,112.9,253.7,0.125
D. K-8 / 751 +,Atlantic,10,Absecon City,20031,0.303,0.638,0.052,0.004,0,0.003,13.2,115.9,173.8,0.1037
