GROUP,DISTNAME,csg1PP1,csg1RK1,csg1PP2,csg1RK2,csg1PP3,csg1RK3,csg2PP1,csg2RK1,csg2pct1,csg2PP2,csg2RK2,csg2pct2,csg2PP3,csg2RK3,csg2pct3,csg3PP1,csg3RK1,csg3pct1,csg3sba,csg3PP2,csg3RK2,csg3pct2,csg3sbb,csg3PP3,csg3RK3,csg3pct3,csg3sbc,csg4PP1,csg4RK1,csg4pct1,csg4PP2,csg4RK2,csg4pct2,csg4PP3,csg4RK3,csg4pct3,csg5PP1,csg5RK1,csg5pct1,csg5PP2,csg5RK2,csg5pct2,csg5PP3,csg5RK3,csg5pct3,csg6PP1,csg6RK1,csg6pct1,csg6PP2,csg6RK2,csg6pct2,csg6PP3,csg6RK3,csg6pct3,csg7PP1,csg7RK1,csg7pct1,csg7sba,csg7PP2,csg7RK2,csg7pct2,csg7sbb,csg7PP3,csg7RK3,csg7pct3,csg7sbc,csg8PP1,csg8RK1,csg8pct1,csg8PP2,csg8RK2,csg8pct2,csg8PP3,csg8RK3,csg8pct3,csg9PP1,csg9RK1,csg9pct1,csg9sba,csg9PP2,csg9RK2,csg9pct2,csg9sbb,csg9PP3,csg9RK3,csg9pct3,csg9sbc,csg10PP1,csg10RK1,csg10pct1,csg10PP2,csg10RK2,csg10pct2,csg10PP3,csg10RK3,csg10pct3,csg11PP1,csg11RK1,csg11pct1,csg11sba,csg11PP2,csg11RK2,csg11pct2,csg11sbb,csg11PP3,csg11RK3,csg11pct3,csg11sbc,csg12PP1,csg12RK1,csg12pct1,csg12PP2,csg12RK2,csg12pct2,csg12PP3,csg12RK3,csg12pct3,csg13PP1,csg13RK1,csg13pct1,csg13PP2,csg13RK2,csg13pct2,csg13PP3,csg13RK3,csg13pct3,csg14PP1,csg14PP2,csg14PP3,csg15PP1,csg15PP2,csg15PP3,csg16STRAT00,csg16RK00,csg16SALT00,csg16RKSAL00,csg16STRAT01,csg16RK01,csg16SALT01,csg16RKSAL01,csg17SSRAT00,csg17RK00,csg17SALS00,csg17RKSAL00,csg17SSRAT01,csg17RK01,csg17SALS01,csg17RKSAL01,csg18SARAT00,csg18RK00,csg18SALAM00,csg18RKSAL00,csg18SARAT01,csg18RK01,csg18SALAM01,csg18RKSAL01,csg19FARAT00,csg19RK00,csg19FARAT01,csg19RK01,csg8aPP1,csg8aRK1,csg8apct1,csg8aPP2,csg8aRK2,csg8apct2,csg8aPP3,csg8aRK3,csg8apct3,csg1aEXP1,csg1aADE1,csg1aPP1,csg1aRK1,csg1aEXP2,csg1aADE2,csg1aPP2,csg1aRK2
F. K-12 / 1801 - 350,1. State average - Operating Type K-12,15381,N.A.,15904,N.A.,16750,N.A.,9111,N.A.,0.592,9391,N.A.,0.59,9880,N.A.,0.59,8590,N.A.,0.558,0.943,8850,N.A.,0.556,0.942,9277,N.A.,0.554,0.939,261,N.A.,0.017,259,N.A.,0.016,309,N.A.,0.018,260,N.A.,0.017,282,N.A.,0.018,294,N.A.,0.018,2512,N.A.,0.163,2618,N.A.,0.165,2791,N.A.,0.167,2165,N.A.,0.141,0.862,2239,N.A.,0.141,0.855,2363,N.A.,0.141,0.847,1592,N.A.,0.104,1626,N.A.,0.102,1685,N.A.,0.101,1315,N.A.,0.085,0.826,1350,N.A.,0.085,0.83,1375,N.A.,0.082,0.816,1782,N.A.,0.116,1869,N.A.,0.118,1971,N.A.,0.118,938,N.A.,0.061,0.526,966,N.A.,0.061,0.517,998,N.A.,0.06,0.506,38,N.A.,0.002,51,N.A.,0.003,37,N.A.,0.002,286,N.A.,0.019,298,N.A.,0.019,316,N.A.,0.019,0.307,0.31,0.332,72,87,65,12,,73482,,11.9,,75085,,75.8,,79630,,75.2,,80907,,156.7,,128951,,155.7,,131734,,15.2,,15.2,,43,N.A.,0.003,44,N.A.,0.003,42,N.A.,0.003,,,21497,,,,22642,
F. K-12 / 1801 - 350,2. State median - Operating Type K-12,15249,N.A.,15756,N.A.,16575,N.A.,8976,N.A.,0.589,9299,N.A.,0.59,9833,N.A.,0.593,8419,N.A.,0.552,0.938,8710,N.A.,0.553,0.937,9214,N.A.,0.556,0.937,263,N.A.,0.017,260,N.A.,0.016,284,N.A.,0.017,205,N.A.,0.013,212,N.A.,0.013,251,N.A.,0.015,2364,N.A.,0.155,2491,N.A.,0.158,2717,N.A.,0.164,2046,N.A.,0.134,0.866,2100,N.A.,0.133,0.843,2256,N.A.,0.136,0.83,1651,N.A.,0.108,1690,N.A.,0.107,1765,N.A.,0.106,1360,N.A.,0.089,0.823,1406,N.A.,0.089,0.832,1455,N.A.,0.088,0.824,1650,N.A.,0.108,1733,N.A.,0.11,1826,N.A.,0.11,898,N.A.,0.059,0.544,930,N.A.,0.059,0.537,982,N.A.,0.059,0.538,13,N.A.,0.001,30,N.A.,0.002,20,N.A.,0.001,360,N.A.,0.024,373,N.A.,0.024,396,N.A.,0.024,0.292,0.3,0.32,56,67,47,11.7,,70120,,11.7,,72199,,73.4,,78934,,73.5,,80315,,145.8,,128388,,146.8,,130930,,14.8,,14.9,,36,N.A.,0.002,37,N.A.,0.002,38,N.A.,0.002,,,20871,,,,21914,
G. K-12 / 3501 +,1. State average - Operating Type K-12,15381,N.A.,15904,N.A.,16750,N.A.,9111,N.A.,0.592,9391,N.A.,0.59,9880,N.A.,0.59,8590,N.A.,0.558,0.943,8850,N.A.,0.556,0.942,9277,N.A.,0.554,0.939,261,N.A.,0.017,259,N.A.,0.016,309,N.A.,0.018,260,N.A.,0.017,282,N.A.,0.018,294,N.A.,0.018,2512,N.A.,0.163,2618,N.A.,0.165,2791,N.A.,0.167,2165,N.A.,0.141,0.862,2239,N.A.,0.141,0.855,2363,N.A.,0.141,0.847,1592,N.A.,0.104,1626,N.A.,0.102,1685,N.A.,0.101,1315,N.A.,0.085,0.826,1350,N.A.,0.085,0.83,1375,N.A.,0.082,0.816,1782,N.A.,0.116,1869,N.A.,0.118,1971,N.A.,0.118,938,N.A.,0.061,0.526,966,N.A.,0.061,0.517,998,N.A.,0.06,0.506,38,N.A.,0.002,51,N.A.,0.003,37,N.A.,0.002,286,N.A.,0.019,298,N.A.,0.019,316,N.A.,0.019,0.307,0.31,0.332,72,87,65,12,,73482,,11.9,,75085,,75.8,,79630,,75.2,,80907,,156.7,,128951,,155.7,,131734,,15.2,,15.2,,43,N.A.,0.003,44,N.A.,0.003,42,N.A.,0.003,,,21497,,,,22642,
G. K-12 / 3501 +,2. State median - Operating Type K-12,15249,N.A.,15756,N.A.,16575,N.A.,8976,N.A.,0.589,9299,N.A.,0.59,9833,N.A.,0.593,8419,N.A.,0.552,0.938,8710,N.A.,0.553,0.937,9214,N.A.,0.556,0.937,263,N.A.,0.017,260,N.A.,0.016,284,N.A.,0.017,205,N.A.,0.013,212,N.A.,0.013,251,N.A.,0.015,2364,N.A.,0.155,2491,N.A.,0.158,2717,N.A.,0.164,2046,N.A.,0.134,0.866,2100,N.A.,0.133,0.843,2256,N.A.,0.136,0.83,1651,N.A.,0.108,1690,N.A.,0.107,1765,N.A.,0.106,1360,N.A.,0.089,0.823,1406,N.A.,0.089,0.832,1455,N.A.,0.088,0.824,1650,N.A.,0.108,1733,N.A.,0.11,1826,N.A.,0.11,898,N.A.,0.059,0.544,930,N.A.,0.059,0.537,982,N.A.,0.059,0.538,13,N.A.,0.001,30,N.A.,0.002,20,N.A.,0.001,360,N.A.,0.024,373,N.A.,0.024,396,N.A.,0.024,0.292,0.3,0.32,56,67,47,11.7,,70120,,11.7,,72199,,73.4,,78934,,73.5,,80315,,145.8,,128388,,146.8,,130930,,14.8,,14.9,,36,N.A.,0.002,37,N.A.,0.002,38,N.A.,0.002,,,20871,,,,21914,
H. 7-12 / 9-12,1. State average - Operating Type 7-12,15557,N.A.,16148,N.A.,17088,N.A.,8882,N.A.,0.571,9202,N.A.,0.57,9626,N.A.,0.563,8368,N.A.,0.538,0.942,8656,N.A.,0.536,0.941,9023,N.A.,0.528,0.937,260,N.A.,0.017,291,N.A.,0.018,318,N.A.,0.019,253,N.A.,0.016,255,N.A.,0.016,286,N.A.,0.017,2233,N.A.,0.144,2334,N.A.,0.145,2522,N.A.,0.148,1941,N.A.,0.125,0.869,2014,N.A.,0.125,0.863,2143,N.A.,0.125,0.85,1675,N.A.,0.108,1722,N.A.,0.107,1806,N.A.,0.106,1381,N.A.,0.089,0.824,1406,N.A.,0.087,0.816,1464,N.A.,0.086,0.811,1917,N.A.,0.123,1960,N.A.,0.121,2109,N.A.,0.123,982,N.A.,0.063,0.512,989,N.A.,0.061,0.505,1057,N.A.,0.062,0.501,112,N.A.,0.007,69,N.A.,0.004,113,N.A.,0.007,746,N.A.,0.048,786,N.A.,0.049,871,N.A.,0.051,0.308,0.301,0.336,278,279,229,11.8,,73233,,12,,74857,,80.9,,75352,,79.7,,77677,,127.3,,124114,,129.7,,126530,,12.4,,12.5,,32,N.A.,0.002,37,N.A.,0.002,38,N.A.,0.002,,,22313,,,,23460,
H. 7-12 / 9-12,2. State median - Operating Type 7-12,17000,N.A.,17678,N.A.,18795,N.A.,9448,N.A.,0.556,10236,N.A.,0.579,10291,N.A.,0.548,9069,N.A.,0.533,0.96,9530,N.A.,0.539,0.931,9655,N.A.,0.514,0.938,245,N.A.,0.014,319,N.A.,0.018,328,N.A.,0.017,277,N.A.,0.016,212,N.A.,0.012,274,N.A.,0.015,2268,N.A.,0.133,2263,N.A.,0.128,2530,N.A.,0.135,1979,N.A.,0.116,0.873,2066,N.A.,0.117,0.913,2163,N.A.,0.115,0.855,1689,N.A.,0.099,1838,N.A.,0.104,1930,N.A.,0.103,1366,N.A.,0.08,0.809,1411,N.A.,0.08,0.768,1475,N.A.,0.078,0.764,1995,N.A.,0.117,2096,N.A.,0.119,2263,N.A.,0.12,977,N.A.,0.057,0.49,1008,N.A.,0.057,0.481,1115,N.A.,0.059,0.493,112,N.A.,0.007,84,N.A.,0.005,113,N.A.,0.006,807,N.A.,0.047,834,N.A.,0.047,943,N.A.,0.05,0.301,0.291,0.313,166,234,179,11.1,,72033,,11.3,,74033,,77.8,,75526,,75,,78297,,130.9,,120258,,131.4,,122780,,12.4,,12.3,,24,N.A.,0.001,27,N.A.,0.002,25,N.A.,0.001,,,23661,,,,24685,
H. 7-12 / 9-12,3. State average - Operating Type 9-12,16952,N.A.,17575,N.A.,18923,N.A.,9491,N.A.,0.56,9972,N.A.,0.567,10444,N.A.,0.552,8866,N.A.,0.523,0.934,9330,N.A.,0.531,0.936,9665,N.A.,0.511,0.925,319,N.A.,0.019,309,N.A.,0.018,398,N.A.,0.021,312,N.A.,0.018,339,N.A.,0.019,388,N.A.,0.021,2650,N.A.,0.156,2727,N.A.,0.155,3036,N.A.,0.16,2291,N.A.,0.135,0.865,2346,N.A.,0.133,0.86,2563,N.A.,0.135,0.844,1698,N.A.,0.1,1695,N.A.,0.096,1841,N.A.,0.097,1348,N.A.,0.08,0.794,1344,N.A.,0.076,0.793,1450,N.A.,0.077,0.788,2071,N.A.,0.122,2155,N.A.,0.123,2401,N.A.,0.127,1014,N.A.,0.06,0.49,1025,N.A.,0.058,0.476,1128,N.A.,0.06,0.47,13,N.A.,0.001,21,N.A.,0.001,101,N.A.,0.005,971,N.A.,0.057,979,N.A.,0.056,1096,N.A.,0.058,0.278,0.281,0.307,159,130,99,12.1,,79463,,12,,81568,,74.7,,82379,,73.3,,84189,,116.5,,133543,,114.6,,135029,,11.2,,11.1,,45,N.A.,0.003,49,N.A.,0.003,52,N.A.,0.003,,,24105,,,,25394,
H. 7-12 / 9-12,4. State median - Operating Type 9-12,18070,N.A.,18484,N.A.,19912,N.A.,9676,N.A.,0.535,10345,N.A.,0.56,10662,N.A.,0.535,8919,N.A.,0.494,0.922,9521,N.A.,0.515,0.92,9977,N.A.,0.501,0.936,311,N.A.,0.017,308,N.A.,0.017,424,N.A.,0.021,267,N.A.,0.015,266,N.A.,0.014,266,N.A.,0.013,2651,N.A.,0.147,2819,N.A.,0.153,3114,N.A.,0.156,2332,N.A.,0.129,0.88,2420,N.A.,0.131,0.858,2619,N.A.,0.132,0.841,1784,N.A.,0.099,1781,N.A.,0.096,1873,N.A.,0.094,1406,N.A.,0.078,0.788,1445,N.A.,0.078,0.811,1486,N.A.,0.075,0.793,2123,N.A.,0.117,2133,N.A.,0.115,2440,N.A.,0.123,1008,N.A.,0.056,0.475,1106,N.A.,0.06,0.519,1188,N.A.,0.06,0.487,13,N.A.,0.001,24,N.A.,0.001,29,N.A.,0.001,1113,N.A.,0.062,1117,N.A.,0.06,1200,N.A.,0.06,0.278,0.277,0.307,141,107,68,11.6,,79760,,11.5,,82736,,74.7,,83590,,70.1,,85410,,100.1,,132000,,101.8,,134000,,10.5,,10.5,,44,N.A.,0.002,52,N.A.,0.003,48,N.A.,0.002,,,25206,,,,26087,
I. CSSD,1. State average -  Operating Type CSSD,60912,N.A.,62803,N.A.,68644,N.A.,34333,N.A.,0.564,35213,N.A.,0.561,38401,N.A.,0.559,31869,N.A.,0.523,0.928,32713,N.A.,0.521,0.929,35385,N.A.,0.515,0.921,745,N.A.,0.012,672,N.A.,0.011,921,N.A.,0.013,1720,N.A.,0.028,1829,N.A.,0.029,2095,N.A.,0.031,13290,N.A.,0.218,13764,N.A.,0.219,15059,N.A.,0.219,11538,N.A.,0.189,0.868,11847,N.A.,0.189,0.861,13005,N.A.,0.189,0.864,6200,N.A.,0.102,6319,N.A.,0.101,6937,N.A.,0.101,4763,N.A.,0.078,0.768,4961,N.A.,0.079,0.785,5388,N.A.,0.078,0.777,6213,N.A.,0.102,6741,N.A.,0.107,7464,N.A.,0.109,2760,N.A.,0.045,0.444,3041,N.A.,0.048,0.451,3413,N.A.,0.05,0.457,749,N.A.,0.012,615,N.A.,0.01,597,N.A.,0.009,214,N.A.,0.004,216,N.A.,0.003,237,N.A.,0.003,0.467,0.486,0.526,562,759,224,4.4,,71665,,4.4,,72345,,5.9,,73945,,5.7,,74199,,34.3,,110256,,34.8,,111713,,13.6,,13.9,,151,N.A.,0.002,120,N.A.,0.002,168,N.A.,0.002,,,74832,,,,78508,
I. CSSD,2. State median - Operating Type CSSD,57000,N.A.,52786,N.A.,58965,N.A.,28405,N.A.,0.498,29240,N.A.,0.554,32033,N.A.,0.543,26878,N.A.,0.472,0.946,27769,N.A.,0.526,0.95,29972,N.A.,0.508,0.936,486,N.A.,0.009,491,N.A.,0.009,560,N.A.,0.009,1142,N.A.,0.02,1501,N.A.,0.028,1513,N.A.,0.026,11232,N.A.,0.197,11236,N.A.,0.213,12115,N.A.,0.205,10454,N.A.,0.183,0.931,10874,N.A.,0.206,0.968,11617,N.A.,0.197,0.959,6464,N.A.,0.113,6849,N.A.,0.13,7381,N.A.,0.125,5224,N.A.,0.092,0.808,5046,N.A.,0.096,0.737,5549,N.A.,0.094,0.752,5670,N.A.,0.099,6260,N.A.,0.119,7301,N.A.,0.124,2994,N.A.,0.053,0.528,3071,N.A.,0.058,0.491,3338,N.A.,0.057,0.457,249,N.A.,0.004,384,N.A.,0.007,220,N.A.,0.004,149,N.A.,0.003,153,N.A.,0.003,103,N.A.,0.002,0.436,0.449,0.477,230,448,278,5.5,,71196,,5.4,,71089,,6.4,,71090,,6.1,,70042,,38.6,,106928,,33.5,,109867,,12.7,,12.2,,146,N.A.,0.003,154,N.A.,0.003,152,N.A.,0.003,,,68018,,,,69965,
J. VOC,1. State average - Operating Type VOC,17444,N.A.,17871,N.A.,18445,N.A.,9181,N.A.,0.526,9414,N.A.,0.527,9692,N.A.,0.525,8225,N.A.,0.472,0.896,8394,N.A.,0.47,0.892,8545,N.A.,0.463,0.882,491,N.A.,0.028,528,N.A.,0.03,564,N.A.,0.031,465,N.A.,0.027,493,N.A.,0.028,583,N.A.,0.032,2219,N.A.,0.127,2255,N.A.,0.126,2376,N.A.,0.129,2035,N.A.,0.117,0.917,2059,N.A.,0.115,0.913,2147,N.A.,0.116,0.904,2651,N.A.,0.152,2671,N.A.,0.149,2681,N.A.,0.145,2032,N.A.,0.116,0.767,2042,N.A.,0.114,0.765,2049,N.A.,0.111,0.764,2783,N.A.,0.16,2917,N.A.,0.163,3081,N.A.,0.167,1197,N.A.,0.069,0.43,1246,N.A.,0.07,0.427,1251,N.A.,0.068,0.406,104,N.A.,0.006,88,N.A.,0.005,33,N.A.,0.002,512,N.A.,0.029,519,N.A.,0.029,541,N.A.,0.029,0.314,0.322,0.347,167,287,155,13.3,,73652,,13.2,,74841,,94.2,,79568,,90.7,,79698,,128.3,,129969,,125.5,,132495,,11,,10.9,,47,N.A.,0.003,55,N.A.,0.003,55,N.A.,0.003,,,24475,,,,25807,
J. VOC,2. State median - Operating Type VOC,17306,N.A.,17420,N.A.,17212,N.A.,8827,N.A.,0.51,9315,N.A.,0.535,8925,N.A.,0.519,7995,N.A.,0.462,0.906,8019,N.A.,0.46,0.861,8109,N.A.,0.471,0.909,539,N.A.,0.031,524,N.A.,0.03,557,N.A.,0.032,294,N.A.,0.017,323,N.A.,0.019,427,N.A.,0.025,2058,N.A.,0.119,2040,N.A.,0.117,2116,N.A.,0.123,1901,N.A.,0.11,0.924,1852,N.A.,0.106,0.908,1989,N.A.,0.116,0.94,2565,N.A.,0.148,2736,N.A.,0.157,2512,N.A.,0.146,2049,N.A.,0.118,0.799,2013,N.A.,0.116,0.736,2005,N.A.,0.116,0.798,2683,N.A.,0.155,2895,N.A.,0.166,2872,N.A.,0.167,1259,N.A.,0.073,0.469,1311,N.A.,0.075,0.453,1273,N.A.,0.074,0.443,102,N.A.,0.006,78,N.A.,0.004,33,N.A.,0.002,469,N.A.,0.027,503,N.A.,0.029,506,N.A.,0.029,0.331,0.334,0.36,160,245,134,14.4,,69390,,13.3,,70218,,104.9,,75363,,96,,77151,,122.5,,125580,,138.1,,128297,,9.8,,12.3,,40,N.A.,0.002,50,N.A.,0.003,48,N.A.,0.003,,,24912,,,,25393,
K. CHARTER,1. State average-Operating Type CHARTER,14148,N.A.,14162,N.A.,14760,N.A.,7037,N.A.,0.497,6719,N.A.,0.474,7836,N.A.,0.531,6154,N.A.,0.435,0.875,5887,N.A.,0.416,0.876,6641,N.A.,0.45,0.847,409,N.A.,0.029,392,N.A.,0.028,443,N.A.,0.03,486,N.A.,0.034,443,N.A.,0.031,751,N.A.,0.051,840,N.A.,0.059,808,N.A.,0.057,2094,N.A.,0.142,658,N.A.,0.047,0.783,601,N.A.,0.042,0.744,1335,N.A.,0.09,0.638,3781,N.A.,0.267,4262,N.A.,0.301,2964,N.A.,0.201,2221,N.A.,0.157,0.587,2670,N.A.,0.189,0.626,1831,N.A.,0.124,0.618,2819,N.A.,0.199,2646,N.A.,0.187,1803,N.A.,0.122,773,N.A.,0.055,0.274,685,N.A.,0.048,0.259,,N.A.,,,71,N.A.,0.005,67,N.A.,0.005,,N.A.,,151,N.A.,0.011,168,N.A.,0.012,,N.A.,,0.218,0.231,0.259,209,156,172,14.5,,57954,,14.5,,59257,,170.8,,60161,,168.2,,62512,,152.2,,99763,,154.4,,102079,,11.4,,11.5,,72,N.A.,0.005,73,N.A.,0.005,60,N.A.,0.004,,,17528,,,,18309,
K. CHARTER,2. State median-Operating Type CHARTER,13554,N.A.,13556,N.A.,14553,N.A.,6993,N.A.,0.516,6907,N.A.,0.51,7734,N.A.,0.531,6244,N.A.,0.461,0.893,6113,N.A.,0.451,0.885,6574,N.A.,0.452,0.85,320,N.A.,0.024,281,N.A.,0.021,381,N.A.,0.026,312,N.A.,0.023,297,N.A.,0.022,354,N.A.,0.024,736,N.A.,0.054,692,N.A.,0.051,2010,N.A.,0.138,578,N.A.,0.043,0.785,524,N.A.,0.039,0.757,1283,N.A.,0.088,0.638,3079,N.A.,0.227,3410,N.A.,0.252,2816,N.A.,0.193,1990,N.A.,0.147,0.646,2247,N.A.,0.166,0.659,1885,N.A.,0.13,0.67,2322,N.A.,0.171,2463,N.A.,0.182,1760,N.A.,0.121,610,N.A.,0.045,0.263,604,N.A.,0.045,0.245,,N.A.,,,92,N.A.,0.007,75,N.A.,0.005,,N.A.,,150,N.A.,0.011,180,N.A.,0.013,,N.A.,,0.208,0.208,0.24,138,67,107,12.6,,55675,,12.4,,56880,,145.6,,61200,,155.6,,62940,,113,,94580,,112.9,,98000,,9.9,,9.5,,59,N.A.,0.004,50,N.A.,0.004,56,N.A.,0.004,,,17471,,,,17889,
L. ALL,5. State average - All operating types,15626,N.A.,16131,N.A.,17028,N.A.,9193,N.A.,0.588,9448,N.A.,0.586,9972,N.A.,0.586,8630,N.A.,0.552,0.939,8868,N.A.,0.55,0.939,9308,N.A.,0.547,0.933,288,N.A.,0.018,285,N.A.,0.018,336,N.A.,0.02,276,N.A.,0.018,296,N.A.,0.018,328,N.A.,0.019,2501,N.A.,0.16,2598,N.A.,0.161,2801,N.A.,0.164,2150,N.A.,0.138,0.86,2216,N.A.,0.137,0.853,2348,N.A.,0.138,0.838,1732,N.A.,0.111,1792,N.A.,0.111,1804,N.A.,0.106,1386,N.A.,0.089,0.8,1439,N.A.,0.089,0.803,1436,N.A.,0.084,0.796,1859,N.A.,0.119,1940,N.A.,0.12,2025,N.A.,0.119,928,N.A.,0.059,0.499,955,N.A.,0.059,0.492,1002,N.A.,0.059,0.495,53,N.A.,0.003,59,N.A.,0.004,50,N.A.,0.003,305,N.A.,0.02,316,N.A.,0.02,341,N.A.,0.02,0.306,0.309,0.334,92,106,79,11.8,,72379,,11.7,,73901,,74.7,,77505,,74.1,,78736,,148.3,,125862,,147.6,,128369,,14.5,,14.6,,44,N.A.,0.003,46,N.A.,0.003,44,N.A.,0.003,,,21690,,,,22816,
L. ALL,6. State median - All operating types,15609,N.A.,16187,N.A.,17027,N.A.,9159,N.A.,0.587,9468,N.A.,0.585,10086,N.A.,0.592,8610,N.A.,0.552,0.94,8834,N.A.,0.546,0.933,9344,N.A.,0.549,0.926,310,N.A.,0.02,305,N.A.,0.019,350,N.A.,0.021,224,N.A.,0.014,229,N.A.,0.014,267,N.A.,0.016,2419,N.A.,0.155,2516,N.A.,0.155,2739,N.A.,0.161,2022,N.A.,0.13,0.836,2091,N.A.,0.129,0.831,2217,N.A.,0.13,0.809,1814,N.A.,0.116,1866,N.A.,0.115,1918,N.A.,0.113,1440,N.A.,0.092,0.794,1477,N.A.,0.091,0.792,1497,N.A.,0.088,0.781,1788,N.A.,0.115,1912,N.A.,0.118,1957,N.A.,0.115,864,N.A.,0.055,0.483,886,N.A.,0.055,0.464,977,N.A.,0.057,0.499,48,N.A.,0.003,56,N.A.,0.003,41,N.A.,0.002,233,N.A.,0.015,240,N.A.,0.015,275,N.A.,0.016,0.295,0.3,0.328,78,90,65,11.2,,68995,,11.2,,70815,,75,,76291,,74.4,,77647,,130.4,,125239,,132.5,,128052,,13.5,,13.7,,41,N.A.,0.003,40,N.A.,0.002,42,N.A.,0.002,,,21464,,,,22382,
