GROUP,CONAME,DIST,DISTNAME,PP17,RK17,PCT17,SBA7,PP27,RK27,PCT27,SBB7,PP37,RK37,PCT37,SBC7
A. K-6,Statewide,N.A.,1. State average - Operating Type K-6,1960,N.A.,0.131,0.807,2095,N.A.,0.136,0.806,2308,N.A.,0.139,0.8
A. K-6,Statewide,N.A.,2. State median - Operating Type K-6,1842,N.A.,0.117,0.695,2092,N.A.,0.123,0.748,2479,N.A.,0.142,0.815
A. K-6,Statewide,N.A.,5. State average - All operating types,2150,N.A.,0.138,0.86,2216,N.A.,0.137,0.853,2348,N.A.,0.138,0.838
A. K-6,Statewide,N.A.,6. State median - All operating types,2022,N.A.,0.13,0.836,2091,N.A.,0.129,0.831,2217,N.A.,0.13,0.809
A. K-6,Bergen,1270,Edgewater Boro,1115,7|57,0.098,0.6096,1255,9|57,0.107,0.6557,1250,6|57,0.112,0.7167
A. K-6,Bergen,3870,Oradell Boro,1417,14|57,0.1,0.7015,1667,17|57,0.111,0.7037,1783,16|57,0.113,0.7301
A. K-6,Bergen,4410,River Edge Boro,1795,27|57,0.128,0.9262,1752,22|57,0.126,0.926,1903,20|57,0.133,0.943
A. K-6,Bergen,4620,Saddle River Boro,8771,57|57,0.302,0.8687,7467,57|57,0.284,0.8643,7060,57|57,0.287,0.7891
A. K-6,Burlington,200,Bass River Twp,2090,32|57,0.104,0.7249,2211,31|57,0.107,0.764,2757,38|57,0.13,0.7531
A. K-6,Burlington,830,Chesterfield Twp,1520,17|57,0.112,0.6299,1713,19|57,0.134,0.6479,2008,23|57,0.131,0.6601
A. K-6,Burlington,2960,Mansfield Twp,2284,37|57,0.127,0.6392,3034,44|57,0.161,0.7074,3248,45|57,0.161,0.7012
A. K-6,Burlington,3650,North Hanover Twp,2621,43|57,0.154,0.8915,3011,43|57,0.167,0.9138,3648,49|57,0.183,0.9032
A. K-6,Burlington,5010,Springfield Twp,2492,41|57,0.128,0.7426,2886,42|57,0.158,0.805,3491,48|57,0.181,0.8486
A. K-6,Camden,2540,Laurel Springs Boro,892,4|57,0.065,0.3949,940,2|57,0.07,0.4308,1402,10|57,0.088,0.5047
A. K-6,Camden,3770,Oaklyn Boro,821,2|57,0.052,0.2483,1232,6|57,0.066,0.2711,1100,3|57,0.06,0.274
A. K-6,Camden,5560,Waterford Twp,2479,40|57,0.152,0.7872,2704,39|57,0.145,0.6695,2981,43|57,0.148,0.665
A. K-6,Cape May,710,Cape May City,2136,34|57,0.105,0.6566,3116,46|57,0.126,0.7132,2642,33|57,0.115,0.6977
A. K-6,Cape May,2840,Lower Twp,2102,33|57,0.146,0.8911,2553,37|57,0.17,0.8883,2767,39|57,0.167,0.8866
A. K-6,Cape May,5610,West Cape May Boro,1542,19|57,0.106,0.5225,3924,51|57,0.242,0.8645,3734,51|57,0.23,0.7522
A. K-6,Essex,1400,Essex Fells Boro,1603,21|57,0.084,0.7512,1699,18|57,0.091,0.7833,1746,15|57,0.088,0.7109
A. K-6,Essex,1465,Fairfield Twp,1842,29|57,0.119,0.9187,2522,34|57,0.156,0.9503,2569,31|57,0.147,0.9201
A. K-6,Essex,3630,North Caldwell Boro,1592,20|57,0.092,0.678,1645,16|57,0.095,0.6441,1899,19|57,0.099,0.6394
A. K-6,Essex,4530,Roseland Boro,1798,28|57,0.12,0.6722,2092,29|57,0.137,0.7474,2206,25|57,0.13,0.743
A. K-6,Gloucester,1180,East Greenwich Twp,1352,12|57,0.116,0.8628,1474,13|57,0.125,0.8276,1631,13|57,0.125,0.7849
A. K-6,Gloucester,1330,Elk Twp,1486,15|57,0.115,0.7043,1293,10|57,0.088,0.5765,1509,11|57,0.093,0.5757
A. K-6,Gloucester,1590,Franklin Twp,1723,24|57,0.136,0.9021,1722,21|57,0.141,0.8992,1940,21|57,0.137,0.8588
A. K-6,Gloucester,2070,Harrison Twp,1264,9|57,0.104,0.9029,1234,7|57,0.096,0.8611,1262,7|57,0.094,0.8275
A. K-6,Gloucester,2990,Mantua Twp,1729,25|57,0.12,0.9095,1793,24|57,0.119,0.8947,1850,17|57,0.126,0.9042
