GROUP,CONAME,DIST,DISTNAME,PP15,RK15,PCT15,PP25,RK25,PCT25,PP35,RK35,PCT35
A. K-6,Statewide,N.A.,1. State average - Operating Type K-6,196,N.A.,0.013,206,N.A.,0.013,252,N.A.,0.015
A. K-6,Statewide,N.A.,2. State median - Operating Type K-6,189,N.A.,0.012,221,N.A.,0.013,273,N.A.,0.016
A. K-6,Statewide,N.A.,5. State average - All operating types,276,N.A.,0.018,296,N.A.,0.018,328,N.A.,0.019
A. K-6,Statewide,N.A.,6. State median - All operating types,224,N.A.,0.014,229,N.A.,0.014,267,N.A.,0.016
A. K-6,Bergen,1270,Edgewater Boro,134,20|57,0.012,153,21|57,0.013,155,17|57,0.014
A. K-6,Bergen,3870,Oradell Boro,232,32|57,0.016,278,36|57,0.019,250,26|57,0.016
A. K-6,Bergen,4410,River Edge Boro,214,30|57,0.015,221,29|57,0.016,320,37|57,0.022
A. K-6,Bergen,4620,Saddle River Boro,365,45|57,0.013,404,45|57,0.015,142,14|57,0.006
A. K-6,Burlington,200,Bass River Twp,1001,57|57,0.05,760,54|57,0.037,749,52|57,0.035
A. K-6,Burlington,830,Chesterfield Twp,41,4|57,0.003,50,6|57,0.004,292,34|57,0.019
A. K-6,Burlington,2960,Mansfield Twp,97,14|57,0.005,217,28|57,0.011,287,32|57,0.014
A. K-6,Burlington,3650,North Hanover Twp,287,39|57,0.017,259,34|57,0.014,318,36|57,0.016
A. K-6,Burlington,5010,Springfield Twp,168,24|57,0.009,147,20|57,0.008,183,20|57,0.009
A. K-6,Camden,2540,Laurel Springs Boro,260,36|57,0.019,194,27|57,0.014,290,33|57,0.018
A. K-6,Camden,3770,Oaklyn Boro,365,45|57,0.023,916,56|57,0.049,1077,56|57,0.059
A. K-6,Camden,5560,Waterford Twp,75,9|57,0.005,84,11|57,0.004,220,23|57,0.011
A. K-6,Cape May,710,Cape May City,252,35|57,0.012,321,40|57,0.013,388,45|57,0.017
A. K-6,Cape May,2840,Lower Twp,81,11|57,0.006,64,8|57,0.004,130,12|57,0.008
A. K-6,Cape May,5610,West Cape May Boro,177,27|57,0.012,371,43|57,0.023,241,25|57,0.015
A. K-6,Essex,1400,Essex Fells Boro,368,47|57,0.019,397,44|57,0.021,365,44|57,0.018
A. K-6,Essex,1465,Fairfield Twp,169,25|57,0.011,549,49|57,0.034,267,28|57,0.015
A. K-6,Essex,3630,North Caldwell Boro,304,41|57,0.018,361,42|57,0.021,343,43|57,0.018
A. K-6,Essex,4530,Roseland Boro,49,6|57,0.003,83,10|57,0.005,67,4|57,0.004
A. K-6,Gloucester,1180,East Greenwich Twp,107,18|57,0.009,107,17|57,0.009,141,13|57,0.011
A. K-6,Gloucester,1330,Elk Twp,871,55|57,0.068,804,55|57,0.055,1162,57|57,0.072
A. K-6,Gloucester,1590,Franklin Twp,296,40|57,0.023,234,30|57,0.019,338,41|57,0.024
A. K-6,Gloucester,2070,Harrison Twp,45,5|57,0.004,41,5|57,0.003,71,5|57,0.005
A. K-6,Gloucester,2990,Mantua Twp,13,1|57,89E-5,18,2|57,0.001,6,1|57,42E-5
A. K-6,Gloucester,3490,National Park Boro,53,7|57,0.004,86,12|57,0.006,119,10|57,0.007
A. K-6,Gloucester,4880,South Harrison Twp,985,56|57,0.078,1058,57|57,0.082,993,55|57,0.076
A. K-6,Gloucester,5120,Swedesboro-Woolwich,214,30|57,0.017,318,39|57,0.024,335,40|57,0.023
A. K-6,Gloucester,5590,Wenonah Boro,173,26|57,0.011,183,26|57,0.011,215,21|57,0.012
A. K-6,Gloucester,5740,Westville Boro,29,2|57,0.002,40,4|57,0.003,147,16|57,0.011
A. K-6,Gloucester,5870,Woodbury Heights Boro,143,21|57,0.01,162,23|57,0.011,217,22|57,0.013
A. K-6,Hunterdon,2590,Lebanon Boro,179,28|57,0.009,89,14|57,0.004,114,7|57,0.006
A. K-6,Monmouth,130,Atlantic Highlands Boro,240,34|57,0.015,282,37|57,0.017,262,27|57,0.015
A. K-6,Monmouth,2160,Highlands Boro,658,53|57,0.032,691,53|57,0.031,938,54|57,0.038
A. K-6,Monmouth,4520,Roosevelt Boro,378,48|57,0.017,267,35|57,0.012,276,31|57,0.016
A. K-6,Morris,3240,Mine Hill Twp,327,43|57,0.021,520,48|57,0.03,338,41|57,0.021
A. K-6,Ocean,230,Beach Haven Boro,104,15|57,0.004,170,25|57,0.006,169,18|57,0.005
A. K-6,Ocean,320,Berkeley Twp,30,3|57,0.002,29,3|57,0.002,52,3|57,0.003
A. K-6,Ocean,1150,Eagleswood Twp,316,42|57,0.02,287,38|57,0.014,401,46|57,0.02
A. K-6,Ocean,2350,Island Heights Boro,239,33|57,0.013,242,31|57,0.014,329,38|57,0.018
A. K-6,Ocean,2690,Little Egg Harbor Twp,144,22|57,0.01,95,15|57,0.007,114,7|57,0.007
A. K-6,Ocean,2760,Long Beach Island,541,50|57,0.021,608,50|57,0.022,820,53|57,0.028
A. K-6,Ocean,3800,Ocean Gate Boro,584,51|57,0.033,622,51|57,0.031,661,50|57,0.034
A. K-6,Ocean,3820,Ocean Twp,189,29|57,0.01,125,19|57,0.009,275,30|57,0.014
A. K-6,Ocean,4710,Seaside Heights Boro,104,15|57,0.006,100,16|57,0.005,180,19|57,0.009
A. K-6,Ocean,5020,Stafford Twp,267,37|57,0.017,258,33|57,0.015,302,35|57,0.017
A. K-6,Ocean,5220,Tuckerton Boro,71,8|57,0.005,54,7|57,0.003,45,2|57,0.003
A. K-6,Sussex,1630,Fredon Twp,268,38|57,0.013,359,41|57,0.017,331,39|57,0.016
A. K-6,Sussex,1980,Hampton Twp,83,12|57,0.004,72,9|57,0.004,121,11|57,0.006
A. K-6,Sussex,4650,Sandyston-Walpack Twp,331,44|57,0.017,443,46|57,0.022,430,47|57,0.02
A. K-6,Sussex,5040,Stillwater Twp,77,10|57,0.004,11,1|57,56E-5,80,6|57,0.003
A. K-6,Warren,400,Blairstown Twp,147,23|57,0.009,162,23|57,0.009,273,29|57,0.016
A. K-6,Warren,1620,Franklin Twp,85,13|57,0.004,86,12|57,0.004,114,7|57,0.005
A. K-6,Warren,1670,Frelinghuysen Twp,619,52|57,0.041,645,52|57,0.043,702,51|57,0.041
A. K-6,Warren,2470,Knowlton Twp,384,49|57,0.02,448,47|57,0.022,474,48|57,0.021
A. K-6,Warren,2970,Mansfield Twp,106,17|57,0.008,108,18|57,0.008,145,15|57,0.01
A. K-6,Warren,5480,Washington Boro,664,54|57,0.043,252,32|57,0.016,494,49|57,0.029
A. K-6,Warren,5530,Washington Twp,127,19|57,0.009,158,22|57,0.009,234,24|57,0.012
B. K-8 / 0 - 400,Statewide,N.A.,1. State average - Operating Type K-8,251,N.A.,0.016,270,N.A.,0.016,296,N.A.,0.017
B. K-8 / 0 - 400,Statewide,N.A.,2. State median - Operating Type K-8,211,N.A.,0.013,216,N.A.,0.013,232,N.A.,0.013
B. K-8 / 0 - 400,Statewide,N.A.,5. State average - All operating types,276,N.A.,0.018,296,N.A.,0.018,328,N.A.,0.019
B. K-8 / 0 - 400,Statewide,N.A.,6. State median - All operating types,224,N.A.,0.014,229,N.A.,0.014,267,N.A.,0.016
B. K-8 / 0 - 400,Atlantic,1410,Estell Manor City,55,6|75,0.003,61,5|75,0.004,62,5|77,0.003
B. K-8 / 0 - 400,Atlantic,1540,Folsom Boro,278,N.R.,0.02,303,43|75,0.021,217,29|77,0.015
B. K-8 / 0 - 400,Atlantic,3020,Margate City,7,1|75,25E-5,14,1|75,51E-5,55,4|77,0.002
B. K-8 / 0 - 400,Atlantic,4240,Port Republic City,309,48|75,0.018,204,31|75,0.011,150,18|77,0.008
B. K-8 / 0 - 400,Atlantic,5760,Weymouth Twp,159,21|75,0.008,164,21|75,0.009,138,16|77,0.008
B. K-8 / 0 - 400,Bergen,80,Alpine Boro,608,68|75,0.02,789,71|75,0.026,880,72|77,0.025
B. K-8 / 0 - 400,Bergen,2090,Haworth Boro,478,65|75,0.024,554,66|75,0.026,517,61|77,0.024
B. K-8 / 0 - 400,Bergen,3350,Moonachie Boro,181,23|75,0.01,149,19|75,0.008,78,6|77,0.004
B. K-8 / 0 - 400,Bergen,4870,South Hackensack Twp,633,69|75,0.038,675,68|75,0.039,694,69|77,0.037
B. K-8 / 0 - 400,Burlington,380,Beverly City,303,47|75,0.018,322,46|75,0.019,424,55|77,0.024
B. K-8 / 0 - 400,Burlington,3540,New Hanover Twp,309,48|75,0.015,341,51|75,0.015,219,30|77,0.009
B. K-8 / 0 - 400,Burlington,4460,Riverton,87,10|75,0.006,82,8|75,0.006,101,10|77,0.006
B. K-8 / 0 - 400,Burlington,5890,Woodland Twp,779,58|75,0.043,584,67|75,0.031,509,60|77,0.028
B. K-8 / 0 - 400,Camden,580,Brooklawn Boro,147,19|75,0.01,102,10|75,0.007,138,16|77,0.01
B. K-8 / 0 - 400,Camden,1720,Gibbsboro Boro,373,54|75,0.025,199,30|75,0.013,187,25|77,0.012
B. K-8 / 0 - 400,Camden,2560,Lawnside Boro,112,16|75,0.008,129,15|75,0.008,105,11|77,0.007
B. K-8 / 0 - 400,Camden,2890,Magnolia Boro,44,10|75,0.003,527,65|75,0.03,598,65|77,0.03
B. K-8 / 0 - 400,Camden,5900,Woodlynne Boro,111,15|75,0.009,139,18|75,0.01,166,20|77,0.009
B. K-8 / 0 - 400,Cape May,170,Avalon Boro,2948,72|75,0.075,2823,75|75,0.085,2545,76|77,0.081
B. K-8 / 0 - 400,Cape May,3680,North Wildwood City,365,53|75,0.012,432,57|75,0.015,503,59|77,0.014
B. K-8 / 0 - 400,Cape May,5060,Stone Harbor Boro,3963,73|75,0.157,3726,76|75,0.154,3613,77|77,0.146
B. K-8 / 0 - 400,Cape May,5800,Wildwood Crest Boro,378,56|75,0.016,462,60|75,0.018,384,50|77,0.014
B. K-8 / 0 - 400,Cape May,5840,Woodbine Boro,1577,71|75,0.097,1745,74|75,0.107,1738,75|77,0.11
B. K-8 / 0 - 400,Cumberland,1020,Deerfield Twp,233,30|75,0.017,205,32|75,0.012,202,27|77,0.012
B. K-8 / 0 - 400,Cumberland,1120,Downe Twp,245,35|75,0.015,184,26|75,0.011,421,54|77,0.023
B. K-8 / 0 - 400,Cumberland,1820,Greenwich Twp,138,18|75,0.006,1030,73|75,0.048,643,67|77,0.039
B. K-8 / 0 - 400,Cumberland,5070,Stow Creek Twp,338,51|75,0.021,764,70|75,0.049,366,47|77,0.023
