GROUP,CONAME,DIST,DISTNAME,PP18A,RK18A,PCT18A,PP28A,RK28A,PCT28A,PP38A,RK38A,PCT38A
A. K-6,Statewide,N.A.,1. State average - Operating Type K-6,50,N.A.,0.003,48,N.A.,0.003,37,N.A.,0.002
A. K-6,Statewide,N.A.,2. State median - Operating Type K-6,48,N.A.,0.003,48,N.A.,0.003,38,N.A.,0.002
A. K-6,Statewide,N.A.,5. State average - All operating types,44,N.A.,0.003,46,N.A.,0.003,44,N.A.,0.003
A. K-6,Statewide,N.A.,6. State median - All operating types,41,N.A.,0.003,40,N.A.,0.002,42,N.A.,0.002
A. K-6,Bergen,1270,Edgewater Boro,48,29|57,0.004,103,45|57,0.009,5,2|57,42E-5
A. K-6,Bergen,3870,Oradell Boro,105,50|57,0.007,48,28|57,0.003,67,46|57,0.004
A. K-6,Bergen,4410,River Edge Boro,14,11|57,96E-5,10,6|57,7E-4,19,8|57,0.001
A. K-6,Bergen,4620,Saddle River Boro,140,53|57,0.005,361,56|57,0.014,109,54|57,0.004
A. K-6,Burlington,200,Bass River Twp,59,35|57,0.003,130,50|57,0.006,130,55|57,0.006
A. K-6,Burlington,830,Chesterfield Twp,113,51|57,0.008,146,52|57,0.011,26,13|57,0.002
A. K-6,Burlington,2960,Mansfield Twp,85,46|57,0.005,68,39|57,0.004,80,49|57,0.004
A. K-6,Burlington,3650,North Hanover Twp,73,43|57,0.004,13,8|57,73E-5,28,14|57,0.001
A. K-6,Burlington,5010,Springfield Twp,69,39|57,0.004,199,53|57,0.011,62,44|57,0.003
A. K-6,Camden,2540,Laurel Springs Boro,13,10|57,93E-5,4,3|57,33E-5,6,3|57,37E-5
A. K-6,Camden,3770,Oaklyn Boro,100,48|57,0.006,36,22|57,0.002,92,51|57,0.005
A. K-6,Camden,5560,Waterford Twp,65,38|57,0.004,70,41|57,0.004,63,45|57,0.003
A. K-6,Cape May,710,Cape May City,27,19|57,0.001,54,32|57,0.002,29,18|57,0.001
A. K-6,Cape May,2840,Lower Twp,17,14|57,0.001,31,21|57,0.002,18,7|57,0.001
A. K-6,Cape May,5610,West Cape May Boro,88,47|57,0.006,86,44|57,0.005,94,52|57,0.006
A. K-6,Essex,1400,Essex Fells Boro,71,40|57,0.004,57,34|57,0.003,50,39|57,0.002
A. K-6,Essex,1465,Fairfield Twp,47,27|57,0.003,37,24|57,0.002,37,25|57,0.002
A. K-6,Essex,3630,North Caldwell Boro,74,44|57,0.004,50,30|57,0.003,71,47|57,0.004
A. K-6,Essex,4530,Roseland Boro,199,56|57,0.013,126,48|57,0.008,82,50|57,0.005
A. K-6,Gloucester,1180,East Greenwich Twp,47,27|57,0.004,57,34|57,0.005,41,33|57,0.003
A. K-6,Gloucester,1330,Elk Twp,57,33|57,0.004,2,1|57,15E-5,35,23|57,0.002
A. K-6,Gloucester,1590,Franklin Twp,34,24|57,0.003,23,17|57,0.002,42,35|57,0.003
A. K-6,Gloucester,2070,Harrison Twp,39,26|57,0.003,55,33|57,0.004,52,40|57,0.004
A. K-6,Gloucester,2990,Mantua Twp,3,1|57,21E-5,3,2|57,19E-5,8,5|57,52E-5
A. K-6,Gloucester,3490,National Park Boro,6,4|57,38E-5,N.R.,N.R.,N.R.,4,1|57,23E-5
A. K-6,Gloucester,4880,South Harrison Twp,18,15|57,0.001,129,49|57,0.01,28,14|57,0.002
A. K-6,Gloucester,5120,Swedesboro-Woolwich,56,31|57,0.004,45,27|57,0.003,28,14|57,0.002
A. K-6,Gloucester,5590,Wenonah Boro,11,8|57,7E-4,30,20|57,0.002,28,14|57,0.002
A. K-6,Gloucester,5740,Westville Boro,7,6|57,58E-5,19,13|57,0.002,24,11|57,0.002
A. K-6,Gloucester,5870,Woodbury Heights Boro,27,19|57,0.002,14,10|57,97E-5,43,36|57,0.003
A. K-6,Hunterdon,2590,Lebanon Boro,4,2|57,22E-5,142,51|57,0.007,57,42|57,0.003
A. K-6,Monmouth,130,Atlantic Highlands Boro,102,49|57,0.006,49,29|57,0.003,72,48|57,0.004
A. K-6,Monmouth,2160,Highlands Boro,242,57|57,0.012,264,55|57,0.012,176,56|57,0.007
A. K-6,Monmouth,4520,Roosevelt Boro,5,3|57,23E-5,73,42|57,0.003,38,29|57,0.002
A. K-6,Morris,3240,Mine Hill Twp,56,31|57,0.004,64,38|57,0.004,38,29|57,0.002
A. K-6,Ocean,230,Beach Haven Boro,180,55|57,0.007,78,43|57,0.003,105,53|57,0.003
A. K-6,Ocean,320,Berkeley Twp,12,9|57,92E-5,14,10|57,97E-5,12,6|57,83E-5
