Co,Dist,ind1,ind2,ind3,ind4,ind5,ind6,ind7,ind8,ind9,ind10,ind11,ind12,ind13,ind15,Distname,Coname,Group,ENROLL,ind16a,ind16b,ind17a,ind17b,ind18a,ind18b,ind19
31,3990,21970343,13025581,11336216,202449,1486916,2193636,1826797,2155551,1743989,3184840,2095853,0,1391895,76290,Passaic Valley Regional,Passaic,H. 7–12/9–12,1207,11.5,78764,97.9,72293,93.2,128641,9
31,3995,73397184,39619922,36966092,1783988,869842,13819997,12109835,6853286,5474313,9897877,4859778,329486,2820816,2525337,Passaic County Vocational,Passaic,J. Voc,3706.6,11.6,98347,86.8,103748,152.8,153661,15
31,4010,397878897,223143650,206476240,3847236,12820174,81922225,75255393,41037943,34960572,48374924,15892701,0,2179411,724298,Paterson City,Passaic,G. K–12/3501+,24802.3,12,61105,77.7,95236,109.4,111006,10.5
31,4230,29675599,18692163,17564514,777657,349992,3700938,3372524,3440579,3223032,3079088,1668720,0,759043,14300,Pompton Lakes Boro,Passaic,E. K–12/0–1800,1652.7,11.5,76469,61.6,89230,111.6,148280,11.5
31,4270,10682634,6453506,6217054,178738,57714,1723640,798188,1367112,1066823,1106687,502443,0,5379,0,Prospect Park Boro,Passaic,D. K–8/751+,882.5,14.3,68259,110.5,63506,180.4,109200,14.3
31,4400,20942468,13876236,13138379,320797,417060,2811296,2508540,1921485,1728476,1990501,315807,0,41770,205619,Ringwood Boro,Passaic,D. K–8/751+,1155.1,11.4,66940,52.8,63000,152.1,131500,16.2
31,5200,13847281,7972561,7491866,70626,410069,2171537,2013962,1864992,1675076,1824347,1203869,0,0,2203,Totowa Boro,Passaic,D. K–8/751+,970.1,12.5,71906,73.5,75730,122.1,116345,11.4
31,5440,15891922,10452113,9977851,370123,104139,2040000,1488337,1890771,1457275,1378180,294626,0,113552,0,Wanaque Boro,Passaic,D. K–8/751+,886.8,9.6,65948,73.9,67773,128.6,114000,15.1
31,5570,142018053,82889656,79066028,2224193,1599435,22029396,19020605,13970407,11725785,17225787,9289222,0,4293263,255714,Wayne Twp,Passaic,G. K–12/3501+,7800.6,11.7,75500,57.8,84700,180.8,134546,18.6
31,5650,60262840,35598460,34181662,1217919,198879,9641721,8753103,5833555,5108466,7034447,4153259,64410,1320581,536048,West Milford Twp,Passaic,F. K–12/1801–3500,3252.2,11.1,75970,49.2,83270,130.7,117773,14.5
31,5690,16554317,10024651,9390706,500081,133864,2793570,2191664,1918338,1549956,1809854,974183,0,0,155302,Woodland Park,Passaic,D. K–8/751+,1130.9,12.2,69120,89.9,64110,107.9,101250,10.1
33,60,4536031,2719111,2523688,125220,70203,670955,418696,715925,528575,407327,145996,5000,12913,48857,Alloway Twp,Salem,B. K–8/0–400,356.9,12.6,67398,90,66490,109.1,95250,9.8
33,1350,1828647,1156171,1062143,62521,31507,224149,156409,266028,178571,175518,55163,5000,655,47324,Elsinboro Twp,Salem,B. K–8/0–400,116,8,51939,165.7,57019,116,100638,15.2
33,2800,2837309,1746762,1641236,25918,79608,387314,189603,313263,187236,354520,111664,4000,1312,10009,Lower Alloways Creek,Salem,B. K–8/0–400,161,8.1,59870,163,51900,130.4,112200,16.3
33,2950,2436036,1552091,1406755,69013,76323,312505,229744,318953,262940,239166,63689,10000,18,15173,Mannington Twp,Salem,B. K–8/0–400,162.2,8.9,57781,98.1,45823,78.5,87258,9.6
33,3860,4030609,2386154,2263238,94024,28892,641127,544528,443676,366597,513716,206020,2460,18279,18754,Oldmans Twp,Salem,B. K–8/0–400,283.7,12.7,61862,110.4,49397,95.7,97550,8.4
33,4070,30754555,18539485,17140681,453778,945026,3663951,2972633,4249099,3157179,3799144,2322613,0,482885,112022,Penns Grv-Carneys Pt Reg,Salem,F. K–12/1801–3500,2169.9,11.7,65575,85.1,61615,141.8,108810,13.8
33,4075,27914775,15876709,14703839,806708,366162,5062664,4292676,3383731,2841946,2805851,517144,50459,735361,371583,Pennsville,Salem,F. K–12/1801–3500,1692.1,9.9,56900,61.6,69409,118.8,103532,14
33,4150,26052849,13925169,12190455,294428,1440286,5186349,3596541,2854156,2372488,3169286,578508,0,545230,76609,Pittsgrove Twp,Salem,E. K–12/0–1800,1755.3,10.7,62981,61.2,66856,94,101370,10.3
33,4280,4303674,2540775,2399681,47925,93169,619015,398951,585814,466785,501951,209668,0,54742,47873,Quinton Twp,Salem,B. K–8/0–400,305.6,10.7,58719,76.5,58868,102,95000,10.8
33,4630,20459596,11592957,11114818,262826,215313,3546073,2878690,2468144,1795767,2169806,1254272,0,644116,0,Salem City,Salem,E. K–12/0–1800,1225,10.7,65310,112.7,66228,103.3,101880,10.6
33,4635,8436866,5127269,4869229,86064,171976,1195286,1134248,1444267,1239294,572382,92286,89960,0,0,Salem Co Special Service,Salem,I. CSSD,175.4,3.5,56511,5.1,63411,21.3,94492,10.2
33,4640,9383648,5792019,3664844,150465,1976710,766841,760029,1266178,916160,1267144,479866,0,277751,0,Salem County Vocational,Salem,J. Voc,761.3,16.9,58049,132.3,67897,88.2,121597,5.9
33,5320,5123169,3278419,3063179,180001,35239,779982,502267,508647,244215,484177,262454,0,45251,0,Upper Pittsgrove Twp,Salem,B. K–8/0–400,315.8,9.4,66794,105.7,74898,186.5,104738,21.5
33,5910,18963468,11126027,10679760,235743,210524,2460274,2231399,2880894,2238114,1926629,989381,0,558106,256937,Woodstown-Pilesgrove Reg,Salem,E. K–12/0–1800,1467.9,11.8,65767,94.7,58362,139.8,113215,13.3
35,240,10201840,6913058,6583817,91109,238132,1492294,1285801,733888,612478,958800,362308,0,98395,26579,Bedminster Twp,Somerset,C. K–8/401–750,511.8,9.4,69045,49.4,78265,107.7,133302,13.6
35,350,84697842,53065608,50551866,2323791,189951,15087918,13497670,7737963,6671577,6728989,472142,0,2077365,636138,Bernards Twp,Somerset,G. K–12/3501+,5297.9,11.4,70525,59.7,81900,159.9,140857,16.7
35,490,24385128,13281091,12047976,495522,737593,4101805,3168013,3847516,2905568,2453208,586583,0,660451,2027537,Bound Brook Boro,Somerset,F. K–12/1801–3500,1904.6,11.8,57590,73.3,68145,118.3,108150,11.6
35,510,26173906,16283979,15524937,609522,149520,4278911,4005748,2876861,2396256,2185364,579716,0,179595,407591,Branchburg Twp,Somerset,D. K–8/751+,1441.2,9.1,67601,69.2,70751,159.9,131261,19.9
35,555,133211127,84720424,81437522,2128380,1154522,19670758,18169131,14122497,12319267,11898254,2747942,0,2393391,535826,Bridgewater-Raritan Reg,Somerset,G. K–12/3501+,8508.1,11.1,73259,67.7,84734,183.8,149211,19.3
35,1610,119221723,66308939,61835210,1431834,3041895,21788871,17514831,13258638,10917893,15930847,9921823,0,1744783,579096,Franklin Twp,Somerset,G. K–12/3501+,6998.6,9.6,60558,67.6,72322,148.8,127665,17.7
35,1810,14045231,8286763,7750128,421201,115434,2450509,2034163,1747830,1587734,1352710,750703,0,155534,10710,Green Brook Twp,Somerset,D. K–8/751+,792.5,9.7,64445,65.3,69840,130.5,119350,15.5
35,2170,111685855,68020292,67168796,765702,85794,20793748,16562411,9778912,8422262,10904131,5488531,0,1762741,59078,Hillsborough Twp,Somerset,G. K–12/3501+,7419.5,11.4,76215,73.8,77880,221.5,132146,22.5
35,3000,20688343,11399643,10707371,573723,118549,3322416,2890200,2356425,1905997,2902634,1447960,0,707225,0,Manville Boro,Somerset,E. K–12/0–1800,1506.5,12.2,60675,65.7,60845,150.5,124549,14.6
35,3320,74342620,44766788,43365926,1038507,362355,11909616,10414476,7355104,6308649,7923244,3890803,0,1778505,362042,Montgomery Twp,Somerset,G. K–12/3501+,4684.5,11.2,72400,77.5,76640,136.7,107343,14
35,3670,51631336,30188703,28975976,926616,286111,9256751,6841269,4846587,4254618,6237195,3400051,0,1047034,533733,North Plainfield Boro,Somerset,F. K–12/1801–3500,3280.3,10.8,64360,76,69965,122.9,126950,13
35,4810,14724724,6807257,6073361,398869,335027,2314247,2166090,2940287,2287092,2372955,1413082,0,275957,166319,Somerset Co Vocational,Somerset,J. Voc,490.4,8.3,69614,47.5,71170,49.9,108862,7.1
35,4815,33943812,19355340,18358015,687687,309638,5632033,4833596,3387335,2984370,3980940,1964850,0,1464957,0,Somerset Hills Regional,Somerset,F. K–12/1801–3500,1909.7,12.1,69985,61.1,78885,130.3,137000,12.9
35,4820,36402332,21933555,20671309,657416,604830,5248434,4893935,4592611,3810014,3297960,1404567,0,1268555,266750,Somerville Boro,Somerset,F. K–12/1801–3500,2336.2,11.4,64434,66.5,70709,126.5,132070,13
35,4850,6986679,4080958,3712583,205149,163226,1048336,812867,866702,763690,916271,2310,0,73918,258366,South Bound Brook,Somerset,C. K–8/401–750,431,119.9,54730,211,73660,422,87500,5.5
35,5470,37966354,26123424,25241310,749180,132934,5532219,4725284,2618402,2257364,3540226,1971501,0,152083,331890,Warren Twp,Somerset,D. K–8/751+,1685.1,8.3,79925,44.5,83262,128.6,131821,18.4
35,5540,11760628,6720123,6107925,115806,496392,2157691,1033548,1373280,1134085,1401514,747448,0,79492,137939,Watchung Boro,Somerset,C. K–8/401–750,624,10.4,65278,72.8,83325,145.7,117532,16
35,5550,33734675,18339186,16956081,655696,727409,5540572,4756562,3923099,3306949,4191067,1649994,0,1686091,157445,Watchung Hills Regional,Somerset,H. 7–12/9–12,1965.3,12.7,80310,75.4,88185,114.4,147803,10.5
37,90,8676042,4925044,4484205,349084,91755,1550232,1157212,1092052,868398,984075,503915,0,112243,65386,Andover Reg,Sussex,C. K–8/401–750,461.6,9.4,68845,48.5,62756,76,106844,9.6
37,640,13351883,7880681,7612245,234521,33915,2442393,2116531,1426761,1155824,1471064,678137,0,90076,181909,Byram Twp,Sussex,D. K–8/751+,814.8,9.6,66840,64.8,72770,135,115113,16.1
37,1560,9284856,6106020,5900052,107803,98165,999865,962937,1086270,942697,948415,470490,3300,94043,48683,Frankford Twp,Sussex,C. K–8/401–750,503.8,7.5,67128,49.8,72882,107,117972,16.4
37,1570,8321673,4797679,4639427,99213,59039,1590048,1190911,832751,669545,972876,481941,0,117679,43365,Franklin Boro,Sussex,C. K–8/401–750,449,9.2,65619,62.4,72179,109.3,106000,13.7
37,1630,4218047,2188283,2050889,67636,69758,863134,661284,489500,366264,626851,332056,0,39573,0,Fredon Twp,Sussex,A. K–6,194.1,6.7,58752,49.7,59452,63,97000,10.7
37,1800,7410332,4384423,4139588,232177,12658,999686,847145,928977,673753,1024693,406318,0,62976,60534,Green Twp,Sussex,C. K–8/401–750,400,10.4,77057,75.9,66057,136.7,129728,14.9
37,1930,5335484,3185892,3040234,94255,51403,931094,688436,458124,336420,676928,385593,0,72695,0,Hamburg Boro,Sussex,B. K–8/0–400,245.1,8.3,69846,44.8,65696,100.8,96366,14.5
37,1980,5640556,3571873,3443129,108780,19964,777041,707225,656354,563088,596503,329375,0,38174,40835,Hampton Twp,Sussex,A. K–6,278.4,7.3,64531,113.5,40962,61.8,82150,9
37,2030,10061924,6084632,5782686,148895,153051,1455647,1164956,1203008,1034219,1243520,548820,0,75117,74195,Hardyston Twp,Sussex,C. K–8/401–750,677.6,10.6,59322,96.8,79409,167,119675,17.5
37,2165,19521185,10456673,9846126,465510,145037,3378209,3071435,1549309,1294793,2839105,1232883,0,1205364,85209,High Point Regional,Sussex,H. 7–12/9–12,877,10.9,87639,59,97437,100.1,127850,10.9
37,2240,31364191,18139263,16724680,491280,923303,4882173,4534391,3214436,2814808,4123092,1949206,0,994371,12354,Hopatcong,Sussex,E. K–12/0–1800,1546.6,10.6,83835,46.8,73415,106.5,145113,12.3
37,2465,19508592,12082908,11530287,415008,137613,2104977,1922182,2075267,1813652,2008445,1123218,0,1143632,23428,Kittatinny Regional,Sussex,H. 7–12/9–12,930.3,9.2,82190,77.8,84257,84.8,119344,10.3
37,2490,3962345,2331629,2161601,142996,27032,565556,485551,510715,356496,466515,216386,0,69213,127266,Lafayette Twp,Sussex,B. K–8/0–400,204,8.9,65290,45.6,67665,84.6,88434,11.3
37,2615,12728980,6470029,6116201,265736,88092,2323748,2035571,1541963,1319511,1463203,600858,0,890124,475816,Lenape Valley Regional,Sussex,H. 7–12/9–12,686.5,11.9,73630,62.5,74275,62.5,110000,6.3
37,3300,5236617,2608846,2465268,100573,43005,1198653,758031,795835,543361,598337,324733,23528,2268,70874,Montague Twp,Sussex,B. K–8/0–400,249.5,10,61271,62.3,62124,60.7,58096,7.1
37,3590,25770763,15437207,14778676,492543,165988,4032127,3634475,2950477,2539317,2249320,1498649,0,1050001,96027,Newton Town,Sussex,E. K–12/0–1800,1560.5,11,68317,61.4,69865,139.6,132157,15
37,3840,4428397,2401397,2312034,83949,5414,871049,683532,453856,356796,619619,334564,0,74792,0,Ogdensburg Boro,Sussex,B. K–8/0–400,248.1,9.7,56010,65.1,53995,65.1,80000,7.7
37,4650,2699302,1768479,1653090,56861,58528,374087,207621,308025,264411,230327,107604,8098,9930,0,Sandyston-Walpack Twp,Sussex,A. K–6,132.2,8.1,62099,51.2,62382,133,115000,19.1
37,4960,54671645,32753236,30836107,613351,1303778,8751703,7663872,5396780,4485487,6248487,3156979,0,1333368,398791,Sparta Twp,Sussex,F. K–12/1801–3500,3169.7,11.5,77015,74.2,85832,121.9,123540,12.3
37,5030,5620218,3237746,3083570,54619,99557,993023,784868,754748,604227,587920,265067,0,46782,0,Stanhope Boro,Sussex,B. K–8/0–400,306.6,9.6,62435,75.1,46478,102.7,92475,12.1
37,5040,5314299,3307233,3196528,107725,2980,745452,647018,610401,472946,618154,350513,0,29908,8618,Stillwater Twp,Sussex,A. K–6,266.4,9.1,68408,65.5,75411,74.9,93083,9.4
37,5100,20522293,12599181,12059486,350162,189533,3394571,3200398,2112680,1701912,2140482,1129943,0,122696,42403,Sussex-Wantage Regional,Sussex,D. K–8/751+,1042.2,9.9,73503,45.6,85653,129.9,117425,15.9
37,5110,12727136,6473047,6013913,408279,50855,1644165,1514350,1891384,1449060,1961363,968202,0,724067,17076,Sussex County Vocational,Sussex,J. Voc,778.4,13,65133,89.7,80248,161.5,118348,14.2
37,5360,57065367,32299264,30565546,773119,960599,11600402,10660441,5013529,4347719,6974917,4219825,0,1155465,70223,Vernon Twp,Sussex,F. K–12/1801–3500,2975.6,9.9,80460,54.2,75005,142,137500,16.9
37,5435,12176656,6798853,6529048,175840,93965,2059185,1663464,1244761,950176,1212510,684416,0,857443,46057,Wallkill Valley Regional,Sussex,H. 7–12/9–12,589.9,10.8,88355,75.2,82265,85.8,109957,9
39,310,44076899,26532468,25281487,496267,754714,6888165,6676338,4833195,3741776,4077599,2687749,0,1649332,64626,Berkeley Heights Twp,Union,F. K–12/1801–3500,2572,11.4,73948,50,83003,128.4,149307,13.8
39,850,29657402,18471979,17725111,306847,440021,3812398,3387555,3251853,2852956,3328316,1150490,0,780151,86632,Clark Twp,Union,F. K–12/1801–3500,2209,11.8,61342,80.1,68837,158,107402,15.3
39,980,59491365,35994756,34675412,794746,524598,9585887,8473489,6469521,5707179,5966476,3675838,0,1407474,115454,Cranford Twp,Union,G. K–12/3501+,3867.8,11.8,66199,74.7,66199,144.8,130534,14.2
39,1320,444937729,271017210,255067947,6122130,9827133,66752570,60045844,37480076,29509891,64089468,40735498,0,3741400,2894566,Elizabeth City,Union,G. K–12/3501+,27453.4,12.5,81524,101,91130,289.2,128573,26
39,1710,5347011,2920430,2730966,170315,19149,848360,666682,705026,564306,797147,418993,0,73069,0,Garwood Boro,Union,B. K–8/0–400,377.8,12.4,57832,72.3,69482,96.4,108275,9.1
39,2190,47421599,27519985,25961665,1350765,207555,7003577,6303126,5839178,4914602,6218204,4273402,0,762819,423591,Hillside Twp,Union,F. K–12/1801–3500,3090,11.8,72463,81.2,85329,125.1,124318,12.2
39,2420,22958560,14427527,13892432,452743,82352,3467815,3216153,2179818,1683246,2003724,592655,0,596077,3197,Kenilworth Boro,Union,E. K–12/0–1800,1422.3,11.3,73398,62.2,74659,130.1,122727,13.6
39,2660,101356245,62183667,58663294,1570244,1950129,14378637,13027521,10596373,9416569,12716214,7255300,0,1448974,600692,Linden City,Union,G. K–12/3501+,6191.2,10.6,69091,73.3,84659,140.5,136737,15.1
39,3470,10327863,6510286,6242450,212339,55497,1523237,1324079,1132893,954125,1051494,603358,0,109954,55277,Mountainside Boro,Union,C. K–8/401–750,731.8,10,61270,80.8,58987,158,107625,17.7
39,3560,34364040,21003898,19900299,999713,103886,4819137,4322894,4122507,3288268,3088728,1983901,0,1263040,362446,New Providence Boro,Union,F. K–12/1801–3500,2384.2,12.9,70074,68.9,75076,179.1,142995,16.5
39,4160,124750540,69727571,67349605,1649977,727989,19077916,15934283,14091651,10855558,20009927,12856359,0,1144612,446210,Plainfield City,Union,G. K–12/3501+,7737.9,12.3,73960,87.1,91600,191.5,144954,17.8
39,4290,60555098,37490498,35856172,1125545,508781,10411627,8238132,5308643,4330908,5991932,3463794,0,1291597,98617,Rahway City,Union,G. K–12/3501+,3944.4,11.7,70653,90.4,75557,164.6,128182,15.9
39,4540,45610759,26721622,24973842,937054,810726,7504264,4752534,4874606,3817651,5988696,2988470,0,519234,364532,Roselle Boro,Union,F. K–12/1801–3500,2943,10.6,56831,73.4,58125,115.1,108662,12.5
39,4550,29936618,18112269,17182943,484341,444985,4677831,4393786,2992574,2531281,3142020,1672253,0,803768,0,Roselle Park Boro,Union,F. K–12/1801–3500,2032.1,11.5,68034,68.2,68034,143.6,121868,14.6
39,4670,80472724,48509655,46819404,1053742,636509,13884479,10932644,6923743,6071885,9275462,5348748,0,1713994,1032449,Scotch Plains-Fanwood Reg,Union,G. K–12/3501+,5518.6,12.6,66356,92.7,68398,190.4,137535,17.2
39,5000,32652863,19130388,18614973,453960,61455,5047975,3818465,3161961,2620431,4052061,2246411,0,1006327,174916,Springfield Twp,Union,F. K–12/1801–3500,2243.9,13.2,73345,90.9,73654,148.5,127977,12.8
39,5090,62585186,39994388,38446998,1185881,361509,8133819,7729031,6507488,5792631,6230416,4009141,0,1712633,515856,Summit City,Union,G. K–12/3501+,3908.9,11.3,67996,72,71755,132,141116,13.5
39,5260,23031311,14274781,12020636,900205,1353940,1629777,1599476,2717812,2385009,3853715,722949,0,386570,0,Union County Vocational,Union,J. Voc,2118.2,14.4,58549,112.1,57752,106.5,112797,8.3
39,5290,107850779,72996172,70116726,1599430,1280016,15358221,13026690,8985298,7019697,9371314,6216535,0,1125993,927567,Union Twp,Union,G. K–12/3501+,7109,11.5,74710,75.7,77794,167.6,129448,16.9
39,5730,92076055,56414237,54131915,1806342,475980,16893398,14343623,9307241,7596623,7300073,5021916,0,2161106,1382111,Westfield Town,Union,G. K–12/3501+,6191.2,12.4,79853,76.3,81946,217.3,137252,20.4
39,5810,2546045,1447010,1338803,49270,58937,526466,457959,241117,195366,292743,131237,11900,26808,0,Winfield Twp,Union,B. K–8/0–400,132.8,7.5,56593,126.2,22762,67.5,118500,9.6
41,30,6276142,3326099,3145248,96082,84769,946224,789470,891909,568371,838152,389768,50000,120347,0,Allamuchy Twp,Warren,C. K–8/401–750,432.3,13.5,61278,68.4,57290,143.7,100820,12.8
41,70,3320878,2080113,1957967,52494,69652,465703,316543,432018,316278,334747,223359,0,8297,10840,Alpha Boro,Warren,B. K–8/0–400,209.9,8.4,59290,102.5,49245,102.5,103750,13.3
41,280,11056568,6221657,5913251,222294,86112,1660168,1510114,1467071,1196439,1217079,626708,0,485526,247576,Belvidere Town,Warren,E. K–12/0–1800,680,10,58740,56,56740,101.1,107782,11.8
41,400,8248874,4474200,4172052,226572,75576,1464400,1212983,733150,622330,1521575,257131,0,38887,123092,Blairstown Twp,Warren,A. K–6,465.7,7.9,61458,42.9,73825,73.8,117620,11.1
41,1620,4202914,2539011,2399358,121988,17665,749857,570087,461583,400458,429333,230207,0,23105,25678,Franklin Twp,Warren,A. K–6,205.2,7.6,64150,54.1,63499,66.7,99972,10
41,1670,2204632,1322303,1183864,44606,93833,288531,192007,270538,231548,316179,91327,6556,404,3510,Frelinghuysen Twp,Warren,A. K–6,145.6,14,60837,146.1,44237,74.5,107644,5.9
41,1785,12146329,7440864,6958923,217050,264891,1793135,983626,1300135,974750,1574898,720441,0,37299,2150,Great Meadows Regional,Warren,C. K–8/401–750,651.5,9,61970,70.1,61135,131.8,103032,16.5
41,1840,9497315,6293587,6000070,153174,140343,1508378,1339185,793749,633692,899627,403015,0,0,25000,Greenwich Twp,Warren,C. K–8/401–750,729.2,10.2,60855,62.5,66105,229,95270,26.1
41,1870,27463769,16941643,16020040,314620,606983,4023566,3308605,2532225,1997743,2760807,1127377,0,1205527,55465,Hackettstown,Warren,F. K–12/1801–3500,1890.7,11.7,73870,79.1,77035,143.6,124701,14.1
41,2040,4649196,2909214,2737845,127684,43685,596046,481387,510167,283056,600071,261101,0,33698,0,Harmony Twp,Warren,B. K–8/0–400,240.5,7.4,61135,44.2,62460,127.9,78412,20.3
41,2250,3064055,1685370,1600706,48223,36441,548746,372461,358810,291231,440205,199607,2500,23529,3598,Hope Twp,Warren,B. K–8/0–400,131.9,8,63310,74.4,74316,89.3,77375,12.3
41,2470,3604006,2173455,2039502,55626,78327,667726,595278,362194,298579,387377,167496,0,6390,37725,Knowlton Twp,Warren,A. K–6,174.7,8.3,63955,40.5,49337,58,75899,8.4
41,2790,9124340,5870428,5666930,89538,113960,967895,781814,1086627,852132,1165800,742611,0,32271,95733,Lopatcong Twp,Warren,C. K–8/401–750,732.6,13.5,71610,109.2,44895,184,94723,15.3
41,2970,8636544,5882385,5665083,149766,67536,1147047,1099648,901665,744406,680211,357676,0,0,56388,Mansfield Twp,Warren,A. K–6,624,10.7,70950,80.1,73803,190.3,110584,20.1
41,3675,14440578,8131639,7254499,543049,334091,2219386,1656597,1567094,1417506,1579592,805657,0,942868,0,North Warren Regional,Warren,H. 7–12/9–12,785.2,10.3,63995,59.7,65475,102.6,125025,11.7
41,3890,4556505,2927929,2795674,17514,114741,787217,612963,453324,414720,357697,151246,0,24248,0,Oxford Twp,Warren,B. K–8/0–400,280.4,9.5,56980,71,59278,94.7,98992,11.3
41,4100,63078674,38286786,36100002,768969,1417815,10241684,8927173,6534588,4578781,6329977,3190380,0,1606357,681541,Phillipsburg Town,Warren,G. K–12/3501+,3803.1,11.3,74583,65.5,75133,173.4,118791,18
41,4200,4972530,3217809,2930033,154679,133097,600425,360271,529655,450307,607651,273536,0,15913,0,Pohatcong Twp,Warren,B. K–8/0–400,293,10.2,61430,123.2,51485,102.7,135000,10.9
41,5460,8090720,4356434,4141538,210498,4398,476694,448273,1669565,1190573,1327501,732692,0,259088,0,Warren County Vocational,Warren,J. Voc,464.5,14.6,59864,87.5,69238,122.5,110668,9.8
41,5465,29996038,16231402,15765230,145307,320865,5120814,4181518,3272454,2414789,3690960,2004621,0,1661440,17571,Warren Hills Regional,Warren,H. 7–12/9–12,1710.9,11.1,73471,67.3,85498,134.6,109885,14.1
41,5480,7486121,4708669,4438735,146826,123108,1425534,1099045,557224,429394,794694,453068,0,0,0,Washington Boro,Warren,A. K–6,488.6,10.8,67205,68.7,65050,157.7,101475,16.6
41,5530,7930794,4337666,4097775,172449,67442,1480606,1431758,946051,799033,1108451,331518,0,25126,337919,Washington Twp,Warren,A. K–6,425.7,9.2,68860,53.8,62310,105.3,120930,13.5
41,5780,5252274,3200530,3124135,47333,29062,989572,750443,491901,296098,502046,226519,5000,34881,0,White Twp,Warren,B. K–8/0–400,271.9,8.1,66440,38.9,75670,177.3,106544,26.5
