CO,DIST,ind1,ind2,ind3,ind4,ind5,ind6,ind7,ind8,ind9,ind10,ind11,ind12,ind13,ind15,distname,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,ENROLL,COUNTY,enrol1
80,7830,2831206,1733034,1658620,47297,27117,0,0,461510,310508,636662,107327,0,0,0,Soaring Heights Cs,Hudson,K. Charter,C,,,1,240.9,Hudson,
80,8060,6422244,3619517,3370715,38007,210795,0,0,621266,512557,2169392,983618,0,0,65108,University Academy Cs,Hudson,K. Charter,C,,,1,433.8,Hudson,
80,6017,12135485,6970645,6400632,304385,265628,174375,174375,3497042,2835297,1493422,434083,0,0,194916,Foundation Academy Cs,Mercer,K. Charter,C,,,1,1016.2,Mercer,
80,6025,5382828,3012786,2519422,46053,447311,0,0,1554340,1057903,815702,0,0,0,0,Paul Robeson Humanities  Charter School,Mercer,K. Charter,C,,,1,374.7,Mercer,
80,6183,6132296,2673313,2036566,267674,369073,0,0,2551672,2171952,882174,0,25137,0,39284,Trenton Stem-To-Civics Cs,Mercer,K. Charter,C,,,1,395.4,Mercer,
80,6810,1266602,642598,560654,34798,47146,0,0,514662,383870,109342,0,0,0,0,International Charter School,Mercer,K. Charter,C,,,1,89.4,Mercer,
80,7500,3686273,2304679,2146458,136230,21991,377374,176109,431558,363967,572662,0,0,0,0,Pace Cs Of Hamilton,Mercer,K. Charter,C,,,1,294.7,Mercer,
80,7540,5939791,3664315,3463136,130381,70798,47094,0,1633599,919424,581479,144885,9156,4148,0,Princeton Cs,Mercer,K. Charter,C,,,1,399,Mercer,
80,7895,,,,,,,,,,,,,,,Achievers Early College Prep Charter Sch,Mercer,K. Charter,C,,,1,,Mercer,
80,8140,4191577,2613209,2276254,168567,168388,250459,243107,754789,614480,573121,169451,0,0,0,Village Cs,Mercer,K. Charter,C,,,1,357.2,Mercer,
80,6032,7502985,3763697,2931592,234000,598105,907339,766005,1466869,1112443,1255330,470106,0,109749,98695,Academy For Urban Leadership Charter Sch,Middlesex,K. Charter,C,,,1,566.1,Middlesex,
80,6041,5309228,3615680,3295607,55967,264106,0,0,1225927,874177,467621,0,0,0,0,Hatikvah International Cs,Middlesex,K. Charter,C,,,1,438.1,Middlesex,
80,6635,5258828,3428712,3366228,23950,38534,0,0,1648291,1178083,166166,0,15659,0,0,Greater Brunswick Cs,Middlesex,K. Charter,C,,,1,392.5,Middlesex,
80,7896,,,,,,,,,,,,,,,Middlesex Charter School,Middlesex,K. Charter,C,,,1,,Middlesex,
80,6010,3274714,1492848,1401472,36405,54971,526868,526868,687125,591564,546837,30062,21036,0,4277,Academy Charter High School,Monmouth,K. Charter,C,,,1,178.2,Monmouth,
80,6740,2670719,1402346,1288832,48135,65379,0,0,774927,495241,493446,158687,0,0,16303,Hope Academy Cs,Monmouth,K. Charter,C,,,1,218.4,Monmouth,
80,7720,3078288,1588061,1490379,47655,50027,385273,326810,781667,376237,270215,128671,0,52395,13823,The Red Bank Cs,Monmouth,K. Charter,C,,,1,176.7,Monmouth,
80,7891,2379042,1193043,921679,125431,145933,0,0,672024,436834,513975,0,0,0,39098,College Achieve Greater Asbury Park Char,Monmouth,K. Charter,C,,,1,158.6,Monmouth,
80,8050,3563546,1961890,1799609,78162,84119,345636,278671,727523,528947,528496,41166,0,0,0,Unity Cs,Morris,K. Charter,C,,,1,237.9,Morris,
80,7893,1864210,884224,752058,119104,13062,0,0,615000,464707,297918,0,67068,0,24245,Ocean Academy Charter School,Ocean,K. Charter,C,,,1,150.5,Ocean,
80,6021,11794701,4370544,4107267,174053,89224,0,0,2222369,1317232,4033678,1165014,67211,0,38100,Community Charter School Of Paterso,Passaic,K. Charter,C,,,1,896.5,Passaic,
80,6079,4832671,2488832,2078906,188939,220987,619127,554467,647020,309453,1071678,212796,6014,0,0,John P Holland Charter School,Passaic,K. Charter,C,,,1,269.3,Passaic,
80,6080,15736123,7266708,6253385,863135,150188,755483,673521,3905187,1828030,3525855,1030517,0,282890,927150,Passaic Arts And Science Charter School,Passaic,K. Charter,C,,,1,1262,Passaic,
80,6096,8197794,3758395,3244110,452493,61792,376475,356730,1878245,731308,2042290,385275,0,142389,115747,Paterson Arts And Science Cs,Passaic,K. Charter,C,,,1,682.5,Passaic,
80,6106,1739999,945168,940132,0,5036,0,0,248021,228505,546810,209873,0,0,0,Philip’s Charter School Of Paterson,Passaic,K. Charter,C,,,1,135,Passaic,
80,6230,1774914,736012,655425,43563,37024,0,0,688462,263461,350440,0,0,0,31500,Classical Academy Charter School Of Clif,Passaic,K. Charter,C,,,1,118,Passaic,
80,7503,16405280,7759462,7317735,270451,171276,1026763,813482,2581410,2183779,4693924,845097,0,341736,208370,Paterson Cs For Sci/Tech,Passaic,K. Charter,C,,,1,1386.2,Passaic,
80,7892,3152469,1489232,1109408,162111,217713,0,0,857093,528188,806144,60361,0,0,145136,College Achieve Paterson Charter School,Passaic,K. Charter,C,,,1,276,Passaic,
80,6018,7275296,3844715,3497769,220910,126036,378059,332680,1368835,1045150,1618910,308430,0,64778,691936,Central Jersey College Prep Charter Scho,Somerset,K. Charter,C,,,1,613.7,Somerset,
80,6081,5048390,2293175,1975539,212172,105464,0,0,701581,539328,2014284,771298,0,39349,0,Thomas Edison Energysmart Charter School,Somerset,K. Charter,C,,,1,470.5,Somerset,
80,7850,3491868,2216897,2129644,64229,23024,247593,183611,671868,578464,283916,104951,0,71594,0,Sussex County Technology Charter School,Sussex,K. Charter,C,,,1,223.8,Sussex,
80,6033,3683164,1837835,1590065,99287,148483,66831,63331,1140961,855773,637538,0,0,0,4177,The Barack Obama Green Charter High Scho,Union,K. Charter,C,,,1,238.5,Union,
80,6101,9563802,5594362,4655931,116131,822300,481432,463038,1686660,424467,1569524,11597,231824,0,121291,College Achieve Central Charter School,Union,K. Charter,C,,,1,801,Union,
80,6102,1963370,1098709,993227,58203,47279,0,0,441794,353942,422867,173777,0,0,9294,Cresthaven Academy Charter School,Union,K. Charter,C,,,1,150,Union,
80,7600,3504789,1768314,1659113,72103,37098,352223,193986,868399,713408,515853,92377,0,0,18866,Queen City Academy Cs,Union,K. Charter,C,,,1,323.6,Union,
80,8010,4564249,2581019,2343214,126341,111464,0,0,819906,409874,1163324,179919,0,0,0,Union County Teams Cs,Union,K. Charter,C,,,1,385.8,Union,
80,7727,1707099,1141704,1118269,23135,300,0,0,386018,340274,179377,0,0,0,0,Ridge And Valley Cs,Warren,K. Charter,C,,,1,126,Warren,
