GROUP,CONAME,DIST,DISTNAME,PP13,RK13,PCT13,SBA3,PP23,RK23,PCT23,SBB3,PP33,RK33,PCT33,SBC3
A. K–6,Statewide,N.A.,1. State average - Operating Type K-6,8494,N.A.,0.569,0.938,8720,N.A.,0.565,0.939,9365,N.A.,0.565,0.935
A. K–6,Statewide,N.A.,2. State median - Operating Type K-6,9207,N.A.,0.586,0.965,9124,N.A.,0.539,0.922,10040,N.A.,0.574,0.939
A. K–6,Statewide,N.A.,5. State average - All operating types,8630,N.A.,0.552,0.939,8868,N.A.,0.55,0.939,9308,N.A.,0.547,0.933
A. K–6,Statewide,N.A.,6. State median - All operating types,8610,N.A.,0.552,0.94,8834,N.A.,0.546,0.933,9344,N.A.,0.549,0.926
A. K–6,Bergen,1270,Edgewater Boro,6482,1|57,0.569,0.9339,6360,1|57,0.542,0.9266,6120,1|57,0.546,0.9281
A. K–6,Bergen,3870,Oradell Boro,8172,16|57,0.574,0.9309,8608,17|57,0.574,0.9351,9304,19|57,0.588,0.944
A. K–6,Bergen,4410,River Edge Boro,8579,22|57,0.611,0.9336,8710,18|57,0.627,0.9508,8838,12|57,0.615,0.9436
A. K–6,Bergen,4620,Saddle River Boro,13359,55|57,0.46,0.9623,12286,51|57,0.467,0.9501,10884,42|57,0.443,0.9792
A. K–6,Burlington,200,Bass River Twp,11169,46|57,0.558,0.8928,11675,45|57,0.565,0.935,12110,50|57,0.569,0.9371
A. K–6,Burlington,830,Chesterfield Twp,6552,2|57,0.483,0.9515,6518,2|57,0.512,0.9028,8002,7|57,0.521,0.9004
A. K–6,Burlington,2960,Mansfield Twp,9803,35|57,0.545,0.952,9739,34|57,0.516,0.9356,10351,35|57,0.512,0.9253
A. K–6,Burlington,3650,North Hanover Twp,9802,34|57,0.577,0.9402,10500,39|57,0.582,0.949,11250,44|57,0.563,0.9298
A. K–6,Burlington,5010,Springfield Twp,11317,48|57,0.581,0.95,10110,36|57,0.552,0.9592,10285,34|57,0.533,0.9484
A. K–6,Camden,2540,Laurel Springs Boro,7621,11|57,0.555,0.8766,7537,9|57,0.563,0.9075,8864,14|57,0.556,0.913
A. K–6,Camden,3770,Oaklyn Boro,8706,23|57,0.547,0.9249,8896,21|57,0.478,0.8471,9081,16|57,0.494,0.8473
A. K–6,Camden,5560,Waterford Twp,8357,19|57,0.512,0.9687,8977,23|57,0.483,0.9298,10157,32|57,0.504,0.9424
A. K–6,Cape May,710,Cape May City,11213,47|57,0.552,0.9204,12779,54|57,0.517,0.9185,12051,47|57,0.523,0.907
A. K–6,Cape May,2840,Lower Twp,8081,15|57,0.561,0.9522,8189,14|57,0.547,0.9551,9265,18|57,0.56,0.9523
A. K–6,Cape May,5610,West Cape May Boro,8202,17|57,0.564,0.897,7246,6|57,0.447,0.8627,7292,3|57,0.45,0.923
A. K–6,Essex,1400,Essex Fells Boro,11966,53|57,0.625,0.9273,11825,49|57,0.63,0.905,12014,46|57,0.604,0.8837
A. K–6,Essex,1465,Fairfield Twp,9473,31|57,0.614,0.9489,9229,30|57,0.571,0.9331,9907,27|57,0.566,0.9269
A. K–6,Essex,3630,North Caldwell Boro,9786,33|57,0.568,0.9179,9811,35|57,0.569,0.932,10925,43|57,0.568,0.9322
A. K–6,Essex,4530,Roseland Boro,8773,25|57,0.585,0.9792,9049,25|57,0.595,0.9815,10062,30|57,0.593,0.9803
A. K–6,Gloucester,1180,East Greenwich Twp,7023,5|57,0.602,0.9339,7105,5|57,0.601,0.9468,7730,6|57,0.591,0.9379
A. K–6,Gloucester,1330,Elk Twp,7439,8|57,0.577,0.8871,8414,16|57,0.572,0.9022,8979,15|57,0.554,0.8628
A. K–6,Gloucester,1590,Franklin Twp,6964,4|57,0.551,0.9289,6742,3|57,0.553,0.9363,7596,4|57,0.536,0.9
A. K–6,Gloucester,2070,Harrison Twp,7416,7|57,0.61,0.9472,7722,11|57,0.601,0.9415,8303,9|57,0.616,0.9412
A. K–6,Gloucester,2990,Mantua Twp,8420,21|57,0.584,0.9392,9112,28|57,0.606,0.9564,8861,13|57,0.606,0.9702
A. K–6,Gloucester,3490,National Park Boro,9207,29|57,0.61,0.965,9048,24|57,0.595,0.9523,9696,23|57,0.586,0.9454
A. K–6,Gloucester,4880,South Harrison Twp,6583,3|57,0.519,0.827,6835,4|57,0.529,0.852,6770,2|57,0.519,0.8463
A. K–6,Gloucester,5120,Swedesboro-Woolwich,7354,6|57,0.585,0.942,7535,8|57,0.573,0.926,8061,8|57,0.563,0.8992
A. K–6,Gloucester,5590,Wenonah Boro,9622,32|57,0.598,0.9703,9508,31|57,0.561,0.9516,9476,21|57,0.547,0.9389
A. K–6,Gloucester,5740,Westville Boro,8036,14|57,0.66,0.9736,7662,10|57,0.651,0.9623,8472,10|57,0.627,0.9535
A. K–6,Gloucester,5870,Woodbury Heights Boro,9467,30|57,0.66,0.9629,9641,33|57,0.658,0.9529,10496,37|57,0.63,0.9413
A. K–6,Hunterdon,2590,Lebanon Boro,10235,40|57,0.538,0.9546,11129,42|57,0.54,0.9698,10362,36|57,0.559,0.9472
A. K–6,Monmouth,130,Atlantic Highlands Boro,9924,36|57,0.628,0.9556,10322,37|57,0.626,0.941,10829,40|57,0.626,0.9449
A. K–6,Monmouth,2160,Highlands Boro,10614,44|57,0.519,0.9017,11678,47|57,0.525,0.9108,12121,51|57,0.493,0.8829
A. K–6,Monmouth,4520,Roosevelt Boro,12470,54|57,0.555,0.9287,13412,55|57,0.581,0.9243,9159,17|57,0.519,0.9279
A. K–6,Morris,3240,Mine Hill Twp,7993,12|57,0.522,0.9076,8361,15|57,0.485,0.8497,7607,5|57,0.483,0.8813
A. K–6,Ocean,230,Beach Haven Boro,13952,57|57,0.546,0.9671,14996,57|57,0.548,0.9416,17040,57|57,0.551,0.947
A. K–6,Ocean,320,Berkeley Twp,7503,10|57,0.561,0.9373,7878,12|57,0.561,0.9264,8499,11|57,0.573,0.9487
A. K–6,Ocean,1150,Eagleswood Twp,10221,39|57,0.634,0.9295,11616,44|57,0.563,0.936,12956,54|57,0.63,0.928
A. K–6,Ocean,2350,Island Heights Boro,10523,42|57,0.564,0.9114,10447,38|57,0.583,0.9412,10869,41|57,0.586,0.9118
A. K–6,Ocean,2690,Little Egg Harbor Twp,8769,24|57,0.613,0.9677,8884,20|57,0.617,0.9629,10040,29|57,0.617,0.965
A. K–6,Ocean,2760,Long Beach Island,13772,56|57,0.541,0.929,14510,56|57,0.532,0.9445,14865,56|57,0.511,0.9067
A. K–6,Ocean,3800,Ocean Gate Boro,10265,41|57,0.585,0.9186,11542,43|57,0.567,0.9152,10730,39|57,0.548,0.9187
A. K–6,Ocean,3820,Ocean Twp,10542,43|57,0.56,0.938,7518,7|57,0.564,0.9558,10559,38|57,0.549,0.9229
A. K–6,Ocean,4710,Seaside Heights Boro,10144,38|57,0.588,0.9723,10935,41|57,0.573,0.9768,12251,52|57,0.593,0.9678
A. K–6,Ocean,5020,Stafford Twp,8026,13|57,0.521,0.921,8845,19|57,0.526,0.9391,9744,24|57,0.542,0.9438
A. K–6,Ocean,5220,Tuckerton Boro,8780,26|57,0.575,0.9737,9124,29|57,0.581,0.9478,9816,26|57,0.601,0.9734
A. K–6,Sussex,1630,Fredon Twp,9937,37|57,0.471,0.8968,10563,40|57,0.486,0.9372,10168,33|57,0.478,0.9334
