Group,Coname,Dist,Distname, EX121 , EX221 
E. K-12 / 0 - 1800,Hudson,5580,Weehawken Twp, -   , -   
E. K-12 / 0 - 1800,Hunterdon,1376,South Hunterdon Regional School District,"375,022","293,324"
E. K-12 / 0 - 1800,Middlesex,1140,Dunellen Boro,"12,176", -   
E. K-12 / 0 - 1800,Middlesex,2150,Highland Park Boro, -   , -   
E. K-12 / 0 - 1800,Middlesex,4830,South Amboy City,"99,537","168,384"
E. K-12 / 0 - 1800,Middlesex,4970,Spotswood Boro,"1,795,458","1,099,963"
E. K-12 / 0 - 1800,Monmouth,100,Asbury Park City,"4,220,446","2,996,691"
E. K-12 / 0 - 1800,Monmouth,2400,Keansburg Boro,"434,687","112,757"
E. K-12 / 0 - 1800,Monmouth,2430,Keyport Boro,"540,000","700,000"
E. K-12 / 0 - 1800,Monmouth,2930,Manasquan Boro,"92,835", -   
E. K-12 / 0 - 1800,Morris,450,Boonton Town, -   , -   
E. K-12 / 0 - 1800,Morris,630,Butler Boro,"1,105,889","1,305,544"
E. K-12 / 0 - 1800,Morris,2460,Kinnelon Boro,"178,367", -   
E. K-12 / 0 - 1800,Morris,3460,Mountain Lakes Boro,"259,980","100,459"
E. K-12 / 0 - 1800,Ocean,4190,Plumsted Twp, -   , -   
E. K-12 / 0 - 1800,Ocean,4220,Point Pleasant Beach Boro, -   , -   
E. K-12 / 0 - 1800,Passaic,4230,Pompton Lakes Boro, -   ,"113,665"
E. K-12 / 0 - 1800,Salem,4150,Pittsgrove Twp,"97,512","417,201"
E. K-12 / 0 - 1800,Salem,4630,Salem City, -   , -   
E. K-12 / 0 - 1800,Salem,5910,Woodstown-Pilesgrove Reg, -   ,"368,252"
E. K-12 / 0 - 1800,Somerset,3000,Manville Boro, -   ,"176,637"
E. K-12 / 0 - 1800,Sussex,2240,Hopatcong,"989,879","1,073,203"
E. K-12 / 0 - 1800,Sussex,3590,Newton Town, -   , -   
E. K-12 / 0 - 1800,Union,2420,Kenilworth Boro, -   , -   
E. K-12 / 0 - 1800,Warren,280,Belvidere Town, -   , -   
F. K-12 / 1801 - 3500,Atlantic,1960,Hammonton Town, -   , -   
F. K-12 / 1801 - 3500,Atlantic,4180,Pleasantville City,"746,347","5,032,774"
F. K-12 / 1801 - 3500,Bergen,890,Cliffside Park Boro,"1,029,797","1,032,920"
F. K-12 / 1801 - 3500,Bergen,990,Cresskill Boro,"65,000","960,000"
F. K-12 / 1801 - 3500,Bergen,1130,Dumont Boro,"1,158,410","1,175,003"
F. K-12 / 1801 - 3500,Bergen,1345,Elmwood Park,"190,882", -   
F. K-12 / 1801 - 3500,Bergen,1370,Englewood City,"583,854","1,286,552"
F. K-12 / 1801 - 3500,Bergen,1760,Glen Rock Boro,"1,141,945","1,184,899"
F. K-12 / 1801 - 3500,Bergen,2620,Leonia Boro,"1,692,502","641,276"
F. K-12 / 1801 - 3500,Bergen,2740,Lodi Borough,"1,382,571","1,536,229"
F. K-12 / 1801 - 3500,Bergen,2860,Lyndhurst Twp, -   , -   
F. K-12 / 1801 - 3500,Bergen,2900,Mahwah Twp,"2,418,144","2,348,374"
F. K-12 / 1801 - 3500,Bergen,3550,New Milford Boro,"953,538","1,597,596"
F. K-12 / 1801 - 3500,Bergen,3600,North Arlington Boro,"3,500,998","3,232,018"
F. K-12 / 1801 - 3500,Bergen,3910,Palisades Park,"194,526","270,786"
F. K-12 / 1801 - 3500,Bergen,4310,Ramsey Boro,"2,367,215","2,418,519"
F. K-12 / 1801 - 3500,Bergen,4380,Ridgefield Park Twp, -   , -   
F. K-12 / 1801 - 3500,Bergen,4600,Rutherford Boro,"375,937","584,458"
F. K-12 / 1801 - 3500,Bergen,5755,Westwood Regional,"750,000","750,000"
F. K-12 / 1801 - 3500,Burlington,475,Bordentown Regional,"43,163","563,729"
F. K-12 / 1801 - 3500,Burlington,840,Cinnaminson Twp,"3,069,743","2,610,794"
F. K-12 / 1801 - 3500,Burlington,1060,Delran Twp,"666,336","743,547"
F. K-12 / 1801 - 3500,Burlington,3010,Maple Shade Twp,"1,262,705","1,289,175"
F. K-12 / 1801 - 3500,Burlington,5805,Willingboro Twp,"2,341,903","3,133,889"
F. K-12 / 1801 - 3500,Camden,940,Collingswood Boro,"2,029,604","1,210,654"
F. K-12 / 1801 - 3500,Camden,1770,Gloucester City, -   ,"3,401,725"
F. K-12 / 1801 - 3500,Camden,1890,Haddon Twp,"999,765","899,297"
F. K-12 / 1801 - 3500,Camden,1900,Haddonfield Boro,"663,937","687,434"
